   śrīḥ //	SrIH //
   teṣāmanāgatādirūpatayā kārakatvānupapattau tadviśeṣasya karaṇatvasyāyogāt	tezAm-anAgata-Adi-rUpa-tayA kAraka-tva-anupapattO tad-viSezasya karaNa-tvasya-ayogAt
   tatsaṃsarge pramāṇāntarāsaṅkīrṇodāharaṇābhāvācca /	tad-saMsarge pramANa-antara-asaFkIrNa-udAharaNa-aBAvAt-ca /
   padānāṃ tu pūrvabhāvaniyamena padārthasmaraṇāvāntaravyāpāravattayā	padAnAm tu pUrva-BAva-niyamena padArTa-smaraNa-avAntara-vyApAravat-tayA
   tadupapatteḥ; vyāpārasyāvyavadhāyakatvāditi kṛtaṃ prasaktānuprasaktyā /	tad-upapatteH; vyApArasya-avyavaDAyaka-tvAt-iti kRtam prasakta-anuprasaktyA /
   [ku.3.382] astu tarhi śabda eva bādhakaṃ sarvajñe kartari /	[ku.3.382] astu tarhi SabdaH eva bADakam sarvajQe kartari /
   tathāhi- prakṛteḥ kriyamāṇāni guṇaiḥ karmāṇi sarvaśaḥ /	taTA-hi prakRteH kriyamANAni guNEH karmANi sarvaSas /
   ahaṅkāravimūḍhātmā kartāhamiti manyate //	ahaFkAra-vimUXa-AtmA kartAham-iti manyate //
   (g.ī.) ityādi paṭhanti /	(g.I.) ityAdi paWanti /
   asyāyamarthaḥ- na pāramārthikaṃ cetanasya kartṛtvamasti /	asya-ayam-arTaH na pAramArTikam cetanasya kartR-tvam-asti /
   ābhimānikaṃ tu tat /	ABimAnikam tu tat /
   na ca sarvajñasyābhimānaḥ /	na ca sarvajQasya-aBimAnaH /
   na cāsarvajñasya jagatkartṛtvamasti- ucyate- na pramāṇamanāptoktirnādṛṣṭe	na ca-asarvajQasya jagat-kartR-tvam-asti ucyate na pramANam-anApta-uktiH-na-adRzwe
   kvacidāptatā /	kvacid-Apta-tA /
   adṛśyadṛṣṭau sarvajño na ca nityāgamaḥ kṣamaḥ //16 //	adRSya-dRzwO sarvajQaH na ca nitya-AgamaH kzamaH //16 //
   yadi hi sarvajñakartrabhāvā'vedakaḥ śabdo nāptoktaḥ, na tarhi pramāṇam /	yadi hi sarvajQa-kartR-aBAvA-avedakaH SabdaH na-Apta-uktaH, na tarhi pramANam /
   athāpto 'sya vaktā, kathaṃ na tadarthadarśī /	aTa-AptaH asya vaktA, kaTam na tad-arTa-darSI /
   atīndriyārthadarśīti cet- kathamasarvajñaḥ, kathaṃ vā na kartā,	atIndriya-arTa-darSI-iti cet kaTam-asarva-jQaH, kaTam vA na kartA,
   āgamasyaiva praṇayanāt /	Agamasya-eva praNayanAt /
   na ca nityāgamasambhavaḥ, vicchedādityāveditam /	na ca nitya-Agama-samBavaH, vicCedAt-itya-Aveditam /
   [ku.3.383] apica- na cāsau kvacidekāntaḥ sattvasyāpi pravedanāt /	[ku.3.383] apica na ca-asO kvacid-ekAntar sattvasya-api pravedanAt /
   nirañjanāvabodhārtho na ca sannapi tatparaḥ //17 //	niraQjana-avaboDa-arTaH na ca san=-api tad-paraH //17 //
   nahyasattvapakṣa evāgamo niyataḥ, īśvarasadbhāvasyaiva bhūyaḥsu pradeśeṣu	na-hi-asattva-pakzaH eva-AgamaH niyataH, ISvara-sadBAvasya-eva BUyaHsu pradeSezu
   pratipādanāt /	pratipAdanAt /
   tathācāgre darśayiṣyāmaḥ /	taTA-ca-agre darSayizyAmaH /
   tathāca sati kvacidasattvapratipādanamanekāntaṃ na bādhakam /	taTA-ca sati kvacid-asattva-pratipAdanam-anekAntam na bADakam /
   sattvapratipādanamapi tarhi na sādhanamiti cet- āpātatastāvadevametat /	sattva-pratipAdanam-api tarhi na sADanam-iti cet ApAtataH-tAvat-evam-etat /
   yadā tu	yadA tu
   niḥśeṣaviśeṣaguṇaśūnyātmasvarūpapratipādanārthatvamakartṛkatvāgamānāmavadhārayiṣyate	niHSeza-viSeza-guNa-SUnya-Atma-svarUpa-pratipAdana-arTa-tvam-akartRka-tva-AgamAnAm-avaDArayizyate
   tadā na tanniṣedhe tātparyamamīṣāmiti sattvapratipādakānāmevāgamānāṃ	tadA na tad-nizeDe tAtparyam-am-IzAm-iti sattva-pratipAdakAnAm-eva-AgamAnAm
   prāmāṇyaṃ bhaviṣyatīti /	prAmANyam Bavizyati-iti /
   na ca teṣāmapyanyatra tātparyamiti vakṣyāmaḥ /	na ca tezAm-api-anyatra tAtparyam-iti vakzyAmaH /
   [ku.3.384] astvarthāpattistarhi bādhikā /	[ku.3.384] astu-arTa-ApattiH-tarhi bADikAH /
   tathāhi- yadyabhaviṣyat, nopādekṣyat /	taTA-hi yadi-aBavizyat, na-upAdekzyat /
   na hyasāvanupadiśya pravartayituṃ na jānāti /	na hi-asO=-anupadiSya pravartayitum na jAnAti /
   ata upadeśa evānyathānupapadyamānastathāvidhasyābhāvamaudāsīnyaṃ	atas upadeSaH eva-anyaTA-anupapadyamAnaH-taTAviDasya-aBAvam-OdAsInyam
   vā'vedayati- na- anyathaivopapatteḥ /	vA-avedayati na anyaTA-eva-upapatteH /
   hetvabhāve phalābhāvāt pramāṇe 'sati na pramā /	hetu-aBAve Pala-aBAvAt pramANe asati na pramA /
   tadabhāvāt pravṛttirno karmavāde 'pyayaṃ vidhiḥ //18 //	tad-aBAvAt pravRttiH-no karma-vAde api-ayam viDiH //18 //
   buddhipūrvāṃ hi pravṛttirna buddhimanutpādya śakyasampādanā /	budDi-pUrvAm hi pravRttiH-na budDim-anutpAdya Sakya-sampAdanAH /
   na ca prakṛte buddhirapyupadeśamantareṇa śakyasiddhiḥ, tasyaiva	na ca prakRte budDiH-api-upadeSam-antareNa Sakya-sidDiH, tasya-eva
   tatkāraṇatvāt /	tad-kAraNa-tvAt /
   bhūtāveśanyāyena pravartayediti cet- pravartayedeva, yadi tathā	BUta-AveSa-nyAyena pravartayet-iti cet pravartayet-eva, yadi taTA
   phalasiddhiḥ syāt /	Pala-sidDiH syAt /
   na tvevam /	na tu-evam /
   kuta etadavasitam? upadeśānyathānupapattyaiva /	kutas etat-avasitam? upadeSAnyaTa-anupapattyA-eva /
   yasyāpi mate adṛṣṭavaśādeva bhūtānāṃ pravṛttiḥ, tasyāpi tulyametat /	yasya-api mate adRzwa-vaSAt-eva BUtAnAm pravRttiH, tasya-api tulyam-etat /
   yadyasti pravṛttinimittamadṛṣṭam, kimupadeśena, tata eva pravṛttisiddheḥ /	yadi-asti pravRtti-nimittam-adRzwam, kim-upadeSena, tatas eva pravRtti-sidDeH /
   na cet, tathāpi kimupadeśena, tadabhāve tasmin satyapyapravṛtteḥ /	na cet, taTA-api kim-upadeSena, tad-aBAve tasmin sati-api-apravRtteH /
   nityaḥ svatantra upadeśo na paryanuyojya iti cet- yūyaṃ paryanuyojyāḥ, ye	nityaH svatantraH upadeSaH na paryanuyojyaH iti cet yUyam paryanuyojyAH, ye
   tama(mana)vadhānato dhārayanti vicārayanti ceti /	tam-a(mana)vaDa-AnataH DArayanti vicArayanti ca-iti /
   [ku.3.385] na cārthāpattiranumānato bhidyate, loke	[ku.3.385] na ca-arTApattiH-anumAnataH Bidyate, loke
   tadasaṅkīrṇodāharaṇābhāvāt prakārāntarābhāvācca /	tad-asaFkIrNa-udAharaNa-aBAvAt prakAra-antara-aBAvAt-ca /
   tathāhi- aniyamyasya nāyuktirnāniyantopapādakaḥ /	taTA-hi aniyamyasya na-ayuktiH-na-aniyantA-upapAdakaH /
   na mānayorvirodho 'sti prasiddhe vāpyasau samaḥ //19 //	na mAnayoH-viroDaH asti prasidDe vA-api-asO samaH //19 //
   jīvaṃścaitro gṛhe nāstīti anupapadyamānamasati bahiḥsadbhāve,	jIvan=-cEtraH gRhe na-asti-iti anupapadyamAnam-asati bahis-sadBAve,
   tamāpa(māve)dayatītyudaharanti /	tam-Apa(mAve)dayati-iti-udaharanti /
   tatra cintyate- kimanupapannaṃ jīvato gṛhābhāvasyeti /	tatra cintyate kim-anupapannam jIvataH gRha-aBAvasya-iti /
   na hyaniyamayasyāniyāmakaṃ vinā kiñcidanupapannam, atiprasaṅgāt /	na hi-aniyamayasya-aniyAmakam vinA kiQcid-anupapannam, atiprasaFgAt /
   nanu svarūpameva /	nanu svarUpam-eva /
   tat na tāvadbahiḥ sattvena kartavyam, tadakāryatvāt tasya /	tat na tAvat-bahis sattvena kartavyam, tad-akArya-tvAt tasya /
   sthitirevāsya tena vinā na syādityasya svabhāva iti cet- evaṃ tarhi	sTitiH-eva-asya tena vinA na syAt-iti-asya svaBAvaH iti cet evam tarhi
   tanniyatasvabhāva evāsau; vyāptereva	tad-niyata-svaBAvaH eva-asO; vyApteH-eva
   vyatirekamukhanirūpyāyāstathāvyapadeśāt /	vyatireka-muKa-nirUpyAyAH-taTA-avyapadeSAt /
   [ku.3.386] kathaṃ vā (ca) bahiḥsattvamasyopapādakam? na hi aniyāmako	[ku.3.386] kaTam vA (ca) bahis-sattvam-asya-upapAdakam? na hi aniyAmakaH-
   bhavannapyaniyamyamupapādayati, atiprasaṅgādeva /	Bavan=-api-aniyamyam-upapAdayati, atiprasaFgAt-eva /
   svabhāvo 'sya, yadanena	svaBAvaH asya, yat-anena
   bahiḥsattvena gehāsatvaṃ kroḍīkṛtya sthātavyamiti cet- seyaṃ	bahis-sattvena geha-asa-tvam kroxIkRtya sTAtavyam-iti cet sA-iyam
   vyāptirevānvayamukhanirūpyā tathā vyapadiśyate iti /	vyAptiH-eva-anvaya-muKa-nirUpyA taTA vyapadiSyate iti /
   [ku.3.387] na vayamavinābhāvamarthāpattāvapajānīmahe, kintu tajjñānam /	[ku.3.387] na vayam-avinA-aBAvam-arTa-ApattO=-apajAnImahe, kintu tat-jQAnam /
   na cāsau sattā mātreṇa tadanumānatvamāpādayatīti cet- na-	na ca-asO sattA mAtreNa tad-anumAna-tvam-ApAdayati-iti cet na-
   anupapattipratisandhānasyāvaśyābhyupagantavyatvāt /	anupapatti-pratisanDAnasya-avaSya-aByupagantavya-tvAt /
   anyathātvatiprasaṅgāt /	anyaTA-Atu-ati-prasaFgAt /
   arthāpattyābhāsānavakāśācca /	arTApatti-ABAsAn-avakASAt-ca /
   yadā hyanyathaivo(thāpyu)papannamanyathānupapannamiti manyate, tadāsya	yadA hi-anyaTA-eva-u(Ta-api-u)papannam-anyaTA-anupapannam-iti manyate, tadA-asya
   viparyayaḥ, na tvanyatheti /	viparyayaH, na tu-anyaTA-iti /
   [ku.3.388] tathāpi kathamatra vyāptirgṛhyeteti cet- yadāhamiha tadā	[ku.3.388] taTA-api kaTam-atra vyAptiH-gRhyeta-iti cet yadA-aham-iha tadA
   nānyatra, yadānyatra tadā neheti sarvapratyakṣāsiddhametat; kā tatrāpi	na-anyatra, yadA-anyatra tadA na-iha-iti sarva-pratyakzA-sidDam-etat; kA tatra-api
   kathantā? sarvadeśāpratyakṣatve tatrābhāvo duravadhāraṇa ityapi nāsti,	kaTantA? sarva-deSA-pratyakza-tve tatra-aBAvaH duravaDAraNaH iti-api nAsti,
   teṣāmeva saṃsargasyātmani pratiṣedhāt /	tezAm-eva saMsargasya-Atmani pratizeDAt /
   ayogyānāṃ pratiṣedhe kā vārteti cet- tadavayavānāṃ	ayogyAnAm pratizeDe kA vArtA-iti cet tad-avayavAnAm
   tatsaṃsargapratiṣedhādevānumānāt; anyeṣāṃ na kācit /	tad-saMsarga-pratizeDAt-eva-anumAnAt; anyezAm na kAcid /
   na hyakāraṇībhūtena paramāṇunā nedaṃ saṃsṛṣṭamiti niścetuṃ śakyamiti /	na hi-akAraNIBUtena paramANunA na-idam saMsRzwam-iti niScetum Sakyam-iti /
   [ku.3.389] na cā(nāpya)vinābhāvaniścayenāpi	[ku.3.389] na ca-a(nA-api-a)vinABAva-niScayena-api
   gamayannapakṣadharmor'thāpattiriti yuktam- pakṣadharmatāyā	gamayan=-apakza-Darmor-aTa-apattiH-iti yuktam pakza-Darma-tAyA
   animittatvaprasaṅgāt; aviśeṣāt /	animitta-tva-prasaFga-at; aviSezAt /
   vyadhikaraṇenāvinābhāvaniścayāyogācca; yat (203) yatra yadeti	vyaDikaraNena-AvinABAva-niScaya-ayogAt-ca; yat (203) yatra yadA-iti
   prakārānupapatteḥ /	prakAra-anupapatteH /
   [ku.3.390] pramāṇayorvirodhe arthāpattiravirodhopapādikā, na	[ku.3.390] pramANayoH-viroDe arTApattiH-aviroDa-upapAdikA, na
   tvevamanumānamityapi nāsti /	tu-evam-anumAnam-iti-api na-asti /
   virodhe hi rajjusarpādivadekasya bādha eva syāt, na tūbhayoḥ pramāṇyam /	viroDe hi rajju-sarpa-Adi-vat-ekasya bADaH eva syAt, na tu-uBayoH pramANyam /
   prāmāṇye vā na virodhaḥ, sthūlamidamekamitivat sahasambhavāt; caitro	prAmANye vA na viroDaH, sTUlam-idam-ekam-itivat saha-samBavAt; cEtraH-
   'yamayaṃ tu maitra itivadvā viṣayabhedāt /	ayam-ayam tu mEtraH iti-vat-vA vizaya-BedAt /
   prakṛte kvāpyastīti sāmānyato gehasyāpi praveśādekaviṣayatāpyastīti cet-	prakRte kvApi-asti-iti sAmAnyatas gehasya-api praveSAt-eka-vizaya-tA-api-asti-iti ced--
   yadyevam, kvacidasti kvacinnāstītivanna virodhaḥ /	yadi-evam, kvacid-asti kvacid-na-asti-iti-vat-na viroDaH /
   atrāpi virodha eveti cet- ekaṃ tarhi bhajyeta /	atra-api viroDaH eva-iti cet ekam tarhi Bajyeta /
   [ku.3.391] na bhajyeta, arthāpattyā ubhayorapyupapādanāditi cet-	[ku.3.391] na Bajyeta, arTApattyA uBayoH-api-upapAdanAt-iti ced--
   kimanupapadyamānam? virodha evānyathānupapadyamāno vibhinnaviṣayatayā	kim-anupapadyamAnam? viroDaH eva-anyaTA-anupapadyamAnaH viBinna-vizaya-tayA
   vyavasthāpayatīti cet- athābhinnaviṣayatayaiva kiṃ na vyavasthāpayet /	vyavasTApayati-iti cet aTa-aBinna-vizaya-tayA-eva kim na vyavasTApayet /
   vyavasthāpanamavirodhāpādanam /	vyavasTApanam-aviroDa-ApAdanam /
   ekaviṣayatayaiva cānayorvirodhaḥ /	eka-vizaya-tayA-eva ca-anayoH-viroDaH /
   sa kathaṃ tayaiva śamayitavyaḥ na hi yo yadviṣamūrcchitaḥ, sa	sa kaTam tayA-eva SamayitavyaH na hi yaH yat-viza-mUrcCitaH, sa
   tenaivotthāpyate iti cet- ekaviṣayatayā anayorvirodha ityetadeva kutaḥ /	tena-eva-utTApyate iti cet eka-vizaya-tayA anayoH-viroDaH iti-etat-eva kutas /
   vibhinnadeśasvabhāvatayaiva sarvatropalambhāditi cet- nanviyaṃ vyāptireva	viBinna-deSa-svaBAva-tayA-eva sarvatra-upalamBAt-iti cet nanu-iyam vyAptiH-eva
   tathāca ghaṭṭakuṭyāṃ (204) prabhātamiti /	taTA-ca Gawwa-kuwyAm (204) praBAtam-iti /
   [ku.3.392] dhūmopi vānupapadyamānatayaiva vahniṃ gamayet /	[ku.3.392] DUmopi vA-anupapadyamAna-tayA-eva vahnim gamayet /
   na hi tena vinā asāvupapadyate /	na hi tena vinA asO=-upapadyate /
   virodho 'pi- dhūmādvahninā bhavitavyam,anupalabdheśca na bhavitavyamiti /	viroDaH api DUmAt-vahninA Bavitavyam-,anupalabDeH-ca na Bavitavyam-iti /
   tathācānu palabdherarvāgbhāgavyavasthāpanam, dhūmasya ca	taTA-ca-anu palabDeH-arvAc-BAga-vyavasTApanam, DUmasya ca
   vyavadhānenānupalabhyavahniviṣayatvasthitirarthāpattiriti kuto 'numānam /	vyavaDAnena-anupalaBya-vahni-vizaya-tva-sTitiH-arTApattiH-iti kutas anumAnam /
   vahnimānayamityamanumānaṃ vyāpteḥ; anyathā anumānābhāve virodhāsiddheḥ /	vahnim-An-ayam-iti-am-anumAnam vyApteH; anyaTA anumAna-aBAve viroDa-asidDeH /
   arvāgbhāgānupalabdhivirodhena parabhāge 'sya vahnirityasyārthāpattireveti	arvAc-BAga-anupalabDi-viroDena para-BAge asya vahniH-iti-asya-arTa-ApattiH-eva-iti
   cet- na- vyāpti grāhakeṇa pramāṇena virodhasyoktatvāt /	cet na vyApti grAhakeNa pramANena viroDasya-ukta-tvAt /
   nāpyuttarā arthāpattiḥ /	na-api-uttarA arTApattiH /
   anyathā pāṇḍaratvasyāpālālatvavirodhena pālālatvasthitirapyarthāpattireva	anyaTA pANxara-tvasya-apAlAla-tva-viroDena pAlAla-tva-sTitiH-api-arTa-ApattiH-eva
   syāt /	syAt /
   tadviśiṣṭasya tenaiva vyāpternaivamiti cet- yadyevam,	tad-viSizwasya tena-eva vyApteH-na-evam-iti cet yadi-evam,
   arvāgbhāgānupalabhyamānavanhitvena (matvena) viśiṣṭasya dhūmasya tenaiva	arvAc-BAga-anupalaByamAna-vanhi-tvena (matvena) viSizwasya DUmasya tena-eva
   vyāpteḥ kathamevaṃ bhaviṣyatīti tulyam /	vyApteH kaTam-evam Bavizyati-iti tulyam /
   [ku.3.393] kevalavyatirekyānumānaṃ parābhimatamarthāpattiḥ;	[ku.3.393] kevala-vyatirekya-anumAnam para-aBimatam-arTApattiH;
   anvayābhāvāditi cet- evametāvatā viśeṣeṇānumāner'thāpattivyavahāraṃ na	anvaya-aBAvAt-iti cet evam-etAvatA viSezeNa-anumAner-aTApatti-vyavahAram na
   vārayāmaḥ /	vArayAmaH /
   tatrānumānavyavahāraḥ kuta iti cet- avinābhūtaliṅgasamutpanna(muttha)tvāt	tatra-anumAna-vyavahAraH kutas iti cet avinABUta-liFga-samutpanna(m-utTa)tvAt-
   sādhyadharmeṇa vinā hyabhavanamanvayina iva vyatirekiṇo 'pyaviśiṣṭam,	sADya-DarmeNa vinA hi-aBavanam-anvayinaH iva vyatirekiNaH api-aviSizwam,
   tanniścayaścānvayavyatirekābhyāmanyatareṇa veti /	tad-niScayaH-ca-anvaya-vyatirekAByAm-anyatareNa vA-iti /
   tasmādarthāpattirityanumānasya paryāyo 'yam, tadviśeṣavacanaṃ vā	tasmAt-arTApattiH-iti-anumAnasya paryAyaH ayam, tad-viSeza-vacanam vA
   pūrvavadādivaditi yuktam /	pUrvavat-Adi-vat-iti yuktam /
   [ku.3.394] anupalabdhistu na bādhiketi cintitam /	[ku.3.394] anupalabDiH-tu na bADikA-iti cintitam /
   na ca pratyakṣāderatiricyate /	na ca pratyakza-AdeH-atiricyate /
   taducyate- pratipatterapārokṣyādindriyasyānupakṣayāt /	tat-ucyate pratipatteH-apArokzyAt-indriyasya-anupakzayAt /
   ajñātakaraṇatvācca bhāvāveśācca cetasaḥ //20 //	ajQAta-karaNa-tvAt-ca BAva-AveSAt-ca cetasaH //20 //
   [ku.3.395] yā hi sākṣātkāriṇī pratītiḥ, sā indriyakaraṇikā, yathā	[ku.3.395] yA hi sAkzAtkAriNI pratItiH, sA indriya-karaNikA, yaTA
   rūpādipratītiḥ; tatheha bhūtale ghaṭo nāstītyapi /	rUpa-Adi-pratItiH; taTA-iha BU-tale GawaH na-asti-iti-api /
   sākṣātkāritvamasyā asiddhamiti cenna- ekajātīyatve	sAkzAtkAri-tvam-asyAH asidDam-iti ced-na eka-jAtIya-tve
   jñātājñātakaraṇatvānupapatteḥ /	jQAta-ajQAta-karaNa-tva-anupapatteH /
   na hi tasminneva kārye tadeva karaṇamekadā jñātam ajñātañcaikadopayujyate,	na hi tasmin=-eva kArye tat-eva karaNam-ekadA jQAtam ajQAtan-ca-ekadA-upayujyate,
   liṅgendriyayorapi vyatyayaprasaṅgāt, jñānasyākāraṇatvaprasaṅgācca /	liFga-indriyayoH-api vyatyaya-prasaFgAt, jQAnasya-akAraNa-tva-prasaFgAt-ca /
   na hi tadatipatyāpi bhavatastatkāraṇatvam,vyāghātāt /	na hi tat-atipatyA-api BavataH-tad-kAraNa-tvam-,vyAGAtAt /
   tasmāt jñātānupalabdhijanyasya sākṣātkāritvāt tadviparītakāraṇakamidaṃ	tasmAt jQAta-anupalabDi-janyasya sAkzAtkAri-tvAt tad-viparIta-kAraNakam-idam
   tadviparītajātīyamiti nyāyyām /	tad-viparIta-jAtIyam-iti nyAyyAm /
   nanu kva nāma jñātānupalabdhirasākṣātkāriṇīmabhāvapratītiṃ janayati?	nanu kva nAma jQAta-anupalabDiH-asAkzAt-kAriNIm-aBAva-pratItim janayati?
   tadyathā- nipuṇataramanusṛto mayā mandire caitraḥ; na copalabdha iti	tat-yaTA nipuNataram-anusRtaH mayA mandire cEtraH; na ca-upalabDaH iti
   śrutyā śrotānuminoti, nūnaṃ nāsīdeveti /	SrutyA SrotA-anuminoti, nUnam na-AsIt-eva-iti /
   etena prāṅnāstitāpi vyākhyātā /	etena prAk-nAstitA-api vyAKyAtAH /
   nanu tathāpyavāntarajātibhedo 'stu; ajñātānupalabdhijanye sākṣātkārastu	nanu taTA-api-avAntara-jAti-BedaH astu; ajQAta-anupalabDi-janye sAkzAtkAraH-tu
   kuta iti cet- kāraṇavirodhāt kāryavirodhena bhavitavyamityuktameva /	kutas iti cet kAraNa-viroDAt kArya-viroDena Bavitavyam-iti-uktam-eva /
   [ku.3.396]	[ku.3.396]
   ananyatropakṣīṇendriyavyāpārānantarabhāvitvācca /	ananyatra-upakzINa-indriya-vyApAra-anantara-BAvi-tvAt-ca /
   adhikaraṇagrahaṇe tadupakṣīṇamiti cenna- andhasyāpi tvagindriyopanīte	aDikaraNa-grahaNe tad-upakzINam-iti ca-id-na anDasya-api tvac-indriya-upanIte
   ghaṭādau rūpaviśeṣābhāvapratītiprasaṅgāt /	Gawa-AdO rUpa-viSeza-aBAva-pratIti-prasaFgAt /
   asti hi tasyādhikaraṇagrahaṇam /	asti hi tasya-aDikaraNa-grahaNam /
   asti ca pratiyogismaraṇam /	asti ca pratiyogi-smaraNam /
   asti ca śyāmeraktatvasya yogyasyābhāvo 'nupalabdhiśca /	asti ca SyAmerakta-tvasya yogyasya-aBAvaH anupalabDiH-ca /
   adhikaraṇagrāhakendriyagrāhyābhāvavādino 'pi samānametaditi cenna-	aDikaraNa-grAhaka-indriya-grAhya-aBAva-vAdinaH api samAnam-etat-iti ced-na-
   pratiyogigrāhakendriyagrāhyo 'bhāva ityabhyupagamāt /	pratiyogi-grAhaka-indriya-grAhyaH aBAvaH iti-aByupagamAt /
   mamāpi pratiyogigrāhakendriyagṛhīte 'dhikaraṇe anupalabdhiḥ	mama-api pratiyogi-grAhaka-indriya-gRhIte aDikaraNe anupalabDiH
   pramāṇamityabhyupagama iti cenna- vāyau tvagindriyopanīte	pramANam-iti-aByupagamaH iti ced-na vAyO tvac-indriya-upanIte
   rūpābhāvapratītyanudayaprasaṅgāt /	rUpa-aBAva-prati-iti-anudaya-prasaFgAt /
   tathāpi tattatra sannikṛṣṭamiti cet-	taTA-api tat-tatra sannikRzwam-iti ced--
   hantaivamananyatracaritārthamindriyamavaśyamapekṣaṇīyaṃ rūpābhāvānubhavena	hanta-evam-ananyatra-carita-arTam-indriyam-avaSyam-apekzaNIyam rUpa-aBAva-anuBavena
   [ku.3.397] syādetat- tathāpi vastvantaragraha eva tasyopayoga iti cenna-	[ku.3.397] syAt-etat taTA-api vastu-antara-grahaH eva tasya-upayogaH iti ced-na-
   tasya taṃ pratyakāraṇatvāt /	tasya tam pratyakAraNa-tvAt /
   kāraṇatve vā mahāndhakāre karaparāmarśena sparśavaddravyābhāvaṃ na	kAraNa-tve vA mahA-anDakAre kara-parAmarSena sparSa-vat-dravya-aBAvam na
   pratīyāt /	pratIyAt /
   pratīyācca purovisphāritākṣaḥ pṛṣṭhalagnasyāśyāmatvam /	pratIyAt-ca puras-visPArita-akzaH pRzWa-lagnasya-ASyAma-tvam /
   ārjavāvasthānamapyadhikaraṇasyopayujyate iti cet- tarhi nayanasannikarṣo	Arjava-avasTAnam-api-aDikaraNasya-upayujyate iti cet tarhi nayana-sannikarzaH-
   'pyupayokṣyate /	api-upayokzyate /
   tadekasahakāriprabhāsannikarṣāpekṣaṇāt;	tad-eka-sahakAri-praBA-sannikarza-apekzaNAt;
   vātāyana(205)vivaravisārikaraparāmṛṣṭe 'pyadhikaraṇe	vAtAyana-(205)vivara-visAri-kara-parAmRzwe api-aDikaraNe
   tadupalambhaprasaṅgācca /	tad-upalamBa-prasaFgAt-ca /
   [ku.3.398] tathāpi yogyatāpādanopakṣīṇañcakṣuḥ /	[ku.3.398] taTA-api yogya-tA-ApAdana-upakzINaQcakzuH /
   taditara(206)sāmagrīsākalye hyanupalabhyamānasyābhāvo niścīyate /	tad-itara(-206)sAmagrI-sAkalye hi-anupalaByamAnasya-aBAvaH niScIyate /
   tacca cakṣuṣyadhirakaraṇasannikṛṣṭe sati syāditi cet- nanu paripūrṇāni	tat-ca cakzuzi-aDiH-akaraNa-sannikRzwe sati syAt-iti cet nanu paripUrNAni
   kāraṇānyeva sākalyam /	kAraNAni-eva sAkalyam /
   tathāca kiṃ kutropakṣīṇam /	taTA-ca kim kutra-upakzINam /
   athānyonyamelanaṃ (207)mithaḥ pratyāsattyādiśabdavācyaṃ	aTa-anyonya-melanam (207)miTas pratyAsatti-Adi-Sabda-vAcyam
   tadupakṣayaviṣayaḥ, na tarhi kvaciccakṣuḥ kāraṇaṃ syāditi /	tad-upakzaya-vizayaH, na tarhi kvacid-cakzuH kAraNam syAt-iti /
   na hi rūpādyupalabdhimapyasannikṛṣṭametadupajanayati /	na hi rUpa-Adi-upalabDim-api-asannikRzwam-etat-upajanayati /
   [ku.3.399] athādhikaraṇasamavetakiñcidupalambho 'pi tadviṣayābhāvagrahe	[ku.3.399] aTa-aDikaraNa-samaveta-kiQcid-upalamBaH api tad-vizaya-aBAva-grahe
   'nupalabdherapekṣaṇīyaḥ /	anupalabDeH-apekzaNIyaH /
   tatastatredaṃ caritārtham /	tatas-tatra-idam caritArTam /
   vāyvādiṣu tu rūpādyabhāvapratītirānumānikī /	vAyu-Adizu tu rUpa-Adi-aBAva-pratItirAnu-mAnikI /
   tathā(208)nupalabdhyā hyanumīyate, ayaṃ nīrūpo vāyuriti- na- asiddheḥ /	taTA-a(208)nupalabDyA hi-anumIyate, ayam nIrUpaH vAyuH-iti na asidDeH /
   na hyupalambhābhāvo bhavatāmabhāvopalambhaḥ /	na hi-upalamBa-aBAvaH BavatAm-aBAva-upalamBaH /
   upalambhasyātīndriyatvābhyupagamāt /	upalamBasya-atIndriya-tva-aByupagamAt /
   prākaṭyābhāvenānumeya iti cenna- vāyau rūpavattāprākaṭyābhāvasyāpyasiddheḥ	prAkawya-aBAvena-anumeyaH iti ced-na vAyO rUpa-vattA-prAkawya-aBAvasya-api-asidDeH
   rūpābhāvena samānatvāt /	rUpa-aBAvena samAna-tvAt /
   vyavahārābhāvenānumeya iti cenna- kāyavāgvyāpārābhāve	vyavahAra-aBAvena-anumeyaH iti ced-na kAya-vAc-vyApAra-aBAve
   'pyupekṣājñānabhāvābhyupagamāt; mūkasvapnopapatteśca /	api-upekzA-jQAna-BAva-aByupagamAt; mUka-svapna-upapatteH-ca /
   na ca vyavahārābhāvamātreṇānumātumapi śakyate, anaikāntikatvādasiddheśca /	na ca vyavahAra-aBAva-mAtreNa-anumAtum-api Sakyate, anEkAntika-tvAt-asidDeH-ca /
   tadviṣayastu vyavahārastadviṣayajñānajanyo vā, tadviṣayajñānajanako, vā	tad-vizayaH-tu vyavahAraH-tad-vizaya-jQAna-janyaH vA, tad-vizaya-jQAna-janako, vA
   tadāśrayadharmajanako vā /	tad-ASraya-Darma-janakaH vA /
   tadabhāvaśca tajjñānatadāśrayadharmābhāvāntarbhūta evetyaśakyaniścaya eva	tad-aBAvaH-ca tad-jQAna-tad-ASraya-Darma-aBAva-antarBUtaH eva-iti-aSakya-niScayaH eva
   ātmāśrayetaretarāśrayacakrakapravṛttiprasaṅgāt /	Atma-ASraya-ita-retara-ASraya-cakraka-pravRtti-prasaFgAt /
