   1. daivapuruṣākārādhyāye 21 verses	1. dEva-puruza-AkAra-aDyAye 21 verseH-
   YY_2.19ab/.saveṇubīṇāpaṇavasvanena gītena pūrvaṃ vyapanītanidraḥ/	YY_2.19ab/.sa-veNu-bINa-ApaNava-svanena gItena pUrvam vyapanIta-nidraH/
   YY_2.19cd/.śayyāṃ tyajet tūryaravāvasāne śṛṇvan giro maṅgalapāṭhakānām//	YY_2.19cd/.SayyAm tyajet tUrya-rava-avasAne SRNvan giraH maFgala-pAWakAnAm-//
   YY_2.20ab/.ajñātapūrvāṇi na dantakāṣṭhāny adyān na patraiś ca samanvitāni/	YY_2.20ab/.a-jQAta-pUrvANi na dantakAzWAni adyAt na patrEH ca samanvitAni/
   YY_2.20cd/.na cordhvaśuṣkāni[K.yugmaparvāṇi] na pāṭitāni na	YY_2.20cd/.na ca-UrDva-SuzkA-ni[K.-yugma-parvANi] na pAwitAni na
   yugmaparvāṇi[K.cordhvaśuṣkāni] vinā tvacā ca//	yugmaparvANi[K.ca-UrDva-SuzkAni] vinA tvacA ca//
   YY_2.21ab/.udaṅmukhaḥ prāṅmukhasaṃsthito vā ṛjv abraṇaṃ tac ca	YY_2.21ab/.udaFmuKaH prAFmuKa-saMsTitaH vA Rju abraNam tat ca
   vitastimātram/	vitasti-mAtram/
   YY_2.21cd/.adyān narendro viniyamya[K.vinigṛhyā] vācaṃ prakṣālya jahyāc ca	YY_2.21cd/.adyAt narendraH viniyamya[K.-vinigRhyA] vAcam prakzAlya jahyAt ca
   śubhapradeśe[K.śucau pradeśe]//	SuBa-pradeSe[-K.SucO pradeSe]//
   YY_2.22ab/.abhimukhapatitaṃ praśāntadiksthaṃ śubham atiśobhanam	YY_2.22ab/.aBimuKa-patitam praSAnta-diS-sTam SuBam ati-SoBanam
   ūrdhvasaṃsthitaṃ ca/	UrDva-saMsTitam ca/
   YY_2.22cd/.aśubhakaram ato 'nyathā pradiṣṭaṃ sthitapatitaṃ ca karoti	YY_2.22cd/.aSuBa-karam atas anyaTA pradizwam sTita-patitam ca karoti
   miṣṭam[K.mṛṣṭam] annam//	mizwa-m[K.mRzwam] annam//
   YY_2.23ab/.praṇamya devāṃś ca gurūṃś[K.devāṇ svagurūṃś ca] pūrvaṃ datvā ca	YY_2.23ab/.-praNamya devAn ca gurUMS[K.devAN sva-gurUn ca] pUrvam datvA ca
   gāṃ vatsayutāṃ dvijāya/	gAm vatsa-yutAm dvijAya/
   YY_2.23cd/.dṛṣṭvā mukhaṃ sarpiṣi darpaṇe ca nakṣatram ādau śṛṇuyāt tithiṃ	YY_2.23cd/.-dRzwvA muKam sarpizi darpaNe ca nakzatram AdO SRNuyAt tiTim
   ca//	ca//
   YY_2.24ab/.śrutvā tithiṃ bhagrahavāsaraṃ[K.bhaṃ grahavāsaraṃ] ca prāpnoti	YY_2.24ab/.SrutvA tiTim Bagra-ha-vAsa-raM[K.Bam graha-vAsaraM] ca prApnoti
   dharmārthayaśāṃsi saukhyam/	Darma-arTa-yaSAMsi sOKyam/
   YY_2.24cd/.ārogyam āyur vijayaṃ sutāṃś ca	YY_2.24cd/.-Arogyam AyuH vijayam sutAn ca
   duḥsvapnajātaṃ[K.duḥsvapnaghātaṃ] priyatāṃ ca loke//	duHsvapna-jAta-M[K.-duH-svapna-GAtaM] priya-tAm ca loke//
   YY_2.25ab/.dūrvebhadānāñjanatīrthatoyamṛdrocanāsarṣapapuṣpagandhān/	YY_2.25ab/.dUrva-iBadAna-aQjana-tIrTa-toya-mRdrocanA-sarzapa-puzpa-ganDAn/
   YY_2.25cd/.sitāmbaroṣṇīṣasuvaṇaratnāny āsevya kuryād bhiṣajāṃ vacāṃsi//	YY_2.25cd/.sita-ambara-uzNIza-suvaNa-ratnAni Asevya kuryAt BizajAm vacAMsi//
   YY_2.26ab/.smitaprasannaprathamābhibhāṣitaiḥ prasādadṛṣṭyā	YY_2.26ab/.-smita-prasanna-praTama-aBiBAzitEH prasAda-dRzwyA
   karasaṃparigrahaiḥ/	kara-saMparigrahEH/
   YY_2.26cd/.yathābhirūpaṃ[K.yathānūpaṃ] hṛdayāny api dviṣāṃ prasādayan	YY_2.26cd/.-yaTa-aBirUpa-M[K.yaTa-anUpaM] hRdayAni api dvizAm prasAdayan
   dharmasabhāṃ samāśrayet//	Darma-saBAm samASrayet//
   YY_2.27ab/.vinītaveṣābharaṇaḥ sadakṣiṇaṃ[K.vinītaveṣābharaṇaś ca dakṣiṇaṃ]	YY_2.27ab/.-vinIta-veza-ABaraNaH sa-dakziNaM[K.-vinIta-veza-ABaraNaH ca dakziNaM]
   kara[K.karaṃ] samudyamya vicakṣaṇānvitaḥ/	kara[K.karaM] samudyamya vicakzaNa-anvitaH/
   YY_2.27cd/.sukhopaviṣṭaḥ sthita eva vā nṛpaḥ samārimitro	YY_2.27cd/.-suKa-upavizwaH sTitaH eva vA nRpaH samArimitraH-
   vyavahāradarśane//	vyavahAra-darSane//
   YY_2.28ab/.kṣamānvito 'smīti vicintyam etad daṇḍyeṣu daṇḍakṣamaṇaṃ na	YY_2.28ab/.-kzama-anvitaH asmi-iti vicintyam etat daNxyezu daNxa-kzamaNam na
   dharmaḥ/	DarmaH/
   YY_2.28cd/.daṇḍaprabhoāvo hi sa durjanasya haste na yo jīvati	YY_2.28cd/.-daNxa-praBoAvaH hi sa durjanasya haste na yaH jIvati
   sādhuvargaḥ//	sADu-vargaH//
   YY_2.29ab/.sutarām abhivarddhate 'bhimāno nīcānāṃ kṣamayā 'nviteṣu yasmāt/	YY_2.29ab/.-sutarAm aBivardDate aBimAnaH nIcAnAm kzamayA anvitezu yasmAt-/
   YY_2.29cd/.ata ugratareṇa te nivarttyā yena 'nye 'pi khalās tathā na	YY_2.29cd/.ataH ugratareNa te nivarttyAH yena anye api KalAH taTA na
   bhūyaḥ//	BUyas-//
   YY_2.30ab/.yasmin gṛhītaḥ[K.gṛhīte] sadṛśāparādho mahājanas trāsam upaiti	YY_2.30ab/.yasmin gRhIta-H[K.-gRhIte] sadRSa-aparADaH mahAjanaH trAsam upEti
   tasmin/	tasmin/
   YY_2.30cd/.daṇḍo nipātyo manujeśvarena kālāntare 'nyad vyapadiśya kāryam//	YY_2.30cd/.-daNxaH nipAtyaH manuja-ISvarena kAla-antare anyat vyapadiSya kAryam//
   YY_2.31ab/.dvirada iva madena viprayukto viṣarahito bhujago vyasiś ca	YY_2.31ab/.dviradaH iva madena viprayuktaH viza-rahitaH BujagaH vyasiH ca
   kośaḥ/	koSaH/
   YY_2.31cd/.paribhavam upayāti na 'parādhe yadi manujādhipatiḥ karoti	YY_2.31cd/.-pariBavam upayAti na aparADe yadi manuja-aDipatiH karoti
   daṇḍam//	daNxam//
   YY_2.32ab/.ekasya tulyodarapāṇipādā daṇḍāt prabhītāḥ[K.daṇḍasya bhītāḥ]	YY_2.32ab/.ekasya tulya-udara-pANi-pAdAH daNxAt praBItAH[K.daNxasya BItAH]
   praṇamanti martyāḥ/	praNamanti martyAH/
   YY_2.32cd/.atyugradaṇḍād api codvijante daṇḍo 'parādhapratimaḥ śivāya//	YY_2.32cd/.ati-ugra-daNxAt api ca-udvijante daNxaH aparADa-pratimaH SivAya//
   YY_2.33ab/.duṣṭasya daṇḍaḥ sujanasya pūjā nyāyena kośasya ca	YY_2.33ab/.duzwasya daNxaH su-janasya pUjA nyAyena koSasya ca
   saṃpravṛddhiḥ/	saMpravRdDiH/
   YY_2.33cd/.apakṣapāto 'rthiṣu rāṣṭrarakṣā pañcaiva yajñāḥ kathitā	YY_2.33cd/.a-pakzapAtaH arTizu rAzwra-rakzA paQca-eva yajQAH kaTitA
   nṛpāṇām//	nRpANAm//
   YY_2.34ab/.śrāntaś ca tasmin viniyujya sādhūn	YY_2.34ab/.SrAntaH ca tasmin viniyujya sADUn
   saṃgrāmavidyādivibhaktakālaḥ/	saMgrAma-vidyA-Adi-viBakta-kAlaH/
   YY_2.34cd/.sarvāṇi kāryāṇi yathākrameṇa kuryān nṛpaḥ pratyaham ātmavāṃś	YY_2.34cd/.-sarvANi kAryANi yaTAkrameNa kuryAt nRpaH pratyaham AtmavAnS
   ca//	ca//
   YY_2.35ab/.rājñā kāryaṃ pañcame pañcame 'hni kṣaurarkṣe vā śmaśru	YY_2.35ab/.rAjQA kAryam paQcame paQcame ahni kzOra-Rkze vA SmaSru
   bhasyodaye[K.tasyodaye] vā/	Basya-udaye[-K.tasya-udaye] vA/
   YY_2.35cd/.tyaktvā tārāḥ pañcasaptatripūrvā[K.saptapañcatripūrvā]	YY_2.35cd/.-tyaktvA tArAH paQca-saptatripUrva-a[K.-sapta-paQcatripUrvA]
   yātrākāle naiva kāryaṃ na yuddhe//	yAtrA-kAle na-eva kAryam na yudDe//
   YY_2.36ab/.ācārasthaḥ sāgarāntāṃ dharitrīṃ bhuṅkte dīrdhaṃ kālam	YY_2.36ab/.a-AcAra-sTaH sAgara-antAm DaritrIm BuFkte dIrDam kAlam
   utkhātaśatruḥ/	utKAtaSatruH/
   YY_2.36cd/.yatrā ''cāras tatra dharmasya vṛddhir dharmād bhogān dehabhede	YY_2.36cd/.yatrA aacAraH tatra Darmasya vRdDiH DarmAt BogAn dehaBede
   'pi bhuṅkte//E36	api BuFkte//E36
   YY_3.1ab/.abhihitaguṇasaṃyutena rājñā kathitaguṇātyayasaṃsthito	YY_3.1ab/.aBihita-guNa-saMyutena rAjQA kaTita-guNa-atyaya-saMsTitaH-
   'bhiyojyaḥ/	aBiyojyaH/
   YY_3.1cd/.upahatam upalabhya cāsya deśaṃ balam athavā nirupadruto	YY_3.1cd/.upahatam upalaBya ca-asya deSam balam aTavA nirupadrutaH-
   'bhiyuñjyāt//	aBiyuQjyAt//
   YY_3.2ab/.pracuramaśakayūkaṃ makṣikādamśapūrvaṃ balam ajaladavṛṣṭyā	YY_3.2ab/.-pracuram-aSakayUkam makzikA-damSa-pUrvam balam ajalada-vRzwyA
   pāṃśuvātāhataṃ vā[K.pāṃśupātāhataṃ ca]/	pAMSu-vAta-Ahatam vA[K.pAMSu-pAta-Ahatam ca]/
   YY_3.2cd/.piśitarudhiradhānyaprāṇivṛṣṭyā hatam vā[K. ca] karituragamanuṣyā	YY_3.2cd/.-piSita-ruDira-DAnya-prANi-vRzwyA hatam vA-a[K. ca] kari-turaga-manuzyA
   yatra vādhyā na dīnāḥ[K.ca dhyānadīnāḥ]//	yatra vA-aDyAH na dInAH[K.ca DyAna-dInAH]//
   YY_3.3a/.śabdāyante muhur api śivā gardabhadhvānatulyaṃ	YY_3.3a/.SabdAyante muhur api SivA gardaBa-DvAna-tulyam
   YY_3.3b/.tyaktasnehāḥ parijanasuhṛdvāhanopaskareṣu/	YY_3.3b/.tyakta-snehAH parijana-suhRd-vAhana-upaskarezu/
   YY_3.3c/.kaṣṭaṃ ko naḥ śaraṇam iti vā vādino yasya sainye	YY_3.3c/.-kazwam kaH naH SaraNam iti vA vAdinaH yasya sEnye
   YY_3.3d/.vidviṣṭā vā pravarapuruṣāḥ so 'bhiyojyo nṛpeṇa//	YY_3.3d/.-vidvizwAH vA pravara-puruzAH saH aBiyojyaH nRpeNa//
   YY_3.4a/.nirālasyāvanatavadanāḥ ketanasvapnaśīlā	YY_3.4a/.-nirAlasya-avanata-vadanAH ketana-svapna-SIlA
   YY_3.4b/.bhraṣṭācārā malinapuruṣacchāyayā ''krāntadehāḥ/	YY_3.4b/.Brazwa-AcArAH malina-puruza=-CAyayA aakrAnta-dehAH/
   YY_3.4c/.dīrghaśvāsāḥ sajalanayanāḥ śokalobhābhibhūtāḥ	YY_3.4c/.-dIrGa-SvAsAH sa-jala-nayanAH Soka-loBa-aBiBUtAH
   YY_3.4d/.sainye yasya dvijagurusuhṛddveṣiṇaś caiva yodhāḥ//	YY_3.4d/.-sEnye yasya dvija-guru-suhRd-dveziNaH ca-eva yoDAH//
   YY_3.5ab/.akāraṇaprodgataromakūpā jaye nirāśāḥ prakṛter apetāḥ/	YY_3.5ab/.a-kAraNa-prodgata-romakUpAH jaye nirASAH prakRteH apetAH/
   YY_3.5cd/.amaṅgalāceṣṭitajātahāsāḥ sainye narā yasya sa cābhiyojyaḥ//	YY_3.5cd/.a-maFgalA-cezwita-jAta-hAsAH sEnye narAH yasya sa ca-aBiyojyaH//
   YY_3.6ab/.kapotakolūkamadhūni yasya samāśrayante dhvajacāmarāṇi/	YY_3.6ab/.kapotaka-ulUka-maDUni yasya samASrayante Dvaja-cAmarANi/
   YY_3.6cd/.chatrāyudhādīni[K.chatrāyudhādyāni] ca so 'bhiyojyo yasyāthavā	YY_3.6cd/.-Catra-AyuDa-AdIni[K.-Catra-AyuDAt-yAni] ca saH aBiyojyaH yasya-aTavA
   'syajalāśayānām[K.'nāhatatūryaśabdāḥ]/	asya-jalASayAnAm-[K.-anAhata-tUrya-SabdAH]/
   YY_3.7ab/.pratīpagatvaṃ saritām iṣoś ca śoṣo 'thavā 'śoṣyajalāśayānām/	YY_3.7ab/.-pratIpa-ga-tvam saritAm izoH ca SozaH aTavA aSozya-jalASayAnAm-/
   YY_3.7cd/.avārideśe salilapravṛtir ahaitukaṃ[K.avaikṛte] cāpsu tarec chilā	YY_3.7cd/.a-vAri-deSe salila-pravRtiH ahEtuka-M[K.a-vEkRte] ca-apsu taret SilA
   vā//	vA//
   YY_3.8ab/.bhaṅgapātacalanāny animittaṃ rodanāni ca surapratimānām/	YY_3.8ab/.BaFga-pAta-calanAni animittam rodanAni ca sura-pratimAnAm/
   YY_3.8cd/.agnirūpam anilena vinā vā niścalāni ca yadā pracalanti//	YY_3.8cd/.agni-rUpam anilena vinA vA niScalAni ca yadA pracalanti//
   YY_3.9ab/.prasūtivaikṛtyam akālapuṣpāṇy āraṇyasattvasya purapraveśaḥ/	YY_3.9ab/.-prasUti-vEkRtyam akAla-puzpANi AraNya-sattvasya pura-praveSaH/
   YY_3.9cd/.pradoṣakāle kṛkavākuśabdā himāgame ca 'nyabhṛtaḥ	YY_3.9cd/.-pradoza-kAle kRka-vAku-SabdAH hima-Agame ca anya-BRtaH
   pralāpāḥ[K.'nyabhṛtapralāpāḥ]//	pralApa-aH[K.-anya-BRta-pralApAH]//
   YY_3.10ab/.dīrghaṃ dīnaṃ saṃhatāḥ sārameyāḥ krośanty uccair nityam eva	YY_3.10ab/.dIrGam dInam saMhatAH sArameyAH kroSanti uccEs nityam eva
   'nṛtau ca/	anRtO ca/
   YY_3.10cd/.hanyur yoṣā yoṣito nirghṛṇāś ca dṛṣyaṃ nityaṃ[K.śvetaḥ kāko]	YY_3.10cd/.-hanyuH yozAH yozitaH nirGRNAH ca dRzyam nityaM[K.SvetaH kAko]
   naktam idrāyudhaṃ vā[K.ca]//	naktam idrAyuDam vA[K.ca]//
   YY_3.11ab/.tilā vitailā yadi vā 'rddhatailā[K.rddhatailāḥ] sasyasya	YY_3.11ab/.tilAH vitElAH yadi vA ardDa-tEla-a[-K.rdDa-tElAH] sasyasya
   vṛddhir yadi vā 'tiriktā/	vRdDiH yadi vA atiriktA/
   YY_3.11cd/.annasya vairasyam asṛk tarūṇāṃ śuṣkapraroho virujāṃ praṇāśaḥ//	YY_3.11cd/.annasya vErasyam asRk tarUNAm Suzka-prarohaH virujAm praNASaH//
   YY_3.12ab/.vihāya sarpākhuviḍālamatsyān svajātimāṃsāny upabhuñjate vā/	YY_3.12ab/.vihAya sarpa-AKu-vixAla-matsyAn sva-jAti-mAMsAni upaBuQjate vA/
   YY_3.12cd/.vrajanti vā maithunam anyajātyāṃ dīptāś ca nityaṃ vihagā mṛgāś	YY_3.12cd/.vrajanti vA mETunam anya-jAtyAm dIptAH ca nityam vihagAH mRgAS
   ca//	ca//
   YY_3.13ab/.bhaṅgaḥ pātas toraṇendradhvajānāṃ śītoṣmānāṃ vyatyayo	YY_3.13ab/.BaFgaH pAtaH toraNa-indra-DvajAnAm SIta-UzmAnAm vyatyayo
   bhūvidāraḥ/	BU-vidAraH/
   YY_3.13cd/.nimnoccānāṃ tuṅgatā nimnatā ca[K.vā] chāyā cā[K.vā] 'rkasya	YY_3.13cd/.-nimna-uccAnAm tuFga-tA nimna-tA ca[K.vA] CAyA ca-a[K.vA] arkasya
   ''bhimukhyena yātā//	aaBimuKyena yAtA//
   YY_3.14ab/.tryahātiriktaḥ pavano 'ticaṇḍo gandharvasaṃjñasya bhavet	YY_3.14ab/.tri-ahA-atiriktaH pavanaH aticaNxaH ganDarva-saMjQasya Bavet-
   purasya/	purasya/
   YY_3.14cd/.vyaktir bhavec ca 'hani tārakāṇāṃ naktaṃ ca	YY_3.14cd/.-vyaktiH Bavet ca ahani tArakANAm naktam ca
   tārāgaṇasaṃpraṇāśaḥ//	tArA-gaNa-saMpraNASaH//
   YY_3.15ab/.prāsādaveśmavasudhāśaragulmanimneṣv āvāsakā balibhujām	YY_3.15ab/.-prAsAda-veSma-vasuDA-Sara-gulma-nimnezu AvAsakAH baliBujAm
   anapatyatā vā/	anapatya-tA vA/
   YY_3.15cd/.ekāṇḍajatvam[K.ekātmajatvam] athavā bhuvi maṇḍalāni kurvanti	YY_3.15cd/.ekANxaja-tvam-[K.eka-Atmaja-tvam] aTavA Buvi maNxalAni kurvanti
   cakrakam ivopari vā bhramantaḥ//	cakrakam iva-upari vA BramantaH//
   YY_3.16ab/.ulkā 'bhighātena tamo 'tidīptyā vakrātivakrena suto dharitryāḥ/	YY_3.16a-b/.ulkA aBiGAtena tamaH ati-dIptyAH vakra-ati-vakrena sutaH DaritryAH/
   YY_3.16cd/.ketur gatisparśana -- dhūpanena cāreṇa pīḍāṃ kurute	YY_3.16cd/.ketuH gati-sparSanaH - DUpanena cAreNa pIxAm kurute
   'rkaputraḥ//	arka-putraH//
   YY_3.17ab/.tribhis tribhir bhair atha kṛttikādyair	YY_3.17ab/.triBiH triBiH BEH aTa kRttikA-AdyEH-
   nipīḍitair[K.niṣpīḍitair] bhūpatayo 'bhiyojyāḥ/	nipIxitEH-[K.-nizpIxitEr] BUpatayaH aBiyojyAH/
   YY_3.17cd/.pāñcālanātho magadhādhipaś ca kaliṅgarāḍ ujjayinīpatiś ca//	YY_3.17cd/.-pAQcAla-nATaH magaDa-aDipaH ca kaliFgarAj ujjayinIpatiH ca//
   YY_3.18ab/.ānarttarāṭ saindhavahārahorau[K.saindhavahārahaurau] madreśvaro	YY_3.18a-b/.Ana-rtta-rAj sEnDava-hAra-horO[K.-sEnDava-hAra-hOrO] madra-ISvaraH-
   'nyaś ca kuraṅganāthaḥ[K.kulindanāthaḥ]/	anyaH ca kuraFga-nATa-H[K.-kulinda-nATaH]/
   YY_3.18cd/.ete hi kūrmāṅgasamāśritānāṃ viśeṣapīḍām upayānti bhūpāḥ//	YY_3.18cd/.ete hi kUrma-aFga-samASritAnAm viSeza-pIxAm upayAnti BUpAH//
   YY_3.19ab/.aṅgeṣu sūryo yavaneṣu candro bhaumo hy avantyāṃ magadheṣu	YY_3.19ab/.aFgezu sUryaH yavanezu candraH BOmaH hi avantyAm magaDezu
   saumyaḥ/	sOmyaH/
   YY_3.19cd/.sindhau gurur bhojakaṭe ca[K.bhojakaṭeṣu] śukraḥ sauraḥ	YY_3.19cd/.-sinDO guruH Boja-kawe ca[K.Boja-kawezu] SukraH sOraH
   surāṣṭre viṣaye babhūva//	surAzwre vizaye baBUva//
   YY_3.20ab/.mleccheṣu ketuś ca tamaḥ kaliṅge yāto[K.jāto] yato 'taḥ	YY_3.20ab/.-mla-icCezu ketuH ca tamaH kaliFge yAto[K.-jAto] yatas atas-
   paripīḍayanti[K.paripiḍitās te]/	paripIxayanti[K.-paripixitAH te]/
   YY_3.20cd/.svajanmadeśān paripīḍayanti tato[K.te 'to] 'bhiyojyā kṣitipena	YY_3.20cd/.sva-janmadeSAn paripIxayanti tato[K.te ato] aBiyojyA kzitipena
   deśāḥ//	deSAH//
   YY_3.21ab/.sampūjyante bhairavoccānunādai[K.bhairavoccānurāvai] raktair	YY_3.21ab/.sampUjyante BErava-ucca-anunAdE[-K.BErava-ucca-anurAvE] raktEH-
   māṃsais tālajaṅghādayo vā/	mAMsEH tAla-jaFGa-AdayaH vA/
   YY_3.21cd/.dṛśyante vā yātudhānāḥ prabhūtā bhraṣṭaśrīkaḥ so 'pi deśo	YY_3.21cd/.-dRSyante vA yAtuDAnAH praBUtAH Brazwa-SrIkaH saH api deSaH-
   'bhiyojyaḥ//	aBiyojyaH//
   YY_3.22ab/.deśabhraṃśo yair nimittaiḥ pradiṣṭas tās tā vārttā vakti loke	YY_3.22ab/.deSa-BraMSaH yEH nimittEH pradizwaH tAH tAH vArttA vakti loke
   viśaṅkaḥ/	viSaFkaH/
   YY_3.22cd/.tyaktvā deśaṃ yānti yaṃ bhikṣukā vā gamyo deśo so 'py	YY_3.22cd/.-tyaktvA deSam yAnti yam BikzukAH vA gamyaH deSaH saH api-
   asādhupravṛttaḥ//	asADu-pravRttaH//
   YY_3.23ab/.rogābhibhūtaṃ viṣadūṣitaṃ vā yathā vināśābhimukhaṃ śarīram/	YY_3.23ab/.roga-aBiBUtam viza-dUzitam vA yaTA vinASa-aBimuKam SarIram/
   YY_3.23cd/.vaidyaḥ prayogaiḥ sudṛḍhaṃ karoti rāṣṭraṃ tathā śāntibhir	YY_3.23cd/.-vEdyaH prayogEH su-dRXam karoti rAzwram taTA SAntiBiH-
   agrajanmā//E23	agrajanmA/-/E23
   YY_4.1ab/.dehaḥ kośo yoddhā vāhyaṃ mantraḥ śatrur mārgo 'py āyuḥ/	YY_4.1ab/.dehaH koSaH yodDA vAhyam mantraH SatruH mArgaH api AyuH/
   YY_4.1cd/.cittaṃ karma prāptir mantrī prāglagnādyā bhāvāś cintyāḥ//	YY_4.1cd/.-cittam karma prAptiH mantrI prAc-lagna-AdyAH BAvAH cintyAH//
   YY_4.2ab/.trilābhavarjaṃ ravisauribhaumā[K.ravisaurabhaumā] nighnanti no	YY_4.2ab/.tri-lABa-varjam ravi-sOriBOma-a[-K.ra-visOra-BOmA] niGnanti no
   karmaṇi sūryabhaumau[K.sūryabhaumāḥ]/	karmaNi sUryaBOmO[K.-sUrya-BOmAH]/
   YY_4.2cd/.puṣṇanti saumyā ripurāśivarjyam astaṃ[K.ripurāśivarjam na 'staṃ]	YY_4.2cd/.puzNanti sOmyAH ripu-rASi-varjyam astaM[K.ri-purASi-varjam na astaM]
   bhṛgur mṛtyuvilagnam induḥ//	BRguH mRtyu-vilagnam induH//
   YY_4.3ab/.tithyudgamendukaraṇarkṣadinakṣaṇeṣu śuddheṣv[K.pāpeṣv]	YY_4.3ab/.tiTi-udgama-indu-karaNa-Rkza-dina-kzaNezu SudDezu-[K.pApezu-]
   abhīṣṭaphaladā nṛpater yathā syāt/	aBIzwa-Pala-dA nRpateH yaTA syAt-/
   YY_4.3cd/.yātrā tathā param idaṃ kathayāmi guhyaṃ śiṣyāya nai 'tad acirād	YY_4.3cd/.-yAtrA taTA param idam kaTayAmi guhyam SizyAya nE atat acirAt-
   hy uṣitāya dadyāt//	hi uzitAya dadyAt//
   YY_4.4ab/.yogaiḥ kṣitipā vinirgatāḥ śakunais taskaracāraṇādayaḥ/	YY_4.4ab/.-yogEH kzitipAH vinirgatAH SakunEH taskara-cAraNa-AdayaH/
   YY_4.4cd/.nakṣatrabalair[K.nakṣatraguṇair] dvijātayaḥ kṣaṇavīryād itaro	YY_4.4cd/.-nakzatra-balEH-[K.-nakzatra-guNEr] dvijAtayaH kzaNa-vIryAt itaraH-
   jano 'rthabhāk//	janaH arTa-BAk//
   YY_4.5a/.yad yad yogavaśād vrajaty agadatāṃ dravyair viṣaṃ yojitam	YY_4.5a/.yat yat yoga-vaSAt vrajati agadatAm dravyEH vizam yojitam
   YY_4.5b/.saṃyuktaṃ madhunā ghṛtaṃ ca viṣatāṃ gacched[K.gacchad] yathā	YY_4.5b/.-saMyuktam maDunA GRtam ca viza-tAm gacCet-[K.gacCad] yaTA
   dṛśyate/	dRSyate/
   YY_4.5c/.tadvad yogasamudbhavaṃ prakurute hitvā grahaḥ svaṃ phalaṃ	YY_4.5c/.tadvat yoga-samudBavam prakurute hitvA grahaH svam Palam
   YY_4.5d/.yasmāt tena samudyato 'smi gadituṃ yogān vicitrān imān//	YY_4.5d/.yasmAt tena samudyataH asmi gaditum yogAn vicitrAn imAn//
   YY_4.6ab/.lagne gurur budhabhṛgū hibukātmajasthau ṣaṣṭhau kujārkatanayau	YY_4.6ab/.lagne guruH buDa-BRgU hibuka-Atmaja-sTO zazWO kuja-arka-tanayO
   dinakṛt tṛtīyaḥ/	dinakRt tRtIyaH/
   YY_4.6cd/.candraś ca yasya daśamo bhavati prayāṇe tasya	YY_4.6cd/.candraH ca yasya daSamaH Bavati prayANe tasya
   'bhivāñchitaphalāptir alaṃ nṛpasya//	aBivAQCita-Pala-AptiH alam nRpasya//
   YY_4.7ab/.horātṛtīyaripulābhagataiḥ krameṇa jīvārkibhaumaravibhir bhṛguje	YY_4.7ab/.horA-tRtIya-ripu-lABa-gatEH krameNa jIva-arki-BOma-raviBiH BRguje
   'nukūle/	anukUle/
   YY_4.7cd/.yāto 'tidṛptam api śatrubalaṃ nihanti naiśaṃ tamisram iva tigmam	YY_4.7cd/.yAtaH ati-dRptam api Satru-balam nihanti nESam tamisram iva tigmam
   ayūkhakālī[K.ayūkhamālī]//	ayUKa-kAlI[-K.ayUKa-mAlI]//
   YY_4.8ab/.udayārinabhaḥ sthalagair[K.udayārinabhasthalagair]	YY_4.8ab/.udayAri-naBaH sTala-gEr[K.udayA-ari-naBa-sTala-gEH-]
   dinakṛdyamaśītakaraiḥ/	dinakRt-yama-SIta-karEH/
   YY_4.8cd/.na bhavanty arayo 'bhimukhā hariṇā iva keśariṇaḥ//	YY_4.8cd/.na Bavanti arayaH aBimuKAH hariNAH iva keSariNaH//
   YY_4.9ab/.gurur udaye ripurāśigato 'rko yadi nidhane na ca[K.ca na]	YY_4.9ab/.guruH udaye ripu-rASi-gataH arkaH yadi niDane na ca[K.ca na]
   śītamayūkhaḥ/	SIta-mayUKaH/
   YY_4.9cd/.bhavati gato 'tra śaśī 'va narendro ripuvanitānanatāmarasānām//	YY_4.9cd/.-Bavati gataH atra SaSI ava narendraH ripu-vanitA-Anana-tAmarasAnAm//
   YY_4.10ab/.śukavākpatibudhair dhanasaṃsthaiḥ saptame śaśini lagnagate	YY_4.10ab/.Suka-vAc-pati-buDEH Dana-saMsTEH saptame SaSini lagna-gate
   'rke/	arke/
   YY_4.10cd/.nirgato nṛpatir eti kṛtārtho vainateyavad ahiṃ[K.arīn]	YY_4.10cd/.-nirgataH nRpatiH eti kRtArTaH vEnateya-vat ahiM[K.arIn]
   vinigṛhya//	vinigRhya//
   YY_4.11ab/.mūrttivittasahajeṣu saṃsthitāḥ śukracandrasutatigmaraśmayaḥ/	YY_4.11ab/.-mUrtti-vitta-sahajezu saMsTitAH Sukra-candra-suta-tigma-raSmayaH/
   YY_4.11cd/.yasya yānasamaye raṇānale tasya yānti śalabhā iva 'rayaḥ//	YY_4.11cd/.yasya yAna-samaye raNa-anale tasya yAnti SalaBAH iva arayaH//
   YY_4.12a/.sūryendū valavarjitau valayutau janmeśalagneśvarau	YY_4.12a/.-sUrya-indU vala-varjitO vala-yutO janma-ISa-lagna-ISvarO
   YY_4.12b/.pātāle daśame 'pi vā śaśisuto lagnasthito vākpatiḥ/	YY_4.12b/.pAtAle daSame api vA SaSi-sutaH lagna-sTitaH vAkpatiH/
   YY_4.12c/.ṣaṭsaptāṣṭamavarjiteṣu bhṛgujaḥ sthāneṣu yasya sthito	YY_4.12c/.zaz-sapta-azwama-varjitezu BRgujaH sTAnezu yasya sTitaH-
