   oṃ	om
   ChUpBh_1,1.10 tatrākṣaravijñānavataḥ karma kartavyamiti	ChUpBh_1,1.10 tatra akzara vijQAnavataH karma kartavyam iti
   sthitamābhipati tenābhareṇobhau yaścaitadakṣaramevaṃ vyākhyātaṃ veda yaśca	sTitam a aBipati tena aBareNa uBO yaH ca etat akzaram evam vyAKyAtam veda yaH ca
   karmamātravidakṣarayāthātmyaṃ na veda tāvubhau kurutaḥ karma /	karma mAtra vidakzarayATAtmyam na veda tO= uBO kurutaH karma /
   tayośca karmasāmarthyādeva phalaṃ syātkiṃ tatrākṣarayāthātmyavijñāneneti /	tayoH ca karma sAmarTyAt eva Palam syAt kim tatra akzarayATAtmya vijQAnena iti /
   dṛṣṭaṃ hi loke harītakīṃ bhakṣayatostadrasābhijñetarayorvirecanam /	dRzwam hi loke harItakIm BakzayatoH tad rasa aBijQA itarayoH virecanam /
   naivam /	na evam /
   yasmānnānā tu vidyā cāvidyā ca bhinne hi vidyāvidye /	yasmAt nAnA tu vidyA ca avidyA ca Binne hi vidyA avidye /
   tuśabdaḥ pakṣavyāvṛttyarthaḥ /	tuSabdaH pakza vyAvRtti arTaH /
   noṅkārasya karmāṅgatvamātravijñānameva rasatamāptisamṛddhiguṇavadvijñānaṃ	na uFkArasya karma aFga tva mAtra vijQAnam eva rasa tama Apti samRdDi guNavat vijQAnam
   kiṃ tarhi tato 'bhyadhikam /	kim tarhi tatas aByaDikam /
   tasmāttadaṅgādhikyātphalādhikyaṃ yuktamityabhiprāyaḥ /	tasmAt tad aFga ADikyAt Pala ADikyam yuktam iti aBiprAyaH /
   dṛṣṭaṃ hi loke vaṇikśabarayoḥ padmarāgādimaṇivikraye vaṇijo	dRzwam hi loke vaNij SabarayoH padmarAga Adi maNi vikraye vaNijaH 
   vijñānādhikyātphalādhikyam /	vijQAna ADikyAt Pala ADikyam /
   tasmādyadeva vidyayā vijñānena yuktaḥ sankaroti karmaśraddhayā	tasmAt yat eva vidyayA vijQAnena yuktaH san karoti karma SradDayA
   śraddadhānaśca sannupaniṣadā yogena yuktaścetyarthaḥ /	SraddaDAnaH ca san= upanizadAH yogena yuktaH ca iti arTaH /
   tadeva karma vīryavattaramavidvatkarmaṇo 'dhikaphalaṃ bhavatīti /	tat eva karma vIryavattaram avidvat karmaNaH aDika Palam Bavati iti /
   vidvatkarmaṇo vīryavattara[tvaṭavacanādaviduṣo 'pi karma vāryadeva	vidvat karmaNaH vIryavattara[tvawa vacanAt aviduzaH api karma vAryadeva
   bhavatītyabhiprāyaḥ /	Bavati iti aBiprAyaH /
   na cāviduṣaḥ karmaṇyanadhikāraḥ /	na ca aviduzaH karmaNi anaDikAraH /
   auṣastye kāṇḍe 'viduṣāmapyārvijyadarśanāt /	Ozastye kANxe aviduzAm api Arvijya darSanAt /
   rasatamāptisamṛddhiguṇavadakṣaramityekamupāsanam /	rasatama Apti samRdDi guNavat akzaram iti ekam upAsanam /
   madhye prayatnāntarādarśanāt /	maDye prayatna antara adarSanAt /
   anekairhi viśeṣaṇairanekadhopāsyatvātkhalvetasyaiva	anekEH hi viSezaNEH anekaDA upa Asya tvAt Kalu etasya eva
   prakṛtasyodgīthākhyasyākṣarasyopavyākhyānaṃ bhavati //10//	prakRtasya udgITa AKyasya akzarasya upavyAKyAnam Bavati //10//
   iti chāndogyopaniṣacchāṅkarabhāṣye prathamādhyāyasya prathama khaṇḍaḥ	iti CAnda ugya upanizad Ca aFkara BAzye praTama aDyAyasya praTama KaNxaH
   START ChUp 1,2.1	START ShUp 1,2.1
   devāsurā ha vai yatra saṃyetire |	deva asurAH ha vE yatra saMyetire |
   ubhaye prājāpatyās tad dha devā udgītham ājahrur anenainān abhibhaviṣyāma	uBaye prAjApatyAH tat Da devAH udgITam AjahruH anena enAn aBiBavizyAma
   iti || ChUp_1,2.1 ||	iti || ShUp_1,2.1 ||
   ChUpBh_1,2.1 devāsurā devāścāsurāśca /	ChUpBu _1,2.1 deva asurAH devAH ca asurAH ca /
   devā dīvyaterdyetanārthasya śāstrodbhāsitā indriyavṛttayaḥ /	devAH dIvyateH dyetana arTasya SAstra udBAsitAH indriya vRttayaH /
   aśirāstadvirītāḥ sveṣvevāsuṣu viṣvagviṣayāsu prāṇanakriyāsu	aSirAH tad virItAH svezu eva asuzu vizvak vizayAsu prANana kriyAsu
   ramaṇātsvābhāvikyastama ātmikā indriyavṛttaya eva /	ramaNAt svABAvikyaH tamaH AtmikAH indriya vRttayaH eva /
   ha vā iti pūrvavṛttodbhāsakau nipātau /	ha vA iti pUrva vRtta udBAsakO nipAtO /
   yatra yasminnimitta itaretaraviṣayāpahāralakṣaṇe saṃyetire /	yatra yasmin nimittaH itaretara vizaya apahAra lakzaNe saMyetire /
   sampūrvasya yatateḥ saṃgrāmārthatvamiti saṃgrāmaṃ kṛtavanta utyarthaḥ /	sampUrvasya yatateH saMgrAma arTa tvam iti saMgrAmam kRtavantaH uti arTaH /
   śāsrīyaprakāśavṛttayabhibhavanāya pravṛttāḥ svābhāvikyastamorūpā	SAsrIya prakASa vRtta yaBiBavanAya pravRttAH svABAvikyaH tamaH rUpA
   indriyavṛttayo 'surāḥ /	indriya vRttayaH asurAH /
   tathā tadviparītāḥ śāsrārthaviṣayavivekajyotirātmāno devā	taTA tad viparItAH SAsra arTa vizaya viveka jyotiH AtmAnaH devA
   svābhāvikatamorūpāsurābhibhavanāya pravṛttā ityanyonyābhibhavodbhavarūpaḥ	svABAvika tamaH rUpa asura aBiBavanAya pravRttAH iti anyonya aBiBava udBava rUpaH
   saṃgrāma iva sarvaprāṇiṣu pratidehaṃ devāsurasaṅgrāmo 'nādikālapravṛtta	saMgrAmaH iva sarva prANizu pratideham deva asura saFgrAmaH anAdi kAla pravRtta
   ityabhiprāyaḥ /	iti aBiprAyaH /
   sa ihaśrutyā'khyāyikārūpeṇa dharmādharmotpattivivekavijñānāya kathyate	saH iha SrutyA aKyAyikA rUpeNa Darma aDarma utpatti viveka vijQAnAya kaTyate
   prāṇaviśuddhivijñānavidhiparatayā /	prANa viSudDi vijQAna viDi para tayA /
   ata ubhaye 'pi devāsurāḥ prajāpaterapatyānīti prājāpatyāḥ /	atas uBaye api deva asurAH prajApateH apatyAni iti prAjApatyAH /
   prajāpatiḥ karmajñānādhikṛtaḥ puruṣaḥ /	prajApatiH karma jQAna aDikRtaH puruzaH /
   "puruṣa evokthamayameva mahānprajāpatiḥ"iti śrutyantarāt /	"puruzaH eva ukTa m ayam eva mahAn prajApatiH"iti Sruti antarAt /
   tasya hi śāsrīyāḥ svābhāvikyaśca karaṇavṛttayo viruddhā apatyānīva	tasya hi SAsrIyAH svABAvikyaH ca karaNa vRttayaH virudDAH apatyAni iva
   tadudbhavatvāt /	tad udBava tvAt /
   tattatrotkarṣāpakarṣalakṣaṇanimitte ha devā	tad tatra utkarza apakarza lakzaNa nimitte ha devAH 
   udgīthabhaktyupalakṣitamaudgātraṃ karmā'jahrurāhṛtavantaḥ /	udgITa Bakti upalakzitam OdgAtram karmA ajahruH AhRtavantaH /
   tasyāpi kevalasyā'haraṇāsambhavājjotiṣṭomādyāhṛtavanta ityabhiprāyaḥ /	tasya api kevalasyA aharaNa asamBavAt jotizwoma Adi AhRtavantaH iti aBiprAyaH /
   tatkimarthamājahrurityucyate anena karmaṇainānasurānabhibhaviṣyāma	tat kimarTam AjahruH iti ucyate anena karmaNA enAna surAn aBiBavizyAma
   ityevamabhiprāyāḥ santaḥ //1 //	iti evam aBiprAyAH santaH //1 //
   START ChUp 1,2.2	START ShUp 1,2.2
   te ha nāsikyaṃ prāṇam udgītham upāsāṃ cakrire |	te ha nAsikyam prANam udgITam upAsAm cakrire |
   taṃ ha asurāḥ pāpmanā vividhuḥ |	tam ha asurAH pApmanA viviDuH |
   tasmāt tenobhayaṃ jighrati surabhi ca durgandhi ca |	tasmAt tena uBayam jiGrati suraBi ca durganDi ca |
   pāpmanā hy eṣa viddhaḥ || ChUp_1,2.2 ||	pApmanA hi eza vidDaH || ShUp_1,2.2 ||
   ChUpBh_1,2.2 yadā ca  tadudgīthaṃ karmā'jihīrṣavastadā te ha devā nāsikyaṃ	ShUpBh_1,2.2 yadA ca  tad udgITam karmA ajihIrzavaH tadA te ha devAH nAsikyam
   nāsikāyāṃ bhavaṃ cetanāvantaṃ ghrāṇaṃ	nAsikAyAm Bavam cetanAvantam GrANam
   prāṇamudgīthakartāramudgīthabhaktyopāsāṃcakrirejhrupāsanaṇṭakṛtavanta	prANamudgITa kartAra mudgITa BaktyA upAsAMcakrireJru pAsanaNwa kRtavanta
   ityarthaḥ /	iti arTaH /
   nāsikyaprāṇamadṛṣṭyodgīthākhyamakṣaramoṅkāramupāsāṃcakrira ityarthaḥ /	nAsikya prANam adRzwyA udgITa AKyam akzaram oFkAram upAsAMcakriraH iti arTaH /
   evaṃ hi prakṛtārthaparityāgo 'prakṛtārthopādānaṃ ca na kṛtaṃ syāt /	evam hi prakRta arTa parityAgaH aprakRta arTa upAdAnam ca na kRtam syAt /
   khalvetasyaivākṣarasyetyoṅkāramupāsāṃcakrira ityarthaḥ /	Kalu etasya eva akzarasya iti oFkAram upAsAMcakriraH iti arTaH /
   evaṃ hi prakṛtārthaparityāgo 'prakṛtārthopādānaṃ ca na kṛtaṃ syāt /	evam hi prakRta arTa parityAgaH aprakRta arTa upAdAnam ca na kRtam syAt /
   khalvetasyaivākṣarasyetyoṅkāro hyāpāsyatayā prakṛtaḥ /	Kalu etasya eva akzarasya iti oFkAraH hi ApAsyatayA prakRtaH /
   nanūdgīthopalakṣitaṃ karmā'hṛtavanta ityavoca idānīmeva;kathaṃ	nanu udgITa upalakzitam karmA ahRtavantaH iti avocaH idAnIm eva; kaTam
   nāsikyaprāṇadṛṣṭyoṅkāramupāsāṃcakrira ityāttha /	nAsikya prANa dRzwyoFkAram upAsAMcakriraH iti AtTa /
   naiṣa doṣaḥ /	na eza dozaH /
   udgīthakarmaṇyeva hi tatkartṛprāṇadevatādṛṣṭyodgīthabhaktyavayavaścoṅkāra	udgITa karmaNi eva hi tad kartR prANa devatA dRzwyA udgITa Bakti avayavaH ca uFkAra
   upāsyatvena vivakṣito na svatantro 'tastādarthyena karmā'hṛtavanta iti	upAsya tvena vivakzitaH na svatantraH atas tAdarTyena karmA ahRtavantaH iti
   yuktamevoktam /	yuktam eva uktam /
   tamevaṃ devairvṛtamudgātāraṃ hāsurāḥ svābhāvikatama ātmāno jyotīrūpaṃ	tam evam devEH vRta mudgAtAram ha asurAH svABAvikatamaH AtmAnaH jyotIrUpam
   nāsikyaṃ prāṇaṃ devaṃ svotthena pāpmanādharmāsaṅgarūpeṇa	nAsikyam prANam devam sva utTena pApmanA aDarma AsaFga rUpeNa
   vividhurviddhavantaḥ saṃsarga kṛtavanta ityarthaḥ /	viviDuH vidDavantaH saMsarga kRtavantaH iti arTaH /
   sa hi nāsikyaḥ prāṇaḥ	sa hi nAsikyaH prANaH
   kalyāṇagandhagrahaṇābhimānāsaṅgābhibhūtavivekavijñāno babhūva /	kalyANa ganDa grahaNa aBimAna AsaFga aBiBUta viveka vijQAnaH baBUva /
   sa tena doṣeṇa pāpmasaṃsargī babhūva /	sa tena dozeNa pApma saMsargI baBUva /
   tadidamuktamasurāḥ pāpmanā vividhuriti /	tat idam uktam asurAH pApmanA viviDuH iti /
   yasmādāsureṇa pāpmanā viddhastasmāttena pāpmanā prerito ghrāṇaḥ prāṇo	yasmAt AsureNa pApmanA vidDaH tasmAt tena pApmanA preritaH GrANaH prANaH 
   durgandhigrāhakaḥ prāṇinām /	durganDi grAhakaH prANinAm /
   atastenobhayaṃ jighrati lokaḥ surabhi ca durgandhi ca /	atas tena uBayam jiGrati lokaH suraBi ca durganDi ca /
   pāpmanā hyeṣa yasmādviddhaḥ /	pApmanA hi eza yasmAt vidDaH /
   ubhayagrahaṇamavivakṣitam /	uBaya grahaNam avivakzitam /
   yasyobhayaṃ havirārtimārchatīti yadvat /	yasya uBayam haviH ArtimArCati iti yadvat /
   yadevedamapratirūpaṃ jighratīti samānaprakaraṇaśruteḥ //2 //	yat eva idam apratirUpam jiGrati iti samAna prakaraNa SruteH //2 //
   START ChUp 1,2.3 6	START ShUp 1,2.3 6
   atha ha vācam udgītham upāsāṃ cakrire |	aTa ha vAcam udgITam upAsAm cakrire |
   tāṃ hāsurāḥ pāpmanā vividhuḥ |	tAm ha asurAH pApmanA viviDuH |
   tasmāt tayobhayaṃ vadati satyaṃ cānṛtaṃ ca |	tasmAt tayA uBayam vadati satyam ca anRtam ca |
   pāpmanā hy eṣā viddhā || ChUp_1,2.3 ||	pApmanA hi ezA vidDAH || ShUp_1,2.3 ||
   atha ha cakṣur udgītham upāsāṃ cakrire |	aTa ha cakzuH udgITam upAsAm cakrire |
   tad dhāsurāḥ pāpmanā vividhuḥ |	tat DAsurAH pApmanA viviDuH |
   tasmāt tenobhayaṃ paśyati darśanīyaṃ cādarśanīyaṃ ca |	tasmAt tena uBayam paSyati darSanIyam ca adarSanIyam ca |
   pāpmanā hy etad viddham || ChUp_1,2.4 ||	pApmanA hi etat vidDam || ShUp_1,2.4 ||
   atha ha śrotram udgītham upāsāṃ cakrire |	aTa ha Srotram udgITam upAsAm cakrire |
   tad dhāsurāḥ pāpmanā vividhuḥ |	tat DAsurAH pApmanA viviDuH |
   tasmāt tenobhayaṃ śṛṇoti śravaṇīyaṃ cāśravaṇīyaṃ ca |	tasmAt tena uBayam SRNoti SravaNIyam ca ASravaNIyam ca |
   pāpmanā hy etad viddham || ChUp_1,2.5 ||	pApmanA hi etat vidDam || ShUp_1,2.5 ||
   atha ha mana udgītham upāsāṃ cakrire |	aTa ha manaH udgITam upAsAm cakrire |
   tad dhāsurāḥ pāpmanā vividhuḥ |	tat DAsurAH pApmanA viviDuH |
   tasmāt tenobhayaṃ saṃkalpayate saṃkalpanīyaṃ ca |	tasmAt tena uBayam saMkalpayate saMkalpanIyam ca |
   pāpmanā hy etad viddham || ChUp_1,2.6 ||	pApmanA hi etat vidDam || ShUp_1,2.6 ||
   ChUpBh_1,2.3 6 mukhyaprāṇasyopāsyatvāya tadviśuddhatvānubhavārtho 'yaṃ	ChUpBh_1,2.3 6 muKya prANasya upAsya tvAya tad viSudDa tva anuBava arTaH ayam
   vicāraḥ śrutyā pravartitaḥ /	vicAraH SrutyA pravartitaH /
   ataścakṣurādidevatāḥ krameṇa vicāryā'sureṇa pāpmanā viddhā ityapohyante /	atas cakzuH Adi devatAH krameNa vicAryA asureNa pApmanA vidDAH iti apohyante /
   samānamanyat, atha ha vācaṃ cakṣuḥ śrotraṃ mana ityādi /	samAnam anyat, aTa ha vAcam cakzuH Srotram manaH ityAdi /
   anuktā apyanyāstvagrasamādidevatā draṣṭavyāḥ /	anuktAH api anyAH tu agra samAdi devatAH drazwavyAH /
   "evamu khalvetā devatāḥ pāpmabhiḥ" iti śrutyantarāt //3 6 //	"evamu Kalu etAH devatAH pApmaBiH" iti Sruti antarAt //3 6 //
   START ChUp 1,2.7	START ShUp 1,2.7
   atha ha ya evāyaṃ mukhyaḥ prāṇas tam udgītham upāsāṃ cakrire |	aTa ha yaH eva ayam muKyaH prANaH tam udgITam upAsAm cakrire |
   taṃ hāsurā ṛtvā vidadhvaṃsur yathāśmānam ākhaṇam ṛtvā vidhvaṃsetaivam ||	tam ha asurAH RtvA vidaDvaMsuH yaTA aSmAnam AKaNam RtvA viDvaMseta evam ||
   ChUp_1,2.7 ||	ChUp_1,2.7 ||
   ChUpBh_1,2.7 āsureṇa viddhatvādghrāṇādidevatā apohyāthānantaraṃ ya evāyaṃ	ChUpBh_1,2.7 AsureNa vidDa tvAt GrANa Adi devatAH apohya aTa anantaram yaH eva ayam
   prasiddho mukhe bhavo mukhyaḥ prāṇastamudgīthamupāsāñcakrire taṃ hāsurāḥ	prasidDaH muKe BavaH muKyaH prANaH tam udgITam upAsAQca krire tam ha asurAH
   pūrvavadṛtvā prāpya vidadhvaṃsurvinaṣṭā abhiprāyamātreṇa /	pUrvavat RtvA prApya vidaDvaMsuH vinazwAH aBiprAya mAtreNa /
   akṛtvā kiñcidapi prāṇasya /	akRtvA kiQcid api prANasya /
   kathaṃ vinaṣṭā ityatra dṛṣṭāntamāha yathā loke 'śmānamākhaṇaṃ na śakyate	kaTam vinazwAH iti atra dRzwAntam Aha yaTA loke aSmAnam AKaNam na Sakyate
   khanituṃ kuddālādibhirapi bhettuṃ na śakyo 'khaṇa evā'khaṇastamṛtvā	Kanitum kuddAla AdiBiH api Bettum na SakyaH aKaNaH evA aKaNaH tam RtvA
   sāmarthyālloṣṭaḥ pāṃsupiṇḍaḥ kṣutyantarāccāśmani kṣipto	sAmarTyAt lozwaH pAMsu piNxaH kzuti antarAt ca aSmani kziptaH 
   'śmabhedanābhiprāyeṇa tasyāśmanaḥ kiñcidapyakṛtvā svayaṃ vidhvaṃseta	aSmaBeda nABiprAyeNa tasya aSmanaH kiQcid api akRtvA svayam viDvaMseta
   vidīryetaivaṃ vidadhvaṃsurityarthaḥ //7 //	vidIryeta evam vidaDvaMsuH iti arTaH //7 //
   START ChUp 1,2.8	START ShUp 1,2.8
   evaṃ yathāśmānam ākhaṇam ṛtvā vidhvaṃsata evaṃ haiva sa vidhvaṃsate ya	evam yaTA aSmAnam AKaNam RtvA viDvaMsate evam ha eva sa viDvaMsate ya
   evaṃvidi pāpaṃ kāmayate yaś cainam abhidāsati |	evaMvidi pApam kAmayate yaH ca enam aBidAsati |
   sa eṣo 'śmākhaṇaḥ || ChUp_1,2.8 ||	saH ezaH aSmAKaNaH || ShUp_1,2.8 ||
   ChUpBh_1,2.8 evaṃ viśuddho 'surairadharṣitatvātprāṇa iti evaṃvidaḥ	ShUpBu _1,2.8 evam viSudDaH asurEH aDarzita tvAt prANaH iti evaMvidaH
   prāṇātmabhūtasyedaṃ phalamāha yathāśmānamiti /	prANa Atma BUtasya idam Palam Aha yaTa aSmAnam iti /
   eṣa eva dṛṣṭāntaḥ /	ezaH eva dRzwAntaH /
   evaṃ haiva sa vidhvaṃsate vinaśyati /	evam ha eva sa viDvaMsate vinaSyati /
   ko 'sāvityāha ya evaṃvidi yathoktaprāṇavidi pāpaṃ tadanarhaṃ kartu	kaH asO= iti Aha yaH evaMvidi yaTA ukta prANa vidi pApam tad anarham kartu
   kāmayata icchati yaścāpyenamabhidāsati hinasti prāṇavidaṃ	kAmayate icCati yaH ca api enam aBidAsati hinasti prANa vidam
   pratyākrośatāḍanādi prayuṅkte so 'pyevameva vidhvaṃsata ityarthaḥ /	pratyAkroSa tAxana Adi prayuFkte saH api evam eva viDvaMsate iti arTaH /
   yasmātsa eṣa prāṇavitprāṇabhūtatvādaśmākhaṇa ivāśmākhaṇo 'dharṣaṇīya	yasmAt saH eza prANa vid prANa BUta tvAt aSma AKaNaH iva aSmAKaNaH aDarzaNIya
   ityarthaḥ /	iti arTaH /
   nanu nāsikyo 'pi prāṇo vāyvātmā yathā mukhyastatra nāsikyaḥ prāṇaḥ pāpmanā	nanu nAsikyaH api prANaH vAyu AtmA yaTA muKyaH tatra nAsikyaH prANaH pApmanA
   viddhaḥ prāṇa eva sanna mukhyaḥ katham /	vidDaH prANaH eva sat na muKyaH kaTam /
   naiṣa doṣaḥ /	na eza dozaH /
   nāsikyastu sthānakaraṇavaiguṇyādviddho vāyvātmāpi sanmukhyaḥ	nAsikyaH tu sTAna karaNa vEguNyAt vidDaH vAyu AtmA api sat muKyaH
   sthānadevatābalīyastvānna viddha iti yuktam /	sTAna devatA balIyaH tvAt na vidDaH iti yuktam /
   yathā vāsyādayaḥ śikṣāvatpuruṣāśrayāḥ kāryaviśeṣaṃ kurvanti	yaTA vA asya AdayaH SikzA vat puruza ASrayAH kArya viSezam kurvanti
   nānyahastagatāstadvaddoṣavadghrāṇasacivatvādviddhā ghrāṇadevatā na mukhyaḥ	na anya hasta gatAH tadvat doza vat GrANa saciva tvAt vidDAH GrANa devatA na muKyaH
   START ChUp 1,2.9	START ShUp 1,2.9
   naivaitena surabhi na durgandhi vijānāti |	na eva etena suraBi na durganDi vijAnAti |
   apahatapāpmā hy eṣaḥ |	apahata pApmA hi ezaH |
   tena yad aśnāti yat pibati tenetarān prāṇān avati |	tena yat aSnAti yat pibati tena itarAn prANAn avati |
   etam u evāntato 'vittvotkrāmati |	etam u eva antatas avittvA utkrAmati |
   vyādadāty evāntata iti || ChUp_1,2.9 ||	vyAdadAti eva antataH iti || ShUp_1,2.9 ||
   ChUpBh_1,2.9 yasmānna viddho 'surairmukhyastasmānnaivaitena surabhi	ShUpBh_1,2.9 yasmAt na vidDaH asurEH muKyaH tasmAt na eva etena suraBi
   durgandhi vā vijānāti ghrāṇenaiva tadubhayaṃ vijānāti lokaḥ /	durganDi vA vijAnAti GrANena eva tat uBayam vijAnAti lokaH /
   ataśca pāpmakāryādarśanādapahatapāpmāpahato vināśito 'panītaḥ pāpmā	atas ca pApma kArya adarSanAt apahata pApma apahataH vinASitaH apanItaH pApmA
   yasmātso 'yamapahatapāpmā hyeṣa viśuddha ityarthaḥ /	yasmAt saH ayam apahata pApmA hi eza viSudDaH iti arTaH /
   yasmāccā'tmambharayaḥ kalyāṇādyāsaṅgavattvādghrāṇādayo na	yasmAt cA atmamBarayaH kalyANa Adi AsaFgavat tvAt GrANa AdayaH na
   tathā'tmambharirmukhyaḥ kiṃ tarhi sarvārthaḥ /	taTA atmamBariH muKyaH kim tarhi sarva arTaH /
   kathamiti, ucyate tena mukhyena yadaśnāti yatpibati lokastenāśitena pītena	kaTam iti, ucyate tena muKyena yat aSnAti yat pibati lokaH tena aSitena pItena
   cotarānghrāṇādīnavati pālayati /	ca utarAn GrANa AdIn avati pAlayati /
   tena hi teṣāṃ sthitirbhavatītyarthaḥ /	tena hi tezAm sTitiH Bavati iti arTaH /
   ataḥ sarvambharaḥ prāṇo 'to viśuddhaḥ /	atas sarvamBaraH prANaH atas viSudDaH /
   kathaṃ punarmukhyāśitapītābhyāṃ sthitireṣāṃ gamyata iti, ucyate etaṃ (tamu	kaTam punar muKya aSita pItAByAm sTitiH ezAm gamyate iti, ucyate etam (tamu
   eva) mukhyaṃ prāṇaṃ mukhyaprāṇasya vṛttimannapāne ityarthaḥ /	eva) muKyam prANam muKya prANasya vRttim anna pAne iti arTaH /
   antato 'nte maraṇakāle 'vittvālabdhvot krāmati /	antatas ante maraNa kAle avittvA alabDvA ut krAmati /
   ghrāṇādiprāṇasamudāya ityarthaḥ /	GrANa Adi prANa samudAyaH iti arTaH /
   aprāṇo hi na śaknotyaśituṃ pātuṃ vā /	aprANaH hi na Saknoti aSitum pAtum vA /
   tena tadotkrāntiḥ prasiddhā ghrāṇādikalāpasya /	tena tadA utkrAntiH prasidDAH GrANa Adi kalApasya /
   dṛśyate hyutkrāntau prāṇasyāśiśiṣā /	dRSyate hi utkrAntO prANasya aSiSizAH /
   ato vyādadātyevā'syavidāraṇaṃ karotītyarthaḥ /	atas vyAdadAti evA asyavidAraNam karoti iti arTaH /
   taddhyannālābha utkrāntasya liṅgam //9 //	tat hi anna alABaH utkrAntasya liFgam //9 //
   START ChUp 1,2.10	START ShUp 1,2.10
   taṃ hāṅgirā udgītham upāsāṃ cakre |	tam ha aFgirAH udgITam upAsAm cakre |
   etam u evāṅgirasaṃ manyante 'ṅgānāṃ yad rasaḥ || ChUp_1,2.10 ||	etam u eva aFgirasam manyante aFgAnAm yat rasaH || ShUp_1,2.10 ||
   ChUpBh_1,2.10 taṃ hāṅgirāstaṃ mukhyaṃ prāṇaṃ hāṅgirā	ShUpBh_1,2.10 tam ha aFgirAH tam muKyam prANam ha aFgirA
   ityevaṅguṇamudgīthamuyāsāñcakre baka ityeva sambandhaṃ kṛtavantaḥ kecit /	iti evaFguNa mudgITa muyAsAn cakre bakaH iti eva sambanDam kRtavantaH kecid /
   etamu evā'ṅgirasaṃ bṛhaspatimayāsyaṃ prāṇaṃ manyanta iti canāt /	etamu evA aFgirasam bRhaspati mayAsyam prANam manyante iti canAt /
   bhavatyevaṃ yathāśrutāsambhave, sambhavati tu yathāśrutamṛṣicodanāyāmapi	Bavati evam yaTA SrutAsamBave, samBavati tu yaTASrutam Rzi codanAyAm api
   śrutyantaravat /	Sruti antara vat /
   tasmācchatarcina ityācakṣata etameva santamṛṣimapi /	tasmAt SatarcinaH iti Acakzate etam eva santam Rzim api /
   tathā mādhyamā gṛtsamado viśvāmitro vāmadevo 'trirityādi ṛṣīneva	taTA mADyamA gRtsamadaH viSvAmitraH vAmadevaH atriH ityAdi RzIn A iva
   prāṇamāpādayati śrutiḥ /	prANam ApAdayati SrutiH /
   tathaitānapyṛṣīnprāṇopāsakānaṅgirobṛhaspatyayāsyānprāṇaṃ	taTA etAn api RzIn prANa upAsaka anaFgiraH bRhaspatyaya AsyAn prANam
   karotyabhedavijñānāya /	karoti aBeda vijQAnAya /
   "prāṇo ha pitā prāṇo mātā"ityādivacca /	"prANaH ha pitA prANaH mAtA"iti Adi vat ca /
   tasmādṛṣiraṅgirā nāma prāṇa eva sannātmānamaṅgirasaṃ	tasmAt RziH aFgirAH nAma prANaH eva san= a AtmAnam aFgirasaM
   prāṇamudgīthamupāsāñcakra ityetat /	prANa mudgITam upAsAQcakraH iti etat /
   yadyasmātso 'ṅgānāṃ prāṇaḥ sanrasastenāsāvāṅgirasaḥ //10 //	yat i asmAt saH aFgAnAm prANaH san rasaH tena asO= AFgirasaH //10 //
   START ChUp 1,2.11 12	START ShUp 1,2.11 12
   tena taṃ ha bṛhaspatir udgītham upāsāṃ cakre |	tena tam ha bRhaspatiH udgITam upAsAm cakre |
   etam u eva bṛhaspatiṃ manyante |	etam u eva bRhaspatim manyante |
