   Pañcaviṃśatisāhasrikā prajñāpāramitā	PaQcaviMSati sAhasrikA prajQApAramitA
   00910 ṣyeṣūpapannā bhagavata evānubhāvena pūrvanivāsam anusmaranti sma/	00910 zyezu upapannAH BagavataH eva anuBAvena pUrva nivAsam anusmaranti sma/
   anusmṛtya ca	anusmRtya ca
   00911 tenaiva prītiprāmodyena svakasvakeṣu buddhakṣetreṣu ye tatra buddhā	00911 tena eva prIti prAmodyena sva ka svakezu budDa kzetrezu ye tatra budDA
   bhagavanta utpannā 	BagavantaH utpannA 
   00912 s teṣām antikam upasaṃkrāntāḥ/ upasaṃkramya teṣāṃ buddhānāṃ	00912 s tezAm antikam upasaMkrAntAH/ upasaMkramya tezAm budDAnAm
   bhagavatāṃ pāda 	BagavatAm pAda 
   00913 vandanāṃ kṛtvā sarve prāñjalayo bhūtvā bhagavato namasyanti sma/	00913 vandanAm kRtvA sarve prAQjalayaH BUtvA BagavataH namasyanti sma/
   00914 atha khalu ye 'smiṃs trisāhasramahāsāhasre lokadhātau jātyandhāḥ	00914 aTa Kalu ye asmin tri sAhasra mahA sAhasre lokaDAtO jAti anDAH
   00915 sattvās te cakṣuṣā rūpāṇi paśyanti sma/ vadhirāḥ sattvāḥ śrotreṇa	00915 sattvAH te cakzuzA rUpANi paSyanti sma/ vaDirAH sattvAH SrotreNa
   śabdān	SabdAn
   00916 śṛṇvanti sma/ unmattāḥ smṛtiṃ pratilabhante sma/ vikṣiptacittā	00916 SRNvanti sma/ unmattAH smRtim pratilaBante sma/ vikzipta cittA
   00917 ekāgracittā bhavanti sma/ jighatsitāḥ pūrṇapātrā bhavanti sma/	00917 ekAgra cittAH Bavanti sma/ jiGatsitAH pUrNa pAtrAH Bavanti sma/
   00918 tṛṣitā vigatapipāsā bhavanti sma/ rogaspṛṣṭā viagatarogā bhavanti	00918 tRzitAH vigata pipAsA Bavanti sma/ roga spRzwAH viagata rogAH Bavanti
   00919 sma/ hīnendriyāḥ paripūrṇendriyā bhavanti sma/ avirahitākuśala 	00919 sma/ hIna indriyAH paripUrNa indriyAH Bavanti sma/ avirahita akuSala 
   00920 kāyavāṅmanaskarmāntājīvāvirahitākuśalakāyavāṅmanaskarmāntājīvāś ca	00920 kAya vAc manaskarma antAjIva avirahitA kuSala kAya vAc manaskarma antAjIvAH ca
   01001 bhavanti sma/ sarvasattvāś ca mātāpitṛsamacittā bhavanti sma,	01001 Bavanti sma/ sarva sattvAH ca mAtA pitR sama cittAH Bavanti sma,
   bhrātṛbhaginī 	BrAtR BaginI 
   01002 samacittā mitrāmātyajñātisālohitasamacittā daśakuśalakarmapatha 	01002 sama cittAH mitra amAtya jQAti sAlohita sama cittAH daSa kuSala karma paTa 
   01003 sevinaś ca bhavanti sma/ brahmacāriṇaḥ śucayo nirāmayagandhāḥ	01003 sevinaH ca Bavanti sma/ brahmacAriNaH SucayaH nirAmaya ganDAH
   sarvasattvāś ca	sarva sattvAH ca
   01004 sarvasukhasamarpitā īdṛśaṃ sukhaṃ pratlabhante sma tad yathāpi nāma	01004 sarva suKa samarpitAH IdRSam suKam pratlaBante sma tat yaTA api nAma
   tṛtīyadhyāna 	tRtIya DyAna 
   01005 samāpannasya bhikṣoḥ tasminn eva ca samaye evaṃrūpayā prajñayā te	01005 samApannasya BikzoH tasmin eva ca samaye evaMrUpayA prajQayA te
   samanvāgatā	samanvAgatA
   01006 bhavanti sma/ yad anyabuddhakṣetrasthā buddhā bhagavanta evam	01006 Bavanti sma/ yat anya budDa kzetra sTAH budDAH BagavantaH evam
   udānayanti sma	udAnayanti sma
   01007 sādhu damaḥ sādhu saṃyamaḥ sādhu vīrṇo brahmacaryyāvāsaḥ sādhu	01007 sADu damaH sADu saMyamaH sADu vIrNaH brahmacaryyAvAsaH sADu
   prāṇibhūte 	prANi BUte 
   01008 ṣv avihiṃseti/	01008 zu avihiMsa iti/
   01009 atha khalu bhagavāṃs tasminn eva saṃhāsane niṣanaḥ imaṃ	01009 aTa Kalu BagavAn tasmin eva saMhAsane nizanaH imam
   trisāhasramahā 	tri sAhasra mahA 
   01010 sāhasraṃ lokadhātum abhibhūya tathāgatas tiṣṭhati bhāsate tapati	01010 sAhasram lokaDAtum aBiBUya taTAgataH tizWati BAsate tapati
   virocate sma	virocate sma
   01011 ābhayā varṇena śriyā tejasā ca/ pūrvasyāṃ diśi dakṣiṇasyāṃ	01011 ABayA varNena SriyA tejasA ca/ pUrvasyAm diSi dakziNasyAm
   paścimāyā 	paScimAyA 
   01012 m uttarasyām adhastād ūrdhvaṃ digvidikṣu gaṅgānadīvālukopamān	01012 m uttarasyAm aDastAt UrDvam diS vidikzu gaFgA nadI vAlukA upamAn
   lokadhātūn abhibhūya	lokaDAtUn aBiBUya
   01013 tathāgatas tiṣṭhati bhāsate/ tad yathāpi nāma sumeruḥ parvatarājaḥ	01013 taTAgataH tizWati BAsate/ tat yaTA api nAma sumeruH parvata rAjaH
   sarvaparvatā 	sarva parvatA 
   01014 n abhibhūya tiṣṭhati bhāsate {{tapati virocate sma ābhayā varṇena	01014 n aBiBUya tizWati BAsate {{tapati virocate smaH ABayA varNena
   śriyā}} tejasā ca/	SriyA}} tejasA ca/
   01015 evam eva bhagavān sarvalokadhātūn abhibhūya tiṣṭhati bhāsate	01015 evam eva BagavAn sarva loka DAtUn aBiBUya tizWati BAsate
   {{tapati virocate sma ābhayā varṇena śriyā}}	{{tapati virocate smaH ABayA varNena SriyA}}
   01016 tejasā ca/ evam eva bhagavān sarvalokadhātūn abhibhūya	01016 tejasA ca/ evam eva BagavAn sarva loka DAtUn aBiBUya
   01017 tiṣṭhati bhāsate {{tapati virocate sma ābhayā varṇena śriyā}} tejasā	01017 tizWati BAsate {{tapati virocate smaH ABayA varNena SriyA}} tejasA
   ca/	ca/
   01018 atha khalu bhagavān punar eva yādṛk trisāhasramahāsāhasralokadhātau	01018 aTa Kalu BagavAn punar eva yAdRS tri sAhasra mahA sAhasra lokaDAtO
   01019 sattvānām ātmabhāvas tatsamānam ātmabhāvaṃ prākṛtam upadarśayāmāsa/	01019 sattvAnAm Atma BAvaH tad samAnam Atma BAvam prAkRtam upadarSayAmAsa/
   atha khalu	aTa Kalu
   01020 ye 'smiṃs trisāhasramahāsāhasralokadhātau śuddhāvāsakāyikā devāḥ	01020 ye asmin tri sAhasra mahA sAhasra lokaDAtO SudDAvAsa kAyikAH devAH
   śubha 	SuBa 
   01101 kṛtvā ābhāsvarā brahmakāyikā devāḥ paranirmitavaśavartinaś ca	01101 kRtvA ABAsvarAH brahmakAyikAH devAH paranirmitavaSavartinaH ca
   nirmāṇa 	nirmANa 
   01102 ratayaś ca tuṣitāś ca yāmāś ca trayastriṃśāś ca cāturmahārājakāyikāś	01102 ratayaH ca tuzitAH ca yAmAH ca trayastriMSAH ca cAturmahA rAja kAyi kAS
   ca devās te	ca devAH te
   01103 taṃ tathāgasyāsecanakam ātmabhāvaṃ dṛṣṭvā divyāḥ	01103 tam taTAgasya Asecanakam Atma BAvam dRzwvA divyAH
   puṣpadhūpagandhamālyavile 	puzpa DUpa ganDa mAlya vile 
   01104 panacūrṇacīvaracchattradhvajapatākāvaijayantīr gṛhītvā divyāni	01104 pana cUrNa cIvara= Cattra Dvaja patAkA vEjayantIH gRhItvA divyAni
   utpalakumuda 	utpala kumuda 
   01105 saugandhikapuṇḍarīkapadmāni gṛhītvā divyāni ca keśaratamālapatrāṇi	01105 sOganDika puNxarIka padmAni gRhItvA divyAni ca keSara ta mAla patrANi
   01106 gṛhītvā yena tathāgatasyāsecanaka ātmabhāvas tenopasaṃkrāntāḥ/ ye	01106 gRhItvA yena taTAgatasya AsecanakaH Atma BAvaH tena upasaMkrAntAH/ ye
   ceha	ca iha
   01107 trisāhasramahāsāhasralokadhātau manuṣyās te 'pi taṃ	01107 tri sAhasra mahA sAhasra lokaDAtO manuzyAH te api tam
   tathāgatasyāsecanaka 	taTAgatasya Asecanaka 
   01108 m ātmabhāvaṃ dṛṣṭvā sthalajalajāni puṣpāṇi gṛhītvā yena	01108 m Atma BAvam dRzwvA sTala jala jAni puzpANi gRhItvA yena
   tathāgatasyā 	taTAgatasyA 
   01109 secanaka ātmabhāvas tenopasaṃkrāntāḥ/	01109 secanakaH Atma BAvaH tena upasaMkrAntAH/
   01110 atha khalu te devās te ca mānuṣās tābhir divyābhiḥ puṣpadhūpagandha 	01110 aTa Kalu te devAH te ca mAnuzAH tABiH divyABiH puzpa DUpa ganDa 
   01111 mālyavilepanacūrṇacīvaracchattradhvajapatākāvaijayantībhis taiś ca	01111 mAlya vilepana cUrNa cIvara= Cattra Dvaja patAkA vEjayantIBiH tEH ca
   sthalajalajaiḥ	sTala jala jEH
   01112 puṣpais tathāgatakāyam avakiranti sma abhyavakiranti sma/	01112 puzpEH taTAgata kAyam avakiranti sma aByavakiranti sma/
   01113 atha khalu yais taiḥ	01113 aTa Kalu yEH tEH
   puṣpadhūpagandhamālyavilepanacūrṇacīvaracchattradhvaja 	puzpa DUpa ganDa mAlya vilepana cUrNa cIvara= Cattra Dvaja 
   01114 patākāvaijayantīvarṣaiḥ sthalajalajaiś ca puṣpair bhagavān avakīrṇas	01114 patAkA vEjayantI varzEH sTala jala jEH ca puzpEH BagavAn avakIrNa s
   tāni ca sarvāṇi	tAni ca sarvANi
   01115 upary antarīkṣe bhagavato 'dhiṣṭhānena	01115 upari antarIkze BagavataH aDizWAnena
   trisāhasramahāsāhasralokadhātupramāṇa 	tri sAhasra mahA sAhasra loka DAtu pramANa 
   01116 m ekaṃ kūṭāgāraṃ saṃsthitam abhūt/ tataś ca kūṭāgārāt tāni divyāni	01116 m ekam kUwAgAram saMsTitam aBUt/ tatas ca kUwAgArAt tAni divyAni
   01117 puṣpapaṭṭadāmāni lambante pralambante sma/ taiś ca puṣpadāmabhiḥ	01117 puzpa pawwa dAmAni lambante pralambante sma/ tEH ca puzpa dAmaBiH
   paṭṭadāmabhi 	pawwadAmaBi 
   01118 ś cāyaṃ trisāhasramahāsāhasro lokadhātur atīvāśobhata/ tena ca	01118 S ca ayam tri sAhasra mahA sAhasraH lokaDAtuH atIva aSoBata/ tena ca
   suvarṇa 	suvarNa 
   01119 varṇena bhagavataḥ prabhāvabhāsena daśasu dikṣu prasṛtena ekaikasyāṃ	01119 varNena BagavataH praBAva BAsena daSasu dikzu prasRtena ekEkasyAm
   diśi gaṅgā 	diSi gaFgA 
   01201 nadīvālukopamā lokadhātavaḥ sphuṭāvabhāsitāś cābhūvan/ asmiṃś ca	01201 nadI vAlukA upamAH lokaDAtavaH sPuwa avaBAsitAH ca aBUvan/ asmin ca
   01202 trisāhasramahāsāhasre lokadhātau sarveṣu cāturdvīpakeṣu lokadhātuṣu	01202 tri sAhasra mahA sAhasre lokaDAtO sarvezu cAturdvIpakezu lokaDAtuzu
   teṣāṃ	tezAm
   01203 devamanuṣyāṇāñ ca ekaikasyaitad abhūt/ mama puratas tathāgato niṣaṇo	01203 deva manuzyANAn ca ekEkasya etat aBUt/ mama puratas taTAgataH nizaNaH 
   01204 dharmmaṃ deśayatīti/	01204 Darmmam deSayati iti/
   01205 atha khalu bhagavāṃs tasminn eva siṃhāsane niṣaṇaḥ punar eva smitam	01205 aTa Kalu BagavAn tasmin eva siMhAsane nizaNaH punar eva smitam
   akarot/	akarot/
   01206 yena smitāvabhāsenāyaṃ trisāhasramahāsāhasralokadhātuḥ sphuṭo 'bhūt/	01206 yena smita avaBAsena ayam tri sAhasra mahA sAhasra lokaDAtuH sPuwaH aBUt /
   01207 yāvad daśasu dikṣu gaṅgānadīvālukopamā lokadhātavaḥ sphuṭā abhūvan/	01207 yAvat daSasu dikzu gaFgA nadI vAlukA upamAH lokaDAtavaH sPuwAH aBUvan/
   ye	ye
   01208 ca trisāhasramahāsāhasralokadhātau sattvās te sarve pūrvasyāṃ diśi	01208 ca tri sAhasra mahA sAhasra lokaDAtO sattvAH te sarve pUrvasyAm diSi
   gaṅgā 	gaFgA 
   01209 nadīvālukopameṣu lokadhātuṣu buddhān bhagavataḥ paśyanti sma	01209 nadI vAlukA upamezu lokaDAtuzu budDAn BagavataH paSyanti sma
   saśrāvakasaṃghān	sa SrAvaka saMGAn
   01210 tasyāñ ca pūrvasyāṃ diśi gaṅgānadīvālukopameṣu lokadhātuṣu ye	01210 tasyAn ca pUrvasyAm diSi gaFgA nadI vAlukA upamezu lokaDAtuzu ye
   sattvās te	sattvAH te
   01211 sarve imāṃ sahālokadhātuṃ paśyanti sma śākyamuniṃ ca tathāgataṃ	01211 sarve imAm saha AlokaDAtum paSyanti sma SAkya munim ca taTAgatam
   sārdhaṃ	sArDam
   01212 bhikṣusaṃghena/ evaṃ dakṣiṇasyāṃ diśi paścimāyām uttarapūrvasyāṃ	01212 Bikzu saMGena/ evam dakziNasyAm diSi paScimAyAm uttara pUrvasyAm
   pūrvadakṣiṇasyāṃ	pUrva dakziNasyAm
   01213 dakṣiṇapaścimāyāṃ paścimottarasyām adha ūrdhvaṃ digbhāgaṃ	01213 dakziNa paScimAyAm paScima uttarasyAm aDas UrDvam diS BAgam
   gaṅgānadīvālu 	gaFgA nadIvAlu 
   01214 kopameṣu lokadhātuṣu buddhān bhagavataḥ paśyanti sma	01214 kopam ezu lokaDAtuzu budDAn BagavataH paSyanti sma
   saśrāvakasaṃghān/ teṣu	sa SrAvaka saMGAn/ tezu
   01215 ca gaṅānadīvālukopameṣu lokadhātuṣu ye sattvās te sarve imāṃ	01215 ca gaFA nadI vAlukA upamezu lokaDAtuzu ye sattvAH te sarve imAm
   sahāloka 	saha Aloka 
   01216 dhātuṃ paśyanti sma śākyamuniñ ca tathāgataṃ sārdhaṃ bhikusaṃghena/	01216 DAtum paSyanti sma SAkyamunin ca taTAgatam sArDam Biku saMGena/
   01217 atha khalu pūrvasyāṃ diśi gaṅgānadīvālukopamān lokadhātūn atikramya	01217 aTa Kalu pUrvasyAm diSi gaFgA nadI vAlukA upamAn lokaDAtUn atikramya
   01218 tebhyo yaḥ sarvāvasāniko lokadhātū ratnāvatī nāma tatra ratnākaro	01218 teByaH yaH sarva avasAnikaH lokaDAtuH ratnAvatI nAma tatra ratnAkaraH 
   nāma	nAma
   01219 tathāgato 'rhan samyaksaṃbuddhas tiṣṭhati dhriyate yāpayati/ sa imām	01219 taTAgataH arhan samyaksaMbudDaH tizWati Driyate yApayati/ saH imAm
   eva	eva
   01220 prajñāpāramitāṃ bodhisattvānāṃ dharmaṃ deśayati/ atha tatra	01220 prajQApAramitAm boDisattvAnAm Darmam deSayati/ aTa tatra
   lokadhātau	lokaDAtO
   01221 samantaraśmir nāma bodhisattvo mahāsattvas taṃ mahāntam avabhāsaṃ	01221 samantaraSmiH nAma boDisattvaH mahAsattvaH tam mahAntam avaBAsam
   dṛṣṭvā tañ ca	dRzwvA taQ ca
   01222 mahāntaṃ pṛthivīcālaṃ tañ ca bhagavata āsecanakam ātmabhāvaṃ dṛṣṭvā	01222 mahAntam pRTivI cAlam taQ ca BagavataH Asecanakam Atma BAvam dRzwvA
   yena bhagavān	yena BagavAn
   01223 ratnākaras tathāgato 'rhan samykasaṃbuddhas tenopasaṃkrāmad	01223 ratna AkaraH taTAgataH arhan samyka saMbudDaH tena upasaMkrAma d
   upasaṃkramya tasya bhagavataḥ	upasaMkramya tasya BagavataH
   01224 pādāv abhivandya taṃ tathāgataṃ ratnākaram etad avocat/ ko bhagavan	01224 pAdO aBivandya tam taTAgatam ratna Akaram etat avocat/ kaH Bagavan
   hetuḥ kaḥ	hetuH kaH
   01301 pratyayo 'sya mahato 'vabhāsasya loke prādurbhāvāya asya ca mahataḥ	01301 pratyayaH asya mahataH avaBAsasya loke prAdurBAvAya asya ca mahataH
   pṛthivī 	pRTivI 
   01302 cālasya asya ca tathāgatasyāsecanakātmabhāvasya sandarśanāya/ evam	01302 cAlasya asya ca taTAgatasya Asecanaka Atma BAvasya san darSana aya/ evam
   ukte	ukte
   01303 ratnākaras tathāgataḥ samantaraśmiṃ bodhisattvam etad avocat/ asti	01303 ratna AkaraH taTAgataH samantaraSmim boDisattvam etat avocat/ asti
   kulaputra	kula putra
   01304 itaḥ paścimāyāṃ diśi gaṅgānadīvālukopamān lokadhātūn atikramya sahā	01304 itas paScimAyAm diSi gaFgA nadI vAlukA upamAn lokaDAtUn atikramya sahA
   01305 nāma lokadhatus tatra śākyamunir nāma tathāgato 'rhan	01305 nAma lokaDatuH tatra SAkyamuniH nAma taTAgataH arhan
   samyaksambuddhas tiṣṭhati	samyaksambudDaH tizWati
   01306 dhriyate yāpayati/ sa bodhisattvānāṃ mahāsattvānāṃ prajñāpāramitāṃ	01306 Driyate yApayati/ sa boDisattvAnAm mahAsattvAnAm prajQApAramitAm
   sampra 	sampra 
   01307 kāśayati tasyāyām īdṛśo 'nubhāvaḥ/	01307 kASayati tasyAyAm IdRSaH anuBAvaH/
   01308 atha khalu samantaraśmir bodhisattvo ratnākaraṃ tathāgatm etad	01308 aTa Kalu samantaraSmiH boDisattvaH ratna Akaram taTAgatm etat 
   avocat/	avocat /
   01309 gamisyāmy ahaṃ bhagavaṃs tāṃ sahāṃ lokadhātuṃ tañ ca śākyamuniṃ	01309 gamisyAmi aham Bagavan tAm sahAm lokaDAtum taQ ca SAkya munim
   tathāgataṃ darśa 	taTAgatam darSa 
   01310 nāya vandanāya paryupāsanāya tāṃś ca bodhisattvān mahāsattvān bhūyas	01310 nAya vandanAya paryupAsanAya tAn ca boDisattvAn mahAsattvAn BUyas 
   tvena	tvena
   01311 kumārabhūtān dhāraṇīpratilabdhān samādhinirhārakuśalān sarvasamādhi 	01311 kumAra BUtAn DAraNI pratilabDAn samADi nirhAra kuSalAn sarva samADi 
   01312 vaśipāramitāṃ gatān/ bhagavān āha gaccha tvaṃ kulaputra yasyedānīṃ	01312 vaSi pAramitAm gatAn/ BagavAn Aha gacCa tvam kula putra yasya idAnIm
   01313 kālaṃ manyase/	01313 kAlam manyase/
   01314 atha khalu ratnākaras tathāgato nānāratnamayāni suvarṇāvabhāsāni	01314 aTa Kalu ratna AkaraH taTAgataH nAnA ratna mayAni suvarNa avaBAsAni
   01315 sahasrapatrāṇi padmāni samantaraśmaye bodhisattvāya prādāt/ etais	01315 sahasra patrANi padmAni samantaraSmaye boDisattvAya prAdAt/ etEH 
   tvaṃ	tvam
   01316 kulaputra padmais taṃ śākyamuniṃ tathāgatam abhyavakireḥ/ evañ ca	01316 kula putra padmEH tam SAkya munim taTAgatam aByavakireH/ evan ca
   vadeḥ ratnākaro	vadeH ratna akaraH 
   01317 bhagavān bhagavantam alpābādhatāṃ paripṛcchaty alpātaṅkatāṃ	01317 BagavAn Bagavantam alpa AbADa tAm paripRcCati alpa AtaFka tAm
   laghūtthānatāṃ yātrāṃ	laGu utTAna tAm yAtrAm
   01318 balaṃ sukhasparśavihāratāṃ paripṛcchati/ imāni ca tena bhagavatā	01318 balam suKa sparSa vihAra tAm paripRcCati/ imAni ca tena BagavatA
   ratnā 	ratnA 
   01319 kareṇa tathāgatenārhatā samyaksaṃbuddhena padmāni prahitāni	01319 kareNa taTAgatena arhatA samyaksaMbudDena padmAni prahitAni
   bhagavata	Bagavata
   01320 iti/ samprajānakārī ca tvaṃ kulaputra buddhakṣetre bhūyāḥ/ tat kasya	01320 iti/ samprajAna kArI ca tvam kula putra budDa kzetre BUyAH/ tat kasya
   heto 	heto 
   01321 r durāsadā hi te bodhisattvā ye tatra sahāyāṃ lokadhātau upapannāḥ/	01321 r durAsadAH hi te boDisattvAH ye tatra sahAyAm lokaDAtO upapannAH/
   01401 atha khalu samantaraśmir bodhisattvo ratnākarasya tathāgatasya	01401 aTa Kalu samantaraSmiH boDisattvaH ratna Akarasya taTAgatasya
   sakāśāt	sakASAt 
   01402 tāni nānāratnamayāni padmāni gṛhītvā	01402 tAni nAnA ratna mayAni padmAni gRhItvA
   suvarṇanirbhāsāniḥsahasrapatrāṇi	suvarNa nirBAsA niHsahasra patrANi
   01403 anekair bodhisattvakoṭiniyutaśatasahasrair gṛhasthaiḥ pravrajitaiś	01403 anekEH boDisattva kowi niyuta Sata sahasrEH gRhasTEH pravrajita EH 
   ca dārakair dārikā 	ca dArakEH dArikA 
   01404 bhiś ca sārdhaṃ parivṛtaḥ puraskṛtaḥ pūrvasyāṃ diśi teṣu	01404 BiH ca sArDam parivRtaH puraskRtaH pUrvasyAm diSi tezu
   gaṅgānadīvālukopameṣu	gaFgA nadI vAlukA upamezu
   01405 lokadhātuṣu buddhānāṃ bhagavataḥ satkurvan gurūkurvan mānayan	01405 lokaDAtuzu budDAnAm BagavataH satkurvan gurUkurvan mAnayan
   pūjayan puṣpa 	pUjayan puzpa 
   dhūpagandhamālyavilepanacūrṇacīvaracchattradhvajapatākāvaijayantībhir	DUpa ganDa mAlya vilepana cUrNa cIvara= Cattra Dvaja patAkA vEjayantIBiH 
   yeneyaṃ sahā	yena iyam sahA
   01407 lokadhātus tena saṃprāptaḥ/ yena ca śākyamunis tathāgatas	01407 lokaDAtuH tena saMprAptaH/ yena ca SAkya muniH taTAgata s
   tenopasaṃkrāntaḥ/	tena upasaMkrAntaH/
   01408 upasaṃkramya bhagavataḥ pādau śirasābhivandya ekānte 'tiṣṭhat/	01408 upasaMkramya BagavataH pAdO SirasA aBivandya ekAnte atizWat/
   ekānte	ekAnte
   01409 sthitaś ca samantaraśmir bodhisattvo bhagavantaṃ śākyamunim etad	01409 sTitaH ca samantaraSmiH boDisattvaH Bagavantam SAkya munim etat 
   avocat/ ratnā 	avocat/ ratnA 
   01410 karo bhagavān bhagavantam alpābādhatāṃ paripṛcchaty alpātaṅkatāṃ	01410 karaH BagavAn Bagavantam alpa AbADa tAm paripRcCati alpa AtaFka tAm
   laghūtthānatāṃ	laGu utTAna tAm
   01411 yātrāṃ balaṃ sukhasparśavihāratāṃ ca paripṛcchati/ imāni ca tena	01411 yAtrAm balam suKa sparSa vihAra tAm ca paripRcCati/ imAni ca tena
   bhagavatā	BagavatA
   01412 ratnākareṇa tathāgatena nānāratnamayāni suvarṇanirbhāsāni	01412 ratna AkareNa taTAgatena nAnA ratna mayAni suvarNa nirBAsAni
   sahasrapatrāṇi	sahasra patrANi
   01413 padmāni preṣitāni bhagavataḥ/	01413 padmAni prezitAni BagavataH/
   01414 atha khalu bhagavān śākyamunis tathāgatas tāni padmāni gṛhītvā	01414 aTa Kalu BagavAn SAkya muniH taTAgataH tAni padmAni gRhItvA
   01415 yena te pūrvasyāṃ diśi gaṅgānadīvālukopamā lokadhātavas tena	01415 yena te pUrvasyAm diSi gaFgA nadI vAlukA upamA lokaDAtavaH tena
   prākṣipat/	prAkzipat/
   01416 taiś ca padmais te lokadhātavaḥ sphuṭā abhūvan/ teṣu ca padmeṣu	01416 tEH ca padmEH te lokaDAtavaH sPuwAH aBUvan/ tezu ca padmezu
   buddhavigrahā 	budDa vigrahA 
   01417 niṣaṇakāḥ teṣu ca buddhakṣetreṣu dharmaṃ deśayanti yad utemām eva	01417 nizaNakAH tezu ca budDa kzetrezu Darmam deSayanti yat uta imAm eva
   prajñāpāra 	prajQApAra 
   01418 mitāpratisaṃyuktāṃ dharmadeśanām/ yaiś ca sattvaiḥ sa dharmaḥ śrutas	01418 mita apratisaMyuktAm Darma deSa nAm/ yEH ca sattvEH sa DarmaH Srutas
   te niyatā	te niyatA
   01419 abhūvan anuttarāyāṃ samyaksambodhau/	01419 aBUvan anuttarAyAm samyaksamboDO/
   01420 atha khalu te bodhisattvās te ca gṛhasthās te ca pravrajitās te ca	01420 aTa Kalu te boDisattvAH te ca gRhasTAH te ca pravrajitAH te ca
   dārakā 	dArakA 
   01421 s tāś ca dārikās tato ratnāvatyā lokadhātoḥ samantaraśminā	01421 s tAH ca dArikAH tatas ratnAvatyAH lokaDAtoH samantaraSminA
   bodhisattvena	boDisattvena
   01422 mahāsattvena sārdham āgatāḥ svakasvakaiḥ kuśalamūlair bhagavantaṃ	01422 mahAsattvena sArDam AgatAH sva ka svakEH kuSala mUlEH Bagavantam
   śākyamuniṃ	SAkya munim
   01423 satkṛtya gurūkṛtya sammānya saṃpūjyaikānte nyaṣīdan/	01423 satkRtya gurUkRtya sammAnya saMpUjya ekAnte nyazIdan/
   01501 atha khalu dakṣiṇasyāṃ diśi {{gaṅgānadīvālukopamān lokadhātūn	01501 aTa Kalu dakziNasyAm diSi {{gaFgA nadI vAlukA upamAn lokaDAtUn
   atikramya tebhyo yaḥ}} sarvāvasāniko lokadhātuḥ	atikramya teByaH yaH}} sarva avasAnikaH lokaDAtuH
   01502 sarvaśokāpagato nāma tatrāśokaśrīr nāma tathāgataḥ {{'rhan	01502 sarvaSoka apagataH nAma tatra aSoka SrIH nAma taTAgataH {{ arhan
   samyaksaṃbuddhas tiṣṭhati dhriyate yāpayati/ sa imām eva prajñāpāramitāṃ	samyaksaMbudDaH tizWati Driyate yApayati/ saH imAm eva prajQApAramitAm
   bodhisattvānāṃ dharmaṃ}} deśayati/ atha	boDisattvAnAm DarmaM}} deSayati/ aTa
   01503 tatra lokadhātau vigataśoko nāma bodhisattvaḥ {{mahāsattvas taṃ	01503 tatra lokaDAtO vigata SokaH nAma boDisattvaH {{ mahAsattvaH tam
   mahāntam avabhāsaṃ dṛṣṭvā tañ ca mahāntaṃ pṛthivīcālaṃ tañ ca bhagavata	mahAntam avaBAsam dRzwvA taQ ca mahAntam pRTivI cAlam taQ ca Bagavata
   āsecanakam ātmabhāvaṃ dṛṣṭvā yena bhagavān ratnākaras tathāgato 'rhan	Asecanakam Atma BAvam dRzwvA yena BagavAn ratna AkaraH taTAgataH arhan
