   śrīrastu	SrIH astu
   (4) tathāgataḥ sattvānāmindriyāṇi tīkṣṇāni mandāni [yathābhūtaṃ] prajānāni	(4) taTAgataH sattvAnAm indriyANi tIkzNAni mandAni [yaTA BUtaM] prajAnAni
   | średdhendriyādīnāṃ prādhānyāt tīkṣṇatā yathā tathāgatādīnām | mandatā	| SredDa indriya AdInAm prADAnyAt tIkzNa tA yaTA taTAgata AdInAm | manda tA
   tadaprāptiḥ yathā nāgadāsakādīnām | madhyendriyasya tu nāsti aniyatatvāt |	tad aprAptiH yaTA nAga dAsaka AdInAm | maDya indriyasya tu na asti aniyata tvAt |
   tīkṣṇendriyasyāsti kāṣṭhā (SSS_9) yathā tathāgatāḥ | mṛdvindriyasyāsti	tIkzNa indriyasya asti kAzWA (H SS_9) yaTA taTAgatAH | mRd u indriyasya asti
   kāṣṭha yathā nāgadāsakaḥ | madhyamasya nāsti kāṣṭheti madhyendriyasya	kAzWa yaTA nAgadAsakaH | maDyamasya na asti kAzWA iti maDya indriyasya
   nocyate | atha śraddhāpratipat dharmapratipat iti dvividho mārgaḥ |	na ucyate | aTa SradDA pratipad Darma pratipad iti dviviDaH mArgaH |
   punarapi dvividhaḥ durmārgaḥ sumārga iti | asmāt mārgadvayādanyo madhyamaḥ	punar api dviviDaH durmArgaH su mArgaH iti | asmAt mArga dvayAt anyaH maDyamaH
   | tīkṣṇamandapudgalau pratīkṣya madhyamo bhavati | adhimuktitaścendriyāṇi	| tIkzNa manda pudgalO pratIkzya maDyamaH Bavati | aDimuktitaH ca indriyANi
   bhidyante | śraddhendriyādhimuktikāḥ śraddhābahulāḥ | prājñajanā	Bidyante | SradDA indriya aDimuktikAH SradDA bahulAH | prAjQa janA
   viśiṣṭendriyā adhimuktita upakṛtā średdhendriyapradhānāśca bhavanti |	viSizwa indriyAH aDimuktitaH upakRtA SredDa indriya praDAnAH ca Bavanti |
   imānīndriyāṇi sarvāṇi [tathāgataḥ] prajānāti | nānye | ityatastadvalam |	imAni indriyANi sarvANi [taTAgataH] prajAnAti | na anye | iti atas tad valam |
   (5) tathāgato nānādhimuktikaṃ lokaṃ [yathābhūtaṃ] prajānāti |	(5) taTAgataH nAnA aDimuktikam lokam [yaTA BUtan] prajAnAti |
   adhimuktirnāma icchā | tadyathā surāyāmadhimuktaḥ surāmicchati | tathāgato	aDimuktiH nAma icCA | tat yaTA surAyAm aDimuktaH surAm icCati | taTAgataH 
   yathādhimukti pratipattiṃ prajānāti yadutāyaṃ sattvaḥ	yaTA aDimukti pratipattim prajAnAti yat uta ayam sattvaH
   pañcakāmanāsvadhimuktaḥ bhāvanāmārge bādhimukta ityevaṃ viditvā yathārhaṃ	paQca kAma nAsu aDi muktaH BAvanA mArge bADimuktaH iti evam viditvA yaTArham
   dharmamupadiśati | ataḥ sarvasattvāśca santārayati |	Darmam upadiSati | atas sarva sattvAH ca santArayati |
   (6) tathāgato nānādhātukānapramāṇalokāṃśca [yathābhūtaṃ] prajānāti |	(6) taTAgataH nAnA DAtu kAna pramANa lokAn= ca [yaTA BUtan] prajAnAti |
   sattvānāṃ yat dīrghakālamabhyasya abhirocate sa dhātuḥ sidhyati | yathā	sattvAnAm yat dIrGa kAlam aByasya aBirocate sa DAtuH siDyati | yaTA
   devadattādayastathāgatamadhvanyadhvani duṣayanto	devadatta AdayaH taTAgata maDu ani aDvani duzayantaH 
   'kuśalacittapravṛttagahanānuśayadhātukā bhavanti | tathā kuśalasvabhāvā	akuSala citta pravRtta gahana anuSaya DAtukAH Bavanti | taTA kuSala svaBAvA
   api | kecit sattvāḥ svabhāvataḥ pravṛttarāgāḥ kecit dṛṣṭaṃ pratītya	api | kecid sattvAH svaBAvataH pravRtta rAgAH kecid dRzwam pratItya
   pravṛttarāgāḥ | tathāgato 'dhimuktiṃ dhātuñca sarvaṃ [teṣāṃ]	pravRtta rAgAH | taTAgataH aDimuktim DAtuQca sarvam [tezAM]
   prajānātītyata[stat]balamucyate |	prajAnAti iti ata[H tat]balam ucyate |
   (7) tathāgataḥ sarvatragāminīṃ pratipadaṃ yathābhūtaṃ prajānāti | imāṃ	(7) taTAgataH sarvatra gAminIm pratipadam yaTABUtam prajAnAti | imAm
   pratipadaṃ pratipanno naraka utpadyate yāvatsvarge iti ca prajānāti | imāṃ	pratipadam pratipannaH narakaH utpadyate yAvat svarge iti ca prajAnAti | imAm
   pratipadaṃ pratipanno yāvannirvāṇamanuprāpnoti | idaṃ karma	pratipadam pratipannaH yAvat nirvANam anuprApnoti | idam karma
   indriyarāgasvabhāvapravṛttam, sāsravakarmakaḥ pañcagatiṣūtpadyate |	indriya rAga svaBAva pravRttam, sa Asrava karmakaH paQcagatizu utpadyate |
   anāsravakarmako nirvāṇamanuprāpnoti iti prajānāti |	anAsrava karmakaH nirvANam anuprApnoti iti prajAnAti |
   (SSS_10)	(H SS_10)
   pūrvamuktaṃ mārgaḥ | idānīmuktantu mārgaphalam | pūrvaṃ sāmānyata uktam |	pUrvam uktam mArgaH | idAnIm uktantu mArga Palam | pUrvam sAmAnyatas uktam |
   idānīṃ vivicyocyate īdṛśakarmaṇā narakaṃ yāti, īdṛśakarmaṇā nirvāṇaṃ	idAnIm vivicya ucyate IdRSa karmaNA narakam yAti, IdRSa karmaNA nirvANam
   prāpnoti iti | narakapratitasyāpi pravibhāgo 'sti anena karmaṇā	prApnoti iti | naraka pratitasya api praviBAgaH asti anena karmaNA
   sañjīvanarake patiṣyati, anena karmaṇā kālasūtranarake patiṣyati iti |	saQjIva narake patizyati, anena karmaNA kAlasUtra narake patizyati iti |
   atastathāgataḥ saptamabale sthitaḥ sukṣmaṃ karma prajānāti | anye sattvā	atas taTAgataH saptama bale sTitaH sukzmam karma prajAnAti | anye sattvA
   jānanto 'pi na vivecayanti | atastat balamucyate |	jAnantaH api na vivecayanti | atas tat balam ucyate |
   (8) evaṃ tathāgatasya atītakarmaṇāṃ phalajñānaṃ	(8) evam taTAgatasya atIta karmaNAm Pala jQAnam
   pūrvanivāsānusmṛtijñānabalamityucyate | tathāgataḥ sattvānāṃ	pUrva nivAsa anusmRti jQAna balam iti ucyate | taTAgataH sattvAnAm
   pūrvamācaritāṃ pratipadaṃ jñātvā dharmamupadiśati | ataḥ	pUrvam AcaritAm pratipadam jQAtvA Darmam upadiSati | atas 
   pūrvanivāsavyākaraṇe 'sti jñānabalama | tathāgato 'tītaṃ	pUrva nivAsa vyAkaraNe asti jQAna balamaH | taTAgataH atItam
   sarvamupapattisthānaṃ rūpadhātau vā ārupyadhātau vā ityanusmarati | ātmano	sarvam upapatti sTAnam rUpa DAtO vA Arupya DAtO vA iti anusmarati | AtmanaH 
   'pi prajānāti | anyeṣāmapi satvānāṃ prajānāti | ata[stat] balamucyate |	api prajAnAti | anyezAm api satvAnAm prajAnAti | ata[H tat] balam ucyate |
   (9) tathāgato divyena cakṣuṣā paśyati anāgatādhvani tribhavasantānān	(9) taTAgataH divyena cakzuzA paSyati anAgata aDvani tri Bava santAnAn
   trividhāni karmāṇi caturdharmasamādānāni ca jñātvā vyākaroti |	triviDAni karmANi catur Darma samAdAnAni ca jQAtvA vyAkaroti |
   tatrāpratighapratyāyanaṃ balamucyate |	tatra apratiGa pratyAyanam balam ucyate |
   (10) āsravakṣaya[jñāna]balena santānanivṛttiṃ prajānāti | sattvā āyuṣonte	(10) Asrava kzaya[ jQAna ]balena santAna nivRttim prajAnAti | sattvAH Ayuzonte
   kecit sasantānā bhavanti, kecit nivṛttasantānā bhavanti | idaṃ balaṃ	kecid sa santAnAH Bavanti, kecid nivRtta santAnAH Bavanti | idam balam
   sarvasattvagāmisthānamārgabalaṃ bhavati | sāmānyato nirvāṇamārga ityucyate	sarva sattva gAmi sTAna mArga balam Bavati | sAmAnyatas nirvANa mArgaH iti ucyate
   | asya balasya savistaravibhāgo vakṣyate | tathāgataḥ	| asya balasya sa vistara viBAgaH vakzyate | taTAgataH
   saṃkleśavyavadānahetordaśabalasamanvāgataḥ | navabalalābhitvāt	saMkleSa vyavadAna hetoH daSa bala samanvAgataH | nava bala lABi tvAt 
   jñānasamanvitaḥ | daśamabalalābhitvāt prahāṇasamanvitaḥ |	jQAna samanvitaH | daSama bala lABi tvAt prahANa samanvitaH |
   jñānaprahāṇasampannatvāt bhagavān devamanuṣyairabhivandyaḥ |	jQAna prahANa sampanna tvAt BagavAn deva manuzyEH aBivandyaH |
   daśabalavargo dvitīyaḥ |	daSa bala vargaH dvitIyaH |
   (SSS_11)	(H SS_11)
   3 caturvaiśāradyavargaḥ	3 catur vESAradya vargaH
   tathāgataścaturvaiśāradyasamanvitatvāccābhivandyaḥ |	taTAgataH catur vESAradya samanvita tvAt ca aBivandyaH |
   tathāgatapratilabdhāni catvāri vaiśāradyāni 	taTAgata pratilabDAni catvAri vESAradyAni 
   sarva[dharmā]bhisambodhi[vaiśāradyam], sarvāsravakṣaya [jñānavaiśāradyaṃ],	sarva [Darma a]BisamboDi[ vESAradyam], sarva asravakzayaH [jQAna vESAradyaM],
   mārgāntarāyikavyākaraṇa [vaiśāradyaṃ],	mArga antarAyika vyAkaraNa [vESAradyaM],
   duḥkhanairyāṇikapratipa[dvaiśāradyam] | eṣu caturṣu yadi kaścidāgatya	duHKa nEryANika pratipa[t vESAradyam] | ezu caturzu yadi kaScid Agatya
   yathā dharmaṃ codayet | tatrāhaṃ vaiśādya[prāpta] iti |	yaTA Darmam codayet | tatra aham vESAdya[ prApta] iti |
   ādyaṃ vaiśāradyaṃ sarva[dharmā]bhisambodhiḥ navabalātmakam |	Adyam vESAradyam sarva [Darma a]BisamboDiH nava bala Atmakam |
   dvitīyamāsravakṣayo daśamabalameva | kṣayajñānasampannatvāt tathāgata	dvitIyam Asrava kzayaH daSama balam eva | kzaya jQAna sampanna tvAt taTAgata
   ātmaguṇasampannaḥ | antye dve vaiśāradye parasampadaṃ kurutaḥ | tathāgato	Atma guNa sampannaH | antye dve vESAradye para sampadam kurutaH | taTAgataH 
   vyākaroti āntarāyikamāntarāyikamārgadharmān yadutākuśalaṃ sāsravaṃ	vyAkaroti AntarAyikam AntarAyika mArga DarmAn yat uta akuSalam sa Asravam
   kuśalañca | vimuktyantarāyatvāt āntarāyikadharma ityucyate |	kuSalaQca | vimukti antarAya tvAt AntarAyika DarmaH iti ucyate |
   antarāyavisaṃyogitayā nairyāṇikapratipadityucyate |	antarAya vi saMyogi tayA nEryANika pratipad iti ucyate |
   (pṛ) nanu bhavaduktarītyā balānyeva vaiśādyāni | ataḥ ko bhedo	(pR) nanu Bavat ukta rItyA balAni eva vESAdyAni | atas kaH BedaH 
   balavaiśāradyayoḥ | (u) abhisambodhirbalaṃ bhavati | tena balenopādeyaṃ	bala vESAradyayoH | (u) aBisamboDiH balam Bavati | tena balena upAdeyam
   vaiśāradyamityākhyāyate | kecinmūḍhā nirapatrapā bahūpādadate |	vESAradyam iti AKyAyate | kecid mUXAH nirapatrapAH bahu upAdadate |
   tathāgatasyopādānantu prajñāsambhūtam | abhisambudhya parebhyo	taTAgatasya upAdAnantu prajQA samBUtam | aBisambuDya pareByaH 
   'bhayaprāpta iti vaiśāradyam | kasmāt | satyapyabhisambodhe [parebhyaḥ]	aBaya prAptaH iti vESAradyam | kasmAt | sati api aBisamboDe [pareByaH]
   paritrāsasambhavāt | abhisambodho balātmakaḥ | tadabhisambodhavyākaraṇaṃ	paritrAsa samBavAt | aBisamboDaH bala AtmakaH | tad aBisamboDa vyAkaraNam
   vaiśāradyamityākhyāyate | kasmāt | keṣāñcitpuruṣāṇāṃ jñāne satyapi	vESAradyam iti AKyAyate | kasmAt | kezAQcid puruzANAm jQAne sati api
   vyākaraṇakauśalābhāvāt parapuruṣāṇāṃ vijayo vaiśāradyam | kasmāt | satyapi	vyAkaraNa kOSala aBAvAt para puruzANAm vijayaH vESAradyam | kasmAt | sati api
   jñāne keṣāñcit paravijayāsambhavāt | akṣīṇo 'bhisambodho balam | akṣīṇaṃ	jQAne kezAQcid para vijayA samBavAt | akzINaH aBisamboDaH balam | akzINam
   pratibhānaṃ vaiśāradyam | atha punarbhavagativyākaraṇaṃ balam | vyākaraṇe	pratiBAnam vESAradyam | aTa punarBava gati vyAkaraNam balam | vyAkaraNe
   vaśitā vaiśāradyam | heturbalam | phalaṃ vaiśāradyam |	vaSitAH vESAradyam | hetuH balam | Palam vESAradyam |
   abhisambodhādvaiśāradyasambhavāt | ya ājanma paritrastaḥ sa paścāt kiñcit	aBisamboDAt vESAradya samBavAt | yaH Ajanma paritrastaH sa paScAt kiQcid 
   jñānaṃ labdhvā viśārado bhavati | kiṃ punarbhagavān sudūrakālāt	jQAnam labDvA viSAradaH Bavati | kim punar BagavAn su dUra kAlAt 
   mahodāracittaḥ sarvākārābhisambodhiñca labdhvā bibheṣyati | kaścit	mahodAra cittaH sarva AkAra aBisamboDiQca labDvA biBezyati | kaScid 
   paravijayāśaktatvāt sabhītiko bhavati | tatra na kaścidasti yaṃ tathāgato	para vijaya aSakta tvAt sa BItikaH Bavati | tatra na kaScid asti yam taTAgataH 
   na vijitavān | ato viśāradaḥ |	na vijitavAn | atas viSAradaH |
   (SSS_12)	(H SS_12)
   yo vādī vacanakuśalaḥ arthakuśalaśca sa viśāradaḥ | tathāgata evāyam |	yaH vAdI vacana kuSalaH arTa kuSalaH ca sa viSAradaH | taTAgataH eva ayam |
   sarvajñatālābhāt arthakuśalaḥ | apratighapratibhānalābhāt vacanakuśalaḥ |	sarvajQa tA lABAt arTa kuSalaH | apratiGa pratiBAna lABAt vacana kuSalaH |
   kecitpunarvastuṣu [jñāna]balavihīnāḥ santaḥ sañjātabhītikā bhavanti |	kecid punarvastuzu [jQAna]bala vihInAH santaH saQjAta BItikAH Bavanti |
   tathāgatastu sarvajñānalābhitvāt sarvavastuṣu na balavihīnaḥ, sarvasūtrāṇi	taTAgataH tu sarva jQAna lABi tvAt sarva vastuzu na bala vihInaH, sarva sUtrANi
   sarvaśāstrāṇi ca pratividhya praśnavisarjanaṃ paridīpayatīti viśāradaḥ |	sarva SAstrANi ca prativiDya praSna visarjanam paridIpayati iti viSAradaH |
   kecitpunaḥ kule gotre rūpe śīlabāhuśrutyajñānādiṣu vā vikalā ityataḥ	kecid punar kule gotre rUpe SIla bAhu Sruti ajQAna Adizu vA vikalAH iti atas 
   sāvadyaṃ śāstramadhigacchanti | tathāgatastu tatra sarvatrāvikalaḥ | ato	sAvadyam SAstram aDigacCanti | taTAgataH tu tatra sarvatra avikalaH | atas 
   viśāradaḥ |	viSAradaH |
   yo yathābhūtadharmavādī sa na kampyaḥ | sa ca tathāgata eva | yathāvocat	yaH yaTABUta Darma vAdI sa na kampyaH | sa ca taTAgataH eva | yaTA avocat 
   asurabrāhmaṇo bhagavantam  yathābhūtadharmavādī durjayo duṣprakampaḥ |	asura brAhmaNaH Bagavantam yaTABUta Darma vAdI durjayaH duzprakampaH |
   tathaivānulomamārgavādī tarkavādī sahetuvādī ca | iti | yaḥ	taTA eva anuloma mArga vAdI tarka vAdI sa hetu vAdI ca | iti | yaH
   punaścaturbhirvāda dharmaiḥ samanvitaḥ so 'pi durjayaḥ duṣprakampaḥ |	punar caturBiH vAda DarmEH samanvitaH saH api durjayaH duzprakampaH |
   [catvāro vādadharmā yaduta] samyak pratijñāpratiṣṭhāpanam,	[catvAraH vAdaDarmA yat uta] samyak pratijQA pratizWApanam,
   hetvahetūpādānam, dṛṣṭāntopādānam vādadharmapratiṣṭhāpanamiti | tathāgata	hetu ahetu upAdAnam, dRzwAnta upAdAnam vAda Darma pratizWApanam iti | taTAgata
   ebhiścaturbhiḥ sampannaḥ | devamanuṣyā api taṃ na jetuṃ śaknuvanti ityato	eBiH caturBiH sampannaH | deva manuzyAH api tam na jetum Saknuvanti iti atas 
   viśāradaḥ | yaśca kalyāṇamitramanupasevya vādaṃ karoti sa sukampaḥ |	viSAradaH | yaH ca kalyANa mitram anupasevya vAdam karoti sa sukampaH |
   tathāgatastu dīpaṅkarādiṣu apramāṇabuddheṣu pūrvamevābhyastavādadharmā	taTAgataH tu dIpaFkara Adizu apramANa budDezu pUrvam eva aByastavAda DarmA
   ityato na prakampyaḥ | bhagavānupadiśati satyadvayaṃ yaduta lokasatyaṃ	iti atas na prakampyaH | BagavAn upadiSati satya dvayam yat uta loka satyam
   paramārthasatyamiti | ataḥ prājño na kampayituṃ śakyaḥ | prākṛtairajñaiśca	parama arTa satyam iti | atas prAjQaH na kampayitum SakyaH | prAkRtEH ajQEH ca
   saha na vivadate | tathāgataśca lokena saha na vivadate | loke 'sti	saha na vivadate | taTAgataH ca lokena saha na vivadate | loke asti
   tathāgataḥ [paraṃ maraṇāt] iti vadati | bhagavānapi vadati astīti |	taTAgataH [param maraNAt] iti vadati | BagavAn api vadati asti iti |
   nāstīti vadati loke nāstīti vadati | ato nāsti vivādaḥ | tena saha	na asti iti vadati loke na asti iti vadati | atas na asti vivAdaH | tena saha
   vivādābhāvāt aprakampyaḥ |	vivAda aBAvAt aprakampyaH |
   śāstraṃ puna dvividhaṃ tattvaśāstraṃ śaṭhaśāstram iti | tīrthikānāṃ	SAstram puna dviviDam tattva SAstram SaWa SAstram iti | tIrTikAnAm
   bhūyasā śaṭhaśāstram | tathāgatasya tu tattvaśāstram | ato 'pi na	BUyasA SaWa SAstram | taTAgatasya tu tattva SAstram | atas api na
   prakampyaḥ | jinaśāsane sucaritapariśuddhatvāt upadeśo 'pi pariśuddhaḥ |	prakampyaH | jina SAsane su carita pariSudDa tvAt upadeSaH api pariSudDaH |
   sucaritapariśuddhirnāma duḥkhahetukṣayaḥ | tīrthikānāṃ śāstrāṇi	sucarita pariSudDiH nAma duHKa hetu kzayaH | tIrTikAnAm SAstrANi
   sahetvābhāsāni na sahetukāni iti na vijayasamarthāni bhavanti | bhagavataḥ	sa hetvABAsAni na sa hetukAni iti na vijaya samarTAni Bavanti | BagavataH
   sūtrāṇi pariśuddhapravacanārthagatikāni tattvalakṣaṇāvilomakāni na	sUtrANi pariSudDa pravacana arTa gatikAni tattva lakzaNa avilomakAni na
   tīrthikīyasamānāni | bhagavadupadiṣṭo (SSS_13) mārgo na	tIrTikIya samAnAni | Bagavat upadizwaH (H SS_13) mArgaH na
   yathārutagrahaṇarthaḥ | api tu ādhyātmikajñānacittakaḥ | yathoktaṃ sūtre 	yaTA aruta grahaNarTaH | api tu ADyAtmika jQAna cittakaH | yaToktam sUtre 
   bhagavān bhikṣūnāmantyāha mā bhikṣavo mama vacanādhimuktikā bhavata |	BagavAn BikzUnAmantyAha mA BikzavaH mama vacana aDimuktikAH BavataH |
   kintu bhavadbhirādhyātmikajñānasya kāyena sākṣātkāribhirbhavitavyam | iti	kintu BavadBiH ADyAtmika jQAnasya kAyena sAkzAtkAriBiH Bavitavyam | iti
   | kiñcāha  aśaṭhā yūyamāgacchata | prātarvo dharmaṃ bhāṣamāṇe mayi sāyaṃ	| kiQca aha aSaWAH yUyam AgacCata | prAtar vaH Darmam BAzamANe mayi sAyam
   mārga labhedhvam | sāyaṃ dharmaṃ bhāṣamāṇe prātarmārgaṃ labhedhvam | iti |	mArga laBeDvam | sAyam Darmam BAzamANe prAtar mArgam laBeDvam | iti |
   yaḥ kaśmiṃściddharme 'prabuddhaḥ sa [tūṣṇī]tiṣṭhet | na pravacanaṃ kuryāt	yaH kaSmiMScid Darme aprabudDaH saH [tUzNI]tizWet | na pravacanam kuryAt 
   | yatkiñcitpravadannapi avaśyaṃ prakampyaḥ | tathāgatastu nāprabuddha iti	| yat kiQcit pravadan= api avaSyam prakampyaH | taTAgataH tu na aprabudDaH iti
   vaiśāradyasamarthaḥ | kiñca tathāgataḥ pratilabdhāpratighābhisambodhaḥ |	vESAradya samarTaH | kiQca taTAgataH pratilabDa apratiGa aBisamboDaH |
   na sarvadharmeṣvapratibuddha iti viśāradaḥ | alpajñā na jānanti	na sarva Darmezu apratibudDaH iti viSAradaH | alpa jQAH na jAnanti
   mahāpuruṣāṇāṃ yadadhigatam | mahāpuruṣāstu jānanti alpajñānāmadhigatam |	mahApuruzANAm yat aDigatam | mahApuruzAH tu jAnanti alpa jQAnAm aDigatam |
   bhagavān sattvānāmuttamo mahān iti alpajñānāṃ śāstraṃ jānāti | ato	BagavAn sattvAnAm uttamaH mahAn iti alpa jQAnAm SAstram jAnAti | atas 
   viśāradaḥ | tīrthikānāṃ śāstraṃ yāṃ kāñcit dṛṣṭimupādāya pravṛttam |	viSAradaH | tIrTikAnAm SAstram yAm kAQcid dRzwim upAdAya pravRttam |
   bhagavāṃstu prajānāti dṛṣṭiriyaṃ pratītya samutpanneti | tatsamudayaṃ	BagavAn= tu prajAnAti dRzwiH iyam pratItya samutpannA iti | tat samudayam
   prajānāti, nirodhaṃ prajānāti, āsvādaṃ prajānāti, ādīnavaṃ prajānāti,	prajAnAti, niroDam prajAnAti, AsvAdam prajAnAti, AdInavam prajAnAti,
   nairyāṇikañca prajānāti | tīrthikādayo na kṣayajñānasamarthā iti [mitho]	nEryANikaQca prajAnAti | tIrTika AdayaH na kzaya jQAna samarTAH iti [miTo]
   vivadante | tathāgatastu sarvākārajñaḥ sarvadharmajñaḥ sarvaparaśāstrāṇāṃ	vivadante | taTAgataH tu sarva AkAra jQaH sarva Darma jQaH sarva para SAstrANAm
   dārako na paraśāstrairdāryo bhavati | ato viśāradaḥ | ityādayaḥ pratyayā	dArakaH na para SAstrEH dAryaH Bavati | atas viSAradaH | ityAdayaH pratyayA
   balavaiśāradyapravibhāgārthā bhavanti |	bala vESAradya praviBAga arTAH Bavanti |
   (pṛ) tathāgataḥ sarvadharmeṣu viśāradaḥ | kasmāducyante | catvāryeva	(pR) taTAgataH sarva Darmezu viSAradaH | kasmAt ucyante | catvAri eva
   vaiśāradyāni | (u)yānyuktāni tāni sarvavaiśāradyānāṃ sāmānyavacanāni |	vESAradyAni | (u)yAni uktAni tAni sarva vESAradyAnAm sAmAnya vacanAni |
   kasmāt | ādyaṃ vaiśāradyadvayamātmanaḥ kṣayajñānābhidhāyakam |	kasmAt | Adyam vESAradya dvayam AtmanaH kzaya jQAna aBiDAyakam |
   antimadvayaṃ parasya mārgāntarāyikadharmābhidhāyakam |	antima dvayam parasya mArga antarAyika Darma aBiDAyakam |
   duḥkhakṣayamārgābhidhāyakaṃ [sat]kṣayajñānamityucyate | sa śrāvakaḥ śāstā	duHKa kzaya mArga aBiDAyakam [sat] kzaya jQAnam iti ucyate | sa SrAvakaH SAstA
   kṣayajñānasampanna ityataḥ sarvāṇi vaiśāradyāni sāmānyata uktāni |	kzaya jQAna sampannaH iti atas sarvANi vESAradyAni sAmAnyatas uktAni |
   (pṛ) sattvāḥ kasmāt saṃśerate tathāgato 'sarvajñaḥ puruṣa iti | (u)	(pR) sattvAH kasmAt saMSerate taTAgataH asarva jQaH puruzaH iti | (u)
   bhagavatoktaṃ vacanaṃ kadācidasarvajña[vacana]kalpamasti | tadyathā	BagavatA uktam vacanam kadAcid asarvajQa[ vacana] kalpam asti | tat yaTA
   bhagavān pratyāha  kuto yūyamāgacchatha ityādi | yathoktaṃ sūtre  yaḥ	BagavAn pratyAha kutas yUyam AgacCaTaH ityAdi | yaToktam sUtre yaH
   kaścit nagaraṃ praviśya tannāma nāgarikān pṛcchati | nāhaṃ vadāmi taṃ	kaScid nagaram praviSya tat nAma nAgarikAn pRcCati | na aham vadAmi tam
   sarvajñam iti | śrotāsya sūtrasya saṃśete tathāgato 'sarvajñaḥ puruṣa iti	sarvajQam iti | SrotA asya sUtrasya saMSete taTAgataH asarva jQaH puruzaH iti
   | bhagavadvacanaṃ sarāgavacanakalpamasti | yathoktaṃ sūtre  bhagavānāha	| Bagavat vacanam sa rAga vacana kalpam asti | yaToktam sUtre BagavAn Aha
