   <B1> śrīḥ /	<B1> SrIH /
   kārakaśruterekapadopāttatvarūpapadaśrutyapekṣayā balīyastvācca, phalānvaye	kAraka-SruteH-eka-pada-upAtta-tva-rUpa-pada-Sruti-apekzayA balIyaH-tvAt-ca, Pala-anvaye
   padaśruterapyabhāvācca /	pada-SruteH-api-aBAvAt-ca /
   ataeva yāgādidhātvarthaḥ somādyartha eva /	ataeva yAga-Adi-DAtu-arTaH soma-Adi-arTaH eva /
   naca tadarthatve adṛṣṭakalpanā; agnihotrahomena dadhiniṣṭhakaraṇatā	na-ca tad-arTa-tve adRzwa-kalpanA; agni-hotra-homena daDi-nizWa-karaNa-tA
   sampādanavadyāgenādṛṣṭamantareṇaiva somaniṣṭhakaraṇatāsampādanena yāgasya	sampAdanavat-yAgena-adRzwam-antareNa-eva soma-nizWa-karaNatA-sampAdanena yAgasya
   somāṅgatvopapatteriti prāpte, ---------- padaśrutyā yāgasyaiva	soma-aFga-tva-upapatteH-iti prApte, --------- pada-SrutyAH yAgasya-eva
   phalakaraṇatvam /	Pala-karaNa-tvam /
   yadyapi ca phalānvaye na sā; tathāpi prāthamikabhāvanānvaye yasya yat	yadi-api ca Pala-anvaye na sA; taTA-api prATamika-BAvanA-anvaye yasya yat-
   pramāṇaṃ tadgatabalavattvasya tasyāmavasthāyāmakiñcitkaratve 'pi	pramANam tad-gata-balavat-tvasya tasyAm-avasTAyAm-akiQcitkara-tve api
   pārṣṭhikaphalānvaye tasya nirṇāyakatvāt /	pArzWika-Pala-anvaye tasya nirNAyaka-tvAt /
   ataśca prāthamikabhāvanānvaye vidyamānā padaśrutiḥ phalānvaye nirmāyikā /	atas-ca prATamika-BAvanA-anvaye vidyamAnA pada-SrutiH Pala-anvaye nirmAyikAH /
   na ca tasyāḥ kārakaśrutyapekṣayā daurbalyam; lākṣaṇikatve 'pi	na ca tasyAH kAraka-Sruti-apekzayA dOrbalyam; lAkzaNika-tve api
   yāgakaraṇatvasya somakaraṇatvānvayāt prāgbhāvanāyāmanvitatvena	yAga-karaNa-tvasya soma-karaNatva-anvayAt prAgBAvanAyAm-anvita-tvena
   tadanvayasya prāthamyāt, anyathā tiṅantapadasya paripūrṇatvābhāvena	tad-anvayasya prATamyAt, anyaTA tiFantapadasya paripUrNa-tva-aBAvena
   tadupasthāpitabhāvanāyāṃ somasyāpyanvayānupapatteḥ /	tad-upasTApita-BAvanAyAm somasya-api-anvaya-anupapatteH /
   paripūrṇaṃ padaṃ padāntareṇānvetīti nyāyāt /	paripUrNam padam pada-antareNa-anveti-iti nyAyAt /
   na ca prathamāvagatasyāpi kalpyasya auttarakālikena bādhaḥ,	na ca praTama-avagatasya-api kalpyasya OttarakAlikena bADaH,
   upajīvyatvāditi yāgaḥ phalasādhanaṃ somo yāgārtha iti siddham /	upajIvya-tvAt-iti yAgaH Pala-sADanam somaH yAga-arTaH iti sidDam /
   prayojanaṃ somāpacāre na pratinidhyupādānaṃ pūrvapakṣe, siddhānte tu tat	prayojanam soma-apacAre na pratiniDi-upAdAnam pUrva-pakze, sidDAnte tu tat-
   nanu -------- idaṃ dhātvarthātiriktabhāvanāsattve bhavet, na tu tasyāṃ	nanu ------- idam DAtu-arTa-atirikta-BAvanA-sattve Bavet, na tu tasyAm
   pramāṇamasti; dhātūnāmeva vikḷttyādiphala iva tatprayojakavyāpāramātre	pramANam-asti; DAtUnAm-eva vik?tti-Adi-PalaH iva tad-prayojaka-vyApAra-mAtre
   phūtkārādau yatnādau ca śaktatvāt, ato yatnādirūpabhāvanāyā api	PUtkAra-AdO yatna-AdO ca Sakta-tvAt, atas yatna-Adi-rUpa-BAvanAyAH api
   dhātuvācyatvāddhātvarthe eva kriyārūpe sakalakārakānvayo na tu yāgasya	DAtu-vAcya-tvAt-DAtu-arTe eva kriyA-rUpe sakala-kAraka-anvayaH na tu yAgasya
   padaśrutyā phalakaraṇatvamiti ---------cet, pacati, pākaṃ karoti pāke	pada-SrutyA Pala-karaNa-tvam-iti ---------cet, pacati, pAkam karoti pAke
   yatata iti pākāt pṛthak vivriyamāṇayatnādeḥ pacyarthatvānupapatteḥ /	yatataH iti pAkAt pRTak vivriyamANa-yatna-AdeH pacyarTa-tva-anupapatteH /
   na ca ghañantapākaśabdasya phala eva śaktatvāt pṛthak vivaraṇopapattiḥ;	na ca GaQanta-pAka-Sabdasya PalaH eva Sakta-tvAt pRTak vivaraNa-upapattiH;
   vyāpāravigame 'pi phaladaśāyāṃ pāko vidyate iti prayogāpattestasyāpi	vyApAra-vigame api PaladaSAyAm pAkaH vidyate iti prayoga-ApatteH-tasya-api
   vyāpāravācitvāvaśyambhāvāt /	vyApAra-vAci-tva-avaSyam-BAvAt /
   ato bhāsamāno yatnādistiṅvācya eva /	atas BAsamAnaH yatna-AdiH-tiFvAcyaH eva /
   ataeva dhātuvācyamapi sākṣāt	ataeva DAtu-vAcyam-api sAkzAt-
   phalajanakaphūtkārādivyāpāravṛttipākatvādikameva /	Pala-janaka-PUtkAra-Adi-vyApAra-vRtti-pAka-tva-Adikam-eva /
   tacca jātiskhaṇḍopādhirvaityanyadetat /	tat-ca jAti-sKaNxa-upADiH-vEti-anyat-etat /
   tajjanakayatnādikantu ākhyātavācyameva /	tat-janakayatna-Adikantu AKyAta-vAcyam-eva /
   tatra śaktatāvacchedakantu karotivivrīyamāṇatiptvādikaṃ, lāghavāt	tatra Sakta-tAvat-Cedakantu karoti-vivrIyamANa-tiptvA-AdikaM, lAGavAt-
   tiptvādikameva vā, na tu sthānilatvam, tadupasthāpakādeśaviśeṣāṇāṃ	tiptvA-Adikam-eva vA, na tu sTAnila-tvam, tad-upasTApakA-deSa-viSezANAm
   padajñānaniṣṭhakāraṇatāvacchedakakoṭau praveśe	pada-jQAna-nizWa-kAraNa-tAvacCedaka-kowO praveSe
   gurubhūtakāraṇatāvacchedakaghaṭitānantakāryyakāraṇabhāvakalpanāpatteḥ /	guru-BUta-kAraNa-tAvacCedaka-Gawita-ananta-kAryya-kAraNa-BAva-kalpanA-patteH /
   apraveśe yathākathañcidupasthitalakārādapi bhāvanopasthityāpatteḥ //	apraveSe yaTA-kaTaQcit-upasTita-lakArAt-api BAvanA-upasTiti-ApatteH //
   śakyatāvacchedakantu phaloddeśyakadhātvarthātiriktavyāpāratvam /	Sakya-tA-avacCedakantu Pala-uddeSyaka-DAtu-arTa-atirikta-vyApAra-tvam /
   phalañca kvaciddhātvarthaḥ kvacicca svargādīti yathāvivakṣam /	PalaQca kvacid-DAtu-arTaH kvacid-ca svarga-Adi-iti yaTA-vivakzam /
   evañca ratho gacchatītyādau na lakṣaṇā,	evaQca raTaH gacCati-ityAdO na lakzaNA,
   gamanānukūlavyāpārasyaivākhyātārthatvāt iti pārthasārathiḥ /	gamana-anukUla-vyApArasya-eva-AKyAta-arTa-tvAt iti pArTa-sAraTiH /
   vastutastu ---------- yatnatvameva śakyatāvacchedakam; lāghavāt, tadbādhe	vastutas-tu --------- yatna-tvam-eva Sakya-tA-avacCeda-kam; lAGavAt, tad-bADe
   tu sarvatrāśrayatve lakṣaṇā /	tu sarvatra-ASraya-tve lakzaNA /
   yatnasyaiva cākhyātopāttasya nityaṃ karmasākāṅkṣatvaṃ,	yatnasya-eva ca-AKyAta-upAttasya nityam karma-sAkAFkza-tvaM,
   karotiparyāyatvādekakarmakatvaṃ, phalabhavanānukūlatvāccār''thabhāvanātvaṃ	karoti-paryAya-tvAt-eka-karmaka-tvaM, Pala-Bavana-anukUla-tvAt-cAraaTa-BAvanA-tvam
   draṣṭavyam /	drazwavyam /
   iyaṃ cākhyātopāttā bhāvanaiva mukhyaviśeṣyā;	iyam ca-AKyAta-upAttAH BAvanA-eva muKya-viSezyA;
   tadvyatirekeṇetarapadārthānvayāparyavasānāt /	tad-vyatirekeNa-itara-padArTa-anvaya-aparyavasAnAt /
   tasyāmeva cākhyātopāttāyāṃ ktvāpratyayādyupāttāyāṃ vā yogyatādyanusāreṇa	tasyAm-eva ca-AKyAta-upAttAyAm ktvA-apratyaya-Adi-upAttAyAm vA yogyatA-Adi-anusAreNa
   nipātopasargaprātipadikātiriktaśabdagamyo yaḥ	nipAta-upasarga-prAtipadikA-atirikta-Sabda-gamyaH yaH
   subupāttaliṅgasaṅkhyāvyatiriktor'thastasya sarvasyāpi prakāratayā anvayaḥ,	subupAtta-liFga-saFKyA-vyatiriktor-aTaH-tasya sarvasya-api prakAratayA anvayaH,
   nipātopasargayostu kriyāsamabhivyāhārādau sati tayānvayo	nipAta-upasargayoH-tu kriyA-samaBivyAhAra-AdO sati tayA-anvayaH-
   'nyasamabhivyāhārādāvanyenāpi /	anya-samaBivyAhAra-AdO=-anyena-api /
   prātipadikārtho 'pi subarthe karaṇatvādau /	prAtipadikA-arTaH api subarTe karaNa-tva-AdO /
   taddhitasamāsādisakhaṇḍaprātipadikāvayavārthānāṃ tu yatra	tad-hita-samAsa-Adi-sa-KaNxa-prAtipadikA-avayava-arTAnAm tu yatra
   kārakatāsaṃbandhena taddhitasamāsādivṛttiryathā āgneya ityādau,	kAraka-tA-saMbanDena tad-hita-samAsa-Adi-vRttiH-yaTA AgneyaH iti-AdO,
   tatrāgnerdevatātvādbhāvanāyāmevānvayo na tu taddhitopātte dravye /	tatra-agneH-devatA-tvAt-BAvanAyAm-eva-anvayaH na tu tad-hita-upAtte dravye /
   sa tu pārṣṭhika eva /	sa tu pArzWikaH eva /
   yatra tu kārakatātiriktasaṃbandhena sā --------- tatra parasparānvayo 'pi,	yatra tu kAraka-tA-atirikta-saMbanDena sA -------- tatra paraspara-anvayaH api,
   yathāśvābhidhānīmityādau /	yaTA-aSva-aBiDAnIm-ityAdO /
   evaṃ subupāttaliṅgasaṅkhyayoḥ samānābhidhānaśrutyā subarthe	evam subupAtta-liFga-saFKyayoH samAna-aBiDAna-SrutyA su-barTe
   karaṇatvādāvevānvayaḥ, tadvyatiriktapadārthamātrasya tu	karaNa-tva-AdO=-eva-anvayaH, tad-vyatirikta-padArTa-mAtrasya tu
   subarthakaraṇatvāderdhātvarthasya ca sarvasyaiva	su-barTa-karaNa-tva-AdeH-DAtu-arTasya ca sarvasya-eva
   liṅgānanvayibhāvanāvācipadopasthāpyāyāṃ bhāvanāyāmevānvayaḥ /	liFgAn-anvayi-BAvanA-vAci-pada-upasTApyAyAm BAvanAyAm-eva-anvayaH /
   ataeva bhāvanādipadopasthāpitāyāṃ tasyāṃ nānvayaḥ /	ataeva BAvanA-Adi-pada-upasTApitAyAm tasyAm na-anvayaH /
   ākhyātena ktvādinā vopasthitāyāntu bhavatyevānvayaḥ prakāratayā /	AKyAtena ktu-A-AdinA vA-upasTita-AyAntu Bavati-eva-anvayaH prakAratayA /
   prakāratāghaṭakāḥ saṃbandhāśca sarve yathāyathaṃ	prakAra-tA-GawakAH saMbanDAH-ca sarve yaTAyaTam
   pārṣṭhikānvayabodhavelāyāmavagamyamānāḥ kaustubha eva draṣṭavyāḥ /	pArzWikA-anvaya-boDa-velAyAm-avagamyamAnAH kOstuBaH eva drazwavyAH /
   tasmāt siddhamākhyātavācyā ārthībhāvanā, tasyāśca svargādi bhāvyam,	tasmAt sidDam-AKyAta-vAcyAH ArTI-BAvanA, tasyAH-ca svarga-Adi BAvyam,
   dhātvarthaśca karaṇam, somādikaṃ tu karaṇānugrāhakatvāditikartavyateti //	DAtvarTaH-ca karaNam, soma-Adikam tu karaNa-anugrAhaka-tvAt-itikartavyatA-iti //
   iti dvitīyaṃ bhāvārthādhikaraṇam /	iti dvitIyam BAva-arTa-aDikaraNam /
   -------------- <B2> (kārakaśrutibalīyastvena śabdagatapratyāsattibādhenāpi	------------- <B2> (kAraka-Sruti-balIyaH-tvena Sabda-gata-pratyAsatti-bADena-api
   upapadārthasyaiva karaṇatvamiti pūrvapakṣopapādanam) evamanirṇaye prāpte	upapadArTasya-eva karaNa-tvam-iti pUrva-pakza-upapAdanam) evam-anirNaye prApte
   bhāvārthādhikaraṇaṃ pravartayati -------- evamiti //	BAva-arTa-aDikaraNam pravartayati ------- evam-iti //
   sādhyasya yāgasya sādhyāntareṇākāṅkṣābhāve saṃbandhānupapatterākāṅkṣitaṃ	sADyasya yAgasya sADya-antareNa-AkAFkza-aBAve saMbanDa-anupapatteH-AkAFkzitam
   siddhamevānvetuṃ yogyamiti yogyatārūpaliṅgāt somādereva karaṇatvaṃ	sidDam-eva-anvetum yogyam-iti yogya-tA-rUpa-liFgAt soma-AdeH-eva karaNa-tvam
   sādhayati --------- somādereveti //	sADayati -------- soma-AdeH-eva-iti //
   naca --------- śabdagatapratyāsattyā kathañciddhātvarthasyaiva	na-ca -------- Sabda-gata-pratyAsattyA kaTaQcid-DAtu-arTasya-eva
   svakārakībhūtadravyadevatāsaṃpādanena siddhatāmāpādya karaṇatvenāstu	sva-kArakIBUta-dravya-devatA-saMpAdanena sidDa-tAm-ApAdya karaNa-tvena-astu
   saṃbandha ityata āha -------- tṛtīyāyā iti // .//	saMbanDaH iti-atas Aha ------- tRtIyAyAH iti // .//
   prāthamikabhāvanāsaṃbandhastāvat balīyasyā kārakaśrutyā somāderevāpadyata	prATamika-BAvanA-saMbanDaH-tAvat balIyasyA kAraka-SrutyA soma-AdeH-eva-apadyata
   iti durbalapadaśrutyavagatatvena yāgasya naiva karaṇatvenānvayaḥ,	iti durbala-pada-Sruti-avagata-tvena yAgasya na-eva karaNa-tvena-anvayaH,
   pārṣṭikānvayavelāyāntu phalapadāpekṣayā ubhayorapi padāntaropāttatvāviśeṣe	pArzwika-anvaya-velAyAn-tu Pala-pada-apekzayA uBayoH-api pada-antara-upAtta-tva-aviSeze
   'pi liṅgabādhe pramāṇābhāva ityarthaḥ /	api liFga-bADe pramANa-aBAvaH iti-arTaH /
   ataśca yathaiva yāgaḥ svargakāmādhikaraṇanyāyena bhāvyatvāt	atas-ca yaTA-eva yAgaH svarga-kAma-aDikaraNa-nyAyena BAvya-tvAt-
   pracyāvitastathaiva karaṇatvādapīti padaśrutyetikartavyatāṃśe nipatan	pracyAvitaH-taTA-eva karaNa-tvAt-api-iti pada-SrutyA-iti-kartavyatA-aMSe nipatan
   bhāvanayā saṃbadhyate /	BAvanayA saMbaDyate /
   pārṣṭhikabodhe ca somārthatvaṃ yāgasyetyāha ------- ataeveti //	pArzWika-boDe ca soma-arTa-tvam yAgasya-iti-Aha ------ ataeva-iti //
   (yāgasya somārthatve 'dṛṣṭakalpanānirāsena pūrvapakṣopasaṃhāraḥ) nanu	(yAgasya soma-arTa-tve adRzwa-kalpanA-nirAsena pUrva-pakza-upasaMhAraH) nanu
   ----------- yāgena some dṛṣṭopakārāsaṃbhavādadṛṣṭakalpanāpattirityāśaṅkya	---------- yAgena some dRzwa-upakAra-asaMBavAt-adRzwa-kalpanA-ApattiH-iti-ASaFkya
   pariharati ---------naceti //	pariharati ---------nacA-iti //
   nahi yāgasya somasaṃskārakatvena somārthatvam, kintu somādessarvadā	na-hi yAgasya soma-saMskAraka-tvena soma-arTa-tvam, kintu soma-AdeH-sarvadA
   sattvena phalotpattyāpattervidhivaiyarthyaparihārāyā'śrayavidhayā	sattvena Pala-utpatti-ApatteH-viDi-vEyarTya-parihArAya-AaSraya-viDayA
   tadarthatvakalpanāt guṇaniṣṭhakaraṇatānirvāhakatvena	tad-arTa-tva-kalpanAt guNa-nizWa-karaNa-tA-nirvAhaka-tvena
   dṛṣṭārthatvopapattirityarthaḥ //	dRzwa-arTa-tva-upapattiH-iti-arTaH //
   (padaśrutyā kalpyasyāpyupajīvyatvenābādhena ca bhayamato dhātvarthasyaiva	(pada-SrutyA kalpyasya-api-upajIvya-tvena-AbADena ca Bayam-atas DAtu-arTasya-eva
   karaṇatvamiti somādīnāṃ tadaṅgatayaivopayogena sākṣādbhāvanāyāmanvaya iti	karaNa-tvam-iti soma-AdInAm tad-aFga-tayA-eva-upayogena sAkzAt-BAvanAyAm-anvayaH iti
   somāpacāre pratinidhisaṃpādanarūpaprayojanasiddhirityādinirūpaṇam)	soma-apacAre pratiniDi-saMpAdana-rUpa-prayojana-sidDiH-ityAdi-nirUpaNam)
   natāvadbhāvanānvayanairapekṣyeṇa somādīnāṃ sākṣāt phalānvayaḥ; kārakāṇāṃ	natAvat-BAvanAnvayanEH-apekzyeNa soma-AdInAm sAkzAt Pala-anvayaH; kArakANAm
   parasparamanvayāsaṃbhavāt, phalasyevetarakārakāṇāmapi lāghavena	parasparam-anvaya-asaMBavAt, Palasya-iva-itara-kArakANAm-api lAGavena
   bhāvanānvayasyocitatvācca /	BAvanA-anvayasya-ucita-tvAt-ca /
   ato bhāvanādvāraivānvaye vācye	atas BAvanA-dvAra-eva-anvaye vAcye
   jhaṭityupasthitāvacchedakībhūtadhātvarthasyaivānvayena	Jawiti-upasTita-avacCedakIBUta-DAtu-arTasya-eva-anvayena
   karaṇākāṅkṣeparamānna padāntaropāttasomādeḥ karaṇatvenānvayo yukta	karaNa-AkAFkzeparamAn-na pada-antara-upAtta-soma-AdeH karaNa-tvena-anvayaH yukta
   ityabhipretya siddhāntamāha----------- padaśrutyeti ----------	iti-aBipretya sidDAntam-Aha---------- pada-SrutyA-iti ----------
   lākṣaṇikatve 'pīti //	lAkzaNika-tve api-iti //
   nahyatra dhātvarthabhāvanayoritarapadārthasaṃsargavat	na-hi-atra DAtu-arTa-BAvanayoH-itara-pada-arTa-saMsarga-vat
   karmatvakaraṇatvādirūpaḥ saṃsargaḥ saṃsargamaryādayā bhāsate /	karma-tva-karaNa-tva-Adi-rUpaH saMsargaH saMsarga-maryAdayA BAsate /
   tathātve "saha brūta" ityanuśāsanavaiyarthyāpatteḥ /	taTA-tve "saha brUta" iti-anuSAsana-vEyarTya-ApatteH /
   ataḥ padārthavidhayā śaktyā nirūḍhalakṣaṇayā vā	atas padArTa-viDayA SaktyA nirUXa-lakzaNayA vA
   bhānasyāvaśyakatvāllākṣaṇikatve 'pītyarthaḥ /	BAnasya-AvaSyaka-tvAt-lAkzaNika-tve api-iti-arTaH /
   upajīvyatvāditi //	upajIvya-tvAt-iti //
   paripūrṇatvasaṃpādanena somakaraṇatvānvaye upajīvyatvam /	paripUrNa-tva-saMpAdanena soma-karaNa-tva-anvaye upajIvya-tvam /
   ataśca yathaivāgneyā divākye 'ṣṭākapālādīnāṃ karaṇatvasya lākṣaṇikatve 'pi	atas-ca yaTA-eva-AgneyAH divAkye azwAkapAla-AdInAm karaNa-tvasya lAkzaNika-tve api
   yāgakalpanadvāropajīvyatvena pūrvabhāvitvāt taduttarabhāviśrautamapi	yAga-kalpana-dvAra-upajIvya-tvena pUrva-BAvi-tvAt tad-uttara-BAvi-SrOtam-api
   karaṇatvaṃ paramparayā svīkriyate, evamihāpi somādikaraṇatvamapi yāgadvārā	karaNa-tvam paramparayA svIkriyate, evam-iha-api soma-Adi-karaNa-tvam-api yAga-dvArA
   bhāvanāyāmaṅgīkartuṃ yuktamiti dhātvarthasyaiva karaṇatvena phaladvārā	BAvanAyAm-aFgIkartum yuktam-iti DAtu-arTasya-eva karaNa-tvena Pala-dvArA
   bhāvanāyāmanvayādasiddhasyāpi somādinā siddhatāmāpāditasya phalapūrvakāle	BAvanAyAm-anvayAt-asidDasya-api soma-AdinA sidDa-tAm-ApAditasya Pala-pUrva-kAle
   yogyatāyā api saṃbhavāt tasyaiva phalakaraṇatvāt apūrvaṃ prati karaṇatvena	yogyatAyAH api saMBavAt tasya-eva Pala-karaNa-tvAt apUrvam prati karaNa-tvena
   phalasādhanasyaikatvādbhāvanāpūrvayorekatvamityarthaḥ /	Pala-sADanasya-eka-tvAt-BAvanA-pUrvayoH-eka-tvam-iti-arTaH /
   evañceha dhātvarthasya phalakaraṇatvena śreyassādhanatvarūpadharmatvasya	evaQca-iha DAtu-arTasya Pala-karaNa-tvena SreyassADana-tva-rUpa-Darma-tvasya
   pratipādanādagre tadgataikatvānekatvavicārasya sarvādhyāye	pratipAdanAt-agre tad-gata-eka-tva-aneka-tva-vicArasya sarva-aDyAye
   kariṣyamāṇasyedamupodghātādhikaraṇamiti siddham /	karizyamANasya-idam-upodGAta-aDikaraNam-iti sidDam /
   pūrvapakṣe somādeḥ phalārthatve 'pi somenaiva yāganiṣpatteḥ siddhānte 'pi	pUrva-pakze soma-AdeH Pala-arTa-tve api somena-eva yAga-nizpatteH sidDAnte api
   samatayā niṣprayojanatāmadhikaraṇavicārasya nirasitumāha ------------	samatayA nizprayojana-tAm-aDikaraNa-vicArasya nirasitum-Aha ------------
   prayojanamiti //	prayojanam-iti //
   sarveṣāṃ phalasaṃbandhe kāmye saṃkalpottaraṃ nitye tataḥ pūrvamapi	sarvezAm Pala-saMbanDe kAmye saMkalpa-uttaram nitye tatas pUrvam-api
   vihitadravyakriyayorasaṃbhave 'dṛṣṭārthatvānna pratinidhyupādānam /	vihita-dravya-kriyayoH-asaMBave adRzwa-arTa-tvAt-na pratiniDi-upAdAnam /
   prayājādikriyāvat pratinidhitvābhāvāt,	prayAja-Adi-kriyAvat pratiniDi-tvA-aBAvAt,
   prārabdhaprayogāparisamāpananimittadoṣaparihārārthantu	prArabDa-prayoga-aparisamApana-nimitta-doza-parihAra-arTantu
   yatkiñcidaniyatadravyakriyopādānena samāpanam /	yat-kiQcid-aniyata-dravya-kriyA-upAdAnena samApanam /
   nacaitāvatā tasya pratinidhitvam; sadṛśasyaiva	na-ca-etAvatA tasya pratiniDi-tvam; sadRSasya-eva
   pratinidhitvenāsadṛśagrahaṇe pramāṇābhāvāt /	pratiniDi-tvena-asadRSa-grahaNe pramANa-aBAvAt /
   evaṃ bhāvārthādhikaraṇapūrvapakṣe somāderna pratinidhiḥ /	evam BAva-arTa-aDikaraNa-pUrva-pakze soma-AdeH-na pratiniDiH /
   prakrāntasamāpanantu yenakenaciddravyeṇa kartavyam /	prakrAnta-samApanantu yena-kenacid-dravyeNa kartavyam /
   siddhānte tu pratinidhinā tatsamāpanamiti prayojanamityarthaḥ //	sidDAnte tu pratiniDinA tad-samApanam-iti prayojanam-iti-arTaH //
   (latvaśaktatāvacchedakatvanirāsena karotivivriyamāṇaṃ kevalaṃ vā	(latva-Sakta-tAvacCedaka-tva-nirAsena karoti-vivriyamANam kevalam vA
   tiptvādikameva bhāvanāśaktatāvacchedakamiti nirūpaṇam) ataeva	tiptvA-Adikam-eva BAvanA-Sakta-tAvacCedakam-iti nirUpaNam) ataeva
   dhātuvācyamapīti //	DAtu-vAcyam-api-iti //
   vivaraṇe pacyarthasya pākatvena rūpeṇa pratīyamānatvāvedetyarthaḥ /	vivaraNe paci-arTasya pAka-tvena rUpeNa pratIyamAna-tvO=-eda-iti-arTaH /
   karotivivriyamāṇeti /	karoti-vivriyamANA-iti /
   jānātītyādau yatnāpratīteḥ pacatītyādau ca tatpratīteranvayavyatirekābhyāṃ	jAnAti-ityAdO yatna-apratIteH pacati-ityAdO ca tad-pratIteH-anvaya-vyatirekAByAm
   karotivivriyamāṇatiptvādikaṃ śaktatāvacchedakaṃ /	karoti-vivriyamANa-tiptvA-Adikam Sakta-tAvacSedakam /
   athavā -----------tiptvādikameva tat, janātītyādau tadbādhe	aTavA -----------tiptvA-Adikam-eva tat, janAti-ityAdO tad-bADe
   lakṣaṇāśrayaṇamityarthaḥ /	lakzaNa-ASrayaNam-iti-arTaH /
   yattu latvarūpamevākhyātatvaṃ svīkṛtya latvameva śaktatāvacchedakamiti	yat-tu latva-rUpam-eva-AKyAta-tvam svIkRtya latvam-eva Sakta-tAvacCedakam-iti
   bhāṭṭālaṅkārakārādibhiruktam, taddūṣayati ----------- natviti, vistareṇa	BAwwa-alaFkAra-kAra-AdiBiH-uktam, tat-dUzayati ---------- natu-iti, vistareNa
   caitadarthavādādhikaraṇe mayopapāditam tatraiva draṣṭavyam //	ca-etad-arTa-vAda-aDikaraNe mayA-upapAditam tatra-eva drazwavyam //
   (anukūlavyāpāratvaṃ śakyatāvacchedakaṃ na tu yatnatvamiti	(anukUla-vyApAra-tvam Sakya-tA-avacSedakam na tu yatna-tvam-iti
   pārthasārathimatanirūpaṇam) tatraca pacati pākaṃ	pArTa-sAraTi-matanirUpaNam) tatra-ca pacati pAkam
   bhāvayatītyanukūlavyāpāravāciṇijantabhūdhātunā vivaraṇāt	BAvayati-iti-anukUla-vyApAra-vAciNijanta-BU-DAtunA vivaraNAt-
   saṃgrāhakalāghavāccānukūlavyāpāra eva tiṅarthaḥ, natu phalamātram /	saMgrAhaka-lAGavAt-ca-anukUla-vyApAraH eva tiFarTaH, na-tu Pala-mAtram /
   naca karoterapi yatnārthakatvam, yena tadvivriyamāṇatvena tiṅo 'pi	na-ca karoteH-api yatna-arTaka-tvam, yena tad-vivriyamANa-tvena tiFaH api
   tadvācyatvamucyeta; tasyāpi bhāvayatiparyāyatvena yatnārthakatvāsiddheḥ /	tad-vAcya-tva-mucyeta; tasya-api BAvayati-paryAya-tvena yatna-arTaka-tva-asidDeH /
   ghaṭo bhavatītyādau yathā kartṛtvamāpannasya ghaṭasya tamaparo	GawaH Bavati-ityAdO yaTA kartR-tvam-Apannasya Gawasya tam-aparaH-
   bhāvayatītyādau bhāvayatikarmatvaṃ tathaivamaparaḥ karotītyādāvapi tasya	BAvayati-ityAdO BAvayati-karma-tvam taTA-evam-aparaH karoti-iti-AdO=-api tasya
   karmatvamapīti bhavatyarthakartṛkarmatvāviśeṣādbhāvayatiparyāyatvopapatteḥ	karma-tvam-api-iti Bavati-arTa-kartR-karma-tva-aviSezAt-BAva-yati-paryAya-tva-upapatteH
   yattu pacatītyasya pāke yatate iti yatnārthakapadena vivaraṇaṃ, tadapi	yat-tu pacati-iti-asya pAke yatate iti yatna-arTaka-padena vivaraNan, tat-api
   vyāpārasāmānyarthakasya viśeṣe lakṣaṇaucityāt lākṣaṇikatayā neyam /	vyApAra-sAmAni-arTakasya viSeze lakzaNa-OcityAt lAkzaNika-tayA na-iyam /
   natu yatnādiviśeṣārthakasya ratho gacchatītyādau	na-tu yatna-Adi-viSeza-arTakasya raTaH gacCati-ityAdO
   rathādiniṣṭhaviśeṣalakṣakatvāśrayaṇaṃ yuktam /	raTa-Adi-nizWa-viSeza-lakzaka-tva-ASrayaNam yuktam /
   ataḥ phaloddeśyako dhātvarthoddeśyako vā vyāpārasamūha eva tiṅarthaḥ,	atas Pala-uddeSyakaH DAtu-arTa-uddeSyakaH vA vyApAra-samUhaH eva tiFarTaH,
   tasya tattvena rūpeṇākhyātādbodhe 'pi viśeṣarūpeṇa	tasya tattvena rUpeNa-AKyAtAt-boDe api viSeza-rUpeNa
   agnyanvādhānādibrāhmaṇatarpaṇāntavākyaiḥ samarpaṇamityabhipretya	agni-anvADAna-Adi-brAhmaNa-tarpaNa-anta-vAkyEH samarpaNam-iti-aBipretya
   pārthasārathimatamupapādayati ---------- śakyatāvacchedakantviti //	pArTa-sAraTi-matam-upapAdayati --------- Sakya-tA-avat-Ceda-kantu-iti //
   (ananugamenetikartavyatākāṅkṣānudayāpattyā ca sāmānyena viśeṣeṇa	(ananugamena-iti-kartavyatA-kAFkzAn-udaya-ApattyA ca sAmAnyena viSezeNa
   vānukūlavyāpāre śaktikalpanāyogena bhāṣyānusāreṇa	vA-anukUla-vyApAre Sakti-kalpanA-yogena BAzya-anusAreNa
   yatnatvaśakyatāvacchakatvaparanyāyasudhāmatāśrayaṇam) anyotpādakavyāpāre	yatna-tva-Sakya-tAvat-Saka-tva-para-nyAya-suDAmata-ASrayaNam) anya-utpAdaka-vyApAre
   śaktāvapi tattadanyabhedena tattadutpādakabhedena ca vyāpāratvānāṃ	SaktO=-api tat-tad-anya-Bedena tad-tad-utpAdaka-Bedena ca vyApAra-tvAnAm
