   Adhyaya 2, Pada 1	ADyayaH 2, Pada 1
   naca śrutiviruddhāyāḥ smṛtermūlaśrutyanumāpakatvaṃ	na ca Sruti virudDAyAH smRteH mUla Sruti anumApaka tvam
   sambhavatītyaprāmāṇyameva yuktam /	samBavati iti aprAmANyam eva yuktam /
   yathā'ha jaiminiḥ"virodhe tvanapekṣaṃ syādasati hyanumānam'; iti /	yaTA aha jEminiH"viroDe tu anapekzam syAt asati hi anumAnam a; iti /
   nacaivaṃ prakṛte /	na ca evam prakRte /
   pāśupatādismṛtīnāṃ śivādipratyakṣamūlatvena śrutimūlatvābhāvāt /	pASupata Adi smRtInAm Siva Adi pratyakza mUla tvena Sruti mUla tva aBAvAt /
   tadidamāha  pratyakṣato dṛṣṭveti //	tat idam Aha pratyakzataH dRzwvA iti //
   nanu tarhi smṛtīnāmuktarītyā	nanu tarhi smRtInAm ukta rItyA
   sāvakāśatvānniravakāśaśrutivirodhenāprāmāṇyamastu /	sa avakASa tvAt niravakASa Sruti viroDena aprAmANyam astu /
   maivam /	mA evam /
   vaiparītyāt /	vEparItyAt /
   smṛtayo hi vispaṣṭavādinyo na vivakṣitārthātpracyāvanamarhanti /	smRtayaH hi vispazwa vAdinyaH na vivakzita arTAt pracyAvanam arhanti /
   śrutayastvasphuṭa(spaṣṭa)vikṣiptavādinyo	SrutayaH tu asPuwa( spazwa) vikzipta vAdinyo
   'vyavasthitālaukikaśābdalakṣaṇaviṣayā	avyavasTita AlOkika SAbda lakzaNa vizayA
   aśakyādhyayanānantāparipūrṇavākyarūpā nārthaviśeṣaniṣṭhā lakṣyante /	aSakya aDyayana anantA paripUrNa vAkya rUpAH na arTa viSeza nizWAH lakzyante /
   ata eva bhavatāṃ mīmāṃsāyāsaḥ /	atas eva BavatAm mImAMsA AyAsaH /
   etadapyuktaṃ prakarṣeṇoktamiti /	etat api uktam prakarzeNa uktam iti /
   vispaṣṭamuktamityarthaḥ /	vispazwam uktam iti arTaH /
   pipīlikālipinibheti ca /	pipIlikA AlipiniBA iti ca /
   asphuṭe(spaṣṭe)tyarthaḥ /	asPuwe( spazwe)ti arTaH /
   kiñca śrutayastāvadavispaṣṭārthāḥ /	kiQca SrutayaH tAvat avispazwa arTAH /
   praṇetṛvyākhyānasampradāyavikalā na svatantrāḥ kamapyarthaṃ	praNetR vyAKyAna sampradAya vikalAH na svatantrAH kam api arTam
   pratipādayitumīśate /	pratipAdayitum ISate /
   kintu sahajasiddhena yogardhilabdhena vā	kintu sahaja sidDena yogarDi labDena vA
   pratyakṣeṇāśeṣārthadarśināmāptānāṃ vacanamanusṛtya netavyāḥ /	pratyakzeNa aSeza arTa darSinAm AptAnAm vacanam anusRtya netavyAH /
   yathoktam /	yaTA uktam /
   itihāsapurāṇābhyāṃ vedaṃ samupabṛṃhayediti /	itihAsa purANAByAm vedam samupabRMhayet iti /
   itihāsapurāṇagrahaṇamupalakṣaṇam /	itihAsa purANa grahaNam upalakzaNam /
   tathāca kathaṃ pāśupatādismṛtyuktārthanivāraṇāya samarthāssyuḥ /	taTA ca kaTam pASupata Adi smRti ukta arTa nivAraNAya samarTAssyuH /
   tadidamuktaṃ pipīlikālipinibhā saṃvādena vinā kamapyarthaṃ	tat idam uktam pipIlikA lipi niBA saMvAdena vinA kam api arTam
   pratipādayitumasamarthā śrutiryadvacanasaṃvādāpekṣiṇī tairevāptaiḥ	pratipAdayitum asamarTA SrutiH yat vacana saMvAda apekziNI tEH eva AptEH
   pratyakṣato dṛṣṭvā proktamarthaṃ kathaṃ vārayet /	pratyakzataH dRzwvA proktam arTam kaTam vArayet /
   svatantra(svātantrya)daśāyāmapratipādakatvāt /	svatantra( svAtantrya)daSa AyAma pratipAdaka tvAt /
   pāratantrye tu virodhābhāvādeva /	pAratantrye tu viroDa aBAvAt eva /
   kintu tadanusāreṇaiva netavyeti /	kintu tad anusAreNa eva netavya iti /
   bhavedetadyadi pāśupatādismṛtipraṇetṝṇāmāptatvaṃ syāt /	Bavet etat yadi pASupata Adi smRti praNetLNAm Apta tvam syAt /
   tadeva kuta ityata āha  sarvagā hīti //	tat eva kutas iti atas Aha sarvagA hi iti //
   sarvaṃ gacchantyavagacchantīti sarvagāḥ /	sarvam gacCanti avagacCanti iti sarvagAH /
   āptatvopalakṣaṇametat /	Aptatva upalakzaNam etat /
   te rudrādayaḥ /	te rudra AdayaH /
   hīti tatra pramāṇaprasiddhiṃ dyotayati /	hi iti tatra pramANa prasidDim dyotayati /
   athavā sarvajñatvamevātra pramāṇaprasiddhayā sādhyate /	aTavA sarvajQa tvam eva atra pramANa prasidDayA sADyate /
   tata evānyasya siddheḥ /	tatas eva anyasya sidDeH /
   tathāhi /	taTA hi /
   hariharahiraṇyagarbhāstāvatsarvajñatayā śrutītihāsapurāṇeṣu prasiddhāḥ /	hari hara hiraNyagarBAH tAvat sarvajQa tayA Sruti itihAsa purANezu prasidDAH /
   tatra harerevāvatārā buddharṣabhakapilāḥ saugatādismṛtipraṇetāraḥ /	tatra hareH eva avatArAH budDa RzaBa kapilAH sOgata Adi smRti praNetAraH /
   tathāca teṣāṃ mohābhāvena rāgadveṣayorapyabhāvāt vipralipsā ca nivartate /	taTA ca tezAm moha aBAvena rAga dvezayoH api aBAvAt vipralipsA ca nivartate /
   kiñca jñānecchāprayatnasthānakaraṇapāṭavāni tāvadupadeśamātreṇa teṣāṃ	kiQca jQAna icCA prayatna sTAna karaNa pAwavAni tAvat upadeSa mAtreNa tezAm
   niścīyante /	niScIyante /
   kiñca jñānecchāprayatnasthānakaraṇapāṭavāni tāvadupadeśamātreṇa teṣāṃ	kiQca jQAna icCA prayatna sTAna karaNa pAwavAni tAvat upadeSa mAtreNa tezAm
   niścīyante /	niScIyante /
   jñānaṃ tu yathārthamayathārthaṃ vā syāt /	jQAnam tu yaTArTam ayaTArTam vA syAt /
   icchāpi pratipipādayiṣā vā vipralipsā veti sandeho 'vaśiṣyate /	icCA api pratipipAdayizA vA vipralipsA vA iti sandehaH avaSizyate /
   tatrābhyāsadaśāpanno 'yamartho 'syeti sāmānyato niścaye bhavatyeva tasya	tatra aByAsa daSA ApannaH ayam arTaH asya iti sAmAnyatas niScaye Bavati eva tasya
   jñānasya yathārthatvaniścayaḥ yathābhyāsadaśāpannamidamaraṇyamamīṣāṃ	jQAnasya yaTArTa tva niScayaH yaTA aByAsa daSa Apannam idam araNyam amIzAm
   mleñchānāmato 'sminnete mārgābhijñā iti pānthānāmeva niścayaḥ /	mleQCAnAm atas asmin= ete mArga aBijQAH iti pAnTAnAm eva niScayaH /
   vipralipsā ca hetudarśanena vyāptā hetau sati syāt /	vipralipsA ca hetu darSanena vyAptA hetO sati syAt /
   sa ca dvirūpaḥ /	sa ca dvi rUpaH /
   svopakāraḥ parāpakāro vā /	sva upakAraH para apakAraH vA /
   na tāvatpāntheṣu vimārgeṇa pratiṣṭhamāneṣu mleñchānāṃ kaścitsvopakāraḥ /	na tAvat pAnTezu vimArgeNa pratizWamAnezu mleQCAnAm kaScid sva upakAraH /
   svasya gṛhītatvāt /	svasya gRhIta tvAt /
   śarīrasya ca karaṇīyāntarabhāvāt /	SarIrasya ca karaNIya antara BAvAt /
   bhāve vā parityāgāyogāt /	BAve vA parityAga ayogAt /
   nāpi dvitīyaḥ /	na api dvitIyaH /
   na hyanunmattā anapakāriṇamapakurvate /	na hi anunmattAH anapakAriNam apakurvate /
   nāpi parāpakāramātraṃ puruṣārthaḥ /	na api para apakAra mAtram puruza arTaH /
   tathā sati sarvaḥ sarvamapakuryāditi /	taTA sati sarvaH sarvam apakuryAt iti /
   evaṃ vipralipsāpi nivāryate /	evam vipralipsA api nivAryate /
   anabhyāsadaśāpanne tu viṣaye pramāṇāntarasaṃvādātpravṛttisāmarthyādvā	anaByAsa daSA Apanne tu vizaye pramANa antara saMvAdAt pravRtti sAmarTyAt vA
   mohavipralipsayornivṛttirityato mleñchā apyāptā bhavanti /	moha vipralipsayoH nivRttiH iti atas mleQCAH api AptAH Bavanti /
   kimuta mahānubhāvā rudrādaya iti /	kim uta mahA anuBAvAH rudra AdayaH iti /
   evaṃ pūrvapakṣasūtrābhiprāyamabhidhāya siddhāntasūtratātparyamāha  iti	evam pUrva pakza sUtra aBiprAyam aBiDAya sidDAnta sUtra tAtparyamAha iti
   cediti //	ced iti //
   iti ced yadyaśeṣajñā rudrādyā haripūrvakāḥ /	iti ced yadi aSeza jQAH rudra AdyAH hari pUrvakAH /
   kiṃ nāśeṣavido ... // MAnuv_2,1.6a c //	kim na aSeza vidaH ... // Ma anuv_2,1.6a t //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   tanneti śeṣaḥ /	tat na iti SezaH /
   kutaḥ /	kutas /
   niścite hi pāśupatādismṛtiprāmāṇye tadviruddhaṃ	niScite hi pASupata Adi smRti prAmANye tad virudDam
   viṣṇossarvajagatkāraṇatvādikamasatsyāt /	vizNossarva jagat kAraNa tva Adikam asat syAt /
   na caivam /	na ca evam /
   satpratipakṣatvāt /	sat pratipakza tvAt /
   āstāṃ tāvacchatiḥ /	AstAm tAvat CatiH /
   pañcarātrādismṛtayo hi viṣṇoreva sakalajagatkāraṇatvādikamabhidadhānā	paQcarAtra Adi smRtayaH hi vizNoH eva sakala jagat kAraNa tva Adikam aBidaDAnA
   dṛśyante /	dRSyante /
   *5,38f.*	*5,38f.*
   nanu viruddhayoḥ pramāṇayoḥ sāmye sati satpratipakṣatā syāt /	nanu virudDayoH pramANayoH sAmye sati sat pratipakzatA syAt /
   na caivaṃ prakṛte /	na ca evam prakRte /
   pāśupatādismṛtīnāmāptapraṇītatvāt vispaṣṭavāditvena niravakāśatvācca /	pASupata Adi smRtInAm Apta praNIta tvAt vispazwa vAdi tvena niravakASa tvAt ca /
   pañcarātrādismṛtīnāṃ tadabhāvādityata āha  yadīti //	paQcarAtra Adi smRtInAm tad aBAvAt iti atas Aha yadi iti //
   aśeṣajñā aśeṣavida ityāptatvopalakṣaṇam /	aSeza jQAH aSeza vidaH iti Apta tva upalakzaNam /
   haripūrvakā harimanuprabhṛtayaḥ pañcarātrādīnāmapi tadupeyam /	hari pUrvakAH harim anupraBRtayaH paQca rAtra AdInAm api tad upeyam /
   naca viśeṣaheturastīti bhāvaḥ /	na ca viSeza hetuH asti iti BAvaH /
   upalakṣaṇaṃ caitat /	upalakzaNam ca etat /
   vispaṣṭavāditvena nira(rāna)vakāśatvaṃ ca draṣṭavyam /	vispazwa vAdi tvena nira(rAna)vakASa tvam ca drazwavyam /
   kimato yadyevamityata āha  mānamiti //	kim atas yadi evam iti atas Aha mAnam iti //
   ... mānaṃ hy ubhayatra samaṃ bhavet // MAnuv_2,1.6cd //	... mAnam hi uBayatra samam Bavet // MA anuv_2,1.6cd //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   hiśabdo hetau /	hi SabdaH hetO /
   yasmādevaṃ tasmādubhayatra pūrvapakṣasiddhāntayormānaṃ smṛtidvayaṃ samaṃ	yasmAt evam tasmAt uBayatra pUrva pakza sidDAntayoH mAnam smRti dvayam samam
   bhavet /	Bavet /
   tathā ca pāśupatādismṛtīnāṃ satpratipakṣatvaṃ sthitamiti śeṣaḥ /	taTA ca pASupata Adi smRtInAm sat pratipakza tvam sTitam iti SezaH /
   nanu ye viruddhe pramāṇe na tayoḥ sāmyam /	nanu ye virudDe pramANe na tayoH sAmyam /
   śuktirajatajñānayostadabhāvadarśanāt /	Sukti rajata jQAnayoH tad aBAva darSanAt /
   ye ca same na tayorvirodhaḥ /	ye ca same na tayoH viroDaH /
   paṭaśuklo dīrghaścetyatra tadabhāvāt /	pawa SuklaH dIrGaH ca iti atra tad aBAvAt /
   tatkathaṃ pāśupatādismṛteḥ satpratipakṣatvasambhavaḥ /	tat kaTam pASupata Adi smRteH sat pratipakza tva samBavaH /
   sambhave 'pi jitaṃ pareṇa /	samBave api jitam pareNa /
   siddhāntanirṇayasyāyogādityata āha  mānamiti //	sidDAnta nirNayasya ayogAt ityataH Aha mAnam iti //
   ubhayatra dvayossmaraṇayormadhye yatsamaṃ saha mayā mūlapramāṇena vartate,	uBayatra dvayossmaraNayoH maDye yat samam saha mayA mUla pramANena vartate,
   tadeva mānamanyadapramāṇam /	tat eva mAnam anyat apramANam /
   etaduktaṃ bhavati /	etat uktam Bavati /
   viśeṣānirdhāraṇāyāmeva satpratipakṣatvam /	viSeza anirDAraNAyAm eva sat pratipakza tvam /
   vastutastu samūlaṃ mānamanyadamānamiti /	vastutas tu sa mUlam mAnam anyadamAnam iti /
   nanu samūlatvena prāmāṇyāvadhāraṇe prāmāṇyasya paratastvāpattiḥ /	nanu sa mUla tvena prAmANya avaDAraNe prAmANyasya paratas tu ApattiH /
   maivam /	mA evam /
   parasparavirodhenāprāmāṇyaśaṅkāprāptau samūlatvena tadapanayanāt /	paraspara viroDena aprAmANya SaFkA prAptO sa mUla tvena tad apanayanAt /
   tathobhayatra smaraṇe yatpañcarātrādismaraṇaṃ samaṃ samūlapramāṇaṃ	taTA uBayatra smaraNe yat paQcarAtra Adi smaraNam samam sa mUla pramANam
   saṃvādipamāṇāntaropetaṃ ca, tadeva mānaṃ bhavenna tu pāśupatādikam,	saMvAdi pamANa antara upetam ca, tat eva mAnam Bavet na tu pASupata Adikam,
   mūlādyabhāvāt /	mUla Adi aBAvAt /
   ato noktadoṣa iti yojyam /	atas na ukta dozaH iti yojyam /
   vakṣyete hi śrutimūlatvatatsaṃvāditve ca pañcarātrādīnām /	vakzyete hi Sruti mUla tva tad saMvAdi tve ca paQca rAtra AdInAm /
   nanu kathaṃ pāśupatādismṛtīnāṃ nirmūlatvāt /	nanu kaTam pASupata Adi smRtInAm nirmUla tvAt /
   yāvatā paśupatiprabhṛtīnāmāptistatra mūlamuditetyata āha  na ceti //	yAvatA paSupati praBRtInAm AptiH tatra mUlamuditA iti atas Aha na ca iti //
   nacāptiniścayastatra śakyate vyabhicārataḥ // MAnuv_2,1.7ab //	na ca Apti niScayaH tatra Sakyate vyaBicArataH // Ma anuv_2,1.7aB //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   tatra śivādiṣu niścayopāyābhāvāditi śeṣaḥ /	tatra Siva Adizu niScaya upAya aBAvAt iti SezaH /
   nanūktamatra"sarvagā hi te'; iti /	nanu uktam atra" sarvagAH hi te a; iti /
   maivam /	mA evam /
   "nityaṃ vṛddhikṣayopetam'; ityādinā paramapuruṣāditareṣāṃ	"nityam vRdDi kzaya upetam a; ityAdinA parama puruza AditarezAm
   sārvajñyābhāvasyoktatvāt /	sArvajQya aBAvasya ukta tvAt /
   śrutyādīnāṃ copacaritatvāt /	Sruti AdInAm ca upacarita tvAt /
   nanvasti tāvadviṣṇoranupacaritasārvajñyam /	nanu asti tAvat vizNoH anupacarita sArvajQyam /
   śivādīnāmapyupāyopeyaviṣayam /	Siva AdInAm api upAya upeya vizayam /
   kiṃ gaṅgāvālukākīṭasaṅkhayāparijñānena /	kim gaFgA vAlukA kIwa saFKayA parijQAnena /
   satyam /	satyam /
   na tāvattattvajñānamevāptiḥ /	na tAvat tattva jQAnam eva AptiH /
   vipralambhake 'tivyāptirityāha  vyabhicarata iti //	vipralamBake ati vyAptiH iti Aha vyaBicarate iti //
   *5,43f.*	*5,43f.*
   athocyeta sarvajñānāṃ mohābhāvāttanmūlayo rāgadveṣayorabhāve vipralipsāpi	aTa ucyeta sarvajQAnAm moha aBAvAt tad mUlayoH rAga dvezayoH aBAve vipralipsA api
   nivartata ityāptiniścaya iti /	nivartate iti Apti niScayaH iti /
   kiṃ tatra sarve 'pi tīrthakarā āptā ityaṅgīkṛtyaivamanumīyate /	kim tatra sarve api tIrTakarAH AptA iti aFgIkRtya evam anumIyate /
   uta svasvābhimatamekameva /	uta sva sva aBimatam ekam eva /
   ādyaṃ dūṣayati  vyabhicārata iti //	Adyam dUzayati vyaBicArate iti //
   pañcarātrādismṛtipraṇetari nārāyaṇe asyāṅgīkārasya bhagnatvādityarthaḥ /	paQcarAtra Adi smRti praNetari nArAyaNe asya aFgIkArasya Bagna tvAt iti arTaH /
   abhaṅge vā siddhaṃ	aBaFge vA sidDam
   naḥ samīhitam /	naH samIhitam /
   yadvā vyabhicāro 'nyonyavirodhaḥ /	yat vA vyaBicAraH anyonya viroDaH /
   nahi parasparaviruddhavādinaḥ sarve 'pyāptā ityaṅgīkartumucitam /	na hi paraspara virudDa vAdinaH sarve api AptAH iti aFgIkartum ucitam /
   vastuvikalpaprasaṅgāt /	vastu vikalpa prasaFgAt /
   dvitīyaṃ parācaṣṭe  vyabhicārata iti //	dvitIyam parAcazwe vyaBicArate iti //
   yasya tīrthakarasyāptatvaṃ nāṅgīkriyate /	yasya tIrTakarasya Apta tvam na aFgIkriyate /
   tatraiva sārvajñyasya vyabhicārādityarthaḥ /	tatra eva sArvajQyasya vyaBicArAt iti arTaH /
   naca tatra sāvarjñyaṃ nāṅgīkriyata iti yuktam /	na ca tatra sAvarjQyam na aFgIkriyate iti yuktam /
   samānanyāyatvāt /	samAna nyAya tvAt /
   atha hetuṃ viśiṃṣyāttadā sandigdhāsiddhayādikam /	aTa hetum viSiMzyAt tadA sandigDa asidDayA Adikam /
   *5,45f.*	*5,45f.*
   yadapyuktaṃ jñānecchāprayatnasthānakaraṇapāṭavāni tāvadupadeśamātreṇa	yat api uktam jQAna icCA prayatna sTAna karaNa pAwavAni tAvat upadeSa mAtreNa
   niścīyanta iti /	niScIyante iti /
   tanna /	tat na /
   apaṭukaraṇānāmapyupadeśadarśanena vyabhicārādityāha  vyabhicarata iti //	apawu karaNAnAm api upadeSa darSanena vyaBicArAt iti Aha vyaBicarate iti //
   upadeśaviśeṣaṇe cokto doṣaḥ /	upadeSa viSezaNe ca uktaH dozaH /
   niścīyatāṃ jñānam, tasya yāthārthyaṃ tu kutaḥ /	niScIyatAm jQAnam, tasya yATArTyam tu kutas /
   abhyāsadaśāpanno 'yam artho 'syeti sāmānyaniścaye sati tatsiddhiriti	aByAsa daSA ApannaH ayam arTaH asya iti sAmAnya niScaye sati tad sidDiH iti
   netyāha  vyabhicārata iti //	na iti Aha vyaBicArate iti //
   vyabhicāraḥ viprakarṣaḥ teṣāmeva sannidhānaṃ durlabhamasmadādīnāṃ, dūre	vyaBicAraH viprakarzaH tezAm eva sanniDAnam durlaBam asmad AdInAn, dUre
   tadīyābhyāsāvadhāraṇamiti bhāvaḥ /	tadIya aByAsa avaDAraNam iti BAvaH /
   vineyavacanaparamparayā tadavadhāraṇamiti cet(na) /	vineya vacana paramparayA tad avaDAraNam iti cet(na) /
   tīrthakarāntare vyabhicārādityāha  vyabhicārata iti //	tIrTakara antare vyaBicArAt ityAha vyaBicArate iti //
   tāsu tāsu smṛtiṣvabhiniviṣyāḥ sarve 'pi hi taṃ tamācāryaṃ tatra tatrārthe	tAsu tAsu smRtizu aBinivizyAH sarve api hi tam tam AcAryam tatra tatra arTe
   'bhyāsavantamevācakṣate /	aByAsavantam eva Acakzate /
   naca tadīyaṃ jñānaṃ yathārthamevāṅgīkartuṃ śakyaṃ,	na ca tadIyam jQAnam yaTArTam eva aFgIkartum SakyaM,
   tvatsiddhāntavirodhitvāt /	tvad sidDAnta viroDi tvAt /
   anyathā tvadīyasiddhāntasyāvāstavatvāpātādityāha  vyabhicārata iti //	anyaTA tvadIya sidDAntasya AvAstavatva apAtAt iti Aha vyaBicArate iti //
   vyabhicāraḥ virodhaḥ /	vyaBicAraH viroDaH /
   icchāpi vipralipsā kuto neti vācyam /	icCA api vipralipsA kutas na iti vAcyam /
   svopakāraparāpakārarūpahetudarśanābhāvāditi cet tatkiṃ	sva upakAra para apakAra rUpa hetu darSana aBAvAt iti ced tat kim
   smṛtipraṇetārassarve 'pi na vipralambhakāḥ /	smRti praNetAra ssarve api na vipralamBakAH /
   addheti cet /	adDA iti ced /
   asya niyamasya buddhādiṣu bhagnatvādityāha  vyabhicarata iti //	asya niyamasya budDa Adizu Bagna tvAt iti Aha vyaBicarate iti //
   niyame ca svavyāghātaḥ /	niyame ca sva vyAGAtaH /
   yasya kasyāpi vipralambhakatve, hetudarśanābhāvasya tatraiva vyabhicāraḥ /	yasya kasya api vipralamBaka tve, hetu darSana aBAvasya tatra eva vyaBicAraH /
   nahi tattatpuruṣaviśeṣānusaṃhitāste te prayojanaviśeṣāḥ	na hi tad tad puruza viSeza anusaMhitAH te te prayojana viSezAH
   piśitanayanairasmadādibhiravadhārayituṃ śakyanta ityāśayenāha 	piSita nayanEH asmad AdiBiH avaDArayitum Sakyante iti ASayena Aha 
   vyabhicārata iti //	vyaBicArate iti //
   kenāpi pramāṇena hetūpalambhābhāvo 'vipralambhaheturiti cenna /	kena api pramANena hetu upalamBa aBAvaH avipralamBa hetuH iti ced na /
   sandigdhatvāt /	sandigDa tvAt /
   prayojanābhāvo 'vipralambhahetuḥ /	prayojana aBAvaH avipralamBa hetuH /
   prayojanābhāvaśca paravañcanasyāpuruṣārthatvādatatsādhanatvācca niścīyata	prayojana aBAvaH ca para vaQcanasya apuruza arTa tvAt atad sADana tvAt ca niScIyata
   iti cenna /	iti ced na /
   sampratipannavipralambhakeṣu vyabhicārādityāha  vyabhicārata iti //	sampratipanna vipralamBakezu vyaBicArAt iti Aha vyaBicArate iti //
   apuruṣārthamapi puruṣārthatayā vibhramya vañcayatyasāviti cet /	apuruza arTam api puruza arTa tayA viBramya vaQcayati asO= iti ced /
   kiṃ tāvatā /	kim tAvatA /
   prakṛtastu vivekitayā naivamiti cenna /	prakRtaH tu viveki tayA na evam iti ced na /
   tīrthakarāntare avidyamānasya vivekasyāsminnavadhāraṇānupapatteḥ /	tIrTakara antare avidyamAnasya vivekasya asmin= avaDAraNa anupapatteH /
   atha viśvahitopadeśārthaṃ pravṛttyā vipralambhābhāvo 'numīyata iti cenna /	aTa viSva hita upadeSa arTam pravRttyA vipralamBa aBAvaH anumIyate iti ced na /
   buddhādiṣu tatsāmyena vyabhicārādityāha  vyabhicārata iti //	budDa Adizu tad sAmyena vyaBicArAt ityAha vyaBicArate iti //
   atha te na tathā, kintvayogyajanavyāmohanārthamiti cet /	aTa te na taTA, kintva yogya jana vyAmohana arTam iti ced /
   prakṛto 'pi na tatheti kuto niścitam /	prakRtaH api na taTA iti kutas niScitam /
   niścayopāyasyetaratrāpi tulyatvāt /	niScaya upAyasya itaratra api tulya tvAt /
   *5,49f.*	*5,49f.*
   yadapyuktaṃ pramāṇāntarasaṃvādānmohavipralipsayornivṛttiriti tadasat /	yat api uktam pramANa antara saMvAdAt moha vipralipsayoH nivRttiH iti tat asat /
   pramāṇāntaraṃ hi na tāvatpratyakṣam /	pramANa antaram hi na tAvat pratyakzam /
   atīndriyatvādvipratipannārthasya /	atIndriya tvAt vipratipanna arTasya /
   anumānaṃ cedvayabhicāro buddhādiṣu /	anumAnam cedvayaBicAraH budDa Adizu /
   ābhāsameva tat madīyaṃ tvanumānameveti cenna /	ABAsam eva tat madIyam tu anumAnam eva iti ced na /
   yato nivārayiṣyāmastava(vacana)camatkāraṃ mā tvariṣṭhā ityāśayenāha 	yatas nivArayizyAmaH tava(vacana) camatkAram mA tvarizWAH iti ASayena Aha 
   vyabhicārata iti //	vyaBicArate iti //
   athāgamaḥ sa kiṃ vedādiruta tadviruddhaṃ smṛtyantaramathavā	aTa AgamaH sa kim veda AdiH uta tat virudDam smRti antaram aTavA
   svayūthyaracitaṃ granthāntaram /	sva yUTya racitam granTa antaram /
   na prathamadvitīyau /	na praTama dvitIyO /
   virodhitvena saṃvādāsambhavādityāha  vyabhicārata iti //	viroDi tvena saMvAda asamBa vAditi a aha vyaBicArate iti //
   nāpi tṛtīyaḥ /	na api tRtIyaH /
   buddhādipraṇītasmṛtīnāmapi svayūthyapuruṣāntaravacanasaṃvāditvena	budDa Adi praNIta smRtInAm api sva yUTya puruza antara vacana saMvAdi tvena
   vyabhicārādityāha  vyabhicārata iti //	vyaBicArAt ityAha vyaBicArate iti //
   te 'pi sandigdhāptabhāvā iti cenna /	te api sandigDa Apta BAvAH iti ced na /
   prakṛteṣvapi tanniścayopāyābhāvāt /	prakRtezu api tad niScaya upAya aBAvAt /
   yaccoktaṃ pravṛttisāmarthyādvayāmohavipralipsayornirāsa iti /	yat ca uktam pravRtti sAmarTyA dvaya amoha vipralipsayoH nirAsaH iti /
   tadayuktam /	tat ayuktam /
   pravṛttisāmarthyaṃ hi tato 'rthamavabuddhaya pravṛttasya phalopalambhaḥ /	pravRtti sAmarTyam hi tatas arTam avabudDaya pravRttasya Pala upalamBaH /
   naca vipratipannasmṛtiphalaṃ svargāpavargalakṣaṇaṃ pratyakṣeṇekṣyate /	na ca vipratipannasmRti Palam svarga apavarga lakzaNam pratyakzeNa Ikzyate /
