   śrīḥ	SrIH
   teṣāṃ cāṅgepakāramantareṇāniṣpatteraṅgānāṃ cānekakṣaṇavartināṃ	tezAm ca-aFgepakAram-antareNa-anizpatteH-aFgAnAm ca-aneka-kzaNa-vartinAm
   saṃghātāsaṃbhavādaṅgāpūrvāṇi kalpanīyāni |	saMGAta-asaMBavAt-aFgA-pUrvANi kalpanIyAni |
   tatra tvayaṃ vibhāgaḥ- saṃvipatyopakārakāṇyavaghātādīni	tatra tu-ayam viBAgaH saMvipatya-upakArakANi-avaGAta-AdIni
   dravyadevatāsaṃskāradvāreṇa yāgasvarūpasyaivātiśayādhānena	dravya-devatA-saMskAra-dvAreNa yAga-svarUpasya-eva-atiSaya-ADAnena
   tadatpattyapūrvaniṣpattau vyāpriyante |	tadat-patti-apUrva-nizpattO vyApriyante |
   taddvāreṇa phalāpūrve |	tad-dvAreNa Pala-apUrve |
   ārādupakārakāṇi tu prayājādīnyutpattyupūrvebhyaḥ phalāpūrvaniṣpattau	ArAt-upakArakANi tu prayAja-AdIni-utpattyu-pUrveByaH Pala-apUrva-nizpattO
   sākṣādeva vyāpriyante |	sAkzAt-eva vyApriyante |
   evaṃ prakārabhede satyapi sarvāṇyaṅgānyapūrvaniṣpattāvanugrāhakāṇi -	evam prakAra-Bede sati-api sarvANi-aFgAni-apUrva-nizpattO=-anugrAhakANi -
   ityekarūpeṇetthaṃbhāvena svī kriyante |	iti-eka-rUpeNa-itTaMBAvena svI kriyante |
   anayaiva diśā sarvatrāpūrvaprakriyāvagantavyā || MJaiNyC_2,1.8-10 ||	anayA-eva diSA sarvatra-apUrva-prakriyA-avagantavyAH || MJENyC_2,1.8-10 ||
   START MJaiNy 2,1.11-12	START MJENi 2,1.11-12
   atra gurumatamāha -	atra guru-matam-Aha -
   yāgakriyā sūkṣmarūpā paramāṇvātmasaṃśritā /	yAga-kriyA sUkzma-rUpA paramANu-Atma-saMSritAH /
   yāvatphalaṃ niyogākhyaṃ nāpūrvamiti cenna tat // MJaiNy_2,1.11 //	yAvat-Palam niyoga-AKyam na-apUrvam-iti ced-na tat // MJENi-_2,1.11 //
   mānahīnaṃ kriyāsaukṣmyaṃ niyogastu liṅādinā /	mAna-hInam kriyA-sOkzmyam niyogaH-tu liFAdinA /
   abhidheyaḥ pṛthagyāgādapūrve kāryamastyataḥ // MJaiNy_2,1.12 //	aBiDeyaH pRTak-yAgAt-apUrve kAryam-asti-atas // MJENi-_2,1.12 //
   guruṇā yanniyogākhyamapūrvamabhipreyate tannāsti |	guruNA yat-niyoga-AKyam-apUrvam-aBipreyate tat-na-asti |
   kutaḥ |	kutas |
   antareṇaiva tadapūrve phalaniṣpatteḥ |	antareNa-eva tad-apUrve Pala-nizpatteH |
   na ca yāganāśātkathaṃ phalasiddhiriti vācyam |	na ca yAga-nASAt-kaTam Pala-sidDiH-iti vAcyam |
   na hi yāgakriyā sarvātmanā naśyati, kiṃtu sūkṣmarūṣatvenādṛśyā satī	na hi yAga-kriyA sarva-AtmanA naSyati, kiMtu sUkzmarUza-tvena-adRSyA satI
   svargadehārambhakeṣu yāgasaṃbandhidravyagataparamāṇuṣu yāgakarrtayātmani	svarga-deha-AramBakezu yAga-saMbanDi-dravya-gata-paramANuzu yAga-karrtaya-Atmani
   vāvasthāya phalamārabhata iti pūrvapakṣaḥ |	vA-avasTAya Palam-AraBate iti pUrva-pakzaH |
   naitadyuktam |	na-etat-yuktam |
   ukter'the pramāṇābhāvāt |	ukter-aTe pramANa-aBAvAt |
   na ca niyoge 'pi pramāṇābhāvaḥ śaṅkanīyaḥ |	na ca niyoge api pramANa-aBAvaH SaFkanIyaH |
   vaidikaliṅādīnāṃ tadabhidhāyakatvāt |	vEdi-kaliFa-AdInAm tad-aBiDAyaka-tvAt |
   tato dhātvarthātiriktaṃ kālāntarabhāvyakāmyaphalasādhanamapūrvamatvita ||	tatas DAtu-arTa-atiriktam kAla-antara-BAvya-kAmya-Pala-sADanam-apUrvam-atvitaH ||
   MJaiNyC_2,1.11-12 ||	MJENyC_2,1.11-12 ||
   (tṛtīye karmaṇāṃ guṇapradhānabhāvavibhāgādhikaraṇe sūtrāṇi 6 - 8)	(tRtIye karmaNAm guNa-praDAna-BAva-viBAga-aDikaraNe sUtrANi 6  8)
   tāni dvaidhaṃ guṇapradhānabhūtāni / Jaim_2,1.6 /	tAni dvEDam guNa-praDAna-BUtAni / JEm_2,1.6 /
   yair dravyaṃ na cikīrṣyate tāni pradhānabhūtāni dravyasya guṇabhūtatvāt /	yEH dravyam na cikIrzyate tAni praDAna-BUtAni dravyasya guNa-BUta-tvAt /
   Jaim_2,1.7 /	JEm_2,1.7 /
   yais tu dravyaṃ cikīrṣyate guṇas tatra pratīyeta tasya dravyapradhānatvāt	yEH tu dravyam cikIrzyate guNaH tatra pratIyeta tasya dravya-praDAna-tvAt-
   / Jaim_2,1.8 /	/ JEm_2,1.8 /
   START MJaiNy 2,1.13-14	START MJENi 2,1.13-14
   tṛtīyādhikaraṇamāracayati --	tRtIya-aDikaraNam-Aracayati --
   avaghātādināpūrvamutpādyaṃ vidyate na vā /	avaGAta-AdinA-apUrvam-utpAdyam vidyate na vA /
   yajatyādivadastyeva vākyavaiyarthyamanyathā // MJaiNy_2,1.13 //	yajati-Adi-vat-asti-eva vAkya-vEyarTyam-anyaTA // MJENi-_2,1.13 //
   dṛṣṭe tuṣavimoke tu nāpūrve dravyatantrataḥ /	dRzwe tuza-vimoke tu na-apUrve dravya-tantrataH /
   syādyajatyādivaiṣamyaṃ niyamāpūrvakṛdvacaḥ // MJaiNy_2,1.14 //	syAt-yajati-Adi-vEzamyam niyama-apUrva-kRt-vacaH // MJENi-_2,1.14 //
   darśapūrṇamāsayoḥ śrūyate -"vrīhīnavahanti" "taṇḍulānpinaṣṭi"iti |	darSa-pUrNamAsayoH SrUyate -"vrIhIn-avahanti" "taNxulAn-pinazwi"-iti |
   tatra akdhātapeṣaṇe apūrvajanake, vihitadhātvarthatvāt,	tatra akDAta-pezaNe apUrva-janake, vihita-DAtu-arTa-tvAt,
   yajatyādighātvarthavat ' |	yajati-Adi-GAtu-arTavat a |
   vipakṣe - vidhivākyavaiyarthyarūpo bādhakastarko 'vagantavyaḥ |	vipakze  viDi-vAkya-vEyarTya-rUpaH bADakaH-tarkaH avagantavyaH |
   tuṣavimokacūrṇatvayordṛṣṭaprayojanayorlokasiddhatvena tādarthye	tuza-vimoka-cUrNa-tvayoH-dRzwa-prayojanayoH-loka-sidDa-tvena tAdarTye
   'vaghātapeṣaṇayorvidhirrvyathaḥ syāt |	avaGAta-pezaNayoH-viDiH-H-vyaTaH syAt |
   tasmāt - astyapūrvamiti prāpte, brūmaḥ- dṛṣṭaphale saṃbhavatyapūrve na	tasmAt  asti-apUrvam-iti prApte, brUmaH dRzwa-Pale saMBavati-apUrve na
   kalpanīyam |	kalpanIyam |
   yajatyādidṛṣṭāntastu viṣamaḥ |	yajati-Adi-dRzwAntaH-tu vizamaH |
   tatra hi kriyāprādhānyena dravyapāratantryābhāvādapūrvasādhanatvaṃ kriyāyā	tatra hi kriyA-prADAnyena dravya-pAratantrya-aBAvAt-apUrva-sADana-tvam kriyAyAH-
   yuktam |	yuktam |
   iha tu ' vrīhīn ' iti karmakārakavibhaktyā vrīhīṇāmīpsitatamatvena	iha tu a vrIhIn a iti karma-kAraka-viBaktyA vrIhINAm-Ipsitatama-tvena
   prādhānyāvagamāddravyaparatantro 'vaghāto dravya evātiśayaṃ kuryāt, na	prADAnya-avagamAt-dravya-paratantraH avaGAtaH dravyaH eva-atiSayam kuryAt, na
   tvapūrve janayati |	tu-apUrve janayati |
   na ca vidhivaiyarthyam |	na ca viDi-vEyarTyam |
   nakhanirbhedanādinā tuṣavimokasaṃbhave 'pi 'avaghātenaivāsau kartavyaḥ '	naKa-nirBedanAdinA tuza-vimoka-saMBave api aavaGAtena-eva-asO kartavyaH a
   iti yo niyamastasya niyamasyāpūrvahetutvena vidheyatvāt |	iti yaH niyamaH-tasya niyamasya-apUrva-hetu-tvena viDeya-tvAt |
   tasmānnāstyavavātādijanyamapūrnam || MJaiNyC_2,1.13-14 ||	tasmAt-na-asti-avavAta-Adi-janyam-apUrnam || MJENyC_2,1.13-14 ||
   atra gurumatamāha -	atra guru-matam-Aha -
   START MJaiNy 2,1.15	START MJENi 2,1.15
   dvitīyāṃ saktuvadbhaṅktvā niyoge 'nvayitāṃ krīyā /	dvitIyAm saktu-vat-BaFktvA niyoge anvayitAm krIyAH /
   sākṣāditi na mantavyaṃ dṛṣṭasyātropapattitaḥ // MJaiNy_2,1.15 //	sAkzAt-iti na mantavyam dRzwa-sya-atra-upapattitaH // MJENi-_2,1.15 //
   "saktūñjuhoti"ityatra dravyaprādhānyaṃ parityajya dvitīyāyā bhaṅgaṃ kṛtvā	"saktUn-juhoti"-iti-atra dravya-prADAnyam parityajya dvitIyAyAH BaFgam kRtvA
   kriyāprādhānyāya"saktubhirjuhoti"iti tṛtīyātvena vipariṇāmo vakṣyate |	kriyA-prADAnya-aya"-saktuBiH-juhoti"-iti tRtIyA-tvena vipariNAmaH vakzyate |
   tathā"vrīhibhiravahanti"iti vipariṇāmena pradhānabhūtā kriyā	taTA-a"vrIhiBiH-avahanti"-iti vipariNAmena praDAna-BUtA kriyA
   dravyavyavadhānamantareṇa sākṣādeva niyoge 'nvetavyeti cet |	dravya-vyavaDAnam-antareNa sAkzAt-eva niyoge anvetavyA-iti ced |
   maivam |	mA-evam |
   vaiṣamyāt |	vEzamyAt |
   tatra"homena saktuṣu saṃskāro na bhavati"bhasmībhūtānāmanyatra	tatra"homena saktuzu saMskAraH na Bavati"BasmIBUtAnAm-anyatra
   viniyogāsaṃbhavāt , ityabhipretya saṃskārakarmatvaṃ parityaktam |	viniyoga-asaMBavAt , iti-aBipretya saMskAra-karma-tvam parityaktam |
   iha dṛṣṭastuṣavimākesaṃskāra upapadyate |	iha dRzwaH-tuza-vimAkesaMskAraH upapadyate |
   vituṣāṇāṃ teṣāṃ puroḍāśe viniyogasaṃbhavāt || MJaiNyC_2,1.15 ||	vituzANAm tezAm puroxASe viniyoga-saMBavAt || MJENyC_2,1.15 ||
   (caturthe saṃmārjanādīnāmapradhānatādhikaraṇe sūtrāṇi 9 - 12)	(caturTe saMmArjana-AdInAm-apraDAna-tA-aDikaraNe sUtrANi 9  12)
   dharmamātre tu karma syād anirvṛtteḥ prayājavat / Jaim_2,1.9 /	Darma-mAtre tu karma syAt anirvRtteH prayAja-vat / JEm_2,1.9 /
   tulyaśrutitvād vetaraiḥ sadharmaḥ syāt / Jaim_2,1.10 /	tulya-Sruti-tvAt vA-itarEH sa-DarmaH syAt / JEm_2,1.10 /
   dravyopadeśa iti cet / Jaim_2,1.11 /	dravya-upadeSaH iti ced / JEm_2,1.11 /
   na tadarthatvāl lokavat tasya ca śeṣabhūtatvāt / Jaim_2,1.12 /	na tad-arTa-tvAt loka-vat tasya ca Seza-BUta-tvAt / JEm_2,1.12 /
   START MJaiNy 2,1.16-17	START MJENi 2,1.16-17
   caturthādhikaraṇamāracayati --	caturTa-aDikaraNam-Aracayati --
   saṃmārṣṭa struca ityatra kiṃ pradhānākhyakarmatā /	saMmArzwa strucaH iti-atra kim praDAna-AKya-karma-tA /
   guṇakarmatvamathavā dṛṣṭābhāve 'vaghātavat // MJaiNy_2,1.16 //	guNa-karma-tvam-aTavA dRzwa-aBAve avaGAta-vat // MJENI-_2,1.16 //
   guṇatvaṃ nahi saṃbhāvyaṃ prādhānyaṃ tu prayājavat /	guNa-tvam na-hi saMBAvyam prADAnyam tu prayAja-vat /
   adṛṣṭakalpanenāpi guṇatvaṃ syāddvitīyayā // MJaiNy_2,1.17 //	adRzwa-kalpanena-api guNa-tvam syAt-dvitIyayA // MJENi-_2,1.17 //
   darśapūrṇamāsayorjuhvādīnāṃ darbhaiḥ saṃmārjanamāmnātam -"strucaḥ	darSa-pUrNamAsayoH-juhvA-AdInAm darBEH saMmArjanam-AmnAtam -"H-trucaH
   saṃmārṣṭi"iti |	saMmArzwi"-iti |
   tatra saṃmārjanaṃ pradhānakarma |	tatra saMmArjanam praDAna-karma |
   kutaḥ |	kutas |
   guṇakarmalakṣaṇarahitatvāt, pradhānakarmalakṣaṇayuktatvācca |	guNa-karma-lakzaNa-rahita-tva-at, praDAna-karma-lakzaNa-yukta-tvAt-ca |
   sūtrakāro hi karmaṇāṃ rāśidvayaṃ pratijñāya tayorlakṣaṇaṃ	sUtra-kAraH hi karmaNAm rASi-dvayam pratijQAya tayoH-lakzaNam
   pṛthaksūtrayāmāsa-"tāni dvaidhaṃ guṇapradhānabhūtāni""yaistu dravyaṃ	pRTak-sUtrayAmAsa--"tAni dvEDam guNa-praDAna-BUta-ani""yEH-tu dravyam
   cikīrṣyate, guṇastatra pratīyeta, tasya dravyapradhānatvāt""yaistu dravyaṃ	cikIrzyate, guNaH-tatra pratIyeta, tasya dravya-praDAna-tvAt""yEH-tu dravyam
   na cikīrṣyate, tāni pradhānabhūtāni, dravyasya guṇabhūtatvāt"ccpū.mī.sū. 2	na cikIrzyate, tAni praDAna-BUtAni, dravyasya guNa-BUta-tvAt"ccpU.mI.sU. 2
   | 1 | 6 - 8 chtaiti |	| 1 | 6  8 CtEti |
   yaiḥ karmabhirdravyamutpādayituṃ saṃskartu veṣyate, teṣu karmasu guṇatvam	yEH karmaBiH-dravyam-utpAdayitum saMskartu vezyate, tezu karmasu guNa-tvam
   kutaḥ |	kutas |
   tasya karmaṇo dravyapradhānatvāt |	tasya karmaNaH dravya-praDAna-tvAt |
   dravyaṃ pradhānamasya, iti bahuvrīhiḥ |	dravyam praDAnam-asya, iti bahuvrIhiH |
   "yūpaṃ takṣati"āhavanīyamādaghāti" ityādau	"yUpam takzati"AhavanIya-mAda-GAti" iti-AdO
   yūpāhavanīyādidravyamutpādayitumiṣyate |	yUpAhavanIya-Adi-dravyam-utpAdayitum-izyate |
   "vrīhīnavahanti" "taṇḍulānpinaṣṭi"ityādau vrīhyādidravyaṃ saṃskartumiṣṭam	"vrIhIn-avahanti" "taNxulAn-pinazwi"-ityAdO vrIhi-Adi-dravyam saMskartum-izwam
   | prayājādiṣūktavaiparītyātpradhānakarmatvam |	| prayAja-Adizu-ukta-vEparItyAt-praDAna-karma-tvam |
   evaṃ satyavaghātena yathā vrīhīṇāṃ tuṣavimoko dṛṣṭaḥ saṃskāraḥ, tathā	evam sati-avaGAtena yaTA vrIhINAm tuza-vimokaH dRzwaH saMskAraH, taTA
   saṃmārjanena juhvādiṣu kaṃcidatiśayaṃ na paśyāmaḥ |	saMmArjanena juhvAdizu kaMcid-atiSayam na paSyAmaH |
   ato 'vaghātavadguṇakarmatvābhāvātprayājādivatpradhānakarmatvamiti prāpte	atas avaGAta-vat-guNa-karma-tva-aBAvAt-prayAja-Adi-vat-praDAna-karma-tvam-iti prApte
   brūmaḥ- 'struca' iti dvitīyā karmakārake vihitā |	brUmaH astruca-a iti dvitIyA karma-kArake vihitA |
   karmatvaṃ cepsitatamatvesati bhavati |	karma-tvam ca-Ipsitatama-tvesati Bavati |
   "karturīpsitatamaṃ karma"ccpā.sū. 1 | 4 | 49 chtaiti karmasaṃjñāvidhānāt |	"kartuH-Ipsitatamam karma"ccpA.-sU. 1 | 4 | 49 CtEti karma-saMjQA-viDAnAt |
   kratusādhanatvena ca strucāṃ yuktamīpsitatamatvam |	kratu-sADana-tvena ca strucAm yuktam-Ipsitatama-tvam |
   ataḥ pradhānabhūtāḥ strucaḥ |	atas praDAna-BUtAH strucaH |
   tathāsati saṃmārjanakriyāyā guṇakarmatvamavaghātavadbhaviṣyati |	taTA-asati saMmArjana-kriyAyAH guNa-karma-tvam-avaGAta-vat-Bavizyati |
   yadi strukṣudṛṣṭo 'tiśayo na syāt, tarhyapūrve kalpanīyam ||	yadi strukzu-dRzwaH atiSayaH na syAt, tarhi-apUrve kalpanIyam ||
   MJaiNyC_2,1.16-17 ||	MJENyC_2,1.16-17 ||
   (pañcame stotrādiprādhānyādhikaraṇe sūtrāṇi 13 - 29)	(paQcame stotra-Adi-prADAnya-aDikaraNe sUtrANi 13  29)
   stutaśastrayos tu saṃskāro yājyāvad devatābhidhānatvāt / Jaim_2,1.13 /	stuta-SastrayoH tu saMskAraH yAjyAvat devatA-aBiDAna-tvAt / JEm_2,1.13 /
   arthena tv apakṛṣyeta devatānām acodanārthasya guṇabhūtatvāt / Jaim_2,1.14	arTena tu apakRzyeta devatAnAm acodana-arTasya guNa-BUta-tvAt / JEm_2,1.14
   vaśāvad vā guṇārthaṃ syāt / Jaim_2,1.15 /	vaSA-vat vA guNa-arTam syAt / JEm_2,1.15 /
   na śrutisamavāyitvāt / Jaim_2,1.16 /	na Sruti-samavAyi-tvAt / JEm_2,1.16 /
   vyapadeśabhedāc ca / Jaim_2,1.17 /	vyapadeSa-BedAt ca / JEm_2,1.17 /
   guṇaś cānarthakaḥ syāt / Jaim_2,1.18 /	guNaH ca-anarTakaH syAt / JEm_2,1.18 /
   tathā yājyāpurorucoḥ / Jaim_2,1.19 /	taTA yAjyA-purorucoH / JEm_2,1.19 /
   vaśāyām arthasamavāyāt / Jaim_2,1.20 /	vaSAyAm arTa-samavAyAt / JEm_2,1.20 /
   yatreti vārthavattvāt syāt / Jaim_2,1.21 /	yatra-iti vA-arTavat-tvAt syAt / JEm_2,1.21 /
   na tvāmnāteṣu / Jaim_2,1.22 /	na tu-AmnAtezu / JEm_2,1.22 /
   dṛśyate / Jaim_2,1.23 /	dRSyate / JEm_2,1.23 /
   api vā śrutisaṃyogāt prakaraṇe stautiśaṃsatī kriyotpāttiṃ vidadhyātām /	api vA Sruti-saMyogAt prakaraNe stOti-SaMsatI kriyA-utpAttim vidaDyAtAm /
   Jaim_2,1.24 /	JEm_2,1.24 /
   śabdapṛthaktvāc ca / Jaim_2,1.25 /	Sabda-pRTaktvAt ca / JEm_2,1.25 /
   anarthakaṃ ca tadvacanam / Jaim_2,1.26 /	anarTakam ca tat-vacanam / JEm_2,1.26 /
   anyaś cārthaḥ pratīyate / Jaim_2,1.27 /	anyaH ca-arTaH pratIyate / JEm_2,1.27 /
   abhidhānaṃ ca karmavat / Jaim_2,1.28 /	aBiDAnam ca karma-vat / JEm_2,1.28 /
   phalanirvṛttiś ca / Jaim_2,1.29 /	Pala-nirvRttiH ca / JEm_2,1.29 /
   START MJaiNy 2,1.18-19	START MJENi 2,1.18-19
   pañcamādhikaraṇamāracayati -	paQcama-aDikaraNam-Aracayati -
   praugaṃ śaṃsatītyādau guṇatota pradhānatā /	prOgam SaMsati-ityAdO guNa-tota praDAna-tA /
   dṛṣṭā devasmṛtistena guṇatā stotraśastrayoḥ // MJaiNy_2,1.18 //	dRzwA deva-smRtiH-tena guNa-tA stotra-SastrayoH // MJENi-_2,1.18 //
   smṛtyarthatve stautiśaṃsyordhātvoḥ śrautārthabādhanam /	smRti-arTa-tve stOtiSaMsyoH-DAtvoH SrOta-arTa-bADanam /
   tenādṛṣṭamupetyāpi prādhānyaṃ śrutaye matam // MJaiNy_2,1.19 //	tena-adRzwam-upetya-api prADAnyam Srutaye matam // MJENi-_2,1.19 //
   jyotiṣṭome śrūyate -"praugaṃ śaṃsati" "niṣkevalyaṃ śaṃsati" "ājyaiḥ	jyotizwome SrUyate -"-prOgam SaMsati" "nizkevalyam SaMsati" "a-AjyEH
   stuvate" "pṛṣṭaiḥ stuvate"prauganiṣkevalyaśabdau śastraviśeṣanāmanī |	stuvate" "pRzwEH stuvate"-prOga-nizkevalya-SabdO Sastra-viSeza-nAmanI |
   ājyapṛṣṭaśabdau tu vyākhyātau |	Ajya-pRzwa-SabdO tu vyAKyAtO |
   apragītamantrasādhyā stutiḥ śastram |	apragIta-mantra-sADyA stutiH Sastram |
   pragītamantrasādhyāstutiḥ stotram |	pragIta-mantra-sADya-AstutiH stotram |
   tayoḥ stutaśastrayorguṇakarmatvaṃ yuktam |	tayoH stuta-SastrayoH-guNa-karma-tvam yuktam |
   kutaḥ |	kutas |
   tuṣavimokavaddṛṣṭārthalābhāt |	tuza-vimoka-vat-dRzwa-arTa-lABAt |
   ṣaṭhyamāneṣu mantreṣvanusmaraṇena devatā saṃskriyata iti prāpte --	zaWyamAnezu mantrezu-anusmaraNena devatA saMskriyate iti prApte --
   brūmaḥ- stotavyāyā devatāyāḥ stāvakairguṇaiḥ saṃbandhakīrtanaṃ	brUmaH stotavyAyAH devatAyAH stAvakEH-guNEH saMbanDa-kIrtanam
   stautiśaṃsatidhātvorvācyor'thaḥ |	stOti-SaMsati-DAtvoH-vAcyor-aTaH |
   yadi mantravākyāni guṇasaṃbandhābhidhānaparāṇi , tadā	yadi mantra-vAkyAni guNa-saMbanDa-aBiDAna-parANi , tadA
   dhātvormukhyārthalābhācchratiranugṛhītā bhaviṣyati |	DAtvoH-muKyA-arTa-lABAt-SratiH-anugRhItA Bavizyati |
   yadā tu guṇadvāreṇānusmaraṇīyadevatāsvarūpa prakāśanaparāṇi mantravākyāni	yadA tu guNa-dvAreNa-anusmaraNIya-devatA-svarUpa prakASana-parANi mantra-vAkyAni
   syuḥ, tadā dhātvormukhyor'tho na syāt |	syuH, tadA DAtvoH-muKyor-aTo na syAt |
   loke hi ' devadattaścaturvedābhijñaḥ ' ityukte stutiḥ pratīyate |	loke hi a devadattaH-catur-veda-aBijQaH a iti-ukte stutiH pratIyate |
   tasya vākyasya guṇasaṃbandhaparatvābhāvāt |	tasya vAkyasya guNa-saMbanDa-paratva-aBAvAt |
   yadā tu devadattarūpaparatā ' yaścaturvedī tamānaya, ityādau, tatra na	yadA tu devadatta-rUpa-para-tA a yaH-catur-vedI tamAnaya, iti-AdO, tatra na
   stutipratītiḥ |	stuti-pratItiH |
   tasya caturvedasaṃbandhadvāreṇa devadattasvarūpopalakṣaṇaparatvena	tasya catur-veda-saMbanDa-dvAreNa devadatta-svarUpa-upalakzaNa-paratvena
   guṇasaṃbandhaparatvābhāvāt |	guNa-saMbanDa-paratva-aBAvAt |
   tataśca - ' ājyairdevaṃ prakāśayet , ' pṛṣṭairdevaṃ prakāśayet, ityevaṃ	tatas-ca  a AjyEH-devam prakASayet , a pRzwEH-devam prakASayet, iti-evam
   vidhyarthaparyavasānāddhātvormukhyārtho bādhyeta |	viDi-arTa-paryavasAnAt-DAtvoH-muKya-arTaH bADyeta |
   tato dhātuśrutimabādhituṃ stotraśastrayoḥ pradhānakarmatvamabhyupetavyam |	tatas DAtu-Srutim-abADitum stotra-SastrayoH praDAna-karma-tvam-aByupetavyam |
   tatra dṛṣṭaṃ prayojanaṃ nāstīti cet |	tatra dRzwam prayojanam na-asti-iti ced |
   tarhyapūrvamastu || MJaiNyC_2,1.18-19 ||	tarhi-apUrvam-astu || MJENyC_2,1.18-19 ||
   (ṣaṣṭhe mantrāvidhāyakatvādhikaraṇe sūtre 30 - 31)	(zazWe mantrA-viDAyaka-tva-aDikaraNe sUtre 30  31)
   vidhimantrayor aikārthyam aikaśabdyāt / Jaim_2,1.30 /	viDi-mantrayoH EkArTyam Eka-SabdyAt / JEm_2,1.30 /
   api vā prayogasāmarthyān mantro 'bhidhānavācī syāt / Jaim_2,1.31 /	api vA prayoga-sAmarTyAt mantraH aBiDAna-vAcI syAt / JEm_2,1.31 /
   START MJaiNy 2,1.20-21	START MJENi 2,1.20-21
   ṣaṣṭhādhikaraṇamāracayati -	zazWa-aDikaraNam-Aracayati -
   devāṃśca yābhiryajata ityākhyātaṃ tu mantragam /	devAn=-ca yABiH-yajate iti-AKyAtam tu mantra-gam /
   vidhāyakaṃ na vānyena samatvāttadvidhāyakam // MJaiNy_2,1.20 //	viDAyakam na vA-anyena samatvAt-tat-viDAyakam // MJENi-_2,1.20 //
   yacchabdādeḥ kṣīṇaśaktirna vidhistrividhaṃ tataḥ /	yat-Sabda-AdeH kzINa-SaktiH-na viDiH-triviDam tatas /
   ākhyātamabhidhānaṃ ca pradhānaguṇakarmaṇī // MJaiNy_2,1.21 //	AKyAtam-aBiDAnam ca praDAna-guNa-karmaNI // MJENI-_2,1.21 //
   ayaṃ mantra āmnāyate -"devāṃśca yābhiryajate dadāti ca jyogittābhiḥ sacate	ayam mantraH AmnAyate -"devAn=-ca yABiH-yajate dadAti ca jyogittABiH sacate
   gopatiḥ saha"iti |	gopatiH saha"-iti |
   ayamarthaḥ-	ayam-arTaH-
   gopatiryajamāno yābhirgobhirdevānyajate yāśca gā brāhmaṇebhyo dadāti	gopatiH-yajamAnaH yABiH-goBiH-devAn-yajate yAH-ca gAH brAhmaNeByaH dadAti
   cirameva tābhiḥ saha paraloke 'vatiṣṭhate iti |	ciram-eva tABiH saha para-loke avatizWate iti |
   tatra yathā brāhmaṇagatamākhyātapadaṃ pradhānaguṇakarmaṇoranyantarasya	tatra yaTA brAhmaNa-gatam-AKyAta-padam praDAna-guNa-karmaNoH-anyantarasya
   vidhāyakam, tathā mantragatamapīti cet |	viDAyakam, taTA mantra-gatam-api-iti ced |
   maivam |	mA-evam |
   yacchabdādinā vidhiśakteḥ kṣīṇatvāt |	yat-Sabda-AdinA viDi-SakteH kzINa-tvAt |
   sati hi yacchabde tasya vākyasyānuvādakatvaṃ pratīyate, na tu	sati hi yat-Sabde tasya vAkyasya-anuvAdaka-tvam pratIyate, na tu
   vidhāyakatvam |	viDAyaka-tvam |
   'yacchabdādeḥ ' ityādiśabdenottamapuruṣāmantraṇādayaḥ |	ayat-Sabda-AdeH a ityAdi-Sabdena-uttama-puruza-AmantraNa-AdayaH |
   ' barhirdevasadanaṃ dāmi ' ityuttamapurūmaḥ |	a barhiH-deva-sadanam dAmi a iti-uttama-purUmaH |
   'agnīdagnīnvihara' ityāmantraṇam |	aagnIt-agnIn-vihara-a iti-AmantraNam |
   evaṃ brahmaṇe 'pi - ' yasyobhayaṃ havirārtimārcchat ' ityudāharaṇīyam |	evam brahmaNe api  a yasya-uBayam haviH-Artim-ArcCat a iti-udAharaNIyam |
   tasmāt - ' ākhyātasya pradhānakarmavidhāyatvaṃ, guṇavidhāyakatvaṃ vā '	tasmAt  a AKyAtasya praDAna-karma-viDAya-tvan, guNa-viDAyaka-tvam vA a
   ityevaṃ dvāveva prakārau na bhavataḥ, kiṃtu - ' abhidhāyakatvam '	iti-evam dvO=-eva prakArO na BavataH, kiMtu  a aBiDAyaka-tvam a
   ityapyasti tṛtīyaḥ prakāraḥ |	iti-api-asti tRtIyaH prakAraH |
   tato na mantragatākhyātasya vidhāyakatvam || MJaiNyC_2,1.20-21 ||	tatas na mantra-gata-AKyAtasya viDAyaka-tvam || MJENyC_2,1.20-21 ||
   (saptame mantranirvacanādhikaraṇe sūtram)	(saptame mantra-nirvacana-aDikaraNe sUtram)
   taccodakeṣu mantrākhyā / Jaim_2,1.32 /	tat-ca-udakezu mantra-AKyA / JEm_2,1.32 /
   START MJaiNy 2,1.22-23	START MJENi 2,1.22-23
   saptamādhikaraṇamāracayati --	saptama-aDikaraNam-Aracayati --
   ahe budhiṇya mantraṃ ma iti mantrasya lakṣaṇam /	ahe buDiNya mantram me iti mantrasya lakzaNam /
   nāstyasti vāsya nāstyetadavyāptyāderavāraṇāt // MJaiNy_2,1.22 //	na-asti-asti vA-asya na-asti-etat-avyApti-AdeH-avAraNAt // MJENi-_2,1.22 //
   yājñikānāṃ samākhyānaṃ lakṣaṇaṃ doṣavarjitam /	yAjQikAnAm samAKyAnam lakzaNam doza-varjitam /
   te 'nuṣṭhānasmārakādau mantraśabdaṃ prayuñjate // MJaiNy_2,1.23 //	te anuzWAna-smAraka-AdO mantra-Sabdam prayuQjate // MJENI-_2,1.23 //
