   =ācāra.kāṇḍam=	=a-AcAra.-kANxam=
   Par7.5cd/.prāpte.tu.dvādaśe.varṣe.yaḥ.kanyāṃ.na.prayacchati.//	Par7.5cd/.-prApte.tu.-dvAdaSe.-varze.yaH.kanyAM.na.-prayacCati.//
   Par7.6ab/.māsi.māsi.rajas.tasyāḥ.pibanti.pitaraḥ.svayaṃ./	Par7.6ab/.mAsi.-mAsi.-raja-s.tasyAH.pibanti.-pitaraH.svayaM./
   Par7.6cd/.mātā.caiva.pitā.caiva.jyeṣṭho.bhrātā.tathaiva.ca.//	Par7.6cd/.-mAtA.-cEva.pitA.-ca-eva.-jyezWaH-.BrAtA.-taTA-eva.-ca.//
   Par7.7ab/.trayas.te.narakaṃ.yānti.dṛṣṭvā.kanyāṃ.rajasvalāṃ./	Par7.7ab/.traya-s.te.nara-kaM.yAnti.-dRzwvA-a.ka-nyAM.-rajasvalAM./
   Par7.7cd/.yas.tāṃ.samudvahet.kanyāṃ.brāhmaṇo.mada.mohitaḥ.//	Par7.7cd/.ya-s.tAM.samudvahet.kanyAM.brAhmaNaH-.mada.-mohitaH.//
   Par7.8ab/.asambhāṣyo.hy.apāṅkteyaḥ.sa.vipro.vṛṣalī.patiḥ./	Par7.-8ab/.a-samBAzya-u.hi-.a-pAFkteyaH-.sa.vipro.vRzalI.-patiH./
   Par7.8cd/.yaḥ.karoty.eka.rātreṇa.vṛṣalī.sevanaṃ.dvijaḥ.//	Par7.8cd/.yaH.karoti-.eka.rAtreNa.vRzalI.-sevanan.dvijaH.//
   Par7.9ab/.sa.bhaikṣa.bhug.japan.nityaṃ.trir.varṣair.viśudhyati./	Par7.9ab/.-sa.BEkza.Buj-.japan.-nityaM.tris-.varzEH-.viSuDyati./
   Par7.9cd/.astaṃ.gate.yadā.sūrye.caṇḍālaṃ.patitaṃ.striyaṃ.//	Par7.9cd/.aH-taM.-gate.ya-dA.sUryet-caNxAlaM.patitaM.striyaM.//
   Par7.10ab/.sūtikāṃ.spṛśataś.caiva.kathaṃ.śuddhir.vidhīyate./	Par7.10ab/.sUtikAM.spRSata-S.cA-eva.-kaTaM.SudDiH-.viDIyate./
   Par7.10cd/.jāta.vedaḥ.suvarṇaṃ.ca.soma.mārgaṃ.vilokya.ca.//	Par7.10cd/.-jAta-.-vedaH-.suvarNaM.ca.-soma.-mArgaM.vilokya.-ca.//
   Par7.11ab/.brāhmaṇa.anumataś.caiva.snānaṃ.kṛtvā.viśudhyati./	Par7.11ab/.-brAhmaNa-.anumata-S.cA-eva.-snAnaM.kRtvA.-viSuDyati./
   Par7.11cd/.spṛṣṭvā.rajasvalā.anyonyaṃ.brāhmaṇī.brāhmaṇī.tathā.//	Par7.11cd/.-spRzwvA-a.rajasvalA-.anyonyaM.brAhmaNI.-brAhmaNIH-taTA.//
   Par7.12ab/.tāvat.tiṣṭhen.nirāhārā.tri.rātreṇa.eva.śudhyati./	Par7.12ab/.tAvat.tizWen.-nirAhArA.-tri.rAtreNa.eva.-SuDyati./
   Par7.12cd/.spṛṣṭtvā.rajasvalā.anyonyaṃ.brāhmaṇī.kṣatriyā.tathā./	Par7.12cd/.-spRzwtvA.rajasvalA.anyonyaM.brAhmaNI.kzatriyA.taTA./
   Par7.13ab/.ardha.kṛcchraṃ.caret.pūrvā.pādaṃ.ekaṃ.anantarā./	Par7.13ab/.arDa-.kRcCran=-caret.-pUrvA.-pAdaM.ekaM.anantarA./
   Par7.13cd/.spṛṣṭvā.rajasvalā.anyonyaṃ.brāhmaṇī.vaiśyajā.tathā.//	Par7.13cd/.-spRzwvA-a.rajasvalA.anyonyaM.brAhmaNI.-vESya-jA.-taTA.//
   Par7.14ab/.pāda.hīnaṃ.caret.pūrvā.pādaṃ.ekaṃ.anantarā./	Par7.14ab/.pAda.-hInan=-caret.-pUrvA.-pAdaM.ekaM.anantarA./
   Par7.14cd/.spṛṣṭvā.rajasvalā.anyonyaṃ.brāhmaṇī.śūdrajā.tathā.//	Par7.14cd/.-spRzwvA-a.rajasvalA.anyonyaM.brAhmaNI.-SUdra-jA.-taTA.//
   Par7.15ab/.kṛcchreṇa.śudhyate.pūrvā.śūdrā.dānena.śudhyati./	Par7.15ab/.kRcCreNa.SuDyate.-pUrvA.-SUdrA.-dAnena.-SuDyati./
   Par7.15cd/.snātā.rajasvalā.yā.tu.caturthe.ahani.śudhyati.//	Par7.-15cd/.-snAtA.-rajasvalA.yA.tu.-caturTe.ahani.-SuDyati.//
   Par7.16ab/.kuryād.rajo.nivṛttau.tu.daiva.pitrya.ādi.karma.ca./	Par7.16ab/.kuryAt-.rajaH-.-nivRttO.-tu.-dEva.pitrya.Adi.karma.ca./
   Par7.16cd/.rogeṇa.yad.rajaḥ.strīṇāṃ.anvahaṃ.tu.pravartate.//	Par7.-16cd/.-rogeNa.yad.rajaH.-strINAM.anu-ahaM.tu.-pravartate.//
   Par7.17ab/.na.aśuciḥ.sā.tatas.tena.tat.syāt.vaikālikaṃ.mataṃ./	Par7.17a-b/.na.a-SuciH.sA-a.tata-s.tena.tat.sya-at.vEkAli-kaM.mataM./
   Par7.17cd/.sādhv.ācārā.na.tāvat.syāt.rajo.yāvat.pravartate.//	Par7.17cd/.-sADv.AcArA.-na.tAvat.sya-at.rajaH-.yAvat.-pravartate.//
   Par7.18ab/.rajo.nivṛttau.gamyā.strī.gṛha.karmaṇi.caiva.hi./	Par7.18ab/.-rajaH-.-nivRttO.-gamyA.-strI.-gRha.karmaNi.ca-eva.-hi./
   Par7.18cd/.prathame.ahani.caṇḍālī.dvitīye.brahma.ghātinī.//	Par7.18cd/.-praTame.ahani.caNxAlI.dvitIye.-brahma.GAtinI.//
   Par7.19ab/.tṛtīye.rajakī.proktā.caturthe.ahani.śudhyati./	Par7.19ab/.tRtIye.-rajakI.-proktA.-caturTe.ahani.-SuDyati./
   Par7.19cd/.āture.snāna.utpanne.daśa.kṛtvo.hy.anāturaḥ.//	Par7.19cd/.Ature.-snAna-.utpanne.-daSa.-kRtvA-u.hi-.ana-AturaH.//
   Par7.20ab/.snātvā.snātvā.spṛśed.enaṃ.tataḥ.śudhyet.sa.āturaḥ./	Par7.20ab/.snA-tvA.-snA-tvA.-spRSet-.enaM.tataH.SuDyet.sa.a-AturaH./
   Par7.20cd/.ucchiṣṭa.ucchiṣṭa.saṃspṛṣṭaḥ.śunā.śūdreṇa.vā.dvijaḥ.//	Par7.20cd/.-ucCizwa.ucCizwa.-saMspRzwa-H.SunA.-SUdreNa.vA.-dvijaH.//
   Par7.21ab/.upoṣya.rajanīṃ.ekāṃ.pañca.gavyena.śudhyati./	Par7.21ab/.upozya.-rajanIM.ekAM.paQca.gavyena.-SuDyati./
   Par7.21cd/.anucchiṣṭena.śūdreṇa.sparśe.snānaṃ.vidhīyate.//	Par7.21cd/.anucCizwena.-SUdreNa.-sparSe.-snAnaM.viDIyate.//
   Par7.22ab/.tena.ucchiṣṭena.saṃspṛṣṭaḥ.prājāpatyaṃ.samācaret./	Par7.22ab/.tena.ucCizwena.-saMspRzwaH.-prAjApatyaM.sam-Acaret./
   Par7.22cd/.bhasmanā.śudhyate.kāṃsyaṃ.surayā.yan.na.lipyate.//	Par7.22cd/.-BasmanA-a.SuDyate.-kAMsyan.surayA.i-an.na.lipyate.//
   Par7.23ab/.surā.mātreṇa.saṃspṛṣṭaṃ.śudhyate.agny.upalekhanaiḥ./	Par7.23ab/.-surA.-mAtreNa.-saMspRzwaM.SuDyate.agni-.upaleKanEH./
   Par7.23cd/.gava.āghrātāni.kāṃsyāni.śva.kāka.upahatāni.ca.//	Par7.23cd/.-gava-.AGrAtA-ni.kAMsya-ani.Sva.-kAka.upahatA-ni.ca.//
   Par7.24ab/.śudhyanti.daśabhiḥ.kṣāraiḥ.śūdra.ucchiṣṭāni.yāni.ca./	Par7.24ab/.SuDyanti.-daSaBiH.kzArEH.SUdra.ucCizwa-ani.yAni.ca./
   Par7.24cd/.gaṇḍūṣaṃ.pāda.śaucaṃ.ca.kṛtvā.vai.kāṃsya.bhājane.//	Par7.-24cd/.-gaNxu-Uzan.pAda.-SOcaM.ca.kRtvA-a.vE.kAMsya.BAjane.//
   Par7.25ab/.ṣaṇ.māsān.bhuvi.niḥkṣipya.uddhṛtya.punar.āharet./	Par7.25ab/.zaN.-mAsa-an.Buvi.-niHkzipya.udDRtya.-punar.Aharet./
   Par7.25cd/.āyaseṣv.āyasānāṃ.ca.sīsasya.agnau.viśodhanaṃ.//	Par7.25cd/.Ayasezu-.AyasAnAn=-ca.sIsasya-.agnO.-viSoDanaM.//
   Par7.26ab/.dantaṃ.asthi.tathā.bhṛṅgaṃ.rūpyaṃ.sauvarṇa.bhājanaṃ./	Par7.26ab/.dantaM.asTi.-taTA.-BRFgaM.rUpyaM.sOvarNa.-BAjanaM./
   Par7.26cd/.maṇi.pāṣāṇa.pātrāṇi.ity.etān.prakṣālayej.jalaiḥ.//	Par7.-26cd/.maNi.-pAzANa.-pAtrANi.iti-.etAn-.prakzAlayej.-jalEH.//
   Par7.27ab/.pāṣāṇe.tu.punar.gharṣaḥ.śuddhir.evaṃ.udāhṛtā./	Par7.27ab/.-pAzANe.tu.-punar.GarzaH.-SudDiH-.evaM.udAhRtA./
   Par7.27cd/.mṛṇ.maye.dahanāt.śuddhir.dhānyānāṃ.mārjanād.api.//	Par7.27cd/.-mRN.-maye.-dahanAt.-SudDiH-.DAnyAnAn.mArjanAt-.api.//
   Par7.28ab/.veṇu.valkala.cīrāṇāṃ.kṣauma.kārpāsa.vāsasāṃ./	Par7.28ab/.veNu.valkala.-cIrANAn.kzOma.-kArpAsa.-vAsasAM./
   Par7.28cd/.aurṇa.netra.paṭānāṃ.ca.prokṣaṇāt.śuddhir.iṣyate.//	Par7.28cd/.OrNa.-netra.-pawAnAn.ca.-prokzaNAt.-SudDiH-.izyate.//
   Par7.29ab/.muñja.upaskara.śūrpāṇāṃ.śaṇasya.phala.carmaṇāṃ./	Par7.29ab/.-muQja.-upaskara.-SUrpANAn.SaNasya.Pala.-carmaNA-aM./
   Par7.29cd/.tṛṇa.kāṣṭhasya.rajjūṇāṃ.udaka.abhyukṣaṇaṃ.mataṃ.//	Par7.29cd/.-tRNa.-kAzWasya.-rajjUNa-aM.udaka-.aByukzaNaM.mataM.//
   Par7.30ab/.tūlikā.ādy.upadhānāni.rakta.vastra.ādikāni.ca./	Par7.30ab/.tUli-kA.Ady.upaDAna-ani.rakta.vastra.AdikAni.ca./
   Par7.30cd/.śoṣayitvā.ātapena.eva.prokṣaṇāt.śuddhitāṃ.iyuḥ.//	Par7.30cd/.-SozayitvA-a.Atapena-.eva.-prokzaNAt.-SudDi-tAM.iyuH.//
   Par7.31ab/.mārjāra.makṣikā.kīṭa.pataṅga.kṛmi.dardurāḥ./	Par7.31ab/.-mArjAra.-makzikA.-kIwa.-pataFga.-kRmi.dardurAH./
   Par7.31cd/.medhya.amedhyaṃ.spṛśanto.api.na.ucchiṣṭaṃ.manur.abravīt.//	Par7.31cd/.meDya.a-meDyaM.spRSantaH-.api.na.-ucCizwaM.m-anuH-.abravIt.//
   Par7.32ab/.mahīṃ.spṛṣṭvā.āgataṃ.toyaṃ.yāś.ca.apy.anyonya.vipruṣaḥ./	Par7.32ab/.-mahIM.spRzwvA-a.AgataM.toyaM.yAS.ca.api-.anyonya.-vipruzaH./
   Par7.32cd/.bhukta.ucchiṣṭaṃ.tathā.snehaṃ.na.ucchiṣṭaṃ.manur.abravīt.//	Par7.32cd/.-Bukta.-ucCizwan=-taTA.-snehaM.na.-ucCizwaM.m-anuH-.abravIt.//
   Par7.33ab/.tāmbūla.ikṣu.phale.caiva.bhukta.sneha.anulepane./	Par7.33ab/.tAmbUla-.ikzu.-Palet-cEva.-Bukta.-sneha-.anulepane./
   Par7.33cd/.madhu.parke.ca.some.ca.na.ucchiṣṭaṃ.dharmato.viduḥ.//	Par7.33cd/.-maDu.-parke.-ca.some.ca.na.ucCizwaM.Darmato.viduH.//
   Par7.34ab/.rathyā.kardama.toyāni.nāvaḥ.panthās.tṛṇāni.ca./	Par7.34ab/.raTyA.kardama-.-toya-ani.nAvaH-.panTa-as.tRNA-ni.ca./
   Par7.34cd/.māruta.arkeṇa.śudhyanti.pakva.iṣṭaka.citāni.ca.//	Par7.34cd/.-mAruta-.arkeNa.SuDyanti.-pakva-.izwaka.citA-ni.ca.//
   Par7.35ab/.aduṣṭā.saṃtatā.dhārā.vāta.uddhūtāś.ca.reṇavaḥ./	Par7.35ab/.a-duzwA.-saMtatA.-DArA-.vAta-.udDUta-aS.ca.reNavaH./
   Par7.35cd/.striyo.vṛddhāś.ca.bālāś.ca.na.duṣyanti.kadācana.//	Par7.35cd/.H-tri-yo.-vRdDa-aS.ca.bAlA-S.ca.na.duzyanti.kadAcana.//
   Par7.36ab/.deśa.bhaṅge.pravāse.vā.vyādhiṣu.vyasaneṣv.api./	Par7.36ab/.da-ISa.-BaFge.-pravAse.-vA.-vyADizu.-vyasanezu-.api./
   Par7.36cd/.rakṣed.eva.sva.deha.ādi.paścād.dharmaṃ.samācaret.//	Par7.36cd/.rakzet-.eva.-sva.-deha-.Adi.paScAd.DarmaM.sam-Acaret.//
   Par7.37ab/.yena.kena.ca.dharmeṇa.mṛdunā.dāruṇena.vā./	Par7.37ab/.yena.kena.ca.-DarmeNa.-mRdunA.dAruNena.vA./
   Par7.37cd/.uddhared.dīnaṃ.ātmānaṃ.samartho.dharmaṃ.ācaret./	Par7.-37cd/.udDaret-.dInaM.A-AtmAnaM.samarTaH-.DarmaM.A-Acaret./
   Par7.38ab/.āpat.kāle.tu.nistīrṇe.śauca.ācāraṃ.tu.cintayet./	Par7.38ab/.A-pat.-kAle.tu.-nistIrNe.-SOca-.AcAraM.tu.-cintayA-it./
   Par7.38cd/.śuddhiṃ.samuddharet.paścāt.svastho.dharmaṃ.samācaret.//E	Par7.-38cd/.-SudDiM.samudDaret.paH-ca-at.svasTaH-.DarmaM.samAcaret.//E
   Par8.1ab/.gavāṃ.bandhana.yoktreṣu.bhaven.mṛtyur.akāmataḥ./	Par8.1ab/.gavAn.banDana.-yoktra-izu.-Bavena-amRtyuH-.akAmatas-./
   Par8.1cd/.akāma.kṛta.pāpasya.prāyaś.cittaṃ.kathaṃ.bhavet.//	Par8.1cd/.a-kAma-.-kRta.pApasya.-prAya-S.cittaM.kaTaM.Bavet.//
   Par8.2ab/.veda.veda.aṅga.viduṣāṃ.dharma.śāstraṃ.vijānatāṃ./	Par8.2ab/.veda.-veda.aFga.-viduzA-aM.Darma.-SAstraM.vijAnatAM./
   Par8.2cd/.sva.karma.rata.viprāṇāṃ.svakaṃ.pāpaṃ.nivedayet.//	Par8.2cd/.-su-a.karma-.rata.-viprANAn.svakaM.pApaM.nivedayet.//
   Par8.3ab/.sāvitryāś.ca.api.gāyatryāḥ.saṃdhyā.upā(sty?).agni.kāryayoḥ./	Par8.3ab/.sAvitrya-aS.ca.a-pi.gAyatryAH.saMDyA.upA(sty?).agni.kAryayoH./
   Par8.3cd/.ajñānāt.kṛṣi.kartāro.brāhmaṇā.nāmadhārakāḥ.//	Par8.3cd/.a-jQAna-at.kRzi.kartAro.-brAhmaNA.-nAma-DArakAH.//
   Par8.4ab/.avratānāṃ.amantrāṇāṃ.jāti.mātra.upajīvināṃ./	Par8.4ab/.a-vratAnAM.a-mantrANAM.-jAti.-mAtra.upajIvinAM./
   Par8.4cd/.sahasraśaḥ.sametānāṃ.pariṣattvaṃ.na.vidyate.//	Par8.4cd/.-sahasra-Sas-.-sametAnAn.parizad-tvaM.na.-vidyate.//
   Par8.5ab/.yad.vadanti.tamo.mūḍhā.mūrkhā.dharmaṃ.atadvidaḥ./	Par8.5ab/.yat-.vadanti.tamaH-.mUXA.-mUrKA.-DarmaM.a-tad-vidaH./
   Par8.5cd/.tat.pāpaṃ.śatadhā.bhūtvā.tad.vaktṛṛn.adhigacchati.//	Par8.5cd/.-tat.pApaM.-Sata-DA.BU-tvA.-tad-.vaktRRn.aDigacCati.//
   Par8.6ab/.ajñātvā.dharma.śāstrāṇi.prāyaś.cittaṃ.dadāti.yaḥ./	Par8.6ab/.a-jQA-tvA.-Darma.-SAstra-aNi.prAya-S.cittaM.da-dAti.yaH./
   Par8.6cd/.prāyaś.cittī.bhavet.pūtaḥ.kilbiṣaṃ.parṣadi.vrajet.//	Par8-.6cd/.-prAya-S.cittI.Bavet.-pUtaH.-kilbizan.parzadi.vrajet.//
   Par8.7ab/.catvāro.vā.trayo.vā.api.yaṃ.brūyur.veda.pāragāḥ./	Par8-.7ab/.catvAraH-.vA.trayaH-.vA.api.yaM.brUyuH-.veda.-pAragAH./
   Par8.7cd/.sa.dharma.iti.vijñeyo.na.itarais.tu.sahasraśaḥ.//	Par8.7cd/.-sa.Darma-.iti.-vijQeyaH-.na.ita-rEs.tu.-sahasraSas-.//
   Par8.8ab/.pramāṇa.mārgaṃ.mārganto.ye.dharmaṃ.pravadanti.vai./	Par8.-8ab/.-pramANa.-mArgaM.mArganto.ye.-Darman.pravadanti.vE./
   Par8.8cd/.teṣāṃ.udvijate.pāpaṃ.sad.bhūta.guṇa.vādināṃ.//	Par8.8cd/.-tezAM.u-dvijate.-pApan.sad.BUta.-guNa.-vAdinA-aM.//
   Par8.9ab/.yathā.aśmani.sthitaṃ.toyaṃ.māruta.arkeṇa.śudhyati./	Par8.9ab/.yaTa-a.aSma-ni.sTitaM.toyan.mAruta-.arkeNa.-SuDyati./
   Par8.9cd/.evaṃ.pariṣad.ādeśāt.nāśayet.tasya.duṣkṛm(duṣkṛtam?).//	Par8.9cd/.evaM.parizad.a-AdeSAt.nASayet.tasya.-duzkRm(duzkRtam-?).//
   Par8.10ab/.na.eva.gacchati.kartāraṃ.na.eva.gacchati.parṣadaṃ./	Par8.10ab/.na-.eva.-gacCati.kartA-AraM.na-.eva.-gacCati.-parzadaM./
   Par8.10cd/.māruta.arka.ādi.samyogāt.pāpaṃ.naśyati.toyavat.//	Par8.10cd/.-mAruta-.arka.Adi.-samyaH-gAt.pApaM.na-Syati.toyavat.//
   Par8.11ab/.catvāro.vā.trayo.vā.api.vedavanto.agni.hotriṇaḥ./	Par8.11ab/.catvAraH-.vA.trayo.vA.-api.vedavantaH-.agni-.hotriNaH./
   Par8.11cd/.brāhmaṇāṃ.samarthā.ye.pariṣat.sā.abhidhīyate.//	Par8.11cd/.-brAhmaNAM.samarTa-A.ye.-parizat.sA.aBiDIyate.//
   Par8.12ab/.anāhita.agnayo.ye.anye.veda.veda.aṅga.pāragāḥ./	Par8.12ab/.ana-Ahita-.agna-yo.ye.anye.veda.-veda-.aFga.-pAragAH./
   Par8.12cd/.pañca.trayo.vā.dharmajñāḥ.pariṣat.sā.prakīrtitā.//	Par8.-12cd/.-paQca.trayo.vA.-Darma-jQAH-.parizat.-sA.-prakIrtitA.//
   Par8.13ab/.munīnāṃ.ātma.vidyānāṃ.dvijānāṃ.yajña.yājināṃ./	Par8.13ab/.munInAM.A-Atma.-vidyAnAM.dvijAnAM.yajQa.yAjinAM./
   Par8.13cd/.veda.vrateṣu.snātānāṃ.eko.api.pariṣad.bhavet.//	Par8.13cd/.-veda.-vrata-izu.-snAtAnAM.ekaH-.api.-parizad-.Bavet.//
   Par8.14ab/.pañca.pūrvaṃ.mayā.proktās.teṣāṃ.ca.asambhave.trayaḥ./	Par8.14ab/.paQca.-pUrvaM.mayA.-proktA-s.tezAn.ca.a-samBave.-trayaH./
   Par8.14cd/.sva.vṛtti.parituṣṭo.ye.pariṣat.sā.prakīrtitā.//	Par8.14cd/.-sva.-vRtti.parituzwaH-.ye.-parizat.-sA.-prakIrtitA.//
   Par8.15ab/.ata.ūrdhvaṃ.tu.ye.viprāḥ.kevalaṃ.nāma.dhārakāḥ./	Par8.15ab/.ata.UrDvaM.tu.ye.-viprAH.kevalaM.nAma.DArakAH./
   Par8.15cd/.pariṣattvaṃ.na.teṣv.asti.sahasra.guṇiteṣv.api.//	Par8.15cd/.-parizad-tu-aM.na.tezu-.asti.-sahasra.-guNitezu-.api.//
   Par8.16ab/.yathā.kāṣṭhamayo.hastī.yathā.carmamayo.mṛgaḥ./	Par8.16ab/.yaTA.-kAzWam-ayaH-.hastI.-yaTA.-carmamayo.mRgaH./
   Par8.16cd/.brāhmaṇas.tv.anadhīyānas.trayas.te.nāma.dhārakāḥ.//	Par8.16cd/.-brAhmaNa-s.tv.anaDI-yAna-s.traya-s.te.nAm-a.DArakAH.//
   Par8.17ab/.grāma.sthānaṃ.yathā.śūnyaṃ.yathā.kūpas.tu.nirjalaḥ./	Par8.17ab/.grAma.sTAnaM.yaTA.-SUnyaM.yaTA.kUpa-s.tu.-nirjalaH./
   Par8.17cd/.yathā.hutaṃ.anagnau.ca.amantro.brāhmaṇas.tathā.//	Par8.17cd/.yaTA.hutaM.anagnO.ca.a-mantra-u.brAhmaNa-s.taTA.//
   Par8.18ab/.yathā.ṣaṇḍho.aphalaḥ.strīṣu.yathā.gaur.ūṣarā.aphalā./	Par8.18ab/.yaTA.-zaNXaH-.a-PalaH.strIzu.yaTA.-gOH-.Uza-rA.a-PalA./
   Par8.18cd/.yathā.ca.ajñe.aphalaṃ.dānaṃ.tathā.vipro.anṛco.aphalaḥ.//	Par8.18cd/.yaTA.-ca.a-jQe.a-PalaM.dAnan.taTA.-vipraH-.a-nRco.aPalaH.//
   Par8.19ab/.citra.karma.yathā.anekair.aṅgair.unmīlyate.śanaiḥ./	Par8.19ab/.citra.karma.yaTA.-anekEH-.aFgEH-.unmIlyate.SanEH./
   Par8.19cd/.brāhmaṇyaṃ.api.tadvadd.hi.saṃskārair.mantra.purvakaiḥ.//	Par8.19cd/.-brAhmaNI-aM.a-pi.ta-dvat-d.hi.-saMskArEH-.mantra.-purvakEH.//
   Par8.20ab/.prāyaś.cittaṃ.prayacchanti.ye.dvijā.nāma.dhārakāḥ./	Par8.20ab/.-prAya-S.cittaM.prayacCanti.ye.-dvijA.nAma.DArakAH./
   Par8.20cd/.te.dvijā.pāpa.karmāṇaḥ.sametā.narakaṃ.yayuḥ.//	Par8.20cd/.te.dvija-a.pApa.karmANaH.-sametA.-narakaM.yayuH.//
   Par8.21ab/.ye.paṭhanti.dvijā.vedaṃ.pañca.yajña.ratāś.ca.ye./	Par8.21ab/.ye.-paWanti.-dvijA.-vedan.paQca.yajQa-.ratAS.ca.ye./
   Par8.21cd/.trailokyaṃ.tārayanty.ete.pañca.indriya.ratā.api.//	Par8.21cd/.-trElokyaM.tArayanti-.ete.-paQca.indriya-.ratA.api.//
   Par8.22ab/.sampraṇītaḥ.śmaśāneṣu.dīpto.agniḥ.sarva.bhakṣakaḥ./	Par8.22ab/.-sampraNItaH.SmaSAnezu.-dIptaH-.agniH-.-sarva.BakzakaH./
   Par8.22cd/.evaṃ.ca.vedavid.vipraḥ.sarva.bhakṣo.api.daivataṃ.//	Par8.22cd/.evan.ca.-veda-vid.vipraH.-sarva.-BakzaH-.api.dEvataM.//
   Par8.23ab/.amedhyāni.tu.sarvāṇi.prakṣipyante.yathā.udake./	Par8.23ab/.a-meDya-ani.tu.-sarvANi.prakzipyante.yaTA-.udake./
   Par8.23cd/.tathaiva.kilbiṣaṃ.sarvaṃ.prakṣipec.ca.dvija.anale.//	Par8.-23cd/.-taTA-eva.-kilbizan.sarvaM.prakzipec.ca.-dvija-.anale.//
   Par8.24ab/.gāyatrī.rahito.vipraḥ.śūdrād.apy.aśucir.bhavet./	Par8.24ab/.gAyatrI.-rahitaH-.-vipraH.-SUdrAt-.api-.aSuciH-.Bavet./
   Par8.24cd/.gāratrī.brahma.tattvajñāḥ.sampūjyante.janair.dvijāḥ.//	Par8.24cd/.-gAra-trI.-brahma.-tattva-jQAH.-sampUjyante.-janEH-.dvijAH.//
   Par8.25ab/.duhśīlo.api.dvijaḥ.pūjyo.na.tu.śūdro.jita.indriyaḥ./	Par8.25ab/.duhSIlaH-.api.dvijaH.pUjya-u.na.tu.-SUdra-u.jita-.indriyaH./
   Par8.25cd/.kaḥ.parityajya.gāṃ.duṣṭāṃ.duhet.śīravatīṃ.kharīṃ.//	Par8.-25cd/.kaH.-parityajya.-gAM.duzwAM.duhet.-SIravatIM.KarIM.//
   Par8.26ab/.dharma.śāstra.ratha.ārūḍhā.veda.khaḍga.dharā.dvijāḥ./	Par8.26ab/.-Darma.-SAstra.raTa.ArUXA.-veda.-Kaxga.-DarA.-dvijAH./
   Par8.26cd/.krīḍa.arthaṃ.api.yad.brūyuḥ.sa.dharmaḥ.paramaḥ.smṛtaḥ.//	Par8.-26cd/.-krIxA-.arTaM.api.yat-.brU-yuH.sa.DarmaH.paramaH.smRtaH.//
   Par8.27ab/.cāturvedyo.vikalpī.ca.aṅgavid.dharma.pāṭhakaḥ./	Par8.27ab/.cAturvedyo.vikalpI.-ca.aFga-vid.Darma.-pAWakaH./
   Par8.27cd/.trayaś.ca.āśramo.mukhyāḥ.parṣad.eṣā.daśa.avarā.//	Par8.27cd/.-traya-S.ca.a-ASramaH-.muKyAH-.parzad.ezA.daSa.a-varA.//
   Par8.28ab/.rājñaś.ca.anumate.sthitvā.prāyaś.citam(prāyaś.cittam).vinirdiśet./	Par8.28ab/.-rAjQa-S.ca-.anumate.-sTi-tvA.-prAya-S.citam-(prAyaS.-cittam-).-vinirdiSa-it./
   Par8.28cd/.svayaṃ.eva.na.kartavyaṃ.kartavyā.svalpa.niṣkṛtiḥ.//	Par8.-28cd/.-svayaM.eva.na.kartavyaM.kartavyA.su-alpa.-nizkRtiH.//
   Par8.29ab/.brāhmaṇāṃs.tān.atikramya.rājā.kartuṃ.yad.icchati./	Par8.29ab/.-brAhmaNAMs.tAn.atikramya.-rAjA.kartuM.yat-.icCati./
   Par8.29cd/.tat.pāpaṃ.śatadhā.bhūtvā.rājānaṃ.anugacchati.//	Par8.29cd/.-tat.pApaM.Sata-DA.BU-tvA-a.rAjAnaM.anugacCati.//
   Par8.30ab/.prāyaś.cittaṃ.sadā.dadyād.devatā.āyatana.agrataḥ./	Par8.30ab/.-prAya-S.cittaM.sadA.dadyAt-.devatA-.Ayatana-.agrataH./
   Par8.30cd/.ātma.kṛcchraṃ.tataḥ.kṛtvā.japed.vai.veda.mātaraṃ.//	Par8.30cd/.Atma-.kRcCraM.tataH.-kRtvA-a.japet-.vE.veda.mAtaraM.//
   Par8.31ab/.saśikhaṃ.vapanaṃ.kṛtvā.tri.saṃdhyaṃ.avagāhanaṃ./	Par8.31ab/.sa-SiKaM.vapanan.kRtvA.-tri.saMDi-aM.avagAha-naM./
   Par8.31cd/.gavāṃ.madhye.vased.rātrau.divā.gāś.ca.apy.anuvrajet.//	Par8.31cd/.-gavAn.maDye.vaset-.rAtrO.divA.gAS.ca.api-.anuvrajet.//
   Par8.32ab/.uṣṇe.varṣati.śīte.vā.mārute.vāti.vā.bhṛśaṃ./	Par8.32a-b/.uzNe.varzati.SIte.vA.mArute.vA-ati.vA.BRSaM./
   Par8.32cd/.na.kurvīta.ātmanas.trāṇaṃ.gor.akṛtvā.tu.śaktitaḥ.//	Par8.32cd/.na.kurvIta.Atmana-s.trANaM.goH-.a-kRtvA-a.tu.-SaktitaH.//
   Par8.33ab/.ātmano.yadi.vā.anyeṣāṃ.gṛhe.kṣetre.khale.atha.vā./	Par8.33ab/.a-AtmanA-u.ya-di.vA.anyeza-aM.gRhe.-kzetre.-Kale.aTa-.vA./
   Par8.33cd/.bhakṣayantīṃ.na.kathayet.pibantaṃ.caiva.vatsakaṃ.//	Par8.33cd/.BakzayantIM.na.-kaTayet.pibantan.ca-eva.-vatsakaM.//
