   Adhyaya 4, Pada 1	ADyayaH 4, Pada 1
   yadyasmātpratīkaṃ, brahmaṇaḥ pratimātmakaṃ, manaḥprabhṛti, sa viṣṇurnaiva	yadi-asmAt-pratIkaM, brahmaNaH pratimA-AtmakaM, manaH-praBRti, sa vizNuH-na-eva
   tasmāditi pūrveṇānvayaḥ /	tasmAt-iti pUrveNa-anvayaH /
   nanvasaṅgato 'yaṃ hetuḥ /	nanu-asaFgataH ayam hetuH /
   pratīkasya viṣṇoścābhedābhāvo hyabhedasya tatpramiteśca nivārako na	pratIkasya vizNoH-ca-aBeda-aBAvaH hi-aBedasya tad-pramiteH-ca nivArakaH na
   tvabhedabhāvanāmātrasyetyata āha- mithyeti //	tu-aBeda-BAvanA-mAtrasya-iti-atas Aha miTyA-iti //
   ... mithyopāsā hyanathardā // MAnuv_4,1.17d //	... miTyA-upAsA hi-anaTardAH // Ma-anuv_4,1.17d //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   nahi sa viṣṇuḥ pratīkam /	na-hi sa vizNuH pratIkam /
   atastayorabhedabhāvanā mithyopāsanā /	atas-tayoH-aBeda-BAvanA miTyA-upAsanA /
   sā cānarthasyaiva hetuḥ /	sA ca-anarTasya-eva hetuH /
   ato na kartavyetyevaṃ hetuhetumadbhāvaḥ	atas na kartavyA-iti-evam hetu-hetum-at-BAvaH
   sūtrakṛto 'bhipreto na punaḥ sākṣāt /	sUtra-kRtaH aBipretaH na punar sAkzAt /
   ato nāsaṅgatiḥ /	atas na-asaFgatiH /
   mithyopāsanasyānarthahetutvaṃ kuta ityatastadupapādanapūrvakamimameva	miTyA-upAsanasya-anarTa-hetu-tvam kutas iti-atas-tad-upapAdana-pUrvakam-imam-eva
   sūtrābhiprāyaṃ spaṣṭamācaṣṭe- yo 'nyathetyādinā bhagavanprabhurityantena	sUtra-aBiprAyam spazwam-Acazwe yaH anyaTA-ityAdinA Bagavan-praBuH-iti-antena
   yo 'nyathā santamātmeśamanyathā pratipadyate /	yaH anyaTA santam-Atma-ISam-anyaTA pratipadyate /
   kiṃ tena na kṛtaṃ pāpaṃ coreṇātmāpahāriṇā // MAnuv_4,1.18 //	kim tena na kRtam pApam coreNa-Atma-apahAriNA // Ma-anuv_4,1.18 //
   yo 'nyathā santamātmānamanyathā pratipadyate /	yaH anyaTA santam-AtmAnam-anyaTA pratipadyate /
   kiṃ tena na kṛtaṃ pāpaṃ coreṇeśāpahāriṇā // MAnuv_4,1.19 //	kim tena na kRtam pApam coreNa-ISa-apa-hAriNA // Ma-anuv_4,1.19 //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yo 'nyathaiva sthitaṃ viṣṇumanyathā pratipadyate /	yaH anyaTA-eva sTitam vizNum-anyaTA pratipadyate /
   kiṃ tena na kṛtaṃ pāpaṃ coreṇa brahmacāriṇā // MAnuv_4,1.20 //	kim tena na kRtam pApam coreNa brahmacAriNA // Ma-anuv_4,1.20 //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   anyathāsantaṃ pratīkabhinnatvādiprakāraṃ santam /	anyaTA-asantam pratIka-Binna-tva-Adi-prakAram santam /
   ātmanāṃ jīvānām īśam /	AtmanAm jIvAnAm ISam /
   anyathā pratīkatvādinā /	anyaTA pratIka-tva-AdinA /
   pratipadyate jānāti dhyāyati ca /	pratipadyate jAnAti DyAyati ca /
   coratvasyaiva vivaraṇaṃ ātmāpahāriṇeti /	cora-tvasya-eva vivaraNam Atma-apahAriNA-iti /
   abhede khalvekāvaśeṣaḥ syāt /	aBede Kalu-eka-avaSezaH syAt /
   tatra pratīkāvaśeṣe dhyāte sphuṭaṃ paramātmāpahāritvam /	tatra pratIka-avaSeze DyAte sPuwam paramAtma-apahAri-tvam /
   pratīkapravilaye 'pyaiśvaryāpalāpātparamātmāpahāritvameva /	pratIka-pravilaye api-ESvarya-apalApAt-paramAtma-apahAri-tvam-eva /
   ātmānaṃ paramātmānam /	AtmAnam paramAtmAnam /
   etāni trīṇi vākyāni viṣṇoḥ pratīkatādhyāne bādhakāni /	etAni trINi vAkyAni vizNoH pratIkatA-DyAne bADakAni /
   pratīkasya viṣṇutvadhyāne tu na bādhakamityataḥ svātmanamiti vākyaṃ	pratIkasya vizNu-tva-DyAne tu na bADakam-iti-atas sva-Atmanam-iti vAkyam
   paṭhitam /	paWitam /
   svātmānaṃ pratimāṃ vāpi devatāntarameva vā /	sva-AtmAnam pratimAm vA-api devatA-antaram-eva vA /
   cetanācetanaṃ vānyad dhyāyed yaḥ keśavastviti /	cetana-acetanam vA-anyat DyAyet yaH keSavaH-tu-iti /
   kiṃ tena na kṛtaṃ pāpaṃ cāreṇeśāpahāriṇā // MAnuv_4,1.21 //	kim tena na kRtam pApam cAreNa-ISa-apa-hAriNA // Ma-anuv_4,1.21 //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yo 'nyaditi trīṇyubhayārthe /	yaH anyat-iti trINi-uBaya-arTe /
   yo 'nyad viṣṇuriti dhyāyejjānīyād vā hariṃ tathā /	yaH anyat vizNuH-iti DyAyet-jAnIyAt vA harim taTA /
   andhe tamasi majjet sa yatra naivotthitiḥ kvacit // MAnuv_4,1.22 //	anDe tamasi majjet sa yatra na-eva-utTitiH kvacid // Ma-anuv_4,1.22 //
   yo 'nyad viṣṇuriti dhyāyed viṣṇuranyaditi sma vā /	yaH anyat vizNuH-iti DyAyet vizNuH-anyat-iti sma vA /
   anyathā dhyānadoṣeṇa mahātamasi majjati // MAnuv_4,1.23 //	anyaTA DyAna-dozeNa mahAtamasi majjati // Ma-anuv_4,1.23 //
   yo 'nyad viṣṇuriti dhyāyed viṣṇuranyaditi sma vā /	yaH anyat vizNuH-iti DyAyet vizNuH-anyat-iti sma vA /
   mahātamasi magnasya tasya naivotthitiḥ kvacit // MAnuv_4,1.24 //	mahAtamasi magnasya tasya na-eva-utTitiH kvacid // Ma-anuv_4,1.24 //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yatra patitasya /	yatra patitasya /
   anyathādhyānameva doṣo 'nyathādhyānadoṣaḥ /	anyaTADyAnam-eva dozaH anyaTA-DyAna-dozaH /
   yatkiñcidityādīni prathamārtha eva kaimutyārthāni /	yat-kiQcid-ityAdIni praTama-arTaH eva kEmutya-arTAni /
   yatkiñcidanyathā saṃsthamanyathā dhyātamañjasā /	yat-kiQcid-anyaTA saMsTam-anyaTA DyAtam-aQjasA /
   dhyāturmahādoṣakaraṃ kimu sarveśvaro hariḥ // MAnuv_4,1.25 //	DyAtuH-mahA-doza-karam kimu sarva-ISvaraH hariH // Ma-anuv_4,1.25 //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yatkiñcidanyathā saṃsthamanyathā jñātamañjasā /	yat-kiQcid-anyaTA saMsTam-anyaTA jQAtam-aQjasA /
   mahādoṣakaraṃ viṣṇuḥ kimu sarveśvareśvaraḥ // MAnuv_4,1.26 //	mahA-doza-karam vizNuH kimu sarva-ISvara-ISvaraH // Ma-anuv_4,1.26 //
   yatkiñcidanyathā saṃsthamanyathā jñātamañjasā /	yat-kiQcid-anyaTA saMsTam-anyaTA jQAtam-aQjasA /
   anarthakāraṇaṃ loke kimu sarveśvareśvaraḥ // MAnuv_4,1.27 //	anarTa-kAraNam loke kimu sarva-ISvara-ISvaraH // Ma-anuv_4,1.27 //
   na kiñcidanyathā jñeyaṃ dhyeyaṃ vā tena kutracit /	na kiQcid-anyaTA jQeyam Dyeyam vA tena kutracid /
   kimu sarvottamo viṣṇurjñeyo nīcatayā kvacit // MAnuv_4,1.28 //	kimu sarva-uttamaH vizNuH-jQeyaH nIca-tayA kvacid // Ma-anuv_4,1.28 //
   tasmād vastu yathārūpaṃ jñeyaṃ dhyeyaṃ ca sarvadā /	tasmAt vastu yaTArUpam jQeyam Dyeyam ca sarvadA /
   kāraṇaṃ puruṣārthasya nānyathā bhavati kvacit // MAnuv_4,1.29 //	kAraNam puruza-arTasya na-anyaTA Bavati kvacid // Ma-anuv_4,1.29 //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yatkiñcidgaṅgodakādikamanyathāsaṃsthaṃ pavitraṃ sat anyathāpavitraṃ	yat-kiQcit-gaFgA-udaka-Adikam-anyaTA-saMsTam pavitram sat anyaTA-pavitram
   dhyātaṃ dhyāturañjasā mahādoṣakaraṃ kimu sarveśvaro hariraprakṛṣṭatayā	DyAtam DyAtuH-aQjasA mahA-doza-karam kimu sarva-ISvaraH hariH-aprakRzwa-tayA
   dhyātaḥ /	DyAtaH /
   tena anarthaprasaṅgena /	tena anarTa-prasaFgena /
   iti śrutipurāṇoktibalato na pratīkatā /	iti Sruti-purANa-ukti-balataH na pratIkatA /
   dhyeyā viṣṇoḥ kvacid yasmānmithyājñānamanarthadam // MAnuv_4,1.30 //	DyeyAH vizNoH kvacid yasmAt-miTyAjQAnam-anarTa-dam // Ma-anuv_4,1.30 //
   ityabhipretya na hi sa ityāha bhagavān prabhuḥ // MAnuv_4,1.31ab //	iti-aBipretya na hi saH iti-Aha BagavAn praBuH // Ma-anuv_4,1.31aB //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   iti śrutipurāṇoktibalato mithyājñānamanarthapadaṃ pratīyate	iti Sruti-purANa-ukti-balataH miTyAjQAnam-anarTa-padam pratIyate
   yasmāttasmādviṣṇoḥ pratīkatā na dhyeyeti paramparayā	yasmAt-tasmAt-vizNoH pratIkatA na DyeyA-iti paramparayA
   hetuhetumadbhāvamabhipretya bhagavānsūtrakāro na hi sa iti hetumāha /	hetu-hetumat-BAvam-aBipretya BagavAn-sUtra-kAraH na hi saH iti hetum-Aha /
   ato nāsaṅgatirityarthaḥ /	atas na-asaFgatiH-iti-arTaH /
   vakṣyamāṇaprakāreṇa dvirūpasyāpi dhyānasya sāmyāt balata ityuktam /	vakzyamANa-prakAreNa dvi-rUpasya-api DyAnasya sAmyAt balataH iti-uktam /
   dhyānasyāpi jñānaviśeṣatvātsaṅkīrṇoktiḥ /	DyAnasya-api jQAna-viSeza-tvAt-saFkIrNa-uktiH /
   evaṃ tarhi mano brahmetyādiśrutīnāṃ ko 'rtha ityata āha- pratīketi //	evam tarhi manaH brahma-ityAdi-SrutInAm kaH arTaH iti-atas Aha pratIkA-iti //
   pratīkasaṃsthitatvena dhyeyo viṣṇurnacānyathā // MAnuv_4,1.31cd //	pratIka-saMsTita-tvena DyeyaH vizNuH-naca-anyaTA // MA-anuv_4,1.31cd //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   vyatyayo bahulaṃ, saptasu prathamā, ṣaṭsu dvitīyā,	vyatyayaH bahulan, saptasu praTamA, zawsu dvitIyA,
   ityādismaraṇādvibhaktivyatyayenādhikaraṇārthatayā śrutayo vyākhyeyā iti	ityAdi-smaraNAt-viBakti-vyatyayena-aDikaraNa-arTa-tayA SrutayaH vyAKyeyAH iti
   bhāvaḥ /	BAvaH /
   // iti śrīmannyāsudhāyāṃ pratīkādhikaraṇam //	// iti SrImat-nyAsuDAyAm pratIka-aDikaraNam //
   [======= JNys_4,1.IV: brahmadṛṣṭyadhikaraṇam =======]	[====== JNyH-_4,1.IV: brahma-dRzwi-aDikaraNam =======]
   // atha śrīmannyāsudhāyāṃ brahmadṛṣṭayadhikaraṇam //	// aTa SrImat-nyAsuDAyAm brahma-dRzwa-yaDikaraNam //
   // oṃ brahmadṛṣṭirutkarṣāt oṃ //	// om brahma-dRzwiH-utkarzAt om //
   atra brahmadṛṣṭiḥ kartavyetyucyate /	atra brahma-dRzwiH kartavyA-iti-ucyate /
   kutretyākāṅkṣāyāṃ sannidhānātpratīka iti prāpnoti /	kutra-iti-AkAFkzAyAm sanniDAnAt-pratIkaH iti prApnoti /
   tacca yogyatāvirahānnirākṛtam /	tat-ca yogyatA-virahAt-nirAkRtam /
   ataḥ sākāṅkṣaṃ pratijñāvākyaṃ vyākhyāti- brahmeti ceti //	atas sAkAFkzam pratijQA-vAkyam vyAKyAti brahma-iti ca-iti //
   brahmadṛṣṭir utkarṣāt | BBs_4,1.5 |	brahma-dRzwiH utkarzAt | BBH-_4,1.5 |
   brahmeti ca sadā dhyeyo bhagavān viṣṇurañjasā // MAnuv_4,1.32ab //	brahma-iti ca sadA DyeyaH BagavAn vizNuH-aQjasA // Ma-anuv_4,1.32aB //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   atra caśabdaṃ prayuñjānenātmetyanena vyavahitenāpyasya yogyatayānvayaḥ /	atra caSabdam prayuQjAnena-AtmA-iti-anena vyavahitena-api-asya yogyatayA-anvayaH /
   ātmaśabdaśca prathamāntaḥ prakṛtaḥ, saptamyantena cehārthaḥ /	Atma-SabdaH-ca praTama-antaH prakRtaH, saptamI-antena ca-iha-arTaH /
   arthavaśādvibhaktivipariṇāmaḥ /	arTa-vaSAt-viBakti-vipariNAmaH /
   ataḥ saptamyanto 'tra anuvartata iti sūcitam /	atas saptamyantaH atra anuvartate iti sUcitam /
   bhagavānviṣṇurbrahmeti dhyeya iti tātparyakathanaṃ, nākṣarārthaḥ /	BagavAn-vizNuH-brahma-iti DyeyaH iti tAtparya-kaTanan, na-akzara-arTaH /
   nanvetat bhūmnaḥ kratuvajjyāyastvamityanenaiva gatamityataḥ	nanu-etat BUmnaH kratu-vat-jyAyaH-tvam-iti-anena-eva gatam-iti-atas-
   sadāñjasetyuktam /	sadA-aQjasA-iti-uktam /
   utkarṣāditi hetuḥ /	utkarzAt-iti hetuH /
   tatra na jñāyate kasyotkarṣa iti /	tatra na jQAyate kasya-utkarzaH iti /
   ato vyācaṣṭe- utkṛṣṭa iti //	atas vyAcazwe utkRzwaH iti //
   utkṛṣṭo brahmaśabdārthaḥ ... // MAnuv_4,1.32c //	utkRzwaH brahma-Sabda-arTaH ... // Ma-anuv_4,1.32t //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yata iti vakṣyamāṇamihāpi sambaddhayate /	yatas iti vakzyamANam-iha-api sambadDayate /
   utkarṣādutkarṣasya brahmaśabdapravṛttinimittatvāditi sūtrakṛtotkarṣasya	utkarzAt-utkarzasya brahma-Sabda-pravRtti-nimitta-tvAt-iti sUtra-kRta-utkarzasya
   brahmaśabdapravṛttinimittatvamuktam /	brahma-Sabda-pravRtti-nimitta-tvam-uktam /
   anuvyākhyānakṛtā tūtkarṣavān brahmaśabdābhidheya ityabhihitam /	anuvyAKyAna-kRtA tu-utkarzavAn brahma-Sabda-aBiDeyaH iti-aBihitam /
   phalatastveka evārthaḥ /	PalataH-tu-ekaH eva-arTaH /
   kathamutkarṣo brahmaśabdapravṛttinimittamityata āha- pūrṇatvamiti //	kaTam-utkarzaH brahma-Sabda-pravRtti-nimittam-iti-atas Aha pUrNa-tvam-iti //
   ... pūrṇatvaṃ brahmatā yataḥ // MAnuv_4,1.32d //	... pUrNa-tvam brahma-tA yatas // MA-anuv_4,1.32d //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   vṛddhayarthāt bṛhateranyebhyo 'pi dṛśyanta iti maninpratyayaḥ	vRdDayarTAt bRhateH-anyeByaH api dRSyante iti maninpratyayaH
   dṛśigrahaṇasāmarthyāddhātoramāgamaśca /	dRSi-grahaNa-sAmarTyAt-DAtoram-AgamaH-ca /
   vṛddhiḥ pūrṇatvamityeka evārthaḥ /	vRdDiH pUrNa-tvam-iti-ekaH eva-arTaH /
   brahmatā brahmaśabdapravṛttinimittam /	brahma-tA brahma-Sabda-pravRtti-nimittam /
   pūrṇatvameva cotkarṣaḥ /	pUrNa-tvam-eva ca-utkarzaH /
   hetuhetumadbhāvaśca bhāṣya eva samarthitaḥ /	hetu-hetum-at-BAvaH-ca BAzyaH eva samarTitaH /
   brahmatvasya sarvathāra dhyeyatve kiṃ pramāṇamityata āha- ādhivyādhīti //	brahma-tvasya sarvaTA-Ara Dyeya-tve kim pramANam-iti-atas Aha ADivyADi-iti //
   ādhivyādhinimittena vikṣiptamanaso 'pi tu /	ADi-vyADi-nimittena vikzipta-manasaH api tu /
   dhyeyaiva brahmatā nityaṃ viṣṇorbhaktayā nirantaram /	DyeyA-eva brahma-tA nityam vizNoH-BaktayA nirantaram /
   iti prakāśikāyāṃ ca vacanaṃ viṣṇuneritam // MAnuv_4,1.33 //	iti prakASikAyAm ca vacanam vizNunA-Iritam // Ma-anuv_4,1.33 //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   ādhivyādhīti dvandvaikavadbhāvaḥ /	ADivyADi-iti dvandva-eka-vat-BAvaH /
   tacca tannimittaṃ ca, tena /	tat-ca tad-nimittam ca, tena /
   kṛtyānāṃ kartari veti ṣaṣṭhī /	kRtyAnAm kartari vA-iti zazWI /
   caśabdena bhāṣyodāhṛtāni vacanāni samuccinoti /	caSabdena BAzya-udAhRtAni vacanAni samuccinoti /
   // iti śrīmannyāyasudhāyāṃ brahmadṛṣṭayadhikaraṇam //	// iti SrImat-nyAya-suDAyAm brahma-dRzwa-yaDikaraNam //
   [======= JNys_4,1.V: ātmopagamādhikaraṇam =======]	[====== JNyH-_4,1.V: Atma-upagama-aDikaraNam =======]
   // atha śrīmannyāsudhāyāṃ ātmopagamādhikaraṇānyathāvyākhyānanirākaraṇam //	// aTa SrImat-nyAsuDAyAm Atma-upagama-aDikaraNAn-i-aTa-avyAKyAna-nirAkaraNam //
   "ātmeti tūpagacchanti grāhayanti ca',"na pratīke na hi	"AtmA-iti tu-upagacCanti grAhayanti ca-a,"na pratIke na hi
   saḥ'"brahmadṛṣṭirutkarṣāt'; iti trisūtrīmeke 'nyathā vyācakṣate /	saH-a"brahma-dRzwiH-utkarzAt-a; iti tri-sUtrIm-eke anyaTA vyAcakzate /
   tathāhi /	taTA-hi /
   paramātmā kimahamiti grahītavyaḥ /	paramAtmA kim-aham-iti grahItavyaH /
   kiṃ vā madanya iti saṃśaye nāhamiti grāhya iti prāptam /	kim vA mad-anyaH iti saMSaye na-aham-iti grAhyaH iti prAptam /
   kutaḥ /	kutas /
   apahatapāpmatvādiguṇo hi paramātmā /	apahata-pApma-tva-Adi-guNaH hi paramAtmA /
   tadviparītaguṇaśca śārīraḥ /	tad-viparIta-guNaH-ca SArIraH /
   ataḥ kathaṃ tayorabhedo bhavet /	atas kaTam tayoH-aBedaH Bavet /
   īśvarasya ca saṃsāryātmatve īśvarābhāvastataḥ śāstrānarthakyam /	ISvarasya ca saMsArya-Atma-tve ISvara-aBAvaH-tatas SAstra-AnarTakyam /
   saṃsāriṇo 'pīśvaratve 'dhikāryabhāvācchāstrānarthakyameva /	saMsAriNaH api-ISvara-tve aDikArya-BAvAt-SAstra-AnarTakyam-eva /
   pratyakṣādivirodhaśca /	pratyakza-Adi-viroDaH-ca /
   evaṃ prāpte brūmaḥ /	evam prApte brUmaH /
   ātmetyeva parameśvaraḥ pratipattavyaḥ /	AtmA-iti-eva parameSvaraH pratipattavyaH /
   tathāhi /	taTA-hi /
   parameśvaraprakriyāyāṃ jābālā ātmatvenaivainamupagacchanti /	parameSvara-prakriyAyAm jAbAlAH Atma-tvena-eva-enam-upagacCanti /
   "tvaṃ vāhamasmi bhagavo devate ahaṃ vai tvamasi devate'; iti /	"tvam vA-aham-asmi BagavaH devate aham vE tvam-asi devate-a; iti /
   tathānye 'pi"ahaṃ brahmāsmi'; ityevamādaya ātmatvopagamā draṣṭavyāḥ /	taTA-anye api"aham brahma-asmi-a; iti-evamAdayaH Atma-tva-upagamAH drazwavyAH /
   grāhayanti cātmatvenaiveśvaraṃ vedavākyāni /	grAhayanti ca-Atma-tvena-eva-ISvaram veda-vAkyAni /
   "eṣa ta ātmā sarvāntaraḥ',"tattvamasi'; ityādīni /	"eza te AtmA sarva-antaraH-a,"tattva-m-asi-a; ityAdIni /
   "atha yo 'nyāṃ devatāmupāste'; ityādikā śrutirapavadati ca bhedadarśanam /	"aTa yaH anyAm devatAm-upAste-a; iti-AdikA SrutiH-apavat-ati ca Beda-darSanam /
   yattūktaṃ viruddhaguṇayoranyonyātmatvaṃ na sambhavatīti tadasat /	yat-tu-uktam virudDa-guNayoH-anyonya-Atma-tvam na samBavati-iti tat-asat /
   viruddhaguṇatayā mithyātvāt /	virudDa-guNa-tayA miTyAtvAt /
   na ceśvarābhāvaprasaṅgaḥ /	na ca-ISvara-aBAva-prasaFgaH /
   nahīśvarasya saṃsāritvaṃ pratipādyate kiṃ tarhi saṃsāritvāpoheneśvaratvam	na-hi-ISvarasya saMsAri-tvam pratipAdyate kim tarhi saMsAritva-apohena-ISvara-tvam
   nacādhikāryabhāvaḥ pratyakṣādivirodhaśca /	naca-aDikArya-BAvaH pratyakza-Adi-viroDaH-ca /
   prāk prabodhātsaṃsāritvābhyupagamāt /	prAk praboDAt-saMsAri-tva-aByupagamAt /
   tadviṣayatvācca pratyakṣādivyavahārasya /	tad-vizaya-tvAt-ca pratyakza-Adi-vyavahArasya /
   prabodhe tu pratyakṣādyabhāva eva /	praboDe tu pratyakza-Adi-aBAvaH eva /
   tathā satyadvaitaśruterapyabhāvaprasaṅga iti cet /	taTA satya-dvEta-SruteH-api-aBAva-prasaFgaH iti ced /
   iṣyamevaitat /	izyam-eva-etat /
   tasmādātmetyeveśvare mano dadhīteti prathamasūtrārthaḥ /	tasmAt-AtmA-iti-eva-ISvare manaH daDIta-iti praTama-sUtra-arTaH /
   *12,44f.*	*12,44f.*
   mano brahmetyupāsītetyevamādiṣu pratīkopāsaneṣu saṃśayaḥ kiṃ	manaH brahma-iti-upAsIta-iti-evamAdizu pratIka-upAsanezu saMSayaH kim
   teṣvapyātmagrahaḥ kartavyo na veti /	tezu-api-Atma-grahaH kartavyaH na vA-iti /
   kiṃ tāvatprāptam /	kim tAvat-prAptam /
   teṣvapyātmagraha eva yuktaḥ /	tezu-api-Atma-grahaH eva yuktaH /
   kasmāt /	kasmAt /
   brahmaṇa ātmatvāt, pratīkānāmapi brahmavikāratvāt brahmatve	brahmaNaH Atma-tvAt, pratIkAnAm-api brahma-vikAra-tvAt brahma-tve
   satyātmatvopapatteriti /	satya-Atma-tva-upapatteH-iti /
   brūmaḥ /	brUmaH /
   na pratīkeṣvātmamatiṃ badhnīyāt /	na pratIkezu-Atma-matim baDnIyAt /
   nahi sa upāsakaḥ pratīkāni yattānyātmatvenākalayet /	na-hi saH upAsakaH pratIkAni yattAni-Atma-tvena-akalayet /
   yatpunarbrahmavikāratvātpratīkānāṃ brahmatvaṃ tataścātmatvamiti tadasat /	yat-punar-brahma-vikAra-tvAt-pratIkAnAm brahma-tvam tatas-ca-Atma-tvam-iti tat-asat /
   pratīkābhāvaprasaṅgāt /	pratIka-aBAva-prasaFgAt /
   vikārasvarūpopamardena hi nāmādijātasya brahmatvamevāśritaṃ bhavati /	vikAra-svarUpa-upamardena hi nAma-Adi-jAtasya brahma-tvam-eva-ASritam Bavati /
   svarūpopamarde ca nāmādīnāṃ kutaḥ pratīkasvarūpatvamātmagraho vā /	svarUpa-upamarde ca nAma-AdInAm kutas pratIka-svarUpa-tvam-Atma-grahaH vA /
   kiñca yathā rucakasvastikayornetarātmatvam /	kiQca yaTA rucaka-svastikayoH-na-itara-Atma-tvam /
   dvayorapi vikāratvāt /	dvayoH-api vikAra-tvAt /
   tathā pratīkātmanorapi /	taTA pratIka-AtmanoH-api /
   suvarṇātmaneva brahmātmanaikatve pratīkābhāvaprasaṅgamavocāma /	suvarNa-AtmanA-iva brahma-AtmanA-eka-tve pratIka-aBAva-prasaFgam-avocAma /
   ato na pratīkeṣvātmadṛṣṭiḥ kartavyeti dvitīyasūtrārthaḥ /	atas na pratIkezu-Atma-dRzwiH kartavyA-iti dvitIya-sUtra-arTaH /
   teṣvevodāharaṇeṣvanyaḥ saṃśayaḥ /	tezu-eva-udAharaNezu-anyaH saMSayaH /
   kimādityādidṛṣṭayo brahmaṇi kāryāḥ kiṃvā brahmadṛṣṭirādityādiṣviti /	kim-AdityAdi-dRzwayaH brahmaNi kAryAH kiMvA brahma-dRzwiH-At-itya-Adizu-iti /
   sāmānādhikaraṇyasyobhayathopapatteḥ /	sAmAnADikaraNyasya-uBa-yaTa-upapatteH /
   tatrāniyamo niyamakāriṇaḥ śāstrasyābhāvāt /	tatra-aniyamaH niyama-kAriNaH SAstrasya-aBAvAt /
   athavādityādidṛṣṭaya eva brahmaṇi kartavyāḥ /	aTavA-AdityAdi-dRzwaye eva brahmaNi kartavyAH /
   evaṃ hi brahmopāsitaṃ bhavati /	evam hi brahma-upAsitam Bavati /
   brahmopāsanaṃ ca phalavaditi prāpte brūmaḥ /	brahma-upAsanam ca Pala-vat-iti prApte brUmaH /
   brahmadṛṣṭirevādityādiṣu syāt /	brahma-dRzwiH-eva-AdityAdizu syAt /
   kasmāt /	kasmAt /
   utkarṣāt /	utkarzAt /
   evamutkarṣeṇādityādayo dṛṣṭā bhavanti /	evam-utkarzeNa-At-itya-AdayaH dRzwAH Bavanti /
   tathā ca laukiko nyāyo 'nugato bhavati /	taTA ca lOkikaH nyAyaH anugataH Bavati /
   kṣattari khalu rājadṛṣṭiḥ kriyate na tu rājñi kṣattṛṣṭirviparyaye	kzattari Kalu rAja-dRzwiH kriyate na tu rAjQi kzattRzwiH-viparyaye
   pratyavāyaprasaṅgāt /	pratyavAya-prasaFgAt /
   yattu phalavattvayā brahopāsanaṃ yuktamiti tadayuktam /	yat-tu Palavat-tvayA braha-upAsanam yuktam-iti tat-ayuktam /
   ādityādyupāsanasyāpi phalavattvopapatteḥ /	Aditya-Adi-upAsanasya-api Palavat-tva-upapatteH /
   brahmaiva ca sarvādhyakṣatvātphalaṃ dāsyati /	brahma-eva ca sarva-aDyakza-tvAt-Palam dAsyati /
   idameva ca brahmopāsanaṃ yadādityādiṣu taddṛṣṭiḥ pratimādiṣviva	idam-eva ca brahma-upAsanam yat-Aditya-Adizu tat-dRzwiH pratimA-Adizu-iva
   viṣṇvādīnāmiti tṛtīyasūtrā(syā)rtha iti /	vizNu-AdInAm-iti tRtIya-sUtrA(sya-a)rTaH iti /
   tatra tāvatprathamasūtrasyāpavyākhyānaṃ dūṣayati- neti //	tatra tAvat-praTama-sUtrasya-apavyAKyAnam dUzayati na-iti //
   nātmeti sūtramīśasya jīvatvapratipādakam // MAnuv_4,1.34ab //	na-AtmA-iti sUtram-ISasya jIva-tvapratipAdakam // Ma-anuv_4,1.34aB //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   atra pratipattirnāma pramitereva parasyābhimatā /	atra pratipattiH-nAma pramiteH-eva parasya-aBimatA /
   pratīkadaśarnamityāśaṅkaya nirākaraṇāt /	pratIkadaSarnam-iti-ASaFkaya nirAkaraNAt /
   ato jīvatvena pratipattavyatvasya pratipādakamiti, jīvatvasya	atas jIvatvena pratipattavya-tvasya pratipAdaka-miti, jIvatu-asya
   pratipādakamiti caika evārthaḥ /	pratipAdakam-iti ca-ekaH eva-arTaH /
   kuto netyataḥ padārthajñānapūrvakatvādvākyārthajñānasya prathamaṃ	kutas na-iti-atas padArTa-jQAna-pUrvaka-tvAt-vAkya-arTa-jQAnasya praTamam
   padārthaṃ nirākaroti- ātmaśabdamiti //	padArTam nirAkaroti Atma-Sabdam-iti //
   ātmaśabdaṃ yato hetuṃ kṛtvā jīvaṃ nyavārayat /	Atma-Sabdam yatas hetum kRtvA jIvam nyavArayat /
   svaśabdāt prāṇabhṛccaiva nokta ityeva vedarāṭ // MAnuv_4,1.34c-f //	sva-SabdAt prANaBRt-ca-eva na-uktaH iti-eva veda-rAj // Ma-anuv_4,1.34c-f //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
