   śrīḥ //	SrIH //
   saṅkhyāpi tadanugāminī tenaivānvīyate iti nāti prasaṅgaḥ nañarthavat /	saFKyA-api tad-anugAminI tena-eva-anvIyate iti na-ati prasaFgaH naQarTa-vat /
   yathā hi caitro na brāhmaṇo na (259) gauro na spandate na kuṇḍalītyādau	yaTA hi cEtraH na brAhmaNaH na (259) gOraH na spandate na kuNxalI-ityAdO
   viśeṣaṇaviśeṣyasamabhivyāhāraviśeṣe 'pi nañā tadanabhidhānāviśeṣe 'pi	viSezaNa-viSezya-samaBivyAhAra-viSeze api naQA tad-anaBiDAna-aviSeze api
   nañarthasya viśeṣaṇāṃśairevānvayaḥ na viśeṣyāṃśena /	naQarTasya viSezaNa-aMSEH-eva-anvayaH na viSezya-aMSena /
   nanu bādhāttatra tathā /	nanu bADAt-tatra taTA /
   na hi viśeṣyeṇa tadanvaye viśeṣaṇopādānamarthavadbhavet, tanniṣedhenaiva	na hi viSezyeNa tad-anvaye viSezaNa-upAdAnam-arTavat-Bavet, tad-nizeDena-eva
   viśeṣaṇaniṣedhopalabdheḥ /	viSezaNa-nizeDa-upalabDeH /
   ubhaniṣedhe cāvṛttau vākyabhedāt; anāvṛttau nirākāṅkṣatvāditi cet-	uBa-nizeDe ca-AvRttO vAkya-Beda-at; anAvRttO nirAkAFkza-tvAt-iti ced--
   tulyatvāt /	tulya-tvAt /
   samānapratyayopāttabhāvanākṣiptānvayopapattau bādhakaṃ vinā	samAna-pratyaya-upAtta-BAvanA-Akzipta-anvaya-upapattO bADakam vinA
   sannihitatyāgena vyavahitaparigrahasya gurutvāt /	sannihita-tyAgena vyavahita-parigrahasya guru-tvAt /
   bhāvanāyāśca sāmānyākṣepe 'pi sākāṅkṣaparityāge nirākāṅkṣānvayānupapatteḥ	BAvanAyAH-ca sAmAnyAkzepe api sA-kAFkza-parityAge nirAkAFkza-anvaya-anupapatteH
   nahyanyatarākāṅkṣā anvayahetuḥ apitūbhayākāṅkṣā /	na-hi-anyatara-AkAFkzAH anvaya-hetuH apitu-uBayA-kAFkzA /
   prātipadikārtho hi phalenānvayamalabhamānaḥ kriyāsambandhamapekṣate,	prAtipadikA-arTaH hi Palena-anvayam-alaBamAnaH kriyA-sambanDam-apekzate,
   bhāvanāpi vyāpārabhūtā satī vyāpāriṇamityubhayākāṅkṣā anvayahetuḥ /	BAvanA-api vyApAra-BUtA satI vyApAriNam-iti-uBaya-AkAFkzAH anvaya-hetuH /
   kaṭaṃ kaṭenetyādi tu kārakatayaiva phalasamanvitaṃ na	kawam kawena-ityAdi tu kAraka-tayA-eva Pala-samanvitam na
   vyāpārāntaramapekṣate iti nirākāṅkṣamiti /	vyApAra-antaram-apekzate iti nirAkAFkzam-iti /
   ata evāsyate supyate ityādau nākṣiptenānvayaḥ /	atas eva-asyate supyate ityAdO na-Akziptena-anvayaH /
   nahi caitreṇeti tṛtīyāntaśabdasya bhāvanāyāmākāṅkṣāsti /	na-hi cEtreNa-iti tRtIyAnta-Sabdasya BAvanAyAm-AkAFkzA-asti /
   bhāvyākāṅkṣāstīti cet- na- phalena śayanādidhātvarthenānvayāt /	BAvya-AkAFkzA-asti-iti cet na Palena Sayana-Adi-DAtu-arTena-anvayAt /
   phalasambandhinaścātra kartranatirekāt /	Pala-sambanDinaH-ca-atra kartR-anatiH-ekAt /
   na hi śayanādayo dhātvarthāḥ kartratirekisambaddhāḥ /	na hi Sayana-AdayaH DAtu-arTAH kartR-atiH-eki-sambadDAH /
   na ca phalatatsambandhivyatirekeṇānyo bhāvyo nāma,yamapekṣeta /	na ca Pala-tad-sambanDi-vyatirekeNa-anyaH BAvyaH nAma,yam-apekzeta /
   [ku.5.658] syādetat- kimiti na prayujyate kaṭaḥ karoti caitramityādi,	[ku.5.658] syAt-etat kim-iti na prayujyate kawaH karoti cEtram-ityAdi,
   abhihitānabhihitavyavasthābhāvāditi cet- na cetramiti	aBihita-anaBihita-vyavasTA-BAvAt-iti cet na cetram-iti
   prathamāntasyāsādhutvāt /	praTama-antasya-asADu-tvAt /
   dvitīyāntasya tu karmavacanatvena tatsambandhād(260)bhāvyānapekṣiṇī	dvitIya-antasya tu karma-vacana-tvena tad-sambanDAt-(260)BAvya-anapekziNI
   bhāvanā bhāvakamātramapekṣeta /	BAvanA BAvaka-mAtram-apekzeta /
   na ca kaṭasya caitraṃ pratibhāvakatvam, viryayāt /	na ca kawasya cEtram pratiBAvaka-tvam, viryayAt /
   anāptena tu vivakṣāyāṃ prayujyata eva /	anAptena tu vivakzAyAm prayujyate eva /
   prayujyatāṃ tarhi kaṭaḥ karoti caitra ityādi- na- nityasandigdhatvena	prayujyatAm tarhi kawaH karoti cEtraH ityAdi na nitya-sandigDa-tvena
   vākyārthāsamarpakatvāt /	vAkya-arTa-asamarpaka-tvAt /
   tatastadupapattaye viśeṣasyavyañjanīyatvāt /	tatas-tad-upapattaye viSezasya-vyaQjanIya-tvAt /
   vyajyatāṃ tarhi tṛtīyayā caitreṇeti, evaṃ devadattaḥ kriyate kaṭamiti	vyajyatAm tarhi tRtIyayA cEtreNa-iti, evam devadattaH kriyate kawam-iti
   vyajyatāṃ dvitīyayeti cet- na- aprayogāt /	vyajyatAm dvitIyayA-iti cet na aprayogAt /
   nahyanāptenāpyevaṃ prāyāṇi prayujyante /	na-hi-anAptena-api-evam prAyANi prayujyante /
   lakṣaṇāvirodhena kuta etadeveti cet- lokasyāparyanuyojyatvāt /	lakzaNa-aviroDena kutas etat-eva-iti cet lokasya-aparyanuyojya-tvAt /
   na hi gārgikayeti padaṃ sādhviti ślāghābhidhāyipadasannidhimanapekṣya	na hi gArgikayA-iti padam sADu-iti SlAGA-aBiDAyi-pada-sanniDim-anapekzya
   prayujyate /	prayujyate /
   tasya tadupādhinaiva vihitatvāditi cet- etadeva kutaḥ? loke tathaiva	tasya tad-upADinA-eva vihita-tvAt-iti cet etat-eva kutas-? loke taTA-eva
   prayogadarśanāditi cet- tulyam /	prayoga-darSanAt-iti cet tulyam /
   karotītyādi karmavibhaktisamabhivyāhāreṇaiva prayujyate, kriyate iti	karoti-ityAdi karma-viBakti-samaBivyAhAreNa-eva prayujyate, kriyate iti
   kartṛvibhaktisamabhavyāhāreṇaiveti kimatra kriyatām /	kartR-viBakti-sama-Bavya-AhAreNa-eva-iti kim-atra kriyatAm /
   [ku.5.659] imameva viśeṣamurarīkṛtyānabhihitādhikārānuśāsanena hyetāvān	[ku.5.659] imam-eva viSeza-murarIkRtya-anaBihita-aDikAra-anuSAsanena hi-etAvAn
   parāmarśaḥsarveṣāṃ hṛdi padamādadhātītyabhidhānānabhidhānavibhāga eva	parAmarSaH-sarvezAm hRdi padam-AdaDAti-iti-aBiDAna-anaBiDAna-viBAgaH eva
   vyutpādanadaśāyāṃ peśala iti /	vyutpAdana-daSAyAm peSalaH iti /
   [ku.5.660] syādetat- bhavatu sarvākhyātasādhāraṇī bhāvanā;	[ku.5.660] syAt-etat Bavatu sarva-AKyAta-sADAraNI BAvanA;
   kālaviśeṣasambandhinī sā laḍādyarthaḥ, kālatrayāparāmṛṣṭā liṅārtha iti	kAla-viSeza-sambanDinI sA laxa-Adi-arTaH, kAla-traya-aparAmRzwA liFA-arTaH iti
   cet- na yatnapadena samānārthatvaprasaṅgāt /	cet na yatna-padena samAna-arTa-tva-prasaFgAt /
   viṣayoparāgānuparāgābhyāṃ viśeṣa iti cenna- yāgayatna ityanena	vizaya-uparAgAn-uparAgAByAm viSezaH iti ced-na yAga-yatnaH iti-anena
   paryāyatāpatteḥ /	paryAyata-ApatteH /
   kartṛsaṅkhyābhidhānānabhidhānābhyāṃ viśeṣa iti cenna- yāgayatnavānityanena	kartR-saFKyA-aBiDAnAn-aBiDAnAByAm viSezaH iti ca-id-na yAgayatnavAn-iti-anena
   sāmyāpatteḥ /	sAmya-ApatteH /
   iṣṭa evāyamartha iti cenna- ito vatsaraśatenāpyapravṛtteḥ /	izwaH eva-ayam-arTaH iti ca-id-na itas vatsara-Satena-api-apravRtteH /
   phalasamabhivyāhārābhāvānna pravarttate iti cenna- svargakāmo	Pala-sama-BivyAhAra-aBAvAt-na pravarttate iti ced-na svarga-kAmaH-
   yāgayatnavānityato 'pyapravṛtteḥ /	yAga-yatnavAn-iti-atas api-apravRtteH /
   tat kasya hetoḥ? na hi yatno yatnasya	tat kasya hetoH? na hi yatnaH yatnasya
   heturyatnapratītirvā yatnasya kāraṇam; api tvicchā /	hetuH-yatna-pratItiH-vA yatnasya kAraNam; api tu-icCA /
   [ku.5.661] na ca sāpi pratītā yatnajananī- yena saiva vidhyartha	[ku.5.661] na ca sA-api pratItAH yatna-jananI yena sA-eva viDi-arTa
   ityanugamyatām- apitu sattayā /	iti-anugamya-tAm apitu sat-tayA /
   na ca liṅaḥ śrutikāle sā satī /	na ca liFaH Sruti-kAle sA satI /
   na ca liṅeva tāṃ janayati; arthaviśeṣamapratyāyayantyāstasyāḥ ( 261)	na ca liFA-iva tAm janayati; arTa-viSezam-apratyAyayantyAH-tasyAH ( 261)
   tajjanakatve vyutpattigrahaṇavaiyarthyāt /	tad-janaka-tve vyutpatti-grahaNa-vEyarTyAt /
   anupalabdhaliṅāñcecchānutpattiprasaṅgāditi /	anupalabDa-liFAQca-icCA-anutpatti-prasaFgAt-iti /
   etena- vṛddhavyavahārādvyutpattirbhavantī bālasyātmani pravṛttiheturyo	etena vRdDa-vyavahArAt-vyutpattiH-BavantI bAlasya-Atmani pravRtti-hetuH-yaH-
   'vagatastamevāśrayet, svayañca kuryāmiti saṅkalpādevāyaṃ pravṛttaḥ,	avagataH-tam-eva-ASrayet, svayaQca kuryAm-iti saFkalpAt-eva-ayam pravRttaH,
   tataḥsa eva liṅārtha iti nirastam /	tatas-saH eva liFA-arTaH iti nirastam /
   kuryāmiti prayatno vā syādicchā vā? nādyaḥ,svātmani vṛttivirodhāt /	kuryAm-iti prayatnaH vA syAt-icCA vA? na-AdyaH,sva-Atmani vRtti-viroDAt /
   na dvitīyaḥ; sā hi sattayaiva prayatnotpādinī /	na dvitIyaH; sA hi sat-tayA-eva prayatna-utpAdinI /
   na ca liṅaḥ śrutikāle sā satītyuktam /	na ca liFaH Sruti-kAle sA sati-iti-uktam /
   phalecchā tu nisargavāhitayā satyapi na prayatnaṃ prati hetuḥ;	Pala-icCA tu nisarga-vAhi-tayA sati-api na prayatnam prati hetuH;
   anyaviṣayatvāt /	anya-vizaya-tvAt /
   tadarthañca śāstravaiyarthyāt /	tad-arTaQca SAstra-vEyarTyAt /
   tasyāḥ kāraṇāntarata eva siddhestatpratītyarthamapi śāstrānapekṣaṇāt /	tasyAH kAraNa-antarataH eva sidDeH-tat-prati-iti-arTam-api SAstra-anapekzaNAt /
   tasyāḥ manovedyatvāt /	tasyAH manaH-vedya-tvAt /
   aprāpte (262) ca śāstramarthavat; prāpte ca śāstrānavakāśāt //	aprApte (262) ca SAstram-arTavat; prApte ca SAstra-anavakASAt //
   tadabhidhāne ca svargakāma iti kartṛviśeṣaṇapaunaruktyāt /	tad-aBiDAne ca svarga-kAmaH iti kartR-viSezaNa-pOnaruktyAt /
   tadā hi yajetetyasyaiva yāgakartā svargakāma ityarthaḥsyāt /	tadA hi yajeta-iti-asya-eva yAga-kartA svarga-kAmaH iti-arTaH-syAt /
   [ku.5.662] yadica phalaviṣayaiva sādhanaviṣayaṃ prayatnaṃ janayet,	[ku.5.662] yadica Pala-vizayA-eva sADana-vizayam prayatnam janayet-,
   anyatrāpi prasuvīta niyāmakābhāvāt /	anyatra-api prasuvIta niyAmaka-aBAvAt /
   hetuphalabhāva eva niyāmaka iti cenna- ajñātasya tasya niyāmakatve liṅaṃ	hetu-Pala-BAvaH eva niyAmakaH iti ca-id-na ajQAtasya tasya niyAmaka-tve liFam
   vināpi svargecchāto yāge pravṛttiprasaṅgāt /	vinA-api svarga-icCAtaH yAge pravRtti-prasaFgAt /
   jñātasya tu tatsādhanatvasya niyāmakatve tadicchaiva tatra pravartayatuḥ	jQAtasya tu tad-sADana-tvasya niyAmaka-tve tad-icCA-eva tatra pravartayatuH
   yo yatkāmayate sa tatsādhanamapi kāmayata eveti niyamāt /	yaH yat-kAmayate sa tad-sADanam-api kAmayataH eva-iti niyamAt /
   na ca sā tadānīṃ satī /	na ca sA tadAnIm satI /
   na ca tajjñānameva prayatnajanakam, tacca liṅā kriyate iti yuktam;	na ca tat-jQAnam-eva prayatna-janakam, tat-ca liFA kriyate iti yuktam;
   svargakāmo yāgacikīrṣāvānityato 'pi pravṛttiprasaṅgāt /	svarga-kAmaH yAga-cikIrzAva-an-iti-atas api pravRtti-prasaFgAt /
   liṅo vecchāṃ pratītyānicchannapi sarvaḥ pravarteta /	liFaH vA-icCAm pratItya-anicCan=-api sarvaH pravarteta /
   svasambandhitayā tadavagamastathā na tu sāmānyata iti cenna-	sva-sambanDi-tayA tad-avagamaH-taTA na tu sAmAnyatas iti ced-na-
   prathamapuruṣeṇa tadanabhidhāne tasyāvidhyarthatvaprasaṅgāt /	praTama-puruzeNa tad-anaBiDAne tasya-aviDi-arTa-tva-prasaFgAt /
   odanakāmastvaṃ pākacikīrṣāvānityato 'pi pravṛttyāpatteśca (tteḥ) apica	odana-kAmaH-tvam pAka-cikIrzA-avAniti-atas api pravRtti-ApatteH-ca (tteH) apica
   saṅkalpajñānādyadi prayatno jāyeta, tathāpi saṅkalpasya kuto janma	saFkalpa-jQAnAt-yadi prayatnaH jAyeta, taTA-api saFkalpasya kutas janma
   kimarthañca? saṅkalpajñānādeva, prayatnārthañceti cet- nanvicchāviśeṣaḥ	kimarTaQca? saFkalpa-jQAnAt-eva, prayatna-arTaQcA-iti cet nanu-icCA-viSezaH
   saṅkalpaḥ, sa tāvatsukhe svabhāvataḥ, tatsādhane caupādhikaḥ,	saFkalpaH, sa tAvat-suKe svaBAvataH, tad-sADane ca-OpADikaH,
   saṅkalpaviṣayastu katham? tatsādhanatvādeveti cet- tarhi	saFkalpa-vizayaH-tu kaTam? tad-sADana-tvAt-eva-iti cet tarhi
   tatsādhanatvājñānāt, na tu saṅkalpasvarūpajñānādbhavitumarhatīti /	tad-sADana-tva-ajQAnAt, na tu saFkalpa-svarUpa-jQAnAt-Bavitum-arhati-iti /
   anyatheṣṭasādhanatājñānamapyanarthakamāpadyeta /	anyaTA-izwa-sADana-tA-jQAnam-api-anarTakam-Apadyeta /
   tasmāt, saṅkalpaḥ pravartaka ityabhyupeyate, kintu sattāmātreṇa, na tu	tasmAt, saFkalpaH pravartakaH iti-aByupeyate, kintu sattA-mAtreNa, na tu
   jñāta iti nāsau vidhiḥ /	jQAtaH iti na-asO viDiH /
   jñānañca viṣayopahāreṇaiva vyavahārayatīti tadviṣaya evāvaśiṣyate /	jQAnaQca vizaya-upahAreNa-eva vyavahArayati-iti tad-vizayaH eva-avaSizyate /
   iti kartṛdharmavyudāsaḥ /	iti kartR-Darma-vyudAsaH /
   [ku.5.663] astu tarhi karmadharmaḥ netyucyate /	[ku.5.663] astu tarhi karma-DarmaH na-iti-ucyate /
   atiprasaṅgānna phalaṃ nāpūrvaṃ tatvahānitaḥ /	atiprasaFgAt-na Palam na-apUrvam tatvahAnitaH /
   tadalābhānna kāryañca na kriyāpyapravṛttitaḥ //12//	tad-alABAt-na kAryaQca na kriyA-api-apravRttitaH //12//
   . karma hi phalaṃ vā syāt, tatkāraṇamapūrvaṃ vā, tatkāraṇaṃ kriyā vā? na	. karma hi Palam vA syAt, tad-kAraNam-apUrvam vA, tad-kAraNam kriyA vA? na
   prathamaḥ, phalecchāyāḥ pravṛttiṃ pratyahetutvāt; atiprasaṅgādityuktatvāt	praTamaH, Pala-icCAyAH pravRttim pratyahetutva-at; atiprasaFgAt-iti-ukta-tvAt-
   na dvitīyaḥ, avyutpatteḥ /	na dvitIyaH, avyutpatteH /
   liṅo hi pravṛttinimittamapūrvatvaṃ vā syāt, kāryatvaṃ vā syāt ubhayaṃ vā /	liFaH hi pravRtti-nimittam-apUrva-tvam vA syAt, kArya-tvam vA syAt uBayam vA /
   na prathamaḥ /	na praTamaH /
   śabdapravṛttinimittasyāpūrvatvasya pramāṇāntarādavagatāvapūrvatvavyāghātāt	Sabda-pravRtti-nimittasya-apUrva-tvasya pramANa-antarAt-avagatO=-apUrva-tva-vyAGAtAt
   anavagatāvavyutpatteḥ /	anavagatO=-avyutpatteH /
   sambandhano 'navagame sambandhasya pratyetumaśakyatvāt /	sambanDanaH anavagame sambanDasya pratyetum-aSakyatvAt /
   tata evāvagatāvitaretarāśrayadoṣāt /	tatas eva-avagatO=-itaretara-ASraya-dozAt /
   na ca gandhavatvenopanītāyāṃ pṛthivyāṃ pṛthivīśabdavat (263)	na ca ganDava-tvena-upanItAyAm pRTivyAm pRTivI-Sabda-vat (263)
   adūraviprakarṣeṇa kāryatvenopanītenāpūrvatvena nimittenāpūrve pravartate	adUra-viprakarzeNa kAryatvena-upanItena-apUrva-tvena nimittena-apUrve pravartate
   liṅiti yuktam /	liFiti yuktam /
   tatrobhayorapi pratīyamānatvena sandehe kalpanāgauravapuraskāreṇa	tatra-uBayoH-api pratIyamAna-tvena sandehe kalpanA-gOrava-puraskAreNa
   pṛthivītva eva saṅgativiśrānterupapatteḥ /	pRTivI-tvaH eva saFgati-viSrAnteH-upapatteH /
   na tvatrāpūrvatvapratītiḥ /	na tu-atra-apUrva-tva-pratItiH /
   [ku.5.664] syādetat- kāryatvamupalakṣaṇīkṛtya tāvadeṣā liṅ pravṛttā /	[ku.5.664] syAt-etat kArya-tvam-upalakzaNIkRtya tAvat-ezA liF pravRttA /
   tadupalakṣitaśca yāgo vā yatno vānyo vā śabdetarapramāṇagocaro	tad-upalakzitaH-ca yAgaH vA yatnaH vA-anyaH vA Sabda-itara-pramANa-gocaraH-
   nādhikāriviśeṣaṇasvargasādhanasamarthaḥ /	na-aDikAri-viSezaNa-svarga-sADana-samarTaH /
   na cākāmyaphale kāmī niyoktuṃ śakyate /	na ca-akAmya-Pale kAmI niyoktum Sakyate /
   tato 'nyadevālaukikaṃ kiñcidanenopalakṣyate, yo liṅādipravṛttigocara iti	tatas anyat-evAlOkikam kiQcid-anena-upalakzyate, yaH liFA-Adi-pravRtti-gocaraH iti
   kimanupapannimiti cet- na- (264) upalakṣaṇaṃ hi smaraṇamanumānaṃ vā /	kim-anupapannim-iti cet na (264) upalakzaNam hi smaraNam-anumAnam vA /
   ubhayamapyanavagatasambandhenāśakyam /	uBayam-api-anavagata-sambanDena-aSakyam /
   na hi saṃskāravanmanovadadṛṣṭavadvā	na hi saMskAra-vat-manaH-vat-a-dRzwa-vat-vA
   kāryatvamapūrvatvamupalakṣayati,jñānāpekṣaṇāt /	kAryatvam-apUrva-tvam-upalakza-yati,-jQAna-apekzaNAt /
   tato hastīva hastipakam, dhūma iva dhūmadhvajam,	tatas hastI-iva hastipakam, DUmaH iva DUmaDvajam,
   tatsambandhajñānādupalakṣayet, natvanyathā /	tad-sambanDa-jQAnAt-upalakzayet, na-tu-anyaTA /
   tathāca nyāyasampādanāpyaraṇyeruditam /	taTA-ca nyAya-sampAdana-api-araNyeH-uditam /
   na hi yuktisahasrairapi avidite saṅgatigraho 'viditasaṅgatirvā śabdaḥ	na hi yukti-sahasrEH-api avidite saFgatigrahaH avidita-saFgatiH-vA SabdaH
   pravartate iti /	pravartate iti /
   etena bhedāgrahāt kriyākārye vyutpattiriti nirastam, na hyajñāte	etena Beda-agrahAt kriyA-kArye vyutpattiH-iti nirastam, na hi-ajQAte
   bhedāgraho vyavahārāṅgam, atiprasaṅgāt /	Beda-agrahaH vyavahAra-aFgam, atiprasaFgAt /
   kiñcāpūrvatve pravṛttinimitte kalpyamāne laukikī liṅanarthikā prasajyeta /	kiQca-apUrva-tve pravRtti-nimitte kalpyamAne lOkikI liFanarTikA prasajyeta /
   tatropalakṣaṇīyābhāvāt /	tatra-upalakzaNIya-aBAvAt /
   tatra (265) kāryatvameva pravṛttinimittamiti yadi, prakṛte 'pi tathaivāstu	tatra (265) kAryatvam-eva pravRtti-nimittam-iti yadi, prakRte api taTA-eva-astu
   kḷptatvāta sambhavācceti /	k?pta-tvAta samBavAt-ca-iti /
   [ku.5.665] astu tarhi tadeva pravṛttinimittam,	[ku.5.665] astu tarhi tat-eva pravRtti-nimittam,
   tarkasampādanayātvapūrvavyaktilābha iti cenna-	tarka-sampAdanayAtu-a-pUrva-vyakti-lABaH iti ced-na-
   nityaniṣedhāpūrvayoralābhaprasaṅgāt /	nitya-nizeDa-ApUrvayoH-alABa-prasaFgAt /
   nacāsmin pakṣe ekatra nirṇītena śāstrārthenānyatra	naca-asmin pakze ekatra nirNItena SAstra-arTena-anyatra
   tathaiva vyavahāra iti sambhavati, kāryatvasyaiva pravṛttinimittatvena	taTA-eva vyavahAraH iti samBavati, kAryatvasya-eva pravRtti-nimitta-tvena
   nirṇītatvāt, natvapūrvatvasya /	nirNIta-tvAt, na-tu-apUrva-tvasya /
   nyāyasampādanāyāśca tatrāsambhavāt /	nyAya-sampAdanAyAH-ca tatra-asamBavAt /
   phalānuguṇyena hi vyaktiviśeṣo labhyate /	Pala-anuguNyena hi vyakti-viSezaH laByate /
   na ca tattatra śrūyate /	na ca tat-tatra SrUyate /
   na cāśrutamapi kalpayituṃ śakyate /	na ca-aSrutam-api kalpayitum Sakyate /
   bījābhāvāt /	bIja-aBAvAt /
   taddhi vidhyanyathānupapatyā kalpyeta, kāryyatvapratyayānyathānupapatyā vā	tat-hi viDi-anyaTA-anupapatyA kalpyeta, kAryya-tva-pratyayAni-aTa-anupapatyA vA
   lokavat /	loka-vat /
   na prathamaḥ; bhavatāṃ darśane tasyopeyarūpatvāt /	na praTamaH; BavatAm darSane tasya-upeya-rUpa-tvAt /
   yataḥ śrutasvargaphalatve 'pi sādhyavivṛddhirucyate /	yatas Sruta-svarga-Pala-tve api sADya-vivRdDiH-ucyate /
   na dvitīyaḥ; śabdabalena tatpratyaye tadanapekṣaṇāt /	na dvitIyaH; Sabda-balena tad-pratyaye tad-anapekzaNAt /
   loke hi tatpratyaya iṣṭābhyupāyatādhīnaḥ, na tu vede ityabhyupagamāt /	loke hi tad-pratyayaH izwa-aByupAya-ta-aDInaH, na tu vede iti-aByupagamAt /
   anyatheṣṭābhyupāyataiva prathamaṃ vedādavagantavyā; pramāṇāntarābhāvāt;	anyaTA-izwa-aByupAya-ta-eva praTamam vedAt-avagantavyA; pramANa-antara-aBAvAt;
   tataḥ kāryyatetyānumāniko vidhiḥsyāt, na śābdaḥ /	tatas kAryyata-iti-AnumAnikaH viDiHsya-at, na SAbdaH /
   ānumānikaṃ phalamastu, yatkartavyaṃ tadiṣṭābhyupāya iti vyāpterityapi na	AnumAnikam Palam-astu, yat-kartavyam tat-izwa-aByupAyaH iti vyApteH-iti-api na
   yuktam; sukhena vyabhicārāt /	yuktam; suKena vyaBicArAt /
   anyatve satīti cenna- duḥkhābhāvena vyabhicārāt /	anya-tve sati-iti ca-id-na duHKa-aBAvena vyaBicArAt /
   phalaṃ vihāyeti cet- tadeva kimuktaṃ syāt /	Palam vihAya-iti cet tat-eva kim-uktam syAt /
   iṣṭaṃ svabhāvata iti cet- tarhi tato 'nyadaniṣṭaṃ syāt, tacca kartavyamiti	izwam svaBAvataH iti cet tarhi tatas anyat-anizwam syAt, tat-ca kartavyam-iti
   vyāghātaḥ /	vyAGAtaH /
   tatsādhanamiti cet- tatsādhanatve satīti sādhyāviśiṣṭaṃ viśeṣaṇam /	tad-sADanam-iti cet tad-sADana-tve sati-iti sADya-aviSizwam viSezaNam /
   "svabhāvato nedamiṣṭaṃ kartavyañca, tato nūnamiṣṭasādhanamiti sādhanārtha	"svaBAvataH na-idam-izwam kartavI-aQca, tatas nUnam-izwa-sADanam-iti sADana-arTa
   iti cenna- svabhāvato nedamiṣṭamityasiddheḥ /	iti ced-na svaBAvataH na-idam-izwam-iti-asidDeH /
   ananyoddeśapravṛttakṛtivyāptatvāt /	ananya-uddeSa-pravRtta-kRti-vyApta-tvAt /
   anyathā tadasiddheḥ (266) /	anyaTA tad-asidDeH (266) /
   tato vyāghātādanyatarāpāya iti /	tatas vyAGAtAt-anyatara-apAyaH iti /
   [ku.5.666] astu nityaniṣedhāpūrvayoralābhaḥ, kiṃ naśchinnamiti cet- kiṃ	[ku.5.666] astu nitya-nizeDa-apUrvayoH-alABaH, kim naH-Cinnam-iti cet kim
   naśchinnam, yadā kāmādhikāre 'pi tadalābhaḥ /	naH-Cinnam, yadA kAma-aDikAre api tad-alABaH /
   nahi liṅā kāryaṃ svargasādhanamuktam /	nahi liFA kAryam svarga-sADanam-uktam /
   nāpi svargakāmapadasamabhivyāhārānyathānupapatyā tallabdham,	na-api svarga-kAma-pada-samaBivyAhArAni-aTa-anupapatyA tad-labDam,
   brāhmaṇatvādivadadhikāryavacchedamātreṇaivopapatteḥ /	brAhmaNa-tva-At-ivat-aDi-kArya-vat-Ceda-mAtreNa-eva-upapatteH /
   nacedamanumānam- yasya yadicchāto yatkartavyam, tattasyeṣṭasādhanamiti /	naca-idam-anumAnam yasya yat-icCAtaH yat-kartavyam, tad-tasya-izwa-sADanam-iti /
   anyecchayā svābhāvikakartavyatvāsiddheḥ /	anya-icCayA svABAvika-kartavya-tva-asidDeH /
   tadicchayaiva tatkartavyatāyāḥsukhenānaikāntikatvāt /	tat-icCayA-eva tad-kartavya-tAyAH-suKena-anEkAntika-tvAt /
   aupādhikakartavyatāyāśceṣṭasādhanatvamapratītyapratyetumaśakyatvāt /	OpADika-kartavyatAyAH-ca-izwa-sADana-tvam-apratItya-pratyetum-aSakya-tvAt /
   kimanayā viśeṣacintayā /	kim-anayA viSeza-cintayA /
   pratīyate tāvacchabdādanyadicchato 'nyatkāryamiti /	pratIyate tAvat-SabdAt-anyat-icCataH anyat-kAryam-iti /
   etāvataivānumānamiti cet-	etAvatA-eva-anumAnam-iti ced--
   nanvanvitamabhidhānīyam, yogyañcānvīyate /	nanu-anvitam-aBiDAnIyam, yogyaQcA-anvIyate /
   anyadicchataścānyat kartavyamanvayāyogyam, tatkathamabhidhīyatām /	anyat-icCataH-ca-anyat kartavyam-anvayA-yogyam, tat-kaTam-aBiDIyatAm /
   tata eva tatsādhanatvasiddhiriti cet-	tatas eva tad-sADana-tva-sidDiH-iti ced--
   evaṃ tarhīṣṭasādhanataikārthasamavāyikartavyatvābhidhānādanumānānavakāśaḥ	evam tarhi-izwa-sA-aDana-tA-eka-arTa-samavAyi-kartavya-tva-aBiDAnAt-anumAna-anavakASaH
   nacānvitābhidhāne /	naca-anvitA-aBiDAne /
   āpi(?) tatsādhanatvasiddhiḥ;	Api(?) tad-sADana-tva-sidDiH;
   adhikāryavacchedamātreṇāpyanvayayogyatopapatteḥ /	aDikArya-vacCeda-mAtreNa-api-anvaya-yogyata-upapatteH /
   [ku.5.667] na ca kāryatvamapūrve sambhavati /	[ku.5.667] na ca kArya-tvam-apUrve samBavati /
   taddhi kṛtivyāpyatā cet- vrīhyādiṣveva; siddhatvāt /	tat-hi kRti-vyApya-tA cet vrIhi-Adizu-eva; sidDa-tvAt /
   kṛtiphalatvaṃ cet- yāgasyaiva; tatastasyaivāhatyotpatteḥ /	kRti-Pala-tvam cet yAgasya-eva; tatas-tasya-eva-ahatya-utpatteH /
   kṛtyuddeśyatā cet- svargasyaiva; nisargasundaratvāt /	kRti-uddeSya-tA cet svargasya-eva; nisarga-sundara-tvAt /
   na tvapūrvasya; tadviparītatvāt /	na tu-apUrvasya; tad-viparIta-tvAt /
   stanapānādivadaupādhikīti cet- sāpi yāgasyaiva /	stana-pAna-Adi-vat-OpADikI-iti cet sA-api yAgasya-eva /
