   Pdhs_0.0 praśastapādabhāṣyam./	PDs_0.0 praSasta-pAda-BAzyam./
   tatra.saṃskārapāṭavāt.tāvat.kāmī.krudho.vā.yadā.yamartham.ādūtaś.cintayan.svapiti.tadā.saiva.cintāsantatiḥ.pratyakṣākārā.saṃjāyate./	tatra.saMskAra-pAwava-at.tAvat.kAmI.-kruDaH-.-vA.ya-dA.yam-arTam.a-AdUta-S.cintayan.sva-piti.tadA.sA-eva.-cintA-santatiH.pratyakza-AkArA.-saMjAyate
   Pdhs_8.12.1.4(184)	PDs_8.12.1.4(184)
   dhātudoṣād.vātaprakṛtis.taddūṣito.vā.ākāśagamanādīn.paśyati./.pittaprakṛtiḥ.pittadūṣito.vāgnipraveśakanakaparvatādīn.paśyati./	DAtu-dozAt-.vAta-prakRti-H-.tad-dUzitaH-.vA.AkASa-gamana-AdIn-.paSyati-./.pitta-prakRtiH-.pitta-dUzitaH-.va-agni-praveSa-kanaka-parvata-AdIn-.paSyati./
   Pdhs_8.12.1.4(184)	PDs_8.12.1.4(184)
   śleṣmaprakṛtiḥ.śleṣmadūṣito.vā.saritsamudraprataraṇahimaparvatādīn.paśyati./.	Slezma-prakRtiH-.Slezma-dUzitaH-.vA.-sarit-samudra-prataraNa-hima-parvata-AdIn-.paSyati./.
   Pdhs_8.12.1.4(184)	PDs_8.12.1.4(184)
   yat.svayam.anubhūteṣv.ananubhūteṣu.vā.prasiddhārtheṣv.aprasiddhārtheṣu.vā.yac.chubhāvedakam.gajārohaṇacchattralābhādi.tat.sarvam.sāṃskārādharmābhyām.bhavati.viparītam.ca.tailābhyaṃjanakharoṣṭārohaṇādi.tat.sarvam.adharmasaṃskārābhyām.bhavati./	yat.svayam.anuBUtezu-.ananuBUta-izu.vA.-prasidDa-arTezu-.aprasidDa-arTa-izu.vA.yac.SuBa-Avedaka-m.gaja-ArohaNa=-Cattra-lABa-Adi-.tat.-sarvam-.sAMskArA
   Pdhs_8.12.1.4(184) atyantāprasiddhārtheṣv.adṛṣṭād.eveti./	PDs_8.12.1.4(184) atyanta-aprasidDa-arTezu-.adRzwa-At-.eva-iti./
   Pdhs_8.12.1.4(184)	PDs_8.12.1.4(184)
   svapnāntikam.yady.apy.uparatendriyagrāmasya.bhavati.tathāpy.atītasya.jñānaprabandhasya.pratyavekṣaṇāt.smṛtir.eveti.bhavaty.eṣā.caturividhā.'vidyeti.//	svapna-antikam-.yadi-.api-.uparata-indriya-grAmasya.-Bavati.-taTA-api-.atItasya.-jQAna-prabanDasya.-pratyavekzaNAt-.smRtiH-.eva-iti.Bavati-.ezA.-catu
   Pdhs_8.12.2(186.6)	PDs_8.12.2(186.6)
   vidyāpi.caturvidhā./.pratyakṣalaiṅgikasmṛtyārṣalakṣaṇā.//	vidyA-api.caturviDA./.-pratyakza-lEFgika-smRti-Arza-lakzaNA.//
   Pdhs_8.12.2.1(186.12)	PDs_8.12.2.1(186.12)
   tatrākṣam.akṣam.pratītyotpadyate.pratakṣam.[.5:.pratītya.yad.utpadyate.tat.pratyakṣam.]./	tatra-akzam-.akzam.-pratItya-utpadyate.-pratakzam-.[.5:.-prati-iti-a.yat-.utpadyate.-tat.-pratyakzam.]./
   Pdhs_8.12.2.1(186)	PDs_8.12.2.1(186)
   akṣāṇīndriyāṇi.ghrāṇarasanacakṣustvakchrotramanāṃsi.ṣaṭ./.tad.dhi.dravyādiṣu.padārtheṣūtpadyate./	akzANi-indriyANi.GrANa-rasana-cakzuH-tvac-Srotra-manAMsi.-zaw./.-tad-.Di.-dravya-Adizu.-padArTezu-utpadyate./
   Pdhs_8.12.2.1(186)	PDs_8.12.2.1(186)
   dravye.tāvad.dvividhe.mahaty.anekadravyavattvodbhūtarūpaprakāśacatuṣṭayasannikarṣād.dharmādisāmagrye.ca.svarūpālocanamātram./	dravye.tAvat-.dviviDe.-mahati-.aneka-dravyavattva-udBUta-rUpa-prakASa-catuzwaya-sannikarzAt-.Darma-Adi-sAmagrye.ca.-svarUpa-Alocana-mAtram./
   Pdhs_8.12.2.1(186)	PDs_8.12.2.1(186)
   sāmānyaviśeṣadravyaguṇakarmaviśeṣaṇāpekṣād.ātmamanaḥ.sannikarṣāt.pratyakṣam.utpadyate.sad.dravyam.pṛthivī.viṣāṇī.śuklo.gaur.gacchatīti./	sAmAnya-viSeza-dravya-guNa-karma-viSezaNa-apekzA-d.a-Atma-manaH.sannikarzAt.-pratyakzam-.utpadyate.-sat-.dravyam-.pRTivI.-vizANI.-SuklaH-.gOH-.gacCa
   Pdhs_8.12.2.1(186)	PDs_8.12.2.1(186)
   rūparasagandhasparśeṣv.anekadravyasamavāyāt.svagataviśeṣāt.svāśrayasannikarṣān.niyatendriyanimittam.utpadyate./.tenaivopalabdhiḥ./	rUpa-rasa-ganDa-sparSezu-.aneka-dravya-samavAyAt.-svagata-viSezAt.svASraya-sannikarzAn.niyata-indriya-nimittam-.utpadyate./.tena-eva-upalabDiH./
   Pdhs_8.12.2.1(187.1)	PDs_8.12.2.1(187.1)
   saṃkhyāparimāṇapṛthaktvasamyogavibhāgaparatvāparatvasnehadravatvavegakarmaṇām.pratyakṣadravyasamavāyāc.cakṣuḥ.sparśanābhyām.grahaṇam./	saMKyA-parimANa-pRTaktva-samyoga-viBAga-paratva-aparatva-sneha-drava-tva-vega-karmaNA-Am-.pratyakza-dravya-samavAyAc.-cakzuH.sparSanAByAm-.grahaNa
   Pdhs_8.12.2.1(187)	PDs_8.12.2.1(187)
   buddhisukhaduhkhecchādveṣaprayatnānām.dvayor.ātmamanasoḥ.samyogād.upalabdhiḥ./.bhāvadravyatvaguṇatvakarmatvādīnām.upalabhyādhārasamavetānām.āśrayagrāhakair.indriyair.grahaṇam.ity.etad.asmadādīnām.pratyakṣam./	budDi-suKa-duhKa-icCA-dveza-prayatnAnAm.dvayoH-.Atma-manasA-UH.samyogAt-.upalabDiH./.BAva-dravya-tva-guNa-tva-karma-tva-AdInAm-.upalaBya-ADAra-samavet
   Pdhs_8.12.2.1(187)	PDs_8.12.2.1(187)
   asmadviśiṣṭānām.tu.yoginām.yuktānām.yogajadharmānugṛhītena.manasā.svātmāntarākāśadikkālaparamaṇuvāyumanasassu.tatsamavetaguṇakarmasāmānyaviśeṣeṣu.samavāye.cāvitatham.svarūpadarśanam.utpadyate./	asmad-viSizwAnAm-.tu.-yogi-nAm.-yuktAnAm-.yoga-ja-Darma-anugRhItena.manasA.sva-Atma-antara-AkASa-diS-kAla-paramaNu-vAyu-manasassu.tad-samaveta-guNa-kar
   Pdhs_8.12.2.1(187)	PDs_8.12.2.1(187)
   viyuktānām.punaś.catuṣṭayasannikarṣād.yogajadharmānugrahasāmarthayāt.sūkṣmavyavahitaviprakṛṣṭeṣu.pratyakṣam.utpadyate./	viyuktAnAm.punaS.-catuzwaya-sannikarzAt-.yoga-ja-Darma-anugraha-sAmarTa-yAt.-sUkzma-vyavahita-viprakRzwa-izu.-pratyakzam-.utpadyate./
   Pdhs_8.12.2.1(187)	PDs_8.12.2.1(187)
   tatra.sāmānyaviśeṣeṣu.svarūpālocanamātram.pratyakṣam.pramāṇam.prameyā.dravyādayaḥ.padārthāḥ.pramānātmā.pramitir.dravyādiviṣayam.jñānam./	tatra.-sAmAnya-viSeza-izu.-svarUpa-Alocana-mAtram-.pratyakzam-.pramANam-.prameyA.-dravya-AdayaH.padArTAH-.pramAna-AtmA.-pramitiH-.dravya-Adi-vizayam.
   Pdhs_8.12.2.1(187)	PDs_8.12.2.1(187)
   sāmānyaviśeṣajñānotpattāv.avibhaktam.ālocanamātram.pratyakṣam.pramāṇam.asmin.nānyatpramāṇāntaram.asti.aphalarūpatvāt./	sAmAnya-viSeza-jQAna-utpattO=-.aviBaktam.a-Alocana-mAtram-.pratyakzam-.pramANam-.asmin.na-anyat-pramANa-antaram-.asti.a-Pala-rUpa-tva-at./
   Pdhs_8.12.2.1(187)	PDs_8.12.2.1(187)
   athavā.sarveṣu.padārtheṣu.catuṣṭayasannikarṣād.avitatham.avyapadeśyam.yajjñānam.utpadyate.tatpratyakṣam.pramāṇam.prameyā.dravyādayaḥ.padārthāḥ.pramātātmā.pramitir.guṇadoṣamādhyasthyadarśanam.iti.//	aTavA-a.-sarva-izu.-padArTa-izu.-catuzwaya-sannikarzAt-.avitaTam-.a-vyapadeSyam-.yat-jQAnam-.utpadyate.-tad-pratyakzam-.pramANam-.prameyA.dravyAday
   Pdhs_8.12.2.2(200.4) liṅgadarśanāt.saṃjāyamānam.laiṅgikam.//	PDs_8.12.2.2(200.4) liFga-darSanAt.saMjAyamAna-m.lEFgikam.//
   Pdhs_8.12.2.2(200.18) liṅgam.punaḥ	PDs_8.12.2.2(200.18) liFgam.punar-
   Pdhs_8.12.2.2(200) yadanumeyena.sambaddham.prasiddham.ca.tadanvite./	PDs_8.12.2.2(200) yat-anumeyena.-sambadDam-.prasidDam-.ca.-tad-anvite./
   Pdhs_8.12.2.2(200) tadabhāve.ca.nāsty.eva.talliṅgam.anumāpakam.//	PDs_8.12.2.2(200) tad-aBAveH-ca.na-asti-.eva.-tad-liFgam-.anumApakam.//
   Pdhs_8.12.2.2(200) viparītam.ato.yat.syād.ekena.dvitayena.vā./	PDs_8.12.2.2(200) viparItam.ato.yat.syAt-.ekena.-dvitayena.vA./
   Pdhs_8.12.2.2(200) viruddhāsiddhasandigdham.aliṅgam.kāśyapo.'bravīt.//	PDs_8.12.2.2(200) virudDa-asidDa-sandigDam.aliFgam-.kASyapaH-.-abravIt.//
   Pdhs_8.12.2.2(201.18)	PDs_8.12.2.2(201.18)
   yadanumeyenārthena.deśaviśeṣe.kālaviśeṣe.vā.sahacaritam.anumeyadharmānvite.cānyatra.sarvasminn.ekadeśe.vā.prasiddham.anumeyaviparīte.ca.sarvasmin.pramāṇato.'sad.eva.tadaprasiddhārthasyānumāpakam.liṅgam.bhavatīti.//	yat-anumeyena-arTena.-deSa-viSeze.-kAla-viSeze.vA.-sahacaritam-.anumeya-Darma-anvite.-ca-anyatra.-sarvasmin=-.eka-deSe.vA.-prasidDa-m.anumeya-viparI
   Pdhs_8.12.2.2(205.10)	PDs_8.12.2.2(205.10)
   vidhis.tu.yatra.dhūmas.tatrāgnir.agnyabhāve.dhūmo.'pi.na.bhavatīti./.evam.prasiddhasamayasyāsandigdhadhūmadarśanāt.sāhacaryānusmaraṇāt.tadanantaram.agnyadhyavasāyo.bhavatīti./	viDi-s.tu.-yatra.-DUma-s.tatra-agniH-.agni-a-BAve.-DUmaH-.-api.na.-Bavati-iti./.evam-.prasidDa-samayasya-asandigDa-DUma-darSanAt.-sAhacaryA-anusmaraNAt.
   Pdhs_8.12.2.2(205)	PDs_8.12.2.2(205)
   evam.sarvatra.deśakālāvinābhūtam.itarasya.liṅgam./.śāstre.kāryādigrahaṇam.nidarśanārtham.kṛtam.nāvadhāraṇārtham.kasmādyūtir.ekadarśanāt./	evam-.sarvatra.deSa-kAla-avinABUtam-.itarasya-.liFgam-./.SAstre.-kArya-Adi-grahaNa-m.nidarSana-arTam-.kRta-m.na-avaDAraNa-arTam-.kasmAt-yUtiH-.eka-darS
   Pdhs_8.12.2.2(205)	PDs_8.12.2.2(205)
   tadyathā.adhvaryur.oṃśrāvayan.vyavahitasya.hotur.liṅgam.candrodayaḥ.samudravṛddheḥ.kumudavikāśasya.ca.śaradi.jalaprasādo.'gastyodayasyeti./	tat-yaTA.aDvaryuH-.oMSrAvayan.-vyavahitasya.hotuH-.liFgam.candra-udayaH.-samudra-vRdDeH.-kumuda-vikASa-sya.-ca.Saradi.jala-prasAdaH-.-agastyoda
   Pdhs_8.12.2.2(205)	PDs_8.12.2.2(205)
   evamādi.tat.sarvam.asyedam.iti.sambandhamātravacanāt.siddham./.tat.tu.dvividham./.dṛṣṭam.sāmānyato.dṛṣṭam.ca./	evamAdi.tat.-sarvam.asya-idam-.iti.-sambanDa-mAtra-vacanAt.sidDam-./.tat.tu.-dviviDam-./.dRzwam-.sAmAnyato.dRzwam-.ca./
   Pdhs_8.12.2.2(205)	PDs_8.12.2.2(205)
   tatra.dṛṣṭam.prasiddhasādhyayor.atyantajātyabhede.'numānam./.yathā.gavy.eva.sāsnāmātram.upalabhya.deśāntare.'pi.sāsnāmātradarśanād.gavi.pratipattiḥ./	tatra.dRzwam-.prasidDa-sADyayoH-.atyanta-jAtya-Bede.-anumAnam-./.yaTA-.gavi-.eva.-sa-asnA-mAtram-.upalaBya.-deSa-antare.-api.sAsnA-mAtra-darSanAt-.g
   Pdhs_8.12.2.2(206.1)	PDs_8.12.2.2(206.1)
   prasiddhasādhyayor.atyantajātibhede.liṅgānumeyadharmasāmānyānuvṛttito.'numānam.sāmānyato.dṛṣṭam./	prasidDa-sADyayoH-.atyanta-jAti-Bede.-liFga-anumeya-Darma-sAmAnya-anuvRttito.-anumAnam-.sAmAnyato.dRzwam./
   Pdhs_8.12.2.2(206)	PDs_8.12.2.2(206)
   yathā.karṣakavaṇigrājapuruṣāṇām.ca.pravṛtteḥ.phalavattvam.upalabhya.varṇāśramiṇām.api.dṛṣṭam.prayojanam.anuddiśya.pravartamānānām.phalānumānam.iti./	yaTA-a.karzaka-vaNigrAja-puruzANAm-.ca.-pravRtteH.-Palavat-tvam-.upalaBya.-varNa-ASramiNAm-.api.dRzwam-.prayojanam.anuddiSya.-pravartamAnAnAm-.
   Pdhs_8.12.2.2(206)	PDs_8.12.2.2(206)
   tatra.liṅgadarśanam.pramāṇam.pramitir.agnijñānam./.athavāgnijñānam.eva.pramāṇam.pramitir.agnau.guṇadoṣamādhyasthyadarśanam.ity.etat.svaniścitārtham.anumānam./	tatra.liFga-darSanam.pramANam-.pramitiH-.agni-jQAnam-./.aTavA-agni-jQAnam-.eva.-pramANam-.pramitiH-.agnO.guNa-doza-mADyasTya-darSanam-.iti-.etat
   Pdhs_8.12.2.2.A(213.12)	PDs_8.12.2.2.A(213.12)
   śabdādīnām.apy.anumāne.'ntarbhāvaḥ.samānavidhitvāt./	Sabda-AdInAm-.api-.anumAne.-antarBAvaH.-samAna-viDi-tva-at./
   Pdhs_8.12.2.2.A(213)	PDs_8.12.2.2.A(213)
   yathā.prasiddhasamayasyāsandigdhaliṅgadarśanaprasiddhyanusmaraṇābhyām.atīndriye.'rthe.bhavaty.anumānam.evam.śabdādibhyo.'pīti./	yaTA.-prasidDa-samayasya-asan-digDa-liFga-darSana-prasidDi-anusmaraNAByAm-.ati-indriye.-arTe.Bavati-.anumAnam-.evam-.Sabda-AdiByo.-api-iti./
   Pdhs_8.12.2.2.A(213)	PDs_8.12.2.2.A(213)
   śrutismṛtilakṣaṇo.'py.āmnāyovaktṛprāmāṇyāpekṣaḥ.tadvacanād.āmnāyaprāmāṇyam.liṅgāc.cānityo.buddhipūrvā.vākyakṛtir.vede.buddhipūrvo.dadātir.ity.uktatvāt.//	Sruti-smRti-lakzaNaH-.-api-.AmnAyaH-vaktR-prAmANya-apekzaH.-tad-vacanAt-.AmnAya-prAmANyam-.liFga-Ac.ca-anitya-u.budDi-pUrvA.-vAkya-kRtiH-.vede.-budDi-pUrvo
   Pdhs_8.12.2.2.A(220.10)	PDs_8.12.2.2.A(220.10)
   prasiddhābhinayasya.ceṣṭayā.pratipattidarśanāt.tad.apy.anumānam.eva.//	prasidDa-aBinayasya.-cezwayA.-pratipatti-darSana-at.tad-.api-.anumAnam-.eva.//
   Pdhs_8.12.2.2.A(220.17)	PDs_8.12.2.2.A(220.17)
   āptenāprasiddhasya.gavayasya.gavā.gavayapratipādanād.upamānam.āptavacanam.eva.//	Aptena-aprasidDasya.gavaya-sya.-gavA.-gavaya-pratipAdanAt-.upamAnam-.Apta-vacanam-.eva.//
   Pdhs_8.12.2.2.A(223.1)	PDs_8.12.2.2.A(223.1)
   darśanārthād.arthāpattir.virodhy.eva.śravaṇād.anumitānumānam.//	darSana-arTAt-.arTApattiH-.viroDi-.eva.-SravaNAt-.anumita-anumAnam-.//
   Pdhs_8.12.2.2.A(225.10) sambhavo.'py.avinābhāvitvād.anumānam.eva.//	PDs_8.12.2.2.A(225.10) samBavaH-.-api-.avinA-BAvi-tvAt-.anumAnam-.eva.//
   Pdhs_8.12.2.2.A(225.14)	PDs_8.12.2.2.A(225.14)
   abhāvo.'py.anumānam.eva.yathotpannam.kāryam.kāraṇasadbhāve.liṅgam./.evam.anutpannam.kāryam.kāraṇāsadbhāve.liṅgam.//	aBAvo.-api-.anumAnam-.eva.yaTA-utpannam-.kAryam-.kAraNa-sadBAve.-liFgam./.evam.a-nutpannam-.kAryam-.kAraNa-asadBAve.-liFgam.//
   Pdhs_8.12.2.2.A(230.24) tathaivaitihyam.apy.avitatham.āptopadeśa.eveti.//	PDs_8.12.2.2.A(230.24) taTA-eva-Etihyam-.api-.avitaTam-.Apta-upadeSa-.eva-iti.//
   Pdhs_8.12.2.2.B(231.3)	PDs_8.12.2.2.B(231.3)
   pañcāvayavena.vākyena.svaniścitārthapratipādanām.parārthānumānam./.pañcāvayavenaiva.vākyena.saṃśayitaviparyas.tāvyutpannānām.pareṣām.svaniścitārthapratipādanam.parārthānumānam.vijñeyam.//	paQca-avayavena.-vAkyena.-sva-niScita-arTa-pratipAdanAm.para-arTa-anumAnam-./.paQca-avayavena-eva.-vAkyena.-saMSayita-viparyas.ta-avyutpannAnAm-.parez
   Pdhs_8.12.2.2.B(233.24)	PDs_8.12.2.2.B(233.24)
   avayavāḥ.punaḥ.pratijñāpadeśanidarśanānusandhānapratyāmnāyāḥ./	avayavAH.punaH.-pratijQA-apadeSa-nidarSana-anusanDAna-pratyAmnAyAH./
   Pdhs_8.12.2.2.B.1(233.25) tatrānumeyoddeśo.'virodhī.pratijñā./	PDs_8.12.2.2.B.1(233.25) tatra-anumeya-uddeSaH-.-aviroDI.-pratijQA./
   Pdhs_8.12.2.2.B.1(234.1)	PDs_8.12.2.2.B.1(234.1)
   pratipipādayiṣitadharmaviśiṣṭasya.dharmiṇopadeśaviṣayam.āpādayitum.uddeśamātram.pratijñā./.yathā.dravyam.vāyur.iti./	pratipipAdayizita-Darma-viSizwa-sya.DarmiNA-upadeSa-vizayam-.ApAdayitum-.uddeSa-mAtram-.pratijQA./.yaTA.dravyam-.vAyuH-.iti./
   Pdhs_8.12.2.2.B.1(234)	PDs_8.12.2.2.B.1(234)
   avirodhigrahaṇāt.pratyakṣānumānābhyupagatasvaśāstrasvavacanavirodhino.nirastā.bhavanti./	aviroDi-grahaNa-at.-pratyakza-anumAna-aByupagata-sva-SAstra-sva-vacana-viroDinaH-.-nirastA.-Bavanti./
   Pdhs_8.12.2.2.B.1(234)	PDs_8.12.2.2.B.1(234)
   yathā.'nuṣṇo.'gnir.iti.pratyakṣavirodhī.ghanam.ambaram.ity.anumānavirodhī.brāhmaṇena.surā.peyety.āgamavirodhī.vaiśeṣikasya.satkāryam.itibruvataḥ.svaśāstravirodhī.na.śabdo.'rthapratyāyaka.iti.svavacanavirodhī.//	yaTA.-anuzNo.-agniH-.iti.-pratyakza-viroDI.-Ganam-.ambaram-.iti-.anumAna-viroDI.-brAhmaNena.-surA.peyA-iti-.a-Agama-viroDI.-vESezikasya.satkAryam.
   Pdhs_8.12.2.2.B.2(237.16)	PDs_8.12.2.2.B.2(237.16)
   liṅgavacanam.apadeśaḥ./.yadanumeyena.sahacaritam.tatsamānajātīye.sarvatra.sāmānyena.prasiddham.tadviparīte.ca.sarvasminn.asad.eva.talliṅgam.uktam.tasya.vacanam.apadeśaḥ./	liFga-vacanam-.apadeSaH./.yat-anumeyena.-sahacaritam-.tad-samAna-jAtIye.-sarvatra.-sAmAni-ena.-prasidDam-.tad-viparIte.-ca.-sarvasmin=-.asat-.ev
   Pdhs_8.12.2.2.B.2(237)	PDs_8.12.2.2.B.2(237)
   yathā.kriyāvattvād.guṇavattvāc.ca.tathā.ca.tadanumeye.'sti.tatsamānajātīye.ca.sarvasmin.guṇavattvam.asārvasmin.kriyāvattvam./	yaTA-a.kriyAvat-tvAt-.guNavat-tva-ac.ca.-taTA.ca.tad-anumeye.-asti.tad-samAna-jAtIyet-ca.-sarvasmin-.guNavat-tvam-.asAru-asmin.kriyAvat-tvam./
   Pdhs_8.12.2.2.B.2(237)	PDs_8.12.2.2.B.2(237)
   ubhayam.apy.etad.adravye.nāsty.eva.tasmāt.tasya.vacanam.apadeśa.iti.siddham.//	uBayam-.api-.etat-.adravye.na-asti-.eva.-tasmAt-.tasya.vacanam-.apadeSa-.iti.-sidDam.//
   Pdhs_8.12.2.2.B.2(238.9)	PDs_8.12.2.2.B.2(238.9)
   etenāsiddhaviruddhasandigdhānadhyavasitavacanānām.anapadeśatvam.uktam.bhavati./.tatrāsiddhaś.caturvidhaḥ./.ubhayāsiddho.'nyatarāsiddhaḥ.tadbhāvāsiddho.'numeyāsiddhaś.ceti./	etena-asidDa-virudDa-sandigDa-anaDya-vasita-vacanAnAm-.anapadeSa-tvam-.uktam-.Bavati./.-tatra-asidDa-S.caturviDaH-./.uBaya-asidDaH-.-anyatara-asidDaH.t
   Pdhs_8.12.2.2.B.2(238)	PDs_8.12.2.2.B.2(238)
   tatrobhayāsiddhaḥ.ubhayor.vādiprativādinor.asiddhaḥ.yathā.'nityaḥ.śabdaḥ.sāvayavatvād.iti./	tatra-uBaya-asidDaH.uBayoH-.vAdi-prativAdinA-ur.a-sidDaH.yaTA.-anityaH.-SabdaH.sa-avayava-tvAt-.iti./
   Pdhs_8.12.2.2.B.2(238)	PDs_8.12.2.2.B.2(238)
   anyatarāsiddhaḥ.yathā.'nityaḥ.śabdaḥ.kāryatvād.iti./.tadbhāvāsiddho.yathā.dhūmabhāvenāgnyadhigatau.kartavyāyām.upanyasyamāno.vāṣpe.dhūmabhāvenāsiddha.iti./	anyatara-asidDaH.yaTA.-anityaH.-SabdaH-.kArya-tvAt-.iti./.-tad-BAva-asidDaH-.yaTA.DUma-BAvena-agni-aDigatO.kartavyAyAm.upanyasyamAnaH-.vAzpe.DUma-B
   Pdhs_8.12.2.2.B.2(238)	PDs_8.12.2.2.B.2(238)
   anumeyāsiddho.yathā.pārthivam.dravyam.tamaḥ.kṛṣṇarūpavattvād.iti./.yo.hy.anumeye.'vidyamāno.'pi.tatsamānajātīye.sarvasmin.nāsti.tadviparīte.cāsti.sa.viparītasādhanād.viruddhaḥ.yathā.yasmād.viṣāṇī.tasmād.aśva.iti./	anumeya-asidDaH-.yaTA.-pArTivam-.dravyam-.tamaH.-kRzNa-rUpavat-tvAt-.iti./.yo.hi-.anumeye.-avidyamAno.-api.tad-samAna-jAtIye.-sarvasmin-.nAsti.ta
   Pdhs_8.12.2.2.B.2(238)	PDs_8.12.2.2.B.2(238)
   yas.tu.sann.anumeye.tatsamānāsamānajātīyayoḥ.sādhāraṇaḥ.sann.eva.sa.sandehajanakatvāt.sandigdhaḥ.yathā.yasmād.viṣāṇī.tasmād.gaur.iti./.ekasmiṃś.ca.dvayor.hetvor.yathoktalakṣaṇayor.viruddhayoḥ.sannipāte.sati.saṃśayadarśanād.ayam.anyaḥ.sandigdha.iti.kecit./	yas.tu.san=-.anumeye.-tad-samAna-asamAna-jAtIyayoH.sADAraNaH.-san=-.eva.-sa.-sandeha-janaka-tvAt.-sandigDaH.yaTA.i-asmAt-.vizANI.-tasmAt-.gOH-.it
   Pdhs_8.12.2.2.B.2(239)	PDs_8.12.2.2.B.2(239)
   yathā.mūrtatvāmūrtatvam.prati.manasaḥ.kriyāvattvāsparśavattvayor.iti./	yaTA.mUrta-tva-amUrta-tvam-.prati.manasaH.kriyAvat-tva-asparSavat-tvayoH-.iti./
   Pdhs_8.12.2.2.B.2(239)	PDs_8.12.2.2.B.2(239)
   nanv.ayam.asādhāraṇa.evācākṣuṣatvapratyakṣatvavat.saṃhatayor.anyatarapakṣāsambhavāt.tataś.cānadhyavasita.it.vakṣyāmaḥ./	nanu-.ayam.a-sADAraNa-.eva-AcAkzuza-tva-pratyakza-tvavat.-saMhatayoH-.anyatara-pakza-asamBava-at.-tata-S.ca-anaDyavasita-.it.vakzyAmaH./
   Pdhs_8.12.2.2.B.2(239)	PDs_8.12.2.2.B.2(239)
   nanu.śāstre.tatratatrobhayathā.darśanam.saṃśayakāraṇam.apadiśyata.iti.na.saṃśayo.viṣayadvaitadarśanāt./	nanu.SAstre.tatra-tatra-uBayaTA.-darSanam-.saMSaya-kAraNam-.apadiSyata-.iti.na.-saMSayaH-.-vizaya-dvEta-darSanAt./
   Pdhs_8.12.2.2.B.2(239)	PDs_8.12.2.2.B.2(239)
   saṃśayotpattau.viṣayadvaitadarśanam.kāraṇam.tulyabalatve.ca.tayoḥ.parasparavirodhān.nirṇayānutpādakatvam.syān.na.tu.saṃśayahetutvam.na.ca.tayos.tulyabalavattvam.asti.anyatarasyānumeyoddeśasyāgamabādhitatvād.ayam.tu.viruddhabheda.eva./	saMSaya-utpattO.-vizaya-dvEta-darSanam-.kAraNam-.tulya-bala-tve.ca.tayoH.paraspara-viroDAn.nirNaya-anutpAdaka-tvam-.syAn.na.tu.-saMSaya-hetutva
   Pdhs_8.12.2.2.B.2(239)	PDs_8.12.2.2.B.2(239)
   yaś.cānumeye.vidyamānas.tatsamānāsamānajātīyayor.asann.eva.so.'nyatarāsiddho.'nadhyavasāyahetutvād.anadhyavasitaḥ.yathā.satkāryam.utpatter.iti./	yaS.ca-anumeye.-vidyamAna-s.tad-samAna-asamAna-jAtIyayoH-.asan=-.eva.-so.-anyatara-asidDaH-.-anaDyavasAya-hetu-tvAt-.anaDyavasitaH.yaTA.-satkAryam.u
   Pdhs_8.12.2.2.B.2(239) ayam.aprasiddho.'napadeśa.iti.vacanād.avaruddhaḥ./	PDs_8.12.2.2.B.2(239) ayam.a-prasidDaH-.-anapadeSa-.iti.vacanAt-.avarudDaH./
   Pdhs_8.12.2.2.B.2(239)	PDs_8.12.2.2.B.2(239)
   nanu.cāyam.viśeṣaḥ.saṃśayahetur.abhihitaḥ.śāstre.tulyajātīyeṣv.arthāntarabhūteṣu.viśeṣasyobhayathā.dṛṣṭatvād.iti.nānyārthatvāc.chabde.viśeṣadarśanāt./	nanu.-ca-ayam-.viSezaH.saMSaya-hetuH-.aBihitaH.SAstre.-tulya-jAtIyezu-.arTa-antara-BUta-izu.-viSezasya-uBayaTA.dRzwa-tvAt-.iti.na-anya-arTa-tvAc.-Sabde.
   Pdhs_8.12.2.2.B.2(239)	PDs_8.12.2.2.B.2(239)
   saṃśayānutpattir.ity.ukte.nāyam.dravyādīnām.anyatamasya.viśeṣaḥ.syāc.chrāvaṇatvam.kim.tu.sāmānyam.eva.sampadyate.kasmāt.tulyajātīyeṣv.arthāntarabhūteṣu.dravyādibhedānām.ekaikaśo.viśeṣasyobhayathā.dṛṣṭatvād.ity.uktam.na.saṃśayakāraṇam.anyathā.ṣaṭsv.api.padārtheṣu.saṃśayaprasaṅgāt.tasmāt.sāmānyapratyayād.eva.saṃśaya.iti.//	saMSayAn-utpattiH-.iti-.ukte.na-ayam.-dravya-AdInAm-.anyatamasya.-viSezaH.syAc.-SrAvaNa-tvam-.kim.tu.-sAmAnyam-.eva.-sampadyate.ka-smAt.-tulya-jAt-
   Pdhs_8.12.2.2.B.3(246.14)	PDs_8.12.2.2.B.3(246.14)
   dvividham.nidarśanam.sādharmyeṇa.vaidharmyeṇa.ca./.tatrānumeyasāmānyena.liṅgasāmānyasyānuvidhānadarśanam.sādharmyanidarśanam./	dviviDa-m.nidarSanam.sADarmyeNa.vEDarmyeNa.ca./.tatra-anumeya-sAmAnyena.liFga-sAmAnyasya-anuviDAna-darSanam.sADarmi-a-nidarSanam./
   Pdhs_8.12.2.2.B.3(246)	PDs_8.12.2.2.B.3(246)
