   mātṛkā 1	mAtRkA 1
   NM2.14a/ bhraṣṭaṃ tu duḥsthitaṃ yat syāj jalatailādibhir hatam /	NM2.14a/ Brazwam tu duHsTitam yat syAt jala-tEla-AdiBiH hatam /
   NM2.14c/ bhāṣāyāṃ tad api spaṣṭaṃ vispaṣṭārthaṃ vivarjayet // [ñ ṃā 2.14]	NM2.14c/ BAzAyAm tat api spazwam vispazwa-arTam vivarjayet // [n MA 2.14]
   NM2.15a/ satyā bhāṣā na bhavati yady api syāt pratiṣṭhitā /	NM2.15a/ satyA BAzA na Bavati yadi api syAt pratizWitA /
   NM2.15c/ bahiś ced bhraśyate dharmān niyatād vyavahārikāt // [ñ ṃā 2.15,	NM2.15c/ bahis ced BraSyate DarmAn niyatAt vyavahArikAt // [n MA 2.15,
   ṃanu	Manu
   NM2.16a/ gandhamādanasaṃsthasya mayāsyāsīt tad arpitam /	NM2.16a/ ganDamAdana-saMsTasya mayA-asya-AsIt tat arpitam /
   NM2.16c/ vyavahārikadharmasya bāhyam etan na sidhyati // [ñ ṃā 2.16]	NM2.16c/ vyavahArika-Darmasya bAhyam etat na siDyati // [n MA 2.16]
   NM2.17a/ anyākṣaraniveśena anyārthagamanena ca /	NM2.17a/ anya-akzara-niveSena anya-arTa-gamanena ca /
   NM2.17c/ ākulaṃ ca kriyādānaṃ kriyā caivākulā bhavet // [ñ ṃā 2.17]	NM2.17c/ Akulam ca kriyA-dAnam kriyA ca-eva-AkulAH Bavet // [n MA 2.17]
   NM2.18a/ rāgādīnāṃ yad ekena kopitaḥ karaṇe vadet /	NM2.18a/ rAga-AdInAm yat ekena kopitaH karaNe vadet /
   NM2.18c/ tad ādau tu likhet sarvaṃ vādinaḥ phalakādiṣu // [ñ ṃā 2.18]	NM2.18c/ tat AdO tu liKet sarvam vAdinaH Palaka-Adizu // [n MA 2.18]
   NM2.19a/ nirākulāvabodhāya dharmasthaiḥ suvicāritam /	NM2.19a/ nirAkula-avaboDAya Darma-sTEH su-vicAritam /
   NM2.19c/ tasmād anyad vyapohyaṃ syād vādinaḥ phalakādiṣu // [ñ ṃā 2.19]	NM2.19c/ tasmAt anyat vyapohyam syAt vAdinaH Palaka-Adizu // [n MA 2.19]
   NM2.20a/ vādibhyām abhyanujñātaṃ śeṣaṃ ca phalake sthitam /	NM2.20a/ vAdiByAm aByanujQAtam Sezam ca Palake sTitam /
   NM2.20c/ sasākṣikaṃ likheyus te pratipattiṃ ca vādinoḥ // [ñ ṃā 2.20]	NM2.20c/ sa-sAkzikam liKeyuH te pratipattim ca vAdinoH // [n MA 2.20]
   NM2.21a/ vādibhyāṃ likhitāc cheṣaṃ yat punar vādinā smṛtam /	NM2.21a/ vAdiByAm liKitAt Sezam yat punar vAdinA smRtam /
   NM2.21c/ tat pratyākalitaṃ nāma svapāde tasya likhyate // [ñ ṃā 2.21]	NM2.21c/ tat pratyAkalitam nAma sva-pAde tasya liKyate // [n MA 2.21]
   NM2.22a/ arthinā saṃniyukto vā pratyarthiprahito 'api vā /	NM2.22a/ arTinA saMniyuktaH vA pratyarTi-prahitaH aapi vA /
   NM2.22c/ yo yasyārthe vivadate tayor jayaparājayau // [ñ ṃā 2.22]	NM2.22c/ yaH yasya-arTe vivadate tayoH jaya-parAjayO // [n MA 2.22]
   NM2.23a/ yo na bhrātā na ca pitā na putro na niyogakṛt /	NM2.23a/ yaH na BrAtA na ca pitA na putraH na niyoga-kRt /
   NM2.23c/ parārthavādī daṇḍyaḥ syād vyavahāre 'api vibruvan // [ñ ṃā 2.23]	NM2.23c/ para-arTa-vAdI daNxyaH syAt vyavahAre aapi vibruvan // [n MA 2.23]
   NM2.24a/ pūrvavādaṃ parityajya yo 'anyam ālambate punaḥ /	NM2.24a/ pUrvavAdam parityajya yaH aanyam Alambate punar /
   NM2.24c/ vādasaṃkramaṇāj jñeyo hīnavādī sa vai naraḥ // [ñ ṃā 2.24]	NM2.24c/ vAda-saMkramaNAt jQeyaH hIna-vAdI sa vE naraH // [n MA 2.24]
   NM2.25a/ sarveṣv api vivādeṣu vākchale nāpahīyate /	NM2.25a/ sarvezu api vivAdezu vAkCale na-apahIyate /
   NM2.25c/ paśustrībhūmyṛṇādāne śāsyo 'apy arthān na hīyate // [ñ ṃā 2.25]	NM2.25c/ paSu-strI-BUmi-RNa-AdAne SAsyaH aapi arTAn na hIyate // [n MA 2.25]
   NM2.26a/ abhiyukto 'abhiyogasya yadi kuryād apahnavam /	NM2.26a/ aBiyuktaH aaBiyogasya yadi kuryAt apahnavam /
   NM2.26c/ abhiyoktā diśed deśyaṃ pratyavaskandito na cet // [ñ ṃā 2.26]	NM2.26c/ aBiyoktA diSet deSyam pratyavaskanditaH na ced // [n MA 2.26]
   NM2.27a/ pūrvapāde hi likhitaṃ yathākṣaram aśeṣataḥ /	NM2.27a/ pUrva-pAde hi liKitam yaTAkzaram aSezatas /
   NM2.27c/ arthī tṛtīyapāde tu kriyayā pratipādayet // [ñ ṃā 2.27]	NM2.27c/ arTI tRtIya-pAde tu kriyayA pratipAdayet // [n MA 2.27]
   NM2.28a/ kriyāpi dvividhā proktā mānuṣī daivikī tathā /	NM2.28a/ kriyA-api dviviDA proktA mAnuzI dEvikI taTA /
   NM2.28c/ mānuṣī lekhyasākṣibhyāṃ dhaṭādir daivikī smṛtā // [ñ ṃā 2.28]	NM2.28c/ mAnuzI leKya-sAkziByAm Dawa-AdiH dEvikI smRtAH // [n MA 2.28]
   NM2.29a/ divā kṛte kāryavidhau grāmeṣu nagareṣu vā /	NM2.29a/ divA kRte kArya-viDO grAmezu nagarezu vA /
   NM2.29c/ saṃbhave sākṣiṇāṃ caiva divyā na bhavati kriyā // [ñ ṃā 2.29]	NM2.29c/ saMBave sAkziNAm ca-eva divyA na Bavati kriyA // [n MA 2.29]
   NM2.30a/ araṇye nirjane rātrāv antarveśmani sāhase /	NM2.30a/ araNye nirjane rAtrO antarveSmani sAhase /
   NM2.30c/ nyāsasyāpahnave caiva divyā saṃbhavati kriyā // [ñ ṃā 2.30]	NM2.30c/ nyAsasya-apahnave ca-eva divyA saMBavati kriyA // [n MA 2.30]
   NM2.31a/ kāraṇapratipattyā ca pūrvapakṣe virodhite /	NM2.31a/ kAraNa-pratipattyA ca pUrva-pakze viroDite /
   NM2.31c/ abhiyuktena vai bhāvyaṃ vijñeyaṃ pūrvapakṣavat // [ñ ṃā 2.31]	NM2.31c/ aBiyuktena vE BAvyam vijQeyam pUrva-pakza-vat // [n MA 2.31]
   NM2.32a/ palāyate ya āhūto maunī sākṣiparājitaḥ /	NM2.32a/ palAyate yaH AhUtaH mOnI sAkzi-parAjitaH /
   NM2.32c/ svayam abhyupapannaś ca avasannaś caturvidhaḥ // [ñ ṃā 2.32]	NM2.32c/ svayam aByupapannaH ca avasannaH caturviDaH // [n MA 2.32]
   NM2.33a/ anyavādī kriyādveṣī na-upasthātā niruttaraḥ /	NM2.33a/ anya-vAdI kriyA-dvezI na-upasTAtA niruttaraH /
   NM2.33c/ āhūtaprapalāyī ca hīnaḥ pañcavidhaḥ smṛtaḥ // [ñ ṃā 2.33]	NM2.33c/ AhUta-prapalAyI ca hInaH paQcaviDaH smRtaH // [n MA 2.33]
   NM2.34a/ maṇayaḥ padmarāgādyā dīnārādi hiraṇmayam /	NM2.34a/ maNayaH padmarAga-AdyAH dInAra-Adi hiraNmayam /
   NM2.34c/ muktāvidrumaśaṅkhādyāḥ praduṣṭāḥ svāmigāminaḥ // [ñ ṃā 2.34]	NM2.34c/ muktA-vidruma-SaFKa-AdyAH praduzwAH svAmi-gAminaH // [n MA 2.34]
   NM2.35a/ gandhamālyam adattaṃ tu bhūṣaṇaṃ vāsa eva vā /	NM2.35a/ ganDa-mAlyam adattam tu BUzaNam vAsaH eva vA /
   NM2.35c/ pādukā-iti rājā-uktaṃ tad ākrāman vadham arhati // [ñ ṃā 2.35]	NM2.35c/ pAdukA--iti rAjA-a-uktam tat AkrAman vaDam arhati // [n MA 2.35]
   NM2.36a/ paṇyamūlyaṃ bhṛtir nyāso daṇḍo yac cāvahārakam /	NM2.36a/ paNya-mUlyam BRtiH nyAsaH daNxaH yat ca-avahArakam /
   NM2.36c/ vṛthādānākṣikapaṇā vardhante nāvivakṣitāḥ // [ñ ṃā 2.36]	NM2.36c/ vRTA-dAna-akzika-paNAH varDante na-avivakzitAH // [n MA 2.36]
   NM2.37a/ mithyābhiyogino ye syur dvijānāṃ śūdrayonayaḥ /	NM2.37a/ miTyA-aBiyoginaH ye syuH dvijAnAm SUdra-yonayaH /
   NM2.37c/ teṣāṃ jihvāṃ samutkṛtya rājā śūle vidhāpayet // [ñ ṃā 2.37]	NM2.37c/ tezAm jihvAm samutkRtya rAjA SUle viDApayet // [n MA 2.37]
   NM2.38a/ ājñā lekhaḥ paṭṭakaḥ śāsanaṃ vā / ādhiḥ pattraṃ vikrayo vā krayo	NM2.38a/ AjQA leKaH pawwakaH SAsanam vA / ADiH pattram vikrayaH vA krayo
   vā /	vA /
   NM2.38c/ rājñe kuryāt pūrvam āvedanaṃ yas / tasya jñeyaḥ pūrvapakṣaḥ	NM2.38c/ rAjQe kuryAt pUrvam Avedanam yaH / tasya jQeyaH pUrva-pakzaH
   vidhijñaiḥ	viDi-jQEH
   // [ñ ṃā 2.38]	// [n MA 2.38]
   NM2.39a/ sākṣikadūṣaṇe kāryaṃ pūrvasākṣiviśodhanam /	NM2.39a/ sAkzika-dUzaNe kAryam pUrva-sAkzi-viSoDanam /
   NM2.39c/ śuddheṣu sākṣiṣu tataḥ paścāt sākṣyaṃ viśodhayet // [ñ ṃā 2.39]	NM2.39c/ SudDezu sAkzizu tatas paScAt sAkzyam viSoDayet // [n MA 2.39]
   NM2.40a/ sākṣisabhyāvasannānāṃ dūṣaṇe darśanaṃ punaḥ /	NM2.40a/ sAkzi-saBya-avasannAnAm dUzaNe darSanam punar /
   NM2.40c/ svacaryāvasitānāṃ tu nāsti paunarbhavo vidhiḥ // [ñ ṃā 2.40]	NM2.40c/ sva-caryA-vasitAnAm tu na-asti pOnarBavaH viDiH // [n MA 2.40]
   NM2.41a/ svayam abhyupapanno 'api svacaryāvasito 'api san /	NM2.41a/ svayam aByupapannaH aapi sva-caryA-vasitaH aapi san /
   NM2.41c/ kriyāvasanno 'apy arheta paraṃ sabhyāvadhāraṇam // [ñ ṃā 2.41]	NM2.41c/ kriyA-avasannaH aapi arheta param saBya-avaDAraNam // [n MA 2.41]
   NM2.42a/ pakṣān utsārya kāryas tu sabhyaiḥ kāryaviniścayaḥ /	NM2.42a/ pakzAn utsArya kAryaH tu saByEH kArya-viniScayaH /
   NM2.42c/ anutsāritanirṇikte virodhaḥ pretya ceha ca // [ñ ṃā 2.42]	NM2.42c/ anutsArita-nirNikte viroDaH pretya ca-iha ca // [n MA 2.42]
   NM2.43a/ sabhair eva jitaḥ paścād rājñā śāsyaḥ svaśāstrataḥ /	NM2.43a/ saBEH eva jitaH paScAt rAjQA SAsyaH sva-SAstrataH /
   NM2.43c/ jayine cāpi deyaṃ syād yathāvaj jayapatrakam // [ñ ṃā 2.43]	NM2.43c/ jayine ca-api deyam syAt yaTAvat jaya-patrakam // [n MA 2.43]
   NM2.44a/ vyavahāramukhaṃ caitat pūrvam uktaṃ svayaṃbhuvā /	NM2.44a/ vyavahAra-muKam ca-etat pUrvam uktam svayaMBuvA /
   NM2.44c/ mukhaśuddhau hi śuddhiḥ syād vyavahārasya nānyathā // [ñ ṃā 2.44]	NM2.44c/ muKa-SudDO hi SudDiH syAt vyavahArasya na-anyaTA // [n MA 2.44]
   mātṛkā 3	mAtRkA 3
   [sabhā]	[saBA]
   NMṃ3.1c/ niyuktena tu vaktavyam apakṣapatitaṃ vacaḥ // 1	NMM3.1c/ niyuktena tu vaktavyam apakza-patitam vacaH // 1
   NM3.2a/ yuktarūpaṃ bruvan sabhyo nāpnuyād dveṣakilbiṣe /	NM3.2a/ yukta-rUpam bruvan saByaH na-ApnuyAt dveza-kilbize /
   NM3.2c/ bruvāṇas tv anyathā sabhyas tad eva-ubhayam āpnuyāt // 2	NM3.2c/ bruvANaH tu anyaTA saByaH tat eva--uBayam ApnuyAt // 2
   NM3.3a/ rājā tu dhārmikān sabhyān niyuñjyāt suparīkṣitān /	NM3.3a/ rAjA tu DArmikAn saByAt niyuQjyAt su-parIkzitAn /
   NM3.3c/ vyavahāradhuraṃ voḍhuṃ ye śaktāḥ sadgavā iva // 3	NM3.3c/ vyavahAra-Duram voXum ye SaktAH sat-gavAH iva // 3
   NM3.4a/ dharmaśāstrārthakuśalāḥ kulīnāḥ satyavādinaḥ /	NM3.4a/ Darma-SAstra-arTa-kuSalAH kulInAH satya-vAdinaH /
   NM3.4c/ samāḥ śatrau ca mitre ca nṛpateḥ syuḥ sabhāsadaḥ // 4	NM3.4c/ samAH SatrO ca mitre ca nRpateH syuH saBAsadaH // 4
   NM3.5a/ tatpratiṣṭhaḥ smṛto dharmo dharmamūlaś ca pārthivaḥ /	NM3.5a/ tad-pratizWaH smRtaH DarmaH Darma-mUlaH ca pArTivaH /
   NM3.5c/ saha sadbhir ato rājā vyavahārān viśodhayet // 5	NM3.5c/ saha sadBiH atas rAjA vyavahArAn viSoDayet // 5
   NM3.6a/ śuddheṣu vyavahāreṣu śuddhiṃ yānti sabhāsadaḥ /	NM3.6a/ SudDezu vyavahArezu SudDim yAnti saBAsadaH /
   NM3.6c/ śuddhiś ca teṣāṃ dharmād dhi dharmam eva vadet tataḥ // 6	NM3.6c/ SudDiH ca tezAm DarmAt Di Darmam eva vadet tatas // 6
   NM3.7a/ yatra dharmo hy adharmeṇa satyaṃ yatrānṛtena ca /	NM3.7a/ yatra DarmaH hi aDarmeNa satyam yatra-anRtena ca /
   NM3.7c/ hanyate prekṣamāṇānāṃ hatās tatra sabhāsadaḥ // 7	NM3.7c/ hanyate prekzamANAnAm hatAH tatra saBAsadaH // 7
   NM3.8a/ viddho dharmo hy adharmeṇa sabhāṃ yatra-upatiṣṭhate /	NM3.8a/ vidDaH DarmaH hi aDarmeNa saBAm yatra-upatizWate /
   NM3.8c/ na ced viśalyaḥ kriyate viddhās tatra sabhāsadaḥ // 8	NM3.8c/ na ced viSalyaH kriyate vidDAH tatra saBAsadaH // 8
   NM3.9a/ sabhā vā na praveṣṭavyā vaktavyaṃ vā samañjasam /	NM3.9a/ saBA vA na pravezwavyAH vaktavyam vA samaQjasam /
   NM3.9c/ abruvan vibruvan vāpi naro bhavati kilbiṣī // 9	NM3.9c/ abruvan vibruvan vA-api naraH Bavati kilbizI // 9
   NM3.10a/ ye tu sabhyāḥ sabhāṃ gatvā tūṣṇīṃ dhyāyanta āsate /	NM3.10a/ ye tu saByAH saBAm gatvA tUzNIm DyAyantaH Asate /
   NM3.10c/ yathāprāptaṃ na bruvate sarve te 'anṛtavādinaḥ // 10	NM3.10c/ yaTAprAptam na bruvate sarve te aanRta-vAdinaH // 10
   NM3.11a/ pādo 'adharmasya kartāraṃ pādaḥ sākṣiṇam ṛcchati /	NM3.11a/ pAdaH aaDarmasya kartAram pAdaH sAkziNam RcCati /
   NM3.11c/ pādaḥ sabhāsadaḥ sarvān pādo rājānam ṛcchati // 11	NM3.11c/ pAdaH saBAsadaH sarvAn pAdaH rAjAnam RcCati // 11
   NM3.12a/ rājā bhavaty anenās tu mucyante ca sabhāsadaḥ /	NM3.12a/ rAjA Bavati anenAH tu mucyante ca saBAsadaH /
   NM3.12c/ eno gacchati kartāraṃ nindārho yatra nindyate // 12	NM3.12c/ enaH gacCati kartAram nindA-arhaH yatra nindyate // 12
   NM3.13a/ andho matsyān ivāśnāti nirapekṣaḥ sakaṇṭakān /	NM3.13a/ anDaH matsyAn iva-aSnAti nirapekzaH sa-kaNwakAn /
   NM3.13c/ parokṣam arthavaikalyād bhāṣate yaḥ sabhāṃ gataḥ // 13	NM3.13c/ parokzam arTa-vEkalyAt BAzate yaH saBAm gataH // 13
   NM3.14a/ tasmāt sabhyaḥ sabhāṃ prāpya rāgadveṣavivarjitaḥ /	NM3.14a/ tasmAt saByaH saBAm prApya rAga-dveza-vivarjitaH /
   NM3.14c/ vacas tathāvidhaṃ brūyād yathā na narakaṃ patet // 14	NM3.14c/ vacaH taTAviDam brUyAt yaTA na narakam patet // 14
   NM3.15a/ yathā śalyaṃ bhiṣag vidvān uddhared yantrayuktitaḥ /	NM3.15a/ yaTA Salyam Bizaj vidvAn udDaret yantra-yuktitaH /
   NM3.15c/ prāḍvivākas tathā śalyam uddhared vyavahārataḥ // 15	NM3.15c/ prAxvivAkaH taTA Salyam udDaret vyavahArataH // 15
   NM3.16a/ yatra sabhyo janaḥ sarvaḥ sādhv etad iti manyate /	NM3.16a/ yatra saByaH janaH sarvaH sADu etat iti manyate /
   NM3.16c/ sa niḥśalyo vivādaḥ syāt saśalyaḥ syād ato 'anyathā // 16	NM3.16c/ sa niHSalyaH vivAdaH syAt sa-SalyaH syAt atas aanyaTA // 16
   NM3.17a/ na sā sabhā yatra na santi vṛddhā / vṛddhā na te ye na vadanti	NM3.17a/ na sA saBA yatra na santi vRdDAH / vRdDAH na te ye na vadanti
   dharmam /	Darmam /
   NM3.17c/ nāsau dharmo yatra na satyam asti / na tat satyaṃ yac	NM3.17c/ na-asO DarmaH yatra na satyam asti / na tat satyam yat-
   chalenānuviddham	Calena-anuvidDam
   vyavahārapadāni	vyavahAra-padAni
   1. ṛṇādānam	1. RNa-AdAnam
   N1.01a/ ṛṇaṃ deyam adeyaṃ ca yena yatra yathā ca yat /	N1.01a/ RNam deyam adeyam ca yena yatra yaTA ca yat /
   N1.01c/ dānagrahaṇadharmāc ca ṛṇādānam iti smṛtam // 1	N1.01c/ dAna-grahaNa-DarmAt ca RNa-AdAnam iti smRtam // 1
   N1.02a/ pitary uparate putrā ṛṇaṃ dadyur yathāṃśataḥ /	N1.02a/ pitari uparate putrAH RNam dadyuH yaTA-aMSataH /
   N1.02c/ vibhaktā hy avibhaktā vā yas tām udvahate dhuram // 2	N1.02c/ viBaktA hi aviBaktA vA yaH tAm udvahate Duram // 2
   N1.03a/ pitṛvyeṇāvibhaktena bhrātrā vā yad ṛṇaṃ kṛtam /	N1.03a/ pitRvyeNa-aviBaktena BrAtrA vA yat RNam kRtam /
   N1.03c/ mātrā vā yat kuṭumbārthe dadyus tad rikthino 'akhilam // 3	N1.03c/ mAtrA vA yat kuwumba-arTe dadyuH tat rikTinaH aaKilam // 3
   N1.04a/ kramād avyāhataṃ prāptaṃ putrair yan narṇam uddhṛtam /	N1.04a/ kramAt avyAhatam prAptam putrEH yat na-RNam udDRtam /
   N1.04c/ dadyuḥ paitāmahaṃ pautrās tac caturthān nivartate // 4	N1.04c/ dadyuH pEtAmaham pOtrAH tat caturTAn nivartate // 4
   N1.05a/ icchanti pitaraḥ putrān svārthahetor yatas tataḥ /	N1.05a/ icCanti pitaraH putrAn sva-arTa-hetoH yatas tatas /
   N1.05c/ uttamarṇādhamarṇebhyo mām ayaṃ mocayiṣyati // 5	N1.05c/ uttamarNa-aDamarNeByaH mAm ayam mocayizyati // 5
   N1.06a/ ataḥ putreṇa jātena svārtham utsṛjya yatnataḥ /	N1.06a/ atas putreNa jAtena sva-arTam utsRjya yatnatas /
   N1.06c/ pitā mokṣitavya ṛṇād yathā na narakaṃ patet // 6	N1.06c/ pitA mokzitavyaH RNAt yaTA na narakam patet // 6
   N1.07a/ tapasvī cāgnihotrī ca ṛṇavān mriyate yadi /	N1.07a/ tapasvI ca-agnihotrI ca RNavAn mriyate yadi /
   N1.07c/ tapaś caivāgnihotraṃ ca sarvaṃ tad dhanināṃ dhanam // 7	N1.07c/ tapaH ca-eva-agnihotram ca sarvam tat DaninAm Danam // 7
   N1.08a/ na putrarṇaṃ pitā dadyād dadyāt putras tu paitṛkam /	N1.08a/ na putra-RNam pitA dadyAt dadyAt putraH tu pEtRkam /
   N1.08c/ kāmakrodhasurādyūtaprātibhāvyakṛtaṃ vinā // 8	N1.08c/ kAma-kroDa-surA-dyUta-prAtiBAvya-kRtam vinA // 8
   N1.09a/ pitur eva niyogād yat kuṭumbabharaṇāya ca /	N1.09a/ pituH eva niyogAt yat kuwumba-BaraNAya ca /
   N1.09c/ kṛtaṃ vā yad ṛṇaṃ kṛcchre dadyāt putrasya tat pitā // 9	N1.09c/ kRtam vA yat RNam kRcCre dadyAt putrasya tat pitA // 9
   N1.10a/ śiṣyāntevāsidāsastrīvaiyāvṛttyakaraiś ca yat /	N1.10a/ Sizya-antevAsi-dAsa-strI-vEya-AvRttya-karEH ca yat /
   N1.10c/ kuṭumbahetor utkṣiptaṃ voḍhavyaṃ tat kuṭumbinā // 10	N1.10c/ kuwumba-hetoH utkziptam voXavyam tat kuwumbinA // 10
   N1.11a/ nārvāg viṃśatimād varṣāt pitari proṣite sutaḥ /	N1.11a/ na-arvAk viMSatimAt varzAt pitari prozite sutaH /
   N1.11c/ ṛṇaṃ dadyāt pitṛvye vā jyeṣṭhe bhrātary athāpi vā // 11	N1.11c/ RNam dadyAt pitRvye vA jyezWe BrAtari aTa-api vA // 11
   N1.12a/ dāpyaḥ pararṇam eko 'api jīvatsv adhikṛtaiḥ kṛtam /	N1.12a/ dApyaH para-RNam ekaH aapi jIvatsu aDikRtEH kRtam /
   N1.12c/ preteṣu tu na tatputraḥ pararṇaṃ dātum arhati // 12	N1.12c/ pretezu tu na tad-putraH para-RNam dAtum arhati // 12
   N1.13a/ na strī patikṛtaṃ dadyād ṛṇaṃ putrakṛtaṃ tathā /	N1.13a/ na strI pati-kRtam dadyAt RNam putra-kRtam taTA /
   N1.13c/ abhyupetād ṛte yadvā saha patyā kṛtaṃ bhavet // 13	N1.13c/ aByupetAt Rte yat-vA saha patyA kRtam Bavet // 13
   N1.14a/ dadyād aputrā vidhavā niyuktā yā mumūrṣuṇā /	N1.14a/ dadyAt aputrA viDavA niyuktA yA mumUrzuNA /
   N1.14c/ yo vā tadriktham ādadyād yato riktham ṛṇaṃ tataḥ // 14	N1.14c/ yaH vA tad-rikTam AdadyAt yatas rikTam RNam tatas // 14
   N1.15a/ na ca bhāryākṛtam ṛṇaṃ kathaṃcit patyur ābhavet /	N1.15a/ na ca BAryA-akRtam RNam kaTaMcid patyuH ABavet /
   N1.15c/ āpatkṛtād ṛte puṃsāṃ kuṭumbārtho hi vistaraḥ // 15	N1.15c/ Apad-kRtAt Rte puMsAm kuwumba-arTaH hi vistaraH // 15
   N1.16a/ anyatra rajakavyādhagopaśauṇḍikayoṣitām /	N1.16a/ anyatra rajaka-vyADa-gopa-SONxika-yozitAm /
   N1.16c/ teṣāṃ tatpratyayā vṛttiḥ kuṭumbaṃ ca tadāśrayam // 16	N1.16c/ tezAm tad-pratyayA vRttiH kuwumbam ca tad-ASrayam // 16
   N1.17a/ putriṇī tu samutsṛjya putraṃ strī yānyam āśrayet /	N1.17a/ putriNI tu samutsRjya putram strI yA-anyam ASrayet /
   N1.17c/ ṛkthaṃ tasyā haret sarvaṃ niḥsvāyāḥ putra eva tu // 17	N1.17c/ RkTam tasyAH haret sarvam niHsvAyAH putraH eva tu // 17
   N1.18a/ yā tu sapradhanaiva strī sāpatyā cānyam āśrayet /	N1.18a/ yA tu sa-praDanA-eva strI sa-apatyA ca-anyam ASrayet /
   N1.18c/ so 'asyā dadyād ṛṇaṃ bhartur utsṛjed vā tathaiva tām // 18	N1.18c/ saH aasyAH dadyAt RNam BartuH utsRjet vA taTA-eva tAm // 18
   N1.19a/ adhanasya hy aputrasya mṛtasyopaiti yaḥ striyam /	N1.19a/ aDanasya hi aputrasya mRtasya-upEti yaH striyam /
   N1.19c/ ṛṇaṃ voḍhuḥ sa bhajate tad evāsya dhanaṃ smṛtam // 19	N1.19c/ RNam voXuH sa Bajate tat eva-asya Danam smRtam // 19
   N1.20a/ dhanastrīhāriputrāṇām ṛṇabhāg yo dhanaṃ haret /	N1.20a/ Dana-strI-hAriputrANAm RNa-BAj yaH Danam haret /
   N1.20c/ putro 'asatoḥ strīdhaninoḥ strīhārī dhaniputrayoḥ // 20	N1.20c/ putraH aasatoH strI-DaninoH strI-hArI Dani-putrayoH // 20
   N1.21a/ uttamā svairiṇī yā syād uttamā ca punarbhuvām /	N1.21a/ uttamA svEriNI yA syAt uttamA ca punarBuvAm /
   N1.21c/ ṛṇaṃ tayoḥ patikṛtaṃ dadyād yas tām upāśnute // 21	N1.21c/ RNam tayoH pati-kRtam dadyAt yaH tAm upASnute // 21
   N1.22a/ strīkṛtāny apramāṇāni kāryāṇy āhur anāpadi /	N1.22a/ strI-kRtAni apramANAni kAryANi AhuH anApadi /
   N1.22c/ viśeṣato gṛhakṣetradānādhamanavikrayāḥ // 22	N1.22c/ viSezataH gRha-kzetra-dAna-ADamana-vikrayAH // 22
   N1.23a/ etāny api pramāṇāni bhartā yady anumanyate /	N1.23a/ etAni api pramANAni BartA yadi anumanyate /
   N1.23c/ putraḥ patyur abhāve vā rājā vā patiputrayoḥ // 23	N1.23c/ putraH patyuH aBAve vA rAjA vA pati-putrayoH // 23
   N1.24a/ bhartrā prītena yad dattaṃ striyai tasmin mṛte 'api tat /	N1.24a/ BartrA prItena yat dattam striyE tasmin mRte aapi tat /
   N1.24c/ sā yathākāmam aśnīyād dadyād vā sthāvarād ṛte // 24	N1.24c/ sA yaTAkAmam aSnIyAt dadyAt vA sTAvarAt Rte // 24
   N1.25a/ tathā dāsakṛtaṃ kāryam akṛtaṃ paricakṣate /	N1.25a/ taTA dAsa-kRtam kAryam akRtam paricakzate /
   N1.25c/ anyatra svāmisaṃdeśān na dāsaḥ prabhur ātmanaḥ // 25	N1.25c/ anyatra svAmi-saMdeSAt na dAsaH praBuH AtmanaH // 25
   N1.26a/ putreṇa ca kṛtaṃ kāryaṃ yat syāt pitur anicchataḥ /	N1.26a/ putreNa ca kRtam kAryam yat syAt pituH anicCataH /
   N1.26c/ tad apy akṛtam evāhur dāsaḥ putraś ca tau samau // 26	N1.26c/ tat api akRtam eva-AhuH dAsaH putraH ca tO samO // 26
   N1.27a/ aprāptavyavahāraś cet svatantro 'api hi na rṇabhāk /	N1.27a/ aprApta-vyavahAraH ced svatantraH aapi hi na rNa-BAj /
   N1.27c/ svātantryaṃ tu smṛtaṃ jyeṣṭhe jyaiṣṭhyaṃ guṇavayaḥkṛtam // 27	N1.27c/ svAtantryam tu smRtam jyezWe jyEzWyam guNa-vayaH-kRtam // 27
   N1.28a/ trayaḥ svatantrā loke 'asmin rājācāryas tathaiva ca /	N1.28a/ trayaH svatantrA loke aasmin rAja-AcAryaH taTA-eva ca /
   N1.28c/ prati prati ca varṇānāṃ sarveṣāṃ svagṛhe gṛhī // 28	N1.28c/ prati prati ca varNAnAm sarvezAm sva-gRhe gRhI // 28
   N1.29a/ asvatantrāḥ prajāḥ sarvāḥ svatantraḥ pṛthivīpatiḥ /	N1.29a/ asvatantrAH prajAH sarvAH svatantraH pRTivIpatiH /
   N1.29c/ asvatantraḥ smṛtaḥ śiṣya ācārye tu svatantratā // 29	N1.29c/ asvatantraH smRtaH SizyaH AcArye tu svatantra-tA // 29
   N1.30a/ asvatantrāḥ striyaḥ putrā dāsāś ca saparigrahāḥ /	N1.30a/ asvatantrAH striyaH putrAH dAsAH ca sa-parigrahAH /
   N1.30c/ svatantras tatra tu gṛhī yasya yat syāt kramāgatam // 30	N1.30c/ svatantraH tatra tu gRhI yasya yat syAt krama-Agatam // 30
   N1.31a/ garbhasthaiḥ sadṛśo jñeya ā varṣād aṣṭamāc chiṣuḥ /	N1.31a/ garBa-sTEH sadRSaH jQeyaH A varzAt azwamAt SizuH /
