   Rudrabhaṭṭaḥ: Śṛṅgāratilakaḥ	Rudra-BawwaH: ŚRFgAratilakaH
   mayā ko'yaṃ mugdhe kathaya likhitaḥ satvara-sakhī- $ vacaḥ śrutvety uccair	mayA kaH-ayam mugDe kaTaya liKitaH sa-tvara--saKI $ vacaH SrutvA-iti uccEs-
   vinihita-dṛśā citra-phalake &	vinihita-dRSA citra-Palake &
   na vaktuṃ tanvaṅgyā śakitam atha coddāma-vidalat- % kadambākāreṇa priya	na vaktum tanu-aFgyA Sakitam aTa ca-uddAma--vidalat % kadamba-AkAreNa priya
   iti samākhyāyi vapuṣā // ST_2.67a //	iti samAKyAyi vapuzA // ST_2.67aH //
   pratyaṅgaṃ prati karma narma-parayā kṛtvādhirūḍhaṃ smarā- $ dautsukyaṃ	pratyaFgam prati karma narma-parayA kRtvA-aDirUXam smarA $ dOtsukyam
   pravilokya mohana-vidhau cāturyam ālokya ca &	pravilokya mohana-viDO cAturyam Alokya ca &
   sadyo yāvaka-maṇḍanaṃ na racitaṃ pāde kuraṅgī-dṛśā % smerāntā	sadyas yAvaka-maNxanam na racitam pAde kuraFgI--dRSA % smera-antA
   viśada-cchade ca śayane dṛṣṭiḥ samāropitā // ST_2.67b // (Skm 1092)	viSada--cCade ca Sayane dRzwiH samAropitAH // ST_2.67B // (Skm 1092)
   nīrandhraṃ parirabhyate priyatamo bhūyastarāṃ cumbyate $ tad bāḍhaṃ	nIranDram pariraByate priyatamaH BUyastarAm cumbyate $ tat bAXam
   kriyate yad asya rucitaṃ cāṭūccakais tanyate &	kriyate yat asya rucitam cAwu-uccakEH tanyate &
   sakhyā mugdha-vadhūr iyaṃ rati-vidhau yatnena saṃśikṣitā % nribhrāntaṃ	saKyA mugDa--vaDUH iyam rati-viDO yatnena saMSikzitA % nriBrAntam
   guruṇā punaḥ śata-guṇaṃ puṣpeṣuṇā kāritā // ST_2.67c //	guruNA punar Sata-guNam puzpa-izuNA kAritAH // ST_2.67t //
   subhaga bhagavatā hṛdye tasyā jvalat-smara-pāvake'py $ abhiniveśatā	suBaga BagavatA hRdye tasyAH jvalat-smara--pAvake-api $ aBiniveSa-tA
   premādhikyaṃ cirāt prakaṭīkṛtam &	prema-ADikyam cirAt prakawIkRtam &
   tava tu hṛdaye śīte'py evaṃ sadaiva sukhāptaye % mama sahacarī sā niḥsnehā	tava tu hRdaye SIte-api evam sadA-eva suKa-Aptaye % mama sahacarI sA niHsnehA
   manāg api na sthitā // ST_2.67d //	manAk api na sTitAH // ST_2.67d //
   ko'yaṃ vimuñca kuru nātha vaco madīyam $ āśvāsaya smara-kṛśānu-kṛśāṃ	kaH-ayam vimuQca kuru nATa vacaH madIyam $ ASvAsaya smara--kRSa-anu--kRSAm
   kṛśāṅgīm &	kRSa-aFgIm &
   ekākinī kaṭhina-tāraka-rāja-kāntyā % pañcatvam āśu nanu yāsyati sā varākī	ekAkinI kaWina-tAraka--rAja--kAntyA % paQcatvam ASu nanu yAsyati sA varAkI
   // ST_2.67e //	// ST_2.67e //
   amuṃ dadhe'ṃśukam aham atra pādape $ yuvām alaṃ nibhṛtam ihaiva tiṣṭhatām	amum daDe-aMSukam aham atra pAdape $ yuvAm alam niBRtam iha-eva tizWatAm
   rahaḥ-sthayor idam abhidhāya kāminoḥ % svayaṃ yayau nipuṇa-sakhī	rahaH--sTayoH idam aBiDAya kAminoH % svayam yayO nipuNa-saKI
   latāntaram // ST_2.67f //	latA-antaram // ST_2.67f //
   sphurati yad idam uccair locanaṃ tanvi vāmaṃ $ stana-taṭam api dhatte	sPurati yat idam uccEs locanam tanvi vAmam $ stana--tawam api Datte
   cāru-romāñca-mālām &	cAru-romAQca-mAlAm &
   kalayati ca yad-antaḥ-kampatāmūru-kāṇḍaṃ % nanu vadati tad adya preyasā	kalayati ca yat--antaH--kampatAm-Uru--kANxam % nanu vadati tat adya preyasA
   saṃgamaṃ te // ST_2.67g //	saMgamam te // ST_2.67k //
   ity ādi vividhaṃ sakhyo $ vyāpāraṃ kurvate sadā &	iti Adi viviDam saKyaH $ vyApAram kurvate sadA &
   yoṣitāṃ mantra-sarvasva- % nidhāna-kalaśopamāḥ // ST_2.68 //	yozitAm mantra--sarva-sva % niDAna--kalaSa-upamAH // ST_2.68 //
   itthaṃ viracanīyo'yaṃ $ śṛṅgāraḥ kavibhiḥ sadā &	itTam viracanIyaH-ayam $ SRFgAraH kaviBiH sadA &
   anena rahitaṃ kāvyaṃ % prāyo nīrasam ucyate // ST_2.69 //	anena rahitam kAvyam % prAyas nIrasam ucyate // ST_2.69 //
   itthaṃ vicārya pracura-prayogā- $ nyo'muṃ nibadhnāti rasaṃ rasajñaḥ &	itTam vicArya pracura--prayogA $ nyaH-amum nibaDnAti rasam rasa-jQaH &
   tat-kāvyam āropya padaṃ vidagdha- % vaktreṣu viśvaṃ paribambhramīti //	tat-kAvyam Aropya padam vidagDa % vaktrezu viSvam paribamBrami-iti //
   ST_2.70 //	ST_2.70 //
   iti śrī-rudra-bhaṭṭa-viracite śṛṅgāra-tilakābhidhāne kāvya-rasālaṅkāre	iti SrI--rudra-Bawwa-viracite SRFgAra-tilaka-aBiDAne kAvya--rasa-alaFkAre
   vipralambho nāma dvitīyaḥ paricchedaḥ	vipralamBaH nAma dvitIyaH paricCedaH
   tṛtīya paricchedaḥ	tRtIya paricCedaH
   vikṛtāṅga-vacaḥ-kṛtya- $ veṣebhyo jāyate rasaḥ &	vikRta-aFga--vacaH--kRtya $ vezeByaH jAyate rasaH &
   hāsyo'yaṃ hāsa-mūlatvāt % pātra-traya-gato yathā // ST_3.1 //	hAsyaH-ayam hAsa--mUla-tvAt % pAtra-traya--gataH yaTA // ST_3.1 //
   kiñcid-vikasitair gaṇḍaiḥ $ kiñcid visphāritekṣaṇaiḥ &	kiQcid--vika-sitEH gaNxEH $ kiQcid visPArita-IkzaNEH &
   kiñcid-lakṣya-dvijaiḥ so'yam % uttamānāṃ bhaved yathā // ST_3.2 //	kiQcid--lakzya--dvijEH saH-ayam % uttamAnAm Bavet yaTA // ST_3.2 //
   pāṇau kaṅkaṇam utphaṇaḥ phaṇipatir netraṃ jvalat-pāvakaṃ $ kaṇṭhaḥ	pANO kaFkaNam utPaNaH PaNi-patiH netram jvalat--pAvakam $ kaNWaH
   kuṇṭhita-kāla-kūṭa-kuṭilo vastraṃ gajendrājinam &	kuNWita--kAla-kUwa-kuwilaH vastram gaja-indra-ajinam &
   gaurī-locana-lobhanāya subhago veṣo varasyeti me % gaṇḍollāsa-vibhāvitaḥ	gOrI--locana--loBanAya suBagaH vezaH varasya-iti me % gaNxa-ullAsa--viBAvitaH
   paśupater hāsodgamaḥ pātu vaḥ // ST_3.2a // (Skm 36)	paSupateH hAsa-udgamaH pAtu vaH // ST_3.2aH // (Skm 36)
   madhyamānāṃ bhavaty eṣa $ vivṛtānana-paṅkajaḥ &	maDyamAnAm Bavati ezaH $ vivRta-Anana--paFkajaH &
   nīcānāṃ nipatad-bāṣpaḥ % śrūyamāṇa-dhvanir yathā // ST_3.3 //	nIcAnAm nipatad--bAzpaH % SrUyamANa-DvaniH yaTA // ST_3.3 //
   mugdhe tvaṃ subhage na vetsi madana-vyāpāram adyāpi taṃ $ nūnaṃ te	mugDe tvam suBage na vetsi madana--vyApAram adya-api tam $ nUnam te
   jalajaiṣiṇāyam alinā dṛṣṭo na bhartādharaḥ &	jalaja-eziNA-ayam alinA dRzwaH na BartA-DaraH &
   sakhyaivaṃ hasitaṃ vadhūṃ prati tathā sānandam āvirbhavad- %	saKyA-evam hasitam vaDUm prati taTA sa-Anandam AvirBavad %
   vaktrāntargata-sīdhu-vāsa-rasikair bhṛṅgair yathā dhāvitam // ST_3.3a //	vaktra-antargata--sIDu--vAsa--rasikEH BRFgEH yaTA DAvitam // ST_3.3aH //
   tyaktvā guñja-phalāni mauktikamayī bhūṣā staneṣv āhitā $ strīṇāṃ kaṣṭam	tyaktvA guQja--PalAni mOktika-mayI BUzA stanezu AhitAH $ strINAm kazwam
   idaṃ kṛtaṃ sarasijaṃ karṇe na barhi-cchadam &	idam kRtam sarasijam karNe na barhi-cCadam &
   itthaṃ nātha tavāridhāmni śavarair ālokya citra-sthitiṃ %	itTam nATa tava-ari-DAmni SavarEH Alokya citra--sTitim %
   bāspārdrīkṛta-locanaiḥ sphuṭa-ravaṃ dāraiḥ samaṃ hasyate // ST_3.3b //	bAspa-ArdrIkRta-locanEH sPuwa--ravam dArEH samam hasyate // ST_3.3B //
   asmin sakhī-karāghāta- $ netrollāsāṅga-vartanam &	asmin saKI-kara-AGAta $ netra-ullAsa-aFga--vartanam &
   nāsākapola-vispando % mukha-rāgaś ca jāyate // ST_3.4 //	nAsA-kapola--vispandaH % muKa-rAgaH ca jAyate // ST_3.4 //
   śokātmā karuṇo jñeyaḥ $ priya-bhṛtya-dhana-kṣayāt &	Soka-AtmA karuNaH jQeyaH $ priya-BRti-a--Dana--kzayAt &
   tatretthaṃ nāyako daiva- % hataḥ syād duḥkha-bhājanam // ST_3.5 //	tatra-itTam nAyakaH dEva % hataH syAt duHKa-BAjanam // ST_3.5 //
   bhartā saṃgara eva mṛtyu-vasatiṃ prāptaḥ samaṃ bandhubhir $ yūnāṃ kāmam	BartA saMgaraH eva mRtyu-vasatim prAptaH samam banDuBiH $ yUnAm kAmam
   iyaṃ dunoti ca mano vaidhavya-bhāvād vadhūḥ &	iyam dunoti ca manaH vEDavya-BAvAt vaDUH &
   bālo dustyaja eka eva ca śiśuḥ kaṣṭaṃ kṛtaṃ vedhasā % jīvāmīti mahīpate	bAlaH dustyajaH ekaH eva ca SiSuH kazwam kRtam veDasA % jIvAmi-iti mahIpate
   pralapati tvad-vairi-sīmantinī // ST_3.5a //	pralapati tvad--vEri--sImantinI // ST_3.5aH //
   bhūpāto daiva-nindā ca $ rodanaṃ dīna-niḥsvanaḥ &	BUpAtaH dEva-nindA ca $ rodanam dIna--niHsvanaH &
   śarīra-tāḍanaṃ moho % vaivarṇyaṃ cātra jāyate // ST_3.6 //	SarIra-tAxanam mohaH % vEvarNyam ca-atra jAyate // ST_3.6 //
   krodhātmako bhaved raudraḥ $ pratiśatrūn amarṣataḥ &	kroDa-AtmakaH Bavet rOdraH $ pratiSatrUn amarzataH &
   rakṣaḥ-prāyo bhaved atra % nāyako'tyugra-vigrahaḥ // ST_3.7 //	rakzaH--prAyaH Bavet atra % nAyakaH-ati-ugra--vigrahaH // ST_3.7 //
   yaḥ prāṇāpahatiḥ kṛtā mama pituḥ kṣudrair yudhi kṣatriyai $ rāmo'haṃ	yaH prANa-apahatiH kRtA mama pituH kzudrEH yuDi kzatriyE $ rAmaH-aham
   ramaṇīr vihāya balavan niḥśeṣam eṣāṃ haṭhāt &	ramaNIH vihAya balavat niHSezam ezAm haWAt &
   bhāsvat-prauḍha-kuṭhāra-koṭi-ghaṭanā-kāṇḍa-truṭat-kandharā %	BAsvat--prOXa--kuWAra--kowi--GawanA--kANxa-truwat--kanDarA %
   sroto'ntaḥ-sruta-visra-śoṇita-bharaiḥ kuryāṃ krudhāṃ nirvṛtim // ST_3.7a	srotaH-antaH--sruta--visra--SoNita-BarEH kuryAm kruDAm nirvRtim // ST_3.7a
   mukharāgāyudhotkṣepa- $ sveda-kampādhara-grahāḥ &	muKa-rAga-AyuDa-utkzepa $ sveda--kampa-aDara-grahAH &
   śakti-śaṃsā karāghāto % bhrukuṭī cātra jāyate // ST_3.8 //	Sakti-SaMsA kara-AGAtaH % BrukuwI ca-atra jAyate // ST_3.8 //
   utsāhātmā bhaved vīro $ dayā-dānāji-pūrvakaḥ &	utsAha-AtmA Bavet vIraH $ dayA-dAna-aji--pUrvakaH &
   trividho nāyakas tatra % jāyate sattva-saṃyutaḥ // ST_3.9 //	triviDaH nAyakaH tatra % jAyate sattva--saMyutaH // ST_3.9 //
   gāmbhīryaudārya-saundarya- $ śaurya-dhairyādi-bhūṣitaḥ &	gAmBIrya-OdArya--sOndarya $ SOrya--DErya-Adi-BUzitaH &
   āvarjita-jano janya- % nirvyūḍha-prauḍha-vikramaḥ // ST_3.10 //	Avarjita--janaH janya % nirvyUXa--prOXa--vikramaH // ST_3.10 //
   ayi vihaṅga varāka kapotakaṃ $ vimṛja dhehi dhṛtiṃ mama medasā &	ayi vihaFga varAka kapotakam $ vimRja Dehi DRtim mama medasA &
   śibir ahaṃ bhavatā vidito na kiṃ % sakala-sattva-samuddharaṇa-kṣamaḥ //	SibiH aham BavatA viditaH na kim % sakala--sattva--samudDaraNa-kzamaH //
   ST_3.10a //	ST_3.10aH //
   sukhito'si hare nūnaṃ $ bhuvana-traya-mātra-labdhi-toṣeṇa &	suKitaH-asi hare nUnam $ Buvana-traya--mAtra-labDi-tozeNa &
   balir arthitado'smi yato % na yācitaḥ kiṃcid apy adhikam // ST_3.10b //	baliH arTi-ta-daH-asmi yatas % na yAcitaH kiMcid api aDikam // ST_3.10B //
   yatrairāvaṇa-danta-tīvra-musalair eraṇḍa-kāṇḍāyitaṃ $ vajreṇāpi	yatra-ErAvaNa-danta--tIvra--musalEH eraNxa-kANxAyitam $ vajreNa-api
   vikīrṇa-vahnitatinā mārṇālanālāyitam &	vikIrNa-vahni-tatinA mArNAlana-AlAyitam &
   mad-vakṣasy avalambya kiṃcid adhunā tad vismṛtaṃ vajriṇā % yuddhaṃ yady	mad-vakzasi avalambya kiMcid aDunA tat vismRtam vajriNA % yudDam yadi-
   avalambate sa tu punaḥ sajjo'smy ahaṃ rāvaṇaḥ // ST_3.10c //	avalambate sa tu punar sajjaH-asmi aham rAvaNaH // ST_3.10t //
   dhṛti-garvauddhatya-mati-smṛti-romāñcā bhavanti cāmuṣmin &	DRti--garva-OdDatya-mati--smRti-romAQcAH Bavanti ca-amuzmin &
   vividhā vākya-kṣepāḥ sotsāhāmarṣa-vegāś ca // ST_3.11 //	viviDAH vAkya-kzepAH sa-utsAha-amarza--vegAH ca // ST_3.11 //
   bhayānako bhaya-sthāyi- $ bhāvo'sau jāyate rasaḥ &	BayAnakaH Baya-sTAyi $ BAvaH-asO jAyate rasaH &
   śabdāder vikṛtād voḍhaṃ % bāla-strī-nīca-nāyakaḥ // ST_3.12 //	Sabda-AdeH vikRtAt voXam % bAla--strI--nIca-nAyakaH // ST_3.12 //
   śrutvā tūrya-ninādaṃ dvāre bhaya-cakita-lalita-bāhu-lataḥ &	SrutvA tUrya--ninAdam dvAre Baya-cakita--lalita--bAhu---lataH &
   dhanyasya lagati kaṇṭhe mugdha-śiśur dhūli-dhūsaritaḥ // ST_3.12a //	Danyasya lagati kaNWe mugDa-SiSuH DUli-DU-saritaH // ST_3.12aH //
   praṇaya-kalaha-saṅgān manyubhājā nirastaḥ $ prakaṭita-caṭu-koṭiḥ	praNaya-kalaha--saFgAt manyu-BAjA nirastaH $ prakawita--cawu-kowiH
   pāda-padmānato'pi &	pAda--padmAn-ataH-api &
   nava-jaladhara-garjer bhītayāsau kayācit % truṭita-tarala-hāraṃ sasvaje	nava--jalaDara--garjeH BItayA-asO kayAcid % truwita-tarala--hAram sasvaje
   prāṇanāthaḥ // ST_3.12b //	prANanATaH // ST_3.12B //
   kampoparuddha-sarvāṅgair $ galat-svedoda-bindubhiḥ &	kampa-uparudDa--sarva-aFgEH $ galat--sveda-uda--binduBiH &
   tvad-ārabdhair mahī-nātha % vairibhir vanitāyitam // ST_3.12c //	tvad--ArabDEH mahI-nATa % vEriBiH vanitAyitam // ST_3.12t //
   vaivarṇyam aśru saṃtrāso $ hasta-pādādi-kampanam &	vEvarNyam aSru saMtrAsaH $ hasta-pAda-Adi--kampanam &
   svedāsya-śoṣa-dik-prekṣā- % saṃbhramāś ca prakīrtitāḥ // ST_3.13 //	sveda-Asya--Soza-dik--prekzA % saMBramAH ca prakIrtitAH // ST_3.13 //
   jugupsā-prakṛtir jñeyo $ bībhatso'hṛdya-darśanāt &	jugupsA--prakRtiH jQeyaH $ bIBatsaH-ahRdya--darSanAt &
   śravaṇāt kīrtanād vāpi % pūty ādi-viṣayād yathā // ST_3.14 //	SravaNAt kIrtanAt vA-api % pUti Adi-vizayAt yaTA // ST_3.14 //
   luṭhat-kṛmi-kalevaraṃ sravad-asṛg-vasāvāsitaṃ $	luWat--kRmi-kalevaram sravat--asRk--vasA-vAsitam $
   viśīrṇa-śava-saṃtati-prasarad-ugra-gandhānvitam &	viSIrNa-Sava--saMtati--prasarat--ugra--ganDa-anvitam &
   bhramat-pracura-patrikaṃ trika-vivarti-nṛtya-kriyā- %	Bramat--pracura-patrikam trika-vivarti--nRtya--kriyA %
   pravīṇa-guṇa-kauṇapaṃ paribabhau paretājiram // ST_3.14a //	pravINa--guNa-kONapam paribaBO pareta-ajiram // ST_3.14aH //
   nāsāpracchādanaṃ vaktra- $ kūṇanaṃ gātra-saṃvṛtiḥ &	nAsA-pracCAdanam vaktra $ kUNanam gAtra--saMvRtiH &
   niṣṭhīvanādi cātra syād % udvegād uttameṣv api // ST_3.15 //	nizWIvana-Adi ca-atra syAt % udvegAt uttamezu api // ST_3.15 //
   vismayātmādbhuto jñeyo $ raso rasa-vicakṣaṇaiḥ &	vismaya-AtmA-adButaH jQeyaH $ rasaH rasa-vicakzaNEH &
   māyendrajāla-divya-strī- % vipinādy-udbhavo yathā // ST_3.16 //	mAyA-indra-jAla-divya--strI % vipina-Adi--udBavaH yaTA // ST_3.16 //
   satyaṃ hṛtā tvayā haṃsa $ vanitānām iyaṃ gatiḥ &	satyam hRtA tvayA haMsa $ vanitAnAm iyam gatiH &
   bhramanty etās tathāpy etad % indrajālaṃ tad adbhutam // ST_3.16a //	Bramanti etAH taTA-api etat % indrajAlam tat adButam // ST_3.16aH //
   gadgadaḥ sādhuvādaś ca $ svedaḥ pulaka-vepathū &	gadgadaH sADuvAdaH ca $ svedaH pulaka-vepaTU &
   dṛṣṭer niśalatāratvaṃ % vikāsaś cātra jāyate // ST_3.17 //	dRzweH niSala-tAra-tvam % vikAsaH ca-atra jAyate // ST_3.17 //
   samyag jñānodbhavaḥ śāntaḥ $ samatvāt sarva-jantuṣu &	samyak jQAna-udBavaH SAntaH $ sama-tvAt sarva-jantuzu &
   gateccho nāyakas tatra % tamorāga-parikṣayāt // ST_3.18 //	gata-icCaH nAyakaH tatra % tamaH-rAga--parikzayAt // ST_3.18 //
   dhanam aharahar dattaṃ svīyaṃ yathārthitam arthine $ kṛtam arikulaṃ	Danam aharahar dattam svIyam yaTA-arTitam arTine $ kRtam ari-kulam
   nārī-śeṣaṃ sva-khaḍga-vijṛmbhitaiḥ &	nArI--Sezam sva--Kaxga--vijRmBitEH &
   praṇayini jane rāgodrikte ratir vihitā ciraṃ % kim aparam ataḥ kartavyaṃ	praNayini jane rAga-udrikte ratiH vihitA ciram % kim aparam atas kartavyam
   nas tanāv api nādaraḥ // ST_3.18a //	naH tanO api na-AdaraH // ST_3.18aH //
   nirālambaṃ mano hy atra $ bāḍham ātmani tiṣṭhati &	nirAlambam manaH hi atra $ bAXam Atmani tizWati &
   sukhe necchā tathā duḥkhe'py % udvego nātra jāyate // ST_3.19 //	suKe na-icCA taTA duHKe-api % udvegaH na-atra jAyate // ST_3.19 //
   aṣṭāv amī rasāḥ pūrvaṃ $ ye proktās tatra niścitam &	azwO amI rasAH pUrvam $ ye proktAH tatra niScitam &
   pratyanīkau rasau dvau dvau % tat-samparkaṃ vivarjayet // ST_3.20 //	pratyanIkO rasO dvO dvO % tat-samparkam vivarjayet // ST_3.20 //
   śṛṅgāra-bībhatsa-rasau $ tathā vīra-bhayānakau &	SRFgAra-bIBatsa-rasO $ taTA vIra--BayAnakO &
   raudrādbhutau tathā hāsya- % karuṇau vairiṇau mithaḥ // ST_3.21 //	rOdra-adButO taTA hAsya % karuNO vEriNO miTas // ST_3.21 //
   hāsyo bhavati śṛṅgārāt $ karuṇo raudra-karmataḥ &	hAsyaH Bavati SRFgArAt $ karuNaH rOdra-karmataH &
   adbhutaś ca tathā vīrād % bībhatsāc ca bhayānakaḥ // ST_3.22 //	adButaH ca taTA vIrAt % bIBatsAt ca BayAnakaH // ST_3.22 //
   yau janya-janakāv etau $ rasāv uktau manīṣibhiḥ &	yO janya-janakO etO $ rasO uktO manIziBiH &
   yuktyā kṛto'pi saṃbhedas % tayor bāḍhaṃ na duṣyati // ST_3.23 //	yuktyA kRtaH-api saMBedaH % tayoH bAXam na duzyati // ST_3.23 //
   kecid rasa-vibhāgeṣu $ bhāvāḥ pūrvaṃ pradarśitāḥ &	kecid rasa--viBAgezu $ BAvAH pUrvam pradarSitAH &
   svātantryeṇeha kīrtyante % ramyās te kṛtināṃ matāḥ // ST_3.24 //	svAtantryeNa-iha kIrtyante % ramyAH te kRtinAm matAH // ST_3.24 //
   ratyādaya ime bhāvā $ rasābhiprāya-sūcakāḥ &	rati-AdayaH ime BAvAH $ rasa-aBiprAya--sUcakAH &
   pañcāśat-sthāyi-saṃcāri- % sāttvikās tān nibodhata // ST_3.25 //	paQcASat--sTAyi--saMcAri % sAttvikAH tAn niboData // ST_3.25 //
   śṛṅgārādi-raseṣv eva $ bhāvā ratyādayaḥ smṛtāḥ &	SRFgAra-Adi---rasezu eva $ BAvAH rati-AdayaH smRtAH &
   pratyekaṃ sthairyato'nye ca % taryastriṃśac-carāḥ smṛtāḥ // ST_3.26 //	pratyekam sTEryataH-anye ca % taryaH-triMSat--carAH smRtAH // ST_3.26 //
   prāyo'navasthite citte $ bhāvāḥ saṃkīrṇa-saṃbhavāḥ &	prAyas-anavasTite citte $ BAvAH saMkIrNa-saMBavAH &
   bāhulyena nigadyante % tathāpy ete yathā sthitāḥ // ST_3.27 //	bAhulyena nigadyante % taTA-api ete yaTA sTitAH // ST_3.27 //
   śaṅkāsūyā bhayaṃ glānir $ vyādhiś cintā smṛtir dhṛtiḥ &	SaFkA-asUyA Bayam glAniH $ vyADiH cintA smRtiH DRtiH &
   autsukyaṃ vismayo harṣo % vrīḍonmādo madas tathā // ST_3.28 //	Otsukyam vismayaH harzaH % vrIxA-unmAdaH madaH taTA // ST_3.28 //
   viṣādo jaḍatā nidrā- $ [a]vahitthaṃ cāpalaṃ smṛtiḥ &	vizAdaH jaxa-tA nidrA $ [a]vahitTam cApalam smRtiH &
   iti bhāvāḥ prayoktavyā % śṛṅgāre vyabhicāriṇaḥ // ST_3.29 //	iti BAvAH prayoktavyA % SRFgAre vyaBicAriNaH // ST_3.29 //
   śramaś capalatā nidrā $ svapno glānis tathaiva ca &	SramaH capala-tA nidrA $ svapnaH glAniH taTA-eva ca &
   śaṅkāsūyāvahitthaṃ ca % hāsye bhāvā bhavanty amī // ST_3.30 //	SaFkA-asUya-avahitTam ca % hAsye BAvAH Bavanti amI // ST_3.30 //
   dainyaṃ cintā tathā glānir $ nirvedo jaḍatā-smṛtiḥ &	dEnyam cintA taTA glAniH $ nirvedaH jaxa-tA--smRtiH &
   vyādhiś ca karuṇe jñeyā % bhāvā bhāva-viśāradaiḥ // ST_3.31 //	vyADiH ca karuNe jQeyAH % BAvAH BAva--viSAradEH // ST_3.31 //
   harṣo'sūyā tathā garva $ utsāho mada eva ca &	harzaH-asUyA taTA garva $ utsAhaH madaH eva ca &
   cāpalyam ugratā vego % raudre bhāvāḥ prakīrtitāḥ // ST_3.32 //	cApalyam ugra-tA vegaH % rOdre BAvAH prakIrtitAH // ST_3.32 //
   amarṣaḥ pratibodhaś ca $ vitarko'tha matir dhṛtiḥ &	amarzaH pratiboDaH ca $ vitarkaH-aTa matiH DRtiH &
   krodho'sūyāśru saṃmoha % āvego romaharṣaṇam // ST_3.33 //	kroDaH-asUya-aSru saMmoha % AvegaH roma-harzaNam // ST_3.33 //
   garvo madas tathogratvaṃ $ bhāvā vīre bhavanty amī &	garvaH madaH taTA-ugra-tvam $ BAvAH vIre Bavanti amI &
   saṃtrāso maraṇaṃ caiva % vacanīyaṃ bhayānake // ST_3.34 //	saMtrAsaH maraNam ca-eva % vacanIyam BayAnake // ST_3.34 //
   apasmāro viṣādaś ca $ bhayaṃ vego matir madaḥ &	apasmAraH vizAdaH ca $ Bayam vegaH matiH madaH &
   unmādaś ceti vijñeyā % bhāvā bībhatsa-saṃbhavāḥ // ST_3.35 //	unmAdaH ca-iti vijQeyAH % BAvAH bIBatsa--saMBavAH // ST_3.35 //
   āvego jaḍatā moho $ vismayo harṣaṇaṃ matiḥ &	AvegaH jaxa-tA mohaH $ vismayaH harzaNam matiH &
   iti bhāvān nibadhnanti % rase'sminn adbhute budhāḥ // ST_3.36 //	iti BAvAn nibaDnanti % rase-asmin adBute buDAH // ST_3.36 //
   evaṃ saṃcāriṇo bhāvā $ jñeyāḥ pratirasaṃ sthitāḥ &	evam saMcAriNaH BAvAH $ jQeyAH pratirasam sTitAH &
   sāttvikās tu bhavanty ete % sarve sarva-rasāśrayāḥ // ST_3.37 //	sAttvikAH tu Bavanti ete % sarve sarva--rasa-ASrayAH // ST_3.37 //
   yā nṛtya-gīta-pramadopabhoga- $ veṣāṅga-saṅkīrtana-cāru-bandhā &	yA nRtya-gIta--pramada-upaBoga $ veza-aFga--saFkIrtana--cAru-banDAH &
   mādhurya-yuktālpa-samāsa-ramyā % vāṇī smṛtāsāv iha kaiśikīti // ST_3.38 //	mADurya--yukta-alpa--samAsa--ramyA % vANI smRtA-asO iha kESikI-iti // ST_3.38 //
   śṛṅgāra-hāsya-karuṇa- $ rasānāṃ parivṛddhaye &	SRFgAra-hAsya--karuNa $ rasAnAm parivRdDaye &
   eṣā vṛttiḥ paryoktavyā % prayatnena budhair yathā // ST_3.39 //	ezA vRttiH paryoktavyA % prayatnena buDEH yaTA // ST_3.39 //
   saundaryaṃ śaśa-lāñchanasya kavibhir mithyaiva tad varṇyate $ saubhāgyaṃ	sOndaryam SaSa-lAQCanasya kaviBiH miTyA-eva tat varNyate $ sOBAgyam
   kva nu paṅkajasya rajanī-saṃbhoga-bhagna-tviṣaḥ &	kva nu paFkajasya rajanI--saMBoga--Bagna-tvizaH &
   ity ālocya cirāya cāru ruci-mantrasyat-kuraṅgī-dṛśo % vīkṣete	iti Alocya cirAya cAru ruci--mantrasyat--kuraFgI--dRSaH % vIkzete
   nava-yauvanonnata-mukhau manye stanāvānanam // ST_3.39a //	nava--yOvana-unnata--muKO manye stana-avAnanam // ST_3.39aH //
   hasteṣuḥ kusumāyudhasya lalitaṃ rāga-śriyo locanaṃ $ saubhāgyaika-gṛhaṃ	hasta-izuH kusumAyuDasya lalitam rAga--SriyaH locanam $ sOBAgya-eka--gRham
   vilāsa-nikaṣo vaidagdhya-siddhi-dhvajaḥ &	vilAsa-nikazaH vEdagDya--sidDi-DvajaH &
   sākṣīdaṃ mada-bāndhavasya nibhṛtaṃ kasyāpi līlā-nidheḥ %	sAkzi-idam mad-a--bAnDavasya niBRtam kasya-api lIlA-niDeH %
   kakṣāntar-nakha-maṇḍanaṃ sakhi navaṃ pracchādyatāṃ vāsasā // ST_3.39b //	kakza-antar--naKa--maNxanam saKi navam pracCAdyatAm vAsasA // ST_3.39B //
   samullasat-kāñcana-kuṇḍalojjvala- $ prabhāpi tāpāya babhūva yeṣv alam &	samullasat--kAQcana--kuNxala-ujjvala $ praBA-api tApAya baBUva yezu alam &
   vilāsinī-ramya-mukhāmbujanmasu % prajajvalus teṣv akṛśāḥ kṛśānavaḥ //	vilAsinI--ramya--muKa-ambujan-masu % prajajvaluH tezu akRSAH kRSAnavaH //
   ST_3.39c //	ST_3.39t //
   yā citra-yuddha-bhrama-śastra-pāta- $ māyendrajāla-pluti-lāṅghitāḍhyā &	yA citra--yudDa--Brama--Sastra-pAta $ mAyA-indra-jAla--pluti--la-aFGita-AXyA &
