   śrīḥ	SrIH
   priyaṃ sotprāsa-vakroktyā madhyā dhīrā dahed ruṣā // VisSd_3.61 //	priyam sa-utprAsa--vakra-uktyA maDyA DIrAH dahet ruzA // VisSd-_3.61 //
   dhīrādhīrā tu ruditair adhīrā puruṣoktibhiḥ /	DIrA-DIrA tu ruditEH aDIrA puruza-uktiBiH /
   pragalbhā yadi dhīrā syāc channa-kopākṛtis tadā // VisSd_3.62 //	pragalBA yadi DIrA syAt Sanna-kopa-AkRtiH tadA // VisSd-_3.62 //
   udāste surate tatra darśayanty ādarān bahiḥ /	udAste surate tatra darSayanti AdarAn bahis /
   dhīrādhīrā tu solluṇṭha-bhāṣitaiḥ khedayaty amum // VisSd_3.63 //	DIrA-DIrA tu sa-ulluNWa--BAzitEH Kedayati amum // VisSd-_3.63 //
   tarjayet tāḍayed anyā pratyekaṃ tā api dvidhā /	tarjayet tAxayet anyA pratyekam tAH api dviDA /
   kaniṣṭha-jyeṣṭha-rūpatvān nāyaka-praṇayaṃ prati // VisSd_3.64 //	kanizWa--jyezWa--rUpa-tvAt nAyaka--praNayam prati // VisSd-_3.64 //
   madhyā-pragalbhayor bhedās tasmād dvādaśa kīrtitāḥ /	maDyA--pragalBayoH BedAH tasmAt dvAdaSa kIrtitAH /
   mugdhā tv ekaiva tena syuḥ svīyābhedās trayodaśā // VisSd_3.65 //	mugDA tu ekA-eva tena syuH svIyA-BedAH trayodaSA // VisSd-_3.65 //
   parakīyā dvidhā proktā paroḍhā kanyakā tathā /	parakIyA dviDA proktA paroXA kanyakA taTA /
   yātrādi-nirastānyoḍhā kulaṭā galita-trapā // VisSd_3.66 //	yAtrA-Adi--nirastAnyoXA kulawAH galita--trapAH // VisSd-_3.66 //
   kanyā tv ajātopayamā sa-lajjā nava-yauvanā /	kanyA tu ajAta-upayamA sa-lajjA nava--yOvanAH /
   dhīrā kalā-pragalbhā syād veśyāsāmānya-nāyikā // VisSd_3.67 //	DIrA kalA--pragalBA syAt veSyA-sAmAnya-nAyikA // VisSd-_3.67 //
   nirguṇān api na dveṣṭi na rajyati guṇiṣv api /	nirguNAn api na dvezwi na rajyati guNizu api /
   vitta-mātraṃ samālokya sā rāgaṃ darśayed bahiḥ // VisSd_3.68 //	vitta--mAtram samAlokya sA rAgam darSayet bahis // VisSd-_3.68 //
   kāmaṃ aṅgīkṛtam api parikṣīṇa-dhanaṃ naram /	kAmam aFgIkRtam api parikzINa--Danam naram /
   mātrā niḥsārayed eṣā punaḥ-sandhāna-kāṅkṣayā // VisSd_3.69 //	mAtrA niHsArayet ezA punar--sanDAna--kAFkzayA // VisSd-_3.69 //
   taskarāḥ ṣaṇḍakā mūrkhāḥ sukha-prāpta-dhanās tathā /	taskarAH zaNxakAH mUrKAH suKa--prApta-DanAH taTA /
   liṅginaś channa-kāmādyā asyāḥ prāyeṇa vallabhāḥ // VisSd_3.70 //	liFginaH Canna-kAma-AdyAH asyAH prAyeNa vallaBAH // VisSd-_3.70 //
   eṣāpi madanāyattā kvāpi satyānurāgiṇī /	ezA-api mad-ana-AyattA kvApi satya-anurAgiNI /
   raktāyāṃ vā viraktāyāṃ ratam asyāṃ satyānurāgiṇī // VisSd_3.71 //	raktAyAm vA viraktAyAm ratam asyAm satya-anurAgiNI // VisSd-_3.71 //
   avasthābhir bhavanty aṣṭāv etāḥ ṣoḍaśa-bheditāḥ /	avasTABiH Bavanti azwO etAH zoxaSa--BeditAH /
   svādhīna-bhartṛkā tadvat khaṇḍitāthābhisārikā // VisSd_3.72 //	svADIna-BartRkA tadvat KaNxita-aTa-aBisArikAH // VisSd-_3.72 //
   kalahāntaritā vipra-labdhā proṣita-bhartṛkā /	kalaha-antaritA vipra-labDA prozita-BartRkA /
   anyā vāsaka-sajjā syād virahotkaṇṭhitā tathā // VisSd_3.73 //	anyA vAsaka--sajjA syAt viraha-utkaNWitA taTA // VisSd-_3.73 //
   kānto rati-guṇākṛṣṭo na jahāti yad-antikam /	kAntaH rati-guNa-AkRzwaH na jahAti yat--antikam /
   vicitra-vibhramāsaktā sā syāt svādhīna-bhartṛkā // VisSd_3.74 //	vicitra-viBrama-AsaktA sA syAt svADIna--BartRkA // VisSd-_3.74 //
   pārśvam eti priyo yasyā anya-saṃyoga-cihnitaḥ /	pArSvam eti priyaH yasyAH anya--saMyoga--cihnitaH /
   sā khaṇḍiteti kathitā dhīrair īrṣyā-kaṣāyitā // VisSd_3.75 //	sA KaNxitA-iti kaTitA DIrEH IrzyA--kazAyitAH // VisSd-_3.75 //
   abhisārayate kāntaṃ yā manmatha-vaśaṃvadā /	aBisArayate kAntam yA manmaTa-vaSaMvadA /
   svayaṃ vābhisaraty eṣā dhīrair uktābhisārikā // VisSd_3.76 //	svayam vA-aBisarati ezA DIrEH ukta-aBisArikA // VisSd-_3.76 //
   saṃlīnā sveṣu gātreṣu mūkīkṛta-vibhūṣaṇā /	saMlInA svezu gAtrezu mUkIkRta-viBUzaNA /
   avaguṇṭhana-saṃvītā kulajābhisared yadi // VisSd_3.77 //	avaguNWana--saMvItA kula-ja-aBisaret yadi // VisSd-_3.77 //
   vicitrojjvala-veṣā tu raṇan-nūpura-kaṅkaṇā /	vicitra-ujjvala--vezA tu raNan-nUpura--kaFkaNAH /
   pramoda-smera-vadanā syād veśyābhisared yadi // VisSd_3.78 //	pramoda-smera-vadanA syAt veSyA-aBisaret yadi // VisSd-_3.78 //
   mada-skhalita-saṃlāpā vibhramotphulla-locanā /	mada--sKalita-saMlApAH viBrama-utPulla--locanA /
   āviddha-gati-sañcārā syāt preṣyābhisared yadi // VisSd_3.79 //	AvidDa--gati--saQcArA syAt prezya-aBisaret yadi // VisSd-_3.79 //
   kṣetraṃ vāṭī bhagna-devālayo dūtī-gṛhaṃ vanam /	kzetram vAwI Bagna--deva-AlayaH dUtI--gRham vanam /
   mālā-pañcaḥ śmaśānaṃ ca nadyādīnāṃ taṭī tathā // VisSd_3.80 //	mAlA--paQcaH SmaSAnam ca nadI-AdInAm tawI taTA // VisSd-_3.80 //
   evaṃ kṛtābhisārāṇāṃ puṃścalīnāṃ vinodane /	evam kRta-aBisArANAm puMScalInAm vinodane /
   sthānāny aṣṭau tathā dhvānta-cchanne kutracid āśraye // VisSd_3.81 //	sTAnAni azwO taTA DvAnta--=-Canne kutracid ASraye // VisSd-_3.81 //
   cāṭukāram api prāṇa-nāthaṃ roṣād apāsya yā /	cAwu-kAram api prANa-nATam rozAt apAsya yA /
   paścāt tāpam avāpnoti kalahāntaritā tu sā // VisSd_3.82 //	paScAt tApam avApnoti kalaha-antaritA tu sA // VisSd-_3.82 //
   priyaḥ kṛtvāpi saṅketaṃ yasyā nāyāti saṃnidhim /	priyaH kRtvA-api saFketam yasyAH na-AyAti saMniDim /
   vipralabdhā tu sā jñeyā nitāntam avamānitā // VisSd_3.83 //	vipralabDA tu sA jQeyA nitAntam avamAnitAH // VisSd-_3.83 //
   nānā-kārya-vaśād yasyā dūra-deśaṃ gataḥ patiḥ /	nAnA-kArya--vaSAt yasyAH dUra-deSam gataH patiH /
   sā manobhava-duḥkhārtā bhavet proṣita-bhartṛkā // VisSd_3.84 //	sA manoBava--duHKa-ArtA Bavet prozita-BartRkA // VisSd-_3.84 //
   kurute maṇḍanaṃ yasyāḥ sajjite vāsa-veśmani /	kurute maNxanam yasyAH sajjite vAsa--veSmani /
   sā tu vāsaka-sajjā syād vidita-priya-saṅgamā // VisSd_3.85 //	sA tu vAsaka--sajjA syAt vidita--priya--saFgamAH // VisSd-_3.85 //
   āgantuṃ kṛta-citto 'pi daivān nāyāti yat priyaḥ /	Agantum kRta-cittaH api dEvAt na-AyAti yat priyaH /
   tad-anāgata-duḥkhārtā virahotkaṇṭhitā tu sā // VisSd_3.86 //	tat--anAgata--duHKa-ArtA viraha-utkaNWitA tu sA // VisSd-_3.86 //
   iti sāṣṭāviṃśati-śatam uttama-madhyādhama-svarūpeṇa /	iti sa-azwAviMSati--Satam uttama--maDya-aDama--svarUpeNa /
   caturadhikāśīti-yutaṃ śata-trayaṃ nāyikā-bhedāḥ // VisSd_3.87 //	catur-aDika-aSIti--yutam Sata-trayam nAyikA--BedAH // VisSd-_3.87 //
   kvacidanyonya-sāṅkaryam āsāṃ lakṣyeṣu dṛśyate /	kvacid-anyonya--sA-aFkaryam AsAm lakzyezu dRSyate /
   itarā apy asaṅkhyās tā noktā vistara-śaṅkayā // VisSd_3.88 //	itarAH api asaFKyAH tAH na-uktAH vistara--SaFkayA // VisSd-_3.88 //
   yauvane sattvajās tāsām aṣṭāviṃśati-saṅkhyakāḥ /	yOvane sattva-jAH tAsAm azwAviMSati--saFKyakAH /
   alaṅkārās tatra bhāva-hāva-helās trayo 'ṅgajāḥ // VisSd_3.89 //	alaFkArAH tatra BAva-ha-ava--helAH trayaH aFga-jAH // VisSd-_3.89 //
   śobhā kāntiś ca dīptiś ca m ādhuryaṃ ca pragalbhatā /	SoBA kAntiH ca dIptiH ca m ADuryam ca pragalBa-tA /
   audāryaṃ dhairyam ity ete saptaiva syur ayatnajāḥ // VisSd_3.90 //	OdAryam DEryam iti ete sapta-eva syuH ayatna-jAH // VisSd-_3.90 //
   līlā vilāso vicchittir bibbokaḥ kilakiñcitam /	lIlA vilAsaH vicCittiH bibbokaH kila-kiQcitam /
   moṭṭāyitaṃ kuṭṭamitaṃ vibhramo lalitaṃ madaḥ // VisSd_3.91 //	mowwAyitam kuwwa-mitam viBramaH lalitam madaH // VisSd-_3.91 //
   vihṛtaṃ tapanaṃ maugdhyaṃ vikṣepaś ca kutūhalam /	vihRtam tapanam mOgDyam vikzepaH ca kutUhalam /
   hasitaṃ cakitaṃ kelir ity aṣṭādaśa-saṅkhyakāḥ // VisSd_3.92 //	hasitam cakitam keliH iti azwAdaSa--saFKyakAH // VisSd-_3.92 //
   svabhāvājāś ca bhāvādyā daśa puṃsāṃ bhavanty api /	svaBAva-ajAH ca BAva-AdyAH daSa puMsAm Bavanti api /
   nirvikārātmake citte bhāvaḥ prathama-vikriyā // VisSd_3.93 //	nirvikAra-Atmake citte BAvaH praTama-vikriyA // VisSd-_3.93 //
   bhrū-netrādi-vikārais tu saṃbhogecchā-prakāśakaḥ /	BrU-netra-Adi--vikArEH tu saMBoga-icCA--prakASakaH /
   bhāva evālpa-saṃlakṣya-vikāro hāva ucyate // VisSd_3.94 //	BAvaH eva-alpa-saMlakzya--vikAraH hAvaH ucyate // VisSd-_3.94 //
   helātyanta-samālakṣya-vikāraḥ syāt sa eva tu /	helA-atyanta--samAlakzya-vikAraH syAt saH eva tu /
   rūpa-yauvana-lālitya-bhogādyair aṅga-bhūṣaṇam // VisSd_3.95 //	rUpa-yOvana--lAlitya--Boga-AdyEH aFga-BUzaNam // VisSd-_3.95 //
   saiva kāntir manmathāpyāyita-dyutiḥ /	sA-eva kAntiH manmaTa-ApyAyita-dyutiH /
   kāntir evātivistīrṇā dīptir ity abhidhīyate // VisSd_3.96 //	kAntiH eva-ati-vistIrNA dIptiH iti aBiDIyate // VisSd-_3.96 //
   sarvāvasthā-viśeṣeṣu mādhuryaṃ ramaṇīyatā /	sarva-avasTA--viSezezu mADuryam ramaNIya-tA /
   niḥsādhvasatvaṃ prāgalbhyam audāryaṃ vinayaḥ sadā // VisSd_3.97 //	niHsADva-satvam prAgalByam OdAryam vinayaH sadA // VisSd-_3.97 //
   muktātma-ślāghanā dhairyaṃ manovṛttir acañcalā /	mukta-Atma--SlAGanA DEryam manaH-vRttiH acaQcalA /
   aṅgair veṣair alaṅkāraiḥ premibhir vacanair api // VisSd_3.98 //	aFgEH vezEH alaFkArEH premiBiH vacanEH api // VisSd-_3.98 //
   prīti-prayojaitair līlāṃ priyasyānukṛtiṃ viduḥ /	prIti-prayoja-etEH lIlAm priyasya-anukRtim viduH /
   yānasthānāsanādīnāṃ mukha-netrādi-karmaṇām // VisSd_3.99 //	yAna-sTAna-Asana-AdInAm muKa--netra-Adi--karmaNAm // VisSd-_3.99 //
   viśeṣas tu vilāsaḥ syād iṣṭa-sandarśanādinā /	viSezaH tu vilAsaH syAt izwa---sandarSana-AdinA /
   stokāpy ākalpa-racanā vicchittiḥ kānti-poṣa-kṛt // VisSd_3.100 //	stokA-api Akalpa--racanA vicCittiH kAnti--poza--kRt // VisSd-_3.100 //
   smita-śuṣka-rudita-hasita-trāsa-krodha-śramādīnām /	smita--Suzka--rudita--hasita--trAsa---kroDa--Srama-AdInAm /
   sāṅkaryaṃ kilakiñcitam īṣṭatama-saṅgamādijād dharṣāt // VisSd_3.101 //	sAFkaryam kila-kiQcitam Izwatama--saFgam-Adi-jAt DarzAt // VisSd-_3.101 //
   tad-bhāva-bhāvite citte vallabhasya kathādiṣu /	tad--BAva--BAvite citte vallaBasya kaTA-Adizu /
   moṭṭāyitam iti prāhuḥ karṇa-kaṇḍūyanādikam // VisSd_3.102 //	mowwAyitam iti prAhuH karNa--kaNxUyana-Adikam // VisSd-_3.102 //
   keśastanādharādīnāṃ grahe harṣe 'pi saṃbhramāt /	keSa-stana-aDara-AdInAm grahe harze api saMBramAt /
   āhuḥ kuṭṭamitaṃ nāma śiraḥ-kara-vidhūnanam // VisSd_3.103 //	AhuH kuwwamitam nAma SiraH-kara--viDUnanam // VisSd-_3.103 //
   tvarayā harṣa-rāgāder dayitā-gamanādiṣu /	tvarayA harza--rAga-AdeH dayitA--gamana-Adizu /
   asthāne vibhramādīnāṃ vinyāso vibhramo mataḥ // VisSd_3.104 //	asTAne viBrama-AdInAm vinyAsaH viBramaH mataH // VisSd-_3.104 //
   sukumāratayāṅgānāṃ vinyāso lalitaṃ bhavet /	sukumAra-tayA-aFgAnAm vinyAsaH lalitam Bavet /
   mado vikāraḥ saubhāgya-yauvanādy-avalepajaḥ // VisSd_3.105 //	madaH vikAraH sOBAgya-yOvana-Adi--avalepa-jaH // VisSd-_3.105 //
   vaktavya-kāle 'py avaco vrīḍayā vihṛtaṃ matam /	vaktavya--kAle api avacaH vrIxayA vihRtam matam /
   tapanaṃ priya-vicchede smara-vegottha-ceṣṭitam // VisSd_3.106 //	tapanam priya-vicCede smara--vega-utTa--cezwitam // VisSd-_3.106 //
   ajñānād iva yā pṛcchā pratītasyāpi vastunaḥ /	ajQAnAt iva yA pRcCA pratItasya-api vastunaH /
   vallabhasya puraḥ proktaṃ maugdhyaṃ tat-tattva-vedibhiḥ // VisSd_3.107 //	vallaBasya puras proktam mOgDyam tat--tattva--vediBiH // VisSd-_3.107 //
   bhūṣāṇām ardha-racanā mithyā viṣvag-avekṣaṇam /	BUzANAm arDa-racanA miTyA vizvak--ava-IkzaNam /
   rahasyākhyānam īṣāc ca vikṣepo dayitāntike // VisSd_3.108 //	rahasi-AKyAnam IzAt ca vikzepaH dayitA-antike // VisSd-_3.108 //
   ramya-vastu-samāloke loltā syāt kutūhalam /	ramya--vastu--samAloke loltA syAt kutUhalam /
   hasitaṃ tu vṛthā-hāso yauvanodbheda-saṃbhavaḥ // VisSd_3.109 //	hasitam tu vRTA-hAsaH yOvana-udBeda--saMBavaH // VisSd-_3.109 //
   kuto 'pi dayitasyāgre cakitaṃ bhaya-saṃbhramaḥ /	kutas api dayitasya-agre cakitam Baya--saMBramaH /
   vihāre saha kāntena krīḍitaṃ kelir ucyate // VisSd_3.110 //	vihAre saha kAntena krIxitam keliH ucyate // VisSd-_3.110 //
   dṛṣṭvā darśayati vrīḍāṃ saṃmukhaṃ naiva paśyati /	dRzwvA darSayati vrIxAm saMmuKam na-eva paSyati /
   pracchannaṃ vā bhramantaṃ vā-(a)tikrāntaṃ paśyati priyam // VisSd_3.111 //	pracCannam vA Bramantam vA-(a)tikrAntam paSyati priyam // VisSd-_3.111 //
   bahudhā pṛcchyamānāpi manda-mandam adhomukhī /	bahuDA pRcCyamAnA-api manda-mandam aDomuKI /
   sagadgada-svaraṃ kiñcit priyaṃ prāyeṇa bhāṣate // VisSd_3.112 //	sa-gadgada--svaram kiQcid priyam prAyeNa BAzate // VisSd-_3.112 //
   anyaiḥ pravartitāṃ śaśvat sāvadhānā ca tat-kathām /	anyEH pravartitAm SaSvat sAvaDAnA ca tat-kaTAm /
   śṛṇoty anyatra dattākṣī priye bālānurāgiṇī // VisSd_3.113 //	SRNoti anyatra datta-akzI priye bAla-anurAgiNI // VisSd-_3.113 //
   cirāya savidhe sthānaṃ priyasya bahu manyate /	cirAya saviDe sTAnam priyasya bahu manyate /
   vilocana-pathaṃ cāsya na gacchaty analaṅkṛtā // VisSd_3.114 //	vilocana--paTam ca-asya na gacCati analaFkRtAH // VisSd-_3.114 //
   kvāpi kuntala-saṃvyāna-saṃyama-vyapadeśataḥ /	kvApi kuntala--saMvyAna--saMyama--vyapadeSataH /
   bāhu-mūlaṃ stanau nābhi-paṅkajaṃ darśayet sphuṭam // VisSd_3.115 //	bAhu--mUlam stanO nABi-paFkajam darSayet sPuwam // VisSd-_3.115 //
   ācchādayati vāg-ādyaiḥ priyasya paricārakān /	AcCAdayati vAc--a-AdyEH priyasya paricArakAn /
   viśvasity asya mitreṣu bahu-mānaṃ karoti ca // VisSd_3.116 //	viSvasiti asya mitrezu bahu-mAnam karoti ca // VisSd-_3.116 //
   sakhī-madhye guṇān brūte sva-dhanaṃ pradadāti ca /	saKI--maDye guNAn brUte sva-Danam pradadAti ca /
   supte svapiti duḥkhe 'sya duḥkhaṃ dhatte sukhe sukham // VisSd_3.117 //	supte svapiti duHKe asya duHKam Datte suKe suKam // VisSd-_3.117 //
   sthitā dṛṣṭi-pathe śaśvat-priye paśyati dūrataḥ /	sTitA dRzwi-paTe SaSvat--priye paSyati dUratas /
   ābhāṣate parijanaṃ saṃmukhaṃ smara-vikriyam // VisSd_3.118 //	ABAzate parijanam saMmuKam smara--vikriyam // VisSd-_3.118 //
   yat kiñcid api saṃvīkṣya kurute hasitaṃ mudhā /	yat kiQcid api saMvIkzya kurute hasitam muDA /
   karṇa-kaṇḍūyanaṃ tadvat kavarī-mokṣa-saṃyamau // VisSd_3.119 //	karNa--kaNxUyanam tadvat kavarI-mokza--saMyamO // VisSd-_3.119 //
   jṛmbhate sphoṭayaty aṅgaṃ bālam āśliṣya cumbati /	jRmBate sPowayati aFgam bAlam ASlizya cumbati /
   bhāle tathā vayasyāyā racayet tilaka-kriyām // VisSd_3.120 //	BAle taTA vayasyAyAH racayet tilaka-kriyAm // VisSd-_3.120 //
   aṅguṣṭhāgreṇa likhati sakaṭākṣaṃ nirīkṣate /	aFguzWa-agreNa liKati sa-kawAkzam nirIkzate /
   daśati svādharaṃ cāpi brūte priyam adhomukhī // VisSd_3.121 //	daSati svADaram ca-api brUte priyam aDomuKI // VisSd-_3.121 //
   na muñcati ca taṃ deśaṃ nāyako yatra dṛśyate /	na muQcati ca tam deSam nAyakaH yatra dRSyate /
   āgacchati gṛhaṃ tasya kārya-vyājena kenacit // VisSd_3.122 //	AgacCati gRham tasya kArya--vyAjena kenacid // VisSd-_3.122 //
   dattaṃ kim api kāntena dhṛtvāṅge muhur īkṣate /	dattam kim api kAntena DRtvA-aFge muhur Ikzate /
   nityaṃ hṛṣyati tad-yoge viyoge malinā kṛśā // VisSd_3.123 //	nityam hRzyati tad--yoge viyoge malinA kRSAH // VisSd-_3.123 //
   manyate bahu tac-chīlaṃ tat-priyaṃ manyate priyam /	manyate bahu tac-SIlam tat--priyam manyate priyam /
   prārthayaty alpa-mūlyāni suptā na parivartate // VisSd_3.124 //	prArTayati alpa--mUlyAni suptA na parivartate // VisSd-_3.124 //
   vikārān sāttvikān asya saṃmukhī nādhigacchati /	vikArAn sAttvikAn asya saMmuKI na-aDigacCati /
   bhāṣate sūnṛtaṃ snigdhām anuraktā nitambinī // VisSd_3.125 //	BAzate sUnRtam snigDAm anuraktA nitambinI // VisSd-_3.125 //
   eteṣv adhika-lajjāni ceṣṭitāni nava-striyāḥ /	etezu aDika-lajjAni cezwitAni nava--striyAH /
   madhya-vrīḍāni madhyāyāḥ sraṃsamāna-trapāṇi tu // VisSd_3.126 //	maDya--vrIxAni maDyAyAH sraMsamAna--trapANi tu // VisSd-_3.126 //
   anya-striyāḥ pragalbhāyās tathā syur vāra-yoṣitaḥ /	anya--striyAH pragalBAyAH taTA syuH vAra-yozitaH /
   lekhya-prasthāpanaiḥ snigdhair vīkṣitair mṛdu-bhāṣitaiḥ // VisSd_3.127 //	leKya--prasTApanEH snigDEH vIkzitEH mRdu-BAzitEH // VisSd-_3.127 //
   dūtī-saṃpreṣaṇair nāryā bhāvābhivyaktir iṣyate /	dUtI--saMprezaNEH nAryAH BAva-aBivyaktiH izyate /
   dūtyaḥ sakhī naṭī dāsī dhātreyī prativeśinī // VisSd_3.128 //	dUtyaH saKI nawI dAsI DAtreyI prativeSinI // VisSd-_3.128 //
   bālā pravrajitā kārūḥ śilpinyādyāḥ svayaṃ tathā /	bAlA pravrajitA kArUH SilpinI-a-AdyAH svayam taTA /
   kalā-kauśalam utsāho bhaktiś cittajñatā smṛtiḥ // VisSd_3.129 //	kalA--kOSalam utsAhaH BaktiH citta-jQa-tA smRtiH // VisSd-_3.129 //
   mādhuryaṃ narma-vijñānaṃ vāgmitā ceti tad-guṇāḥ /	mADuryam narma-vijQAnam vA-agmitA ca-iti tad--guNAH /
   etā api yathaucityād uttamaādhama-madhyamāḥ // VisSd_3.130 //	etAH api yaTA-OcityAt uttamaa-aDama--maDyamAH // VisSd-_3.130 //
   dhīrodhataḥ pāpakārī vyasanī pratināyakaḥ /	DI-roDataH pApa-kArI vyasanI pratinAyakaH /
   uddīpana-vibhāvās te rasam uddīpayanti ye // VisSd_3.131 //	uddIpana-viBAvAH te rasam uddIpayanti ye // VisSd-_3.131 //
   ālambanasya ceṣṭādyā deśa-kālādayas tathā /	Alambanasya cezwA-AdyAH deSa--kAla-AdayaH taTA /
   udbuddhaṃ kāraṇaiḥ svaiḥ svari bahir bhāvaṃ prakāśayan // VisSd_3.132 //	udbudDam kAraNEH svEH svari bahis BAvam prakASayan // VisSd-_3.132 //
   loke yaḥ kārya-rūpaḥ so 'nubhāvaḥ kāvya-nāṭyayoḥ /	loke yaH kArya--rUpaH saH anuBAvaH kAvya-nAwyayoH /
   uktāḥ strīṇām alaṅkārā aṅgajāś ca svabhāvajāḥ // VisSd_3.133 //	uktAH strINAm alaFkArAH aFga-jAH ca svaBAva-jAH // VisSd-_3.133 //
   tad-rūpāḥ sāttvikā bhāvās tathā ceṣṭāḥ parā api /	tad--rUpAH sAttvikAH BAvAH taTA cezwAH parAH api /
   vikārāḥ sattva-saṃbhūtāḥ sāttvikāḥ parikīrtitāḥ // VisSd_3.134 //	vikArAH sattva--saMBUtAH sAttvikAH parikIrtitAH // VisSd-_3.134 //
   sattva-mātrodbhavatvāt tu bhinnā apy anubhāvataḥ /	sattva-mAtrA-udBava-tvAt tu BinnAH api anuBAvataH /
   stambhaḥ svedo 'tha romāñcaḥ svara-bhaṅgo 'tha vepathuḥ // VisSd_3.135 //	stamBaH svedaH aTa romAQcaH svara-BaFgaH aTa vepaTuH // VisSd-_3.135 //
   vaivarṇyam aśru-pralaya ity aṣṭau sāttvikāḥ smṛtāḥ /	vEvarNyam aSru--pralayaH iti azwO sAttvikAH smRtAH /
   stambhaś ceṣṭā-pratīghāto bhaya-harṣāmayādibhiḥ // VisSd_3.136 //	stamBaH cezwA--pratIGAtaH Baya-harza-Amaya-AdiBiH // VisSd-_3.136 //
   vapur jalodgamaḥ svedo rati-gharma-śramādibhiḥ /	vapuH jala-udgamaH svedaH rati-Garma--Srama-AdiBiH /
   harṣādbhuta-bhayādibhyo romāñco roma-vikriyāḥ // VisSd_3.137 //	harzAt-Buta--Baya-AdiByaH romAQcaH roma--vikriyAH // VisSd-_3.137 //
   mada-saṃmada-pīḍādyair vaisvaryaṃ gadgadaṃ viduḥ /	mada--saMmada--pIxA-AdyEH vEsvaryam gadgadam viduH /
   rāga-dveṣa-śramādibhyaḥ kampo gātrasya vepathuḥ // VisSd_3.138 //	rAga--dveza--Srama-AdiByaH kampaH gAtrasya vepaTuH // VisSd-_3.138 //
   viṣāda-mada-roṣādyair varṇānyatvaṃ vivarṇatā /	vizAda-mada--roza-AdyEH varNa-anya-tvam vivarNa-tA /
   aśru netrodbhavaṃ vāri krodha-duḥkha-praharṣajam // VisSd_3.139 //	aSru netra-udBavam vAri kroDa--duHKa--praharza-jam // VisSd-_3.139 //
   pralayaḥ sukha-duḥkhābhyāṃ ceṣṭā-jñāna-nirākṛtiḥ /	pralayaH suKa--duHKAByAm ca-izwA--jQAna--nirAkRtiH /
   viśeṣād ābhimukhyena caraṇād vyabhicāriṇaḥ /	viSezAt ABimuKyena caraNAt vyaBicAriNaH /
   sthāyiny unmagna-nirmagnās trayastriṃśac ca tad-bhidāḥ // VisSd_3.140 //	sTAyini unmagna--nirmagnAH trayastriMSat ca tad--BidAH // VisSd-_3.140 //
   nirvedāvega-dainya-śrama-mada-jaḍatā augrya-mohau vibodhaḥ	nirveda-Avega--dEnya-Srama-mad-a-jaxatA Ogrya-mohO viboDaH
   svapnāpasmāra-garvā maraṇam alasatāmarṣa-nidrāvahitthāḥ |	svapna-apasmAra--garvAH maraNam alasa-tA-amarza--nidrA-avahitTAH |
   autsukyonmāda-śaṅkāḥ smṛti-mati-sahitā vyādhi-satrāsa-lajjā	Otsukya-unmAda--SaFkAH smRti-mati--sahitA vyADi--sa-trAsa-lajjA
   harṣāsūyā-viṣādāḥ sadhṛti-capalatā glāni-cintā-vitarkāḥ // VisSd_3.141 //	harza-asUyA--vizAdAH sa-DRti--capalatA glAni-cintA--vitarkAH // VisSd-_3.141 //
   tattva-jñānāpad-īrṣyāder nirvedaḥ svāvamānanam /	tattva--jQAna-apad-IrzyAdeH nirvedaH sva-avamAnanam /
   dainya-cintāśru-niḥśvāsa-vaivarṇyocchvasitādi-kṛt // VisSd_3.142 //	dEnya-cintA-aSru--niHSvAsa--vEvarNya-ucCvasita-Adi--kRt // VisSd-_3.142 //
   āvegaḥ saṃbhramas tatra varṣaje piṇḍitāṅgatā /	AvegaH saMBramaH tatra varza-je piNxita-aFga-tA /
   utpātaje srastatāṅge dhūmādyākulatāgnije // VisSd_3.143 //	utpAta-je srasta-tA-aFge DUmAt-yAkula-tA-agni-je // VisSd-_3.143 //
   rāja-vidravajādes tu śastra-nāgādi-yojanam /	rAja--vidrava-ja-AdeH tu Sastra-nAga-Adi--yojanam /
   gajādeḥ stambhakampādi pāṃsvādyākulatānilāt // VisSd_3.144 //	gaja-AdeH stamBa-kampa-Adi pAMsvAdya-Akula-tA-anilAt // VisSd-_3.144 //
   iṣṭād dharṣāḥ śuco 'niṣṭāj jñeyāś cānye yathāyatham /	izwAt DarzAH SucaH anizwAt jQeyAH ca-anye yaTAyaTam /
   daurgatyādyair anaujasyaṃ dainyaṃ malinatādikṛt // VisSd_3.145 //	dOrgatya-AdyEH anOjasyam dEnyam malina-tA-Adi-kRt // VisSd-_3.145 //
   khedo raty-adhva-gatyādeḥ śvāsa-nidrādi-kṛc chramaḥ /	KedaH rati--aDva--gati-AdeH SvAsa--nidrA-Adi--kRt SramaH /
   saṃmohānanda-saṃbhedo mado madyopayogajaḥ // VisSd_3.146 //	saMmoha-Ananda-saMBedaH madaH madya-upayoga-jaH // VisSd-_3.146 //
   amunā cottamaḥ śete madhyo hasati gāyati /	amunA ca-uttamaH Sete maDyaH hasati gAyati /
   adhama-prakṛtiś cāpi paruṣaṃ vakti roditi // VisSd_3.147 //	aDama--prakRtiH ca-api paruzam vakti roditi // VisSd-_3.147 //
   apratipattir jaḍatā syād iṣṭāniṣṭa-darśana-śrutibhiḥ /	apratipattiH jaxatA syAt izwa-anizwa--darSana--SrutiBiH /
