   (PSP_4:1)	(PSu _4:1)
   bhagavān āha: sarvatrajñānāsaṅgāpratighātitām upādāya.	BagavAn Aha: sarvatra jQAna AsaFga apratiGAti tAm upAdAya.
   (PSP_4:8)	(PSu _4:8)
   subhūtir āha: āveṇikabuddhadharmapāramiteyaṃ bhagavan yad uta	suBUtiH Aha: AveNika budDa Darma pAramitA iyam Bagavan yat uta
   prajñāpāramitā.	prajQApAramitA.
   bhagavān āha: sarvadharmasamatikramatām upādāya.	BagavAn Aha: sarva Darma samatikrama tAm upAdAya.
   subhūtir āha: tathatāpāramiteyaṃ bhagavan yad uta prajñāpāramitā.	suBUtiH Aha: taTatA pAramitA iyam Bagavan yat uta prajQApAramitA.
   bhagavān āha: sarvabuddhabhāṣitatathatām upādāya.	BagavAn Aha: sarva budDa BAzita taTatAm upAdAya.
   subhūtir āha: svayaṃbhūpāramiteyaṃ bhagavan yad uta prajñāpāramitā.	suBUtiH Aha: svayaMBU pAramitA iyam Bagavan yat uta prajQApAramitA.
   bhagavān āha: sarvadharmavaśavartitām upādāya.	BagavAn Aha: sarva Darma vaSa varti tAm upAdAya.
   subhūtir āha: buddhadharmapāramiteyaṃ bhagavan yad uta prajñāpāramitā.	suBUtiH Aha: budDa Darma pAramitA iyam Bagavan yat uta prajQApAramitA.
   bhagavān āha: sarvadharmasarvākārābhisaṃbodhanatām upādāya.	BagavAn Aha: sarva Darma sarva AkAra aBisaMboDana tAm upAdAya.
   ity ākārāḥ sarvākārajñatādhiṣṭhānāḥ ity uktā ākārāḥ	iti AkArAH sarva AkAra jQa tA aDizWAnAH iti uktAH AkArAH
   atha khalu śakrasya devānām indrasyaitad abhavat, pūrvajinakṛtādhikārās te	aTa Kalu Sakrasya devAnAm indrasya etat aBavat, pUrva jina kRta aDikArAH te
   kulaputrāḥ kuladuhitaraś ca bhaviṣyanti, yeṣām iyaṃ	kula putrAH kula duhitaraH ca Bavizyanti, yezAm iyam
   prajñāpāramitāśrotrāvabhāsam āgamiṣyati. tathāgatāvaropitakuśalamūlās te	prajQApAramitA Srotra avaBAsam Agamizyati. taTAgata avaropita kuSala mUlAH te
   sattvā bhaviṣyanti, yeṣām iyaṃ prajñāpāramitāśrotrāvabhāsam āgamiṣyati.	sattvAH Bavizyanti, yezAm iyam prajQApAramitA Srotra avaBAsam Agamizyati.
   kalyāṇamitraparigṛhītās te sattvā bhaviṣyanti, yeṣām iyaṃ	kalyANa mitra parigRhItAH te sattvAH Bavizyanti, yezAm iyam
   prajñāpāramitāśrotrāvabhāsam āgamiṣyati. kaḥ punar vādo ya udgrahīṣyanti	prajQApAramitA Srotra avaBAsam Agamizyati. kaH punar vAdaH ye udgrahIzyanti
   dhārayiṣyanti vācayiṣyanti paryavāpsyanti yoniśaś ca manasikariṣyanti,	DArayizyanti vAcayizyanti paryavApsyanti yoniSas ca manasikarizyanti,
   udgṛhya dhārayitvā vācayitvā paryavāpya tathatvāya pratipatsyante,	udgRhya DArayitvA vAcayitvA paryavApya taTatvAya pratipatsyante,
   bahubuddhaparyupāsitās te kulaputrāḥ kuladuhitaraś ca bhaviṣyanti. ya imāṃ	bahu budDa paryupAsitAH te kula putrAH kula duhitaraH ca Bavizyanti. yaH imAm
   prajñāpāramitāṃ śrutvā udgrahīṣyanti dhārayiṣyanti vācayiṣyanti	prajQApAramitAm SrutvA udgrahIzyanti DArayizyanti vAcayizyanti
   paryavāpsyanti yoniśaś ca manasikariṣyanti, udgṛhya dhārayitvā vācayitvā	paryavApsyanti yoniSas ca manasikarizyanti, udgRhya DArayitvA vAcayitvA
   paryavāpya tathatvāya pratipatsyante paripṛṣṭhāś ca pūrvakā api taiḥ	paryavApya taTatvAya pratipatsyante paripRzWAH ca pUrvakAH api tEH
   kulaputraiḥ kuladuhitṛbhiś ca tathāgatā arhantaḥ samyaksaṃbuddhāḥ	kula putrEH kula duhitRBiH ca taTAgatAH arhantaH samyaksaMbudDAH
   paripraśnīkṛtāḥ sevitā bhajitāḥ paryupāsitāḥ, ya imāṃ prajñāpāramitāṃ	paripraSnIkRtAH sevitAH BajitAH paryupAsitAH, yaH imAm prajQApAramitAm
   śrutvā nottrasiṣyanti na saṃtrasiṣyanti na saṃtrāsam āpatsyante.	SrutvA na uttrasizyanti na saMtrasizyanti na saMtrAsam Apatsyante.
   bahubuddhakoṭīṣu te dānapāramitāyāṃ caritāḥ, evaṃ śīlapāramitāyāṃ	bahu budDa kowIzu te dAna pAramitAyAm caritAH, evam SIla pAramitAyAm
   kṣāntipāramitāyāṃ vīryapāramitāyāṃ dhyānapāramitāyāṃ bahubuddhakoṭīṣu te	kzAnti pAramitAyAm vIrya pAramitAyAm DyAna pAramitAyAm bahu budDa kowIzu te
   prajñāpāramitāyāṃ (PSP_4:9) caritā, ya imāṃ prajñāpāramitāṃ śrutvā	prajQApAramitAyAm (PSu _4:9) caritA, yaH imAm prajQApAramitAm SrutvA
   nottrasiṣyanti na saṃtrasiṣyanti na saṃtrāsam āpatsyante.	na uttrasizyanti na saMtrasizyanti na saMtrAsam Apatsyante.
   atha khalu āyuṣmāñ cchāriputro bhagavantam etad avocat: ye bhagavan	aTa Kalu AyuzmAn cCAri putraH Bagavantam etat avocat: ye Bagavan
   kulaputrā vā kuladuhitaro vā imām evaṃ gambhīrāṃ prajñāpāramitāṃ śrutvā	kula putrAH vA kula duhitaraH vA imAm evam gamBIrAm prajQApAramitAm SrutvA
   nottrasiṣyanti na saṃtrasiṣyanti na saṃtrāsam āpatsyante, śrutvā ca	na uttrasizyanti na saMtrasizyanti na saMtrAsam Apatsyante, SrutvA ca
   udgrahīṣyanti dhārayiṣyanti vācayiṣyanti paryavāpsyanti yoniśaś ca	udgrahIzyanti DArayizyanti vAcayizyanti paryavApsyanti yoniSas ca
   manasikariṣyanti, yathā avinivartanīyā bodhisattvā mahāsattvās tathā te	manasikarizyanti, yaTA avinivartanIyAH boDisattvAH mahAsattvAH taTA te
   kulaputrāḥ kuladuhitaro vā dhārayitavyāḥ. tat kasya hetoḥ? gambhīrā	kula putrAH kula duhitaraH vA DArayitavyAH. tat kasya hetoH? gamBIrA
   bhagavan prajñāpāramitā. na khalu pūrvam acaritena ṣaṭsu pāramitāsu	Bagavan prajQApAramitA. na Kalu pUrvam acaritena zawsu pAramitAsu
   śakyeyaṃ gambhīrā prajñāpāramitā adhimoktum. ye punar bhagavan kulaputrāḥ	SakyA iyam gamBIrA prajQApAramitAH aDimoktum. ye punar Bagavan kula putrAH
   kuladuhitaro vā imāṃ gambhīrāṃ prajñāpāramitāṃ pratikṣeptavyāṃ maṃsyante	kula duhitaraH vA imAm gamBIrAm prajQApAramitAm pratikzeptavyAm maMsyante
   pūrvāntato 'pi taiḥ kulaputraiḥ kuladuhitṛbhiś ca iyaṃ gambhīrā	pUrva antataH api tEH kula putrEH kula duhitRBiH ca iyam gamBIrA
   prajñāpāramitā pratiksiptā. tat kasya hetoḥ? tathā hi teṣāṃ kulaputrāṇāṃ	prajQApAramitA pratiksiptA. tat kasya hetoH? taTA hi tezAm kula putrANAm
   kuladuhitṛṇāṃ cāsyāṃ gambhīrāyāṃ prajñāpāramitāyāṃ nāsti śraddhā nāsti	kula duhitRNAm ca asyAm gamBIrAyAm prajQApAramitAyAm na asti SradDA na asti
   prasādo nāsti prema nāsty adhimuktis taiḥ kulaputraiḥ kuladuhitṛbhiś ca na	prasAdaH na asti prema na asti aDimuktiH tEH kula putrEH kula duhitRBiH ca na
   buddhā vā bodhisattvā vā pratyekabuddhā vā śrāvakā vā paripraśnīkṛtāḥ,	budDAH vA boDisattvAH vA pratyekabudDAH vA SrAvakAH vA paripraSnIkRtAH,
   kathaṃ dānapāramitāyāṃ caritavyaṃ? kathaṃ śīlapāramitāyāṃ caritavyaṃ?	kaTam dAna pAramitAyAm caritavyan? kaTam SIla pAramitAyAm caritavyaM?
   kathañ ca kṣāntipāramitāyāṃ caritavyaṃ? kathaṃ vīryapāramitāyāṃ	kaTan ca kzAnti pAramitAyAm caritavyan? kaTam vIrya pAramitAyAm
   caritavyaṃ? kathaṃ dhyānapāramitāyāṃ caritavyaṃ? kathaṃ prajñāpāramitāyāṃ	caritavyan? kaTam DyAna pAramitAyAm caritavyan? kaTam prajQApAramitAyAm
   caritavyaṃ? katham adhyātmaśūnyatāyāṃ caritavyaṃ? kathaṃ	caritavyan? kaTam aDyAtma SUnyatAyAm caritavyan? kaTam
   bahirdhāśūnyatāyāṃ caritavyaṃ? kathara adhyātmabahirdhāśūnyatāyāṃ	bahirDA SUnyatAyAm caritavyan? kaTara aDyAtma bahirDA SUnyatAyAm
   caritavyaṃ? yāvat kathaṃ abhāvasvabhāvaśūnyatāyāñ caritavyaṃ? kathaṃ	caritavyan? yAvat kaTam aBAva svaBAva SUnyatAyAn caritavyan? kaTam
   smṛtyupasthānāni bhāvayitavyāni? kathaṃ samyakprahāṇāni? katham	smRti upasTAnAni BAvayita vyAni? kaTam samyak prahANAni? kaTam
   ṛddhipādāḥ? katham indriyāṇi? kathaṃ balāni? kathaṃ bodhyaṅgāni? katham	RdDi pAdAH? kaTam indriyANi? kaTam balAni? kaTam boDi aFgAni? kaTam
   āryāṣṭāṅgo mārgo bhāvayitavyaḥ? katham apramāṇadhyānārūpyasamāpattayo	Arya azwa aFgaH mArgaH BAvayitavyaH? kaTam apramANa DyAna ArUpya samApattayo
   bhāvayitavyāḥ? katham āryasatyāni bhāvayitavyāni? katham aṣṭa vimokṣā	BAvayitavyAH? kaTam Arya satyAni BAvayita vyAni? kaTam azwa vimokzA
   bhāvayitavyāḥ? kathaṃ navānupūrvavihārasamapattayo bhāvayitavyāḥ? kathaṃ	BAvayitavyAH? kaTam nava anupUrva vihAra sama pattayaH BAvayitavyAH? kaTam
   śūnyatānimittāpraṇihitāni bhāvayitavyāni? kathaṃ ṣaḍ abhijñā	SUnyatA nimitta apraNihitAni BAvayita vyAni? kaTam zaw aBijQA
   bhāvayitavyāḥ? kathaṃ samādhayaḥ samāpattavyāḥ? kathaṃ dhāraṇīmukhāni	BAvayitavyAH? kaTam samADayaH samApattavyAH? kaTam DAraNI muKAni
   praveṣṭavyāni? kathaṃ daśatathāgatabalāni bhāvayitavyāni? kathaṃ	pravezwa vyAni? kaTam daSa taTAgata balAni BAvayita vyAni? kaTam
   vaiśāradyāni (PSP_4:10) bhāvayitavyāni? kathaṃ pratisaṃvido bhāvayitavyāḥ?	vESAradyAni (PSu _4:10) BAvayita vyAni? kaTam pratisaMvidaH BAvayitavyAH?
   katham aṣṭādaśāveṇikā buddhadharmā bhāvayitavyā? iti.	kaTam azwAdaSa AveNikAH budDa DarmA BAvayitavyA? iti.
   atha khalu śakro devānām indra āyuṣmantaṃ śāriputram etad avocat: gambhīrā	aTa Kalu SakraH devAnAm indraH Ayuzmantam SAriputram etat avocat: gamBIrA
   bhadanta śāriputra prajñāpāramitā. kim atrāścaryaṃ syāt? ya imāṃ gambhīrāṃ	Badanta SAriputra prajQApAramitA. kim atra AScaryam syAt? yaH imAm gamBIrAm
   prajñāpāramitāṃ pūrvānte 'pi nādhimuktā bodhisattvā mahāsattvāḥ	prajQApAramitAm pUrva ante api na aDimuktAH boDisattvAH mahAsattvAH
   dānapāramitāyāṃ śīlapāramitāyāṃ kṣāntipāramitāyāṃ vīryapāramitāyāṃ	dAna pAramitAyAm SIla pAramitAyAm kzAnti pAramitAyAm vIrya pAramitAyAm
   dhyānapāramitāyāṃ prajñāpāramitāyāṃ nādhimuktāḥ, adhyātmaśūnyatāyāṃ	DyAna pAramitAyAm prajQApAramitAyAm na aDimuktAH, aDyAtma SUnyatAyAm
   nādhimuktāḥ, yāvad abhāvasvabhāvaśūnyatāyāṃ nādhimuktāḥ,	na aDimuktAH, yAvat aBAva svaBAva SUnyatAyAm na aDimuktAH,
   saptatriṃśadbodhipakṣeṣu dharmeṣv anadhimuktāḥ,	saptatriMSat boDi pakzezu Darmezu anaDimuktAH,
   apramāṇadhyānārūpyasamāpattiṣv anadhimuktāḥ, śūnyatānimittāpraṇihiteṣv	apramANa DyAna ArUpya samApattizu anaDimuktAH, SUnyatA nimitta apraNihitezu 
   anadhimuktāḥ, aṣṭavimokṣanavānupūrvavihārasamāpattiṣv anadhimuktāḥ,	anaDimuktAH, azwa vimokza nava anupUrva vihAra samApattizu anaDimuktAH,
   daśatathāgatabaleṣu caturṣu vaiśāradyeṣu catasṛṣu pratisaṃvitsu pañcasv	daSa taTAgata balezu caturzu vESAradyezu catasRzu pratisaMvitsu paQcasv
   abhijñāsu nādhimuktāḥ, aṣṭādaśasv āveṇikeṣu buddhadharmeṣu nādhimuktāḥ. ye	aBijQAsu na aDimuktAH, azwAdaSasu AveNikezu budDa Darmezu na aDimuktAH. ye
   pratikṣipeyur iti nātrāścaryam. namaskaromi bhagavatyai prajñāpāramitāyai	pratikzipeyuH iti na atra AScaryam. namaskaromi BagavatyE prajQApAramitAyE
   sarvajñajñānasya sa namaskāraṃ karoti yaḥ prajñāpāramitāyā namaskāraṃ	sarvajQa jQAnasya sa namaskAram karoti yaH prajQApAramitAyAH namaskAram
   karoti.	karoti.
   atha khalu bhagavān śakraṃ devānām indram etad avocat: evam etat	aTa Kalu BagavAn Sakram devAnAm indram etat avocat: evam etat 
   kauśikaivam etat. sarvajñajñānasya sa namaskāraṃ karoti, yaḥ	kOSika evam etat. sarvajQa jQAnasya sa namaskAram karoti, yaH
   prajñāpāramitāyā namaskāraṃ karoti. tat kasya hetoḥ? ato nirjātā hi	prajQApAramitAyAH namaskAram karoti. tat kasya hetoH? atas nirjAtAH hi
   kauśika buddhānāṃ bhagavatāṃ sarvākārajñatā, sarvākārajñatānirjātā ca	kOSika budDAnAm BagavatAm sarva AkAra jQa tA, sarva AkAra jQa tA nirjAtA ca
   prajñāpāramitā prabhāvyante. sarvajñatāṃ kauśikātikramitukāmena	prajQApAramitA praBAvi ante. sarvajQa tAm kOSika atikramitu kAmena
   kulaputreṇa vā kuladuhitrā vā prajñāpāramitāyāṃ sthātavyam, evaṃ	kula putreNa vA kula duhitrA vA prajQApAramitAyAm sTAtavyam, evam
   mārgajñatāyāṃ sthātukāmena sarvākārajñatājñānam utpādayitukāmena	mArga jQa tAyAm sTAtu kAmena sarva AkAra jQa tA jQAnam utpAdayitu kAmena
   sarvavāsanānusaṃdhikleśān samudghātayitukāmenānuttarāṃ samyaksaṃbodhim	sarva vAsanA anusaMDi kleSAn samudGAtayitu kAmena anuttarAm samyaksaMboDim
   abhisaṃboddhukāmena dharmacakraṃ pravartayitukāmena kulaputreṇa vā	aBisaMbodDu kAmena Darma cakram pravartayitu kAmena kula putreNa vA
   kuladuhitrā vā prajñāpāramitāyāṃ sthātavyam, evaṃ srotaāpattiphale sattvān	kula duhitrA vA prajQApAramitAyAm sTAtavyam, evam srotaApatti Pale sattvAn
   sthāpayitukāmena sakṛdāgāmiphale anāgāmiphale arhattve sattvān	sTApayitu kAmena sakRdAgAmi Pale anAgAmi Pale arhat tve sattvAn
   sthāpayitukāmena pratyekāyāṃ bodhau sattvān pratiṣṭhāpayitukāmena,	sTApayitu kAmena pratyekAyAm boDO sattvAn pratizWApayitu kAmena,
   anuttarāyāṃ samyaksaṃbodhau sattvān pratiṣṭhāpayitukāmena, bhikṣusaṃghaṃ	anuttarAyAm samyaksaMboDO sattvAn pratizWApayitukAmena, Bikzu saMGam
   parikarṣayitukāmena iha bodhisattvena mahāsattvena prajñāpāramitāyāṃ yogam	parikarzayitu kAmena iha boDisattvena mahAsattvena prajQApAramitAyAm yogam
   āpattavyam.	Apattavyam.
   (PSP_4:11)	(PSu _4:11)
   evam ukte śakro devānām indro bhagavantam etad avocat: kathaṃ bhagavan	evam ukte SakraH devAnAm indraH Bagavantam etat avocat: kaTam Bagavan
   bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ pratiṣṭhito bhavati? kathaṃ vā	boDisattvaH mahAsattvaH prajQApAramitAyAm pratizWitaH Bavati? kaTam vA
   yujyate? evaṃ dhyānapāramitāyāṃ vīryapāramitāyāṃ kṣāntipāramitāyāṃ	yujyate? evam DyAna pAramitAyAm vIrya pAramitAyAm kzAnti pAramitAyAm
   śīlapāramitāyāṃ, kathaṃ dānapāramitāyāṃ pratiṣṭhito bhavati? kathaṃ vā	SIla pAramitAyAn, kaTam dAna pAramitAyAm pratizWitaH Bavati? kaTam vA
   yogam āpadyate? kathaṃ vā prajñāpāramitāyāṃ carann adhyātmaśūnyatāyāṃ	yogam Apadyate? kaTam vA prajQApAramitAyAm caran aDyAtma SUnyatAyAm
   yogam āpadyate yāvad abhāvasvabhāvaśūnyatāyāṃ yogam āpadyate? kathaṃ	yogam Apadyate yAvat aBAva svaBAva SUnyatAyAm yogam Apadyate? kaTam
   bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāñ caran	Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAn caran
   saptatriṃsadbodhipakṣeṣu dharmeṣu yogam āpadyate? evam	saptatriMsat boDi pakzezu Darmezu yogam Apadyate? evam
   apramāṇadhyānārūpyasamāpattiṣu. kathaṃ śūnyatānimittāpraṇihiteṣu yogam	apramANa DyAna ArUpya samApattizu. kaTam SUnyatA nimitta apraNihitezu yogam
   āpadyate? evam aṣṭavimokṣeṣu navānupūrvavihārasamāpattiṣu yogam āpadyate.	Apadyate? evam azwa vimokzezu nava anupUrva vihAra samApattizu yogam Apadyate.
   katham abhijñāsu yogam āpadyate? evaṃ daśasu tathāgatabaleṣu caturṣu	kaTam aBijQAsu yogam Apadyate? evam daSasu taTAgata balezu caturzu
   vaiśāradyeṣu catasṛṣu pratisaṃvitsu. katham aṣṭādaśasv āveṇikeṣu	vESAradyezu catasRzu pratisaMvitsu. kaTam azwAdaSasu AveNikezu
   buddhadharmeṣu prajñāpāramitāyāñ caran yogam āpadyante bodhisattvo	budDa Darmezu prajQApAramitAyAn caran yogam Apadyante boDisattvaH 
   mahāsattvaḥ?	mahAsattvaH?
   evam ukte bhagavān śakraṃ devānām indram etad avocat: sādhu sādhu kauśika	evam ukte BagavAn Sakram devAnAm indram etat avocat: sADu sADu kOSika
   sādhu khalu punas tvaṃ kauśika yas tvaṃ tathāgatam etam arthaṃ	sADu Kalu punar tvam kOSika yaH tvam taTAgatam etam arTam
   paripraśnīkartavyaṃ manyase. idam api te kauśika buddhānubhāvena	paripraSnIkartavyam manyase. idam api te kOSika budDa anuBAvena
   pratibhānam utpannam. tena hi kauśika śṛṇu sādhu ca suṣṭhu ca manasikuru	pratiBAnam utpannam. tena hi kOSika SRNu sADu ca suzWu ca manasikuru
   bhāṣiṣye 'haṃ te. iti catvāraḥ prayoktākāraḥ	BAzizye aham te. iti catvAraH prayokta AkAraH
   iha kauśika bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ caran rūpe na	iha kOSika boDisattvaH mahAsattvaH prajQApAramitAyAm caran rUpe na
   tiṣṭhati, yadā rūpe na tiṣṭhati tadā rūpe na yogam āpadyate,	tizWati, yadA rUpe na tizWati tadA rUpe na yogam Apadyate,
   vedanāsaṃjñāsaṃskāreṣu, vijñāne na tiṣṭhati yadā vijñāne na tiṣṭhati tadā	vedanA saMjQA saMskAra izu, vijQAne na tizWati yadA vijQAne na tizWati tadA
   vijñāne na yogam āpadyate. cakṣuṣi na tiṣṭhati, evaṃ śrotre ghrāṇe	vijQAne na yogam Apadyate. cakzuzi na tizWati, evam Srotre GrANe
   jihvāyāṃ kāye manasi na tiṣṭhati, evaṃ prajñāpāramitāyāṃ yogam āpadyate.	jihvAyAm kAye manasi na tizWati, evam prajQApAramitAyAm yogam Apadyate.
   rūpe na tiṣṭhati, evaṃ śabde gandhe rase spraṣṭavye dharmeṣu na tiṣṭhati,	rUpe na tizWati, evam Sabde ganDe rase sprazwavye Darmezu na tizWati,
   evaṃ prajñāpāramitāyāṃ yogam āpadyate. cakṣurvijñāne na tiṣṭhati,	evam prajQApAramitAyAm yogam Apadyate. cakzuH vijQAne na tizWati,
   cakṣuḥsaṃsparśe na tiṣṭhati, cakṣuḥsaṃsparśapratyayavedayite na tiṣṭhati,	cakzuH saMsparSe na tizWati, cakzuH saMsparSa pratyaya vedayite na tizWati,
   evaṃ śrotraghrāṇajihvākāye manovijñāne na tiṣṭhati, manaḥsaṃsparśe na	evam Srotra GrANa jihvA kAye manaH vijQAne na tizWati, manaH saMsparSe na
   tiṣṭhati, manaḥsaṃsparśapratyayavedayite na tiṣṭhati, evaṃ	tizWati, manaH saMsparSa pratyaya vedayite na tizWati, evam
   prajñāpāramitāyāṃ yogam āpadyate. pṛthivīdhātau na tiṣṭhati, evam abdhātau	prajQApAramitAyAm yogam Apadyate. pRTivI DAtO na tizWati, evam ap DAtO
   tejodhātau vāyudhātau ākāśadhātau (PSP_4:12) vijñānadhātau na tiṣṭhati,	tejaH DAtO vAyu DAtO AkASa DAtO (PSu _4:12) vijQAna DAtO na tizWati,
   evaṃ prajñāpāramitāyāṃ yogam āpadyate. avidyāyāṃ na tiṣṭhati, evaṃ	evam prajQApAramitAyAm yogam Apadyate. avidyAyAm na tizWati, evam
   saṃskāreṣu vijñāne nāmarūpe ṣaḍāyatane sparśe vedanāyāṃ tṛṣṇāyām upādāne	saMskArezu vijQAne nAma rUpe zaz Ayatane sparSe vedanAyAm tRzNAyAm upAdAne
   bhave jātau jarāmaraṇaśokaparidevaduḥkhadaurmanasyopāyāseṣu na tiṣṭhati,	Bave jAtO jarA maraNa Soka parideva duHKa dOrmanasya upAyAsezu na tizWati,
   evaṃ prajñāpāramitāyāṃ yogam āpadyate. dānapāramitāyāṃ na tiṣṭhati, evaṃ	evam prajQApAramitAyAm yogam Apadyate. dAna pAramitAyAm na tizWati, evam
   śīle kṣāntau vīrye dhyāne prajñāpāramitāyāṃ na tiṣṭhati, evaṃ	SIle kzAntO vIrye DyAne prajQApAramitAyAm na tizWati, evam
   prajñāpāramitāyāṃ yogam āpadyate. adhyātmaśūnyatāyāṃ na tiṣṭhati, evaṃ	prajQApAramitAyAm yogam Apadyate. aDyAtma SUnyatAyAm na tizWati, evam
   prajñāpāramitāyāṃ yogam āpadyate yāvad abhāvasvabhāvaśūnyatāyāṃ na	prajQApAramitAyAm yogam Apadyate yAvat aBAva svaBAva SUnyatAyAm na
   tiṣṭhati, evaṃ prajñāpāramitāyāṃ yogam āpadyate. smṛtyupasthāneṣu na	tizWati, evam prajQApAramitAyAm yogam Apadyate. smRti upasTAnezu na
   tiṣṭhati, evaṃ prajñāpāramitāyāṃ yogam āpadyate. evaṃ	tizWati, evam prajQApAramitAyAm yogam Apadyate. evam
   samyakprahāṇarddhipādendriyabalabodhyaṅgamārgeṣu na tiṣṭhati, evaṃ	samyak prahANa RdDi pAda indriya bala boDi aFga mArgezu na tizWati, evam
   prajñāpāramitāyāṃ yogam āpadyate. evaṃ caturṣv apramāṇeṣu caturṣu dhyāneṣu	prajQApAramitAyAm yogam Apadyate. evam caturzu apramANezu caturzu DyAnezu
   catasṛṣv ārūpyasamāpattiṣu pañcasv abhijñāsu śūnyatānimittāpraṇihiteṣv	catasRzu ArUpya samApattizu paQcasu aBijQAsu SUnyatA nimitta apraNihitezu 
   aṣṭāsu vimokṣeṣu navasv anupūrvavihārasamāpattiṣu dhāraṇīmukheṣu na	azwAsu vimokzezu navasu anupUrva vihAra samApattizu DAraNI muKezu na
   tiṣṭhati, evaṃ prajñāpāramitāyāṃ yogam āpadyate. evaṃ daśasu	tizWati, evam prajQApAramitAyAm yogam Apadyate. evam daSasu
   tathāgatabaleṣu vaiśāradyeṣu pratisaṃvitsv aṣṭādaśasv āveṇikeṣu	taTAgata balezu vESAradyezu pratisaMvitsu azwAdaSasu AveNikezu
   buddhadharmeṣu na tiṣṭhati, evaṃ prajñāpāramitāyāṃ yogam āpadyate. tat	budDa Darmezu na tizWati, evam prajQApAramitAyAm yogam Apadyate. tat 
   kasya hetoḥ? tathā hi sa rūpaṃ nopalabhate yatrāvatiṣṭheta yatra vā yogam	kasya hetoH? taTA hi sa rUpam na upalaBate yatra avatizWeta yatra vA yogam
   āpadyate, vedanāsaṃjñāsaṃskārā, vijñānaṃ nopalabhate yatrāvatiṣṭheta yatra	Apadyate, vedanA saMjQA saMskArA, vijQAnam na upalaBate yatra avatizWeta yatra
   vā yogam āpadyate, evaṃ dhātūn āyatanāni pratītyasamutpādāṅgāni pāramitāḥ	vA yogam Apadyate, evam DAtUn AyatanAni pratItyasamutpAda aFgAni pAramitAH
   saptatriṃśadbodhipakṣān dharmān sarvaśūnyatāḥ sarvasamādhīn	saptatriMSat boDi pakzAn DarmAn sarva SUnyatAH sarva samADIn
