   śivopaniṣad	Siva-upanizad-
   kaṭi-yaṣṭer adho-bhāgaṃ $ sthāpya chidra-mayaṃ śubhaiḥ &	kawi-yazweH aDo-BAgam $ sTApya Cidra-mayam SuBEH &
   ābaddhya kīlayed yatnād % yaṣṭy-ardhaṃ ca dhvajā1ṣṭakam // 6.150 //	AbadDya kIlayet yatnAt % yazwi--arDam ca Dvaja-a1zwakam // 6.150 //
   kaṭasya pṛṣṭaṃ sarvatra $ kārayet paṭa-saṃvṛtam &	kawasya pRzwam sarvatra $ kArayet pawa--saMvRtam &
   tat-paṭe ca likhet somaṃ % sa-gaṇaṃ sa-vṛṣaṃ śivam // 6.151 //	tat-pawe ca liKet somam % sa-gaNam sa-vRzam Sivam // 6.151 //
   vicitra-puṣpa-srag-dāmnā $ samantād bhūṣayet kaṭam &	vicitra--puzpa--sraj--dAmnA $ samantAt BUzayet kawam &
   ravakaiḥ kiṅkiṇī-jālair % ghaṇṭā-cāmara-bhūṣitaiḥ // 6.152 //	ravakEH kiFkiNI--jAlEH % GaNwA--cAmara--BUzitEH // 6.152 //
   mahā-pūjā-viśeṣaiś ca $ kautūhala-samanvitam &	mahA--pUjA--viSezEH ca $ kOtUhala--samanvitam &
   vādyā3rambho1pacāreṇa % mārga-śobhāṃ prakalpayet // 6.153 //	vA-adyA3ramBaH-1pacAreNa % mArga--SoBAm prakalpayet // 6.153 //
   tad rathaṃ bhrāmayed yatnād $ rāja-mārgeṇa sarvataḥ &	tat raTam BrAmayet yatnAt $ rAja--mArgeNa sarvatas &
   tataḥ svā3śramam ānīya % sthāpayet tat-samīpataḥ // 6.154 //	tatas svA3Sramam AnIya % sTApayet tat-samIpatas // 6.154 //
   mahā-śabdaṃ tataḥ kuryāt $ tāla-traya-samanvitam &	mahA--Sabdam tatas kuryAt $ tAla-traya--samanvitam &
   tatas tuṣṇīṃ sthite loke % tac-chāntim iha dhārayet // 6.155 //	tatas tuzNIm sTite loke % tac-SAntim iha DArayet // 6.155 //
   śivaṃ tu sarva-jagataḥ $ śivaṃ go-brāhmaṇasya ca &	Sivam tu sarva-jagataH $ Sivam go-brAhmaNasya ca &
   śivam astu nṛpāṇāṃ ca % tad-bhaktānāṃ janasya ca // 6.156 //	Sivam astu nRpANAm ca % tad--BaktAnAm janasya ca // 6.156 //
   rājā vijayam āpnoti $ putra-pautraiś ca vardhatām &	rAjA vijayam Apnoti $ putra--pOtrEH ca varDatAm &
   dharma-niṣṭhaś ca bhavatu % prajānāṃ ca hite rataḥ // 6.157 //	Darma--nizWaH ca Bavatu % prajAnAm ca hite rataH // 6.157 //
   kāla-varṣī tu parjanyaḥ $ sasya-saṃpattir uttamā &	kAla-varzI tu parjanyaH $ sasya--saMpattiH uttamA &
   subhikṣāt kṣemam āpnoti % kārya-siddhiś ca jāyatām // 6.158 //	su-BikzAt kzemam Apnoti % kArya--sidDiH ca jAyatAm // 6.158 //
   doṣāḥ prayāntu nāśaṃ ca $ guṇāḥ sthairyaṃ bhajantu vaḥ &	dozAH prayAntu nASam ca $ guNAH sTEryam Bajantu vaH &
   bahu-kṣīra-yutā gāvo % hṛṣṭa-puṣṭā bhavantu vaḥ // 6.159 //	bahu--kzIra-yutAH gAvaH % hRzwa--puzwAH Bavantu vaH // 6.159 //
   evaṃ śiva-mahā-śāntim $ uccārya jagataḥ kramāt &	evam Siva--mahA--SAntim $ uccArya jagataH kramAt &
   abhivardhya tataḥ śeṣam % aiśvarīṃ sārva-kāmikīm // 6.160 //	aBivarDya tatas Sezam % ESvarIm sArva-kAmikIm // 6.160 //
   śiva-mālāṃ samādāya $ sa-dāsī-paricārikaḥ &	Siva-mAlAm samAdAya $ sa-dAsI--paricArikaH &
   phalair bhakṣaiś ca saṃyuktāṃ % gṛhya pātrīṃ niveśayet // 6.161 //	PalEH BakzEH ca saMyuktAm % gRhya pAtrIm niveSayet // 6.161 //
   pātrīṃ ca dhārayen mūrdhnā $ so1ṣṇīṣāṃ deva-putrakaḥ &	pAtrIm ca DArayet mUrDnA $ so1zNIzAm deva-putrakaH &
   alaṃ-kṛtaḥ śukla-vāsā % dhārmikaḥ satataṃ śuciḥ // 6.162 //	alaM-kRtaH Sukla--vAsAH % DArmikaH satatam SuciH // 6.162 //
   tataś ca tāṃ samutkṣipya $ pāṇinā dhārayed budhaḥ &	tatas ca tAm samutkzipya $ pANinA DArayet buDaH &
   prabrūyād aparaś cā7tra % śiva-dharmasya bhājakaḥ // 6.163 //	prabrUyAt aparaH ca-a7tra % Siva-Darmasya BAjakaH // 6.163 //
   toyaṃ yathā ghaṭī-saṃstham $ ajasraṃ kṣarate tathā &	toyam yaTA GawI--saMsTam $ ajasram kzarate taTA &
   kṣarate sarva-lokānāṃ % tadvad āyur ahar-niśam // 6.164 //	kzarate sarva--lokAnAm % tadvat AyuH ahar-niSam // 6.164 //
   yadā sarvaṃ parityajya $ gantavyam avaśair dhruvam &	yadA sarvam parityajya $ gantavyam avaSEH Druvam &
   tadā na dīyate kasmāt % pātheyā1rtham idaṃ dhanam // 6.165 //	tadA na dIyate kasmAt % pATeya-A1rTam idam Danam // 6.165 //
   kalatra-putra-mitrāṇi $ pitā mātā ca bāndhavāḥ &	kalatra-putra-mitrANi $ pitA mAtA ca bAnDavAH &
   tiṣṭhanti na mṛtasyā7rthe % para-loke dhanāni ca // 6.166 //	tizWanti na mRtasya-a7rTe % para-loke DanAni ca // 6.166 //
   nā7sti dharma-samaṃ mitraṃ $ nā7sti dharma-samaḥ sakhā &	na-a7sti Darma-samam mitram $ na-a7sti Darma-samaH saKA &
   yataḥ sarvaiḥ parityaktaṃ % naraṃ dharmo 'nugacchati // 6.167 //	yatas sarvEH parityaktam % naram DarmaH anugacCati // 6.167 //
   tasmād dharmaṃ samuddiśya $ yaḥ śeṣām abhivardhayet &	tasmAt Darmam samuddiSya $ yaH SezAm aBivarDayet &
   samasta-pāpa-nirmuktaḥ % śiva-lokaṃ sa gacchati // 6.168 //	samasta-pApa--nirmuktaH % Siva-lokam sa gacCati // 6.168 //
   upary upari vittena $ yaḥ śeṣām abhivardhayet &	upari upari vittena $ yaH SezAm aBivarDayet &
   tasye7yam uttamā deyā % yataś cā7nyā na vardhate // 6.169 //	tasya-i7yam uttamA deyA % yatas ca-a7nyA na varDate // 6.169 //
   ity evaṃ madhyamāṃ śeṣāṃ $ vardhayed vā kanīyasīm &	iti evam maDyamAm SezAm $ varDayet vA kanIyasIm &
   tatas teṣāṃ pradātavyā % sarva-śokasya śāntaye // 6.170 //	tatas tezAm pradAtavyA % sarva-Sokasya SAntaye // 6.170 //
   yeno7ttamā gṛhītā syāc $ śiva-śeṣā mahīyasī &	yena-u7ttamA gRhItA syAt $ Siva-SezAH mahIyasI &
   prāpaṇīyā gṛhaṃ tasya % tathai9va śirasā vṛtā // 6.171 //	prApaNIyAH gRham tasya % taTA-e9va SirasA vRtAH // 6.171 //
   dhvaja-cchattra-vimānā3dyair $ mahā-vāditra-niḥsvanaiḥ &	Dvaja-=-Cattra--vimAna-A3dyEH $ mahA-vAditra--niHsvanEH &
   gṛha-dvāraṃ tataḥ prāptam % arcayitvā niveśayet // 6.172 //	gRha-dvAram tatas prAptam % arcayitvA niveSayet // 6.172 //
   dadyād gotra-kalatrāṇāṃ $ bhṛtyānāṃ sva-janasya ca &	dadyAt gotra--kalatrANAm $ BRtyAnAm sva--janasya ca &
   tarpayec cā8natān(?) bhaktyā % vāditra-dhvaja-vāhakān // 6.173 //	tarpayet ca-a8natAn(?) BaktyA % vAditra--Dvaja--vAhakAn // 6.173 //
   evam ādīyate bhaktyā $ yaḥ śivasyo7ttamā gṛhe &	evam AdIyate BaktyA $ yaH Sivasya-u7ttamAH gRhe &
   śobhayā rāja-mārgeṇa % tasya dharma-phalaṃ śṛṇu // 6.174 //	SoBayA rAja--mArgeNa % tasya Darma-Palam SRNu // 6.174 //
   samasta-pāpa-nirmuktaḥ $ samasta-kula-saṃyutaḥ &	samasta-pApa--nirmuktaH $ samasta--kula--saMyutaH &
   śiva-lokam avāpnoti % sa-bhṛtya-paricārakaḥ // 6.175 //	Siva-lokam avApnoti % sa-BRtya--paricArakaH // 6.175 //
   tatra divyair mahā-bhogair $ vimānaiḥ sārva-kāmikaiḥ &	tatra divyEH mahA--BogEH $ vimAnEH sArva--kAmikEH &
   kalpānāṃ krīḍate koṭim % ante nirvāṇam āpnuyāt // 6.176 //	kalpAnAm krIxate kowim % ante nirvANam ApnuyAt // 6.176 //
   rathasya yātrāṃ yaḥ kuryād $ ity evam upaśobhayā &	raTasya yAtrAm yaH kuryAt $ iti evam upaSoBayA &
   bhakṣa-bhojya-pradānaiś ca % tat-phalaṃ śṛnu yatnataḥ // 6.177 //	Bakza--Bojya--pradAnEH ca % tat-Palam SRnu yatnatas // 6.177 //
   aśeṣa-pāpa-nirmuktaḥ $ sarva-bhṛtya-samanvitaḥ &	aSeza-pApa--nirmuktaH $ sarva-BRtya--samanvitaH &
   kula-triṃśakam uddhṛtya % suhṛdbhiḥ svajanaiḥ saha // 6.178 //	kula-triMSakam udDRtya % suhRdBiH sva-janEH saha // 6.178 //
   sarva-kāma-yutair divyaiḥ $ sva-cchanda-gamanā3layaiḥ &	sarva-kAma--yutEH divyEH $ sva-=-Canda--gamana-a3layEH &
   mahā-vimānaiḥ śrīmadbhir % divya-strī-parivāritaḥ // 6.179 //	mahA--vimAnEH SrImadBiH % divya--strI--parivAritaH // 6.179 //
   icchayā krīḍate bhogaiḥ $ kalpa-koṭiṃ śive pure &	icCayA krIxate BogEH $ kalpa--kowim Sive pure &
   jñāna-yogaṃ tataḥ prāpya % saṃsārād avamucyate // 6.180 //	jQAna--yogam tatas prApya % saMsArAt avamucyate // 6.180 //
   śivasya rathayātrāyām $ upavāsa-paraḥ kṣamī &	Sivasya raTa-yAtrAyAm $ upavAsa--paraH kzamI &
   purataḥ pṛṣṭhato vā9pi % gacchaṃs tasya phalaṃ śṛṇu // 6.181 //	puratas pRzWatas vA-a9pi % gacCan tasya Palam SRNu // 6.181 //
   aśeṣa-pāpa-nirmuktaḥ $ śuddhaḥ śiva-puraṃ gataḥ &	aSeza-pApa--nirmuktaH $ SudDaH Siva-puram gataH &
   mahā-ratho1pamair yānaiḥ % kalpā1śītiṃ pramodateä // 6.182 //	mahA-raTa-u1pamEH yAnEH % kalpA1-SItim pramodateä // 6.182 //
   dhvaja-cchattra-patākābhir $ dīpa-darpaṇa-cāmaraiḥ &	Dvaja-=-Cattra--patAkABiH $ dIpa-darpaNa--cAmarEH &
   dhūpair vitāna-kalaśair % upaśobhā sahasraśaḥ // 6.183 //	DUpEH vitAna---kalaSEH % upaSoBA sahasraSas // 6.183 //
   gṛhītvā yāti purataḥ $ sve1cchayā vā pare1cchayā &	gRhItvA yAti puratas $ sve1cCayA vA pare1cCayA &
   saṃparkāt kautukāl lābhāc % chiva-loke vrajante te // 6.184 //	saMparkAt kOtukAt lABAt % Civa-loke vrajante te // 6.184 //
   śivasya ratha-yātrāṃ tu $ yaḥ prapaśyati bhaktitaḥ &	Sivasya raTa--yAtrAm tu $ yaH prapaSyati BaktitaH &
   prasaṅgāt kautukād vā9pi % te 'pi yānti śivaṃ puram // 6.185 //	prasaFgAt kOtukAt vA-a9pi % te api yAnti Sivam puram // 6.185 //
   nānā-yatnā3di-śeṣā1nte $ nānā-prekṣaṇakāni ca &	nAnA--yatnA3-di-Seza-a1nte $ nAnA--prekzaNakAni ca &
   kurvīta ratha-yātrāyāṃ % ramate ca vibhūṣitā // 6.186 //	kurvIta raTa-yAtrAyAm % ramate ca viBUzitA // 6.186 //
   te bhogair vividhair divyaiḥ $ śivā3sannā gaṇe3śvarāḥ &	te BogEH viviDEH divyEH $ SivA3sannAH gaNe3SvarAH &
   krīḍanti rudra-bhavane % kalpānāṃ viṃśatīr narāḥ // 6.187 //	krIxanti rudra--Bavane % kalpAnAm viMSatIH narAH // 6.187 //
   mahatā jñāna-saṅghena $ tasmāc chiva-rathena ca &	mahatA jQAna--saFGena $ tasmAt Siva-raTena ca &
   pṛthak-jīvā mṛtā yānti % śiva-lokaṃ na saṃśayaḥ // 6.188 //	pRTak-jIvAH mRtAH yAnti % Siva-lokam na saMSayaH // 6.188 //
   śrī-parvate mahā-kāle $ vārāṇasyāṃ mahā4laye &	SrI--parvate mahA-kAle $ vArANasyAm mahA4laye &
   jalpe3śvare kuru-kṣetre % kedāre maṇḍale3śvare // 6.189 //	jalpe3Svare kuru-kzetre % kedAre maNxale3Svare // 6.189 //
   go-karṇe bhadra-karṇe ca $ śaṅku-karṇe sthale3śvare &	go-karNe Badra-karNe ca $ SaFku-karNe sTale3Svare &
   bhīme3śvare suvarṇā1kṣe % kālañjara-vane tathā // 6.190 //	BIme3Svare suvarNa-a1kze % kAlaQjara--vane taTA // 6.190 //
   evam ādiṣu cā7nyeṣu $ śiva-kṣetreṣu ye mṛtāḥ &	evam Adizu ca-a7nyezu $ Siva-kzetrezu ye mRtAH &
   jīvāś carā1carāḥ sarve % śiva-lokaṃ vrajanti te // 6.191 //	jIvAH cara-a1carAH sarve % Siva-lokam vrajanti te // 6.191 //
   prayāgaṃ kāmikaṃ tīrtham $ avimuktaṃ tu naiṣṭhikam &	prayAgam kAmikam tIrTam $ avimuktam tu nEzWikam &
   śrī-parvataṃ ca vijñeyam % ihā7mutra ca siddhi-dam // 6.192 //	SrI--parvatam ca vijQeyam % iha-a7mutra ca sidDi-dam // 6.192 //
   prasaṅgenā7pi yaḥ paśyed $ anyatra prasthitaḥ kvacit &	prasaFgena-a7pi yaH paSyet $ anyatra prasTitaH kvacid &
   śrī-parvataṃ mahā-puṇyaṃ % so 'pi yāti śivaṃ puram // 6.193 //	SrI--parvatam mahA--puNyam % saH api yAti Sivam puram // 6.193 //
   vrajed yaḥ śiva-tīrthāni $ sarva-pāpaiḥ pramucyate &	vrajet yaH Siva-tIrTAni $ sarva-pApEH pramucyate &
   pāpa-yuktaḥ śiva-jñānaṃ % prāpya nirvāṇam āpnuyāt // 6.194 //	pApa--yuktaH Siva-jQAnam % prApya nirvANam ApnuyAt // 6.194 //
   tīrtha-sthāneṣu yaḥ śrāddhaṃ $ śiva-rātre prayatnataḥ &	tIrTa--sTAnezu yaH SrAdDam $ Siva-rAtre prayatnataH &
   kalpayitvā9nusāreṇa % kālasya viṣuvasya ca // 6.195 //	kalpayitvA-a9nusAreNa % kAlasya vizuvasya ca // 6.195 //
   tīrtha-yātrā-gataṃ śāntaṃ $ hāhā-bhūtam acetanam &	tIrTa-yAtrA--gatam SAntam $ hAhA--BUtam acetanam &
   kṣut-pipāsā3turaṃ loke % pāṃsu-pādaṃ tvarā1nvitam // 6.196 //	kzut--pipAsA-3turam loke % pAMsu-pAdam tvarA-a1nvitam // 6.196 //
   saṃtarpayitvā yatnena $ mlāna-lakṣmīm ivā7mbubhiḥ &	saMtarpayitvA yatnena $ mlAna--lakzmIm iva-a7mbuBiH &
   pādyā3sana-pradānena % kas tena puruṣaḥ samaḥ // 6.197 //	pAdyA3sana--pradAnena % kaH tena puruzaH samaH // 6.197 //
   aśnanti yāvat tat-piṇḍaṃ $ tīrtha-nirdhūta-kalmaṣāḥ &	aSnanti yAvat tat---piNxam $ tIrTa--nirDUta--kalmazAH &
   tāvad-varṣa-sahasrāṇi % tad-dātās te śive pure // 6.198 //	tAvat--varza--sahasrANi % tad--dAtAH te Sive pure // 6.198 //
   dadyād yaḥ śiva-sattrā1rthaṃ $ mahiṣīṃ su-payasvinīm &	dadyAt yaH Siva--sattra-a1rTam $ mahizIm su-payasvinIm &
   modate sa śive loke % yuga-koṭi-śataṃ naraḥ // 6.199 //	modate sa Sive loke % yuga--kowi--Satam naraH // 6.199 //
   ārtāya śiva-bhaktāya $ dadyād yaḥ su-payasvinīm &	ArtAya Siva-BaktAya $ dadyAt yaH su-payasvinIm &
   ajām ekāṃ su-puṣṭā1ṅgīṃ % tasya puṇya-phalaṃ śṛṇu // 6.200 //	ajAm ekAm su-puzwa-a1FgIm % tasya puNya-Palam SRNu // 6.200 //
   yāvat tad-roma-saṃkhyānaṃ $ tat-prasūti-kuleṣu ca &	yAvat tad--roma--saMKyAnam $ tat--prasUti-kulezu ca &
   tāvad-varṣa-sahasrāṇi % rudra-loke mahīyate // 6.201 //	tAvat--varza--sahasrANi % rudra--loke mahIyate // 6.201 //
   mṛdu-romā1ñcitāṃ kṛṣṇāṃ $ nivedya gurave naraḥ &	mRdu--roma-a1QcitAm kRzNAm $ nivedya gurave naraH &
   romṇi romṇi suvarṇasya % dattasya phalam āpnuyāt // 6.202 //	romNi romNi suvarNasya % dattasya Palam ApnuyAt // 6.202 //
   gajā1śva-ratha-saṃyuktair $ vimānaiḥ sārva-kāmikaiḥ &	gajA1Sva--raTa--saMyuktEH $ vimAnEH sArva--kAmikEH &
   sā1nugaḥ krīḍate bhogaiḥ % kalpa-koṭiṃ śive pure // 6.203 //	sa-a1nugaH krIxate BogEH % kalpa--kowim Sive pure // 6.203 //
   nivedyā7śvataraṃ puṣṭam $ aduṣṭaṃ gurave naraḥ &	nivedya-a7Svataram puzwam $ aduzwam gurave naraH &
   saṃgatiṃ so1pakaraṇaṃ % bhogān bhuṅkte śive pure // 6.204 //	saMgatim sa-u1pakaraNam % BogAn BuFkte Sive pure // 6.204 //
   divyā1śva-yuktaiḥ śrīmadbhir $ vimānaiḥ sārva-kāmikaiḥ &	divyA1-Sva--yuktEH SrImadBiH $ vimAnEH sArva--kAmikEH &
   koṭiṃ koṭiṃ ca kalpānāṃ % tad-ante syān mahī-patiḥ // 6.205 //	kowim kowim ca kalpAnAm % tad--ante syAt mahI--patiH // 6.205 //
   api yojana-mātrāya $ śibikāṃ parikalpayet &	api yojana---mAtrAya $ SibikAm parikalpayet &
   guroḥ śāntasya dāntasya % tasya puṇya-phalaṃ śṛṇu // 6.206 //	guroH SAntasya dAntasya % tasya puNya-Palam SRNu // 6.206 //
   vimānānāṃ sahasreṇa $ sarva-kāma-yutena ca &	vimAnAnAm sahasreNa $ sarva-kAma--yutena ca &
   kalpa-koṭy-ayutaṃ sā1graṃ % bhogān bhuṅkte śive pure // 6.207 //	kalpa--kowI--ayutam sa-a1gram % BogAn BuFkte Sive pure // 6.207 //
   chāgaṃ meṣaṃ mayūraṃ ca $ kukkuṭaṃ śārikāṃ śukam &	CAgam mezam mayUram ca $ kukkuwam SArikAm Sukam &
   bāla-krīḍanakān etān % ity ādyān aparān api // 6.208 //	bAla--krIxanakAn etAn % iti AdyAn aparAn api // 6.208 //
   nivedayitvā skandāya $ tat-sāyujyam avāpnuyāt &	nivedayitvA skandAya $ tat--sAyujyam avApnuyAt &
   bhuktvā tu vipulān bhogāṃs % tad-ante syād dvijo1ttamaḥ // 6.209 //	BuktvA tu vipulAn BogAn % tad--ante syAt dvijaH-1ttamaH // 6.209 //
   musalo1lūkhalā3dyāni $ gṛho1pakaraṇāni ca &	musalaH-1lUKalA-a3dyAni $ gRha-u1pakaraNAni ca &
   dadyāc chiva-gṛhasthebhyas % tasya pūṇya-phalaṃ śṛṇu // 6.210 //	dadyAt Siva-gRhasTeByaH % tasya pUNya--Palam SRNu // 6.210 //
   pratyekaṃ kalpam ekai1kaṃ $ gṛho1pakaraṇair naraḥ &	pratyekam kalpam ekE1kam $ gRha-u1pakaraNEH naraH &
   ante divi vased bhogais % tad-ante ca gṛhī bhavet // 6.211 //	ante divi vaset BogEH % tad--ante ca gRhI Bavet // 6.211 //
   kharjūra-tāla-pattrair vā $ carmaṇā vā sukalpitam &	KarjUra-tAla-pattrEH vA $ carmaNA vA su-kalpitam &
   dattvā koṭy-āsanaṃ vṛttaṃ % śiva-lokam avāpnuyāt // 6.212 //	dattvA kowI--Asanam vRttam % Siva-lokam avApnuyAt // 6.212 //
   prātar-nīhāra-velāyāṃ $ hemante śiva-yoginām &	prAtar-nIhAra--velAyAm $ hemante Siva-yoginAm &
   kṛtvā pratāpanāyā7gniṃ % śiva-loke mahīyate // 6.213 //	kRtvA pratApanAya-a7gnim % Siva-loke mahIyate // 6.213 //
   sūryā1yuta-prabhā-dīptair $ vimānaiḥ sārva-kāmikaiḥ &	sUrya-a1yuta--praBA--dIptEH $ vimAnEH sArva--kAmikEH &
   kalpa-koṭi-śataṃ bhogān % bhuktvā sa tu mahī-patiḥ // 6.214 //	kalpa--kowi--Satam BogAn % BuktvA sa tu mahI--patiH // 6.214 //
   yaḥ prāntaraṃ videśaṃ vā $ gacchantaṃ śiva-yoginam &	yaH prAntaram videSam vA $ gacCantam Siva-yoginam &
   bhojayīta yathā-śaktyā % śiva-loke mahīyate // 6.215 //	BojayIta yaTA-SaktyA % Siva-loke mahIyate // 6.215 //
   yaś chattraṃ dhārayed grīṣme $ gacchate śiva-yogine &	yaH Cattram DArayet grIzme $ gacCate Siva-yogine &
   sa mṛtaḥ pṛthivīṃ kṛtsnām % eka-cchattrām avāpnuyāt // 6.216 //	sa mRtaH pRTivIm kRtsnAm % eka-cCattrAm avApnuyAt // 6.216 //
   yaḥ samuddharate mārge $ mātro1pakaraṇā3sanam &	yaH samudDarate mArge $ mAtrA-u1pakaraNa-a3sanam &
   śiva-yoga-pravṛttasya % tasya puṇya-phalaṃ śṛṇu // 6.217 //	Siva-yoga--pravRttasya % tasya puNya-Palam SRNu // 6.217 //
   kalpā1yutaṃ naraḥ sā1graṃ $ bhuktvā bhogāñ chive pure &	kalpA1-yutam naraH sa-a1gram $ BuktvA BogAn Cive pure &
   tad-ante prāpnuyād rājyaṃ % sarvai1śvarya-samanvitam // 6.218 //	tad--ante prApnuyAt rAjyam % sarvE1Svarya--samanvitam // 6.218 //
   abhyaṅgo1dvartanaṃ snānam $ ārtasya śiva-yoginaḥ &	aByaFgaH-1dvartanam snAnam $ Artasya Siva--yoginaH &
   kṛtvā0pnoti mahā-bhogān % kalpāñ chiva-pure naraḥ // 6.219 //	kRtvA-a0pnoti mahA-BogAn % kalpAn Civa-pure naraH // 6.219 //
   apanīya samucchiṣṭaṃ $ bhaktitaḥ śiva-yoginām &	apanIya samucCizwam $ BaktitaH Siva-yoginAm &
   daśa-dhenu-pradānasya % phalam āpnoti mānavaḥ // 6.220 //	daSa-Denu--pradAnasya % Palam Apnoti mAnavaH // 6.220 //
   pañca-gavya-samaṃ jñeyam $ ucchiṣṭaṃ śiva-yoginām &	paQca-gavya--samam jQeyam $ ucCizwam Siva-yoginAm &
   tad bhuktvā labhate śuddhiṃ % mahataḥ pātakād api // 6.221 //	tat BuktvA laBate SudDim % mahataH pAtakAt api // 6.221 //
   nārī ca bhuktvā sat-putraṃ $ kulā3dhāraṃ guṇā1nvitam &	nArI ca BuktvA sat-putram $ kulA3-DAram guNa-a1nvitam &
   rājya-yogyaṃ dhanā3ḍhyaṃ ca % prāpnuyād dharma-tat-param // 6.222 //	rAjya--yogyam DanA3Xyam ca % prApnuyAt Darma--tat--param // 6.222 //
   yaś ca yāṃ śiva-yajñāya $ gṛha-sthaḥ parikalpayet &	yaH ca yAm Siva-yajQAya $ gRha-sTaH parikalpayet &
   śiva-bhakto 'sya mahataḥ % paramaṃ phalam āpnuyāt // 6.223 //	Siva--BaktaH asya mahataH % paramam Palam ApnuyAt // 6.223 //
   śivo1māṃ ca prayatnena $ bhaktyā9bdaṃ yo 'nupālayet &	SivaH-1mAm ca prayatnena $ BaktyA-a9bdam yaH anupAlayet &
   gavāṃ lakṣa-pradānasya % saṃpūrṇaṃ phalam āpnuyāt // 6.224 //	gavAm lakza--pradAnasya % saMpUrNam Palam ApnuyAt // 6.224 //
   prātaḥ pradadyāt sa-ghṛtaṃ $ sukṛtaṃ bāla-piṇḍakam &	prAtar pradadyAt sa-GRtam $ sukRtam bAla--piNxakam &
   dūrvāṃ ca bāla-vatsānāṃ(?) % tasya puṇya-phalaṃ śṛṇu // 6.225 //	dUrvAm ca bAla-vatsAnAM(?) % tasya puNya-Palam SRNu // 6.225 //
   yāvat tad-bāla-vatsānāṃ $ pānā3hāraṃ prakalpayet &	yAvat tad--bAla--vatsAnAm $ pAnA3hAram prakalpayet &
   tāvad-aṣṭā1yutān pūrvair % bhogān bhuṅkte śive pure // 6.226 //	tAvat--azwa-a1yutAn pUrvEH % BogAn BuFkte Sive pure // 6.226 //
   vidhavā1nātha-vṛddhānāṃ $ pradadyād yaḥ prajīvanam &	viDavA1-nATa--vRdDAnAm $ pradadyAt yaH prajIvanam &
   ā-bhūta-ssaṃplavaṃ yāvac % chiva-loke mahīyate // 6.227 //	A-BUta-ssaMplavam yAvat % Civa-loke mahIyate // 6.227 //
   dadyād yaḥ sarva-jantūnām $ āhāram anuyatnataḥ &	dadyAt yaH sarva-jantUnAm $ AhAram anuyatnataH &
   triḥ pṛthvīṃ ratna-saṃpūrṇāṃ % yad dattvā tat phalaṃ labhet // 6.228 //	tris pRTvIm ratna--saMpUrNAm % yat dattvA tat Palam laBet // 6.228 //
   vinaya-vrata-dānāni $ yāni siddhāni lokataḥ &	vinaya-vrata--dAnAni $ yAni sidDAni lokataH &
   tāni tenai7va vidhinā % śiva-mantreṇa kalpayet // 6.229 //	tAni tena-e7va viDinA % Siva-mantreNa kalpayet // 6.229 //
   nivedayīta rudrāya $ rudrāṇyāḥ ṣaṇmukhasya ca &	nivedayIta rudrAya $ rudrANyAH zaNmuKasya ca &
   prāpnuyād vipulān bhogān % divyāñ chiva-pure naraḥ // 6.230 //	prApnuyAt vipulAn BogAn % divyAn Civa-pure naraH // 6.230 //
   punar yaḥ kartarīṃ dadyāt $ keśa-kleśā1panuttaye &	punar yaH kartarIm dadyAt $ keSa--kleSa-a1panuttaye &
   sarva-kleśa-vinirmuktaḥ % śiva-loke sukhī bhavet // 6.231 //	sarva--kleSa--vinirmuktaH % Siva-loke suKI Bavet // 6.231 //
   nāsikā-śodhanaṃ dadyāt $ saṃdaṃśaṃ śiva-yogine &	nAsikA-SoDanam dadyAt $ saMdaMSam Siva-yogine &
   varṣa-koṭiṃ mahā-bhogaiḥ % śiva-loke mahīyate // 6.232 //	varza--kowim mahA-BogEH % Siva-loke mahIyate // 6.232 //
   nakha-cchedanakaṃ dattvā $ śiva-loke mahīyate &	naKa--=-Cedanakam dattvA $ Siva-loke mahIyate &
   varṣa-lakṣaṃ mahā-bhogaiḥ % śiva-loke mahīyate // 6.233 //	varza-lakzam mahA-BogEH % Siva-loke mahIyate // 6.233 //
   dattvā9ñjana-śalākāṃ vā $ lohā3dyāṃ śiva-yogine &	dattvA-a9Qjana--SalAkAm vA $ lohA3dyAm Siva-yogine &
   bhogāñ chiva-pure prāpya % jñāna-cakṣur avāpnuyāt // 6.234 //	BogAn Civa-pure prApya % jQAna-cakzuH avApnuyAt // 6.234 //
   karṇa-śodhanakaṃ dattvā $ lohā3dyaṃ śiva-yogine &	karNa-SoDanakam dattvA $ lohA3dyam Siva-yogine &
   varṣa-koṭiṃ mahā-bhogaiḥ % śiva-loke mahīyate // 6.235 //	varza--kowim mahA-BogEH % Siva-loke mahIyate // 6.235 //
   dadyād yaḥ śiva-bhaktāya $ sūcīṃ kaupīna-śodhanīm &	dadyAt yaH Siva-BaktAya $ sUcIm kOpIna--SoDanIm &
   varṣa-lakṣaṃ sa lakṣā1rdhaṃ % śiva-loke mahīyate // 6.236 //	varza-lakzam sa lakza-a1rDam % Siva-loke mahIyate // 6.236 //
   nivedya śiva-yogibhyaḥ $ sūcikaṃ sūtra-saṃyutam &	nivedya Siva-yogiByaH $ sUcikam sUtra--saMyutam &
   varṣa-lakṣaṃ mahā-bhogaiḥ % krīḍate sa śive pure // 6.237 //	varza-lakzam mahA-BogEH % krIxate sa Sive pure // 6.237 //
