   BhP_11.01.001/0 śrī-śuka uvāca	BhP_11.01.001/0 SrI-SukaH uvAca
   BhP_11.02.043/3 bhavanti vai bhāgavatasya rājaṃs tataḥ parāṃ śāntim upaiti	Bhu-_11.02.043/3 Bavanti vE BAgavatasya rAjan tatas parAm SAntim upEti
   sākṣāt	sAkzAt-
   BhP_11.02.044/0 śrī-rājovāca	Bhu-_11.02.044/0 SrI-rAjA-uvAca
   BhP_11.02.044/1 atha bhāgavataṃ brūta yad-dharmo yādṛśo nṛṇām	Bhu-_11.02.044/1 aTa BAgavatam brUta yad-DarmaH yAdRSaH nRNAm
   BhP_11.02.044/3 yathācarati yad brūte yair liṅgair bhagavat-priyaḥ	Bhu-_11.02.044/3 yaTA-Acarati yat brUte yEH liFgEH Bagavat-priyaH
   BhP_11.02.045/0 śrī-havir uvāca	Bhu-_11.02.045/0 SrI--haviH uvAca
   BhP_11.02.045/1 sarva-bhūteṣu yaḥ paśyed bhagavad-bhāvam ātmanaḥ	Bhu-_11.02.045/1 sarva-BUtezu yaH paSyet Bagavat--BAvam AtmanaH
   BhP_11.02.045/3 bhūtāni bhagavaty ātmany eṣa bhāgavatottamaḥ	Bhu-_11.02.045/3 BUtAni Bagavati Atmani eza BAgavata-uttamaH
   BhP_11.02.046/1 īsvare tad-adhīneṣu bāliśeṣu dviṣatsu ca	Bhu-_11.02.046/1 Isvare tad--aDInezu bAliSezu dvizatsu ca
   BhP_11.02.046/3 prema-maitrī-kṛpopekṣā yaḥ karoti sa madhyamaḥ	Bhu-_11.02.046/3 prema--mEtrI--kRpa-upekzAH yaH karoti sa maDyamaH
   BhP_11.02.047/1 arcāyām eva haraye pūjāṃ yaḥ śraddhayehate	Bhu-_11.02.047/1 arcAyAm eva haraye pUjAm yaH SradDayA-Ihate
   BhP_11.02.047/3 na tad-bhakteṣu cānyeṣu sa bhaktaḥ prākṛtaḥ smṛtaḥ	Bhu-_11.02.047/3 na tad--Baktezu ca-anyezu sa BaktaH prAkRtaH smRtaH
   BhP_11.02.048/1 gṛhītvāpīndriyair arthān yo na dveṣṭi na hṛṣyati	Bhu-_11.02.048/1 gRhItvA-api-indriyEH arTAn yaH na dvezwi na hRzyati
   BhP_11.02.048/3 viṣṇor māyām idaṃ paśyan sa vai bhāgavatottamaḥ	Bhu-_11.02.048/3 vizNoH mAyAm idam paSyan sa vE BAgavata-uttamaH
   BhP_11.02.049/1 dehendriya-prāṇa-mano-dhiyāṃ yo	Bhu-_11.02.049/1 deha-indriya--prANa--mano--DiyAm yaH-
   janmāpyaya-kṣud-bhaya-tarṣa-kṛcchraiḥ	janma-apyaya-kzud-Baya--tarza--kRcCrEH
   BhP_11.02.049/3 saṃsāra-dharmair avimuhyamānaḥ smṛtyā harer	Bhu-_11.02.049/3 saMsAra--DarmEH avimuhyamAnaH smRtyA hareH-
   bhāgavata-pradhānaḥ	BAgavata--praDAnaH
   BhP_11.02.050/1 na kāma-karma-bījānāṃ yasya cetasi sambhavaḥ	Bhu-_11.02.050/1 na kAma-karma--bIjAnAm yasya cetasi samBavaH
   BhP_11.02.050/3 vāsudevaika-nilayaḥ sa vai bhāgavatottamaḥ	Bhu-_11.02.050/3 vAsudeva-eka-nilayaH sa vE BAgavata-uttamaH
   BhP_11.02.051/1 na yasya janma-karmabhyāṃ na varṇāśrama-jātibhiḥ	Bhu-_11.02.051/1 na yasya janma--karmaByAm na varNa-ASrama-jAtiBiH
   BhP_11.02.051/3 sajjate 'sminn ahaṃ-bhāvo dehe vai sa hareḥ priyaḥ	Bhu-_11.02.051/3 sajjate asmin ahaM-BAvaH dehe vE sa hareH priyaH
   BhP_11.02.052/1 na yasya svaḥ para iti vitteṣv ātmani vā bhidā	Bhu-_11.02.052/1 na yasya svar paraH iti vittezu Atmani vA BidA
   BhP_11.02.052/3 sarva-bhūta-samaḥ śāntaḥ sa vai bhāgavatottamaḥ	Bhu-_11.02.052/3 sarva-BUta--samaH SAntaH sa vE BAgavata-uttamaH
   BhP_11.02.053/1 tri-bhuvana-vibhava-hetave 'py akuṇṭha-	Bhu-_11.02.053/1 tri-Buvana-viBava--hetave api akuNWa-
   BhP_11.02.053/2 smṛtir ajitātma-surādibhir vimṛgyāt	BhP_11.02.053/2 smRtiH ajita-Atma--sura-AdiBiH vimRgyAt-
   BhP_11.02.053/3 na calati bhagavat-padāravindāl	Bhu-_11.02.053/3 na calati Bagavat--pada-aravindAl
   BhP_11.02.053/4 lava-nimiṣārdham api yaḥ sa vaiṣṇavāgryaḥ	Bhu-_11.02.053/4 lava--nimiza-arDam api yaH sa vEzNava-agryaH
   BhP_11.02.054/1 bhagavata uru-vikramāṅghri-śākhā- nakha-maṇi-candrikayā	Bhu-_11.02.054/1 BagavataH uru--vikrama-aFGri--SAKA naKa-maNi-candrikayA
   nirasta-tāpe	nirasta-tApe
   BhP_11.02.054/3 hṛdi katham upasīdatāṃ punaḥ sa prabhavati candra ivodite	Bhu-_11.02.054/3 hRdi kaTam upasIdatAm punar sa praBavati candraH iva-udite
   'rka-tāpaḥ	arka-tApaH
   BhP_11.02.055/1 visṛjati hṛdayaṃ na yasya sākṣād dharir avaśābhihito 'py	Bhu-_11.02.055/1 visRjati hRdayam na yasya sAkzAt DariH avaSa-aBihitaH api-
   aghaugha-nāśaḥ	aGa-oGa-nASaH
   BhP_11.02.055/3 praṇaya-rasanayā dhṛtāṅghri-padmaḥ sa bhavati	BhP_11.02.055/3 praNaya--rasanayA DRta-aFGri-padmaH sa Bavati
   bhāgavata-pradhāna uktaḥ	BAgavata--praDAnaH uktaH
   BhP_11.03.001/0 śrī-rājovāca	Bhu-_11.03.001/0 SrI-rAjA-uvAca
   BhP_11.03.001/1 parasya viṣṇor īśasya māyinām api mohinīm	Bhu-_11.03.001/1 parasya vizNoH ISasya mAyinAm api mohinIm
   BhP_11.03.001/3 māyāṃ veditum icchāmo bhagavanto bruvantu naḥ	Bhu-_11.03.001/3 mAyAm veditum icCAmaH BagavantaH bruvantu naH
   BhP_11.03.002/1 nānutṛpye juṣan yuṣmad- vaco hari-kathāmṛtam	Bhu-_11.03.002/1 na-anutRpye juzan yuzmad vacaH hari--kaTA-amRtam
   BhP_11.03.002/3 saṃsāra-tāpa-nistapto martyas tat-tāpa-bheṣajam	Bhu-_11.03.002/3 saMsAra-tApa--nistaptaH martyaH tat-tApa--Bezajam
   BhP_11.03.003/0 śrī-antarīkṣa uvāca	Bhu-_11.03.003/0 SrI-antarIkzaH uvAca
   BhP_11.03.003/1 ebhir bhūtāni bhūtātmā mahā-bhūtair mahā-bhuja	Bhu-_11.03.003/1 eBiH BUtAni BUtAtmA mahA--BUtEH mahA-Buja
   BhP_11.03.003/3 sasarjoccāvacāny ādyaḥ sva-mātrātma-prasiddhaye	Bhu-_11.03.003/3 sasarja-uccAvacAni AdyaH sva-mAtra-Atma--prasidDaye
   BhP_11.03.004/1 evaṃ sṛṣṭāni bhūtāni praviṣṭaḥ pañca-dhātubhiḥ	Bhu-_11.03.004/1 evam sRzwAni BUtAni pravizwaH paQca-DAtuBiH
   BhP_11.03.004/3 ekadhā daśadhātmānaṃ vibhajan juṣate guṇān	Bhu-_11.03.004/3 ekaDA daSaDA-AtmAnam viBajan juzate guNAn
   BhP_11.03.005/1 guṇair guṇān sa bhuñjāna ātma-pradyotitaiḥ prabhuḥ	Bhu-_11.03.005/1 guNEH guNAn sa BuQjAnaH Atma--pradyotitEH praBuH
   BhP_11.03.005/3 manyamāna idaṃ sṛṣṭam ātmānam iha sajjate	Bhu-_11.03.005/3 manyamAnaH idam sRzwam AtmAnam iha sajjate
   BhP_11.03.006/1 karmāṇi karmabhiḥ kurvan sa-nimittāni deha-bhṛt	BhP_11.03.006/1 karmANi karmaBiH kurvan sa-nimittAni deha-BRt-
   BhP_11.03.006/3 tat tat karma-phalaṃ gṛhṇan bhramatīha sukhetaram	Bhu-_11.03.006/3 tat tat karma-Palam gRhNan Bramati-iha suKetaram
   BhP_11.03.007/1 itthaṃ karma-gatīr gacchan bahv-abhadra-vahāḥ pumān	Bhu-_11.03.007/1 itTam karma--gatIH gacCan bahu--aBadra-vahAH pumAn
   BhP_11.03.007/3 ābhūta-samplavāt sarga- pralayāv aśnute 'vaśaḥ	Bhu-_11.03.007/3 ABUta--samplavAt sarga pralayO aSnute avaSaH
   BhP_11.03.008/1 dhātūpaplava āsanne vyaktaṃ dravya-guṇātmakam	Bhu-_11.03.008/1 DAtu-upaplave Asanne vyaktam dravya--guNa-Atmakam
   BhP_11.03.008/3 anādi-nidhanaḥ kālo hy avyaktāyāpakarṣati	BhP_11.03.008/3 anAdi-niDanaH kAlaH hi avyaktAya-apakarzati
   BhP_11.03.009/1 śata-varṣā hy anāvṛṣṭir bhaviṣyaty ulbaṇā bhuvi	Bhu-_11.03.009/1 Sata-varzAH hi anAvRzwiH Bavizyati ulbaNAH Buvi
   BhP_11.03.009/3 tat-kālopacitoṣṇārko lokāṃs trīn pratapiṣyati	Bhu-_11.03.009/3 tat-kAla-upacita-uzNa-arkaH lokAn trIn pratapizyati
   BhP_11.03.010/1 pātāla-talam ārabhya saṅkarṣaṇa-mukhānalaḥ	Bhu-_11.03.010/1 pAtAla-talam AraBya saFkarzaNa--muKa-analaH
   BhP_11.03.010/3 dahann ūrdhva-śikho viṣvag vardhate vāyuneritaḥ	Bhu-_11.03.010/3 dahan UrDva-SiKaH vizvak varDate vAyunA-IritaH
   BhP_11.03.011/1 saṃvartako megha-gaṇo varṣati sma śataṃ samāḥ	BhP_11.03.011/1 saMvartakaH meGa--gaNaH varzati sma Satam samAH
   BhP_11.03.011/3 dhārābhir hasti-hastābhir līyate salile virāṭ	Bhu-_11.03.011/3 DArABiH hasti-hastABiH lIyate salile virAj-
   BhP_11.03.012/1 tato virājam utsṛjy vairājaḥ puruṣo nṛpa	Bhu-_11.03.012/1 tatas virAjam utsRji vErAjaH puruzaH nRpa
   BhP_11.03.012/3 avyaktaṃ viśate sūkṣmaṃ nirindhana ivānalaḥ	Bhu-_11.03.012/3 avyaktam viSate sUkzmam nirinDanaH iva-analaH
   BhP_11.03.013/1 vāyunā hṛta-gandhā bhūḥ salilatvāya kalpate	Bhu-_11.03.013/1 vAyunA hRta-ganDA BUH salila-tvAya kalpate
   BhP_11.03.013/3 salilaṃ tad-dhṛta-rasaṃ jyotiṣṭvāyopakalpate	BhP_11.03.013/3 salilam tat--DRta-rasam jyotizwvAya-upakalpate
   BhP_11.03.014/1 hṛta-rūpaṃ tu tamasā vāyau jyotiḥ pralīyate	Bhu-_11.03.014/1 hRta-rUpam tu tamasA vAyO jyotiH pralIyate
   BhP_11.03.014/3 hṛta-sparśo 'vakāśena vāyur nabhasi līyate	Bhu-_11.03.014/3 hRta-sparSaH avakASena vAyuH naBasi lIyate
   BhP_11.03.014/5 kālātmanā hṛta-guṇaṃ nabha ātmani līyate	Bhu-_11.03.014/5 kAla-AtmanA hRta-guNam naBaH Atmani lIyate
   BhP_11.03.015/1 indriyāṇi mano buddhiḥ saha vaikārikair nṛpa	Bhu-_11.03.015/1 indriyANi manaH budDiH saha vEkArikEH nRpa
   BhP_11.03.015/3 praviśanti hy ahaṅkāraṃ sva-guṇair aham ātmani	Bhu-_11.03.015/3 praviSanti hi ahaFkAram sva--guNEH aham Atmani
   BhP_11.03.016/1 eṣā māyā bhagavataḥ sarga-sthity-anta-kāriṇī	Bhu-_11.03.016/1 ezA mAyA BagavataH sarga--sTiti--anta--kAriNI
   BhP_11.03.016/3 tri-varṇā varṇitāsmābhiḥ kiṃ bhūyaḥ śrotum icchasi	Bhu-_11.03.016/3 tri-varNAH varNitA-asmABiH kim BUyas Srotum icCasi
   BhP_11.03.017/0 śrī-rājovāca	Bhu-_11.03.017/0 SrI-rAjA-uvAca
   BhP_11.03.017/1 yathaitām aiśvarīṃ māyāṃ dustarām akṛtātmabhiḥ	Bhu-_11.03.017/1 yaTA-etAm ESvarIm mAyAm dustarAm akRtAtmaBiH
   BhP_11.03.017/3 taranty añjaḥ sthūla-dhiyo maharṣa idam ucyatām	Bhu-_11.03.017/3 taranti aQjaH sTUla-DiyaH mahA-RzaH idam ucyatAm
   BhP_11.03.018/0 śrī-prabuddha uvāca	BhP_11.03.018/0 SrI--prabudDaH uvAca
   BhP_11.03.018/1 karmāṇy ārabhamāṇānāṃ duḥkha-hatyai sukhāya ca	BhP_11.03.018/1 karmANi AraBamANAnAm duHKa-hatyE suKAya ca
   BhP_11.03.018/3 paśyet pāka-viparyāsaṃ mithunī-cāriṇāṃ nṛṇām	Bhu-_11.03.018/3 paSyet pAka-viparyAsam miTunI--cAriNAm nRNAm
   BhP_11.03.019/1 nityārtidena vittena durlabhenātma-mṛtyunā	Bhu-_11.03.019/1 nitya-Arti-dena vittena durlaBena-Atma--mRtyunA
   BhP_11.03.019/3 gṛhāpatyāpta-paśubhiḥ kā prītiḥ sādhitaiś calaiḥ	Bhu-_11.03.019/3 gRha-apatya-Apta--paSuBiH kA prItiH sADitEH calEH
   BhP_11.03.020/1 evaṃ lokaṃ param vidyān naśvaraṃ karma-nirmitam	Bhu-_11.03.020/1 evam lokam param vidyAt naSvaram karma--nirmitam
   BhP_11.03.020/3 sa-tulyātiśaya-dhvaṃsaṃ yathā maṇḍala-vartinām	Bhu-_11.03.020/3 sa-tulya-atiSaya--DvaMsam yaTA maNxala--vartinAm
   BhP_11.03.021/1 tasmād guruṃ prapadyeta jijñāsuḥ śreya uttamam	Bhu-_11.03.021/1 tasmAt gurum prapadyeta jijQAsuH SreyaH uttamam
   BhP_11.03.021/3 śābde pare ca niṣṇātaṃ brahmaṇy upaśamāśrayam	Bhu-_11.03.021/3 SAbde pare ca nizNAtam brahmaNi upaSama-ASrayam
   BhP_11.03.022/1 tatra bhāgavatān dharmān śikṣed gurv-ātma-daivataḥ	Bhu-_11.03.022/1 tatra BAgavatAn DarmAn Sikzet guru--A-Atma--dEvataH
   BhP_11.03.022/3 amāyayānuvṛttyā yais tuṣyed ātmātma-do hariḥ	Bhu-_11.03.022/3 amAyayA-anuvRttyA yEH tuzyet Atma-Atma-daH hariH
   BhP_11.03.023/1 sarvato manaso 'saṅgam ādau saṅgaṃ ca sādhuṣu	Bhu-_11.03.023/1 sarvatas manasaH asaFgam AdO saFgam ca sADuzu
   BhP_11.03.023/3 dayāṃ maitrīṃ praśrayaṃ ca bhūteṣv addhā yathocitam	Bhu-_11.03.023/3 dayAm mEtrIm praSrayam ca BUtezu adDA yaTocitam
   BhP_11.03.024/1 śaucaṃ tapas titikṣāṃ ca maunaṃ svādhyāyam ārjavam	Bhu-_11.03.024/1 SOcam tapaH titikzAm ca mOnam svADyAyam Arjavam
   BhP_11.03.024/3 brahmacaryam ahiṃsāṃ ca samatvaṃ dvandva-saṃjñayoḥ	Bhu-_11.03.024/3 brahmacaryam ahiMsAm ca sama-tvam dvandva--saMjQayoH
   BhP_11.03.025/1 sarvatrātmeśvarānvīkṣāṃ kaivalyam aniketatām	Bhu-_11.03.025/1 sarvatra-Atma-ISvara-anvIkzAm kEvalyam aniketatAm
   BhP_11.03.025/3 vivikta-cīra-vasanaṃ santoṣaṃ yena kenacit	Bhu-_11.03.025/3 vivikta--cIra-vasanam santozam yena kenacid-
   BhP_11.03.026/1 śraddhāṃ bhāgavate śāstre 'nindām anyatra cāpi hi	Bhu-_11.03.026/1 SradDAm BAgavate SAstre anindAm anyatra ca-api hi
   BhP_11.03.026/3 mano-vāk-karma-daṇḍaṃ ca satyaṃ śama-damāv api	Bhu-_11.03.026/3 mano-vAk-karma--daNxam ca satyam Sama-damO api
   BhP_11.03.027/1 śravaṇaṃ kīrtanaṃ dhyānaṃ harer adbhuta-karmaṇaḥ	Bhu-_11.03.027/1 SravaNam kIrtanam DyAnam hareH adButa--karmaNaH
   BhP_11.03.027/3 janma-karma-guṇānāṃ ca tad-arthe 'khila-ceṣṭitam	Bhu-_11.03.027/3 janma-karma--guNAnAm ca tad--arTe aKila--cezwitam
   BhP_11.03.028/1 iṣṭaṃ dattaṃ tapo japtaṃ vṛttaṃ yac cātmanaḥ priyam	Bhu-_11.03.028/1 izwam dattam tapaH japtam vRttam yat ca-AtmanaH priyam
   BhP_11.03.028/3 dārān sutān gṛhān prāṇān yat parasmai nivedanam	Bhu-_11.03.028/3 dArAn sutAn gRhAn prANAn yat parasmE nivedanam
   BhP_11.03.029/1 evaṃ kṛṣṇātma-nātheṣu manuṣyeṣu ca sauhṛdam	Bhu-_11.03.029/1 evam kRzNa-Atma--nATezu manuzyezu ca sOhRdam
   BhP_11.03.029/3 paricaryāṃ cobhayatra mahatsu nṛṣu sādhuṣu	Bhu-_11.03.029/3 paricaryAm ca-uBayatra mahatsu nRzu sADuzu
   BhP_11.03.030/1 parasparānukathanaṃ pāvanaṃ bhagavad-yaśaḥ	Bhu-_11.03.030/1 paraspara-anukaTanam pAvanam Bagavat--yaSaH
   BhP_11.03.030/3 mitho ratir mithas tuṣṭir nivṛttir mitha ātmanaḥ	BhP_11.03.030/3 miTas ratiH miTas tuzwiH nivRttiH miTas AtmanaH
   BhP_11.03.031/1 smarantaḥ smārayantaś ca mitho 'ghaugha-haraṃ harim	Bhu-_11.03.031/1 smarantaH smArayantaH ca miTas aGa-oGa--haram harim
   BhP_11.03.031/3 bhaktyā sañjātayā bhaktyā bibhraty utpulakāṃ tanum	Bhu-_11.03.031/3 BaktyA saQjAtayA BaktyA biBrati utpulakAm tanum
   BhP_11.03.032/1 kvacid rudanty acyuta-cintayā kvacid	Bhu-_11.03.032/1 kvacid rudanti acyuta--cintayA kvacid-
   BhP_11.03.032/2 dhasanti nandanti vadanty alaukikāḥ	Bhu-_11.03.032/2 Dasanti nandanti vadanti alOkikAH
   BhP_11.03.032/3 nṛtyanti gāyanty anuśīlayanty ajaṃ	Bhu-_11.03.032/3 nRtyanti gAyanti anuSIlayanti ajam
   BhP_11.03.032/4 bhavanti tūṣṇīṃ param etya nirvṛtāḥ	Bhu-_11.03.032/4 Bavanti tUzNIm param etya nirvRtAH
   BhP_11.03.033/1 iti bhāgavatān dharmān śikṣan bhaktyā tad-utthayā	BhP_11.03.033/1 iti BAgavatAn DarmAn Sikzan BaktyA tad--utTayA
   BhP_11.03.033/3 nārāyaṇa-paro māyām añjas tarati dustarām	Bhu-_11.03.033/3 nArAyaNa--paraH mAyAm aQjaH tarati dustarAm
   BhP_11.03.034/0 śrī-rājovāca	Bhu-_11.03.034/0 SrI-rAjA-uvAca
   BhP_11.03.034/1 nārāyaṇābhidhānasya brahmaṇaḥ paramātmanaḥ	Bhu-_11.03.034/1 nArAyaNa-aBiDAnasya brahmaNaH paramAtmanaH
   BhP_11.03.034/3 niṣṭhām arhatha no vaktuṃ yūyaṃ hi brahma-vittamāḥ	Bhu-_11.03.034/3 nizWAm arhaTa naH vaktum yUyam hi brahma-vittamAH
   BhP_11.03.035/0 śrī-pippalāyana uvāca	BhP_11.03.035/0 SrI--pippalAyanaH uvAca
   BhP_11.03.035/1 sthity-udbhava-pralaya-hetur ahetur asya	Bhu-_11.03.035/1 sTiti--udBava--pralaya--hetuH ahetuH asya
   BhP_11.03.035/2 yat svapna-jāgara-suṣuptiṣu sad bahiś ca	Bhu-_11.03.035/2 yat svapna--jAgara--suzuptizu sat bahis ca
   BhP_11.03.035/3 dehendriyāsu-hṛdayāni caranti yena	Bhu-_11.03.035/3 deha-indriya-asu--hRdayAni caranti yena
   BhP_11.03.035/4 sañjīvitāni tad avehi paraṃ narendra	Bhu-_11.03.035/4 saQjIvitAni tat avehi param narendra
   BhP_11.03.036/1 naitan mano viśati vāg uta cakṣur ātmā	Bhu-_11.03.036/1 na-etat manaH viSati vAc uta cakzuH AtmA
   BhP_11.03.036/2 prāṇendriyāṇi ca yathānalam arciṣaḥ svāḥ	BhP_11.03.036/2 prANa-indriyANi ca yaTA-analam arcizaH svAH
   BhP_11.03.036/3 śabdo 'pi bodhaka-niṣedhatayātma-mūlam	Bhu-_11.03.036/3 SabdaH api boDaka--nizeDa-tayA-Atma--mUlam
   BhP_11.03.036/4 arthoktam āha yad-ṛte na niṣedha-siddhiḥ	Bhu-_11.03.036/4 arTa-uktam Aha yat--Rte na nizeDa--sidDiH
   BhP_11.03.037/1 sattvaṃ rajas tama iti tri-vṛd ekam ādau	Bhu-_11.03.037/1 sattvam rajaH tamaH iti tri-vRt ekam AdO
   BhP_11.03.037/2 sūtraṃ mahān aham iti pravadanti jīvam	Bhu-_11.03.037/2 sUtram mahAn aham iti pravadanti jIvam
   BhP_11.03.037/3 jñāna-kriyārtha-phala-rūpatayoru-śakti	Bhu-_11.03.037/3 jQAna-kriyA-arTa--Pala---rUpatayA-uru-Sakti
   BhP_11.03.037/4 brahmaiva bhāti sad asac ca tayoḥ paraṃ yat	Bhu-_11.03.037/4 brahmA-eva BAti sat asat ca tayoH param yat-
   BhP_11.03.038/1 nātmā jajāna na mariṣyati naidhate 'sau	Bhu-_11.03.038/1 na-AtmA jajAna na marizyati na-eDate asO
   BhP_11.03.038/2 na kṣīyate savana-vid vyabhicāriṇāṃ hi	Bhu-_11.03.038/2 na kzIyate savana-vid vyaBicAriNAm hi
   BhP_11.03.038/3 sarvatra śaśvad anapāyy upalabdhi-mātraṃ	Bhu-_11.03.038/3 sarvatra SaSvat anapAyI upalabDi--mAtram
   BhP_11.03.038/4 prāṇo yathendriya-balena vikalpitaṃ sat	Bhu-_11.03.038/4 prANaH yaTA-indriya-balena vikalpitam sat-
   BhP_11.03.039/1 aṇḍeṣu peśiṣu taruṣv aviniściteṣu prāṇo hi jīvam	Bhu-_11.03.039/1 aNxezu peSizu taruzu aviniScitezu prANaH hi jIvam
   upadhāvati tatra tatra	upaDAvati tatra tatra
   BhP_11.03.039/3 sanne yad indriya-gaṇe 'hami ca prasupte kūṭa-stha āśayam	Bhu-_11.03.039/3 sanne yat indriya--gaNe ahami ca prasupte kUwa-sTaH ASayam
   ṛte tad-anusmṛtir naḥ	Rte tad--anusmRtiH naH
   BhP_11.03.040/1 yarhy abja-nābha-caraṇaiṣaṇayoru-bhaktyā	Bhu-_11.03.040/1 yarhi ap-ja--nABa--caraNa-ezaNayA-uru-BaktyA
   BhP_11.03.040/2 ceto-malāni vidhamed guṇa-karma-jāni	Bhu-_11.03.040/2 cetaH--malAni viDamet guNa--karma-jAni
   BhP_11.03.040/3 tasmin viśuddha upalabhyata ātma-tattvaṃ	Bhu-_11.03.040/3 tasmin viSudDaH upalaByate Atma--tattvam
   BhP_11.03.040/4 śākṣād yathāmala-dṛśoḥ savitṛ-prakāśaḥ	Bhu-_11.03.040/4 SAkzAt yaTA-amala-dRSoH savitR-prakASaH
   BhP_11.03.041/0 śrī-rājovāca	Bhu-_11.03.041/0 SrI-rAjA-uvAca
   BhP_11.03.041/1 karma-yogaṃ vadata naḥ puruṣo yena saṃskṛtaḥ	Bhu-_11.03.041/1 karma--yogam vadata naH puruzaH yena saMskRtaH
   BhP_11.03.041/3 vidhūyehāśu karmāṇi naiṣkarmyaṃ vindate param	Bhu-_11.03.041/3 viDUya-iha-ASu karmANi nEzkarmyam vindate param
   BhP_11.03.042/1 evaṃ praśnam ṛṣīn pūrvam apṛcchaṃ pitur antike	Bhu-_11.03.042/1 evam praSnam RzIn pUrvam apRcCam pituH antike
   BhP_11.03.042/3 nābruvan brahmaṇaḥ putrās tatra kāraṇam ucyatām	Bhu-_11.03.042/3 na-abruvan brahmaNaH putrAH tatra kAraNam ucyatAm
   BhP_11.03.043/0 śrī-āvirhotra uvāca	Bhu-_11.03.043/0 SrI-AvirhotraH uvAca
   BhP_11.03.043/1 karmākarma vikarmeti veda-vādo na laukikaḥ	Bhu-_11.03.043/1 karma-akarma vikarma-iti veda-vAdaH na lOkikaH
   BhP_11.03.043/3 vedasya ceśvarātmatvāt tatra muhyanti sūrayaḥ	Bhu-_11.03.043/3 vedasya ca-ISvara-Atma-tvAt tatra muhyanti sUrayaH
   BhP_11.03.044/1 parokṣa-vādo vedo 'yaṃ bālānām anuśāsanam	Bhu-_11.03.044/1 parokza-vAdaH vedaH ayam bAlAnAm anuSAsanam
   BhP_11.03.044/3 karma-mokṣāya karmāṇi vidhatte hy agadaṃ yathā	Bhu-_11.03.044/3 karma-mokzAya karmANi viDatte hi agadam yaTA
   BhP_11.03.045/1 nācared yas tu vedoktaṃ svayam ajño 'jitendriyaḥ	Bhu-_11.03.045/1 na-Acaret yaH tu veda-uktam svayam ajQaH ajita-indriyaH
   BhP_11.03.045/3 vikarmaṇā hy adharmeṇa mṛtyor mṛtyum upaiti saḥ	Bhu-_11.03.045/3 vikarmaNA hi aDarmeNa mRtyoH mRtyum upEti saH
   BhP_11.03.046/1 vedoktam eva kurvāṇo niḥsaṅgo 'rpitam īśvare	Bhu-_11.03.046/1 veda-uktam eva kurvANaH niHsaFgaH arpitam ISvare
   BhP_11.03.046/3 naiṣkarmyaṃ labhate siddhiṃ rocanārthā phala-śrutiḥ	Bhu-_11.03.046/3 nEzkarmyam laBate sidDim rocanA-arTA Pala--SrutiH
   BhP_11.03.047/1 ya āśu hṛdaya-granthiṃ nirjihīṛṣuḥ parātmanaḥ	Bhu-_11.03.047/1 yaH ASu hRdaya-granTim nirjihIRzuH para-AtmanaH
   BhP_11.03.047/3 vidhinopacared devaṃ tantroktena ca keśavam	Bhu-_11.03.047/3 viDinA-upacaret devam tantra-uktena ca keSavam
   BhP_11.03.048/1 labdhvānugraha ācāryāt tena sandarśitāgamaḥ	Bhu-_11.03.048/1 labDvA-anugrahaH AcAryAt tena sandarSita-AgamaH
   BhP_11.03.048/3 mahā-puruṣam abhyarcen mūrtyābhimatayātmanaḥ	Bhu-_11.03.048/3 mahA--puruzam aByarcet mUrtyA-aBimatayA-AtmanaH
   BhP_11.03.049/1 śuciḥ sammukham āsīnaḥ prāṇa-saṃyamanādibhiḥ	BhP_11.03.049/1 SuciH sammuKam AsInaH prANa-saMyamana-AdiBiH
   BhP_11.03.049/3 piṇḍaṃ viśodhya sannyāsa- kṛta-rakṣo 'rcayed dharim	Bhu-_11.03.049/3 piNxam viSoDya sannyAsa kRta-rakzaH arcayet Darim
   BhP_11.03.050/1 arcādau hṛdaye cāpi yathā-labdhopacārakaiḥ	Bhu-_11.03.050/1 arcA-AdO hRdaye ca-api yaTA-a-labDa-upacArakEH
   BhP_11.03.050/3 dravya-kṣity-ātma-liṇgāni niṣpādya prokṣya cāsanam	Bhu-_11.03.050/3 dravya--kziti--Atma---liNgAni nizpAdya prokzya ca-Asanam
   BhP_11.03.051/1 pādyādīn upakalpyātha sannidhāpya samāhitaḥ	Bhu-_11.03.051/1 pAdya-AdIn upakalpya-aTa sanniDApya samAhitaH
   BhP_11.03.051/3 hṛd-ādibhiḥ kṛta-nyāso mūla-mantreṇa cārcayet	Bhu-_11.03.051/3 hRd-a-AdiBiH kRta-nyAsaH mUla-mantreNa ca-arcayet-
   BhP_11.03.052/1 sāṅgopāṅgāṃ sa-pārṣadāṃ tāṃ tāṃ mūrtiṃ sva-mantrataḥ	Bhu-_11.03.052/1 sa-aFga-upAFgAm sa-pArzadAm tAm tAm mUrtim sva-mantrataH
   BhP_11.03.052/3 pādyārghyācamanīyādyaiḥ snāna-vāso-vibhūṣaṇaiḥ	Bhu-_11.03.052/3 pAdya-arGya-AcamanIya-AdyEH snAna--vAso--viBUzaNEH
   BhP_11.03.053/1 gandha-mālyākṣata-sragbhir dhūpa-dīpopahārakaiḥ	Bhu-_11.03.053/1 ganDa--mAlya-akza-ta--sragBiH DUpa--dIpa-upahArakEH
   BhP_11.03.053/3 sāṅgam sampūjya vidhivat stavaiḥ stutvā named dharim	Bhu-_11.03.053/3 sAFgam sampUjya viDivat stavEH stutvA namet Darim
