   REFERENCE SYSTEM:	RA-eFA-eRENCE SYSTEM:
   1 1 2 0903c sūro na hi dyutā tvaṃ kṛpā pāvaka rocase .. 83	1 1 2 0903t sUraH na hi dyutA tvam kRpA pAvaka rocase .. 83
   1 1 2 0904a tvaṃ hi kṣaitavadyaśo 'gne mitro na patyase .	1 1 2 0904a tvam hi kzEtavat-yaSaH agne mitraH na patyase .
   1 1 2 0904c tvaṃ vicarṣaṇe śravo vaso puṣṭiṃ na puṣyasi .. 84	1 1 2 0904c tvam vicarzaNe SravaH vaso puzwim na puzyasi .. 84
   1 1 2 0905a prātaragniḥ purupriyo viṣa stavetātithiḥ .	1 1 2 0905a prAtar-agniH purupriyaH viza staveta-atiTiH .
   1 1 2 0905c viśve yasminnamartye havyaṃ martāsa indhate .. 85	1 1 2 0905t viSve yasmin=-amartye havyam martAsaH inDate .. 85
   1 1 2 0906a yadvāhiṣṭhaṃ tadagnaye bṛhadarca vibhāvaso .	1 1 2 0906a yat-vAhizWam tat-agnaye bRhadarca viBAvasaH .
   1 1 2 0906c mahiṣīva tvadrayistvadvājā udīrate .. 86	1 1 2 0906d mahizI-iva tvad-rayiH-tvad-vAjAH udIrate .. 86
   1 1 2 0907a viśoviśo vo atithiṃ vājayantaḥ purupriyam .	1 1 2 0907a viSaH-viSaH vaH atiTim vA-ajayantaH puru-priyam .
   1 1 2 0907c agniṃ vo duryaṃ vacaḥ stuṣe śūṣasya manmabhiḥ .. 87	1 1 2 0907c agnim vaH duryam vacaH stuze SUzasya manmaBiH .. 87
   1 1 2 0908a bṛhadvayo hi bhānave 'rcā devāyāgnaye .	1 1 2 0908a bRha-dvayaH hi BAnave arcAH devAya-agnaye .
   1 1 2 0908c yaṃ mitraṃ na praśastaye martāso dadhire puraḥ .. 88	1 1 2 0908t yam mitram na praSastaye martAsaH daDire puras .. 88
   1 1 2 0909a aganma vṛtrahantamaṃ jyeṣṭhamagnimānavam .	1 1 2 0909a aganma vRtrahantamam jyezWam-agni-mAnavam .
   1 1 2 0909c ya sma śrutarvannārkṣe bṛhadanīka idhyate .. 89	1 1 2 0909t yaH sma Srutarvan=-a-arkze bRhadanIkaH iDyate .. 89
   1 1 2 0910a jātaḥ pareṇa dharmaṇā yatsavṛdbhiḥ sahābhuvaḥ .	1 1 2 0910a jAtaH pareNa DarmaNA yat-sa-vRdBiH saha-aBuvaH .
   1 1 2 0910c pitā yatkaśyapasyāgniḥ śraddhā mātā manuḥ kaviḥ .. 90	1 1 2 0910d pitA yat-kaSyapasya-agniH SradDA mAtA manuH kaviH .. 90
   1 1 2 1001a somaṃ rājānaṃ varuṇamagnimanvārabhāmahe .	1 1 2 1001a somam rAjAnam varuNam-agnim-anvAraBAmahe .
   1 1 2 1001c ādityaṃ viṣṇuṃ sūryaṃ brahmānaṃ ca bṛhaspatim .. 91	1 1 2 1001t Adityam vizNum sUryam brahmAnam ca bRhaspatim .. 91
   1 1 2 1002a ita eta udāruhandivaḥ pṛṣṭhānyā ruhan .	1 1 2 1002aH itas ete udAru-han-divaH pRzWAnyAH ruhan .
   1 1 2 1002c pra bhūrjayo yathā pathodyāmaṅgiraso yayuḥ .. 92	1 1 2 1002d pra BUrjayaH yaTA paTA-udyAm-aFgirasaH yayuH .. 92
   1 1 2 1003a rāye agne mahe tvā dānāya samidhīmahi .	1 1 2 1003a rAye agne mahe tvA dAnAya samiDImahi .
   1 1 2 1003c īḍiṣvā hi mahe vṛṣaṃ dyāvā hotrāya pṛthivī .. 93	1 1 2 1003t IxizvAH hi mahe vRzam dyAvAH hotrAya pRTivI .. 93
   1 1 2 1004a dadhanve vā yadīmanu vocadbrahmeti veru tat .	1 1 2 1004a daDanve vA yadIm-anu vocat-brahma-iti veru tat .
   1 1 2 1004c pari viśvāni kāvyā nemiścakramivābhuvat .. 94	1 1 2 1004d pari viSvAni kAvyA nemiH-cakram-iva-aBuvat .. 94
   1 1 2 1005a pratyagne harasā haraḥ śṛṇāhi viśvataspari .	1 1 2 1005a pratyagne harasA haraH SRNAhi viSvataspari .
   1 1 2 1005c yātudhānasya rakṣaso balaṃ nyubjavīryam .. 95	1 1 2 1005t yAtuDAnasya rakzasaH balam nyubja-vIryam .. 95
   1 1 2 1006a tvamagne vasūṃriha rudrāṃ ādityāṃ uta .	1 1 2 1006a tvam-agne vasUMriha rudrAm AdityAm uta .
   1 1 2 1006c yajā svadhvaraṃ janaṃ manujātaṃ ghṛtapruṣam .. 96	1 1 2 1006t yajA su-aDvaram janam manujAtam GRta-pruzam .. 96
   dvitīya prapāṭhakaḥ . prathamo 'rdhaḥ	dvitIya prapAWakaH . praTamaH arDaH
   1 2 1 0101a puru tvā dāśivāṃ voce 'riragne tava svidā .	1 2 1 0101a puru tvA dASivAm voce ari-H-agne tava svidA .
   1 2 1 0101c todasyeva śaraṇa ā mahasya .. 97	1 2 1 0101d todasya-iva SaraNaH A mahasya .. 97
   1 2 1 0102a pra hotre pūrvyaṃ vaco 'gnaye bharatā bṛhat .	1 2 1 0102a pra hotre pUrvyam vacaH agnaye BaratAH bRhat .
   1 2 1 0102c vipāṃ jyotīṃṣi bibhrate na vedhase .. 98	1 2 1 0102t vipAm jyotIMzi biBrate na veDase .. 98
   1 2 1 0103a agne vājasya gomata īśānaḥ sahaso yaho .	1 2 1 0103a agne vAjasya gomate ISAnaH sahasaH yahaH .
   1 2 1 0103c asme dhehi jātavedo mahi śravaḥ .. 99	1 2 1 0103c asme Dehi jAtavedaH mahi SravaH .. 99
   1 2 1 0104a agne yajiṣṭho adhvare devāṃ devayate yaja .	1 2 1 0104a agne yajizWaH aDvare devAm devayate yaja .
   1 2 1 0104c hotā mandro vi rājasyati sridhaḥ .. 100	1 2 1 0104t hotA mandraH vi rAjasyati sriDaH .. 100
   1 2 1 0105a jajñānaḥ sapta mātṛbhirmedhāmāśāsata śriye .	1 2 1 0105a jajQAnaH sapta mAtRBiH-meDAm-ASAsata Sriye .
   1 2 1 0105c ayaṃ dhruvo rayīṇāṃ ciketadā .. 101	1 2 1 0105c ayam DruvaH rayINAm ciketadAH .. 101
   1 2 1 0106a uta syā no divā matiraditirūtyāgamat .	1 2 1 0106aH uta syAH naH divA matiH-aditi-rUti-A-agamat .
   1 2 1 0106c sā śantātā mayaskaradapa sridhaḥ .. 102	1 2 1 0106d sA SantAtAH mayaskaradapa sriDaH .. 102
   1 2 1 0107a īḍiṣvā hi pratīvyā3ṃ yajasva jātavedasam .	1 2 1 0107aH IxizvAH hi pratIvyA3m yajasva jAtavedasam .
   1 2 1 0107c cariṣṇudhūmamagṛbhītaśociṣam .. 103	1 2 1 0107t carizNu-DUmam-agRBIta-Socizam .. 103
   1 2 1 0108a na tasya māyayā ca na ripurīśīta martyaḥ .	1 2 1 0108a na tasya mAyayA ca na ripuH-ISIta martyaH .
   1 2 1 0108c yo agnaye dadāśa havyadātaye .. 104	1 2 1 0108t yaH agnaye dadASa havya-dAtaye .. 104
   1 2 1 0109a apa tyaṃ vṛjinaṃ ripuṃ stenamagne durādhyam .	1 2 1 0109a apa tyam vRjinam ripum stenam-agne durADyam .
   1 2 1 0109c daviṣṭhamasya satpate kṛdhī sugam .. 105	1 2 1 0109t davizWam-asya sat-pate kRDI sugam .. 105
   1 2 1 0110a śruṣṭyagne navasya me stomasya vīra viśpate .	1 2 1 0110a Sruzwi-agne navasya me stomasya vIra viSpate .
   1 2 1 0110c ni māyinastapasā rakṣaso daha .. 106	1 2 1 0110d ni mAyinaH-tapasA rakzasaH dahaH .. 106
   1 2 1 0201a pra maṃhiṣṭhāya gāyata ṛtāvne bṛhate śukraśociṣe .	1 2 1 0201a pra maMhizWAya gAyate RtAvne bRhate Sukra-Socize .
   1 2 1 0201c upastutāso agnaye .. 107	1 2 1 0201c upastutAsaH agnaye .. 107
   1 2 1 0202a pra so agne tavotibhiḥ suvīrābhistarati vājakarmabhiḥ .	1 2 1 0202a pra saH agne tava-utiBiH su-vIrABiH-tarati vAja-karmaBiH .
   1 2 1 0202c yasya tvaṃ sakhyamāvitha .. 108	1 2 1 0202t yasya tvam saKyam-AviTa .. 108
   1 2 1 0203a taṃ gūrdhayā svarṇaraṃ devāso devamaratiṃ dadhanvire .	1 2 1 0203a tam gUrDayA svarNaram devAsaH devam-aratim daDanvire .
   1 2 1 0203c devatrā havyamūhiṣe .. 109	1 2 1 0203t devatrA havya-mUhize .. 109
   1 2 1 0204a mā no hṛṇīthā atithiṃ vasuragniḥ purupraśasta eśaḥ .	1 2 1 0204a mA naH hRNITAH atiTim vasuH-agniH puru-praSastaH eSaH .
   1 2 1 0204c yaḥ suhotā svadhvaraḥ .. 110	1 2 1 0204t yaH suhotA su-aDvaraH .. 110
   1 2 1 0205a bhadro no agnirāhuto bhadrā rātiḥ subhaga bhadro adhvaraḥ .	1 2 1 0205a BadraH naH agniH-AhutaH BadrA rAtiH suBaga BadraH aDvaraH .
   1 2 1 0205c bhadrā uta praśastayaḥ .. 111	1 2 1 0205t BadrAH uta praSastayaH .. 111
   1 2 1 0206a yajiṣṭhaṃ tvā vavṛmahe devaṃ devatrā hotāramamartyam .	1 2 1 0206a yajizWam tvA vavRmahe devam devatrA hotAram-amartyam .
   1 2 1 0206c asya yajñasya sukratum .. 112	1 2 1 0206c asya yajQasya sukratum .. 112
   1 2 1 0207a tadagne dyumnamā bhara yatsāsāhā sadane kaṃ cidatriṇam .	1 2 1 0207a tad-agne dyumnamA Bara yat-sAsAhA sadane kam cit-atriNam .
   1 2 1 0207c manyuṃ janasya dūḍhyam .. 113	1 2 1 0207c manyum janasya dUXyam .. 113
   1 2 1 0208a yadvā u viśpatiḥ śitaḥ suprīto manuṣo viśe .	1 2 1 0208a yat-vA u viSpatiH SitaH su-prItaH manuzaH viSe .
   1 2 1 0208c viśvedagniḥ prati rakṣāṃsi sedhati .. 114	1 2 1 0208t viSvet-agniH prati rakzAMsi seDati .. 114
   .. ityāgneya parvaṃ kāṇḍam ..	.. iti-Agneya parvam kANxam ..
   aindra kāṇḍam	Endra kANxam
   1 2 1 0301a tadvo gāya sute sacā puruhūtāya satvane .	1 2 1 0301a tat-vaH gAya sute sacA puruhUtAya satvane .
   1 2 1 0301c śaṃ yadgave na śākine .. 115	1 2 1 0301c Sam yat-gave na SAkine .. 115
   1 2 1 0302a yaste nūnaṃ śatakratavindra dyumnitamo madaḥ .	1 2 1 0302a yaH-te nUnam Satakratavindra dyumnitamaH madaH .
   1 2 1 0302c tena nūnaṃ made madeḥ .. 116	1 2 1 0302c tena nUnam made madeH .. 116
   1 2 1 0303a gāva upa vadāvaṭe mahi yajñasya rapsudā .	1 2 1 0303a gAvaH upa vada-avawe mahi yajQasya rapsudA .
   1 2 1 0303c ubhā karṇā hiraṇyayā .. 117	1 2 1 0303c uBA karNA hiraNyayA .. 117
   1 2 1 0304a aramaśvāya gāyata śrutakakṣāraṃ gave .	1 2 1 0304a aram-aSvAya gAyata Srutaka-kzAram gave .
   1 2 1 0304c aramindrasya dhāmne .. 118	1 2 1 0304t aram-indrasya DAmne .. 118
   1 2 1 0305a tamindraṃ vājayāmasi mahe vṛtrāya hantave .	1 2 1 0305a tam-indram vAjayAmasi mahe vRtrAya hantave .
   1 2 1 0305c sa vṛṣā vṛṣabho bhuvat .. 119	1 2 1 0305c sa vRzA vRzaBaH Buvat .. 119
   1 2 1 0306a tvamindra balādadhi sahaso jāta ojasaḥ .	1 2 1 0306a tvam-indra balAt-aDi sahasaH jAtaH ojasaH .
   1 2 1 0306c tvaṃ sanvṛṣanvṛṣedasi .. 120	1 2 1 0306c tvam san-vRzan-vRzet-asi .. 120
   1 2 1 0307a yajña indramavardhayadyadbhūmiṃ vyavartayat .	1 2 1 0307a yajQaH indram-avarDayat-yat-BUmim vyavartayat .
   1 2 1 0307c cakrāṇa opaśaṃ divi .. 121	1 2 1 0307t cakrANaH opaSam divi .. 121
   1 2 1 0308a yadindrāhaṃ tathā tvamīśīya vasva eka it .	1 2 1 0308a yat-indra-aham taTA tvam-ISIya vasvaH ekaH id .
   1 2 1 0308c stotā me gosakhā syāt .. 122	1 2 1 0308c stotA me go-saKA syAt .. 122
   1 2 1 0309a panyaṃpanyamitsotāra ā dhāvata madyāya .	1 2 1 0309a panyaMpanyam-itsotAraH A DAvata madyAya .
   1 2 1 0309c somaṃ vīrāya śūrāya .. 123	1 2 1 0309t somam vIrAya SUrAya .. 123
   1 2 1 0310a idaṃ vaso sutamandhaḥ pibā supūrṇamudaram .	1 2 1 0310aH idam vaso sutam-anDaH pibA su-pUrNam-udaram .
   1 2 1 0310c anābhayinrarimā te .. 124	1 2 1 0310t anABayi-nrarimA te .. 124
   1 2 1 0401a uddhedabhi śrutāmaghaṃ vṛṣabhaṃ naryāpasam .	1 2 1 0401aH udDedaBi SrutAm-aGam vRzaBam naryApasam .
   1 2 1 0401c astārameṣi sūrya .. 125	1 2 1 0401t astAram-ezi sUryaH .. 125
   1 2 1 0402a yadadya kacca vṛtrahannudagā abhi sūrya .	1 2 1 0402a yat-adya kacca vRtrahan=-udagAH aBi sUryaH .
   1 2 1 0402c sarvaṃ tadindra te vaśe .. 126	1 2 1 0402c sarvam tat-indra te vaSe .. 126
   1 2 1 0403a ya ānayatparāvataḥ sunītī turvaśaṃ yadum .	1 2 1 0403a yaH Anayat-parAvataH sunItI turvaSam yadum .
   1 2 1 0403c indraḥ sa no yuvā sakhā .. 127	1 2 1 0403t indraH sa naH yuvA saKA .. 127
   1 2 1 0404a mā na indrābhyā ' '3 diśaḥ sūro aktuṣvā yamata .	1 2 1 0404a mA naH indrAByAH a a3 diSaH sUraH aktuzvA yamatas .
   1 2 1 0404c tvā yujā vanema tat .. 128	1 2 1 0404d tvA yujA vanema tat .. 128
   1 2 1 0405a endra sānasiṃ rayiṃ sajitvānaṃ sadāsaham .	1 2 1 0405aH endra sAnasim rayim sa-jitvAnam sadA-asaham .
   1 2 1 0405c varṣiṣṭhamūtaye bhara .. 129	1 2 1 0405t varzizWa-mUtaye Bara .. 129
   1 2 1 0406a indraṃ vayaṃ mahādhana indramarbhe havāmahe .	1 2 1 0406aH indram vayam mahADanaH indram-arBe havAmahe .
   1 2 1 0406c yujaṃ vṛtreṣu vajriṇam .. 130	1 2 1 0406t yujam vRtrezu vajriNam .. 130
   1 2 1 0407a apibatkadruvaḥ sutamindraḥ sahasrabāhve .	1 2 1 0407a apibat-kadruvaH sutam-indraH sahasrabAhve .
   1 2 1 0407c tatrādadiṣṭa pauṃsyam .. 131	1 2 1 0407d tatra-Adadizwa pOMsyam .. 131
   1 2 1 0408a vayamindra tvāyavo 'bhi pra nonumo vṛṣan .	1 2 1 0408a vayam-indra tvAyavaH aBi pra na-unumaH vRzan .
   1 2 1 0408c viddhī tvā3sya no vaso .. 132	1 2 1 0408t vidDI tvA3sya naH vasaH .. 132
   1 2 1 0409a ā ghā ye agnimindhate stṛṇanti barhirānuṣak .	1 2 1 0409aH A GAH ye agnim-inDate stRNanti barhira-anuzak .
   1 2 1 0409c yeṣāmindro yuvā sakhā .. 133	1 2 1 0409t yezAm-indraH yuvA saKA .. 133
   1 2 1 0410a bhindhi viśvā apa dviṣaḥ pari bādho jahī mṛdhaḥ .	1 2 1 0410a BinDi viSvA apa dvizaH pari bADaH jahI mRDaH .
   1 2 1 0410c vasu spārhaṃ tadā bhara .. 134	1 2 1 0410t vasu spArham tadA Bara .. 134
   1 2 1 0501a iheva śṛṇva eṣāṃ kaśā hasteṣu yadvadān .	1 2 1 0501aH iha-iva SRNva ezAm kaSAH hastezu yat-vadAn .
   1 2 1 0501c ni yāmaṃ citramṛñjate .. 135	1 2 1 0501d ni yAmam citram-RQjate .. 135
   1 2 1 0502a ima u tvā vi cakṣate sakhāya indra sominaḥ .	1 2 1 0502aH ime u tvA vi cakzate saKAyaH indra sominaH .
   1 2 1 0502c puṣṭāvanto yathā paśum .. 136	1 2 1 0502d puzwA=-antaH yaTA paSum .. 136
   1 2 1 0503a samasya manyave viśo viśvā namanta kṛṣṭayaḥ .	1 2 1 0503a samasya manyave viSaH viSvAH namanta kRzwayaH .
   1 2 1 0503c samudrāyeva sindhavaḥ .. 137	1 2 1 0503c samudrAya-iva sinDavaH .. 137
   1 2 1 0504a devānāmidavo mahattadā vṛṇīmahe vayam .	1 2 1 0504a devAnAm-idavaH mahat-tadA vRNImahe vayam .
   1 2 1 0504c vṛṣṇāmasmabhyamūtaye .. 138	1 2 1 0504t vRzNAm-asmaBya-mUtaye .. 138
   1 2 1 0505a somānāṃ svaraṇaṃ kṛṇuhi brahmaṇaspate .	1 2 1 0505a somAnAm svaraNam kRNuhi brahmaNaspate .
   1 2 1 0505c kakṣīvantaṃ ya auśijaḥ .. 139	1 2 1 0505c kakzIvantam yaH OSijaH .. 139
   1 2 1 0506a bodhanmanā idastu no vṛtrahā bhūryāsutiḥ .	1 2 1 0506a boDanmanAH idaH-tu naH vRtrahA BUri-AsutiH .
   1 2 1 0506c śṛṇotu śakra āśiṣam .. 140	1 2 1 0506c SRNotu SakraH ASizam .. 140
   1 2 1 0507a adya no deva savitaḥ prajāvatsāvīḥ saubhagam .	1 2 1 0507a adya naH deva savitar prajAvat-sAvIH sOBagam .
   1 2 1 0507c parā duḥṣvapnyaṃ suva .. 141	1 2 1 0507c parA duHzvapnyam suvaH .. 141
   1 2 1 0508a kvā3sya vṛṣabho yuvā tuvigrīvo anānataḥ .	1 2 1 0508a kvA3sya vRzaBaH yuvA tuvigrIvaH anAnataH .
   1 2 1 0508c brahmā kastaṃ saparyati .. 142	1 2 1 0508d brahmA kaH-tam sa-paryati .. 142
   1 2 1 0509a upahvare girīṇāṃ saṅgame ca nadīnām .	1 2 1 0509aH upahvare girINAm saFgame ca nadInAm .
   1 2 1 0509c dhiyā vipro ajāyata .. 143	1 2 1 0509c DiyA vipraH ajAyata .. 143
   1 2 1 0510a pra samrājaṃ carṣaṇīnāmindraṃ stotā navyaṃ gīrbhiḥ .	1 2 1 0510a pra samrAjam carzaNInAm-indram stotA navyam gIrBiH .
   1 2 1 0510c naraṃ nṛṣāhaṃ maṃhiṣṭham .. 144	1 2 1 0510d naram nRzA-aham maMhizWam .. 144
   dvitīya prapāṭhakaḥ . dvitīyo 'rdhaḥ	dvitIya prapAWakaH . dvitIyaH arDaH
   1 2 2 0601a apādu śiprayandhasaḥ sudakṣasya prahoṣiṇaḥ .	1 2 2 0601a apAdu SiprayanDasaH sudakzasya prahoziNaH .
   1 2 2 0601c indrorindro yavāśiraḥ .. 145	1 2 2 0601t indroH-indraH yavASiraH .. 145
   1 2 2 0602a imā u tvā puruvaso 'bhi pra nonavurgiraḥ .	1 2 2 0602aH imAH u tvA puruvasaH aBi pra na-UnavuH-giraH .
   1 2 2 0602c gāvo vatsaṃ na dhenavaḥ .. 146	1 2 2 0602t gAvaH vatsam na DenavaH .. 146
   1 2 2 0603a atrāha goramanvata nāma tvaṣṭurapīcyam .	1 2 2 0603a atra-Aha goramanvata nAma tvazwuH-apIcyam .
   1 2 2 0603c itthā candramaso gṛhe .. 147	1 2 2 0603t itTA candramasaH gRhe .. 147
   1 2 2 0604a yadindro anayadrito mahīrapo vṛṣantamaḥ .	1 2 2 0604a yat-indraH anayat-ritaH mahIrapaH vRzantamaH .
   1 2 2 0604c tatra pūṣābhuvatsacā .. 148	1 2 2 0604d tatra pUzA-Buvat-sacAH .. 148
   1 2 2 0605a gaurdhayati marutāṃ śravasyurmātā maghonām	1 2 2 0605a gOrDayati marutAm SravasyuH-mAtA maGonAm
   1 2 2 0605c yuktā vahnī rathānām .. 149	1 2 2 0605t yuktA vahniH raTAnAm .. 149
   1 2 2 0606a upa no haribhiḥ sutaṃ yāhi madānāṃ pate .	1 2 2 0606aH upa naH hariBiH sutam yAhi madAnAm pate .
   1 2 2 0606c upa no haribhiḥ sutam .. 150	1 2 2 0606t upa naH hariBiH sutam .. 150
   1 2 2 0607a iṣṭā hotrā asṛkṣatendraṃ vṛdhanto adhvare .	1 2 2 0607aH izwAH hotrAH asRkzata-indram vRDantaH aDvare .
   1 2 2 0607c acchāvabhṛthamojasā .. 151	1 2 2 0607t acCa-avaBRTam-ojasA .. 151
   1 2 2 0608a ahamiddhi pituṣpari medhāmṛtasya jagraha .	1 2 2 0608a aham-idDi pituzpari meDA-amRtasya jagraha .
   1 2 2 0608c ahaṃ sūrya ivājani .. 152	1 2 2 0608c aham sUryaH iva-ajani .. 152
   1 2 2 0609a revatīrnaḥ sadhamāda indre santu tuvivājāḥ .	1 2 2 0609a revatIH-naH saDamAdaH indre santu tuvivAjAH .
   1 2 2 0609c kṣumanto yābhirmadema .. 153	1 2 2 0609c kzumantaH yABiH-madema .. 153
   1 2 2 0610a somaḥ pūṣā ca cetaturviśvāsāṃ sukṣitīnām .	1 2 2 0610a somaH pUzA ca cetatuH-viSvAsAm su-kzitInAm .
   1 2 2 0610c devatrā rathyorhitā .. 154	1 2 2 0610t devatrA raTyoH-hitAH .. 154
   1 2 2 0701a pāntamā vo andhasa indramabhi pra gāyata .	1 2 2 0701a pAntamA vaH anDasaH indram-aBi pra gAyata .
   1 2 2 0701c viśvāsāhaṃ śatakratuṃ maṃhiṣṭhaṃ carṣaṇīnām .. 155	1 2 2 0701t viSvAsa-aham Satakratum maMhizWam carzaNInAm .. 155
   1 2 2 0702a pra va indrāya mādanaṃ haryaśvāya gāyata .	1 2 2 0702a pra vaH indrAya mAdanam haryaSvAya gAyata .
   1 2 2 0702c sakhāyaḥ somapāvne .. 156	1 2 2 0702c saKAyaH soma-pAvne .. 156
   1 2 2 0703a vayamu tvā tadidarthā indra tvāyantaḥ sakhāyaḥ .	1 2 2 0703a vayamu tvA tat-id-arTAH indra tvAyantaH saKAyaH .
   1 2 2 0703c kaṇvā ukthebhirjarante .. 157	1 2 2 0703c kaNvAH ukTeBiH-jarante .. 157
   1 2 2 0704a indrāya madvane sutaṃ pari ṣṭobhantu no giraḥ .	1 2 2 0704aH indrAya mad-vane sutam pari zwoBantu naH giraH .
   1 2 2 0704c arkamarcantu kāravaḥ .. 158	1 2 2 0704c arkam-arcantu kAravaH .. 158
   1 2 2 0705a ayaṃ ta indra somo nipūto adhi barhiṣi .	1 2 2 0705aH ayam te indra somaH nipUtaH aDi barhizi .
   1 2 2 0705c ehīmasya dravā piba .. 159	1 2 2 0705t ehi-im-asya dravA piba .. 159
   1 2 2 0706a surūpakṛtnumūtaye sudughāmiva goduhe .	1 2 2 0706a surUpakRtnu-mUtaye su-duGAm-iva go-duhe .
   1 2 2 0706c juhūmasi dyavidyavi .. 160	1 2 2 0706d juhUmasi dyavidyavi .. 160
   1 2 2 0707a abhi tvā vṛṣabhā sute sutaṃ sṛjāmi pītaye .	1 2 2 0707a aBi tvA vRzaBA sute sutam sRjAmi pItaye .
   1 2 2 0707c tṛmpā vyaśnuhī madam .. 161	1 2 2 0707d tRmpA vyaSnuhI madam .. 161
   1 2 2 0708a ya indra camaseṣvā somaścamūṣu te sutaḥ .	1 2 2 0708a yaH indra camasa-izvA somaH-camUzu te sutaH .
   1 2 2 0708c pibedasya tvamīśiṣe .. 162	1 2 2 0708d pibet-asya tvam-ISize .. 162
   1 2 2 0709a yogeyoge tavastaraṃ vājevāje havāmahe .	1 2 2 0709a yogeyoge tavastaram vAjevAje havAmahe .
   1 2 2 0709c sakhāya indramūtaye .. 163	1 2 2 0709c saKAyaH indra-mUtaye .. 163
   1 2 2 0710a ā tvetā ni ṣīdatendramabhi pra gāyata .	1 2 2 0710aH A tu-etAH ni zIdata-indram-aBi pra gAyata .
   1 2 2 0710c sakhāyaḥ stomavāhasaḥ .. 164	1 2 2 0710c saKAyaH stoma-vAhasaH .. 164
   1 2 2 0801a idaṃ hyanvojasā sutaṃ rādhānāṃ pate .	1 2 2 0801aH idam hi-anvojasA sutam rADAnAm pate .
   1 2 2 0801c pibā tvā3sya girvaṇaḥ .. 165	1 2 2 0801d pibA tvA3sya girvaNaH .. 165
   1 2 2 0802a mahāṃ indraḥ puraśca no mahitvamastu vajriṇe .	1 2 2 0802a mahAm indraH puras-ca naH mahitvam-astu vajriNe .
   1 2 2 0802c dyaurna prathinā śavaḥ .. 166	1 2 2 0802t dyOH-na praTinA SavaH .. 166
   1 2 2 0803a ā tū na indra kṣumantaṃ citraṃ grābhaṃ saṃ gṛbhāya .	1 2 2 0803aH A tU naH indra kzumantam citram grABam sam gRBAya .
   1 2 2 0803c mahāhastī dakṣiṇena .. 167	1 2 2 0803t mahA-hastI dakziNena .. 167
   1 2 2 0804a abhi pra gopatiṃ girendramarca yathā vide .	1 2 2 0804a aBi pra gopatim girA-indram-arca yaTA vide .
   1 2 2 0804c sūnuṃ satyasya satpatim .. 168	1 2 2 0804c sUnum satyasya sat-patim .. 168
   1 2 2 0805a kayā naścitra ā bhuvadūtī sadāvṛdhaḥ sakhā .	1 2 2 0805a kayA naH-citraH A BuvadUtI sadAvRDaH saKA .
   1 2 2 0805c kayā śaciṣṭhayā vṛtā .. 169	1 2 2 0805d kayA SacizWayA vRtAH .. 169
   1 2 2 0806a tyamu vaḥ satrāsāhaṃ viśvāsu gīrṣvāyatam .	1 2 2 0806a tyamu vaH satrAsAham viSvAsu gIrzu-Ayatam .
   1 2 2 0806c ā cyāvayasyūtaye .. 170	1 2 2 0806t A cyO=-ayasyUtaye .. 170
   1 2 2 0807a sadasaspatimadbhutaṃ priyamindrasya kāmyam .	1 2 2 0807a sat-asaspatim-adButam priyam-indrasya kAmyam .
   1 2 2 0807c saniṃ medhāmayāsiṣam .. 171	1 2 2 0807t sanim meDA-Amaya-asizam .. 171
   1 2 2 0808a ye te panthā adho divo yebhirvyaśvamairayaḥ .	1 2 2 0808a ye te panTAH aDas divaH yeBiH-vyaSva-mEH-ayaH .
   1 2 2 0808c uta śroṣantu no bhuvaḥ .. 172	1 2 2 0808c uta Srozantu naH BuvaH .. 172
   1 2 2 0809a bhadraṃbhadraṃ na ā bhareṣamūrjaṃ śatakrato .	1 2 2 0809a BadraMBadram na A Barezam-Urjam Satakrato .
   1 2 2 0809c yadindra mṛḍayāsi naḥ .. 173	1 2 2 0809t yat-indra mRxayA-asi naH .. 173
   1 2 2 0810a asti somo ayaṃ sutaḥ pibantyasya marutaḥ .	1 2 2 0810a asti somaH ayam sutaH pibanti-asya marutaH .
   1 2 2 0810c uta svarājo aśvinā .. 174	1 2 2 0810c uta sva-rAjaH aSvinA .. 174
   1 2 2 0901a īṅkhayantīrapasyuva indraṃ jātamupāsate .	1 2 2 0901aH IFKayantIrapasyuvaH indram jAtam-upAsate .
   1 2 2 0901c vanvānāsaḥ suvīryam .. 175	1 2 2 0901t vanvAnAsaH su-vIryam .. 175
   1 2 2 0902a na ki devā inīmasi na kyā yopayāmasi .	1 2 2 0902a na ki devAH inImasi na kyA yopayAmasi .
   1 2 2 0902c mantraśrutyaṃ carāmasi .. 176	1 2 2 0902t mantra-Srutyam carAmasi .. 176
   1 2 2 0903a doṣo āgādbṛhadgāya dyumadgāmannātharvaṇa .	1 2 2 0903a dozaH AgAt-bRhat-gAya dyumadgAmat-nATarvaNa .
   1 2 2 0903c stuhi devaṃ savitāram .. 177	1 2 2 0903d stuhi devam savitAram .. 177
   1 2 2 0904a eṣo uṣā apūrvyā vyucchati priyā divaḥ .	1 2 2 0904aH ezaH uzAH apUrvyA vyucCati priyAH divaH .
   1 2 2 0904c stuṣe vāmaśvinā bṛhat .. 178	1 2 2 0904t stuze vAm-aSvinA bRhat .. 178
   1 2 2 0905a indro dadhīco asthabhirvṛtrāṇyapratiṣkutaḥ .	1 2 2 0905aH indraH daDIcaH asTaBiH-vRtrANi-apratizkutaH .
   1 2 2 0905c jaghāna navatīrnava .. 179	1 2 2 0905d jaGAna navatIH-navaH .. 179
