   mātṛkā 1	mAtRkA 1
   vādasaṃkramaṇāj jñeyo hīnavādī sa vai naraḥ // Nar_M2.24 //	vAda-saMkramaNAt jQeyaH hIna-vAdI sa vE naraH // Nar_M2.24 //
   sarveṣv api vivādeṣu vākchale nāpahīyate /	sarvezu api vivAdezu vAkCale na-apahIyate /
   paśustrībhūmyṛṇādāne śāsyo 'py arthān na hīyate // Nar_M2.25 //	paSu-strI-BUmi-RNa-AdAne SAsyaH api arTAt na hIyate // Nar_M2.25 //
   abhiyukto 'bhiyogasya yadi kuryād apahnavam /	aBiyuktaH aBiyogasya yadi kuryAt apahnavam /
   abhiyoktā diśed deśyaṃ pratyavaskandito na cet // Nar_M2.26 //	aBiyoktA diSet deSyam pratyavaskanditaH na ced // Nar_M2.26 //
   pūrvapāde hi likhitaṃ yathākṣaram aśeṣataḥ /	pUrva-pAde hi liKitam yaTAkzaram aSezatas /
   arthī tṛtīyapāde tu kriyayā pratipādayet // Nar_M2.27 //	arTI tRtIya-pAde tu kriyayA pratipAdayet // Nar_M2.27 //
   kriyāpi dvividhā proktā mānuṣī daivikī tathā /	kriyA-api dviviDA proktA mAnuzI dEvikI taTA /
   mānuṣī lekhyasākṣibhyāṃ dhaṭādir daivikī smṛtā // Nar_M2.28 //	mAnuzI leKya-sAkziByAm Dawa-AdiH dEvikI smRtAH // Nar_M2.28 //
   divā kṛte kāryavidhau grāmeṣu nagareṣu vā /	divA kRte kArya-viDO grAmezu nagarezu vA /
   saṃbhave sākṣiṇāṃ caiva divyā na bhavati kriyā // Nar_M2.29 //	saMBave sAkziNAm ca-eva divyA na Bavati kriyA // Nar_M2.29 //
   araṇye nirjane rātrāv antarveśmani sāhase /	araNye nirjane rAtrO antarveSmani sAhase /
   nyāsasyāpahnave caiva divyā saṃbhavati kriyā // Nar_M2.30 //	nyAsasya-apahnave ca-eva divyA saMBavati kriyA // Nar_M2.30 //
   kāraṇapratipattyā ca pūrvapakṣe virodhite /	kAraNa-pratipattyA ca pUrva-pakze viroDite /
   abhiyuktena vai bhāvyaṃ vijñeyaṃ pūrvapakṣavat // Nar_M2.31 //	aBiyuktena vE BAvyam vijQeyam pUrva-pakza-vat // Nar_M2.31 //
   palāyate ya āhūto maunī sākṣiparājitaḥ /	palAyate yaH AhUtaH mOnI sAkzi-parAjitaH /
   svayam abhyupapannaś ca avasannaś caturvidhaḥ // Nar_M2.32 //	svayam aByupapannaH ca avasannaH caturviDaH // Nar_M2.32 //
   anyavādī kriyādveṣī nopasthātā niruttaraḥ /	anya-vAdI kriyA-dvezI na-upasTAtA niruttaraH /
   āhūtaprapalāyī ca hīnaḥ pañcavidhaḥ smṛtaḥ // Nar_M2.33 //	AhUta-prapalAyI ca hInaH paQcaviDaH smRtaH // Nar_M2.33 //
   maṇayaḥ padmarāgādyā dīnārādi hiraṇmayam /	maNayaH padmarAga-AdyAH dInAra-Adi hiraNmayam /
   muktāvidrumaśaṅkhādyāḥ praduṣṭāḥ svāmigāminaḥ // Nar_M2.34 //	muktA-vidruma-SaFKa-AdyAH praduzwAH svAmi-gAminaH // Nar_M2.34 //
   gandhamālyam adattaṃ tu bhūṣaṇaṃ vāsa eva vā /	ganDa-mAlyam adattam tu BUzaNam vAsaH eva vA /
   pāduketi rājoktaṃ tad ākrāman vadham arhati // Nar_M2.35 //	pAdukA-iti rAja-uktam tat AkrAman vaDam arhati // Nar_M2.35 //
   paṇyamūlyaṃ bhṛtir nyāso daṇḍo yac cāvahārakam /	paNya-mUlyam BRtiH nyAsaH daNxaH yat ca-avahArakam /
   vṛthādānākṣikapaṇā vardhante nāvivakṣitāḥ // Nar_M2.36 //	vRTA-dAna-akzika-paNAH varDante na-avivakzitAH // Nar_M2.36 //
   mithyābhiyogino ye syur dvijānāṃ śūdrayonayaḥ /	miTyA-aBiyoginaH ye syuH dvijAnAm SUdra-yonayaH /
   teṣāṃ jihvāṃ samutkṛtya rājā śūle vidhāpayet // Nar_M2.37 //	tezAm jihvAm samutkRtya rAjA SUle viDApayet // Nar_M2.37 //
   ājñā lekhaḥ paṭṭakaḥ śāsanaṃ vā ādhiḥ pattraṃ vikrayo vā krayo vā /	AjQA leKaH pawwakaH SAsanam vA ADiH pattram vikrayaH vA krayaH vA /
   rājñe kuryāt pūrvam āvedanaṃ yas tasya jñeyaḥ pūrvapakṣaḥ vidhijñaiḥ //	rAjQe kuryAt pUrvam Avedanam yaH tasya jQeyaH pUrva-pakzaH viDi-jQEH //
   Nar_M2.38 //	Nar_M2.38 //
   sākṣikadūṣaṇe kāryaṃ pūrvasākṣiviśodhanam /	sAkzika-dUzaNe kAryam pUrva-sAkzi-viSoDanam /
   śuddheṣu sākṣiṣu tataḥ paścāt sākṣyaṃ viśodhayet // Nar_M2.39 //	SudDezu sAkzizu tatas paScAt sAkzyam viSoDayet // Nar_M2.39 //
   sākṣisabhyāvasannānāṃ dūṣaṇe darśanaṃ punaḥ /	sAkzi-saBya-avasannAnAm dUzaNe darSanam punar /
   svacaryāvasitānāṃ tu nāsti paunarbhavo vidhiḥ // Nar_M2.40 //	sva-caryA-vasitAnAm tu na-asti pOnarBavaH viDiH // Nar_M2.40 //
   svayam abhyupapanno 'pi svacaryāvasito 'pi san /	svayam aByupapannaH api sva-caryA-vasitaH api san /
   kriyāvasanno 'py arheta paraṃ sabhyāvadhāraṇam // Nar_M2.41 //	kriyA-avasannaH api arheta param saBya-avaDAraNam // Nar_M2.41 //
   pakṣān utsārya kāryas tu sabhyaiḥ kāryaviniścayaḥ /	pakzAn utsArya kAryaH tu saByEH kArya-viniScayaH /
   anutsāritanirṇikte virodhaḥ pretya ceha ca // Nar_M2.42 //	anutsArita-nirNikte viroDaH pretya ca-iha ca // Nar_M2.42 //
   sabhair eva jitaḥ paścād rājñā śāsyaḥ svaśāstrataḥ /	saBEH eva jitaH paScAt rAjQA SAsyaH sva-SAstrataH /
   jayine cāpi deyaṃ syād yathāvaj jayapatrakam // Nar_M2.43 //	jayine ca-api deyam syAt yaTAvat jaya-patrakam // Nar_M2.43 //
   vyavahāramukhaṃ caitat pūrvam uktaṃ svayaṃbhuvā /	vyavahAra-muKam ca-etat pUrvam uktam svayaMBuvA /
   mukhaśuddhau hi śuddhiḥ syād vyavahārasya nānyathā // Nar_M2.44 //	muKa-SudDO hi SudDiH syAt vyavahArasya na-anyaTA // Nar_M2.44 //
   mātṛkā 3	mAtRkA 3
   [sabhā]	[saBA]
   niyuktena tu vaktavyam apakṣapatitaṃ vacaḥ // Nar_M3.1 //	niyuktena tu vaktavyam apakza-patitam vacaH // Nar_M3.1 //
   yuktarūpaṃ bruvan sabhyo nāpnuyād dveṣakilbiṣe /	yukta-rUpam bruvan saByaH na-ApnuyAt dveza-kilbize /
   bruvāṇas tv anyathā sabhyas tad evobhayam āpnuyāt // Nar_M3.2 //	bruvANaH tu anyaTA saByaH tat eva-uBayam ApnuyAt // Nar_M3.2 //
   rājā tu dhārmikān sabhyān niyuñjyāt suparīkṣitān /	rAjA tu DArmikAn saByAt niyuQjyAt su-parIkzitAn /
   vyavahāradhuraṃ voḍhuṃ ye śaktāḥ sadgavā iva // Nar_M3.3 //	vyavahAra-Duram voXum ye SaktAH sat-gavAH iva // Nar_M3.3 //
   dharmaśāstrārthakuśalāḥ kulīnāḥ satyavādinaḥ /	Darma-SAstra-arTa-kuSalAH kulInAH satya-vAdinaH /
   samāḥ śatrau ca mitre ca nṛpateḥ syuḥ sabhāsadaḥ // Nar_M3.4 //	samAH SatrO ca mitre ca nRpateH syuH saBAsadaH // Nar_M3.4 //
   tatpratiṣṭhaḥ smṛto dharmo dharmamūlaś ca pārthivaḥ /	tad-pratizWaH smRtaH DarmaH Darma-mUlaH ca pArTivaH /
   saha sadbhir ato rājā vyavahārān viśodhayet // Nar_M3.5 //	saha sadBiH atas rAjA vyavahArAn viSoDayet // Nar_M3.5 //
   śuddheṣu vyavahāreṣu śuddhiṃ yānti sabhāsadaḥ /	SudDezu vyavahArezu SudDim yAnti saBAsadaH /
   śuddhiś ca teṣāṃ dharmād dhi dharmam eva vadet tataḥ // Nar_M3.6 //	SudDiH ca tezAm DarmAt Di Darmam eva vadet tatas // Nar_M3.6 //
   yatra dharmo hy adharmeṇa satyaṃ yatrānṛtena ca /	yatra DarmaH hi aDarmeNa satyam yatra-anRtena ca /
   hanyate prekṣamāṇānāṃ hatās tatra sabhāsadaḥ // Nar_M3.7 //	hanyate prekzamANAnAm hatAH tatra saBAsadaH // Nar_M3.7 //
   viddho dharmo hy adharmeṇa sabhāṃ yatropatiṣṭhate /	vidDaH DarmaH hi aDarmeNa saBAm yatra-upatizWate /
   na ced viśalyaḥ kriyate viddhās tatra sabhāsadaḥ // Nar_M3.8 //	na ced viSalyaH kriyate vidDAH tatra saBAsadaH // Nar_M3.8 //
   sabhā vā na praveṣṭavyā vaktavyaṃ vā samañjasam /	saBA vA na pravezwavyAH vaktavyam vA samaQjasam /
   abruvan vibruvan vāpi naro bhavati kilbiṣī // Nar_M3.9 //	abruvan vibruvan vA-api naraH Bavati kilbizI // Nar_M3.9 //
   ye tu sabhyāḥ sabhāṃ gatvā tūṣṇīṃ dhyāyanta āsate /	ye tu saByAH saBAm gatvA tUzNIm DyAyantaH Asate /
   yathāprāptaṃ na bruvate sarve te 'nṛtavādinaḥ // Nar_M3.10 //	yaTAprAptam na bruvate sarve te anRta-vAdinaH // Nar_M3.10 //
   pādo 'dharmasya kartāraṃ pādaḥ sākṣiṇam ṛcchati /	pAdaH aDarmasya kartAram pAdaH sAkziNam RcCati /
   pādaḥ sabhāsadaḥ sarvān pādo rājānam ṛcchati // Nar_M3.11 //	pAdaH saBAsadaH sarvAn pAdaH rAjAnam RcCati // Nar_M3.11 //
   rājā bhavaty anenās tu mucyante ca sabhāsadaḥ /	rAjA Bavati anenAH tu mucyante ca saBAsadaH /
   eno gacchati kartāraṃ nindārho yatra nindyate // Nar_M3.12 //	enaH gacCati kartAram nindA-arhaH yatra nindyate // Nar_M3.12 //
   andho matsyān ivāśnāti nirapekṣaḥ sakaṇṭakān /	anDaH matsyAn iva-aSnAti nirapekzaH sa-kaNwakAn /
   parokṣam arthavaikalyād bhāṣate yaḥ sabhāṃ gataḥ // Nar_M3.13 //	parokzam arTa-vEkalyAt BAzate yaH saBAm gataH // Nar_M3.13 //
   tasmāt sabhyaḥ sabhāṃ prāpya rāgadveṣavivarjitaḥ /	tasmAt saByaH saBAm prApya rAga-dveza-vivarjitaH /
   vacas tathāvidhaṃ brūyād yathā na narakaṃ patet // Nar_M3.14 //	vacaH taTAviDam brUyAt yaTA na narakam patet // Nar_M3.14 //
   yathā śalyaṃ bhiṣag vidvān uddhared yantrayuktitaḥ /	yaTA Salyam Bizaj vidvAn udDaret yantra-yuktitaH /
   prāḍvivākas tathā śalyam uddhared vyavahārataḥ // Nar_M3.15 //	prAxvivAkaH taTA Salyam udDaret vyavahArataH // Nar_M3.15 //
   yatra sabhyo janaḥ sarvaḥ sādhv etad iti manyate /	yatra saByaH janaH sarvaH sADu etat iti manyate /
   sa niḥśalyo vivādaḥ syāt saśalyaḥ syād ato 'nyathā // Nar_M3.16 //	sa niHSalyaH vivAdaH syAt sa-SalyaH syAt atas anyaTA // Nar_M3.16 //
   na sā sabhā yatra na santi vṛddhā vṛddhā na te ye na vadanti dharmam /	na sA saBA yatra na santi vRdDAH vRdDAH na te ye na vadanti Darmam /
   nāsau dharmo yatra na satyam asti na tat satyaṃ yac chalenānuviddham //	na-asO DarmaH yatra na satyam asti na tat satyam yat Calena-anuvidDam //
   Nar_M3.17 //	Nar_M3.17 //
   vyavahārapadāni	vyavahAra-padAni
   1. ṛṇādānam	1. RNa-AdAnam
   ṛṇaṃ deyam adeyaṃ ca yena yatra yathā ca yat /	RNam deyam adeyam ca yena yatra yaTA ca yat /
   dānagrahaṇadharmāc ca ṛṇādānam iti smṛtam // Nar_1.01 //	dAna-grahaNa-DarmAt ca RNa-AdAnam iti smRtam // Nar_1.01 //
   pitary uparate putrā ṛṇaṃ dadyur yathāṃśataḥ /	pitari uparate putrAH RNam dadyuH yaTA-aMSataH /
   vibhaktā hy avibhaktā vā yas tām udvahate dhuram // Nar_1.02 //	viBaktA hi aviBaktA vA yaH tAm udvahate Duram // Nar_1.02 //
   pitṛvyeṇāvibhaktena bhrātrā vā yad ṛṇaṃ kṛtam /	pitRvyeNa-aviBaktena BrAtrA vA yat RNam kRtam /
   mātrā vā yat kuṭumbārthe dadyus tad rikthino 'khilam // Nar_1.03 //	mAtrA vA yat kuwumba-arTe dadyuH tat rikTinaH aKilam // Nar_1.03 //
   kramād avyāhataṃ prāptaṃ putrair yan narṇam uddhṛtam /	kramAt avyAhatam prAptam putrEH yat na-RNam udDRtam /
   dadyuḥ paitāmahaṃ pautrās tac caturthān nivartate // Nar_1.04 //	dadyuH pEtAmaham pOtrAH tat caturTAn nivartate // Nar_1.04 //
   icchanti pitaraḥ putrān svārthahetor yatas tataḥ /	icCanti pitaraH putrAn sva-arTa-hetoH yatas tatas /
   uttamarṇādhamarṇebhyo mām ayaṃ mocayiṣyati // Nar_1.05 //	uttamarNa-aDamarNeByaH mAm ayam mocayizyati // Nar_1.05 //
   ataḥ putreṇa jātena svārtham utsṛjya yatnataḥ /	atas putreNa jAtena sva-arTam utsRjya yatnatas /
   pitā mokṣitavya ṛṇād yathā na narakaṃ patet // Nar_1.06 //	pitA mokzitavyaH RNAt yaTA na narakam patet // Nar_1.06 //
   tapasvī cāgnihotrī ca ṛṇavān mriyate yadi /	tapasvI ca-agnihotrI ca RNavAn mriyate yadi /
   tapaś caivāgnihotraṃ ca sarvaṃ tad dhanināṃ dhanam // Nar_1.07 //	tapaH ca-eva-agnihotram ca sarvam tat DaninAm Danam // Nar_1.07 //
   na putrarṇaṃ pitā dadyād dadyāt putras tu paitṛkam /	na putra-RNam pitA dadyAt dadyAt putraH tu pEtRkam /
   kāmakrodhasurādyūta- prātibhāvyakṛtaṃ vinā // Nar_1.08 //	kAma-kroDa-surA-dyUta prAtiBAvya-kRtam vinA // Nar_1.08 //
   pitur eva niyogād yat kuṭumbabharaṇāya ca /	pituH eva niyogAt yat kuwumba-BaraNAya ca /
   kṛtaṃ vā yad ṛṇaṃ kṛcchre dadyāt putrasya tat pitā // Nar_1.09 //	kRtam vA yat RNam kRcCre dadyAt putrasya tat pitA // Nar_1.09 //
   śiṣyāntevāsidāsastrī- vaiyāvṛttyakaraiś ca yat /	Sizya-antevAsi-dAsa-strI vEyAvRttya-karEH ca yat /
   kuṭumbahetor utkṣiptaṃ voḍhavyaṃ tat kuṭumbinā // Nar_1.10 //	kuwumba-hetoH utkziptam voXavyam tat kuwumbinA // Nar_1.10 //
   nārvāg viṃśatimād varṣāt pitari proṣite sutaḥ /	na-arvAk viMSatimAt varzAt pitari prozite sutaH /
   ṛṇaṃ dadyāt pitṛvye vā jyeṣṭhe bhrātary athāpi vā // Nar_1.11 //	RNam dadyAt pitRvye vA jyezWe BrAtari aTa-api vA // Nar_1.11 //
   dāpyaḥ pararṇam eko 'pi jīvatsv adhikṛtaiḥ kṛtam /	dApyaH para-RNam ekaH api jIvatsu aDikRtEH kRtam /
   preteṣu tu na tatputraḥ pararṇaṃ dātum arhati // Nar_1.12 //	pretezu tu na tad-putraH para-RNam dAtum arhati // Nar_1.12 //
   na strī patikṛtaṃ dadyād ṛṇaṃ putrakṛtaṃ tathā /	na strI pati-kRtam dadyAt RNam putra-kRtam taTA /
   abhyupetād ṛte yadvā saha patyā kṛtaṃ bhavet // Nar_1.13 //	aByupetAt Rte yat-vA saha patyA kRtam Bavet // Nar_1.13 //
   dadyād aputrā vidhavā niyuktā yā mumūrṣuṇā /	dadyAt aputrA viDavA niyuktA yA mumUrzuNA /
   yo vā tadriktham ādadyād yato riktham ṛṇaṃ tataḥ // Nar_1.14 //	yaH vA tad-rikTam AdadyAt yatas rikTam RNam tatas // Nar_1.14 //
   na ca bhāryākṛtam ṛṇaṃ kathaṃcit patyur ābhavet /	na ca BAryA-akRtam RNam kaTaMcid patyuH ABavet /
   āpatkṛtād ṛte puṃsāṃ kuṭumbārtho hi vistaraḥ // Nar_1.15 //	Apad-kRtAt Rte puMsAm kuwumba-arTaH hi vistaraH // Nar_1.15 //
   anyatra rajakavyādha- gopaśauṇḍikayoṣitām /	anyatra rajaka-vyADa gopa-SONxika-yozitAm /
   teṣāṃ tatpratyayā vṛttiḥ kuṭumbaṃ ca tadāśrayam // Nar_1.16 //	tezAm tad-pratyayA vRttiH kuwumbam ca tad-ASrayam // Nar_1.16 //
   putriṇī tu samutsṛjya putraṃ strī yānyam āśrayet /	putriNI tu samutsRjya putram strI yA-anyam ASrayet /
   ṛkthaṃ tasyā haret sarvaṃ niḥsvāyāḥ putra eva tu // Nar_1.17 //	RkTam tasyAH haret sarvam niHsvAyAH putraH eva tu // Nar_1.17 //
   yā tu sapradhanaiva strī sāpatyā cānyam āśrayet /	yA tu sa-praDanA-eva strI sa-apatyA ca-anyam ASrayet /
   so 'syā dadyād ṛṇaṃ bhartur utsṛjed vā tathaiva tām // Nar_1.18 //	saH asyAH dadyAt RNam BartuH utsRjet vA taTA-eva tAm // Nar_1.18 //
   adhanasya hy aputrasya mṛtasyopaiti yaḥ striyam /	aDanasya hi aputrasya mRtasya-upEti yaH striyam /
   ṛṇaṃ voḍhuḥ sa bhajate tad evāsya dhanaṃ smṛtam // Nar_1.19 //	RNam voXuH sa Bajate tat eva-asya Danam smRtam // Nar_1.19 //
   dhanastrīhāriputrāṇām ṛṇabhāg yo dhanaṃ haret /	Dana-strI-hAriputrANAm RNa-BAj yaH Danam haret /
   putro 'satoḥ strīdhaninoḥ strīhārī dhaniputrayoḥ // Nar_1.20 //	putraH asatoH strI-DaninoH strI-hArI Dani-putrayoH // Nar_1.20 //
   uttamā svairiṇī yā syād uttamā ca punarbhuvām /	uttamA svEriNI yA syAt uttamA ca punarBuvAm /
   ṛṇaṃ tayoḥ patikṛtaṃ dadyād yas tām upāśnute // Nar_1.21 //	RNam tayoH pati-kRtam dadyAt yaH tAm upASnute // Nar_1.21 //
   strīkṛtāny apramāṇāni kāryāṇy āhur anāpadi /	strI-kRtAni apramANAni kAryANi AhuH anApadi /
   viśeṣato gṛhakṣetra- dānādhamanavikrayāḥ // Nar_1.22 //	viSezataH gRha-kzetra dAna-ADamana-vikrayAH // Nar_1.22 //
   etāny api pramāṇāni bhartā yady anumanyate /	etAni api pramANAni BartA yadi anumanyate /
   putraḥ patyur abhāve vā rājā vā patiputrayoḥ // Nar_1.23 //	putraH patyuH aBAve vA rAjA vA pati-putrayoH // Nar_1.23 //
   bhartrā prītena yad dattaṃ striyai tasmin mṛte 'pi tat /	BartrA prItena yat dattam striyE tasmin mRte api tat /
   sā yathākāmam aśnīyād dadyād vā sthāvarād ṛte // Nar_1.24 //	sA yaTAkAmam aSnIyAt dadyAt vA sTAvarAt Rte // Nar_1.24 //
   tathā dāsakṛtaṃ kāryam akṛtaṃ paricakṣate /	taTA dAsa-kRtam kAryam akRtam paricakzate /
   anyatra svāmisaṃdeśān na dāsaḥ prabhur ātmanaḥ // Nar_1.25 //	anyatra svAmi-saMdeSAt na dAsaH praBuH AtmanaH // Nar_1.25 //
   putreṇa ca kṛtaṃ kāryaṃ yat syāt pitur anicchataḥ /	putreNa ca kRtam kAryam yat syAt pituH anicCataH /
   tad apy akṛtam evāhur dāsaḥ putraś ca tau samau // Nar_1.26 //	tat api akRtam eva-AhuH dAsaH putraH ca tO samO // Nar_1.26 //
   aprāptavyavahāraś cet svatantro 'pi hi na rṇabhāk /	aprApta-vyavahAraH ced svatantraH api hi na rNa-BAj /
   svātantryaṃ tu smṛtaṃ jyeṣṭhe jyaiṣṭhyaṃ guṇavayaḥkṛtam // Nar_1.27 //	svAtantryam tu smRtam jyezWe jyEzWyam guNa-vayaH-kRtam // Nar_1.27 //
   trayaḥ svatantrā loke 'smin rājācāryas tathaiva ca /	trayaH svatantrA loke asmin rAja-AcAryaH taTA-eva ca /
   prati prati ca varṇānāṃ sarveṣāṃ svagṛhe gṛhī // Nar_1.28 //	prati prati ca varNAnAm sarvezAm sva-gRhe gRhI // Nar_1.28 //
   asvatantrāḥ prajāḥ sarvāḥ svatantraḥ pṛthivīpatiḥ /	asvatantrAH prajAH sarvAH svatantraH pRTivIpatiH /
   asvatantraḥ smṛtaḥ śiṣya ācārye tu svatantratā // Nar_1.29 //	asvatantraH smRtaH SizyaH AcArye tu svatantra-tA // Nar_1.29 //
   asvatantrāḥ striyaḥ putrā dāsāś ca saparigrahāḥ /	asvatantrAH striyaH putrAH dAsAH ca sa-parigrahAH /
   svatantras tatra tu gṛhī yasya yat syāt kramāgatam // Nar_1.30 //	svatantraH tatra tu gRhI yasya yat syAt krama-Agatam // Nar_1.30 //
   garbhasthaiḥ sadṛśo jñeya ā varṣād aṣṭamāc chiṣuḥ /	garBa-sTEH sadRSaH jQeyaH A varzAt azwamAt SizuH /
   bāla ā ṣoḍaśāj jñeyaḥ pogaṇḍaś cāpi śabdyate // Nar_1.31 //	bAlaH A zoxaSAt jQeyaH pogaNxaH ca-api Sabdyate // Nar_1.31 //
   parato vyavahārajñaḥ svatantraḥ pitarau vinā /	paratas vyavahAra-jQaH svatantraH pitarO vinA /
   jīvator asvatantraḥ syāj jarayāpi samanvitaḥ // Nar_1.32 //	jIvatoH asvatantraH syAt jarayA-api samanvitaH // Nar_1.32 //
   tayor api pitā śreyān bījaprādhānyadarśanāt /	tayoH api pitA SreyAn bIja-prADAnya-darSanAt /
   abhāve bījino mātā tadabhāve tu pūrvajaḥ // Nar_1.33 //	aBAve bIjinaH mAtA tad-aBAve tu pUrvajaH // Nar_1.33 //
   svatantrāḥ sarva evaite paratantreṣu sarvadā /	svatantrAH sarve eva-ete paratantrezu sarvadA /
   anuśiṣṭau visarge ca vikraye ceśvarā matāḥ // Nar_1.34 //	anuSizwO visarge ca vikraye ca-ISvarAH matAH // Nar_1.34 //
   yad bālaḥ kurute kāryam asvatantras tathaiva ca /	yat bAlaH kurute kAryam asvatantraH taTA-eva ca /
   akṛtaṃ tad iti prāhuḥ śāstre śāstravido janāḥ // Nar_1.35 //	akRtam tat iti prAhuH SAstre SAstra-vidaH janAH // Nar_1.35 //
   svatantro 'pi hi yat kāryaṃ kuryād aprakṛtiṃ gataḥ /	svatantraH api hi yat kAryam kuryAt aprakRtim gataH /
   tad apy akṛtam evāhur asvatantraḥ sa hetutaḥ // Nar_1.36 //	tat api akRtam eva-AhuH asvatantraH sa hetutaH // Nar_1.36 //
   kāmakrodhābhiyuktārta- bhayavyasanapīḍitāḥ /	kAma-kroDa-aBiyukta-Arta Baya-vyasana-pIxitAH /
   rāgadveṣaparītāś ca jñeyās tv aprakṛtiṃ gatāḥ // Nar_1.37 //	rAga-dveza-parItAH ca jQeyAH tu aprakRtim gatAH // Nar_1.37 //
   kule jyeṣṭhas tathā śreṣṭhaḥ prakṛtisthaś ca yo bhavet /	kule jyezWaH taTA SrezWaH prakRti-sTaH ca yaH Bavet /
   tatkṛtaṃ syāt kṛtaṃ kāryaṃ nāsvatantrakṛtaṃ kṛtam // Nar_1.38 //	tat-kRtam syAt kRtam kAryam na-asvatantra-kRtam kRtam // Nar_1.38 //
   dhanamūlāḥ kriyāḥ sarvā yatnas tatsādhane mataḥ /	Dana-mUlAH kriyAH sarvAH yatnaH tad-sADane mataH /
   rakṣaṇaṃ vardhanaṃ bhoga iti tasya vidhiḥ kramāt // Nar_1.39 //	rakzaNam varDanam BogaH iti tasya viDiH kramAt // Nar_1.39 //
   tat punas trividhaṃ jñeyaṃ śuklaṃ śabalam eva ca /	tat punar triviDam jQeyam Suklam Sabalam eva ca /
   kṛṣṇaṃ ca tasya vijñeyaḥ prabhedaḥ saptadhā pṛthak // Nar_1.40 //	kRzNam ca tasya vijQeyaH praBedaH saptaDA pRTak // Nar_1.40 //
   śrutaśauryatapaḥkanyā- śiṣyayājyānvayāgatam /	Sruta-SOrya-tapaH-kanyA Sizya-yAjya-anvaya-Agatam /
   dhanaṃ saptavidhaṃ śuklam udayo 'py asya tadvidhaḥ // Nar_1.41 //	Danam saptaviDam Suklam udayaH api asya tadviDaH // Nar_1.41 //
   kusīdakṛṣivāṇijya- śulkaśilpānuvṛttibhiḥ /	kusIda-kRzi-vANijya Sulka-Silpa-anuvRttiBiH /
   kṛtopakārād āptaṃ ca śabalaṃ samudāhṛtam // Nar_1.42 //	kRta-upakArAt Aptam ca Sabalam samudAhRtam // Nar_1.42 //
   pārśvikadyūtadautyārti- pratirūpakasāhasaiḥ /	pArSvika-dyUta-dOtya-Arti pratirUpaka-sAhasEH /
   vyājenopārjitaṃ yac ca tat kṛṣṇaṃ samudāhṛtam // Nar_1.43 //	vyAjena-upArjitam yat ca tat kRzNam samudAhRtam // Nar_1.43 //
   tena krayo vikrayaś ca dānaṃ grahaṇam eva ca /	tena krayaH vikrayaH ca dAnam grahaNam eva ca /
   vividhāś ca pravartante kriyāḥ saṃbhoga eva ca // Nar_1.44 //	viviDAH ca pravartante kriyAH saMBogaH eva ca // Nar_1.44 //
   yathāvidhena dravyeṇa yat kiṃcit kurute naraḥ /	yaTAviDena dravyeNa yat kiMcid kurute naraH /
   tathāvidham avāpnoti sa phalaṃ pretya ceha ca // Nar_1.45 //	taTAviDam avApnoti sa Palam pretya ca-iha ca // Nar_1.45 //
   tat punar dvādaśavidhaṃ prativarṇāśrayāt smṛtam /	tat punar dvAdaSaviDam prativarNa-ASrayAt smRtam /
   sādhāraṇaṃ syāt trividhaṃ śeṣaṃ navavidhaṃ smṛtam // Nar_1.46 //	sADAraNam syAt triviDam Sezam navaviDam smRtam // Nar_1.46 //
   kramāgataṃ prītidāyaḥ prāptaṃ ca saha bhāryayā /	krama-Agatam prIti-dAyaH prAptam ca saha BAryayA /
   aviśeṣeṇa varṇānāṃ sarveṣāṃ trividhaṃ dhanam // Nar_1.47 //	aviSezeNa varNAnAm sarvezAm triviDam Danam // Nar_1.47 //
   vaiśeṣikaṃ dhanaṃ jñeyaṃ brāhmaṇasya trilakṣaṇam /	vESezikam Danam jQeyam brAhmaNasya tri-lakzaNam /
   pratigraheṇa yallabdhaṃ yājyataḥ śiṣyatas tathā // Nar_1.48 //	pratigraheNa yat-labDam yAjyataH SizyataH taTA // Nar_1.48 //
   trividhaṃ kṣatriyasyāpi prāhur vaiśeṣikaṃ dhanam /	triviDam kzatriyasya-api prAhuH vESezikam Danam /
   yuddhopalabdhaṃ kāraś ca daṇḍaś ca vyavahārataḥ // Nar_1.49 //	yudDa-upalabDam kAraH ca daNxaH ca vyavahArataH // Nar_1.49 //
   vaiśeṣikaṃ dhanaṃ jñeyaṃ vaiśyasyāpi trilakṣaṇam /	vESezikam Danam jQeyam vESyasya-api tri-lakzaNam /
   kṛṣigorakṣavāṇijyaiḥ śūdrasyaibhyas tv anugrahāt // Nar_1.50 //	kRzi-gorakza-vANijyEH SUdrasya-eByaH tu anugrahAt // Nar_1.50 //
   sarveṣām eva varṇānām eṣa dharmyo dhanāgamaḥ /	sarvezAm eva varNAnAm eza DarmyaH Dana-AgamaH /
   viparyayād adharmyaḥ syān na ced āpad garīyasī // Nar_1.51 //	viparyayAt aDarmyaH syAt na ced Apad garIyasI // Nar_1.51 //
   āpatsv anantarā vṛttir brāhmaṇasya vidhīyate /	Apatsu anantarA vRttiH brAhmaNasya viDIyate /
   vaiśyavṛttis tataś coktā na jaghanyā kathaṃcana // Nar_1.52 //	vESya-vRttiH tatas ca-uktA na jaGanyA kaTaMcana // Nar_1.52 //
