   oṃ	om
   paramaśiṣṭena	parama Sizwena
   kṛto 'pīṣṭadevatānamaskāro na śāstre	kRtaH api izwadevatA namaskAraH na SAstre
   niveśetiḥ'1	niveSa itiH a1
   iti vadan	iti vadan
   maṅgalācaraṇe śiṣṭācāraḥ pramāṇamiti sūcayati/	maFgala AcaraNe Sizwa AcAraH pramANam iti sUcayati/
   tātparyaṭīkāpariśuddhau udayanācāryāḥ  kāryārambhe	tAtpari awIka apariSudDO udayana AcAryAH kArya AramBe
   prārabdhasyāntarāyaviraheṇa parisamāptiṃ kāmayamānāḥ	prArabDasya antarAya viraheNa parisamAptim kAmayamAnAH
   abhīṣṭadevatānamaskārapūrvakaṃ prekṣāvantaḥ pravartante/ paraṃ tu dṛśyate	aBIzwa devatA namaskAra pUrvakam prekzAvantaH pravartante/ param tu dRSyate
   tatra tatra bahuśo vyabhicāraḥ, kṛtanamaskārasyāpi samīhitāsiddheḥ,	tatra tatra bahuSas vyaBicAraH, kRta namaskArasya api samIhita asidDeH,
   akṛtanamaskārasyāpi samīhitasiddheśca/ na cātra 'vṛṣṭikāmaḥ kārīrīṃ	akRta namaskArasya api samIhita sidDeH ca/ na ca atra avRzwi kAmaH kArIrIm
   nirvapet' itivat 'prārabdhaparisamāptikāmo devatāṃ	nirvapet a itivat aprArabDa parisamApti kAmaH devatAm
   namaskuryāt' iti śrutirasti yena vyabhicāre 'pi	namaskuryAt a iti SrutiH asti yena vyaBicAre api
   karmakartṛsādhanavaiguṇyaṃ kalpayāmaḥ/ tasmāt 'arthakāma iha vaṭe	karma kartR sADana vEguNyam kalpayAmaH/ tasmAt aarTa kAmaH iha vawe
   prativasantaṃ vakṣaṃ pūjayet' itivat	prativasantam vakzam pUjayet a iti vat 
   aprāmāṇikaprasiddhivijṛmbhitametanmaṅgalācaraṇamityabhisandhāya	aprAmANika prasidDi vijRmBitam etat maFgala AcaraNam iti aBisanDAya
   kimu vārtikakṛtā maṅgalaṃ na kṛtam? ityākāṅkṣāsamādhānārthaṃḥ	kimu vArtika kRtA maFgalam na kRtam? iti AkAFkzA samADAna arTaMH
   pūrvoktaṭīkāgantha ityavatārikāṃ kṛtvā, pratyakṣamiva	pUrva uktawIkA ganTaH iti avatArikAm kRtvA, pratyakzam iva
   avigītaśiṣṭācāro 'pi śrutisadbhāve pramāṇameva, nirmūlasya	avigIta Sizwa AcAraH api Sruti sadBAve pramANam eva, nirmUlasya
   śiṣṭācārasyāsaṃbhavāt/ tathā ca kvacinmaṅgale samāptyabhāvaḥ	Sizwa AcArasya asaMBavAt/ taTA ca kvacid maFgale samApti aBAvaH
   karmakartṛsādhanavaiguṇyaprayuktaḥ/ iha janmani asatyapi maṅgale	karma kartR sADana vEguNya prayuktaH/ iha janmani asati api maFgale
   samāptistu janmāntarīyamaṅgalādhīneti samavarṇayan/ etena	samAptiH tu janma antarIya maFgala aDInA iti samavarNayan/ etena
   śiṣṭācārānumitā śrutiḥ granthārambhe maṅgalakartavyatāyāṃ	Sizwa AcAra anumitA SrutiH granTa AramBe maFgala kartavyatAyAm
   pramāṇamiti udayanācāryāśayo 'vagamyate, maṅgalaṃ samāptiphalakamiti	pramANam iti udayana AcArya ASayaH avagamyate, maFgalam samApti Palakam iti
   ca/	ca/
   tatna bhūṣaṇakārāśayaḥ	tatna BUzaNa kAra ASayaH
   nyāyabhūṣaṇakārāḥ  	nyAya BUzaNa kArAH  
   praṇāmakṛtena hi maṅlenaṃ adharmapratibandhakena adharmaṃmūlā	praNAma kRtena hi maFlenam aDarma pratibanDakena aDarmaMmUlA
   vighnavināyakāḥ protsāryante/ tataḥ śāstraparisamāptirityarthavān	viGna vinAyakAH protsAryante/ tatas SAstra parisamAptiH iti arTavAn
   praṇāmaḥ/ yatra tu na samāptistatra praṇāmasyāsamyakatvamanumeyaṃ	praNAmaH/ yatra tu na samAptiH tatra praNAmasya asamyaka tvam anumeyam
   karturadharmabāhulyaṃ vā/ yatrāpyantareṇa praṇāmaṃ	kartuH aDarma bAhulyam vA/ yatra api antareNa praNAmam
   śāstraparisamāptirdṛśyate, tatrāpi mānasaḥ kāyiko vā	SAstra parisamAptiH dRSyate, tatra api mAnasaH kAyikaH vA
   praṇāmo 'numeyaḥ, sādhanāntarasādhyo vā dharmaḥ/ vācikapraṇāme	praNAmaH anumeyaH, sADana antara sADyaH vA DarmaH/ vAcika praNAme
   tvanyeṣāmapyupadeśasiddhiriti viśeṣaḥ/ yasya tu vighnaheturadharma eva	tu anyezAm api upadeSa sidDiH iti viSezaH/ yasya tu viGna hetuH aDarmaH eva
   nāsti, tenāpi tadāśaṅkyā kartavya eva praṇāmaḥ/ śatrvādyāśaṅkyā	nAsti, tena api tad ASaFkyA kartavyaH eva praNAmaH/ Satru Adi ASaFkyA
   astrādisaṃgrahavaditi nirūpayantaḥ maṅgalasyāvaśyakartavyatāṃ	astra Adi saMgraha vat iti nirUpayantaH maFgalasya avaSya kartavyatAm
   bodhayanti/ maṅgalakartavyatāyāṃ pramāṇaṃ tu te na pratyapādayan/	boDayanti/ maFgala kartavyatAyAm pramANam tu te na pratyapAdayan/
   maṅgalasya samāptiphalakatvameva bhāsarvañjñābhimatam/	maFgalasya samApti Palaka tvam eva BAsarvan jQa aBimatam/
   vaiśeṣikadarśanarītiḥ	vESezika darSana rItiH
   vaiśeṣikadarśane	vESezika darSane
   'athāto dharmaṃ vyākhyāsyāmaḥ' iti prathamasūtre ādau athaśabdaṃ	aaTa atas Darmam vyAKyAsyAmaHa iti praTama sUtre AdO aTa Sabdam
   prayuñjānaḥ kaṇādo maṅgalamācarati smeti upaskārakāro vyācaṣṭe/	prayuQjAnaH kaNAdaH maFgalam Acarati sma iti upaskAra kAraH vyAcazwe/
   bhāṣyakāraḥ praśastapādācāryaḥ 'praṇamya hetumīśvaram'	BAzya kAraH praSasta pAda AcAryaH apraNamya hetum ISvaram a
   itīśvarapraṇāmātmakaṃ	iti ISvara praNAma Atmakam
   maṅgalamanvatiṣṭhat/ tatra kiraṇāvalyām1   kṛtamaṅgalena cārabdhaṃ	maFgalam anvatizWat/ tatra kiraNAvalyAm1  kRta maFgalena ca ArabDam
   karma parisamāpyate pracīyate ca/ (pracayo nāma prāripsitasya granthasya	karma parisamApyate pracIyate ca/ (pracayaH nAma prAripsitasya granTasya
   gurūṇā śiṣyāya dānasyāvicchedaḥ/) na cānvayavyatirekābhyāṃ	gurUNA SizyAya dAnasya avicCedaH/) na ca anvaya vyatirekAByAm
   vyabhicārāt maṅgalasya nirvighnaparisamāptihetutvaṃ na bhavatīti	vyaBicArAt maFgalasya nirviGna parisamApti hetu tvam na Bavati iti
   vācyam/ āgamamūlakasya kāryakāraṇabhāvasyābādhyatvāt/ satyapi	vAcyam/ Agama mUlakasya kArya kAraNa BAvasya abADya tva at/ sati api
   maṅgale samāptyabhāvastu karmakartṛsādhanavaiguṇyāditi pratyapādi/	maFgale samApti aBAvaH tu karma kartR sADana vEguNyAt iti pratyapAdi/
   nyāyakandalīkāro 'pi	nyAya kandalIkAraH api
   'praṇamya hetumīśvaram' iti ślokaṃ vyācakṣāṇa āha2   karmārambhe hi	apraNamya hetum ISvaram a iti Slokam vyAcakzANaH Aha2  karma AramBe hi
   devatā guruśca namaskriyate iti śiṣṭācāro 'yam/ phalaṃ ca	devatA guruH ca namaskriyate iti Sizwa AcAraH ayam/ Palam ca
   namaskārasya vighnadhvaṃsaḥ/ nanu kiṃ namaskārādeva vighnopaśamaḥ	namaskArasya viGna DvaMsaH/ nanu kim namaskArAt eva viGna upaSamaH
   utānyasmādapi/ na tāvannamaskārādevetyasti niyamaḥ/ asatyapi	uta anyasmAt api/ na tAvat namaskArAt eva iti asti niyamaH/ asatI api
   namaskāre nyāyamīmāṃsābhāṣyayoḥ parisamāptatvāt/ yadā	namaskAre nyAya mI mAMsA BAzyayoH parisamApta tvAt/ yadA
   cānyasmādapi tadā niyamena maṅgalācaraṇam vyartham/ atrocyate/	ca anyasmAt api tadA niyamena maFgala AcaraNam vyarTam/ atra ucyate/
   namaskārādeva vighnopaśamo bhavati, śiṣṭaiḥ niyamena granthārambhe	namaskArAt eva viGna upaSamaH Bavati, SizwEH niyamena granTa AramBe
   tadanuṣṭhānāt/ na ca nyāyamīmāṃsābhāṣyakārābhyāṃ na kṛto	tad anuzWAnAt/ na ca nyAya mImAMsA BAzya kArAByAm na kRtaH 
   namaskāraḥ/ kiṃ tu kṛto 'pi granthe na nyabandhi/ kathamidaṃ jñāyata iti	namaskAraH/ kim tu kRtaH api granTe na nyabanDi/ kaTam idam jQAyate iti
   cet   kartuḥ śiṣṭatayaiva/ mleccho 'pi tāvat gurvārambhe karmaṇi na	ced  kartuH Sizwa tayA eva/ mlecCaH api tAvat guru AramBe karmaNi na
   pravartate yāvadiṣṭān na namasyati/ tathā ca paramāstikau	pravartate yA avat izwAn na namasyati/ taTA ca parama AstikO
   vātsyāyanaśabarasvāminau maṅgalaṃ	vAtsyAyana Sabara svAminO maFgalam
   nānvatiṣṭhatāmityetadasaṃbhāvitam	na anvatizWatAm iti etat asaMBAvitam
   maṅgalācāre smṛtisaṃmatiḥ	maFgala AcAre smRti saMmatiH
   maṅgalācāre	maFgala AcAre
   smṛtirapi pramāṇam/ tathā hi manuḥ3   	smRtiH api pramANam/ taTA hi manuH3   
   "maṅgalācārayuktaḥ syāt prayatātmā	"maFgala AcAra yuktaH syAt prayata AtmA
   jitendriya/	jita indriya/
   japecca juhuyāccaiva	japet ca juhuyAt ca eva
   nityamagnimatandritaḥ//	nityam agnim atandritaH//
   maṅgalācārayuktānāṃ	maFgala AcAra yuktAnAm
   nityaṃ ca prayatātmanām/	nityam ca prayata AtmanAm/
   japatāṃ juhvatāṃ caiva	japatAm juhvatAm ca eva
   vinipāto na vidyate //"	vinipAtaH na vidyate //"
   iti/ vinipāta	iti/ vinipAta
   ityasya vighna ityarthaḥ/ atra dvitīyaślokaḥ maṇikāraiḥ	iti asya viGnaH iti arTaH/ atra dvitIyaSlokaH maNikArEH
   maṅgalavādānte pramāṇatayā udāhṛtaḥ/	maFgala vAda ante pramANa tayA udAhRtaH/
   tatra itihāsasaṃmatiḥ	tatra itihAsa saMmatiH
   itihāsaśreṣṭhe	itihAsa SrezWe
   mahābhārate1 vyāsasaṃhitāṃ śrotumicchadbhiḥ maharṣibhiḥ prārthitaḥ	mahABArate1 vyAsa saMhitAm Srotum icCadBiH mahA RziBiH prArTitaH
   sautiḥ paurāṇikaḥ kathārambhāt prāk   	sOtiH pOrANikaH kaTA AramBAt prAk    
   "ādyaṃ puruṣamīśānaṃ puruhūtaṃ puruṣṭutam/	"Adyam puruzam ISAnam puruhUtam puruzwutam/
   ṛtamekākṣaraṃ brahma	Rtam eka akzaram brahma
   vyaktāvyaktaṃ sanātanam//	vyakta avyaktam sanAtanam//
   asacca sadasaccaiva	asat ca sat asat ca eva
   yadviśvaṃ sadasatparam/	yat viSvam sat asat param/
   parāvarāṇāṃ sraṣṭāraṃ	parAvarANAm srazwAram
   purāṇaṃ paramavyayam//	purANam parama vyayam//
   maṅgalyaṃ maṅgalaṃ	maFgalyam maFgalam
   viṣṇuṃ vareṇyamanaghaṃ śucim/	vizNum vareNyam anaGam Sucim/
   namaskṛtya hṛṣīkeśaṃ	namaskRtya hRzIkeSam
   carācaraguruṃ harim//	carAcara gurum harim//
   maharṣeḥ pūjitasyeha	mahA RzeH pUjitasya iha
   sarvalokairmahātmanaḥ/	sarva lokEH mahAtmanaH/
   pravakṣyāmi mataṃ puṇyaṃ	pravakzyAmi matam puNyam
   vyāsasyādbhutakarmaṇaḥ//"	vyAsasya adButa karmaNaH//"
   itīṣṭadevatānamaskārapūrvakaṃ kathāmārabhamāṇaḥ granthārambhe	iti izwa devatA namaskAra pUrvakam kaTAm AraBamANaH granTa AramBe
   maṅgalācaraṇasyāvaśyakartavyatāṃ nivedayati/ evaṃ viṣṇupurāṇe 'pi	maFgala AcaraNasya avaSya kartavyatAm nivedayati/ evam vizNupurANe api
   parāśara2ḥ   	parASara2H   
   "viṣṇuṃ grasiṣṇuṃ viśvasya sthitau sarge tathā	"vizNum grasizNum viSvasya sTitO sarge taTA
   prabhum/	praBum/
   praṇamya	praNamya
   jagatāmīśamajamakṣayamavyayam//	jagatAm ISam ajam akzayam avyayam//
   kathayāmi	kaTayAmi
   yathāpūrvam.......'	yaTApUrvam ....... a
   iti	iti
   viṣṇunamaskārapūrvakaṃ granthamārabhate sma/	vizNu namaskAra pUrvakam granTam AraBate sma/
   maṇikṛnmatam	maNi kRt matam
   maṇikārāḥ ādau	maNikArAH AdO
   saṃpradāyamatamanusṛtya vistareṇa maṅgalasya samāptiphalakatvaṃ	saMpradAya matam anusRtya vistareNa maFgalasya samApti Palaka tvam
   sādhayāmāsuḥ/ śiṣṭācārānumitaśrutireva maṅgalakartavyatāyāṃ	sADayAmAsuH/ Sizwa AcAra anumita SrutiH eva maFgala kartavyatAyAm
   pramāṇamityapi nyarūpayan/ tato maṅgalasya vighnadhvaṃsaḥ phalamiti	pramANam iti api nyarUpayan/ tatas maFgalasya viGna DvaMsaH Palam iti
   svasiddhāntaṃ vistareṇa samavarṇayan/	sva sidDAntam vistareNa samavarNayan/
   annambhaṭṭasyāśayaḥ	annamBawwasya ASayaH
   dīpikākārā	dIpikA AkArA
   annambhaṭṭāḥ śiṣṭācāreṇānumitā 'samāptikāmo maṅgalamācaret'	annamBawwAH Sizwa AcAreNa anumitA asamApti kAmaH maFgalam Acaret a
   iti śrutiḥ granthārambhe maṅgalakartavyatāyāṃ pramāṇam/ maṅgalasya	iti SrutiH granTa AramBe maFgala kartavyatAyAm pramANam/ maFgalasya
   samāptiḥ phalam/ vighnadhvaṃso dvāram/ vighnasamasaṃkhyākasya maṅgalasya	samAptiH Palam/ viGna DvaMsaH dvAram/ viGna sama saMKyAkasya maFgalasya
   kāraṇatvāt nānvayavyabhicāraḥ/ janmāntarīyamaṅgalamādāya na	kAraNa tvAt na anvayavyaBicAraH/ janmAntarIya maFgalam AdAya na
   vyatirekavyabhicāra iti nirūpayanti/ prakāśikāyām maṅgalasya	vyatireka vyaBicAraH iti nirUpayanti/ prakASikAyAm maFgalasya
   vighnadhvaṃsaḥ phalamiti maṇikṛnmatamapi saṃgṛhītam/ na kevalaṃ śrutiḥ	viGna DvaMsaH Palam iti maNi kRt matam api saMgRhItam/ na kevalam SrutiH
   maṅgalakartavyatāyāṃ pramāṇam, api tu	maFgala kartavyatAyAm pramANam, api tu
   'maṅgalaṃ kartavyaṃ	amaFgalam kartavyam
   samāptiphalakatvāt' ityanumānamapi tatra pramāṇamiti	samApti Palaka tvAt a iti anumAnam api tatra pramANam iti
   pratipādayāmbabhūvuḥ prakāśikākṛtaḥ/	pratipAdayAmbaBUvuH prakASikA kRtaH/
   [ 2 ] tamovādaḥ	[ 2 ] tamaH vAdaH
   navaiva dravyāṇīti	nava eva dravyANi iti
   dravyavibhajanamasaṃgatam/ pṛthivyādinavadravyavyatiriktasya	dravya viBajanam asaMgatam/ pRTivI Adi nava dravya vyatiriktasya
   tamonāmakasya dravyasya sadbhāvāditi mīmāṃsakamatarītyā ākṣipya	tamaH nAmakasya dravyasya sadBAvAt iti mImAMsakamatarItyAH Akzipya
   tamasaḥ tejo 'bhāve 'ntarbhāvāt na tadatiriktaṃ dravyamiti dravyamiti	tamasaH tejaH aBAve antarBAvAt na tat atiriktam dravyam iti dravyam iti
   dīpikāyāṃ nyarūpyata/ tatra mīmāṃsakānāmayamāśayaḥ  tamaso dravyatvaṃ	dIpikAyAm nyarUpyata/ tatra mImAMsakAnAm ayam ASayaH tamasaH dravya tvam
   tāvadavaśyamaṅgīkaraṇīyam/ 'nīlaṃ tamaḥ' iti pratītyā rūpavattvasya	tAvat avaSyam aFgIkaraNIyam/ anIlam tamaH a iti pratItyA rUpavat tvasya
   'calati tamaḥ' iti pratītyā kriyāvattvasya cāvagamena	acalati tamaH a iti pratItyA kriyAvat tvasya ca avagamena
   rūpavattvakriyāvattvābhyāṃ dravyatvavyāpyābhyāṃ dravyatvasiddheḥ/ tathā ca	rUpavat tva kriyAvat tvAByAm dravya tva vyApyAByAm dravya tva sidDeH/ taTA ca
   tamo dravyaṃ nīlādiprakārakābādhitapratītiviṣayatvāt ghaṭavat	tamaH dravyam nIla Adi prakAraka AbADita pratIti vizaya tvAt Gawa vat 
   ityanumānaṃ tamaso dravyatve pramāṇam/ na ca yatra yatrālokābhāvaḥ	iti anumAnam tamasaH dravya tve pramANam/ na ca yatra yatra Aloka aBAvaH
   tatra	tatra
   cākṣuṣapramāviṣayatvābhāvaḥ iti vā yatra	cAkzuza pramA vizayatva aBAvaH iti vA yatra
   yatrālokābhāvavadviṣayakajñānatvaṃ tatra cākṣuṣapramātvābhāva iti vā	yatra Aloka aBAvavat vizaya ka jQAna tvam tatra cAkzuza pramAtvA aBAvaH iti vA
   vyāptisattvāt 'nīlaṃ tamaḥ' iti pratyayasya pramātvāsaṃbhavāt	vyApti sattvAt anIlam tamaH a iti pratyayasya pramAtvA asaMBavAt 
   uktahetuḥ svarūpāsiddha iti vācyam/ ālokādyātmake tejasi	ukta hetuH svarUpa asidDaH iti vAcyam/ Aloka Adi Atmake tejasi
   saṃyogasaṃbandhāvacchinnālokābhāvasattvena tatra	saMyoga saMbanDa avacCinna AlokA BAva sattvena tatra
   cākṣaṣupramāviṣayatvasyaiva sattvena vyabhicārāt uktavyāpterasaṃbhavāt/	ca akzazu pramA vizaya tvasya eva sattvena vyaBicArAt ukta vyApteH asaMBavAt/
   na ca tejobhinnatvaṃ niveśya vyāptirvaktavyā/ tathā ca yatra yatra	na ca tejaH Binna tvam niveSya vyAptiH vaktavyA/ taTA ca yatra yatra
   tejobhinnatve sati ālokābhāvaḥ tatra tatra cākṣuṣapramāviṣayatvābhāva	tejaH Binna tve sati Aloka aBAvaH tatra tatra cAkzuza pramA vizaya tva aBAva
   iti vyāpterna vyabhicāra iti vācyam/ tathāpi tamastvena	iti vyApteH na vyaBicAraH iti vAcyam/ taTA api tamaH tu ena
   bhavadabhimate ālokābhāve ālokasaṃyogarūpakāraṇābhāve 'pi	Bavat aBimate Aloka aBAve Aloka saMyoga rUpa kAraNa aBAve api
   cākṣuṣapramāviṣayatvasyaiva sattvena vyabhicārasya durvāratvāt/ evaṃ	cAkzuza pramA vizaya tvasya eva sattvena vyaBicArasya durvAra tvAt/ evam
   ālokābhāvaḥ tamaḥ, rūpapratītyabhāvaḥ tamaḥ, viyadvyāptaṃ	Aloka aBAvaH tamaH, rUpa pratIti aBAvaH tamaH, viyat vyAptam
   pārthivaparamāṇugatanailyameva tama iti pakṣāḥ na saṃgacchante/	pArTiva paramANu gata nElyam eva tamaH iti pakzAH na saMgacCante/
   vidhirūpeṇa nañullekharahitatayā pratīyamānasya tamasaḥ	viDi rUpeNa naQulleKara hita tayA pratIyamAnasya tamasaH
   abhāvarūpatvāsaṃbhavāt/ nailyāśrayatayā pratīyamānasya tamasaḥ	aBAva rUpa tva asaMBavAt/ nElya ASraya tayA pratIyamAnasya tamasaH
   nailyarūpatvāsaṃbhavācca/ na ca vidhirūpeṇa pratīyamānatvasya	nElya rUpa tva asaMBavAt ca/ na ca viDi rUpeNa pratIyamAna tvasya
   bhāvatvasādhakatve pralayavināśādipadollikhitapratītiviṣayasya	BAva tva sADaka tve pralaya vinASa Adi pada ulliKita pratIti vizayasya
   pradhvaṃsasyābhāvatvānupapattiriti vācyam/	praDvaMsasya aBAva tva anupapattiH iti vAcyam/
   nailyacalanādiguṇakriyāśrayasya itaraviviktasya vastunaḥ	nElya calana Adi guNa kriyA ASrayasya itara viviktasya vastunaH
   sphuṭopalambhavat bhūtale ghaṭapralaya ityādau viviktatayā	sPuwa upalamBa vat BU tale Gawa pralayaH ityAdO vivikta tayA
   bhāvarūpavastvantarānupalambhāt pralayasyābhāvarūpatvāt/ api ca ghaṭasya	BAva rUpa vastu antara anupalamBAt pralayasya aBAva rUpa tva at/ api ca Gawasya
   pralayaḥ ghaṭasya vināśa ityevaṃ sapratiyogikatayā upalambhāt	pralayaH Gawasya vinASaH iti evam sa pratiyogika tayA upalamBAt 
   pralayasyābhāvarūpatvam/ tamasastu niṣpratiyogikatayā upalambhāt	pralayasya aBAva rUpa tvam/ tamasaH tu nizpratiyogika tayA upalamBAt 
   nābhāvarūpatvam/ na	na aBAva rUpa tvam/ na
   codbhūtayapavatpārthivasyodbhūtasparśavattvaniyamāt tamasaḥ	ca udBUta yapavat pArTivasya udBUta sparSavat tva niyamAt tamasaH
   pārthivatve tatra sparśopalambhaprasaṅgaṃ iti vācyam/	pArTiva tve tatra sparSa upalamBa prasaFgam iti vAcyam/
   indranīlamaṇyālokādīnāṃ nīlarūpavattayā pārthivatvāvaśyaṃbhāvāt	indranIla maNya Aloka AdInAm nIla rUpavat tayA pArTiva tva avaSyaMBAvAt 
   tatra vyabhicāreṇa uktaniyamāsaṃbhavāt/	tatra vyaBicAreNa ukta niyama asaMBavAt/
   nanu 'tamo na dravyam,	nanu atamaH na dravyam,
   ālokābhāvavatve sati cākṣuṣapratyakṣaviṣayatvāt ālokābhāvavat'	Aloka aBAvava tve sati cAkzuza pratyakza vizaya tvAt Aloka aBAvavat a
   ityanumānena tamaso dravyatvābhāvasiddheḥ kathaṃ tasya dravyatvam/	iti anumAnena tamasaH dravya tva aBAva sidDeH kaTam tasya dravya tvam/
   ghaṭādau vyabhicāravāraṇāya ālokābhāvavattve satīti viśeṣaṇamiti	Gawa AdO vyaBicAra vAraNAya Aloka aBAvavat tve satI iti viSezaNam iti
   cet   kimidamanumānaṃ prābhākaraiḥ prayujyate, uta naitāyikaiḥ,	ced  kim idam anumAnam prABAkarEH prayujyate, uta nEtAyikEH,
   āhosvit rūpamātraṃ tama iti vādibhiḥ/ nādyaḥ, tanmate	Ahosvit rUpa mAtram tamaH iti vAdiBiH/ na AdyaH, tad mate
   atiriktābhāvānaṅgīkāreṇa ālokābhāvarūpadṛṣṭāntasya	atirikta aBAva anaFgIkAreNa Aloka aBAva rUpa dRzwAntasya
   tadghaṭitahetoścāsiddheḥ/ na dvitīyaḥ, naiyāyikamate	tad Gawita hetoH ca asidDeH/ na dvitIyaH, nEyAyika mate
   ālokābhāvasyaiva tamastvāt pakṣadṛṣṭāntabhedābhāvāt/ tathā ca	Aloka aBAvasya eva tamaH tvAt pakza dRzwAnta Beda aBAvAt/ taTA ca
   ālokābhāva eva dravyabhedasādhanamiti paryavasānāt siddhasādhanaṃ	Aloka aBAvaH eva dravya Beda sADanam iti paryavasAnAt sidDa sADanam
   doṣaḥ iti/ na tṛtīyaḥ/	dozaH iti/ na tRtIyaH/
   divābhītādidṛśyamānairdravyairvyabhicārāt/	divA aBIta Adi dRSyamAnEH dravyEH vyaBicAra at/
   mānuṣacākṣuṣaviṣayatvādityuktāvapi	mAnuza cAkzuza vizaya tvAt iti uktO= api
   yogidṛśyamānairdravyairvyabhicārāt/	yogi dRSyamAnEH dravyEH vyaBicAra at/
   tathā ca tamaso	taTA ca tamasaH 
   dravyatve siddhe gandhaśūnyatvāt pṛthivītvābhāve nīlarūpavattvāt	dravya tve sidDe ganDa SUnya tvAt pRTivI tva aBAve nIla rUpavat tvAt 
   jalāditvābhāve ca siddhe atiriktadravyatvaṃ sidhyatīti/	jala Adi tva aBAve ca sidDe atirikta dravya tvam siDyati iti/
   naiyāyikamatam	nEyAyika matam
   prauḍhaṃ prakāśakaṃ ca	prOXam prakASakam ca
   yattejaḥ tatsāmānyābhāvastama ityetāvataivopapattau	yat tejaH tad sAmAnya aBAvaH tamaH iti etAvatA eva upapattO
   atiriktadravyatvakalpane pramāṇābhāvaḥ/ tamo na dravyaṃ	atirikta dravya tva kalpane pramANa aBAvaH/ tamaH na dravyam
   ālokāsahakṛtacakṣurgrāhyatvāt ālokābhāvavat ityanumānaṃ	Aloka asaha kRta cakzuH grAhya tvAt Aloka aBAva vat iti anumAnam
   tamaso dravyatvābhāve pramāṇam/ tejassāmānyābhāvarūpaṃ tamaḥ pakṣa.,	tamasaH dravya tva aBAve pramANam/ tejassAmAnya aBAva rUpam tamaH pakza.,
   tejoviśeṣābhāvo dṛṣṭānta iti pakṣadṛṣṭāntabhedābhāva iti	tejaH viSeza aBAvaH dRzwAntaH iti pakza dRzwAnta Beda aBAvaH iti
   dūṣaṇasya nāvakāśaḥ/ atha vā tamaśśabdavācyaṃ pakṣaḥ ālokābhāvo	dUzaNasya na avakASaH/ aTa vA tamaH Sabda vAcyam pakzaH Aloka aBAvaH 
   dṛṣṭānta iti na doṣaḥ/ 'nīlaṃ tamaḥ' 'calati tamaḥ' iti	dRzwAntaH iti na dozaH/ anIlam tamaH a acalati tamaH a iti
   pratītyorbhramatvāt na tābhyāṃ rūpavattvaṃ kriyāvattvaṃ vā tamasaḥ	pratItyoH Brama tvAt na tAByAm rUpavat tvam kriyAvat tvam vA tamasaH
   sidhyatīti naiyāyikamatam/	siDyati iti nEyAyika matam/
   atrāhuḥ  	atra AhuH  
   rūpādimattāpratīterbhramatvaṃ na vaktuṃ śakyam/ 'nīlaṃ tamaḥ' 'calati	rUpa Adi mattA pratIteH Brama tvam na vaktum Sakyam/ anIlam tamaH a acalati
   tamaḥ' iti pratītyanantaraṃ 'nedaṃ tamo nīlam' 'nedaṃ tamaścalati'	tamaH a iti prati iti anantaram anedam tamaH nIlam a anedam tamaH calati a
   iti bādhakapratītyanudayena tasyāḥ bhramatvāyogāt/ kiṃ ca	iti bADaka prati iti anudayena tasyAH BramatvA ayoga at/ kim ca
   tamasastejobhāvarūpatve kiñjinniṣṭhanīlarūpāropeṇa nīlaṃ tama iti	tamasaH tejaH BAva rUpa tve kiQjit nizWa nIla rUpa AropeNa nIlam tamaH iti
   pratītirūpapādanīyā/ tathā sati kiñcinniṣṭhapītarūpāropeṇa kadācit	pratIti rUpa pAdanIyA/ taTA sati kiQcid nizWa pIta rUpa AropeNa kadAcid 
