   (Vaidya 1)	(VEdyaH 1)
   pratyākhyānarūkṣākṣaravacanasaṃtarjita ivārthijano dhanamātrake	pratyAKyAna rUkza akzara vacana saMtarjitaH iva arTi janaH Dana mAtrake
   'pragalbhapraṇayaḥ saṃvṛtta iti /	apragalBa praNayaH saMvRttaH iti /
   atha kṣitīśasya tamatyudāraṃ gātreṣvapi sveṣu nivṛttasaṅgam /	aTa kzitISasya tam ati udAram gAtrezu api svezu nivRtta saFgam /
   vijñāya dānāśrayiṇaṃ vitarkaṃ patipriyā strīva mahī cakampe // Jm_2.8 //	vijQAya dAna ASrayiNam vitarkam patipriyA strI iva mahI cakampe // Jm_2.8 //
   atha śakro devendraḥ kṣititalacalanādakampite vividharatnaprabhodbhāsini	aTa SakraH deva indraH kzitita lacala nAda kampite viviDa ratna praBA udBAsini
   sumerau parvatarāje kimidamiti samutpatitavitarkastasya rājña imaṃ	sumerO parvata rAje kim idam iti samutpatita vitarkaH tasya rAjQaH imam
   vitarkātiśayaṃ dharaṇītalacalananimittamavetya	vitarka atiSayam DaraNI tala calana nimittam avetya
   vismayāvarjitahṛdayaścintāmāpede /	vismaya Avarjita hRdayaH cintAm Apede /
   dānātiharṣoddhatamānasena vitarkitaṃ kiṃ svididaṃ nṛpeṇa /	dAna ati harza udData mAnasena vitarkitam kim svid idam nRpeNa /
   ābadhya dānavyavasāyakakṣyāṃ svagātradānasthiraniścayena // Jm_2.9 //	AbaDya dAna vyavasAya kakzyAm sva gAtra dAna sTira niScayena // Jm_2.9 //
   tanmīmāṃsiṣye tāvadenamiti / atha tasya rājñaḥ paṣaṃdi	tat mImAMsizye tAvat enam iti / aTa tasya rAjQaH pazaMdi
   niṣaṇṇasyāmātyagaṇaparivṛtasya samucitāyāṃ kṛtāyāmarthijanasya kaḥ	nizaNNasya amAtya gaNa parivRtasya samucitAyAm kRtAyAm arTi janasya kaH
   kimicchatītyāhvānāvaghoṣaṇāyāmuddhāṭyamāneṣu kośādhyakṣādhisthiteṣu	kim icCati iti AhvAna avaGozaNAyAm udDAwyamAnezu koSa aDyakza aDi sTitezu
   (Vaidya 9) maṇikanakarajatadhananicayeṣu viśleṣyamāṇāsu puṭāsu	(VEdyaH 9) maNi kanaka rajata Dana nicayezu viSlezyamANAsu puwAsu
   vividhavasanaparipūrṇagarbhāsu samupāvartyamāneṣu	viviDa vasana paripUrNa garBAsu samupAvartyamAnezu
   vinītavividhavāhanaskandhapratiṣṭhitayugeṣu vicitreṣu yānaviśeṣeṣu	vinIta viviDa vAhana skanDa pratizWita yugezu vicitrezu yAna viSezezu
   pravṛttasaṃpāte 'rthijane śakro devānāmindro vṛddhamandhaṃ	pravRtta saMpAte arTi jane SakraH devAnAm indraH vRdDam anDam
   brāhmaṇarūpamabhinirmāya rājñaścakṣuḥpathe prādurabhavat / atha tasya	brAhmaNa rUpam aBinirmAya rAjQaH cakzuH paTe prAduraBavat / aTa tasya
   rājñaḥ kārūṇyamaitrīparibhāvitayā dhīraprasannasaumyayā pratyudgata iva	rAjQaH kArUNi a mEtrI pariBAvitayA DIra prasanna sOmyayA pratyudgataH iva
   pariṣvakta iva ca dṛṣṭyā kenārtha ityupanimantryamāṇaḥ	parizvaktaH iva ca dRzwyA kena arTaH iti upanimantryamANaH
   kṣitipānucarairnṛpatisamopamupetya jayāśīrvacanapuraḥsaraṃ rājānamityuvāca	kziti pa anucarEH nRpati samopam upetya jaya ASIH vacana puraHsaram rAjAnam iti uvAca
   dūrādapaśyansthaviro 'bhyupetastvaccakṣuṣo 'rthī kṣitipapradhāna /	dUrAt apaSyan sTaviraH aByupetaH tvad cakzuzaH arTI kzitipa praDAnaH /
   ekekṣaṇenāpi hi paṅkajākṣa gamyeta lokādhipa lokayātrā // Jm_2.10 //	eka IkzaNena api hi paFkaja akza gamyeta loka aDipa lokayAtrA // Jm_2.10 //
   atha sa bodhisattvaḥ samamilaṣitamanorathaprasiddhyā paraṃ	aTa sa boDisattvaH samamilazita manoraTa prasidDyA param
   prītyutsavamanubhavan kisvididaṃ satyamevoktaṃ brāhmaṇena syāduta	prIti utsavam anuBavan kisvid idam satyam eva uktam brAhmaNena syAt uta
   vikalpābhyāsānmayaivamavadhāritamiti	vikalpa aByAsAt mayA evam avaDAritam iti
   jātavimarśaścakṣuryācñāpriyavacanaśravaṇatṛṣitamatistaṃ	jAta vimarSaH cakzuH yAcQA priya vacana SravaNa tRzita matiH tam
   cakṣuryācanakamuvāca  	cakzuH yAcanakam uvAca  
   kenānuśiṣṭastvamihābhyupeto māṃ yācituṃ brāhmaṇamukhya cakṣuḥ /	kena anuSizwaH tvam iha aByupetaH mAm yAcitum brAhmaNa muKya cakzuH /
   sudustyajaṃ cakṣuriti pravādaḥ saṃbhāvanā kasya mayi vyatītā // Jm_2.11 //	su dustyajam cakzuH iti pravAdaH saMBAvanA kasya mayi vyatItAH // Jm_2.11 //
   atha sa brāhmaṇaveṣadhārī śakro devendrastasya rājña āśayaṃ viditvovāca  	aTa sa brAhmaNa veza DArI SakraH deva indraH tasya rAjQaH ASayam viditvA uvAca  
   śakrasya śakrapratimānuśiṣṭyā tvāṃ yācituṃ cakṣurihātago 'smi /	Sakrasya Sakra pratimA anuSizwyA tvAm yAcitum cakzuH iha AtagaH asmi /
   saṃbhāvanāṃ tasya mamaiva cāśāṃ cakṣuḥpradānātsaphalīkuruṣva // Jm_2.12 //	saMBAvanAm tasya mama eva ca ASAm cakzuH pradAnAt saPalIkuruzva // Jm_2.12 //
   atha sa rājā śakrasaṃkīrtanānnunamasya brāhmaṇasya bhavitrī	aTa sa rAjA Sakra saMkIrtanAt nunam asya brAhmaNasya BavitrI
   devatānubhāvādanena vidhinā cakṣuḥsaṃpaditi matvā	devatA anuBAvAt anena viDinA cakzuH saMpad iti matvA
   pramodaviśadākṣaramenamuvāca  	pramoda viSada akzaram enam uvAca  
   yenābhyupeto 'si manorathena tameṣa te brāhmaṇa pūrayāmi /	yena aByupetaH asi manoraTena tam eza te brAhmaNa pUrayAmi /
   ākāṅkṣamāṇāya madekamakṣi dadāmi cakṣurdvayamapyahaṃ te // Jm_2.13 //	AkAFkzamANAya mad ekam akzi dadAmi cakzuH dvayam api aham te // Jm_2.13 //
   sa tvaṃ vibuddhanayanotpalaśobhitāsyaḥ saṃpaśyato vraja yathābhimataṃ	sa tvam vibudDa nayana utpala SoBita AsyaH saMpaSyataH vraja yaTA aBimatam
   janasya /	janasya /
   (Vaidya 10)	(VEdyaH 10)
   syāt kiṃ nu so 'yamuta neti vicāradolālolasya so 'yamiti	syAt kim nu saH ayam uta na iti vicAra dolA lolasya saH ayam iti
   cotthitavismayasya // Jm_2.14 //	ca utTita vismayasya // Jm_2.14 //
   atha tasya rājño 'mātyāścakṣuḥpradānāvasāyamavetya	aTa tasya rAjQaH amAtyAH cakzuH pradAna avasAyam avetya
   sasaṃbhramāvegaviṣādavyathitamanaso rājānamūcuḥ  	sa saMBrama Avega vizAda vyaTita manasaH rAjAnam UcuH  
   dānātiharṣādanayamasamīkṣyāhitodayam /	dAna ati harzAt anayam asamIkzya ahita udayam /
   prasīda deva mā maivaṃ na cakṣurdātumarhasi // Jm_2.15 //	prasIda deva mA mA evam na cakzuH dAtum arhasi // Jm_2.15 //
   ekasyārthe dvijasyāsya mā naḥ sarvānparākṛthāḥ /	ekasya arTe dvijasya asya mA naH sarvAn parAkRTAH /
   alaṃ śokāgninā dagdhuṃ sukhaṃ saṃvardhitāḥ prajāḥ // Jm_2.16 //	alam Soka agninA dagDum suKam saMvarDitAH prajAH // Jm_2.16 //
   dhanāni lakṣmīpratibodhanāni śrīmanti ratnāni payasvinīrgāḥ /	DanAni lakzmI pratiboDanAni SrImanti ratnAni payasvi nIrgAH /
   rathān vinītāṃśca yujaḥ prayaccha madorjitaśrīlalitān dvipānvā // Jm_2.17	raTAn vinItAn= ca yujaH prayacCa mada Urjita SrI lalitAn dvipAn vA // Jm_2.17
   samuccarannūpuranisvanāni śaratpayodābhyadhikadyutīni /	samuccarat nUpura nisvanAni Sarad payoda aByaDika dyutIni /
   gṛhāṇi sarvartusukhāni dehi mā dāḥ svacakṣurjagadekacakṣuḥ // Jm_2.18 //	gRhANi sarva Rtu suKAni dehi mA dAH sva cakzuH jagat ekacakzuH // Jm_2.18 //
   vimṛśyatāmapi ca tāvanmahārāja /	vimRSyatAm api ca tAvat mahA rAja /
   anyadīyaṃ kathaṃ nāma cakṣuranyatra yojyate /	anyadIyam kaTam nAma cakzuH anyatra yojyate /
   atha devaprabhāvo 'yaṃ tvaccakṣuḥ kimapekṣyate // Jm_2.19 //	aTa deva praBAvaH ayam tvad cakzuH kim apekzyate // Jm_2.19 //
   api ca deva /	api ca deva /
   cakṣuṣā kiṃ daridrasya parābhyudayasākṣiṇā /	cakzuzA kim daridrasya para aByudaya sAkziNA /
   dhanameva yato dehi deva mā sāhasaṃ kṛthāḥ // Jm_2.20 //	Danam eva yatas dehi deva mA sAhasam kRTAH // Jm_2.20 //
   atha sa rājā tānamātyānsānunayamadhurākṣaramityuvāca  	aTa sa rAjA tAn amAtyAn sAnunaya maDura akzaram iti uvAca  
   adāne kurute buddhiṃ dāsyāmītyabhidhāya yaḥ /	adAne kurute budDim dAsyAmi iti aBiDAya yaH /
   sa lobhapāśaṃ prabhraṣṭamātmani pratimuñcati // Jm_2.21 //	sa loBa pASam praBrazwam Atmani pratimuQcati // Jm_2.21 //
   dāsyāmīti pratijñāya yo 'nyathā kurute manaḥ /	dAsyAmi iti pratijQAya yaH anyaTA kurute manaH /
   kārpaṇyāniścitamateḥ kaḥ syātpāpatarastataḥ // Jm_2.22 //	kArpaNya aniScita mateH kaH syAt pApataraH tatas // Jm_2.22 //
   sthirīkṛtyārthināmāśāṃ dāsyāmīti pratijñayā /	sTirIkRtya arTinAm ASAm dAsyAmi iti pratijQayA /
   visaṃvādanarūkṣasya vacaso nāsti niṣkṛtiḥ // Jm_2.23 //	visaMvAdana rUkzasya vacasaH na asti nizkRtiH // Jm_2.23 //
   yadapi ceṣṭaṃ devatānubhāvādeva cakṣurasya kiṃ na saṃbhavatītyatra	yat api ca izwam devatA anuBAvAt eva cakzuH asya kim na saMBavati iti atra
   śrūyatām  	SrUyatAm  
   (Vaidya 11)	(VEdyaH 11)
   naikakāraṇasādhyatvaṃ kāryāṇāṃ nanu dṛśyate /	na eka kAraNa sADya tvam kAryANAm nanu dRSyate /
   kāraṇāntarasāpekṣaḥ syāddevo 'pi vidhiryataḥ // Jm_2.24 //	kAraNa antara sApekzaH syAt devaH api viDiH yatas // Jm_2.24 //
   tanna me dānātiśayavyavasāye vidhnāya vyāyantumarhanti bhavanta iti /	tat na me dAna atiSaya vyavasAye viDnAya vyAyantum arhanti BavantaH iti /
   amātyā ūcuḥ   dhanadhānyaratnāni devo dātumarhati na svacakṣuriti	amAtyAH UcuH  Dana DAnya ratnAni devaH dAtum arhati na sva cakzuH iti
   vijñāpitamasmābhiḥ / tanna devaṃ vayamatīrthe pratārayāmaḥ / rājovāca  	vijQApitam asmABiH / tat na devam vayam atIrTe pratArayAmaH / rAjA uvAca  
   yadeva yācyeta tadeva dadyānnānīpsitaṃ prīṇayatīha dattam /	yat eva yAcyeta tat eva dadyAt na anIpsitam prINayati iha dattam /
   kimuhyamānasya jalena toyairdāsyāmyataḥ prārthitamarthamasmai // Jm_2.25	kim uhyamAnasya jalena toyEH dAsyAmi atas prArTitam arTam asmE // Jm_2.25
   atha tasya rājño dṛḍhataravisrambhapraṇayaḥ snehāvegādanapekṣitopacāro	aTa tasya rAjQaH dRXatara visramBa praNayaH sneha AvegAt anapekzita upacAraH 
   'mātyamukhyastaṃ rājānamityuvāca   mā tāvad bhoḥ	amAtya muKyaH tam rAjAnam iti uvAca  mA tAvat BoH
   yā nālpena tapaḥsamādhividhinā saṃprāpyate kenacid	yA na alpena tapaH samADi viDinA saMprApyate kenacid 
   yāmāsādya ca bhūribhirmakhaśataiḥ kīrti divaṃ cāpnuyāt /	yAm AsAdya ca BUriBiH maKa SatEH kIrti divam ca ApnuyAt /
   saṃprāptāmatipatya tāṃ nṛpatitāṃ śakrarddhivispardhinīṃ	saMprAptAm atipatya tAm nRpatitAm Sakra RdDi visparDinIm
   kiṃ dṛṣṭvā nayane praditsati bhavānko 'yaṃ kutastyo vidhiḥ // Jm_2.26 //	kim dRzwvA nayane praditsati BavAn kaH ayam kutastyaH viDiH // Jm_2.26 //
   labdhāvakāśastridaśeṣu yajñaiḥ kīrtyā samantādavabhāsamānaḥ /	labDa avakASaH tridaSezu yajQEH kIrtyA samantAt avaBAsamAnaH /
   narendracūḍādyutirañjitāṅghriḥ kiṃ lipsamāno nu dadāsi cakṣuḥ // Jm_2.27	narendra cUxA dyuti raQjita aFGriH kim lipsamAnaH nu dadAsi cakzuH // Jm_2.27
   atha sa rājā tamamātyaṃ sānunayamityuvāca  	aTa sa rAjA tam amAtyam sa anunayam iti uvAca  
   nāyaṃ yatnaḥ sārvabhaumatvamāptuṃ naiva svargaṃ nāpavargaṃ na kīrtim /	na ayam yatnaH sArvaBOma tvam Aptum na eva svargam na apavargam na kIrtim /
   trātuṃ lokānityayaṃ tvādaro me yācñākleśo mā ca bhūdasya moghaḥ // Jm_2.28	trAtum lokAn iti ayam tu AdaraH me yAcQA kleSaH mA ca BUt asya moGaH // Jm_2.28
   atha sa rājā nīlotpaladalaśakalarucirakānti nayanamekaṃ vaidyaparidṛṣṭena	aTa sa rAjA nIlotpala dala Sakala rucira kAnti nayanam ekam vEdya paridRzwena
   vidhinā śanakairakṣatamutpāṭya parayā prītyā cakṣuryācanakāya prāyacchat /	viDinA SanakEs akzatam utpAwya parayA prItyA cakzuH yAcanakAya prAyacCat /
   atha śakro devendrastādṛśamṛddhyabhisaṃskāraṃ cakre yathā dadarśa sa rājā	aTa SakraH deva indraH tAdRSa mRdDi aBisaMskAram cakre yaTA dadarSa sa rAjA
   saparijanastattasya cakṣuścakṣuḥsthāne pratiṣṭhitam /	sa parijanaH tat tasya cakzuH cakzuH sTAne pratizWitam /
   athonmiṣitaikacakṣuṣaṃ cakṣuryācanakamabhivīkṣya sa rājā parameṇa	aTa unmizita eka cakzuzam cakzuH yAcanakam aBivIkzya sa rAjA parameNa
   praharṣeṇa samāpūrṇahṛdayo dvitīyamapyasmai nayanaṃ prāyacchat /	praharzeNa samApUrNa hRdayaH dvitIyam api asmE nayanam prAyacCat /
   tataḥ sa rājā nayane pradāya vipadmapadmākaratulyavaktraḥ /	tatas sa rAjA nayane pradAya vipadma padma Akara tulya vaktraH /
   (Vaidya 12)	(VEdyaH 12)
   paurairasādhāraṇatuṣṭirāsītsamagracakṣurdadṛśe dvijaiśca // Jm_2.29 //	pOrEH asADAraNa tuzwiH AsIt samagra cakzuH dadRSe dvijEH ca // Jm_2.29 //
   antaḥpure 'tha manujādhipateḥ pure ca śokāśrubhirvasumatī siṣice samantāt	antaHpure aTa manuja aDipateH pure ca Soka aSruBiH vasumatI sizice samantAt 
   śakrastu vismayamavāpa parāṃ ca tuṣṭiṃ saṃbodhaye nṛpamakampyamatiṃ	SakraH tu vismayam avApa parAm ca tuzwim saMboDaye nRpam akampya matim
   samīkṣya // Jm_2.30 //	samIkzya // Jm_2.30 //
   atha śakrasya vismayāvarjitahṛdayasyaitadabhavat  	aTa Sakrasya vismaya Avarjita hRdayasya etat aBavat  
   aho dhṛtiraho sattvamaho sattvahitaiṣitā /	aho DRtiH aho sattvam aho sattva hita ezitA /
   pratyakṣamapi karmedaṃ karotīva vicāraṇām // Jm_2.31 //	pratyakzam api karma idam karoti iva vicAraNAm // Jm_2.31 //
   tannāyamāścaryasattvaściramimaṃ parikleśamanubhavitumarhati / yataḥ	tat na ayam AScarya sattvaH ciram imam parikleSam anuBavitum arhati / yatas 
   prayatiṣye cakṣurasyopāyapradarśanādutpādayitum / atha tasya rājñaḥ	prayatizye cakzuH asya upAya pradarSanAt utpAdayitum / aTa tasya rAjQaH
   kramātsaṃrūḍhanayanavraṇasyāvagītapratanūbhūtāntaḥpurapaurajānapadaśokasya	kramAt saMrUXa nayana vraNasya avagIta pratanU BUta antaHpura pOra jAnapada Sokasya
   pravivekakāmatvādudyānapuṣkariṇyāstīre	praviveka kAma tvAt udyAna puzkariNyAH tIre
   kusumabharāvanatarucirataruvaranicite mṛdusurabhiśiśirasukhapavane	kusuma Bara avanata rucira taru vara nicite mRdu suraBi SiSira suKa pavane
   madhukaragaṇopakūjite paryaṅkeṇa niṣaṇṇasya śakro devendraḥ	maDukara gaNa upakUjite paryaFkeNa nizaNNasya SakraH deva indraH
   purastātprādurabhavat / ka eṣa iti ca rājñā paryanuyukto 'vravīt  	purastAt prAduraBavat / kaH ezaH iti ca rAjQA paryanuyuktaH avravIt  
   śakro 'hamasmi devendrastvatsamīpamupāgataḥ /	SakraH aham asmi deva indraH tvad samIpam upAgataH /
   rājovāca / svāgatam / ājñāpyatāṃ kenārtha iti / sa upacārapuraḥsaramukto	rAjA uvAca / svAgatam / AjQApyatAm kena arTaH iti / saH upacAra puraHsara muktaH 
   rājānaṃ punaruvāca  	rAjAnam punar uvAca  
   varaṃ vṛṇīṣva rājarṣe yadicchasi taducyatām // Jm_2.32 //	varam vRNIzva rAjarze yat icCasi tat ucyatAm // Jm_2.32 //
   atha sa rājā pradānasamucitatvādanabhyastayācñākārpaṇyamārgo vidhṛtya	aTa sa rAjA pradAna samucita tvAt anaByasta yAcQA kArpaNya mArgaH viDRtya
   vismayaśauṭīryamenamuvāca  	vismaya SOwIryam enam uvAca  
   prabhūtaṃ me dhanaṃ śakra śaktimacca mahad balam /	praBUtam me Danam Sakra Saktimat ca mahat balam /
   andhabhāvāttvidānīṃ me mṛtyurevābhirocate // Jm_2.33 //	anDa BAvAt tu idAnIm me mRtyuH eva aBirocate // Jm_2.33 //
   kṛtvāpi paryāptamanorathāni prītiprasādādhikalocanāni /	kRtvA api paryApta manoraTAni prIti prasAda aDika locanAni /
   mukhāni paśyāmi na yācakānāṃ yattena mṛtyurdayito mamendra // Jm_2.34 //	muKAni paSyAmi na yAcakAnAm yat tena mRtyuH dayitaH mama indra // Jm_2.34 //
   śakra uvāca   alamalamanena te vyavasāyena / satpuruṣā	SakraH uvAca  alamalam anena te vyavasAyena / sat puruzA
   evedṛśānyanuprāpnuvanti / api ca pṛcchāmi tāvad bhavantam /	eva IdRSAni anuprApnuvanti / api ca pRcCAmi tAvat Bavantam /
   imāmavasthāṃ gamitasya yācakaiḥ kathaṃ nu te saṃprati teṣu mānasam /	imAm avasTAm gamitasya yAcakEH kaTam nu te saMprati tezu mAnasam /
   (Vaidya 13)	(VEdyaH 13)
   pracakṣva tattāvadalaṃ nigūhituṃ vrajeśca saṃpratyapanīya tāṃ yathā //	pracakzva tad tAvat alam nigUhitum vrajeH ca saMprati apanIya tAm yaTA //
   Jm_2.35 //	Jm_2.35 //
   rājovāca   ko 'yamasmān vikatthayitumatrabhavato nirbandhaḥ? api ca	rAjA uvAca  kaH ayam asmAn vikatTayitum atra BavataH nirbanDaH? api ca
   devendra śrūyatām  	deva indra SrUyatAm  
   tadaiva caitarhi ca yācakānāṃ vacāṃsi yācñāniyatākṣarāṇi /	tadA eva ca etarhi ca yAcakAnAm vacAMsi yAcQA niyata akzarANi /
   āśīrmayāṇīva mama priyāṇi yathā tathodetu mamaikamakṣi // Jm_2.36 //	ASIrmayANi iva mama priyANi yaTA taTA udetu mama ekam akzi // Jm_2.36 //
   atha tasya rājñaḥ satyādhiṣṭhānabalāt puṇyopacayaviśeṣācca	aTa tasya rAjQaH satya aDizWAna balAt puNya upacaya viSezAt ca
   vacanasamanantaramevendranīlaśakalākrāntamadhyamiva	vacana samanantaram eva indranIla Sakala AkrAnta maDyam iva
   nīlotpaladalasadṛśamekaṃ cakṣuḥ prādurabhavat / prādurbhūṃte ca	nIlotpala dala sadRSam ekam cakzuH prAduraBavat / prAdurBUMte ca
   tasminnayanāścarye pramuditamanāḥ sa rājā punarapi śakramuvāca  	tasmin= ayana AScarye pramudita manAH sa rAjA punar api Sakram uvAca  
   yaścāpi māṃ cakṣurayācataikaṃ tasmai mudā dve nayane pradāya /	yaH ca api mAm cakzuH ayAcata ekam tasmE mudA dve nayane pradAya /
   prītyutsavaikāgramatiryathāsaṃ dvitīyamapyakṣi tathā mamāstu // Jm_2.37 //	prIti utsava ekAgra matiH yaTA Asam dvitIyam api akzi taTA mama astu // Jm_2.37 //
   athābhivyāhārasamanantarameva tasya rājño vispardhamānamiva tena nayanena	aTa aBivyAhAra samanantaram eva tasya rAjQaH visparDamAnam iva tena nayanena
   dvitīyaṃ cakṣuḥ prādurabhavat /	dvitIyam cakzuH prAduraBavat /
   tataścakampe sadharādharā dharā vyatītya velāṃ prasasāra sāgaraḥ /	tatas cakampe saDarADarA DarA vyatItya velAm prasasAra sAgaraH /
   prasaktagambhīramanojñanisvanāḥ prasasvanurduṃndubhayo divaukasām //	prasakta gamBIra manojQa nisvanAH prasasvanuH duMndu BayaH divOkasAm //
   Jm_2.38 //	Jm_2.38 //
   prasādaramyaṃ dadṛśe vapurdiśāṃ rarāja śuddhyā śaradīva bhāskaraḥ /	prasAda ramyam dadRSe vapuH diSAm rarAja SudDyA Saradi iva BAskaraH /
   paribhramaccandanacūrṇarañjitaṃ papāta citraṃ kusumaṃ nabhastalāt //	pariBramat candana cUrNa raQjitam papAta citram kusumam naBastalAt //
   Jm_2.39 //	Jm_2.39 //
   samāyayurvismayaphullalocanā divaukasastatra sahāpsarogaṇāḥ /	samAyayuH vismaya Pulla locanAH divOkasaH tatra saha apsaraH gaNAH /
   vavau manojñātmaguṇaḥ samīraṇo manassu harṣo jagatāṃ vyajṛmbhata //	vavO manojQa Atma guNaH samIraNaH manassu harzaH jagatAm vyajRmBata //
   Jm_2.40 //	Jm_2.40 //
   udīritā harṣaparītamānasairmaharddhibhirbhūṃtagaṇaiḥ savismayaiḥ /	udIritAH harza parIta mAnasEH mahA RdDiBiH BUMta gaNEH sa vismayEH /
   (Vaidya 14)	(VEdyaH 14)
   nṛpasya karmātiśayastavāśrayāḥ samantataḥ śuśruvire giraḥ śubhāḥ //	nRpasya karma atiSayaH tava ASrayAH samantataH SuSruvire giraH SuBAH //
   Jm_2.41 //	Jm_2.41 //
   aho bataudāryamaho kṛpālutā viśuddhatā paśya yathāsya cetasaḥ /	aho bata OdAryam aho kRpAlu tA viSudDa tA paSya yaTA asya cetasaH /
   aho svasaukhyeṣu nirutsukā matirnamo 'stu te 'bhyudgatadhairyavikrama //	aho sva sOKyezu nirutsukA matiH namaH astu te aByudgata DErya vikrama //
   Jm_2.42 //	Jm_2.42 //
   sanāthatāṃ sādhu jagadgataṃ tvayā punarvibuddhekṣaṇapaṅkajaśriyā /	sanATa tAm sADu jagat gatam tvayA punar vibudDa IkzaNa paFkaja SriyA /
   amogharūpā bata puṇyasañcayāścirasya dharmeṇa khalūrjitaṃ jitam // Jm_2.43	amoGa rUpAH bata puNya saQcayAH cirasya DarmeNa Kalu Urjitam jitam // Jm_2.43
   atha śakraḥ sādhu sādhvityenamabhisaṃrādhya punaruvāca  	aTa SakraH sADu sADu iti enam aBisaMrADya punar uvAca  
   na no na vidito rājaṃstava śuddhāśayāśayaḥ /	na naH na viditaH rAjan= tava SudDa ASaya ASayaH /
   evaṃ nu pratidatte te mayeme nayane nṛpa // Jm_2.44 //	evam nu pratidatte te mayA ime nayane nRpa // Jm_2.44 //
   samantādyojanaśataṃ śailairapi tiraskṛtam /	samantAt yojana Satam SElEH api tiraskRtam /
   draṣṭumavyāhatā śaktirbhaviṣyatyanayośca te // Jm_2.45 //	drazwum avyAhatA SaktiH Bavizyati anayoH ca te // Jm_2.45 //
   ityuktvā śakrastathaiva cāntardadhe / atha bodhisattvo	iti uktvA SakraH taTA eva ca antardaDe / aTa boDisattvaH 
   vismayapūrṇamanobhirmandamandanimeṣapravikasitanayanairamātyairanuyātaḥ	vismaya pUrNa m anoBiH manda manda nimeza pravikasita nayanEH amAtyEH anuyAtaH
   pauraiścābhivīkṣyamāṇo jayāśīrvacanapuraḥsaraiśca	pOrEH ca aBivIkzyamANaH jaya ASIH vacana puraHsarEH ca
   brāhmaṇairabhinandyamānaḥ puravaramucchritadhvajavicitrapatākaṃ	brAhmaNEH aBinandyamAnaH pura varam ucCrita Dvaja vicitra patAkam
   pravitanyamānābhyudayaśobhamabhigamya parṣadi niṣaṇṇaḥ	pravitanyamAna aByudaya SoBam aBigamya parzadi nizaNNaH
   sabhājanārthamabhigatasyāmātyapramukhasya	saBAjana arTam aBigatasya amAtya pramuKasya
   brāhmaṇavṛddhapaurajānapadasyaivamātmopanāyikaṃ dharmaṃ deśayāmāsa  	brAhmaNa vRdDa pOra jAnapadasya evam AtmA upanAyikam Darmam deSayAmAsa  
   ko nāma loke śithilādaraḥ syāt kartuṃ dhanenārthijanapriyāṇi /	kaH nAma loke SiTila AdaraH syAt kartum Danena arTi jana priyANi /
