   śrīḥ	SrIH
   tenaivodagapasārya dvādaśake śaṅkuḥ /	tena eva udak apasArya dvAdaSake SaFkuH /
   tāvaṃsau /	tO= aMsO /
   mahāvedyā mānaṃ kimirthamidamucyate /	mahAvedyA mAnam kim irTam idam ucyate /
   yāvatā siddhametat? anekarajjuviharaṇavivakṣayoktamiti kecitpariharanti /	yAvatA sidDam etat? aneka rajju viharaNa vivakzayA uktam iti kecid pariharanti /
   āyāmaṃ vetyasmin pakṣe dvādaśake lakṣaṇam /	AyAmam vA iti asmin pakze dvAdaSake lakzaNam /
   pañcadaśake lakṣaṇe ca saptaviṃśatau nirañjanamiti	paQcadaSake lakzaNe ca saptaviMSatO niraQjanam iti
   lakṣaṇabāhulyapratipādanārthamityapare /	lakzaNa bAhulya pratipAdana arTam iti apare /
   samacaturaśrāṇāṃ dīrghacaturaśrāṇāṃ ca viharaṇamuktam /	sama caturaSrANAm dIrGa caturaSrANAm ca viharaNam uktam /
   iha tu dīrghaviṣamacaturaśrasyetyanye /	iha tu dIrGa vizama caturaSrasya iti anye /
   tadekarajjvā viharaṇam || ĀpŚus_5.2b ||	tat eka rajjvA viharaNam || ĀpŚuH _5.2B ||
   trikacatuṣkayoḥ pañcikākṣṇayārajjuḥ | tābhis trirabhyastābhir aṃsau |	trika catuzkayoH paQcikA akzNayA rajjuH | tABiH tris aByastABiH aMsO |
   caturabhyastābhiḥśroṇī || ĀpŚus_5.3 ||	catur aByastABiH SroNI || ĀpŚuH _5.3 ||
   yasya caturaśrasya trikā tiryaṅbhānī catuṣkā pārśvamānī tasyā akṣṇayā	yasya caturaSrasya trikA tiryaFBAnI catuzkA pArSva mAnI tasyAH akzNayA
   rajjuḥ pañcikā /	rajjuH paQcikA /
   tābhiraṃsau mātavyau /	tABiH aMsO mAtavyO /
   trikaṃ trirabhyāsayuktaṃ dvādaśa bhavanti /	trikam tris aByAsa yuktam dvAdaSa Bavanti /
   catuṣkaṃ (ṣoḍaśa pañcikā) viśatiḥṣa /	catuzkam (zoxaSa paQcikA) viSatiHza /
   yupāvaṭīyācchaṅkoḥ paścāt ṣoḍaśasu śaṅkuṃ nihatya tasmin pañcikāṃ	yupAvawIyAt SaFkoH paScAt zoxaSasu SaFkum nihatya tasmin paQcikAm
   sābhyāsaṃ pratimucya yūpāvaṭīye sābhyāsaṃ trikaṃ pratimucyāṃsāvāyacchet /	sa aByAsam pratimucya yUpAvawIye sa aByAsam trikam pratimucyAMsO= Aya= Cet /
   caturabhyastābhiḥśroṇī /	catur aByastABiH SroNI /
   tābhireva caturabhyāsayuktābhiḥ śroṇī mātavyau /	tABiH eva catur aByAsa yuktABiH SroNI mAtavyO /
   viṃśeṣu śaṅkuṃ nihatya tasmin pañcikāṃ sābhyāsaṃ pañcaviṃśatiṃ pratimucya	viMSezu SaFkum nihatya tasmin paQcikAm sa aByAsam paQcaviMSatim pratimucya
   pañcadaśikāṃ pratimucya tābhiḥśroṇī viharet //	paQcadaSikAm pratimucya tABiH SroNI viharet //
   karavindīyā vyākhyā.	karavindIyAH vyAKyA.
   darśapūrṇamāsavediviharaṇānantaraṃ prakṛtau saumyavedivimānamucyate /	darSa pUrNamAsa vedi viharaNa anantaram prakRtO sOmya vedi vimAnam ucyate /
   (triṃśatpadāni prakramā vā vedervijñāyate)	(triMSat padAni prakramAH vA vedeH vijQAyate)
   triṃśaditi //	triMSat iti //
   triṃśatpadān.i paścāttiraśvī bhavatīti taittirīyakaśrutiḥ /	triMSat padAn.i paScAt tiraSvI Bavati iti tEttirIyaka SrutiH /
   triṃśatprakrameti śāśāntarīyā, ato vikalpaḥ, yadyapi karmopateśaḥ	triMSat prakramA iti SASA antarIyA, atas vikalpaH, yadi api karma upata ISaH
   prakramaśabdena prāgvaṃśasya madhyamāllālāṭikātrrīn prācaḥ prakramāniti	prakrama Sabdena prAc vaMSasya maDyamAt lAlAwikA trrIn prAcaH prakramAn iti
   tatrāpi śrutyorvaikalpikatvena pradarśanārthaḥ prakramaśabdaḥ /	tatra api SrutyoH vEkalpika tvena pradarSana arTaH prakrama SabdaH /
   tatra prakramāyata iti prakramāśabdaḥ /	tatra prakrama Ayate iti prakramA SabdaH /
   paścāttiraśvī paścāttiryaṅbhānī prācī āyāmaḥ purastāstiraśvī tiryaṅbhānī	paScAt tiraSvI paScAt tirI aFBAnI prAcI AyAmaH purastAH tiraSvI tiryaFBAnI
   vimānamucyate //	vimAnam ucyate //
   (ṣaṭtriṃśivaṃsau)	(zawtriMSi vaMsO)
   ṣaṭtriṃśikāyāmiti //	zawtriMSikAyAm iti //
   ṣaṭtriṃśikā ṣaṭtriṃśatpramāṇā rajjuḥ, tasyāmaṣṭādaśopasamasya	zawtriMSikA zawtriMSat pramANAH rajjuH, tasyAm azwAdaSa upasamasya
   saṃyojyāparasmāt paścimādantādārabhya dvādaśasu lakṣaṇamaṃsārthaṃ,	saMyojya aparasmAt paScimAt antAt AraBya dvAdaSasu lakzaNam aMsa arTaM,
   pañcadaśasu lakṣaṇaṃ śroṇyarthaṃ, prāgvaṃśasya madhyamāllālāṭikātrrin	paQcadaSasu lakzaNam SroNi arTaM, prAc vaMSasya maDyamAt lAla awikA atrrin
   prācaḥ prakramānatītya tataḥ purastāt ṣaṭtriṃśatpramāṇāṃ prācīṃ	prAcaH prakramAn atItya tatas purastAt zawtriMSat pramANAm prAcIm
   lekhāmālikheta sā pṛṣṭhyā tadantayoḥ śaṅku nihatya tayoḥ pāśau pratimucya	leKAm AliKeta sA pRzWyA tad antayoH SaFku nihatya tayoH pASO pratimucya
   pañcadaśikena lakṣaṇena dakṣiṇāpāyamya śaṅkuṃ nihanti sā dakṣiṇā śroṇī,	paQcadaSikena lakzaNena dakziNA apAyamya SaFkum nihanti sA dakziNA SroNI,
   evamuttara to 'pāyamya śaṅkuḥ, sottarā śroṇī, viparyastayāṃsau	evam uttara taH apAyamya SaFkuH, sa uttarA SroNI, viparyastayA aMsO
   viparyastapā śayāṃ'śau mātavyau /	viparyastapA SayAM aSO mAtavyO /
   pañcadaśikenaivāpāyamya dvādaśike śaṅkuḥ, dakṣiṇataḥ uttarataś ca tāvaṃsau	paQcadaSikena eva apAyamya dvAdaSike SaFkuH, dakziNatas uttaratas ca tO= aMsO
   nanu "tadarthamabhyasyāparasmin' itya nenaiba viharaṇenāsminviharaṇe	nanu "tad arTam aByasya aparasmin a itya nena eba viharaNena asmin viharaNe
   siddhe kimarthamiha punarvacanam, ucyate  saṅkhyāpūrvāgamārthamiti	sidDe kimarTam iha punarvacanam, ucyate   saFKyA pUrva Agama arTam iti
   kecitpariharanti, anekarajjuvivakṣayā ityanye, āyāmābhyāseṣu dvādaśasu	kecid pariharanti, aneka rajju vivakzayA iti anye, AyAma aByAsezu dvAdaSasu
   lakṣaṇaṃ pañcadaśasu lakṣaṇaṃ saptaviṃśatyādau niraḍhañjanamiti	lakzaNam paQcadaSasu lakzaNam saptaviMSati AdO niraXaQjanam iti
   lakṣaṇabāhulyapratipādanārthamityapare /	lakzaNa bAhulya pratipAdana arTam iti apare /
   dīrghacaturaśrāṇāṃ ca tatra viharaṇamuktaṃ /	dIrGa caturaSrANAm ca tatra viharaNam uktam /
   iha tu viṣamadīrghacaturaśrasyetyapare //	iha tu vizama dIrGa caturaSrasya iti apare //
   (tadekarajjvā viharaṇam)	(tad eka rajjvA viharaNam)
   taditi //	tat iti //
   ekā cāsau rajjuśvetyekarajjuḥ, ekayaiva rajjvā śroṇyaṃsānāṃ viharaṇaṃ /	ekA ca asO rajjuSvA iti eka rajjuH, ekayA eva rajjvA SroNi aMsAnAm viharaNam /
   dviśaṅkunā triśaṅkunā pañjaśaṅkunā vā yogena yadviharaṇamuktaṃ	dvi SaFkunA triSaFkunA paQja SaFkunA vA yogena yat viharaNam uktam
   tadidamityuktamanubhāṣate anekarajjuvidhitsayā //	tat idam iti uktam anuBAzate aneka rajju viDitsayA //
   (trikacatuṣkayoḥ  pañcikākṣṇayārajjuḥ)	(trika catuzkayoH   paQcika akzNayA rajjuH)
   triketi //	trikA iti //
   trikā triprāṇā catuṣkā catuṣpramāṇā pañcikā pañcapramāṇā /	trikA tri prANA catuzkA catuzpramANA paQcikA paQca pramANAH /
   trikacatuṣkayoriti āyāmābhyāsaprāptamanūdyate, tadabhyāsena	trika catuzkayoH iti AyAma aByAsa prAptam anUdyate, tad aByAsena
   śroṇyaṃsavidhānārthaṃ evamuttareṣvabhyāseṣu //	SroNi aMsa viDAna arTam evam uttarezu aByAsezu //
   (tābhistrirabhyastābhiraṃsau)	(tABiH tris aByasta aBiH aMsO)
   tābhiḥ pṛthakpṛthakrirabhyastābhiḥ trirupari nikṣeptābhiḥ, trikāt	tABiH pRTak pRTakriH aByastABiH tris upari nikzeptABiH, trikAt 
   trirabhyastāt dvādaśa, catuṣkātrrirabhyastāt ṣoḍaśa, pañcakāttrirabhyastāt	tris aByastAt dvAdaSa, catuzkAtrriH aByastAt zoxaSa, paQca kAt triH aByastAt 
   viṃśatiḥ, tābhiraṃsau mātavyau //	viMSatiH, tABiH aMsO mAtavyO //
   (caturabhyastābhiḥśroṇī)	(catur aByastABiH SroNI)
   trikāccaturabhyastāt pañcadaśa, catuṣkādviṃśatiḥ, pañcakāt pañcaviṃśatiḥ,	trikAt catur aByastAt paQcadaSa, catuzkAt viMSatiH, paQcakAt paQcaviMSatiH,
   tābhiḥśroṇyau mātavyau /	tABiH SroNyO mAtavyO /
   yūpāvaṭīyācchaṅkoḥ paścāt ṣoḍaśasu śaṅkuṃ nnihatya tasmiṃstrirabhyastāṃ	yUpAvawIyAt SaFkoH paScAt zoxaSasu SaFkum nnihatya tasmin= tris aByastAm
   pañcikāṃ caturabhyastāṃ pratimucya yūpāvaṭīye trirabhyastāṃ trikāṃ	paQcikAm catur aByastAm pratimucya yUpAvawIye tris aByastAm trikAm
   caturabhyastāṃ pratimucya prathamanihitaśaṅkau caturabhyastāṃ	catur aByastAm pratimucya praTama nihita SaFkO catur aByastAm
   trikāṃpratimucya tābhyāṃ śroṇyau, āyāmābhyāsasiddhamidam /	trikAMpratimucya tAByAm SroNyO, AyAma aByAsa sidDam idam /
   āyāmadviguṇābhyāsasiddhaṃ vā //	AyAma dviguNa aByAsa sidDam vA //
   sundararājīyā vyākhyā.	sundara rAjIyA vyAKyA.
   (triṃśatpadāni prakramā vā vedervijñāyate)	(triMSat padAni prakramAH vA vedeH vijQAyate)
   padaṃ ca dvividhamuktaṃ bodhāyanena  "daśāṅgulaṃ kṣudrapadaṃ padaṃ	padam ca dviviDam uktam boDAyanena  "daSa aFgulam kzudra padam padam
   pañcadaśāṅgulam' iti /	paQcadaSa aFgulam a iti /
   dvādaśāṅgulamiti kātyāyanaḥ /	dvAdaSa aFgulam iti kAtyAyanaH /
   etānitrividhāni padāni laukikena padena vikalpyante /	etAni triviDAni padAni lOkikena padena vikalpyante /
   tathā vakṣyati  "pade yuge 'radnau' ityādi /	taTA vakzyati   "pade yuge aradnO a ityAdi /
   etānyeva caturvindhāni padāni dviguṇāni triguṇāni ca prakramāḥ /	etAni eva caturvinDAni padAni dviguNAni triguNAni ca prakramAH /
   te ca saptavidhāḥ /	te ca saptaviDAH /
   tatra sāgnicitye some padairvimānaṃ na labhyate agnikṣetrāsaṃbhavāt /	tatra sa agni citye some padEH vimAnam na laByate agni kzetra asaMBavAt /
   evaṃ saptavidhe 'gnau viṃśatyaṅgulasya nivṛttir vyākhyātā, anagnicitye tu	evam saptaviDe agnO viMSati aFgulasya nivRttiH vyAKyAtA, anagni citye tu
   sarveṣāmeva pradaprakramāṇāmicchayā vikalpa iti kecit /	sarvezAm eva prada prakramANAm icCayA vikalpaH iti kecid /
   anye punarevaṃ vyavasthāmicchanti  padaiścaturvidhairviṃśatyaṅgulena vā	anye punar evam vyavasTAm icCanti  padEH caturviDEH viMSati aFgulena vA
   prakrameṇa mānamanagnicitye /	prakrameNa mAnam anagni citye /
   ekavidhāgnau viṃśatyaṅgulena, dvividhādiṣu pañcavidhaparyanteṣu	ekaviDa agnO viMSati aFgulena, dviviDa Adizu paQcaviDa paryantezu
   caturviṃśatyaṅgulena, ṣaḍvidhādiṣu dvāda śavidhaparyanteṣu viṃśatyaṅgulena	caturviMSati aFgulena, zaxviDa Adizu dvAda SaviDa paryantezu viMSati aFgulena
   laukikena vā dvipadena, trayodaśavidhādiṣu ṣaṭ triṃśadaṅgulenetyādi /	lOkikena vA dvipadena, trayodaSaviDa Adizu zaw triMSat aFgulena ityAdi /
   sarveṣāmapi pakṣe agnayaḥ pañcacatvāriṃśadaṅgulena prakrameṇa saṃbhavanti	sarvezAm api pakze agnayaH paQcacatvAriMSat aFgulena prakrameNa saMBavanti
   tatrāgnyanuguṇā vede rvivṛddhiḥ kartavyā /	tatra agni anuguNA vede rvivRdDiH kartavyA /
   yṛpaiphādaśinyāṃ nyāyasya prakramāsthānīyaḥ, ekaśatavidhe aśītyaṅgula	yRpa ePAdaSinyAm nyAyasya prakrama AsTAnIyaH, eka SataviDe aSIti aFgula
   ityādi /	ityAdi /
   athāsyā vederviṃharaṇamāha    	aTa asyAH vedeH viMharaNam Aha    
   (ṣaṭtriṃśikāyāṃaviharaṇam)	(zawtriMSikAyAMa viharaNam)
   yāvadāyām pramāṇamityuktasya mānasyāyaṃ prapañcaḥ /	yAvadAyAm pramANam iti uktasya mAnasya ayam prapaQcaH /
   athāsyā eva vederanekarajjvā viharaṇamāha  	aTa asyAH eva vedeH aneka rajjvA viharaNam Aha  
   (trikacatuṣkayoḥaśroṇī)	(trika catuzkayoH aSroNI)
   trikacatuṣkayostiryakpāśvamānyoḥ abhyastābhiḥ upakṣiptābhiḥ, yathā   trikā	trika catuzkayoH tiryak pASva mAnyoH aByastABiH upakziptABiH, yaTA  trikA
   trirabhyastā dvādaśikā, catuṣkā trirabhyastā ṣoḍāśekā, pañcikā	tris aByastA dvAdaSikA, catuzkA tris aByastA zoxASekA, paQcikA
   trirabhyastā viṃśatikā /	tris aByastA viMSatikA /
   etābhistisṛbhirabhyastābhiraṃsau mātavyau /	etABiH tisRBiH aByasta aBiH aMsO mAtavyO /
   etābhireva caturabhyastābhiḥ pañcadaśikayā viṃśikayā ca śroṇī mātavye /	etABiH eva catur aByastABiH paQcadaSikayA viMSikayA ca SroNI mAtavye /
   dvirabhyastābhirapyetābhiraṃsau mātuṃ śakyete /	dvis aByastABiH api eta aBiH aMsO mAtum Sakyete /
   sarvatra dvādaśikāṃ'sayoḥ /	sarvatra dvAdaSikAM asayoH /
   tiryaṅbhānī pañcadaśikā /	tiryaFBAnI paQcadaSikA /
   śroṇyoritarā pṛṣṭhyāyāṃ pārśvamānī evaṃ ṣaḍbhīrajjubhirviharaṇam /	SroNyoH itarA pRzWyAyAm pArSva mAnI evam zaxBI rajjuBiH viharaNam /
   evamuttaratra //	evam uttaratra //
   kapardīyā bhāṣyam.	kapardIyAH BAzyam.
   prathamanihate śaṅkau trikaṃ sābhyāsam /	praTama nihate SaFkO trikam sa aByAsam /
   dvādaśikāpañcikayos trayodaśikākṣṇayārajjuḥ, tābhir aṃsau dvirabhyastābhiḥ	dvAdaSikA paQcikayoH trayodaSikAkzNayA rajjuH, tABiH aMsO dvis aByastABiH
   śroṇī || ĀpŚus_5.4 ||	SroNI || ĀpŚuH _5.4 ||
   yupāvaṭīyācchaṅkoḥ paścātpañcasu śaṅkuṃ nihatya tasmin trayodaśikāṃ	yupAvawIyAt SaFkoH paScAt paQcasu SaFkum nihatya tasmin trayodaSikAm
   pratimucya yūpāvaṭīye pañcikāṃ dvādaśikāṃ ca pratimucya tābhiraṃsau	pratimucya yUpAvawIye paQcikAm dvAdaSikAm ca pratimucya tABiH aMsO
   mātavyau /	mAtavyO /
   dvirabhyastābhiḥśroṇī /	dvis aByastABiH SroNI /
   yūpāvaṭīye trayodaśikāṃ sābhyāsāṃ pratimucya sābhyāsāṃ dvādaśikāṃ ca	yUpAvawIye trayodaSikAm sa aByAsAm pratimucya sa aByAsAm dvAdaSikAm ca
   prathamanihate pañcikāṃ ca sābhyāsām, tābhiḥ śroṇī mātavyau /	praTama nihate paQcikAm ca sa aByAsAm, tABiH SroNI mAtavyO /
   karavindīyā vyākhyā.	karavindIyAH vyAKyA.
   (dvādaśikā rajjuḥ)	(dvAdaSikAH rajjuH)
   spaṣṭārthamidam //	spazwa arTam idam //
   (tābhiḥaśroṇī)	(tABiHaSroNI)
   yūpāvaṭīyaśaṅkoḥ paścāt pañcadaśasu śaṅkuṃ nihatya tasmiṃstrayodaśikāṃ	yUpAvawIya SaFkoH paScAt paQcadaSasu SaFkum nihatya tasmin= trayodaSikAm
   pratimucya yūpāvaṭīye dvādaśikāṃ pratimucya tābhyāmaṃsau /	pratimucya yUpAvawIye dvAdaSikAm pratimucya tAByAm aMsO /
   tathā prathamanihataśaṅkau dvirabhyastāṃ pañcikāṃ pratimucya yūpāvaṭīye	taTA praTama nihata SaFkO dvis aByastAm paQcikAm pratimucya yUpAvawIye
   dvirabhyastāṃ trayodaśikāṃ pratimucya tābhyāṃ śroṇyau /	dvis aByastAm trayodaSikAm pratimucya tAByAm SroNyO /
   ardhābhyāsaprāptamidamāyāmacaturguṇābhyāsaprāptaṃ vā //	arDa aByAsa prAptam idam AyAma caturguNa aByAsa prAptam vA //
   sundararājīyā vyākhyā.	sundara rAjIyA vyAKyA.
   (dvādadiśikā śroṇī)	(dvAda diSikA SroNI)
   dvirabhyastābhiḥ ṣavḍiṃśikādibhiḥ /	dvis aByastABiH zavxiMSika AdiBiH /
   kapardikṣāṣyam.	kapardi kzAzyam.
   pañcadaśikāṣṭikayoḥ saptadaśikākṣṇayārajjuḥ | tābhiḥśroṇī || ĀpŚus_5.5a ||	paQcadaSi kAzwikayoH saptadaSikAkzNayA rajjuH | tABiH SroNI || ĀpŚuH _5.5aH ||
   prathamanihatācchaṅkoḥ purastādaṣṭasu śaṅkuṃ nihatya tasmin	praTama nihatAt SaFkoH purastAt azwasu SaFkum nihatya tasmin
   saptadaśikāmāmaṣṭikāṃ ca pratimucya prathamanihate pañcadaśikām /	saptadaSi kAmAm azwikAm ca pratimucya praTama nihate paQcadaSikAm /
   tābhiḥ śroṇī //	tABiH SroNI //
   dvādaśikāpañcatriṃśikayoḥ saptatriṃśikākṣṇayārajjuḥ | tābhir aṃsau ||	dvAdaSikA paQcatriMSikayoH saptatriMSika akzNayA rajjuH | tABiH aMsO ||
   ĀpŚus_5.5b ||	ĀpŚuH _5.5B ||
   prathamanihatācchaṅkoḥ purastātprakrame śaṅkuṃ nihatya tasmin	praTama nihatAt SaFkoH purastAt prakrame SaFkum nihatya tasmin
   saptātriṃśikāṃ pañcatriṃśikāṃ ca pratimucya yūpāvaṭīye dvādaśikām /	saptAtriMSikAm paQcatriMSikAm ca pratimucya yUpAvawIye dvAdaSikAm /
   tābhiraṃsau mātavyau //	tABiH aMsO mAtavyO //
   etāvanti jñeyāni vediviharaṇāni bhavanti || ĀpŚus_5.6 ||	etAvanti jQeyAni vedi viharaNAni Bavanti || ĀpŚuH _5.6 ||
   etāvantyeva śuddhamūlāni jñātuṃ śakyāni vediviharaṇāni bhavanti /	etAvanti eva SudDa mUlAni jQAtum SakyAni vedi viharaNAni Bavanti /
   anye śuddhamūlāḥ kalpayitumaśakyāḥ /	anye SudDa mUlAH kalpayitum aSakyAH /
   tasmādetāvantītyavadhāryante  	tasmAt etAvanti iti avaDArI ante  
   karavindīyā vyākhyā.	karavindIyAH vyAKyA.
   (pañcadaśikā śroṇī)	(paQcadaSikA SroNI)
   prathamanihataśaṅkau pañcadaśikā, tataḥ purastādaṣṭāsu saptadaśikā,	praTama nihata SaFkO paQcadaSikA, tatas purastAt azwAsu saptadaSikA,
   tābhyāṃ śroṇyau /	tAByAm SroNyO /
   āyāmatriguṇābhyāsaptāptamidaṃ āyāmatṛtīyadvikābhyāsaptāptaṃ vā //	AyAma triguNa aByAsapta Aptam idam AyAma tRtIya dvikA aByAsapta Aptam vA //
   (dvādaśikā tābiraṃsau)	(dvAdaSikA tAbiraMsO)
   dvādaśiketi /	dvAdaSikA iti /
   idamapi gatārtham /	idam api gata arTam /
   yūpāvaṭīye dvādaśikā, prathamanihataśaṅkoḥ purastātprakramamātre śaṅkuṃ	yUpAvawIye dvAdaSikA, praTama nihata SaFkoH purastAt prakrama mAtre SaFkum
   nihatya tasmin saptatriṃśikā, tābyāmaṃsau, pañcamadvayābhyāsaprāptamidaṃ,	nihatya tasmin saptatriMSikA, tAbyAm aMsO, paQcama dvaya aByAsa prAptam idaM,
   pañcaguṇābhyāsaptāptaṃ vā /	paQca guNa aByAsapta Aptam vA /
   (etāvanti bhavanti)	(etAvanti Bavanti)
   etāvantīti //	etAvanti iti //
   śuddhamūlatay.ā jñātuṃ śakyāni etāvantye vetyavadhāraṇā /	SudDa mUlatay.A jQAtum SakyAni etAvantye vA iti avaDAraNAH /
   etāvantyuktāni, anyānyapi unneyāni, sacchedābhiḥ	etAvanti uktAni, anyAni api unneyAni, sa= CedABiH
   rajjubhirnirhrāsavṛddhibhyāṃ ca vediviharaṇāni bhavantyeva, yadyapi idaṃ	rajjuBiH nirhrAsa vRdDiByAm ca vedi viharaNAni Bavanti eva, yadi api idam
   viharaṇamekarajjvā dvisayogenaiva vyākhyatam, tathā tri	viharaNam ekarajjvA dvi sa yogena eva vyAKyatam, taTA tri
   śaṅkupañcaśaṅkubhtyāmapi nirhrāsavṛddhibhyāṃ yathā yogaṃ vihartavyaḥ,	SaFku paQca SaFkuBtyAm api nirhrAsa vRdDiByAm yaTA yogam vihartavyaH,
   itarathā tayorvidhānasyādṛṣṭārthatvakalpanāprasaṅgāt, ato nidarśanametat	itaraTA tayoH viDAnasya adRzwa arTa tva kalpanA prasaFga at, atas nidarSanam etat 
   sarvaviharaṇānām /	sarva viharaNAnAm /
   sundararājīyā.	sundara rAjIyA.
   (pañcadaśikā bhavanti)	(paQcadaSikAH Bavanti)
   chedarahitānyetāvanti /	Ceda rahitAni etAvanti /
   sacchedānyanyānyapi bahūni santi yathā  	sa= CedAni anyAni api bahUni santi yaTA  
   ardhadvādaśikārdhacaturthikayorardhatrayodaśikākṣṇayārajjuḥ, tābhiraṃsau /	arDa dvAdaSikA arDa caturTikayoH arDa trayodaSikA akzNayA rajjuH, tABiH aMsO /
   pañcadaśikāsapādaikādaśikayoḥ pādonaikānnaviṃśikākṣṇayārajjuḥ, tābhiḥśroṇī	paQcadaSi kAsapAda ekAdaSikayoH pAda Una ekAt na viMSika akzNayA rajjuH, tABiH SroNI
   ityādi /	ityAdi /
   kapardibhāṣyam.	kapardi BAzyam.
   aṣṭaviṃśatyonaṃ padasahasraṃ mahāvediḥ || ĀpŚus_5.7a ||	azwaviMSati onam pada sahasram mahAvediH || ĀpŚuH _5.7aH ||
   navaśatāni dvisaptatiś ca (972) padakramāṇi prakramapramā ṇāni vā	nava SatAni dvisaptatiH ca (972) pada kramANi prakrama pramA NAni vA
   caturaśrāṇi mahāvedeḥ /	caturaSrANi mahA vedeH /
   mahadrahaṇaṃ kimartham? padapramitāyāṃ mahāvedyāṃ sadohavirdhānādīnāmapi	mahat rahaNam kimarTam? pada pramitAyAm mahA vedyAm sa dA uhavirDAna AdInAm api
   padanevai mānārthaṃ, prakramamitāyāmaratniprakramaireva navāratniḥ	padanA ivE mAna arTan, prakrama mitAyAm aratni prakramEH eva nava aratniH
   tiryaṅbhānatyiratnimānaṃ sadaso vihitam /	tiryaFBAn atyi ratni mAnam sadasaH vihitam /
   navāratni tiryagiti niyatapramāṇavidhānāt aratninaina vidhānamanumīyate /	nava aratni tiryak iti niyata pramANa viDAnAt aratninA ena viDAnam anumIyate /
   tathā havirdhānasya tryaratni vistāraṃ navāratnayāyāmamityanumīyate /	taTA havirDAnasya tri aratni vistAram navAratnaya AyAmam iti anumIyate /
   tatkathaṃ padena tayor mānaṃ labhyate ityucyate, catvāriṃśadadhikāni	tat kaTam padena tayoH mAnam laByate iti ucyate, catvAriMSat aDikAni
   pañcadaśāṅgulamiti vacanāt /	paQcadaSa aFgulam iti vacanAt /
   sadasaḥ paścāt pañcacatvāriṃśadaṅgulaṃ ṣoḍasādhikaṃ śatadvayaṃ	sadasaH paScAt paQcacatvAriMSat aFgulam zoxasa aDikam Sata dvayam
   sadohavirdhānayormadhyaṃ pañcacatvāriṃśadaṅgulaṃ ṣoḍaśādhikaṃ śatadvayaṃ	sa dA uhavirDAnayoH maDyam paQcacatvAriMSat aFgulam zoxaSa aDikam Sata dvayam
   sadohavirdhānayormadhyaṃ pañcacatvāriṃśatsaṃcaraḥ /	sa dA uhavirDAnayoH maDyam paQcacatvAriMSat saMcaraH /
   havirdhānasya ṣoḍaśādhikaṃ śathadvayam /	havirDAnasya zoxaSa aDikam SaTa dvayam /
   avaśiṣṭamaṣṭādaśāṅgulam /	avaSizwam azwAdaSa aFgulam /
   tasmāduttaravedisadohavirdhānānāṃ antarvedyasaṃbhavāt vṛddhiḥ kalpanīyā /	tasmAt uttara vedi sa doha virDAnAnAm antarvedya saMBavAt vRdDiH kalpanIyAH /
   aratnervā hrāsaḥ kalpanīyaḥ /	aratneH vA hrAsaH kalpanIyaH /
   tadubhayamacoditaṃ bhavati /	tat uBayam acoditam Bavati /
   atoyena vedirmitā tenaiva teṣāṃ mānārthaṃ pahadrahaṇaṃ sthitam /	atoyena vediH mitA tena eva tezAm mAna arTam paha drahaNam sTitam /
   karavindīyā vyākhyā.	karavindIyAH vyAKyA.
   (aṣṭāviṃśatyūnaṃamahāvediḥ)	(azwAviMSati UnaMa mahAvediH)
   dvisaptatiḥ navaśatāni ca padaparimitāni kṣetrāṇi mahāvodeḥ, prakramamāne	dvisaptatiH nava SatAni ca pada parimitAni kzetrANi mahAvodeH, prakramamAne
   'pyevam /	api evam /
