   BhP_07.01.001/0 śrīrājovāca	BhP_07.01.001/0 SrI-rAjA-uvAca
   BhP_07.02.025/1 eṣa ātmaviparyāso hyaliṅge liṅgabhāvanā	Bhu-_07.02.025/1 ezaH Atma-viparyAsaH hi-aliFge liFga-BAvanA
   BhP_07.02.025/2 eṣa priyāpriyairyogo viyogaḥ karmasaṃsṛtiḥ	Bhu-_07.02.025/2 eza priya-apriyEH-yogaH viyogaH karma-saMsRtiH
   BhP_07.02.026/1 sambhavaśca vināśaśca śokaśca vividhaḥ smṛtaḥ	BhP_07.02.026/1 samBavaH-ca vinASaH-ca SokaH-ca viviDaH smRtaH
   BhP_07.02.026/2 avivekaśca cintā ca vivekāsmṛtireva ca	Bha-a_07.02.026/2 avivekaH-ca cintA ca viveka-asmRtiH-eva ca
   BhP_07.02.027/1 atrāpyudāharantīmamitihāsaṃ purātanam	Bhu-_07.02.027/1 atra-api-udAharanti-imam-itihAsam purAtanam
   BhP_07.02.027/2 yamasya pretabandhūnāṃ saṃvādaṃ taṃ nibodhata	Bhu-_07.02.027/2 yamasya preta-banDUnAm saMvAdam tam niboData
   BhP_07.02.028/1 uśīnareṣvabhūdrājā suyajña iti viśrutaḥ	Bhu-_07.02.028/1 uSInarezu-aBUt-rAjA suyajQaH iti viSrutaH
   BhP_07.02.028/2 sapatnairnihato yuddhe jñātayastamupāsata	Bhu-_07.02.028/2 sapatnEH-nihataH yudDe jQAtayaH-tam-upAsata
   BhP_07.02.029/1 viśīrṇaratnakavacaṃ vibhraṣṭābharaṇasrajam	Bhu-_07.02.029/1 viSIrNa-ratna-kavacam viBrazwa-ABaraNa-srajam
   BhP_07.02.029/2 śaranirbhinnahṛdayaṃ śayānamasṛgāvilam	Bhu-_07.02.029/2 Sara-nirBinna-hRdayam SayAnam-asRk-Avilam
   BhP_07.02.030/1 prakīrṇakeśaṃ dhvastākṣaṃ rabhasā daṣṭadacchadam	Bhu-_07.02.030/1 prakIrNa-keSam Dvasta-akzam raBasA dazwa-dacCadam
   BhP_07.02.030/2 rajaḥkuṇṭhamukhāmbhojaṃ chinnāyudhabhujaṃ mṛdhe	Bhu-_07.02.030/2 rajaH-kuNWa-muKa-amBojam Cinna-AyuDa-Bujam mRDe
   BhP_07.02.031/1 uśīnarendraṃ vidhinā tathā kṛtaṃ patiṃ mahiṣyaḥ	Bhu-_07.02.031/1 uSInara-indram viDinA taTA kRtam patim mahizyaH
   prasamīkṣya duḥkhitāḥ	prasamIkzya duHKitAH
   BhP_07.02.031/2 hatāḥ sma nātheti karairuro bhṛśaṃ ghnantyo	Bhu-_07.02.031/2 hatAH sma nATa-iti karEH-uraH BRSam GnantyaH-
   muhustatpadayorupāpatan	muhur-tat-padayoH-upApatan
   BhP_07.02.032/1 rudatya uccairdayitāṅghripaṅkajaṃ siñcantya asraiḥ	Bhu-_07.02.032/1 rudatyaH uccEs-dayita-aFGri-paFkajam siQcantya asrEH
   kucakuṅkumāruṇaiḥ	kuca-kuFkuma-aruNEH
   BhP_07.02.032/2 visrastakeśābharaṇāḥ śucaṃ nṛṇāṃ sṛjantya ākrandanayā	Bhu-_07.02.032/2 visrasta-keSa-ABaraNAH Sucam nRNAm sRjantyaH AkrandanayA
   vilepire	vilepire
   BhP_07.02.033/1 aho vidhātrākaruṇena naḥ prabho bhavān praṇīto dṛgagocarāṃ	Bhu-_07.02.033/1 aho viDAtrA-karuNena naH praBo BavAn praNItaH dRS-a-gocarAm
   daśām	daSAm
   BhP_07.02.033/2 uśīnarāṇāmasi vṛttidaḥ purā kṛto 'dhunā yena śucāṃ	Bhu-_07.02.033/2 uSInarANAm-asi vRtti-daH purA kRtaH aDunA yena SucAm
   vivardhanaḥ	vivarDanaH
   BhP_07.02.034/1 tvayā kṛtajñena vayaṃ mahīpate kathaṃ vinā syāma	Bhu-_07.02.034/1 tvayA kRtajQena vayam mahIpate kaTam vinA syAma
   suhṛttamena te	suhRttamena te
   BhP_07.02.034/2 tatrānuyānaṃ tava vīra pādayoḥ śuśrūṣatīnāṃ diśa yatra	Bhu-_07.02.034/2 tatra-anuyAnam tava vIra pAdayoH SuSrUzatInAm diSa yatra
   yāsyasi	yAsyasi
   BhP_07.02.035/1 evaṃ vilapatīnāṃ vai parigṛhya mṛtaṃ patim	Bhu-_07.02.035/1 evam vilapatInAm vE parigRhya mRtam patim
   BhP_07.02.035/2 anicchatīnāṃ nirhāramarko 'staṃ sannyavartata	Bhu-_07.02.035/2 anicCatInAm nirhAram-arkaH astam sannyavartata
   BhP_07.02.036/1 tatra ha pretabandhūnāmāśrutya paridevitam	Bhu-_07.02.036/1 tatra ha preta-banDUnAm-ASrutya paridevitam
   BhP_07.02.036/2 āha tān bālako bhūtvā yamaḥ svayamupāgataḥ	BhP_07.02.036/2 Aha tAn bAlakaH BUtvA yamaH svayam-upAgataH
   BhP_07.02.037/0 śrīyama uvāca	Bhu-_07.02.037/0 SrI-yamaH uvAca
   BhP_07.02.037/1 aho amīṣāṃ vayasādhikānāṃ vipaśyatāṃ lokavidhiṃ vimohaḥ	Bhu-_07.02.037/1 aho amIzAm vayasA-aDikAnAm vipaSyatAm loka-viDim vimohaH
   BhP_07.02.037/2 yatrāgatastatra gataṃ manuṣyaṃ svayaṃ sadharmā api	Bhu-_07.02.037/2 yatra-AgataH-tatra gatam manuzyam svayam saDarmAH api
   śocantyapārtham	Socanti-apArTam
   BhP_07.02.038/1 aho vayaṃ dhanyatamā yadatra tyaktāḥ pitṛbhyāṃ na	Bhu-_07.02.038/1 aho vayam DanyatamAH yat-atra tyaktAH pitRByAm na
   vicintayāmaḥ	vicintayAmaH
   BhP_07.02.038/2 abhakṣyamāṇā abalā vṛkādibhiḥ sa rakṣitā rakṣati yo hi	BhP_07.02.038/2 aBakzyamANAH abalA vRka-AdiBiH sa rakzitA rakzati yaH hi
   garbhe	garBe
   BhP_07.02.039/1 ya icchayeśaḥ sṛjatīdamavyayo ya eva rakṣatyavalumpate ca	Bhu-_07.02.039/1 yaH icCayA-ISaH sRjati-idam-avyayaH yaH eva rakzati-avalumpate ca
   yaḥ	yaH
   BhP_07.02.039/2 tasyābalāḥ krīḍanamāhurīśituś carācaraṃ nigrahasaṅgrahe	Bhu-_07.02.039/2 tasya-abalAH krIxanam-AhuH-ISituH carAcaram nigraha-saFgrahe
   prabhuḥ	praBuH
   BhP_07.02.040/1 pathi cyutaṃ tiṣṭhati diṣṭarakṣitaṃ gṛhe sthitaṃ	Bhu-_07.02.040/1 paTi cyutam tizWati dizwa-rakzitam gRhe sTitam
   tadvihataṃ vinaśyati	tad-vihatam vinaSyati
   BhP_07.02.040/2 jīvatyanātho 'pi tadīkṣito vane gṛhe 'bhigupto 'sya hato	Bhu-_07.02.040/2 jIvati-anATaH api tad-IkzitaH vane gRhe aBiguptaH asya hataH-
   na jīvati	na jIvati
   BhP_07.02.041/1 bhūtāni taistairnijayonikarmabhir bhavanti kāle na	Bhu-_07.02.041/1 BUtAni tEH-tEH-nija-yoni-karmaBiH Bavanti kAle na
   bhavanti sarvaśaḥ	Bavanti sarvaSas-
   BhP_07.02.041/2 na tatra hātmā prakṛtāvapi sthitas tasyā guṇairanyatamo hi	Bhu-_07.02.041/2 na tatra ha-AtmA prakRtO=-api sTitaH tasyAH guNEH-anyatamaH hi
   badhyate	baDyate
   BhP_07.02.042/1 idaṃ śarīraṃ puruṣasya mohajaṃ yathā pṛthag bhautikamīyate	Bhu-_07.02.042/1 idam SarIram puruzasya moha-jam yaTA pRTak BOtikam-Iyate
   gṛham	gRham
   BhP_07.02.042/2 yathaudakaiḥ pārthivataijasairjanaḥ kālena jāto vikṛto	Bhu-_07.02.042/2 yaTA-OdakEH pArTiva-tEjasEH-janaH kAlena jAtaH vikRtaH-
   vinaśyati	vinaSyati
   BhP_07.02.043/1 yathānalo dāruṣu bhinna īyate yathānilo dehagataḥ pṛthak	Bhu-_07.02.043/1 yaTA-analaH dAruzu BinnaH Iyate yaTA-anilaH deha-gataH pRTak-
   sthitaḥ	sTitaH
   BhP_07.02.043/2 yathā nabhaḥ sarvagataṃ na sajjate tathā pumān	Bhu-_07.02.043/2 yaTA naBaH sarva-gatam na sajjate taTA pumAn
   sarvaguṇāśrayaḥ paraḥ	sarva-guNa-ASrayaH paraH
   BhP_07.02.044/1 suyajño nanvayaṃ śete mūḍhā yamanuśocatha	Bhu-_07.02.044/1 suyajQaH nanu-ayam Sete mUXAH yam-anuSocaTa
   BhP_07.02.044/2 yaḥ śrotā yo 'nuvakteha sa na dṛśyeta karhicit	Bhu-_07.02.044/2 yaH SrotA yaH anuvaktA-iha sa na dRSyeta karhicit-
   BhP_07.02.045/1 na śrotā nānuvaktāyaṃ mukhyo 'pyatra mahān asuḥ	Bhu-_07.02.045/1 na SrotA na-anuvaktA-ayam muKyaH api-atra mahAn asuH
   BhP_07.02.045/2 yastvihendriyavān ātmā sa cānyaḥ prāṇadehayoḥ	Bhu-_07.02.045/2 yaH-tu-iha-indriyavAn AtmA sa ca-anyaH prANa-dehayoH
   BhP_07.02.046/1 bhūtendriyamanoliṅgān dehān uccāvacān vibhuḥ	Bhu-_07.02.046/1 BUta-indriya-manaH-liFgAn dehAn uccAvacAn viBuH
   BhP_07.02.046/2 bhajatyutsṛjati hyanyastac cāpi svena tejasā	Bhu-_07.02.046/2 Bajati-utsRjati hi-anyaH-tat ca-api svena tejasA
   BhP_07.02.047/1 yāval liṅgānvito hyātmā tāvat karmanibandhanam	Bhu-_07.02.047/1 yAvat liFga-anvitaH hi-AtmA tAvat karma-nibanDanam
   BhP_07.02.047/2 tato viparyayaḥ kleśo māyāyogo 'nuvartate	Bhu-_07.02.047/2 tatas viparyayaH kleSaH mAyA-yogaH anuvartate
   BhP_07.02.048/1 vitathābhiniveśo 'yaṃ yadguṇeṣvarthadṛgvacaḥ	Bhu-_07.02.048/1 vitaTa-aBiniveSaH ayam yad-guNezu-arTa-dRS-vacaH
   BhP_07.02.048/2 yathā manorathaḥ svapnaḥ sarvamaindriyakaṃ mṛṣā	Bhu-_07.02.048/2 yaTA manoraTaH svapnaH sarvam-Endriyakam mRzA
   BhP_07.02.049/1 atha nityamanityaṃ vā neha śocanti tadvidaḥ	Bhu-_07.02.049/1 aTa nityam-anityam vA na-iha Socanti tad-vidaH
   BhP_07.02.049/2 nānyathā śakyate kartuṃ svabhāvaḥ śocatāmiti	Bhu-_07.02.049/2 na-anyaTA Sakyate kartum svaBAvaH SocatAm-iti
   BhP_07.02.050/1 lubdhako vipine kaścit pakṣiṇāṃ nirmito 'ntakaḥ	Bhu-_07.02.050/1 lubDakaH vipine kaScid pakziNAm nirmitaH antakaH
   BhP_07.02.050/2 vitatya jālaṃ vidadhe tatra tatra pralobhayan	Bhu-_07.02.050/2 vitatya jAlam vidaDe tatra tatra praloBayan
   BhP_07.02.051/1 kuliṅgamithunaṃ tatra vicarat samadṛśyata	Bhu-_07.02.051/1 kuliFga-miTunam tatra vicarat samadRSyata
   BhP_07.02.051/2 tayoḥ kuliṅgī sahasā lubdhakena pralobhitā	Bhu-_07.02.051/2 tayoH kuliFgI sahasA lubDakena praloBitA
   BhP_07.02.052/1 āsajjata sicastantryāṃ mahiṣyaḥ kālayantritā	Bhu-_07.02.052/1 Asajjata sicaH-tantryAm mahizyaH kAla-yantritA
   BhP_07.02.052/2 kuliṅgastāṃ tathāpannāṃ nirīkṣya bhṛśaduḥkhitaḥ	Bhu-_07.02.052/2 kuliFgaH-tAm taTA-ApannAm nirIkzya BRSa-duHKitaH
   BhP_07.02.052/3 snehādakalpaḥ kṛpaṇaḥ kṛpaṇāṃ paryadevayat	BhP-_07.02.052/3 snehAt-akalpaH kRpaNaH kRpaNAm paryadevayat-
   BhP_07.02.053/1 aho akaruṇo devaḥ striyākaruṇayā vibhuḥ	Bhu-_07.02.053/1 aho akaruNaH devaH striyAkaruNayA viBuH
   BhP_07.02.053/2 kṛpaṇaṃ māmanuśocantyā dīnayā kiṃ kariṣyati	Bhu-_07.02.053/2 kRpaNam mAm-anuSocantyA dInayA kim karizyati
   BhP_07.02.054/1 kāmaṃ nayatu māṃ devaḥ kimardhenātmano hi me	Bhu-_07.02.054/1 kAmam nayatu mAm devaH kim-arDena-AtmanaH hi me
   BhP_07.02.054/2 dīnena jīvatā duḥkhamanena vidhurāyuṣā	Bhu-_07.02.054/2 dInena jIvatA duHKam-anena viDura-AyuzA
   BhP_07.02.055/1 kathaṃ tvajātapakṣāṃstān mātṛhīnān bibharmyaham	Bhu-_07.02.055/1 kaTam tu-ajAta-pakzAn=-tAn mAtR-hInAn biBarmi-aham
   BhP_07.02.055/2 mandabhāgyāḥ pratīkṣante nīḍe me mātaraṃ prajāḥ	Bhu-_07.02.055/2 mandaBAgyAH pratIkzante nIxe me mAtaram prajAH
   BhP_07.02.056/1 evaṃ kuliṅgaṃ vilapantamārāt priyāviyogāturamaśrukaṇṭham	Bhu-_07.02.056/1 evam kuliFgam vilapantam-ArAt priya-aviyoga-Aturam-aSru-kaNWam
   BhP_07.02.056/2 sa eva taṃ śākunikaḥ śareṇa vivyādha kālaprahito vilīnaḥ	Bhu-_07.02.056/2 saH eva tam SAkunikaH SareNa vivyADa kAla-prahitaH vilInaH
   BhP_07.02.057/1 evaṃ yūyamapaśyantya ātmāpāyamabuddhayaḥ	Bhu-_07.02.057/1 evam yUyam-apaSyantyaH Atma-apAyam-abudDayaH
   BhP_07.02.057/2 nainaṃ prāpsyatha śocantyaḥ patiṃ varṣaśatairapi	Bhu-_07.02.057/2 na-enam prApsyaTa SocantyaH patim varza-SatEH-api
   BhP_07.02.058/0 śrīhiraṇyakaśipuruvāca	Bhu-_07.02.058/0 SrIhiraNyakaSipuH-uvAca
   BhP_07.02.058/1 bāla evaṃ pravadati sarve vismitacetasaḥ	Bhu-_07.02.058/1 bAlaH evam pravadati sarve vismita-cetasaH
   BhP_07.02.058/2 jñātayo menire sarvamanityamayathotthitam	Bhu-_07.02.058/2 jQAtayaH menire sarvam-anityam-ayaTA-utTitam
   BhP_07.02.059/1 yama etadupākhyāya tatraivāntaradhīyata	Bhu-_07.02.059/1 yamaH etat-upAKyAya tatra-eva-antaraDIyata
   BhP_07.02.059/2 jñātayo hi suyajñasya cakruryat sāmparāyikam	Bhu-_07.02.059/2 jQAtayaH hi suyajQasya cakruH-yat sAmparAyikam
   BhP_07.02.060/1 ataḥ śocata mā yūyaṃ paraṃ cātmānameva vā	Bhu-_07.02.060/1 atas Socata mA yUyam param ca-AtmAnam-eva vA
   BhP_07.02.060/2 ka ātmā kaḥ paro vātra svīyaḥ pārakya eva vā	Bhu-_07.02.060/2 kaH AtmA kaH paraH vA-atra svIyaH pArakya eva vA
   BhP_07.02.060/3 svaparābhiniveśena vinājñānena dehinām	Bhu-_07.02.060/3 sva-para-aBiniveSena vinA-ajQAnena dehinAm
   BhP_07.02.061/0 śrīnārada uvāca	BhP_07.02.061/0 SrI-nAradaH uvAca
   BhP_07.02.061/1 iti daityapatervākyaṃ ditirākarṇya sasnuṣā	Bhu-_07.02.061/1 iti dEtya-pateH-vAkyam ditiH-AkarNya sa-snuzA
   BhP_07.02.061/2 putraśokaṃ kṣaṇāt tyaktvā tattve cittamadhārayat	Bhu-_07.02.061/2 putra-Sokam kzaNAt tyaktvA tattve cittam-aDArayat-
   BhP_07.03.001/0 śrīnārada uvāca	BhP_07.03.001/0 SrI-nAradaH uvAca
   BhP_07.03.001/1 hiraṇyakaśipū rājannajeyamajarāmaram	Bhu-_07.03.001/1 hiraNyakaSipuH rAjan=-ajeyam-ajara-amaram
   BhP_07.03.001/2 ātmānamapratidvandvamekarājaṃ vyadhitsata	Bhu-_07.03.001/2 AtmAnam-apratidvan-dvam-eka-rAjam vyaDit-sata
   BhP_07.03.002/1 sa tepe mandaradroṇyāṃ tapaḥ paramadāruṇam	Bhu-_07.03.002/1 sa tepe mandara-droNyAm tapaH parama-dAruNam
   BhP_07.03.002/2 ūrdhvabāhurnabhodṛṣṭiḥ pādāṅguṣṭhāśritāvaniḥ	BhP_07.03.002/2 UrDvabAhuH-naBodRzwiH pAdAFguzWa-ASrita-avaniH
   BhP_07.03.003/1 jaṭādīdhitibhī reje saṃvartārka ivāṃśubhiḥ	Bhu-_07.03.003/1 jawA-AdIDitiBiH reje saMvarta-arkaH iva-aMSuBiH
   BhP_07.03.003/2 tasmiṃstapastapyamāne devāḥ sthānāni bhejire	Bhu-_07.03.003/2 tasmin=-tapaH-tapyamAne devAH sTAnAni Bejire
   BhP_07.03.004/1 tasya mūrdhnaḥ samudbhūtaḥ sadhūmo 'gnistapomayaḥ	Bhu-_07.03.004/1 tasya mUrDnaH samudBUtaH sa-DUmaH agniH-tapaH-mayaH
   BhP_07.03.004/2 tīryag ūrdhvamadho lokān prātapadviṣvag īritaḥ	Bhu-_07.03.004/2 tIryak UrDvam-aDas lokAn prAtapat-vizvak IritaH
   BhP_07.03.005/1 cukṣubhurnadyudanvantaḥ sadvīpādriścacāla bhūḥ	Bhu-_07.03.005/1 cukzuBuH-nadI-udanvantaH sa-dvIpa-adriH-cacAla BUH
   BhP_07.03.005/2 nipetuḥ sagrahāstārā jajvaluśca diśo daśa	Bhu-_07.03.005/2 nipetuH sa-grahAH-tArAH jajvaluH-ca diSaH daSa
   BhP_07.03.006/1 tena taptā divaṃ tyaktvā brahmalokaṃ yayuḥ surāḥ	Bhu-_07.03.006/1 tena taptAH divam tyaktvA brahma-lokam yayuH surAH
   BhP_07.03.006/2 dhātre vijñāpayāmāsurdevadeva jagatpate	Bhu-_07.03.006/2 DAtre vijQApayAmAsuH-devadeva jagatpate
   BhP_07.03.007/1 daityendratapasā taptā divi sthātuṃ na śaknumaḥ	Bhu-_07.03.007/1 dEtya-indra-tapasA taptA divi sTAtum na SaknumaH
   BhP_07.03.007/2 tasya copaśamaṃ bhūman vidhehi yadi manyase	Bhu-_07.03.007/2 tasya ca-upaSamam BUman viDehi yadi manyase
   BhP_07.03.007/3 lokā na yāvan naṅkṣyanti balihārāstavābhibhūḥ	Bhu-_07.03.007/3 lokAH na yAvat naFkzyanti balihArAH-tava-aBiBUH
   BhP_07.03.008/1 tasyāyaṃ kila saṅkalpaścarato duścaraṃ tapaḥ	Bhu-_07.03.008/1 tasya-ayam kila saFkalpaH-carataH duScaram tapaH
   BhP_07.03.008/2 śrūyatāṃ kiṃ na viditastavāthāpi niveditam	Bhu-_07.03.008/2 SrUyatAm kim na viditaH-tava-aTa-api niveditam
   BhP_07.03.009/1 sṛṣṭvā carācaramidaṃ tapoyogasamādhinā	Bhu-_07.03.009/1 sRzwvA carAcaram-idam tapaH-yoga-samADinA
   BhP_07.03.009/2 adhyāste sarvadhiṣṇyebhyaḥ parameṣṭhī nijāsanam	Bhu-_07.03.009/2 aDyAste sarva-DizNyeByaH paramezWI nija-Asanam
   BhP_07.03.010/1 tadahaṃ vardhamānena tapoyogasamādhinā	Bhu-_07.03.010/1 tat-aham varDamAnena tapaH-yoga-samADinA
   BhP_07.03.010/2 kālātmanośca nityatvāt sādhayiṣye tathātmanaḥ	Bhu-_07.03.010/2 kAla-AtmanoH-ca nitya-tvAt sADayizye taTA-AtmanaH
   BhP_07.03.011/1 anyathedaṃ vidhāsye 'hamayathā pūrvamojasā	Bhu-_07.03.011/1 anyaTA-idam viDAsye aham-ayaTA pUrvam-ojasA
   BhP_07.03.011/2 kimanyaiḥ kālanirdhūtaiḥ kalpānte vaiṣṇavādibhiḥ	Bhu-_07.03.011/2 kim-anyEH kAla-nirDUtEH kalpa-ante vEzNava-AdiBiH
   BhP_07.03.012/1 iti śuśruma nirbandhaṃ tapaḥ paramamāsthitaḥ	BhP_07.03.012/1 iti SuSruma nirbanDam tapaH paramam-AsTitaH
   BhP_07.03.012/2 vidhatsvānantaraṃ yuktaṃ svayaṃ tribhuvaneśvara	Bhu-_07.03.012/2 viDatsva-anantaram yuktam svayam triBuvana-ISvara
   BhP_07.03.013/1 tavāsanaṃ dvijagavāṃ pārameṣṭhyaṃ jagatpate	Bhu-_07.03.013/1 tava-Asanam dvija-gavAm pAramezWyam jagatpate
   BhP_07.03.013/2 bhavāya śreyase bhūtyai kṣemāya vijayāya ca	Bhu-_07.03.013/2 BavAya Sreyase BUtyE kzemAya vijayAya ca
   BhP_07.03.014/1 iti vijñāpito devairbhagavān ātmabhūrnṛpa	Bhu-_07.03.014/1 iti vijQApitaH devEH-BagavAn AtmaBUH-nRpa
   BhP_07.03.014/2 parito bhṛgudakṣādyairyayau daityeśvarāśramam	Bhu-_07.03.014/2 paritas BRgu-dakza-AdyEH-yayO dEtya-ISvara-ASramam
   BhP_07.03.015/1 na dadarśa praticchannaṃ valmīkatṛṇakīcakaiḥ	Bhu-_07.03.015/1 na dadarSa praticCannam valmIka-tRNa-kIcakEH
   BhP_07.03.015/2 pipīlikābhirācīrṇaṃ medastvaṅmāṃsaśoṇitam	Bhu-_07.03.015/2 pipIlikABiH-AcIrNam medaH-tvac-mAMsa-SoNitam
   BhP_07.03.016/1 tapantaṃ tapasā lokān yathābhrāpihitaṃ ravim	Bhu-_07.03.016/1 tapantam tapasA lokAn yaTA-aBra-api-hitam ravim
   BhP_07.03.016/2 vilakṣya vismitaḥ prāha hasaṃstaṃ haṃsavāhanaḥ	Bhu-_07.03.016/2 vilakzya vismitaH prAha hasan=-tam haMsavAhanaH
   BhP_07.03.017/0 śrībrahmovāca	Bhu-_07.03.017/0 SrI-brahmA-uvAca
   BhP_07.03.017/1 uttiṣṭhottiṣṭha bhadraṃ te tapaḥsiddho 'si kāśyapa	Bhu-_07.03.017/1 uttizWa-uttizWa Badram te tapaH-sidDaH asi kASyapa
   BhP_07.03.017/2 varado 'hamanuprāpto vriyatāmīpsito varaḥ	Bhu-_07.03.017/2 vara-daH aham-anuprAptaH vriyatAm-IpsitaH varaH
   BhP_07.03.018/1 adrākṣamahametaṃ te hṛtsāraṃ mahadadbhutam	Bhu-_07.03.018/1 adrAkzam-aham-etam te hRd-sAram mahat-adButam
   BhP_07.03.018/2 daṃśabhakṣitadehasya prāṇā hyasthiṣu śerate	Bhu-_07.03.018/2 daMSa-Bakzita-dehasya prANAH hi-asTizu Serate
   BhP_07.03.019/1 naitat pūrvarṣayaścakrurna kariṣyanti cāpare	Bhu-_07.03.019/1 na-etat pUrva-RzayaH-cakruH-na karizyanti ca-apare
   BhP_07.03.019/2 niramburdhārayet prāṇān ko vai divyasamāḥ śatam	Bhu-_07.03.019/2 nirambuH-DArayet prANAn kaH vE divya-samAH Satam
   BhP_07.03.020/1 vyavasāyena te 'nena duṣkareṇa manasvinām	Bhu-_07.03.020/1 vyavasAyena te anena duzkareNa manasvinAm
   BhP_07.03.020/2 taponiṣṭhena bhavatājito 'haṃ ditinandana	Bhu-_07.03.020/2 tapaH-nizWena BavatA-ajitaH aham diti-nandana
   BhP_07.03.021/1 tatasta āśiṣaḥ sarvā dadāmyasurapuṅgava	Bhu-_07.03.021/1 tatas-te ASizaH sarvAH dadAmi-asura-puFgava
   BhP_07.03.021/2 martasya te hyamartasya darśanaṃ nāphalaṃ mama	Bhu-_07.03.021/2 martasya te hi-amartasya darSanam na-aPalam mama
   BhP_07.03.022/0 śrīnārada uvāca	BhP_07.03.022/0 SrI-nAradaH uvAca
   BhP_07.03.022/1 ityuktvādibhavo devo bhakṣitāṅgaṃ pipīlikaiḥ	Bhu-_07.03.022/1 iti-uktvA-Adi-BavaH devaH Bakzita-aFgam pipIlikEH
   BhP_07.03.022/2 kamaṇḍalujalenaukṣaddivyenāmogharādhasā	Bhu-_07.03.022/2 kamaNxalu-jalena-okzat-divyena-amoGa-rADasA
   BhP_07.03.023/1 sa tat kīcakavalmīkāt sahaojobalānvitaḥ	Bhu-_07.03.023/1 sa tat kIcaka-valmIkAt sahaojaH-bala-anvitaH
   BhP_07.03.023/2 sarvāvayavasampanno vajrasaṃhanano yuvā	Bhu-_07.03.023/2 sarva-avayava-sampannaH vajra-saMhananaH yuvA
   BhP_07.03.023/3 utthitastaptahemābho vibhāvasurivaidhasaḥ	Bhu-_07.03.023/3 utTitaH-tapta-hema-ABaH viBAvasuri-va-eDasaH
   BhP_07.03.024/1 sa nirīkṣyāmbare devaṃ haṃsavāhamupasthitam	Bhu-_07.03.024/1 sa nirIkzya-ambare devam haMsavAham-upasTitam
   BhP_07.03.024/2 nanāma śirasā bhūmau taddarśanamahotsavaḥ	Bhu-_07.03.024/2 nanAma SirasA BUmO tad-darSana-mahA-utsavaH
   BhP_07.03.025/1 utthāya prāñjaliḥ prahva īkṣamāṇo dṛśā vibhum	Bhu-_07.03.025/1 utTAya prAQjaliH prahvaH IkzamANaH dRSA viBum
   BhP_07.03.025/2 harṣāśrupulakodbhedo girā gadgadayāgṛṇāt	Bhu-_07.03.025/2 harza-aSru-pulaka-udBedaH girA gadgadayA-gRNAt-
   BhP_07.03.026/0 śrīhiraṇyakaśipuruvāca	Bhu-_07.03.026/0 SrIhiraNyakaSipuH-uvAca
   BhP_07.03.026/1 kalpānte kālasṛṣṭena yo 'ndhena tamasāvṛtam	Bhu-_07.03.026/1 kalpa-ante kAla-sRzwena yaH anDena tamasA-AvRtam
   BhP_07.03.026/2 abhivyanag jagadidaṃ svayañjyotiḥ svarociṣā	Bhu-_07.03.026/2 aBivyanak jagat-idam svayan-jyotiH sva-rocizA
   BhP_07.03.027/1 ātmanā trivṛtā cedaṃ sṛjatyavati lumpati	Bhu-_07.03.027/1 AtmanA trivRtA ca-idam sRjati-avati lumpati
   BhP_07.03.027/2 rajaḥsattvatamodhāmne parāya mahate namaḥ	Bhu-_07.03.027/2 rajaH-sattva-tamaH-DAmne parAya mahate namaH
   BhP_07.03.028/1 nama ādyāya bījāya jñānavijñānamūrtaye	Bhu-_07.03.028/1 namaH AdyAya bIjAya jQAna-vijQAna-mUrtaye
   BhP_07.03.028/2 prāṇendriyamanobuddhi vikārairvyaktimīyuṣe	BhP_07.03.028/2 prANa-indriya-manaH-budDi vikArEH-vyaktim-Iyuze
   BhP_07.03.029/1 tvamīśiṣe jagatastasthuṣaśca prāṇena mukhyena patiḥ	Bhu-_07.03.029/1 tvam-ISize jagataH-tasTuzaH-ca prANena muKyena patiH
   prajānām	prajAnAm
   BhP_07.03.029/2 cittasya cittairmanaindriyāṇāṃ patirmahān bhūtaguṇāśayeśaḥ	Bhu-_07.03.029/2 cittasya cittEH-manEndriyANAm patiH-mahAn BUta-guNa-ASaya-ISaH
   BhP_07.03.030/1 tvaṃ saptatantūn vitanoṣi tanvā trayyā caturhotrakavidyayā	Bhu-_07.03.030/1 tvam sapta-tantUn vitanozi tanvA trayyA caturhotra-kavidyayA
   ca	ca
   BhP_07.03.030/2 tvameka ātmātmavatāmanādir anantapāraḥ kavirantarātmā	Bhu-_07.03.030/2 tvam-ekaH Atma-AtmavatAm-anAdiH ananta-pAraH kaviH-antarAtmA
   BhP_07.03.031/1 tvameva kālo 'nimiṣo janānām āyurlavādyavayavaiḥ kṣiṇoṣi	Bhu-_07.03.031/1 tvam-eva kAlaH animizaH janAnAm AyuH-lava-Adi-avayavEH kziNozi
   BhP_07.03.031/2 kūṭastha ātmā parameṣṭhyajo mahāṃs tvaṃ jīvalokasya ca	Bhu-_07.03.031/2 kUwasTaH AtmA paramezWI-ajaH mahAn tvam jIva-lokasya ca
   jīva ātmā	jIvaH AtmA
   BhP_07.03.032/1 tvattaḥ paraṃ nāparamapyanejad ejac ca	Bhu-_07.03.032/1 tvattaH param na-aparam-api-anejat ejat ca
   kiñcidvyatiriktamasti	kiQcid-vyatiriktam-asti
   BhP_07.03.032/2 vidyāḥ kalāste tanavaśca sarvā hiraṇyagarbho 'si bṛhat	Bhu-_07.03.032/2 vidyAH kalAH-te tanavaH-ca sarvAH hiraNyagarBaH asi bRhat-
