   TEXT IN PAUSA	TA-eXT Iz PAUSA
   GG_10.11-4 caṇḍāla-kāṇḍa-dalanāt asavaḥ prayāntu //	Gu-_10.11-4 caNxAla--kANxa--dalanAt asavaH prayAntu //
   GG_10.12-1 vyathayati vṛthā maunam tanvi prapañcaya pañcamam	Gu-_10.12-1 vyaTayati vRTA mOnam tanvi prapaQcaya paQcamam
   GG_10.12-2 taruṇi madhura-ālāpaiḥ tāpam vinodaya dṛṣṭibhiḥ /	Gu-_10.12-2 taruNi maDura--AlApEH tApam vinodaya dRzwiBiH /
   GG_10.12-3 sumukhi vimukhī-bhāvam tāvat vimuñca na muñca mām	Gu-_10.12-3 su-muKi vimuKI--BAvam tAvat vimuQca na muQca mAm
   GG_10.12-4 svayam atiśaya-snigdhaḥ mugdhe priyaḥ aham upasthitaḥ //	Gu-_10.12-4 svayam atiSaya--snigDaH mugDe priyaH aham upasTitaH //
   GG_10.13-1 bandhūka-dyuti-bāndhavaḥ ayam adharaḥ snigdhaḥ madhūka-chaviḥ	Gu-_10.13-1 banDUka-dyuti--bAnDavaH ayam aDaraH snigDaH maDUka-CaviH
   GG_10.13-2 gaṇḍaḥ caṇḍi cakāsti nīla-nalina-śrī-mocanam locanam /	Gu-_10.13-2 gaNxaH caNxi cakAsti nIla-nalina--SrI--mocanam locanam /
   GG_10.13-3 nāsā abhyeti tila-prasūna-padavīm kunda-ābha-danti priye	GG_10.13-3 nAsA aByeti tila--prasUna---padavIm kunda-ABa-danti priye
   GG_10.13-4 prāyaḥ tvat-mukha-sevayā vijayate viśvam saḥ puṣpāyudhaḥ //	Gu-_10.13-4 prAyas tu-at--muKa--sevayA vijayate viSvam saH puzpa-AyuDaH //
   GG_10.14-1 dṛśau tava mada-ālase vadanam indu-saṃdīpakam	Gu-_10.14-1 dRSO tava mada-Alase vadanam indu--saMdIpakam
   GG_10.14-2 gatiḥ jana-manoramā vidhuta-rambham ūru-dvayam /	Gu-_10.14-2 gatiH jana--manoramAH viDuta-ramBam Uru--dvayam /
   GG_10.14-3 ratiḥ tava kalāvatī rucira-citra-lekhe bhruvau	GG_10.14-3 ratiH tava kalAvatI rucira--citra--leKe BruvO
   GG_10.14-4 aho vibudha-yauvatam vahasi tanvi pṛthvī-gatā //	Gu-_10.14-4 aho vibuDa--yOvatam vahasi tanvi pRTvI--gatAH //
   GG_11.1-1 suciram anunayena prīṇayitvā mṛga-akṣīm	Gu-_11.1-1 su-ciram anunayena prINayitvA mRga--akzIm
   GG_11.1-2 gatavati kṛta-veśe keśave kuñja-śayyām /	Gu-_11.1-2 gatavati kRta--veSe keSave kuQja-SayyAm /
   GG_11.1-3 racita-rucira-bhūṣām dṛṣṭi-moṣe pradoṣe	Gu-_11.1-3 racita-rucira-BUzAm dRzwi-moze pradoze
   GG_11.1-4 sphurati niravasādām kāpi rādhām jagāda //	Gu-_11.1-4 sPurati niravasAdAm kA-api rADAm jagAda //
   GG_11.2-1 viracita-cāṭu-vacana-racanam caraṇe racita-praṇipātam /	Gu-_11.2-1 viracita--cAwu-vacana--racanam caraNe racita--praNipAtam /
   GG_11.2-2 saṃprati mañjula-vañjula-sīmani keli-śayanam anuyātam //	Gu-_11.2-2 saMprati maQjula--vaQjula--sImani keli--Sayanam anuyAtam //
   GG_11.2-3 mugdhe madhumathanam anugatam anusara rādhike //	Gu-_11.2-3 mugDe maDumaTanam anugatam anusara rADike //
   GG_11.3-1 ghana-jaghana-stana-bhāra-bhare dara-manthara-caraṇa-vihāram /	Gu-_11.3-1 Gana--jaGana--stana--BAra--Bare dara--manTara--caraNa--vihAram /
   GG_11.3-2 mukharita-maṇi-mañjīram upaihi vidhehi marāla-vikāram //	Gu-_11.3-2 muKarita-maNi--maQjIram upEhi viDehi marAla--vikAram //
   GG_11.3-3 mugdhe madhumathanam anugatam anusara rādhike //	Gu-_11.3-3 mugDe maDumaTanam anugatam anusara rADike //
   GG_11.4-1 śṛṇu ramaṇīyataram taruṇī-jana-mohana-madhupa-virāvam /	Gu-_11.4-1 SRNu ramaNIyataram taruNI--jana--mohana--maDupa-virAvam /
   GG_11.4-2 kusumaśarāsana-śāsana-bandini pika-nikare bhaja bhāvam //	Gu-_11.4-2 kusuma-SarAsana--SAsana-bandini pika-nikare Baja BAvam //
   GG_11.4-3 mugdhe madhumathanam anugatam anusara rādhike //	Gu-_11.4-3 mugDe maDumaTanam anugatam anusara rADike //
   GG_11.5-1 anila-tarala-kisalaya-nikareṇa kareṇa latā-nikurambam /	Gu-_11.5-1 anila-tarala-ki-salaya--nikareNa kareNa latA--nikurambam /
   GG_11.5-2 preraṇam iva karabha-ūru karoti gatim pratimuñca vilambam //	Gu-_11.5-2 preraNam iva karaBa-Uru karoti gatim pratimuQca vilambam //
   GG_11.5-3 mugdhe madhumathanam anugatam anusara rādhike //	Gu-_11.5-3 mugDe maDumaTanam anugatam anusara rADike //
   GG_11.6-1 sphuritam anaṅga-taraṅga-vaśāt iva sūcita-hari-parirambham /	Gu-_11.6-1 sPuritam anaFga-taraFga--vaSAt iva sUcita--hari--pariramBam /
   GG_11.6-2 pṛccha manohara-hāra-vimala-jala-dhāram amum kuca-kumbham //	Gu-_11.6-2 pRcCa manohara--hAra--vimala--jala--DAram amum kuca-kumBam //
   GG_11.6-3 mugdhe madhumathanam anugatam anusara rādhike //	Gu-_11.6-3 mugDe maDumaTanam anugatam anusara rADike //
   GG_11.7-1 adhigatam akhila-sakhībhiḥ idam tava vapuḥ api rati-raṇa-sajjam	Gu-_11.7-1 aDigatam aKila--saKIBiH idam tava vapuH api rati--raNa--sajjam
   GG_11.7-2 caṇḍi rasita-raśanā-rava-ḍiṇḍimam abhisara sarasam alajjam //	Gu-_11.7-2 caNxi rasita-raSanA--rava--xiNximam aBisara sarasam alajjam //
   GG_11.7-3 mugdhe madhumathanam anugatam anusara rādhike //	Gu-_11.7-3 mugDe maDumaTanam anugatam anusara rADike //
   GG_11.8-1 smara-śara-subhaga-nakhena kareṇa sakhīm avalambya salīlam /	Gu-_11.8-1 smara-Sara--suBaga--naKena kareNa saKIm avalambya sa-lIlam /
   GG_11.8-2 cala valaya-kvaṇitaiḥ avabodhaya harim api nijagati-śīlam //	Gu-_11.8-2 cala valaya--kvaNitEH avaboDaya harim api nija-gati--SIlam //
   GG_11.8-3 mugdhe madhumathanam anugatam anusara rādhike //	Gu-_11.8-3 mugDe maDumaTanam anugatam anusara rADike //
   GG_11.9-1 śrījayadeva-bhaṇitam adharīkṛta-hāram udāsita-vāmam /	Gu-_11.9-1 SrI-jayadeva--BaNitam aDarIkRta--hAram udAsita-vAmam /
   GG_11.9-2 hari-vinihita-manasām adhitiṣṭhatu kaṇṭha-taṭīm avirāmam //	Gu-_11.9-2 hari--vinihita--manasAm aDitizWatu kaNWa-tawIm avirAmam //
   GG_11.9-3 mugdhe madhumathanam anugatam anusara rādhike //	Gu-_11.9-3 mugDe maDumaTanam anugatam anusara rADike //
   GG_11.10-1 sā mām drakṣyati vakṣyati smara-kathām prati-aṅgam āliṅganaiḥ	Gu-_11.10-1 sA mAm drakzyati vakzyati smara--kaTAm prati-aFgam AliFganEH
   GG_11.10-2 prītim yāsyati raṃsyate sakhi samāgatya iti cintā-ākulaḥ /	Gu-_11.10-2 prItim yAsyati raMsyate saKi samAgatya iti cintA-AkulaH /
   GG_11.10-3 saḥ tvām paśyati vepate pulakayati ānandati svidyati	Gu-_11.10-3 saH tvAm paSyati vepate pulakayati Anandati svidyati
   GG_11.10-4 pratyudgacchati mūrcchati sthira-tamaḥ-puñje nikuñje priyaḥ //	Gu-_11.10-4 pratyudgacCati mUrcCati sTira-tamaH-puQje nikuQje priyaH //
   GG_11.11-1 akṣṇoḥ nikṣipat-añjanam śravaṇayoḥ tāpiccha-guccha-āvalīm	Gu-_11.11-1 akzNoH nikzipat-aQjanam SravaNayoH tApicCa--gucCa-AvalIm
   GG_11.11-2 mūrdhni śyāma-saroja-dāma kucayoḥ kastūrikā-patrakam /	Gu-_11.11-2 mUrDni SyAma-saroja--dAma kucayoH kastUrikA--patrakam /
   GG_11.11-3 dhūrtānām abhisāra-satvara-hṛdām viṣvak-nikuñje sakhi	Gu-_11.11-3 DUrtAnAm aBisAra--satvara--hRdAm vizvak--nikuQje saKi
   GG_11.11-4 dhvāntam nīla-nicola-cāru sudṛśām prati-aṅgam āliṅgati //	Gu-_11.11-4 DvAntam nIla--nicola--cAru su-dRSAm prati-aFgam AliFgati //
   GG_11.12-1 kāśmīra-gaura-vapuṣām abhisārikāṇām	Gu-_11.12-1 kASmIra-gOra-vapuzAm aBisArikANAm
   GG_11.12-2 ābaddha-rekham abhitaḥ ruci-mañjarībhiḥ /	Gu-_11.12-2 AbadDa--reKam aBitas ruci--maQjarIBiH /
   GG_11.12-3 etat tamāla-dala-nīla-tamam tamisram	Gu-_11.12-3 etat tamAla--dala--nIla-tamam tamisram
   GG_11.12-4 tat-prema-hema-nikaṣa-upalatām tanoti //	Gu-_11.12-4 tat--prema--hema--nikaza--upalatAm tanoti //
   GG_11.13-1 hāra-āvalī-tarala-kāñci-dāma-	GG_11.13-1 hAra--AvalI--tarala--kAQci--dAma-
   GG_11.13-2 keyūra-kaṅkaṇa-maṇi-dyuti-dīpitasya /	Gu-_11.13-2 keyUra--kaFkaNa--maNi--dyuti--dIpitasya /
   GG_11.13-3 dvāre nikuñja-nilayasya harim nirīkṣya	Gu-_11.13-3 dvAre nikuQja--nilayasya harim nirIkzya
   GG_11.13-4 vrīḍāvatīm atha sakhī nijagāda rādhām //	GG_11.13-4 vrIxAvatIm aTa saKI nijagAda rADAm //
   GG_11.14-1 mañjutara-kuñja-tala-keli-sadane /	Gu-_11.14-1 maQjutara--kuQja--tala--keli--sadane /
   GG_11.14-2 vilasa rati-rabhasa-hasita-vadane //	Gu-_11.14-2 vilasa rati--raBasa-hasita--vadane //
   GG_11.14-3 praviśa rādhe mādhava-samīpam iha //	Gu-_11.14-3 praviSa rADe mADava--samIpam iha //
   GG_11.15-1 nava-bhavat-aśoka-dala-śayana-sāre /	Gu-_11.15-1 nava--Bavat-a-Soka-dala--Sayana---sAre /
   GG_11.15-2 vilasa kuca-kalaśa-tarala-hāre //	Gu-_11.15-2 vilasa kuca-kalaSa--tarala--hAre //
   GG_11.15-3 praviśa rādhe mādhava-samīpam iha //	Gu-_11.15-3 praviSa rADe mADava--samIpam iha //
   GG_11.16-1 kusuma-caya-racita-śuci-vāsa-gehe /	Gu-_11.16-1 kusuma--caya--racita--Suci-vAsa--gehe /
   GG_11.16-2 vilasa kusuma-sukumāra-dehe //	Gu-_11.16-2 vilasa kusuma--sukumAra--dehe //
   GG_11.16-3 praviśa rādhe mādhava-samīpam iha //	Gu-_11.16-3 praviSa rADe mADava--samIpam iha //
   GG_11.17-1 cala-malaya-vana-pavana-surabhi-śīte /	Gu-_11.17-1 cala--malaya-vana--pavana--suraBi--SIte /
   GG_11.17-2 vilasa rasa-valita-lalita-gīte //	Gu-_11.17-2 vilasa rasa--valita-lalita--gIte //
   GG_11.17-3 praviśa rādhe mādhava-samīpam iha //	Gu-_11.17-3 praviSa rADe mADava--samIpam iha //
   GG_11.18-1 madhu-mudita-madhupa-kula-kalita-rāve /	Gu-_11.18-1 maDu--mudita--maDu-pa-kula--kalita--rAve /
   GG_11.18-2 vilasa madana-rasa-sarasa-bhāve //	Gu-_11.18-2 vilasa madana--rasa--sarasa-BAve //
   GG_11.18-3 praviśa rādhe mādhava-samīpam iha //	Gu-_11.18-3 praviSa rADe mADava--samIpam iha //
   GG_11.19-1 madhuratara-pika-nikara-ninada-mukhare /	Gu-_11.19-1 maDuratara--pika-nikara--ninada--muKare /
   GG_11.19-2 vilasa daśana-ruci-rucira-śikhare //	Gu-_11.19-2 vilasa daSana--ruci-rucira--SiKare //
   GG_11.19-3 praviśa rādhe mādhava-samīpam iha //	Gu-_11.19-3 praviSa rADe mADava--samIpam iha //
   GG_11.20-1 vitata-bahu-valli-nava-pallava-ghane /	Gu-_11.20-1 vitata--bahu--valli-nava--pallava--Gane /
   GG_11.20-2 vilasa ciram alasa-pīna-jaghane //	Gu-_11.20-2 vilasa ciram alasa--pIna--jaGane //
   GG_11.20-3 praviśa rādhe mādhava-samīpam iha //	Gu-_11.20-3 praviSa rADe mADava--samIpam iha //
   GG_11.21-1 vihita-padmāvatī-sukha-samāje /	Gu-_11.21-1 vihita-padmAvatI--suKa--samAje /
   GG_11.21-2 kuru murāre maṅgala-śatāni	Gu-_11.21-2 kuru murAre maFgala--SatAni
   GG_11.21-3 bhaṇati jayadeva-kavi-rāje //	Gu-_11.21-3 BaNati jayadeva-kavi-rAje //
   GG_11.21-4 praviśa rādhe mādhava-samīpam iha //	Gu-_11.21-4 praviSa rADe mADava--samIpam iha //
   GG_11.22-1 tvām cittena ciram vahan ayam atiśrāntaḥ bhṛśam tāpitaḥ	Gu-_11.22-1 tvAm cittena ciram vahan ayam atiSrAntaH BRSam tApitaH
   GG_11.22-2 kandarpeṇa tu pātum icchati sudhā-saṃbādha-bimba-adharam /	Gu-_11.22-2 kandarpeNa tu pAtum icCati suDA--saMbADa--bimba-a-Daram /
   GG_11.22-3 asya aṅgam tat alaṃkuru kṣaṇam iha bhrū-kṣepa-lakṣmī-lava-	Gu-_11.22-3 asya aFgam tat alaMkuru kzaNam iha BrU--kzepa--lakzmI-lava-
   GG_11.22-4 krīte dāse iva upasevita-pada-ambhoje kutaḥ sambhramaḥ //	Gu-_11.22-4 krIte dAse iva upasevita-pada--amBoje kutas samBramaH //
   GG_11.23-1 sā sasādhvasa-sānandam govinde lola-locanā /	Gu-_11.23-1 sA sa-sADvasa-sa-Anandam govinde lola--locanA /
   GG_11.23-2 siñjāna-mañju-mañjīram praviveśa niveśanam //	Gu-_11.23-2 siQjAna--maQju--maQjIram praviveSa niveSanam //
   GG_11.24-1 rādhā-vadana-vilokana-vikasita-vividha-vikāra-vibhaṅgam /	Gu-_11.24-1 rADA--vadana--vilokana-vikasita-viviDa--vikAra--viBaFgam /
   GG_11.24-2 jalanidhim iva vidhu-maṇḍala-darśana-taralita-tuṅga-taraṅgam //	GG_11.24-2 jalaniDim iva viDu--maNxala-darSana-taralita--tuFga-taraFgam //
   GG_11.24-3 harim eka-rasam ciram abhilaṣita-vilāsam	Gu-_11.24-3 harim eka-rasam ciram aBilazita-vilAsam
   GG_11.24-4 sā dadarśa guru-harṣa-vaśaṃvada-vadanam anaṅga-nivāsam //	Gu-_11.24-4 sA dadarSa guru--harza--vaSaMvada--vadanam anaFga-nivAsam //
   GG_11.25-1 hāram amalatara-tāram urasi dadhatam parirabhya vidūram /	GG_11.25-1 hAram amalatara--tAram urasi daDatam pariraBya vidUram /
   GG_11.25-2 sphuṭatara-phena-kadamba-karambitam iva yamunā-jala-pūram //	Gu-_11.25-2 sPuwatara-Pena--kadamba-karambitam iva yamunA--jala--pUram //
   GG_11.25-3 harim eka-rasam ciram abhilaṣita-vilāsam	Gu-_11.25-3 harim eka-rasam ciram aBilazita-vilAsam
   GG_11.25-4 sā dadarśa guru-harṣa-vaśaṃvada-vadanam anaṅga-nivāsam //	Gu-_11.25-4 sA dadarSa guru--harza--vaSaMvada--vadanam anaFga-nivAsam //
   GG_11.26-1 śyāmala-mṛdula-kalevara-maṇḍalam adhigata-gaura-dukūlam /	Gu-_11.26-1 SyAmala--mRdula--kalevara--maNxalam aDigata-gOra-dukUlam /
   GG_11.26-2 nīla-nalinam iva pīta-parāga-paṭala-bhara-valayita-mūlam //	Gu-_11.26-2 nIla-nalinam iva pIta-parAga--pawala--Bara-valayita--mUlam //
   GG_11.26-3 harim eka-rasam ciram abhilaṣita-vilāsam	Gu-_11.26-3 harim eka-rasam ciram aBilazita-vilAsam
   GG_11.26-4 sā dadarśa guru-harṣa-vaśaṃvada-vadanam anaṅga-nivāsam //	Gu-_11.26-4 sA dadarSa guru--harza--vaSaMvada--vadanam anaFga-nivAsam //
   GG_11.27-1 tarala-dṛk-añcala-calana-manohara-vadana-janita-rati-rāgam /	Gu-_11.27-1 tarala-dRS--aQcala--calana--manohara--vadana--janita-rati-rAgam /
   GG_11.27-2 sphuṭa-kamala-udara-khelita-khañjana-yugam iva śaradi taḍāgam	Gu-_11.27-2 sPuwa--kamala--udara---Kelita--KaQjana---yugam iva Saradi taxAgam
   GG_11.27-3 harim eka-rasam ciram abhilaṣita-vilāsam	Gu-_11.27-3 harim eka-rasam ciram aBilazita-vilAsam
   GG_11.27-4 sā dadarśa guru-harṣa-vaśaṃvada-vadanam anaṅga-nivāsam //	Gu-_11.27-4 sA dadarSa guru--harza--vaSaMvada--vadanam anaFga-nivAsam //
   GG_11.28-1 vadana-kamala-pariśīlana-milita-mihira-sama-kuṇḍala-śobham /	Gu-_11.28-1 vadana--kamala--pariSIlana--milita--mi-hira--sama-kuNxala--SoBam /
   GG_11.28-2 smita-ruci-rucira-samullasita-adhara-pallava-kṛta-rati-lobham	Gu-_11.28-2 smita-ruci--rucira--samullasita--aDara--pallava--kRta--rati-loBam
   GG_11.28-3 harim eka-rasam ciram abhilaṣita-vilāsam	Gu-_11.28-3 harim eka-rasam ciram aBilazita-vilAsam
   GG_11.28-4 sā dadarśa guru-harṣa-vaśaṃvada-vadanam anaṅga-nivāsam //	Gu-_11.28-4 sA dadarSa guru--harza--vaSaMvada--vadanam anaFga-nivAsam //
   GG_11.29-1 śaśi-kiraṇa-churita-udara-jaladhara-sundara-sakusuma-kośam /	Gu-_11.29-1 SaSi--kiraNa--Curita-udara--jalaDara--sunda-ra-sa-kusuma--koSam /
   GG_11.29-2 timira-udita-vidhu-maṇḍala-nirmala-malayaja-tilaka-niveśam //	Gu-_11.29-2 timira--udita--viDu--maNxala--nirmala---malayaja-tilaka-niveSam //
   GG_11.29-3 harim eka-rasam ciram abhilaṣita-vilāsam	Gu-_11.29-3 harim eka-rasam ciram aBilazita-vilAsam
   GG_11.29-4 sā dadarśa guru-harṣa-vaśaṃvada-vadanam anaṅga-nivāsam //	Gu-_11.29-4 sA dadarSa guru--harza--vaSaMvada--vadanam anaFga-nivAsam //
   GG_11.30-1 vipula-pulaka-bhara-danturitam rati-keli-kalābhiḥ adhīram /	Gu-_11.30-1 vipula--pulaka-Bara--danturitam rati--keli-kalABiH aDIram /
   GG_11.30-2 maṇi-gaṇa-kiraṇa-samūha-samujjvala-bhūṣaṇa-subhaga-śarīram //	Gu-_11.30-2 maNi--gaNa--kiraNa--samUha--samujjvala--BUzaNa--suBaga--SarIram //
   GG_11.30-3 harim eka-rasam ciram abhilaṣita-vilāsam	Gu-_11.30-3 harim eka-rasam ciram aBilazita-vilAsam
   GG_11.30-4 sā dadarśa guru-harṣa-vaśaṃvada-vadanam anaṅga-nivāsam //	Gu-_11.30-4 sA dadarSa guru--harza--vaSaMvada--vadanam anaFga-nivAsam //
   GG_11.31-1 śrījayadeva-bhaṇita-vibhava-dviguṇīkṛta-bhūṣaṇa-bhāram /	Gu-_11.31-1 SrI-jayadeva--BaNita--viBava--dvi-guNIkRta-BUzaNa--BAram /
   GG_11.31-2 praṇamata hṛdi suciram vinidhāya harim sukṛta-udaya-sāram //	Gu-_11.31-2 praNamata hRdi su-ciram viniDAya harim su-kRta--udaya--sAram //
   GG_11.31-3 harim eka-rasam ciram abhilaṣita-vilāsam	Gu-_11.31-3 harim eka-rasam ciram aBilazita-vilAsam
   GG_11.31-4 sā dadarśa guru-harṣa-vaśaṃvada-vadanam anaṅga-nivāsam //	Gu-_11.31-4 sA dadarSa guru--harza--vaSaMvada--vadanam anaFga-nivAsam //
   GG_11.32-1 atikramya apāṅgam śravaṇa-patha-paryanta-gamana-	Gu-_11.32-1 atikramya apAFgam SravaNa--paTa--paryanta--gamana-
   GG_11.32-2 prayāsena iva akṣṇoḥ taralatara-tāram patitayoḥ /	Gu-_11.32-2 prayAsena iva akzNoH taralatara--tAram patitayoH /
   GG_11.32-3 idānīm rādhāyāḥ priyatama-samāloka-samaye	Gu-_11.32-3 idAnIm rADAyAH priyatama--samAloka--samaye
   GG_11.32-4 papāta sveda-ambu-prasara iva harṣa-aśru-nikaraḥ //	Gu-_11.32-4 papAta sveda--ambu--prasaraH iva harza--aSru-nikaraH //
   GG_11.33-1 bhajantyāḥ talpa-antam kṛta-kapaṭa-kaṇḍūti-pihita-	Gu-_11.33-1 BajantyAH talpa-antam kRta-ka-pawa--kaNxUti-pihita-
   GG_11.33-2 smitam yāte gehāt bahiḥ avahita-ālī-parijane /	Gu-_11.33-2 smitam yAte gehAt bahis avahita--AlI--parijane /
   GG_11.33-3 priya-āsyam paśyantyāḥ smara-śara-samākūta-subhagam	Gu-_11.33-3 priya--Asyam paSyantyAH smara-Sara--samAkUta--suBagam
   GG_11.33-4 salajjā lajjā api vyagamat iva dūram mṛga-dṛśaḥ //	Gu-_11.33-4 sa-lajjA lajjA api vyagamat iva dUram mRga-dRSaH //
   GG_12.1-1 gatavati sakhī-vṛnde amanda-trapā-bhara-nirbhara-	Gu-_12.1-1 gatavati saKI--vRnde amanda--tra-pA-Bara--nirBara-
   GG_12.1-2 smara-para-vaśa-ākūta-sphīta-smita-snapita-adharām /	Gu-_12.1-2 smara--para--vaSa--AkUta--sPIta-smita-snapita--aDarAm /
   GG_12.1-3 sarasa-manasam dṛṣṭvā rādhām muhuḥ nava-pallava-	Gu-_12.1-3 sarasa-manasam dRzwvA rADAm muhur nava--pallava-
   GG_12.1-4 prasava-śayane nikṣipta-akṣīm uvāca hariḥ priyām //	Gu-_12.1-4 prasava--Sayane nikzipta--akzIm uvAca hariH priyAm //
   GG_12.2-1 kisalaya-śayana-tale kuru kāmini caraṇa-nalina-viniveśam /	Gu-_12.2-1 kisalaya--Sayana--tale kuru kAmini caraNa-nalina--viniveSam /
   GG_12.2-2 tava pada-pallava-vairi-parābhavam idam anubhavatu suveśam //	Gu-_12.2-2 tava pada--pallava-vEri-parABavam idam anuBavatu su-veSam //
   GG_12.2-3 kṣaṇam adhunā nārāyaṇam anugatam anusara rādhike //	Gu-_12.2-3 kzaNam aDunA nArAyaNam anugatam anusara rADike //
   GG_12.3-1 kara-kamalena karomi caraṇamaham āgamitā asi vidūram /	Gu-_12.3-1 kara-kamalena karomi caraNam-aham AgamitAH asi vidUram /
   GG_12.3-2 kṣaṇam upakuru śayana-upari mām iva nūpuram anugata-śūram //	Gu-_12.3-2 kzaNam upakuru Sayana--upari mAm iva nUpuram anugata--SUram //
   GG_12.3-3 kṣaṇam adhunā nārāyaṇam anugatam anusara rādhike //	Gu-_12.3-3 kzaNam aDunA nArAyaNam anugatam anusara rADike //
   GG_12.4-1 vadana-sudhā-nidhi-galitam amṛtamiva racaya vacanam anukūlam /	Gu-_12.4-1 vadana--suDA--niDi--galitam amRtam-iva racaya vacanam anukUlam /
   GG_12.4-2 viraham iva apanayāmi payodhara-rodhakam urasi dukūlam //	Gu-_12.4-2 viraham iva apanayAmi payoDara-roDakam urasi dukUlam //
   GG_12.4-3 kṣaṇam adhunā nārāyaṇam anugatam anusara rādhike //	Gu-_12.4-3 kzaNam aDunA nArAyaNam anugatam anusara rADike //
   GG_12.5-1 priya-parirambhaṇa-rabhasa-valitam iva pulakitam atiduravāpam /	Gu-_12.5-1 priya--pariramBaNa--raBasa-valitam iva pulakitam ati-duravApam /
   GG_12.5-2 mat-urasi kuca-kalaśam viniveśaya śoṣaya manasija-tāpam //	Gu-_12.5-2 mat-urasi kuca-kalaSam viniveSaya Sozaya manasija-tApam //
   GG_12.5-3 kṣaṇam adhunā nārāyaṇam anugatam anusara rādhike //	Gu-_12.5-3 kzaNam aDunA nArAyaNam anugatam anusara rADike //
   GG_12.6-1 adhara-sudhā-rasam upanaya bhāvini jīvaya mṛtam iva dāsam /	Gu-_12.6-1 aDara--suDA-rasam upanaya BAvini jIvaya mRtam iva dAsam /
   GG_12.6-2 tvayi vinihita-manasam viraha-anala-dagdha-vapuṣam avilāsam //	Gu-_12.6-2 tvayi vinihita--manasam viraha--anala--dagDa--vapuzam avilAsam //
   GG_12.6-3 kṣaṇam adhunā nārāyaṇam anugatam anusara rādhike //	Gu-_12.6-3 kzaNam aDunA nArAyaNam anugatam anusara rADike //
   GG_12.7-1 śaśi-mukhi mukharaya maṇi-raśanā-guṇam anuguṇa-kaṇṭha-ninādam /	Gu-_12.7-1 SaSi-muKi muKaraya maNi-raSanA--guNam anuguNa--kaNWa--ninAdam /
   GG_12.7-2 śruti-yugale pika-ruta-vikale mama śamaya cirāt avasādam //	Gu-_12.7-2 Sruti-yugale pika-ruta--vikale mama Samaya cirAt avasAdam //
   GG_12.7-3 kṣaṇam adhunā nārāyaṇam anugatam anusara rādhike //	Gu-_12.7-3 kzaNam aDunA nArAyaNam anugatam anusara rADike //
   GG_12.8-1 mām ativiphala-ruṣā vikalīkṛtam avalokitum adhunā idam /	Gu-_12.8-1 mAm ati-viPala--ruzA vikalIkRtam avalokitum aDunA idam /
   GG_12.8-2 mīlita-lajjitam iva nayanam tava virama visṛja rati-khedam //	Gu-_12.8-2 mIlita--lajjitam iva nayanam tava virama visRja rati--Kedam //
   GG_12.8-3 kṣaṇam adhunā nārāyaṇam anugatam anusara rādhike //	Gu-_12.8-3 kzaNam aDunA nArAyaNam anugatam anusara rADike //
   GG_12.9-1 śrījayadeva-bhaṇitam idam anupada-nigadita-madhuripu-modam /	Gu-_12.9-1 SrI-jayadeva--BaNitam idam anupada--nigadita-maDuripu-modam /
   GG_12.9-2 janayatu rasika-janeṣu manorama-rati-sabhāva-vinodam //	Gu-_12.9-2 janayatu rasi-ka-janezu manorama-rati--sa-BAva--vinodam //
   GG_12.9-3 kṣaṇam adhunā nārāyaṇam anugatam anusara rādhike //	Gu-_12.9-3 kzaNam aDunA nArAyaNam anugatam anusara rADike //
   GG_12.10-1 māra-aṅke rati-keli-saṃkula-raṇa-ārambhe tayā sāhasa-	Gu-_12.10-1 mAra--aFke rati--keli--saMkula--raNa-A-AramBe tayA sAhasa-
   GG_12.10-2 prāyam kānta-jayāya kiṃcit upari prārambhi yat-sambhramāt /	Gu-_12.10-2 prAyam kAnta--jayAya kiMcid upari prAramBi yat--samBramAt /
   GG_12.10-3 niṣpandā jaghana-sthalī śithilā doḥ-valliḥ utkampitam	Gu-_12.10-3 nizpandA jaGana--sTalI SiTilA doH-valliH utkampitam
   GG_12.10-4 vakṣaḥ mīlitam akṣi pauruṣa-rasaḥ strīṇām kutaḥ sidhyati //	Gu-_12.10-4 vakzaH mIlitam akzi pOruza-rasaH strINAm kutas siDyati //
   GG_12.11-1 atha kāntam rati-klāntam api maṇḍana-vāñchayā /	Gu-_12.11-1 aTa kAntam rati-klAntam api maNxana-vAQCayA /
   GG_12.11-2 nijagāda nirābādhā rādhā svādhīna-bhartṛkā //	Gu-_12.11-2 nijagAda nirAbADAH rADA svADIna--BartRkA //
   GG_12.12-1 kuru yadu-nandana candana-śiśiratareṇa kareṇa payodhare /	Gu-_12.12-1 kuru yadu-nandana candana-SiSiratareNa kareNa payoDare /
   GG_12.12-2 mṛgamada-patrakam atra manobhava-maṅgala-kalaśa-sahodare //	Gu-_12.12-2 mRgamada--patrakam atra manoBava--maFgala--kalaSa--sahodare //
   GG_12.12-3 nijagāda sā yadu-nandane krīḍati hṛdaya-ānandane //	Gu-_12.12-3 nijagAda sA yadu-nandane krIxati hRdaya--Anandane //
   GG_12.13-1 ali-kula-gañjanam añjanakam rati-nāyaka-sāyaka-mocane /	Gu-_12.13-1 ali-kula---gaQjanam aQjanakam rati-nAyaka-sAyaka--mocane /
   GG_12.13-2 tvat-adhara-cumbana-lambita-kajjalam ujjvalaya priya locane //	Gu-_12.13-2 tu-at-a-Dara--cumbana--lambita-kajjalam ujjvalaya priya locane //
