   oṃ namo ratnatrayāya	om namaH ratnatrayAya
   yathā vastām apagatakālakaṃ rajanopagataṃ raṅga^udake prakṣiptaṃ samyag	yaTA vastAm apagata kAlakam rajana upagatam raFga^udake prakziptam samyak 
   eva raṅgaṃ pratigṛhṇīyād evam eva prakṛtir bhikṣuṇī tasminnevāsane niṣaṇṇā	eva raFgam pratigRhNIyAt evam eva prakRtiH BikzuNI tasmin= eva Asane nizaNNA
   caturārya^satyāni abhisamayati sma, tad yathā duḥkhaṃ sumudayaṃ nirodhaṃ	catur Arya^satyAni aBisamayati sma, tat yaTA duHKam sumudayam niroDam
   mārgam/	mArgam/
   p.9.3/.atha prakṛtir bhikṣuṇī kṛṣṭa^dharmā prāpta^dharmā vidita^dharmā	p.9.3/.aTa prakRtiH BikzuNI kRzwa^DarmA prApta^DarmA vidita^DarmA
   akopya^dharmā paryavasita^dharma^adhigata^artha^lābha^saṃvṛttā	akopya^DarmA paryavasita^Darma^aDigata^arTa^lABa^saMvRttA
   tīrṇa^kāṅkṣā^vicikitsā vigata^kathaṃkathā vaiśāradya^prāptā	tIrNa^kAFkzA^vicikitsA vigata^kaTaMkaTA vESAradya^prAptA
   +apara^pratyayā +ananyaneyā śāstuḥ śāsane +anudharma^cāriṇī ājāneyamānā	+a para^pratyayAH +ananyaneyA SAstuH SAsane +anuDarma^cAriNI AjAneyamAnA
   dharmeṣu bhagavataḥ pādayoḥ śirasā nipatya bhagavantam idam avocat/	Darmezu BagavataH pAdayoH SirasA nipatya Bagavantam idam avocat /
   p.9.4/.atyayo me bhagavann atyayo me sugata/ yathā bālā yathā mūḍhā yathā	p.9.4/.atyayaH me Bagavan atyayaH me sugata/ yaTA bAlA yaTA mUXAH yaTA
   +avyaktā yathā +akuśalā duṣprajña^jātīyā yāham ānandaṃ bhikṣuṃ	+avyaktA yaTA +a kuSalAH duzprajQa^jAtIyAH yA aham Anandam Bikzum
   svāmi^vādena samudācarṣaṃ/ sa^ahaṃ bhadantātyayamatyayataḥ paśyāmi/	svAmi^vAdena samudAcarzan/ saH ^aham Badanta atyayam atyayataH paSyAmi/
   atyayam atyayato dṛṣṭvā deśayāmi/ atyayam atyayata āviṣkaromi/ āyatyāṃ	atyayam atyayataH dRzwvA deSayAmi/ atyayam atyayataH Avizkaromi/ AyatyAm
   saṃvaram āpadye/ atas tasyā mama bhagavann atyayam atyayato jānātu	saMvaram Apadye/ atas tasyAH mama Bagavan atyayam atyayataH jAnAtu
   pratigṛhṇātu	pratigRhNAtu
   anukampām upādāya/ bhagavān āha/ āyatyāṃ saṃvarāya sthitvā tvaṃ prakṛte	anukampAm upAdAya/ BagavAn Aha/ AyatyAm saMvarAya sTitvA tvam prakRte
   +atyayam atyayato +adhyāgamaḥ/ yathā bālā yathā mūḍhā yathā +avyaktā yathā	+ati ayam atyayataH +aDyAgamaH/ yaTA bAlAH yaTA mUXAH yaTA +avyaktA yaTA
   +akuśalā duṣprajña^jātīya tvam ānandaṃ bhikṣuṃ svāmi^vādena (10)	+akuSalAH duzprajQa^jAtIya tvam Anandam Bikzum svAmi^vAdena (10)
   amudācarasi^iti/ yataś ca tvaṃ prakṛte +atyayaṃ jānāsi atyayaṃ paśyasi	amudAcarasi^iti/ yatas ca tvam prakRte +ati ayam jAnAsi atyayam paSyasi
   āyatyāṃ ca saṃvaram āpadyase, aham api te +atyayam atyayato gṛhṇāmi/	AyatyAm ca saMvaram Apadyase, aham api te +ati ayam atyayataH gRhNAmi/
   vṛddhir	vRdDiH 
   eva te prakṛte pratikāṅkṣatavyā kuśalānāṃ dharmāṇāṃ na hāniḥ/	eva te prakRte pratikAFkzatavyA kuSalAnAm DarmANAm na hAniH/
   p.10.1/.atha prakṛtir bhikṣuṇī bhagavatā^abhinanditā anuśiṣṭā	p.10.1/.aTa prakRtiH BikzuNI BagavatA^aBinanditA anuSizwA
   ekāvyapakṛṣṭā +apramattā ātāpinī smṛtim atī saṃprajānā prahitāni viviktāni	eka avyapakRzwA +a pramattA AtApinI smRtim atI saMprajAnA prahitAni viviktAni
   viharati sma/ yad arthaṃ kula^duhitaraḥ keśān avatārya kāṣāyāṇi vastrāṇy	viharati sma/ yat arTam kula^duhitaraH keSAn avatArya kAzAyANi vastrANi 
   ācchādya samyag eva śraddhayā^āgārād anāgārikāṃ pravrajanti	AcCAdya samyak eva SradDayA^AgArAt anAgArikAm pravrajanti
   tadanuttara^brahmacarya^paryavasānaṃ dṛṣṭa eva dharme svayam abhijñaya	tat anuttara^brahmacarya^paryavasAnam dRzwaH eva Darme svayam aBijQaya
   sākṣāt kṛtya^upasaṃpadya	sAkzAt kRtyaH ^upasaMpadya
   pravedayate sma/ kṣīṇā me jātir uṣitaṃ brahmacaryaṃ kṛtaṃ karaṇīyaṃ	pravedayate sma/ kzINA me jAtiH uzitam brahmacaryam kRtam karaNIyam
   na^aparamasmād bhavaṃ prajānāmi^iti/	na^aparamasmAt Bavam prajAnAmi^iti/
   p.10.2/.aśrauṣuḥ śrāvasteyakā brāhmaṇa^gṛhapatayo bhagavatā kila	p.10.2/.aSrOzuH SrAvasteyakAH brAhmaNa^gRhapatayaH BagavatA kila
   canḍāla^dārikā pravrājiteti/ śrutvā ca punar avadhyāyanti/ kathaṃ hi nāma	canxAla^dArikA pravrAjita iti/ SrutvA ca punar avaDyAyanti/ kaTam hi nAma
   caṇḍāla^dārikā bhikṣūṇāṃ samyakcaryāṃ cariṣyati/ bhikṣuṇīnām upāsakānām	caNxAla^dArikA BikzUNAm samyak caryAm carizyati/ BikzuNInAm upAsakAnAm
   upāsikānāṃ samyak^caryāṃ cariṣyati/ kathaṃ hi nāma caṇḍāla^dārikā	upAsikAnAm samyak ^caryAm carizyati/ kaTam hi nAma caNxAla^dArikA
   brahma^kṣatriya^gṛhapati^mahā^śāla^kuleṣu pravekṣyati/	brahma^kzatriya^gRhapati^mahA^SAla^kulezu pravekzyati/
   p.11.1/.aśrauṣīd rājā prasenajit kauśalo bhagavatā caṇḍāla^dārikā	p.11.1/.a SrOzIt rAjA prasenajit kOSalaH BagavatA caNxAla^dArikA
   pravrājiteti/ śrutvā ca punar avadhyāyāti/ kathaṃ hi nāma caṇḍāla^dārikā	pravrAjita iti/ SrutvA ca punar avaDya AyAti/ kaTam hi nAma caNxAla^dArikA
   bhikṣūṇāṃ samyak^caryāṃ cariṣyati/ bhikṣuṇīnām upāsakānām upāsikānāṃ	BikzUNAm samyak ^caryAm carizyati/ BikzuNInAm upAsakAnAm upAsikAnAm
   samyak^caryāṃ cariṣyati/ kathaṃ	samyak ^caryAm carizyati/ kaTam
   brāhmaṇa^kṣatriya^gṛhapati^mahā^śāla^kuleṣu pravekṣyati/	brAhmaNa^kzatriya^gRhapati^mahA^SAla^kulezu pravekzyati/
   p.11.2/.vimṛṣya ca bhadaraṃ yānaṃ yojayitvā bhadraṃ yānam abhiruhya	p.11.2/.vimRzya ca Badaram yAnam yojayitvA Badram yAnam aBiruhya
   saṃbahulaiś ca śrāvasteyair brāhmaṇa^gṛhapatibhiḥ parivṛtaḥ puraskṛtaḥ	saMbahulEH ca SrAvasteyEH brAhmaNa^gRhapatiBiH parivRtaH puraskRtaH
   śrāvastyā niryāti sma/ yena jetavanam anāthapiṇḍadasya^ārāmas	SrAvastyAH niryAti sma/ yena jetavanam anATapiNxadasya^ArAmas
   tena^upasaṃkrāntaḥ/ tasya khalu yāvatī yānasya bhūmis tāvad yānena gatvā	tena^upasaMkrAntaH/ tasya Kalu yAvatI yAnasya BUmiH tAvat yAnena gatvA
   sa yānād avatīrya pattikāya^parivṛtaḥ pattikāya^puraskṛtaḥ padbhyām	sa yAnAt avatIrya pattikAya^parivRtaH pattikAya^puraskRtaH padByAm
   eva^ārāmaṃ prāvikṣat/	eva^ArAmam prAvikzat/
   praviśya yena bhagavāṃs tena^upasaṃkrāntaḥ/ upasaṃkramya bhagavataḥ pādau	praviSya yena BagavAn tena^upasaMkrAntaH/ upasaMkramya BagavataH pAdO
   śirasā vanditvā ekānte niṣaṇṇaḥ/ te +api saṃbahulāḥ śrāvasteyakā	SirasA vanditvA ekAnte nizaNNaH/ te +api saMbahulAH SrAvasteyakA
   brāhmaṇa^kṣatirya^gṛhapatayo bhagavataḥ pādau śirasā vanditvā^ekānte	brAhmaNa^kzatirya^gRhapatayaH BagavataH pAdO SirasA vanditvA^ekAnte
   niṣaṇṇāḥ/ apy aikatyā bhagavatā sārdhaṃ saṃmukhaṃ saṃrañjanīṃ saṃmodinīṃ	nizaNNAH/ api EkatyA BagavatA sArDam saMmuKam saMraQjanIm saMmodinIm
   vividhāṃ kathāṃ vyatisārya^ekānte niṣaṇṇāḥ/ apy aikasyā bhagavataḥ purataḥ	viviDAm kaTAm vyatisArya^ekAnte nizaNNAH/ api EkasyAH BagavataH puratas 
   svakasvakāni mātā^paitṛkāṇi nāma^gotrāṇi anuśrāvya^ekānte niṣaṇṇāḥ/ apy	sva ka svakAni mAtA^pEtRkANi nAma^gotrANi anuSrAvya^ekAnte nizaNNAH/ api 
   aikatya yena bhagavāṃs tena^añjaliṃ praṇamya^ekānte niṣaṇṇāḥ/ apy aikatyās	Ekatya yena BagavAn tena^aQjalim praNamya^ekAnte nizaNNAH/ api EkatyAs
   tūṣṇīṃ bhūtā ekānte niṣaṇṇāḥ/	tUzNIm BUtAH ekAnte nizaNNAH/
   p.11.3/.atha bhagavān rājānaṃ prasenajitaṃ kauśalam ārabhya teṣāṃ ca	p.11.3/.aTa BagavAn rAjAnam prasenajitam kOSalam AraBya tezAm ca
   saṃbahulānāṃ śrāvasteyakānāṃ brāhmaṇa^kṣatriya^gṛhapatīnāṃ cetasā cittam	saMbahulAnAm SrAvasteyakAnAm brAhmaNa^kzatriya^gRhapatInAm cetasA cittam
   ājñāya prakṛter bhikṣuṇyāḥ pūrvanivāsam ārabhya bhikṣūnām antrayate sma/	AjQAya prakRteH BikzuNyAH pUrva nivAsam AraBya BikzUnAm antrayate sma/
   icchatha yūyaṃ bhikṣavas tathā^āgatasya sammukhaṃ prakṛter bhikṣuṇyāḥ	icCaTa yUyam BikzavaH taTA^Agatasya sammuKam prakRteH BikzuNyAH
   pūrva^nivāsam ārabhya dharma^kathāṃ śrotum/	pUrva^nivAsam AraBya Darma^kaTAm Srotum/
   p.11.4/.bhikṣavo bhagavantam āhuḥ / etasya bhagavan kāla etasya sugata	p.11.4/.BikzavaH Bagavantam AhuH / etasya Bagavan kAlaH etasya sugata
   samayo yad bhagavān prakṛter bhikṣuṇyāḥ pūrva^nivāsam ārabhya	samayaH yat BagavAn prakRteH BikzuNyAH pUrva^nivAsam AraBya
   dharma^kathāṃ kathāyet/ yad bhagavataḥ (12) śrutvā bhikṣavo dhārayiṣyanti/	Darma^kaTAm kaTAyet/ yat BagavataH (12) SrutvA BikzavaH DArayizyanti/
   bhagavān āha/ tena hi bhikṣavaḥ śṛṇuta sādhu ca suṣṭhu ca manasi kuruta	BagavAn Aha/ tena hi BikzavaH SRNuta sADu ca suzWu ca manasi kuruta
   bhāṣiṣye/ evaṃ sādhu bhagavann iti te bhikṣavo bhagavataḥ pratyaśrauṣuḥ/	BAzizye/ evam sADu Bagavan iti te BikzavaH BagavataH pratyaSrOzuH/
   bhagavāṃs	BagavAn= 
   tān idam avocat/	tAn idam avocat /
   p.12.1/.bhūta^pūrvaṃ bhikṣavo +atīte +adhvani gaṅgā^taṭe	p.12.1/.BUta^pUrvam BikzavaH +atIte +aDvani gaFgA^tawe
   +atimukta^kadalī^pāṭalaka^āmalakī vana^gahana^pradeśe tatra triśaṅkur nāma	+atimukta^kadalI^pAwalakaH ^AmalakI vana^gahana^pradeSe tatra triSaFkuH nAma
   mātaṅga^rājaḥ prativasati sma/ saṃbahulaiś ca mātaṅga^sahasraiḥ sārdhaṃ/	mAtaFga^rAjaH prativasati sma/ saMbahulEH ca mAtaFga^sahasrEH sArDaM/
   sa punar bhikṣavas triśaṅkur mātaṅga^rajaḥ pūrva^janma^adhītān vedān	sa punar BikzavaH triSaFkuH mAtaFga^rajaH pUrva^janma^aDItAn vedAn
   samanusmarati sma sa^aṅga^upāṅgān sarahasyān sanighaṇṭa^kaiṭabhān	samanusmarati sma sa^aFga ^upAFgAn sa rahasyAn saniGaNwa^kEwaBAn
   sa^akṣara^prabhedān	sa^akzara^praBedAn
   itihāsa^pañca^mānanyāni ca śāstrāṇi/ padako vaiyākaraṇo	itihAsa^paQca^mAnanyAni ca SAstrANi/ padakaH vEyAkaraNaH 
   lokāyata^yajña^mantre mahā^puruṣa^lakṣaṇe niṣṇāto niṣkāṅkṣo bhāṣyaṃ ca	lokAyata^yajQa^mantre mahA^puruza^lakzaNe nizNAtaH nizkAFkzaH BAzyam ca
   yathārdharmaṃ veda^vrata^padāny anuśrutaṃ ca bhāṣate sma/	yaTArDarmam veda^vrata^padAni anuSrutam ca BAzate sma/
   p.12.2/.tasya triśaṅkur mātaṅga^rājasya śārdūakarṇo nāma kumāro +abhūd	p.12.2/.tasya triSaFkuH mAtaFga^rAjasya SArdUa karNaH nAma kumAraH +aBUt 
   utpannaḥ/ rūpataś ca kulataś ca śīlataś ca guṇataś ca sarva^guṇaiś	utpannaH/ rUpataH ca kulataH ca SIlataH ca guNataH ca sarva^guNEH 
   ca^upeto +abhirūpo darśanīyaḥ prāsādikaḥ paramayā śubha^varṇa^puṣkalatayā	ca^upetaH +aBirUpaH darSanIyaH prAsAdikaH paramayA SuBa^varNa^puzkala tayA
   samanvāgataḥ/	samanvAgataH/
   p.12.3/.atha triśaṅkur mātaṅga^rājaḥ/śārdūlakarṇaṃ kumāraṃ	p.12.3/.aTa triSaFkuH mAtaFga^rAjaH/SArdUlakarNam kumAram
   pūrva^janmādhītān vedān adhyāpayati sma/ yad uta sa^aṅga^upāṅgān	pUrva^janma aDItAn vedAn aDyApayati sma/ yat uta sa^aFga ^upAFgAn
   sarahasyān sanighaṇṭa^kaiṭabhān sa^akṣara^prabhedān	sa rahasyAn saniGaNwa^kEwaBAn sa^akzara^praBedAn
   itihāsa^pañca^mānanyāni ca śāstrāṇi bhāṣyaṃ ca yathā^dharmaṃ	itihAsa^paQca^mAnanyAni ca SAstrANi BAzyam ca yaTA^Darmam
   veda^vrata^padāni/	veda^vrata^padAni/
   p.12.4/.atha triśaṅkor mātaṅga^rājasya^etad abhavat/ ayaṃ mama putraḥ	p.12.4/.aTa triSaFkoH mAtaFga^rAjasya^etat aBavat/ ayam mama putraH
   śārdūlakarṇo nāma kumāraḥ/ upeto rūpataś ca kulataś ca śīlataś ca guṇataś	SArdUlakarNaH nAma kumAraH/ upetaH rUpataH ca kulataH ca SIlataH ca guNatas 
   ca/ sarva^guṇa^upeto +abhirūpo (13) darśanīyaḥ prāsādikaḥ paramayā ca	ca/ sarva^guNaH ^upetaH +aBirUpaH (13) darSanIyaH prAsAdikaH paramayA ca
   varṇa^puṣkalatayā samanvāgataḥ/ cīrṇa^vrato +adhīta^mantro veda^pāragaḥ/	varNa^puzkala tayA samanvAgataH/ cIrNa^vrataH +aDIta^mantraH veda^pAragaH/
   samayo +ayaṃ yan ny aham asya niveśana^dharmaṃ kariṣye/ tat kuto ny	samayaH +ayam yat ni aham asya niveSana^Darmam karizye/ tat kutas ny
   avaṃ śārdūlakarṇasya putrasya śīlavatīṃ guṇavatīṃ rūpavatīṃ pratirūpāṃ	avam SArdUlakarNasya putrasya SIlavatIm guNavatIm rUpavatIm pratirUpAm
   prajāvatīṃ labheyam iti/checked	prajAvatIm laBeyam iti/Cecket 
   p.13.1/.tasmin khalu samaye puṣkarasārī nāma brāhmaṇa utkūṭaṃ nāma	p.13.1/.tasmin Kalu samaye puzkarasArI nAma brAhmaNaH utkUwam nAma
   droṇa^mukhaṃ paribhuṅkte sma/ samapta^utsadaṃ sa^tṛṇa^kāṣṭha^udakaṃ	droNa^muKam pariBuFkte sma/ samapta^utsadam sa^tRNa^kAzWa^udakam
   dhānya^sahagataṃ rājñā +agnidattena brahma^deyaṃ dattam/	DAnya^saha gatam rAjQA +agni dattena brahma^deyam dattam/
   p.13.2/.puṣkarasārī punar brāhmaṇa upetaḥ mātṛtaḥ pitṛtaḥ saṃśuddho	p.13.2/. puzkara sArI punar brAhmaNaH upetaH mAtRtaH pitRtaH saMSudDaH 
   gṛhiṇyāmanākṣipto jātivādena gotra^vādena yāvad āsaptamamātāmahapitāmahaṃ/	gRhiNyAmanAkziptaH jAti vAdena gotra^vAdena yAvat AsaptamamAtAmaha pitAmahaM/
   yugapad upādhyāyo +adhyāpako mantra^dharas trayāṇāṃ vedānāṃ pāragaḥ	yugapad upADyAyaH +aDyApakaH mantra^DaraH trayANAm vedAnAm pAragaH
   sa^aṅga^upāṅgānāṃ sarahasyānāṃ sanighaṇṭa^kaiṭabhānāṃ	sa^aFga ^upAFgAnAm sa rahasyAnAm saniGaNwa^kEwaBAnAm
   sa^akṣara^prabhedānām itihāsa^pañca^mānāṃ sadṛśa^vyākartā padako	sa^akzara^praBedAnAm itihAsa^paQca^mAnAm sadRSa^vyAkartA padakaH 
   vaiyākaraṇaḥ/	vEyAkaraNaH/
   lokāyata^yajña^mantra^mahā^puruṣa^lakṣaṇeṣu pāragaḥ/ sphītam utkūṭaṃ nāma	lokAyata^yajQa^mantra^mahA^puruza^lakzaNezu pAragaH/ sPItam utkUwam nAma
   droṇa^mukhaṃ paribhuṅkte/	droNa^muKam pariBuFkte/
   p.13.3/.puṣkarasāriṇo brāhmaṇasya prakṛtir nāma māṇavikā duhitā bhūtā/	p.13.3/.puzkara sAriNaH brAhmaNasya prakRtiH nAma mANavikA duhitA BUtA/
   upetā rūpataś ca kulataś ca śīlataś ca guṇataś ca/ sarva^guṇa^upetā	upetAH rUpataH ca kulataH ca SIlataH ca guNataH ca/ sarva^guNaH ^upetA
   +abhirūpā darśanīyā prāsādikā paramayā varṇa^puṣkalatayā samanvāgatā	+aBirUpA darSanIyA prAsAdikA paramayA varNa^puzkala tayA samanvAgatA
   śīlavatī guṇavatī/	SIlavatI guNavatI/
   p.13.4/.atha triśaṅkor mātaṅga^rājasya^etad abhavat/ asty	p.13.4/.aTa triSaFkoH mAtaFga^rAjasya^etat aBavat/ asti 
   uttara^pūrveṇa^utkūṭo nāma droṇa^mukhaḥ, tatra puṣkarasāro nāma brāhmaṇaḥ	uttara^pUrveNa^utkUwaH nAma droNa^muKaH, tatra puzkarasAraH nAma brAhmaNaH
   prativasati/ upeto mātṛtaḥ pitṛto (14) yāvat tatraivedike pravacane	prativasati/ upetaH mAtRtaH pitRtaH (14) yAvat tatra evedike pravacane
   vistareṇa/ sa ca^utkūṭaṃ droṇa^mukhaṃ paribhṅkte/ sasapta^utsadaṃ	vistareNa/ sa ca^utkUwam droNa^muKam pariBFkte/ sa sapta^utsadam
   satṛṇa^kāṣṭha^udakaṃ dhānya^bhogaiḥ sahagataṃ rājñā +agnidattena	sa tRNa^kAzWa^udakam DAnya^BogEH saha gatam rAjQA +agni dattena
   brahma^deyaṃ dattam/	brahma^deyam dattam/
   p.14.1/.tasya puṣkarasāriṇo brāhmaṇasya prakṛtir nāma māṇavikā duhitā	p.14.1/.tasya puzkarasAriNaH brAhmaNasya prakRtiH nAma mANavikA duhitA
   upetā rūpataś ca kulataś ca śīlataś ca sarva^guṇa^upetā +abhirūpā	upetAH rUpataH ca kulataH ca SIlataH ca sarva^guNaH ^upetA +aBirUpA
   darśanīyā prāsādikā paramayā varṇa^puṣkalatayā samanvāgatā/ śīlavatī	darSanIyA prAsAdikA paramayA varNa^puzkala tayA samanvAgatA/ SIlavatI
   guṇavatī putrasya me śārdūlakarṇasya pratirūpā patnī bhaviṣyatiti/	guNavatI putrasya me SArdUlakarNasya pratirUpA patnI Bavizyatiti/
   p.14.2/.atra triśaṅkur mātaṅga^rāja etam evārthaṃ bahulaṃ rātrau	p.14.2/.atra triSaFkuH mAtaFga^rAjaH etam eva arTam bahulam rAtrO
   cintayitvā vitarkya tasyā eva rātryā atyayāt pratyūṣa^kāla^samaye	cintayitvA vitarkya tasyAH eva rAtryA atyayAt pratyUza^kAla^samaye
   sarva^śvetaṃ vaḍavā ratham abhiruhya mahatā śvapākagaṇenāmātyagaṇena	sarva^Svetam vaxavA raTam aBiruhya mahatA SvapAka gaNena amAtya gaNena
   parivṛtaś caṇḍāla^kula^nagarān niṣkramya^uttarena prāgacchadyenotkūṭaṃ	parivRtaH caNxAla^kula^nagarAt nizkramya^uttarena prAgacCat yena utkUwam
   droṇa^mukham/	droNa^muKam/
   p.14.3/.atha triśaṅkur mātaṅga^rāja utkūṭasya^uttarapūrveṇa sumanaskaṃ	p.14.3/.aTa triSaFkuH mAtaFga^rAjaH utkUwasya^uttara pUrveNa sumanaskam
   nāma^udyānaṃ nānā^vṛkṣa^saṃcchannaṃ nānā^vṛkṣa^kusumitaṃ	nAma^udyAnam nAnA^vRkza^saMcCannam nAnA^vRkza^kusumitam
   nānā^dvijanikūjitaṃ nandanam iva devānāṃ tad upasaṃkrāntaḥ/ upasaṃkramya	nAnA^dvija nikUjitam nandanam iva devAnAm tat upasaMkrAntaH/ upasaMkramya
   brāhmaṇaṃ puṣkarasāriṇam āgamayamāno +asthāt/ brāhmaṇaḥ puṣkarasārī	brAhmaNam puzkara sAriNam AgamayamAnaH +a sTAt/ brAhmaNaH puzkarasArI
   māṇavakān mantrān vācayitum ihāgamiṣyati^iti/	mANavakAn mantrAn vAcayitum iha Agamizyati^iti/
   p.14.4/.atha brāhmaṇaḥ puṣkarasārī tasyā eva rātryā atyayāt sarva^śvetaṃ	p.14.4/.aTa brAhmaNaH puzkara sArI tasyAH eva rAtryA atyayAt sarve ^Svetam
   vaḍavāratham abhiruhya śiṣyagaṇaprivṛtaḥ pañca^mātrair māṇavaka^śateḥ	vaxavAraTam aBiruhya Sizya gaNa privRtaH paQca^mAtrEH mANavaka^SateH
   puraskṛta utkūṭān niryti sma, brāhmaṇakān mantrān vācayitum/	puraskRtaH utkUwAt niryti sma, brAhmaNakAn mantrAn vAcayitum /
   p.15.1/.adrākṣīt triśaṅkur mātaṅga^rājo brāhmaṇaṃ puṣkarasāriṇaṃ sūryam	p.15.1/.adrAkzIt triSaFkuH mAtaFga^rAjaH brAhmaNam puzkara sAriNam sUryam
   iva^udayantaṃ tejasā jvalantam iva hutavahaṃ yajñam iva brāhmaṇa^parivṛtaṃ	iva^udayantam tejasA jvalantam iva hutavaham yajQam iva brAhmaNa^parivRtam
   śakram iva deva^gaṇaparivṛtaṃ haimavantam ivauṣadhibhiḥ samudram iva	Sakram iva deva^gaNa parivRtam hEmavantam iva ozaDiBiH samudram iva
   ratnaiś candram iva nakṣatrair vaiśravaṇam iva yakṣa^gaṇair brahmāṇam iva	ratnEH candram iva nakzatrEH vESravaNam iva yakza^gaNEH brahmANam iva
   deva^rṣigaṇaiḥ parivṛtaṃ śobhamānaṃ/ dūrata evāgacchantaṃ dṛṣṭvā	deva^rzi gaNEH parivRtam SoBamAnan/ dUratas eva AgacCantam dRzwvA
   cainaṃ pratyudgamya yathā^dharmaṃ kṛtvedam avocat/	ca enam pratyudgamya yaTA^Darmam kRtvA idam avocat /
   p.15.2/.ahaṃ bhoḥ puṣkarasārin svāgatam āyāhi/ kāryaṃ ca te vakṣyāmi tac	p.15.2/.aham BoH puzkarasArin svAgatam AyAhi/ kAryam ca te vakzyAmi tat 
   chrūyatāṃ/ evam ukte brāhmaṇaḥ puṣkarasārī triśaṅkumātaṅga^rājam idam	CrUyatAn/ evam ukte brAhmaNaH puzkara sArI triSaFku mAtaFga^rAjam idam
   avocat/	avocat /
   p.15.3/.na hi bhos triśaṅko śakyaṃ brāhmaṇena saha bhoḥ kāraṃ kartuṃ/	p.15.3/.na hi BoH triSaFkaH Sakyam brAhmaNena saha BoH kAram kartuM/
   p.15.4/.ahaṃ bhoḥ puṣkarasārin śaknomi bhoḥ kāraṃ kartuṃ/ yacchakyaṃ me	p.15.4/.aham BoH puzkarasArin Saknomi BoH kAram kartuM/ yat Sakyam me
   kartuṃ bhavati naiva tacchakyaṃ te kartuṃ/ api tu catvāro bhoḥ	kartum Bavati na eva tat Sakyam te kartuM/ api tu catvAraH BoH
   puṣkarasārin puruṣasya kāryasamārambhāḥ pūrva^samārabdhā bhavanti/ yad uta	puzkarasArin puruzasya kArya samAramBAH pUrva^samArabDAH Bavanti/ yat uta
   ātmārthaṃ vā parārthaṃ vātmīyārthaṃ (16) vā sarva^bhūta^saṃgrahārthaṃ vā/	Atma arTam vA para arTam vA AtmIya arTam (16) vA sarve ^BUta^saMgraha arTam vA/
   idaṃ ca^atra mahattaraṃ kāryaṃ yat te vyākhyāsyāmi tac chrūyatāṃ/ putrāya	idam ca^atra mahattaram kAryam yat te vyAKyAsyAmi tat SrUyatAn/ putrAya
   me śārdūlakarṇāya prakṛtiṃ duhitaram utsṛja bhāryā^arthāya/ yāvantaṃ	me SArdUla karNAya prakRtim duhitaram utsRja BAryA^arTa aya/ yAvantam
   kula^śulkaṃ manyase tāvantaṃ dāsyāmi/	kula^Sulkam manyase tAvantam dAsyAmi/
   p.16.1/.idaṃ ca khalu punarvacanaṃ śrutvā triśaṅkor mātaṅga^rājasya bhṛśaṃ	p.16.1/.idam ca Kalu punarvacanam SrutvA triSaFkoH mAtaFga^rAjasya BRSam
   brāhmaṇaḥ puṣkarasārī abhiṣaktaḥ kupitaś caṇḍībhūto +anāttamanāḥ kopaṃ ca	brAhmaNaH puzkara sArI aBizaktaH kupitaH caNxIBUtaH +anAtta manAH kopam ca
   kveṣaṃ ca mrakṣyaṃ ca tatpratyayāt saṃjanayitvā lalāṭe triśikhāṃ bhṛkuṭiṃ	kva izam ca mrakzyam ca tad pratyayAt saMjanayitvA lalAwe tri SiKAm BRkuwim
   kṛtvā kaṇṭhaṃ dhamayitvā +akṣiṇī parivartya nakula^piṅgalāṃ dṛṣṭim utpādya	kRtvA kaNWam DamayitvA +akziNI parivartya nakula^piFgalAm dRzwim utpAdya
   triśaṅkuṃ mātaṅga^rājam idam avocat/	triSaFkum mAtaFga^rAjam idam avocat /
   p.16.2/.dhig grāmyaviṣaya/ caṇḍāla/ nedaṃ śvapākavacanaṃ yuktaṃ/ yastvaṃ	p.16.2/.Dik grAmya vizaya/ caNxAla/ na idam SvapAka vacanam yuktaM/ yaH tvam
   brāhmaṇaṃ veda^pāragaṃ hīnaś caṇḍāla^yonijo bhūtvā icchasy avamardituṃ/	brAhmaNam veda^pAragam hInaH caNxAla^yoni jaH BUtvA icCasi avamardituM/
   bho durmate/	Bo durmate/
   p.16.3ab/.prakṛtiṃ tvaṃ na jānāsi; ātmānaṃ ca^abhimanyase/	p.16.3ab/. prakRtim tvam na jAnAsi; AtmAnam ca^aBimanyase/
   p.16.3cd/.bāla^agre sarṣapaṃ mā bho sthāpaya(mā)kleśam āgamaḥ/	p.16.3cd/. bAla^agre sarzapam mA Bo sTApaya(mA) kleSam AgamaH/
   p.16.4ab/.mā prārthayā +aprārthanīyāṃ vāyuṃ pāśena bandhaya/	p.16.4ab/.mA prArTayA +a prArTanIyAm vAyum pASena banDaya/
   p.17.1ab/. na hi cāmī^karaṃ mūḍha bhaved bhasma kadācana/	p.17.1ab/. na hi ca amI^karam mUXa Bavet Basma kadAcana/
   p.17.1cd/.prakāśe bāndhakāre kiṃ viśeṣo nopalabhyate//	p.17.1cd/. prakASe bAnDakAre kim viSezaH na upalaByate//
   p.17.2ab/.caṇḍāla^yonijas tvaṃ hi dvijātiḥ punar apy ahaṃ/	p.17.2ab/.caNxAla^yoni jaH tvam hi dvijAtiH punar api ahaM/
   p.17.2cd/.hīnaḥ śreṣṭhena sambandhaṃ mūḍha prāthayase kathaṃ//	p.17.2cd/. hInaH SrezWena sambanDam mUXa prATayase kaTaM//
