   BhP_03.01.001/0 śrī-śuka uvāca	BhP_03.01.001/0 SrI-SukaH uvAca
   BhP_03.02.017/2 tātāmba kaṃsād uru-śaṅkitānāṃ prasīdataṃ no	Bhu-_03.02.017/2 tAta-amba kaMsAt uru--SaFkitAnAm prasIdatam no
   'kṛta-niṣkṛtīnām	akRta--nizkRtInAm
   BhP_03.02.018/1 ko vā amuṣyāṅghri-saroja-reṇuṃ vismartum īśīta pumān	Bhu-_03.02.018/1 kaH vE amuzya-aFGri--saroja--reNum vismartum ISIta pumAn
   vijighran	vijiGran
   BhP_03.02.018/2 yo visphurad-bhrū-viṭapena bhūmer bhāraṃ kṛtāntena	Bhu-_03.02.018/2 yaH visPurat--BrU--viwapena BUmeH BAram kRtAntena
   tiraścakāra	tiras-cakAra
   BhP_03.02.019/1 dṛṣṭā bhavadbhir nanu rājasūye caidyasya kṛṣṇaṃ dviṣato	Bhu-_03.02.019/1 dRzwA BavadBiH nanu rAjasUye cEdyasya kRzNam dvizataH-
   'pi siddhiḥ	api sidDiH
   BhP_03.02.019/2 yāṃ yoginaḥ saṃspṛhayanti samyag yogena kas tad-virahaṃ	Bhu-_03.02.019/2 yAm yoginaH saMspRhayanti samyak yogena kaH tad--viraham
   saheta	saheta
   BhP_03.02.020/1 tathaiva cānye nara-loka-vīrā ya āhave kṛṣṇa-mukhāravindam	Bhu-_03.02.020/1 taTA-eva ca-anye nara--loka--vIrAH yaH Ahave kRzNa--muKa-aravindam
   BhP_03.02.020/2 netraiḥ pibanto nayanābhirāmaṃ pārthāstra-pūtaḥ padam āpur	Bhu-_03.02.020/2 netrEH pibantaH nayana-aBirAmam pArTa-astra-pUtaH padam ApuH-
   asya	asya
   BhP_03.02.021/1 svayaṃ tv asāmyātiśayas tryadhīśaḥ	Bhu-_03.02.021/1 svayam tu asAmya-atiSayaH tri-aDISaH
   svārājya-lakṣmy-āpta-samasta-kāmaḥ	svArAjya--lakzmI--A-Apta--samasta-kAmaH
   BhP_03.02.021/2 baliṃ haradbhiś cira-loka-pālaiḥ	Bhu-_03.02.021/2 balim haradBiH cira-loka-pAlEH
   kirīṭa-koṭy-eḍita-pāda-pīṭhaḥ	kirIwa--kowI--exita--pAda--pIWaH
   BhP_03.02.022/1 tat tasya kaiṅkaryam alaṃ bhṛtān no viglāpayaty aṅga yad	Bhu-_03.02.022/1 tat tasya kEFkaryam alam BRtAn naH viglApayati aFga yat-
   ugrasenam	ugrasenam
   BhP_03.02.022/2 tiṣṭhan niṣaṇṇaṃ parameṣṭhi-dhiṣṇye nyabodhayad deva	Bhu-_03.02.022/2 tizWan nizaNNam paramezWi--DizNye nyaboDayat deva
   nidhārayeti	niDAraya-iti
   BhP_03.02.023/1 aho bakī yaṃ stana-kāla-kūṭaṃ jighāṃsayāpāyayad apy	BhP_03.02.023/1 aho bakI yam stana--kAla-kUwam jiGAMsayA-apAyayat api-
   asādhvī	asADvI
   BhP_03.02.023/2 lebhe gatiṃ dhātry-ucitāṃ tato 'nyaṃ kaṃ vā dayāluṃ	Bhu-_03.02.023/2 leBe gatim DAtrI--ucitAm tatas anyam kam vA dayAlum
   śaraṇaṃ vrajema	SaraNam vrajema
   BhP_03.02.024/1 manye 'surān bhāgavatāṃs tryadhīśe	Bhu-_03.02.024/1 manye asurAn BAgavatAn tryaDISe
   saṃrambha-mārgābhiniviṣṭa-cittān	saMramBa--mArga-aBinivizwa--cittAn
   BhP_03.02.024/2 ye saṃyuge 'cakṣata tārkṣya-putram aṃse sunābhāyudham	Bhu-_03.02.024/2 ye saMyuge acakzata tArkzya-putram aMse sunABa-AyuDam
   āpatantam	Apatantam
   BhP_03.02.025/1 vasudevasya devakyāṃ jāto bhojendra-bandhane	Bhu-_03.02.025/1 vasudevasya devakyAm jAtaH Boja-indra--banDane
   BhP_03.02.025/2 cikīrṣur bhagavān asyāḥ śam ajenābhiyācitaḥ	Bhu-_03.02.025/2 cikIrzuH BagavAn asyAH Sam ajena-aBiyAcitaH
   BhP_03.02.026/1 tato nanda-vrajam itaḥ pitrā kaṃsād vibibhyatā	Bhu-_03.02.026/1 tatas nanda-vrajam itas pitrA kaMsAt vibiByatA
   BhP_03.02.026/2 ekādaśa samās tatra gūḍhārciḥ sa-balo 'vasat	Bhu-_03.02.026/2 ekAdaSa samAH tatra gUXa-arciH sa-balaH avasat-
   BhP_03.02.027/1 parīto vatsapair vatsāṃś cārayan vyaharad vibhuḥ	Bhu-_03.02.027/1 parItaH vatsapEH vatsAn cArayan vyaharat viBuH
   BhP_03.02.027/2 yamunopavane kūjad- dvija-saṅkulitāṅghripe	Bhu-_03.02.027/2 yamunA-upavane kUjad dvija--saFkulita-aFGripe
   BhP_03.02.028/1 kaumārīṃ darśayaṃś ceṣṭāṃ prekṣaṇīyāṃ vrajaukasām	Bhu-_03.02.028/1 kOmArIm darSayan cezwAm prekzaNIyAm vraja-okasAm
   BhP_03.02.028/2 rudann iva hasan mugdha- bāla-siṃhāvalokanaḥ	Bhu-_03.02.028/2 rudan iva hasan mugDa bAla--siMha-avalokanaH
   BhP_03.02.029/1 sa eva go-dhanaṃ lakṣmyā niketaṃ sita-go-vṛṣam	Bhu-_03.02.029/1 saH eva go-Danam lakzmyA niketam sita-go-vRzam
   BhP_03.02.029/2 cārayann anugān gopān raṇad-veṇur arīramat	Bhu-_03.02.029/2 cArayan anugAn gopAn raNa-d-veNuH arIramat-
   BhP_03.02.030/1 prayuktān bhoja-rājena māyinaḥ kāma-rūpiṇaḥ	Bhu-_03.02.030/1 prayuktAn Boja--rAjena mAyinaH kAma--rUpiNaH
   BhP_03.02.030/2 līlayā vyanudat tāṃs tān bālaḥ krīḍanakān iva	Bhu-_03.02.030/2 lIlayA vyanudat tAn tAn bAlaH krIxanakAn iva
   BhP_03.02.031/1 vipannān viṣa-pānena nigṛhya bhujagādhipam	Bhu-_03.02.031/1 vipannAn viza--pAnena nigRhya Bujaga-aDipam
   BhP_03.02.031/2 utthāpyāpāyayad gāvas tat toyaṃ prakṛti-sthitam	Bhu-_03.02.031/2 utTApya-apAyayat gAvaH tat toyam prakRti-sTitam
   BhP_03.02.032/1 ayājayad go-savena gopa-rājaṃ dvijottamaiḥ	Bhu-_03.02.032/1 ayAjayat go-savena gopa--rAjam dvijottamEH
   BhP_03.02.032/2 vittasya coru-bhārasya cikīrṣan sad-vyayaṃ vibhuḥ	Bhu-_03.02.032/2 vittasya ca-Uru-BArasya cikIrzan sat--vyayam viBuH
   BhP_03.02.033/1 varṣatīndre vrajaḥ kopād bhagnamāne 'tivihvalaḥ	Bhu-_03.02.033/1 varzati-indre vrajaH kopAt Bagna-mAne ati-vihvalaH
   BhP_03.02.033/2 gotra-līlātapatreṇa trāto bhadrānugṛhṇatā	BhP_03.02.033/2 gotra--lIlA-AtapatreNa trAtaH Badra-anugRhNa-tA
   BhP_03.02.034/1 śarac-chaśi-karair mṛṣṭaṃ mānayan rajanī-mukham	Bhu-_03.02.034/1 Sarac-SaSi--karEH mRzwam mAnayan rajanI-muKam
   BhP_03.02.034/2 gāyan kala-padaṃ reme strīṇāṃ maṇḍala-maṇḍanaḥ	Bhu-_03.02.034/2 gAyan kala-padam reme strINAm maNxala-maNxanaH
   BhP_03.03.001/0 uddhava uvāca	Bhu-_03.03.001/0 udDavaH uvAca
   BhP_03.03.001/1 tataḥ sa āgatya puraṃ sva-pitroś cikīrṣayā śaṃ	Bhu-_03.03.001/1 tatas saH Agatya puram sva-pitroH cikIrzayA Sam
   baladeva-saṃyutaḥ	baladeva--saMyutaH
   BhP_03.03.001/2 nipātya tuṅgād ripu-yūtha-nāthaṃ hataṃ vyakarṣad vyasum	Bhu-_03.03.001/2 nipAtya tuFgAt ripu--yUTa-nATam hatam vyakarzat vyasum
   ojasorvyām	ojasA-urvyAm
   BhP_03.03.002/1 sāndīpaneḥ sakṛt proktaṃ brahmādhītya sa-vistaram	Bhu-_03.03.002/1 sAndIpaneH sakRt proktam brahma-aDItya sa-vistaram
   BhP_03.03.002/2 tasmai prādād varaṃ putraṃ mṛtaṃ pañca-janodarāt	Bhu-_03.03.002/2 tasmE prAdAt varam putram mRtam paQca-jana-udarAt
   BhP_03.03.003/1 samāhutā bhīṣmaka-kanyayā ye śriyaḥ savarṇena	Bhu-_03.03.003/1 samAhutAH BIzmaka-kanyayA ye SriyaH savarNena
   bubhūṣayaiṣām	buBUzayA-ezAm
   BhP_03.03.003/2 gāndharva-vṛttyā miṣatāṃ sva-bhāgaṃ jahre padaṃ mūrdhni	Bhu-_03.03.003/2 gAnDarva-vRttyA mizatAm sva-BAgam jahre padam mUrDni
   dadhat suparṇaḥ	daDat suparNaH
   BhP_03.03.004/1 kakudmino 'viddha-naso damitvā svayaṃvare nāgnajitīm uvāha	Bhu-_03.03.004/1 kakudminaH avidDa-nasaH damitvA svayaMvare nAgnajitIm uvAha
   BhP_03.03.004/2 tad-bhagnamānān api gṛdhyato 'jñāñ jaghne 'kṣataḥ	Bhu-_03.03.004/2 tad--Bagna-mAnAn api gRDyataH ajQAn jaGne akzataH
   śastra-bhṛtaḥ sva-śastraiḥ	Sastra-BRtaH sva--SastrEH
   BhP_03.03.005/1 priyaṃ prabhur grāmya iva priyāyā vidhitsur ārcchad	Bhu-_03.03.005/1 priyam praBuH grAmyaH iva priyAyAH viDitsuH ArcCat-
   dyutaruṃ yad-arthe	dyutarum yat--arTe
   BhP_03.03.005/2 vajry ādravat taṃ sa-gaṇo ruṣāndhaḥ krīḍā-mṛgo nūnam ayaṃ	Bhu-_03.03.005/2 vajrI Adravat tam sa-gaNaH ruzA-anDaH krIxA-mRgaH nUnam ayam
   vadhūnām	vaDUnAm
   BhP_03.03.006/1 sutaṃ mṛdhe khaṃ vapuṣā grasantaṃ dṛṣṭvā sunābhonmathitaṃ	Bhu-_03.03.006/1 sutam mRDe Kam vapuzA grasantam dRzwvA su-nABa-unmaTitam
   dharitryā	DaritryA
   BhP_03.03.006/2 āmantritas tat-tanayāya śeṣaṃ dattvā tad-antaḥ-puram	Bhu-_03.03.006/2 AmantritaH tat-tanayAya Sezam dattvA tad--antaH-puram
   āviveśa	AviveSa
   BhP_03.03.007/1 tatrāhṛtās tā nara-deva-kanyāḥ kujena dṛṣṭvā harim	Bhu-_03.03.007/1 tatra-AhRtAH tAH nara--deva-kanyAH kujena dRzwvA harim
   ārta-bandhum	Arta-banDum
   BhP_03.03.007/2 utthāya sadyo jagṛhuḥ praharṣa-	Bhu-_03.03.007/2 utTAya sadyas jagRhuH praharza-
   vrīḍānurāga-prahitāvalokaiḥ	vrIxA-anurAga--prahita-avalokEH
   BhP_03.03.008/1 āsāṃ muhūrta ekasmin nānāgāreṣu yoṣitām	Bhu-_03.03.008/1 AsAm muhUrte ekasmin nAnA-AgArezu yozitAm
   BhP_03.03.008/2 sa-vidhaṃ jagṛhe pāṇīn anurūpaḥ sva-māyayā	Bhu-_03.03.008/2 sa-viDam jagRhe pANIn anurUpaH sva--mAyayA
   BhP_03.03.009/1 tāsv apatyāny ajanayad ātma-tulyāni sarvataḥ	Bhu-_03.03.009/1 tAsu apatyAni ajanayat Atma--tulyAni sarvatas-
   BhP_03.03.009/2 ekaikasyāṃ daśa daśa prakṛter vibubhūṣayā	Bhu-_03.03.009/2 ekEkasyAm daSa daSa prakRteH vibuBUzayA
   BhP_03.03.010/1 kāla-māgadha-śālvādīn anīkai rundhataḥ puram	BhP_03.03.010/1 kAla--mAgaDa--SAlva-AdIn anIkEH runDataH puram
   BhP_03.03.010/2 ajīghanat svayaṃ divyaṃ sva-puṃsāṃ teja ādiśat	Bhu-_03.03.010/2 ajIGanat svayam divyam sva-puMsAm tejaH AdiSat-
   BhP_03.03.011/1 śambaraṃ dvividaṃ bāṇaṃ muraṃ balvalam eva ca	Bhu-_03.03.011/1 Sambaram dvividam bANam muram balvalam eva ca
   BhP_03.03.011/2 anyāṃś ca dantavakrādīn avadhīt kāṃś ca ghātayat	Bhu-_03.03.011/2 anyAn ca dantavakra-AdIn avaDIt kAn ca GAtayat-
   BhP_03.03.012/1 atha te bhrātṛ-putrāṇāṃ pakṣayoḥ patitān nṛpān	Bhu-_03.03.012/1 aTa te BrAtR--putrANAm pakzayoH patitAn nRpAn
   BhP_03.03.012/2 cacāla bhūḥ kurukṣetraṃ yeṣām āpatatāṃ balaiḥ	Bhu-_03.03.012/2 cacAla BUH kurukzetram yezAm ApatatAm balEH
   BhP_03.03.013/1 sa karṇa-duḥśāsana-saubalānāṃ kumantra-pākena	Bhu-_03.03.013/1 sa karNa--duHSAsana--sObalAnAm kumantra--pAkena
   hata-śriyāyuṣam	hata--SriyA-Ayuzam
   BhP_03.03.013/2 suyodhanaṃ sānucaraṃ śayānaṃ bhagnorum ūrvyāṃ na nananda	Bhu-_03.03.013/2 suyoDanam sa-anucaram SayAnam Bagna-Urum UrvyAm na nananda
   paśyan	paSyan
   BhP_03.03.014/1 kiyān bhuvo 'yaṃ kṣapitoru-bhāro yad	Bhu-_03.03.014/1 kiyAn BuvaH ayam kzapita-Uru--BAraH yat-
   droṇa-bhīṣmārjuna-bhīma-mūlaiḥ	droNa-BIzma-arjuna-BIma--mUlEH
   BhP_03.03.014/2 aṣṭādaśākṣauhiṇiko mad-aṃśair āste balaṃ durviṣahaṃ	Bhu-_03.03.014/2 azwAdaSa-akzOhiNikaH mad--aMSEH Aste balam durvizaham
   yadūnām	yadUnAm
   BhP_03.03.015/1 mitho yadaiṣāṃ bhavitā vivādo madhv-āmadātāmra-vilocanānām	Bhu-_03.03.015/1 miTas yadA-ezAm BavitA vivAdaH maDu--AmadA-tAmra--vilocanAnAm
   BhP_03.03.015/2 naiṣāṃ vadhopāya iyān ato 'nyo mayy udyate 'ntardadhate	Bhu-_03.03.015/2 na-ezAm vaDa-upAyaH iyAn atas anyaH mayi udyate antardaDate
   svayaṃ sma	svayam sma
   BhP_03.03.016/1 evaṃ sañcintya bhagavān sva-rājye sthāpya dharmajam	Bhu-_03.03.016/1 evam saQcintya BagavAn sva-rAjye sTApya Darmajam
   BhP_03.03.016/2 nandayām āsa suhṛdaḥ sādhūnāṃ vartma darśayan	Bhu-_03.03.016/2 nandayAm Asa suhRdaH sADUnAm vartma darSayan
   BhP_03.03.017/1 uttarāyāṃ dhṛtaḥ pūror vaṃśaḥ sādhv-abhimanyunā	Bhu-_03.03.017/1 uttarAyAm DRtaH pUroH vaMSaH sADu--aBimanyunA
   BhP_03.03.017/2 sa vai drauṇy-astra-sampluṣṭaḥ punar bhagavatā dhṛtaḥ	Bhu-_03.03.017/2 sa vE drONI--astra--sampluzwaH punar BagavatA DRtaH
   BhP_03.03.018/1 ayājayad dharma-sutam aśvamedhais tribhir vibhuḥ	Bhu-_03.03.018/1 ayAjayat Darma-sutam aSvameDEH triBiH viBuH
   BhP_03.03.018/2 so 'pi kṣmām anujai rakṣan reme kṛṣṇam anuvrataḥ	Bhu-_03.03.018/2 saH api kzmAm anujEH rakzan reme kRzNam anuvrataH
   BhP_03.03.019/1 bhagavān api viśvātmā loka-veda-pathānugaḥ	Bhu-_03.03.019/1 BagavAn api viSvAtmA loka--veda--paTa-anugaH
   BhP_03.03.019/2 kāmān siṣeve dvārvatyām asaktaḥ sāṅkhyam āsthitaḥ	Bhu-_03.03.019/2 kAmAn sizeve dvArvatyAm asaktaH sAFKyam AsTitaH
   BhP_03.03.020/1 snigdha-smitāvalokena vācā pīyūṣa-kalpayā	Bha-a_03.03.020/1 snigDa--smita-avalokena vAcA pIyUza--kalpayA
   BhP_03.03.020/2 caritreṇānavadyena śrī-niketena cātmanā	Bhu-_03.03.020/2 caritreNa-anavadyena SrI-niketena ca-AtmanA
   BhP_03.03.021/1 imaṃ lokam amuṃ caiva ramayan sutarāṃ yadūn	Bhu-_03.03.021/1 imam lokam amum ca-eva ramayan sutarAm yadUn
   BhP_03.03.021/2 reme kṣaṇadayā datta- kṣaṇa-strī-kṣaṇa-sauhṛdaḥ	Bhu-_03.03.021/2 reme kzaNadayA datta kzaNa--strI--kzaNa--sOhRdaH
   BhP_03.03.022/1 tasyaivaṃ ramamāṇasya saṃvatsara-gaṇān bahūn	Bhu-_03.03.022/1 tasya-evam ramamANasya saMvatsara--gaNAn bahUn
   BhP_03.03.022/2 gṛhamedheṣu yogeṣu virāgaḥ samajāyata	Bhu-_03.03.022/2 gRhameDezu yogezu virAgaH samajAyata
   BhP_03.03.023/1 daivādhīneṣu kāmeṣu daivādhīnaḥ svayaṃ pumān	Bhu-_03.03.023/1 dEva-aDInezu kAmezu dEva-aDInaH svayam pumAn
   BhP_03.03.023/2 ko viśrambheta yogena yogeśvaram anuvrataḥ	Bhu-_03.03.023/2 kaH viSramBeta yogena yogeSvaram anuvrataH
   BhP_03.03.024/1 puryāṃ kadācit krīḍadbhir yadu-bhoja-kumārakaiḥ	Bhu-_03.03.024/1 puryAm kadAcid krIxadBiH yadu-Boja--kumArakEH
   BhP_03.03.024/2 kopitā munayaḥ śepur bhagavan-mata-kovidāḥ	Bhu-_03.03.024/2 kopitAH munayaH SepuH Bagavan--mata--kovidAH
   BhP_03.03.025/1 tataḥ katipayair māsair vṛṣṇi-bhojāndhakādayaḥ	Bhu-_03.03.025/1 tatas katipayEH mAsEH vRzNi-Boja-anDaka-AdayaH
   BhP_03.03.025/2 yayuḥ prabhāsaṃ saṃhṛṣṭā rathair deva-vimohitāḥ	Bhu-_03.03.025/2 yayuH praBAsam saMhRzwAH raTEH deva--vimohitAH
   BhP_03.03.026/1 tatra snātvā pit-n devān ṛṣīṃś caiva tad-ambhasā	Bhu-_03.03.026/1 tatra snAtvA pit-n devAn RzIn ca-eva tad--amBasA
   BhP_03.03.026/2 tarpayitvātha viprebhyo gāvo bahu-guṇā daduḥ	Bhu-_03.03.026/2 tarpayitvA-aTa vipreByaH gAvaH bahu-guNAH daduH
   BhP_03.03.027/1 hiraṇyaṃ rajataṃ śayyāṃ vāsāṃsy ajina-kambalān	Bhu-_03.03.027/1 hiraNyam rajatam SayyAm vAsAMsi ajina--kambalAn
   BhP_03.03.027/2 yānaṃ rathān ibhān kanyā dharāṃ vṛtti-karīm api	Bhu-_03.03.027/2 yAnam raTAn iBAn kanyA DarAm vRtti-karIm api
   BhP_03.03.028/1 annaṃ coru-rasaṃ tebhyo dattvā bhagavad-arpaṇam	Bhu-_03.03.028/1 annam ca-Uru-rasam teByaH dattvA Bagavat--arpaNam
   BhP_03.03.028/2 go-viprārthāsavaḥ śūrāḥ praṇemur bhuvi mūrdhabhiḥ	Bhu-_03.03.028/2 go-vipra-arTa-asavaH SUrAH praNemuH Buvi mUrDaBiH
   BhP_03.04.001/0 uddhava uvāca	Bhu-_03.04.001/0 udDavaH uvAca
   BhP_03.04.001/1 atha te tad-anujñātā bhuktvā pītvā ca vāruṇīm	Bhu-_03.04.001/1 aTa te tat--anujQAtA BuktvA pItvA ca vAruNIm
   BhP_03.04.001/2 tayā vibhraṃśita-jñānā duruktair marma paspṛśuḥ	Bhu-_03.04.001/2 tayA viBraMSita--jQAnAH duruktEH marma paspRSuH
   BhP_03.04.002/1 teṣāṃ maireya-doṣeṇa viṣamīkṛta-cetasām	Bhu-_03.04.002/1 tezAm mEreya--dozeNa vizamIkRta--cetasAm
   BhP_03.04.002/2 nimlocati ravāv āsīd veṇūnām iva mardanam	BhP_03.04.002/2 nimlocati ravO AsIt veNUnAm iva mardanam
   BhP_03.04.003/1 bhagavān svātma-māyāyā gatiṃ tām avalokya saḥ	Bhu-_03.04.003/1 BagavAn sva-Atma--mAyAyAH gatim tAm avalokya saH
   BhP_03.04.003/1 sarasvatīm upaspṛśya vṛkṣa-mūlam upāviśat	BhP_03.04.003/1 sarasvatIm upaspRSya vRkza-mUlam upAviSat-
   BhP_03.04.004/1 ahaṃ cokto bhagavatā prapannārti-hareṇa ha	Bhu-_03.04.004/1 aham ca-uktaH BagavatA prapanna-Arti-hareNa ha
   BhP_03.04.004/2 badarīṃ tvaṃ prayāhīti sva-kulaṃ sañjihīrṣuṇā	Bhu-_03.04.004/2 badarIm tvam prayAhi-iti sva-kulam saQjihIrzuNA
   BhP_03.04.005/1 tathāpi tad-abhipretaṃ jānann aham arindama	Bhu-_03.04.005/1 taTA-api tad--aBipretam jAnan aham arindama
   BhP_03.04.005/2 pṛṣṭhato 'nvagamaṃ bhartuḥ pāda-viśleṣaṇākṣamaḥ	Bhu-_03.04.005/2 pRzWatas anvagamam BartuH pAda--viSlezaNa-akzamaH
   BhP_03.04.006/1 adrākṣam ekam āsīnaṃ vicinvan dayitaṃ patim	Bhu-_03.04.006/1 adrAkzam ekam AsInam vicinvan dayitam patim
   BhP_03.04.006/2 śrī-niketaṃ sarasvatyāṃ kṛta-ketam aketanam	Bhu-_03.04.006/2 SrI-niketam sarasvatyAm kRta--ketam aketanam
   BhP_03.04.007/1 śyāmāvadātaṃ virajaṃ praśāntāruṇa-locanam	Bhu-_03.04.007/1 SyAma-avadAtam virajam praSAnta-aruNa--locanam
   BhP_03.04.007/2 dorbhiś caturbhir viditaṃ pīta-kauśāmbareṇa ca	Bhu-_03.04.007/2 dorBiH caturBiH viditam pIta-kOSa-ambareNa ca
   BhP_03.04.008/1 vāma ūrāv adhiśritya dakṣiṇāṅghri-saroruham	BhP_03.04.008/1 vAmaH UrO aDiSritya dakziNa-aFGri--saroruham
   BhP_03.04.008/2 apāśritārbhakāśvattham akṛśaṃ tyakta-pippalam	Bhu-_03.04.008/2 apASrita-arBaka-aSvatTam akRSam tyakta--pippalam
   BhP_03.04.009/1 tasmin mahā-bhāgavato dvaipāyana-suhṛt-sakhā	Bhu-_03.04.009/1 tasmin mahA---BAgavataH dvEpAyana--suhRt--saKA
   BhP_03.04.009/2 lokān anucaran siddha āsasāda yadṛcchayā	Bhu-_03.04.009/2 lokAn anucaran sidDaH AsasAda yadRcCayA
   BhP_03.04.010/1 tasyānuraktasya muner mukundaḥ	Bhu-_03.04.010/1 tasya-anuraktasya muneH mukundaH
   pramoda-bhāvānata-kandharasya	pramoda--BAva-An-ata--kanDarasya
   BhP_03.04.010/2 āśṛṇvato mām anurāga-hāsa- samīkṣayā viśramayann uvāca	Bhu-_03.04.010/2 ASRNvataH mAm anurAga-hAsa samIkzayA viSramayan uvAca
   BhP_03.04.011/0 śrī-bhagavān uvāca	Bhu-_03.04.011/0 SrI--BagavAn uvAca
   BhP_03.04.011/1 vedāham antar manasīpsitaṃ te dadāmi yat tad duravāpam	Bhu-_03.04.011/1 veda-aham antar manasi-Ipsitam te dadAmi yat tat duravApam
   anyaiḥ	anyEH
   BhP_03.04.011/2 satre purā viśva-sṛjāṃ vasūnāṃ mat-siddhi-kāmena vaso	Bhu-_03.04.011/2 satre purA viSva-sRjAm vasUnAm mat--sidDi--kAmena vasaH-
   tvayeṣṭaḥ	tvayA-izwaH
   BhP_03.04.012/1 sa eṣa sādho caramo bhavānām āsāditas te mad-anugraho yat	BhP_03.04.012/1 saH eza sADo caramaH BavAnAm AsAditaH te mad--anugrahaH yat-
   BhP_03.04.012/2 yan māṃ nṛlokān raha utsṛjantaṃ diṣṭyā dadṛśvān	Bhu-_03.04.012/2 yat mAm nR-lokAn rahaH utsRjantam dizwyA dadRSvAn
   viśadānuvṛttyā	viSada-anuvRttyA
   BhP_03.04.013/1 purā mayā proktam ajāya nābhye padme niṣaṇṇāya	Bhu-_03.04.013/1 purA mayA proktam ajAya nABye padme nizaNNAya
   mamādi-sarge	mama-Adi-sarge
   BhP_03.04.013/2 jñānaṃ paraṃ man-mahimāvabhāsaṃ yat sūrayo bhāgavataṃ	Bhu-_03.04.013/2 jQAnam param man--mahima-avaBAsam yat sUrayaH BAgavatam
   vadanti	vadanti
   BhP_03.04.014/1 ity ādṛtoktaḥ paramasya puṃsaḥ pratikṣaṇānugraha-bhājano	Bhu-_03.04.014/1 iti AdRta-uktaH paramasya puMsaH pratikzaNa-anugraha--BAjanaH-
   'ham	aham
   BhP_03.04.014/2 snehottha-romā skhalitākṣaras taṃ muñcañ chucaḥ prāñjalir	Bhu-_03.04.014/2 sneha-utTa-romA sKalita-akzaraH tam muQcan CucaH prAQjaliH-
   ābabhāṣe	AbaBAze
   BhP_03.04.015/1 ko nv īśa te pāda-saroja-bhājāṃ sudurlabho 'rtheṣu caturṣv	Bhu-_03.04.015/1 kaH nu ISa te pAda--saroja--BAjAm su-durlaBaH arTezu caturzu-
   apīha	api-iha
   BhP_03.04.015/2 tathāpi nāhaṃ pravṛṇomi bhūman	Bhu-_03.04.015/2 taTA-api na-aham pravRNomi BUman
   bhavat-padāmbhoja-niṣevaṇotsukaḥ	Bavat--pada-amBoja--nizevaNa-utsukaH
   BhP_03.04.016/1 karmāṇy anīhasya bhavo 'bhavasya te durgāśrayo	BhP_03.04.016/1 karmANi anIhasya BavaH aBavasya te durga-ASrayaH-
   'thāri-bhayāt palāyanam	aTa-ari-BayAt palAyanam
   BhP_03.04.016/2 kālātmano yat pramadā-yutāśramaḥ svātman-rateḥ khidyati	Bhu-_03.04.016/2 kAla-AtmanaH yat pramadA-yuta-ASramaH sva-Atman--rateH Kidyati
   dhīr vidām iha	DIH vidAm iha
   BhP_03.04.017/1 mantreṣu māṃ vā upahūya yat tvam	Bhu-_03.04.017/1 mantrezu mAm vA upahUya yat tvam
   akuṇṭhitākhaṇḍa-sadātma-bodhaḥ	akuNWita-aKaNxa--sat-Atma-boDaH
   BhP_03.04.017/2 pṛccheḥ prabho mugdha ivāpramattas tan no mano mohayatīva	BhP_03.04.017/2 pRcCeH praBo mugDaH iva-apramattaH tat naH manaH mohayati-iva
   deva	deva
   BhP_03.04.018/1 jñānaṃ paraṃ svātma-rahaḥ-prakāśaṃ provāca kasmai bhagavān	Bhu-_03.04.018/1 jQAnam param sva-Atma--rahaH--prakASam provAca kasmE BagavAn
   samagram	samagram
   BhP_03.04.018/2 api kṣamaṃ no grahaṇāya bhartar vadāñjasā yad vṛjinaṃ	Bhu-_03.04.018/2 api kzamam naH grahaNAya Bartar vadAQjasA yat vRjinam
   tarema	tarema
   BhP_03.04.019/1 ity āvedita-hārdāya mahyaṃ sa bhagavān paraḥ	Bhu-_03.04.019/1 iti Avedita-hArdAya mahyam sa BagavAn paraH
   BhP_03.04.019/2 ādideśāravindākṣa ātmanaḥ paramāṃ sthitim	Bhu-_03.04.019/2 AdideSa-aravinda-akzaH AtmanaH paramAm sTitim
   BhP_03.04.020/1 sa evam ārādhita-pāda-tīrthād	Bhu-_03.04.020/1 saH evam ArADita-pAda-tIrTAt-
   adhīta-tattvātma-vibodha-mārgaḥ	aDIta--tattva-Atma--viboDa--mArgaH
   BhP_03.04.020/2 praṇamya pādau parivṛtya devam ihāgato 'haṃ virahāturātmā	Bhu-_03.04.020/2 praNamya pAdO parivRtya devam iha-AgataH aham virahAtura-AtmA
   BhP_03.04.021/1 so 'haṃ tad-darśanāhlāda- viyogārti-yutaḥ prabho	Bhu-_03.04.021/1 saH aham tad--darSana-AhlAda viyoga-Arti--yutaH praBo
   BhP_03.04.021/2 gamiṣye dayitaṃ tasya badaryāśrama-maṇḍalam	Bhu-_03.04.021/2 gamizye dayitam tasya badaryASrama--maNxalam
   BhP_03.04.022/1 yatra nārāyaṇo devo naraś ca bhagavān ṛṣiḥ	Bhu-_03.04.022/1 yatra nArAyaNaH devaH naraH ca BagavAn RziH
   BhP_03.04.022/2 mṛdu tīvraṃ tapo dīrghaṃ tepāte loka-bhāvanau	Bhu-_03.04.022/2 mRdu tIvram tapaH dIrGam tepAte loka-BAvanO
   BhP_03.04.023/0 śrī-śuka uvāca	BhP_03.04.023/0 SrI-SukaH uvAca
