   śrīḥ	SrIH
   vīkṣamāṇāṃ vadhūṃ dṛṣṭvā jighṛkṣuḥ kūpago rasaḥ // VRrs_1.87 //	vIkzamANAm vaDUm dRzwvA jiGRkzuH kUpa-gaH rasaH // VRrH-_1.87 //
   udgacchati javātsāpi taṃ dṛṣṭvā yāti vegataḥ /	udgacCati javAt-sA-api tam dRzwvA yAti vegataH /
   anugacchati tāṃ sūtaḥ sīmānaṃ yojanonmitam // VRrs_1.88 //	anugacCati tAm sUtaH sImAnam yojana-unmitam // VRrH-_1.88 //
   pratyāyāti tataḥ kūpaṃ vegataḥ śivasaṃbhavaḥ /	pratyAyAti tatas kUpam vegataH Siva-saMBavaH /
   mārganirmitagarteṣu sthitaṃ gṛhṇanti pāradam /	mArga-nirmita-gartezu sTitam gRhNanti pAradam /
   patito darade deśe gauravādvahnivaktrataḥ // VRrs_1.89 //	patitaH darade deSe gOravAt-vahni-vaktrataH // VRrH-_1.89 //
   sa raso bhūtale līnastattaddeśanivāsinaḥ /	sa rasaH BU-tale lInaH-tad-tad-deSa-nivAsinaH /
   tāṃ mṛdaṃ pātanāyantre kṣiptvā sūtaṃ haranti ca // VRrs_1.90 //	tAm mRdam pAtanAyantre kziptvA sUtam haranti ca // VRrH-_1.90 //
   iti śrīvaidyapatisiṃhaguptasya sūnorvāgbhaṭācāryasya |	iti SrI-vEdya-pati-siMhaguptasya sUnoH-vAgBawa-AcAryasya |
   kṛtau rasaratnasamuccaye rasotpattirnāma |	kRtO rasaratna-samuccaye rasotpattiH-nAma |
   prathamo 'dhyāyaḥ || VRrs_1 ||	praTamaH aDyAyaH || VRrH-_1 ||
   atha dvitīyo 'dhyāyaḥ	aTa dvitIyaH aDyAyaH
   [mahārasāḥ]	[mahArasAH]
   abhravaikrāntamākṣīkavimalādrijasasyakam /	aBra-vEkrAnta-mAkzIka-vimala-adrija-sasyakam /
   capalo rasakaśceti jñātvāṣṭau saṃgrahedrasān // VRrs_2.1 //	capalaH rasakaH-ca-iti jQAtvA-azwO saMgrahet-rasAn // VRrH-_2.1 //
   [devyā rajo bhavedgandho dhātuḥ śukraṃ tathābhrakam iti kṣepakaḥ] //	[devyAH rajaH Bavet-ganDaH DAtuH Sukram taTA-aBrakam iti kzepakaH] //
   VRrs_2.2 //	VRrH-_2.2 //
   gaurītejaḥ paramamamṛtaṃ vātapittakṣayaghnaṃ prajñābodhi praśamitarujaṃ	gOrItejaH paramam-amRtam vAta-pitta-kzaya-Gnam prajQA-aboDi praSamita-rujam
   vṛṣyamāyuṣyamagryam /	vRzyam-Ayuzyam-agryam /
   balyaṃ snigdhaṃ rucidamakaphaṃ dīpanaṃ śītavīryaṃ tattadyogaiḥ	balyam snigDam ruci-dam-akaPam dIpanam SIta-vIryam tad-tad-yogEH
   sakalagadahṛdvyoma sūtendrabandhi // VRrs_2.3 //	sakala-gada-hRt-vyoma sUtendra-banDi // VRrH-_2.3 //
   rājahastādadhastādyatsamānītaṃ ghanaṃ khaneḥ /	rAjahastAt-aDastAt-yat-samAnItam Ganam KaneH /
   bhavettaduktaphaladaṃ niḥsattvaṃ niṣphalaṃ param // VRrs_2.4 //	Bavet-tad-ukta-Pala-dam niHsattvam nizPalam param // VRrH-_2.4 //
   pinākaṃ nāgamaṇḍūkaṃ vajramityabhrakaṃ matam /	pinAkam nAga-maNxUkam vajram-iti-aBrakam matam /
   śvetādivarṇabhedena pratyekaṃ taccaturvidham // VRrs_2.5 //	Sveta-Adi-varNa-Bedena pratyekam tat-caturviDam // VRrH-_2.5 //
   pinākaṃ pāvakottaptaṃ vimuñcati daloccayam /	pinAkam pAvaka-uttaptam vimuQcati dala-uccayam /
   tatsevitaṃ malaṃ baddhvā mārayatyeva mānavam // VRrs_2.6 //	tad-sevitam malam badDvA mArayati-eva mAnavam // VRrH-_2.6 //
   nāgābhraṃ nāgavatkuryāddhvaniṃ pāvakasaṃsthitam /	nAgABram nAga-vat-kuryAt-Dvanim pAvaka-saMsTitam /
   tadbhuktaṃ kurute kuṣṭhaṃ maṇḍalākhyaṃ na saṃśayaḥ // VRrs_2.7 //	tat-Buktam kurute kuzWam maNxala-AKyam na saMSayaH // VRrH-_2.7 //
   utplutyotplutya maṇḍūkaṃ dhmātaṃ patati cābhrakam /	utplutya-utplutya maNxUkam DmAtam patati ca-aBrakam /
   tatkuryādaśmarīrogamasādhyaṃ śastrato 'nyathā // VRrs_2.8 //	tat-kuryAt-aSmarI-rogam-asADyam SastrataH anyaTA // VRrH-_2.8 //
   vajrābhraṃ vahnisaṃtaptaṃ nirmuktāśeṣavaikṛtam /	vajrABram vahni-saMtaptam nirmukta-aSeza-vEkRtam /
   dehalohakaraṃ tacca sarvarogaharaṃ param // VRrs_2.9 //	deha-loha-karam tat-ca sarva-roga-haram param // VRrH-_2.9 //
   śvetaṃ raktaṃ ca pītaṃ ca kṛṣṇamevaṃ caturvidham /	Svetam raktam ca pItam ca kRzNam-evam caturviDam /
   śvetaṃ śvetakriyāsūktaṃ raktābhaṃ raktakarmaṇi /	Svetam Sveta-kriyAsu-uktam rakta-ABam rakta-karmaNi /
   pītābhamabhrakaṃ yattu śreṣṭhaṃ tatpītakarmaṇi // VRrs_2.10 //	pIta-ABam-aBrakam yat-tu SrezWam tad-pIta-karmaNi // VRrH-_2.10 //
   caturvidhaṃ varaṃ vyoma yadyapyuktaṃ rasāyane /	caturviDam varam vyoma yadi-api-uktam rasAyane /
   tathāpi kṛṣṇavarṇābhraṃ koṭikoṭiguṇādhikam // VRrs_2.11 //	taTA-api kRzNa-varNa-aBram kowi-kowi-guNa-aDikam // VRrH-_2.11 //
   snigdhaṃ pṛthudalaṃ varṇasaṃyuktaṃ bhārato 'dhikam /	snigDam pRTu-dalam varNa-saMyuktam BArataH aDikam /
   sukhanirmocyapatraṃ ca tadabhraṃ śastamīritam // VRrs_2.12 //	suKa-nirmocya-patram ca tat-aBram Sastam-Iritam // VRrH-_2.12 //
   sacandrikaṃ ca kiṭṭābhaṃ vyoma na grāsayedrasaḥ /	sa-candrikam ca kiwwa-ABam vyoma na grAsayet-rasaH /
   grasitaś ca niyojyo 'sau lohe caiva rasāyane // VRrs_2.13 //	grasitaH ca niyojyaH asO lohe ca-eva rasAyane // VRrH-_2.13 //
   niścandrikaṃ mṛtaṃ vyoma sevyaṃ sargadeṣu ca /	niScandrikam mRtam vyoma sevyam sargadezu ca /
   sevitaṃ candrasaṃyuktaṃ mehaṃ mandānalaṃ caret // VRrs_2.14 //	sevitam candra-saMyuktam meham manda-analam caret // VRrH-_2.14 //
   yairuktaṃ yuktinirmuktaiḥ patrābhrakarasāyanam /	yEH-uktam yukti-nirmuktEH patra-aBraka-rasAyanam /
   tairdṛṣṭaṃ kālakūṭākhyaṃ viṣaṃ jīvanahetave // VRrs_2.15 //	tEH-dRzwam kAlakUwa-AKyam vizam jIvana-hetave // VRrH-_2.15 //
   sattvārthaṃ sevanārthaṃ ca yojayecchodhitābhrakam /	sattva-arTam sevana-arTam ca yojayet-SoDita-aBrakam /
   anyathā tvaguṇaṃ kṛtvā vikarotyeva niścitam // VRrs_2.16 //	anyaTA tu-aguNam kRtvA vikaroti-eva niScitam // VRrH-_2.16 //
   prataptaṃ saptavārāṇi nikṣiptaṃ kāñjake 'bhrakam /	prataptam sapta-vArANi nikziptam kAQjake aBrakam /
   nirdoṣaṃ jāyate nūnaṃ prakṣiptaṃ vāpi gojale // VRrs_2.17 //	nirdozam jAyate nUnam prakziptam vA-api go-jale // VRrH-_2.17 //
   triphalākvathite cāpi gavāṃ dugdhe viśeṣataḥ /	triPalA-kvaTite ca-api gavAm dugDe viSezataH /
   tato dhānyābhrakaṃ kṛtvā piṣṭvā matsyākṣikārasaiḥ // VRrs_2.18 //	tatas DAnyABrakam kRtvA pizwvA matsyAkzikA-rasEH // VRrH-_2.18 //
   cakrīṃ kṛtvā viśoṣyātha puṭedardhebhake puṭe /	cakrIm kRtvA viSozya-aTa puwet-arDeBake puwe /
   puṭedevaṃ hi ṣaḍvāraṃ paunarnavarasaiḥ saha // VRrs_2.19 //	puwet-evam hi zaz-vAram pOnarnava-rasEH saha // VRrH-_2.19 //
   kalāṃśaṭaṅkaṇenāpi saṃmardya kṛtacakrikam /	kalA-aMSa-waFkaNena-api saMmardya kRta-cakrikam /
   ardhebhākhyapuṭaistadvatsaptavāraṃ puṭetkhalu // VRrs_2.20 //	arDeBa-AKya-puwEH-tadvat-sapta-vAram puwet-Kalu // VRrH-_2.20 //
   evaṃ vāsārasenāpi taṇḍulīyarasena ca /	evam vAsA-rasena-api taNxulIya-rasena ca /
   prapuṭetsaptavārāṇi pūrvaproktavidhānataḥ // VRrs_2.21 //	prapuwet-sapta-vArANi pUrva-prokta-viDAnataH // VRrH-_2.21 //
   evaṃ siddhaṃ ghanaṃ sarvayogeṣu viniyojayet // VRrs_2.22 //	evam sidDam Ganam sarva-yogezu viniyojayet // VRrH-_2.22 //
   cūrṇābhraṃ śālisaṃyuktaṃ vastrabaddhaṃ hi kāñjike /	cUrNa-aBram SAli-saMyuktam vastra-badDam hi kAQjike /
   niryātaṃ mardanādvastrāddhānyābhramiti kathyate // VRrs_2.23 //	niryAtam mardanAt-vastrAt-DAnyABram-iti kaTyate // VRrH-_2.23 //
   dhānyābhraṃ kāsamardasya rasena parimarditam /	DAnyABram kAsamardasya rasena parimarditam /
   puṭitaṃ daśavāreṇa mriyate nātra saṃśayaḥ // VRrs_2.24 //	puwitam daSa-vAreNa mriyate na-atra saMSayaH // VRrH-_2.24 //
   tadvanmustārasenāpi tandulīyarasena ca /	tadvat-mustA-rasena-api tandulIya-rasena ca /
   pītāmalakasaubhāgyapiṣṭaṃ cakrīkṛtābhrakam // VRrs_2.25 //	pIta-Amalaka-sOBAgya-pizwam cakrIkRta-aBrakam // VRrH-_2.25 //
   puṭitaṃ ṣaṣṭivārāṇi sindūrābhaṃ prajāyate /	puwitam zazwi-vArANi sindUra-ABam prajAyate /
   kṣayādyakhilarogaghnaṃ bhavedrogānupānataḥ // VRrs_2.26 //	kzaya-Adi-aKila-roga-Gnam Bavet-roga-anupAnataH // VRrH-_2.26 //
   vaṭamūlatvacaḥ kvāthaistāmbūlīpatrasārataḥ /	vawa-mUla-tvacaH kvATEH-tAmbUlI-patra-sArataH /
   vāsāmatsyākṣikābhyāṃ vā mīnākṣyā sakaṭillayā // VRrs_2.27 //	vAsA-matsyAkzikAByAm vA mInAkzyA sa-kawillayAH // VRrH-_2.27 //
   payasā vaṭavṛkṣasya marditaṃ puṭitaṃ ghanam /	payasA vawa-vRkzasya marditam puwitam Ganam /
   bhavedviṃśativāreṇa sindūrasadṛśaprabham // VRrs_2.28 //	Bavet-viMSati-vAreNa sindUra-sadRSa-praBam // VRrH-_2.28 //
   pādāṃśaṭaṅkaṇopetaṃ musalīrasamarditam /	pAda-aMSa-waFkaNa-upetam musalI-rasa-marditam /
   rundhyātkoṣṭyāṃ dṛḍhaṃ dhmātaṃ sattvarūpaṃ bhaved dhanam // VRrs_2.29 //	runDyAt-kozwyAm dRXam DmAtam sattva-rUpam Bavet Danam // VRrH-_2.29 //
   kāsamardaghanadhvānavāsānāṃ ca punarbhuvaḥ /	kAsamarda-Gana-DvAna-vAsAnAm ca punarBuvaH /
   matsyākṣyāḥ kāṇḍavallyāś ca haṃsapādyā rasaiḥ pṛthak // VRrs_2.30 //	matsyAkzyAH kANxavallyAH ca haMsapAdyAH rasEH pRTak // VRrH-_2.30 //
   piṣṭvā piṣṭvā prayatnena śoṣayeddharmayogataḥ /	pizwvA pizwvA prayatnena Sozayet-Darma-yogataH /
   palaṃ godhūmacūrṇasya kṣudramatsyāś ca ṭaṅkaṇam // VRrs_2.31 //	palam goDUma-cUrNasya kzudra-matsyAH ca waFkaNam // VRrH-_2.31 //
   pratyekamaṣṭamāṃśena datvā datvā vimardayet /	pratyekam-azwama-aMSena datvA datvA vimardayet /
   mardane mardane samyakśoṣayedraviraśmibhiḥ // VRrs_2.32 //	mardane mardane samyak-Sozayet-ravi-raSmiBiH // VRrH-_2.32 //
   pañcājaṃ pañcagavyaṃ vā pañcamāhiṣameva ca /	paQcAjam paQcagavyam vA paQcamAhizam-eva ca /
   kṣiptvā golānprakurvīta kiṃcittindukato 'dhikān // VRrs_2.33 //	kziptvA golAn-prakurvIta kiMcid-tindukataH aDikAn // VRrH-_2.33 //
   payo dadhi ghṛtaṃ mūtraṃ saviṭkaṃ cājamucyate /	payaH daDi GRtam mUtram sa-viwkam ca-Ajam-ucyate /
   adhaḥpātanakoṣṭyāṃ hi dhmātvā sattvaṃ nipātayet // VRrs_2.34 //	aDaHpAtana-kozwyAm hi DmAtvA sattvam nipAtayet // VRrH-_2.34 //
   koṣṭhyāṃ kiṭṭaṃ samāhṛtya vicūrṇya ravakānharet /	kozWyAm kiwwam samAhRtya vicUrNya ravakAn-haret /
   tatkiṭṭaṃ svalpaṭaṅkena gomayena vimardya ca // VRrs_2.35 //	tat-kiwwam su-alpa-waFkena gomayena vimardya ca // VRrH-_2.35 //
   golānvidhāya saṃśoṣya gharme bhūyo 'pi pūrvavat /	golAn-viDAya saMSozya Garme BUyas api pUrvavat /
   bhūyaḥ kiṭṭaṃ samāhṛtya mṛditvā sattvamāharet // VRrs_2.36 //	BUyas kiwwam samAhRtya mRditvA sattvam-Aharet // VRrH-_2.36 //
   atha sattvakaṇāṃstāṃstu kvāthayitvāmlakāñjikaiḥ /	aTa sattva-kaNAn=-tAn=-tu kvATayitvA-amla-kAQjikEH /
   śodhanīyagaṇopettaṃ mūṣāmadhye nirudhya ca // VRrs_2.37 //	SoDanIya-gaNa-upettam mUzA-maDye niruDya ca // VRrH-_2.37 //
   samyagdrutaṃ samāhṛtya dvivāraṃ pradhameddhanam /	samyak-drutam samAhRtya dvi-vAram praDamet-Danam /
   iti śuddhaṃ bhavetsattvaṃ yojyaṃ rasarasāyane // VRrs_2.38 //	iti SudDam Bavet-sattvam yojyam rasa-rasAyane // VRrH-_2.38 //
   madhutailavasājyeṣu drāvitaṃ parivāpitam /	maDu-tEla-vasA-Ajyezu drAvitam parivApitam /
   mṛdu syāddaśavāreṇa sattvaṃ lohādikaṃ kharam // VRrs_2.39 //	mRdu syAt-daSa-vAreNa sattvam loha-Adikam Karam // VRrH-_2.39 //
   paṭṭacurṇaṃ vidhāyātha goghṛtena pariplutam /	pawwa-curNam viDAya-aTa go-GRtena pariplutam /
   bharjayetsaptavārāṇi cullīsaṃsthitakharpare // VRrs_2.40 //	Barjayet-sapta-vArANi cullI-saMsTita-Karpare // VRrH-_2.40 //
   agnivarṇaṃ bhavedyāvadvāraṃ vāraṃ vicūrṇayet /	agni-varNam Bavet-yAvat-vAram vAram vicUrNayet /
   tṛṇaṃ kṣiptvā dahedyāvattāvadvā bharjanaṃ caret // VRrs_2.41 //	tRNam kziptvA dahet-yAvat-tAvat-vA Barjanam caret // VRrH-_2.41 //
   tataḥ sagandhakaṃ piṣṭvā vaṭamūlakaṣāyataḥ /	tatas sa-ganDakam pizwvA vawa-mUla-kazAyataH /
   puṭedviṃśativāreṇa vārāheṇa puṭena hi // VRrs_2.42 //	puwet-viMSati-vAreNa vArAheNa puwena hi // VRrH-_2.42 //
   punarviṃśativārāṇi triphalotthakaṣāyataḥ /	punar-viMSati-vArANi triPalA-utTa-kazAyataH /
   triphalāmuṇḍikābhṛṅgapatrapathyākṣamūlakaiḥ // VRrs_2.43 //	triPalA-muNxikA-BRFga-patra-paTyA-akza-mUlakEH // VRrH-_2.43 //
   bhāvayitvā prayoktavyaṃ sarvarogeṣu mātrayā /	BAvayitvA prayoktavyam sarva-rogezu mAtrayA /
   sattvābhrātkiṃcidaparaṃ nirvikāraṃ guṇādhikam // VRrs_2.44 //	sattva-aBrAt-kiMcid-aparam nirvikAram guNa-aDikam // VRrH-_2.44 //
   evaṃ cecchatavārāṇi puṭapākena sādhitam /	evam ced-Sata-vArANi puwapAkena sADitam /
   guṇavajjāyate 'tyarthaṃ paraṃ pācanadīpanam // VRrs_2.45 //	guNavat-jAyate atyarTam param pAcana-dIpanam // VRrH-_2.45 //
   gandharvapatratoyena guḍena saha bhāvitam /	ganDarva-patra-toyena guxena saha BAvitam /
   adhordhvaṃ vaṭapatrāṇi niścandraṃ tripuṭaiḥ khagam // VRrs_2.46 //	aDorDvam vawa-patrANi niScandram tri-puwEH Kagam // VRrH-_2.46 //
   kṣudhaṃ karoti cātyarthaṃ guñjārdhamitisevayā /	kzuDam karoti ca-atyarTam guQjA-arDa-miti-sevayA /
   tattadrogaharairyogaiḥ sarvarogaharaṃ param // VRrs_2.47 //	tad-tad-roga-harEH-yogEH sarva-roga-haram param // VRrH-_2.47 //
   sattvasya golakaṃ dhmātaṃ sasyasaṃyuktakāñjike /	sattvasya golakam DmAtam sasya-saMyukta-kAQjike /
   nirvāpya tatkṣaṇenaiva kuṭṭayellohapārayā // VRrs_2.48 //	nirvApya tad-kzaNena-eva kuwwayet-loha-pArayA // VRrH-_2.48 //
   saṃpratāpya ghanasthūlakaṇānkṣiptvātha kāñjike /	saMpratApya Gana-sTUla-kaNAn-kziptvA-aTa kAQjike /
   tatkṣaṇena samāhṛtya kuṭṭayitvā rajaścaret // VRrs_2.49 //	tad-kzaNena samAhRtya kuwwayitvA rajaH-caret // VRrH-_2.49 //
   goghṛtena ca taccūrṇaṃ bharjayetpūrvavastridhā /	go-GRtena ca tat-cUrNam Barjayet-pUrvavaH-triDA /
   dhātrīphalarasaistadvaddhātrīpatrarasena vā // VRrs_2.50 //	DAtrI-Pala-rasEH-tadvat-DAtrI-patra-rasena vA // VRrH-_2.50 //
   bharjena bharjena kāryaṃ śilāpaṭṭena paṣeṇam /	Barjena Barjena kAryam SilA-pawwena pazeNam /
   tataḥ punarnavāvāsārasaiḥ kāñjikamiśritaiḥ // VRrs_2.51 //	tatas punarnavA-vAsA-rasEH kAQjika-miSritEH // VRrH-_2.51 //
   prapuṭeddaśavārāṇi daśavārāṇi gandhakaiḥ /	prapuwet-daSa-vArANi daSa-vArANi ganDakEH /
   evaṃ saṃśodhitaṃ vyomasattvaṃ sarvaguṇottaram // VRrs_2.52 //	evam saMSoDitam vyoma-sattvam sarva-guNa-uttaram // VRrH-_2.52 //
   yatheṣṭaṃ viniyoktavyaṃ jāraṇe ca rasāyane /	yaTezwam viniyoktavyam jAraNe ca rasAyane /
   drutayo naiva nirdiṣṭāḥ śāstre dṛṣṭā api dṛḍham /	drutayaH na-eva nirdizwAH SAstre dRzwAH api dRXam /
   vinā śaṃbhoḥ prasādena na sidhyanti kadācana // VRrs_2.53 //	vinA SaMBoH prasAdena na siDyanti kadAcana // VRrH-_2.53 //
   vellavyoṣasamanvitaṃ ghṛtayutaṃ vallonmitaṃ sevitaṃ divyābhraṃ	vella-vyoza-samanvitam GRta-yutam valla-unmitam sevitam divya-aBram
   kṣayapāṇḍuruggrahaṇikāśūlāmakuṣṭhāmayam /	kzaya-pANxu-ruj-grahaNikA-SUla-Ama-kuzWa-Amayam /
   jūrtiṃ śvāsagadaṃ pramehamaruciṃ kāsāmayaṃ durdharaṃ mandāgniṃ	jUrtim SvAsa-gadam prameham-arucim kAsa-Amayam durDaram manda-agnim
   jaṭharavyathāṃ vijayate yogairaśeṣāmayān // VRrs_2.54 //	jaWara-vyaTAm vijayate yogEH-aSeza-AmayAn // VRrH-_2.54 //
   atha vaikrāntaḥ -	aTa vEkrAntaH -
   aṣṭāsraścāṣṭaphalakaḥ ṣaṭkoṇo masṛṇo guruḥ /	azwa-asraH-ca-azwa-PalakaH zaz-koNaH masRNaH guruH /
   śuddhamiśritavarṇaiś ca yukto vaikrānta ucyate // VRrs_2.55 //	SudDa-miSrita-varNEH ca yuktaH vEkrAntaH ucyate // VRrH-_2.55 //
   śveto raktaś ca pītaś ca nīlaḥ pārāpatacchaviḥ /	SvetaH raktaH ca pItaH ca nIlaH pArApata=-CaviH /
   śyāmalaḥ kṛṣṇavarṇaś ca karburaścāṣṭadhā hi saḥ // VRrs_2.56 //	SyAmalaH kRzNa-varNaH ca karburaH-ca-azwaDA hi saH // VRrH-_2.56 //
   āyuḥpradaś ca balavarṇakaro 'tivṛṣyaḥ /	AyuH-pradaH ca bala-varNa-karaH ati-vRzyaH /
   prajñāpradaḥ sakaladoṣagadāpahārī /	prajQA-pradaH sakala-doza-gada-apahArI /
   dīptāgnikṛtpavisamānaguṇastarasvī /	dIpta-agni-kRt-pavi-samAna-guNaH-tarasvI /
   vaikrāntakaḥ khalu vapurbalalohakārī // VRrs_2.57 //	vEkrAntakaH Kalu vapuH-bala-loha-kArI // VRrH-_2.57 //
   rasāyaneṣu sarveṣu pūrvagaṇyaḥ pratāpavān /	rasAyanezu sarvezu pUrva-gaNyaH pratApavAn /
   vajrasthāne niyoktavyo vaikrāntaḥ sarvadoṣahā // VRrs_2.58 //	vajra-sTAne niyoktavyaH vEkrAntaH sarva-doza-hA // VRrH-_2.58 //
   [granthāntare daityendro māhiṣaḥ siddhaḥ sahadevasamudbhavaḥ] /	[granTa-antare dEtya-indraH mAhizaH sidDaH sahadeva-samudBavaH] /
   durgā bhagavatī devī taṃ śūlena vyamardayat // VRrs_2.59 //	durgA BagavatI devI tam SUlena vyamardayat // VRrH-_2.59 //
   tasya raktaṃ tu patitaṃ yatra yatra sthitaṃ bhuvi /	tasya raktam tu patitam yatra yatra sTitam Buvi /
   tatra tatra tu vaikrāntaṃ vajrākāraṃ mahārasam // VRrs_2.60 //	tatra tatra tu vEkrAntam vajra-AkAram mahArasam // VRrH-_2.60 //
   vindhyasya dakṣiṇe vāsti hyuttare vāsti sarvataḥ /	vinDyasya dakziNe vA-asti hi-uttare vA-asti sarvatas /
   vikṛntayati lohāni tena vaikrāntakaḥ smṛtaḥ // VRrs_2.61 //	vikRntayati lohAni tena vEkrAntakaH smRtaH // VRrH-_2.61 //
   śvetaḥ pītastathā rakto nīlaḥ pārāvataprabhaḥ /	SvetaH pItaH-taTA raktaH nIlaH pArAvata-praBaH /
   mayūrakaṇṭhasadṛśaścānyo marakataprabhaḥ // VRrs_2.62 //	mayUra-kaNWa-sadRSaH-ca-anyaH marakata-praBaH // VRrH-_2.62 //
   dehasiddhikaraṃ kṛṣṇaṃ pīte pītaṃ site sitam /	deha-sidDi-karam kRzNam pIte pItam site sitam /
   sarvārthasiddhidaṃ raktaṃ tathā marakataprabham // VRrs_2.63 //	sarva-arTa-sidDi-dam raktam taTA marakata-praBam // VRrH-_2.63 //
   śeṣe dve niṣphale varjye vaikrāntamiti saptadhā // VRrs_2.64 //	Seze dve nizPale varjye vEkrAntam-iti saptaDA // VRrH-_2.64 //
   athāharaṇavidhiḥ -	aTa-AharaNa-viDiH -
   yatra kṣetre sthitaṃ caiva vaikrāntaṃ tatra bhairavam /	yatra kzetre sTitam ca-eva vEkrAntam tatra BEravam /
   vināyakaṃ ca saṃpūjya gṛhṇīyācchuddhamānasaḥ // VRrs_2.65 //	vinAyakam ca saMpUjya gRhNIyAt-SudDa-mAnasaH // VRrH-_2.65 //
   vaikrānto vajrasadṛśo dehalohakaro mataḥ /	vEkrAntaH vajra-sadRSaH deha-loha-karaH mataH /
   viṣaghno rasarājaś ca jvarakuṣṭhakṣyapraṇut // VRrs_2.66 //	viza-GnaH rasarAjaH ca jvara-kuzWa-kzya-praNud // VRrH-_2.66 //
   vaikrāntakāḥ syustridinaṃ viśuddhāḥ saṃsveditāḥ kṣārapaṭūni datvā /	vEkrAntakAH syuH-tri-dinam viSudDAH saMsveditAH kzAra-pawUni datvA /
   amleṣu mūtreṣu kulattharambhānīre 'thavā kodravavāripakvāḥ // VRrs_2.67 //	amlezu mUtrezu kulatTa-ramBA-nIre aTavA kodrava-vAri-pakvAH // VRrH-_2.67 //
   kulatthakvāthasaṃsvinno vaikrāntaḥ pariśudhyati /	kulatTa-kvATa-saMsvinnaH vEkrAntaH pariSuDyati /
   mriyate 'ṣṭapuṭairgandhanimbukadravasaṃyutaḥ // VRrs_2.68 //	mriyate azwa-puwEH-ganDa-nimbuka-drava-saMyutaH // VRrH-_2.68 //
   vaikrānteṣu ca tapteṣu hayamūtraṃ vinikṣipet /	vEkrAntezu ca taptezu haya-mUtram vinikzipet /
   paunaḥpunyena vā kuryāddravaṃ datvā puṭaṃ tvanu // VRrs_2.69 //	pOnaHpunyena vA kuryAt-dravam datvA puwam tu-anu // VRrH-_2.69 //
   bhasmībhūtaṃ tu vaikrāntaṃ vajrasthāne niyojayet /	BasmIBUtam tu vEkrAntam vajra-sTAne niyojayet /
   mokṣamoraṭapālāśakṣāragomūtrabhāvitam // VRrs_2.70 //	mokza-morawa-pAlASa-kzAra-go-mUtra-BAvitam // VRrH-_2.70 //
   vajrakandaniśākalkaphalacūrṇasamanvitam /	vajrakanda-niSA-kalka-Pala-cUrNa-samanvitam /
   tatkalkaṃ ṭaṅkaṇaṃ lākṣācūrṇaṃ vaikrāntasaṃbhavam // VRrs_2.71 //	tad-kalkam waFkaNam lAkzA-cUrNam vEkrAnta-saMBavam // VRrH-_2.71 //
   navasārasamāyuktaṃ meṣaśṛṅgīdravānvitaṃ /	navasAra-samAyuktam mezaSRFgI-drava-anvitam /
   piṇḍitaṃ mūkamūṣasthaṃ dhmāpitaṃ ca haṭhāgninā // VRrs_2.72 //	piNxitam mUkamUza-sTam DmApitam ca haWa-agninA // VRrH-_2.72 //
   tatraiva patate sattvaṃ vaikrāntasya na saṃśayaḥ /	tatra-eva patate sattvam vEkrAntasya na saMSayaH /
   sattvapātanayogena marditaś ca vaṭīkṛtaḥ /	sattva-pAtana-yogena marditaH ca vawIkRtaH /
   mūṣāstho ghaṭikādhmāto vaikrāntaḥ sattvamutsṛjet // VRrs_2.73 //	mUzA-sTaH GawikA-DmAtaH vEkrAntaH sattvam-utsRjet // VRrH-_2.73 //
   bhasmatvaṃ samupāgato vikṛtako hemnā mṛtenānvitaḥ pādāṃśena	Basma-tvam samupAgataH vikRtakaH hemnA mRtena-anvitaH pAda-aMSena
   kaṇājyavellasahito guñjāmitaḥ sevitaḥ /	kaNA-Ajya-vella-sahitaH guQjA-mitaH sevitaH /
   yakṣmāṇaṃ jaraṇaṃ ca pāṇḍugudajaṃ śvāsaṃ ca kāsāmayaṃ duṣṭāṃ ca	yakzmANam jaraNam ca pANxu-guda-jam SvAsam ca kAsa-Amayam duzwAm ca
   grahaṇīmuraḥkṣatamukhānrogāñjayyeddehakṛt // VRrs_2.74 //	grahaNIm-uraH-kzata-muKAn-rogAn-jayyet-deha-kRt // VRrH-_2.74 //
   sūtabhasmārdhasaṃyuktaṃ nīlavaikrāntabhasmakaṃ /	sUta-Basma-arDa-saMyuktam nIla-vEkrAnta-Basmakam /
   mṛtābhrasattvamubhayostulitaṃ parimarditam // VRrs_2.75 //	mRta-aBra-sattvam-uBayoH-tulitam parimarditam // VRrH-_2.75 //
   kṣaudrājyasaṃyutaṃ prātarguñjāmātraṃ niṣevitam /	kzOdra-Ajya-saMyutam prAtar-guQjA-mAtram nizevitam /
   nihanti sakalānrogāndurjayānanyabheṣajaiḥ /	nihanti sakalAn-rogAn-durjaya-ananya-BezajEH /
   triḥsaptadivasairn.Rṇāṃ gaṅgāmbha iva pātakam // VRrs_2.76 //	tris-sapta-divasEH-n.RNAm gaFgA-amBaH iva pAtakam // VRrH-_2.76 //
   atha mākṣikam -	aTa mAkzikam -
   suvarṇaśailaprabhavo viṣṇunā kāñcano rasaḥ /	suvarNa-SEla-praBavaH vizNunA kAQcanaH rasaH /
   tāpyāṃ kirātacīneṣu yavaneṣu ca nirmitaḥ // VRrs_2.77 //	tApyAm kirAta-cInezu yavanezu ca nirmitaH // VRrH-_2.77 //
