   Adhyaya 3, Pada 1	ADyayaH 3, Pada 1
   idamityullekhena tadabhāvāt /	idam iti ulleKena tad aBAvAt /
   ata eva smṛtiviparyāso 'yamiti cenna /	atas eva smRti viparyAsaH ayam iti ced na /
   smṛtitvasyaivāsiddheḥ /	smRti tvasya eva asidDeH /
   na dvitīyaḥ /	na dvitIyaH /
   viṣayasānnidhyasyopapāditatvāt /	vizaya sAnniDyasya upapAdita tvAt /
   na tṛtīyaḥ /	na tRtIyaH /
   padārthajanmani saṃskārasyopakṣīṇatvenāsiddheḥ /	padArTa janmani saMskArasya upakzINa tvena asidDeH /
   tasmādyathā manorathe dhyāne vā saṃskārayonīnarthānmanasānubhavatyevaṃ	tasmAt yaTA manoraTe DyAne vA saMskAra yonIn arTAn manasA anuBavati evam
   svapne 'pīti kimanupapannam /	svapne api iti kim anupapannam /
   iyāṃstu viśeṣaḥ /	iyAn= tu viSezaH /
   manorathādau prayatnapūrvikā padārthasṛṣṭiḥ /	manoraTa AdO prayatna pUrvikA padArTa sRzwiH /
   svapne punarīśva(recchādhī)rādhīnaiveti /	svapne punar ISva(ra icCA DI)rADInA eva iti /
   apare tu bhavatyevāyamanubhavaḥ /	apare tu Bavati eva ayam anuBavaH /
   kintu jāgarānubhūtasmartavyārtha eveti manyante /	kintu jAgara anuBUta smartavya arTaH eva iti manyante /
   tadapyasat /	tat api asat /
   tathāhi /	taTA hi /
   kimayamanubhavo yathārtha utāyathārthaḥ /	kim ayam anuBavaH yaTArTaH uta ayaTa arTaH /
   nādyaḥ /	na AdyaH /
   bāhyārthānāṃ deśakālaviprakṛṣṭatvena tadanupapatteḥ /	bAhya arTAnAm deSa kAla viprakRzwa tvena tad anupapatteH /
   dvitīye vaktavyaṃ kimayamagaje gajatvollekhītyayamayathārthaḥ, kiṃvā gaja	dvitIye vaktavyam kim ayam agaje gaja tvA ulleKI iti ayam ayaTArTaH, kiMvA gaja
   evāsannikṛṣṭe sannikṛṣṭatvollekhītyayathārthaḥ /	eva Asat nikRzwe sannikRzwa tva ulleKI iti ayaTArTaH /
   ādye nāyaṃ gajaḥ kintu gavaya eveti bādodayaḥ syāt /	Adye na ayam gajaH kintu gavaye eva iti bAda udayaH syAt /
   dvitīye nāyaṃ sannikṛṣṭaḥ kinnāma viprakṛṣṭa iti bādho bhavet /	dvitIye na ayam sannikRzwaH kinnAma viprakRzwaH iti bADaH Bavet /
   na caitadasti /	na ca etat asti /
   tasmātsaṃskāraprabhavasannikṛṣṭasatyārthapramitireveyamiti yuktam /	tasmAt saMskAra praBava sannikRzwa satya arTa pramitiH eva iyam iti yuktam /
   kathaṃ tarhi śrutismṛtiṣu svapnapratīterbhrāntitvamucyata ityata āha 	kaTam tarhi Sruti smRtizu svapna pratIteH BrAnti tvam ucyate iti atas Aha 
   bhrāntiriti //	BrAntiH iti //
   ... bhrāntirjāgrattvameva hi // MAnuv_3,2.8d //	... BrAntiH jAgrat tvam eva hi // MA anuv_3,2.8d //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   jāgrattvamiti tatpratītimupalakṣayati /	jAgrat tvam iti tat pratItim upalakzayati /
   eveti padārthasvarūpaṃ vyāvartayati /	eva iti padArTa svarUpam vyAvartayati /
   jāgrattvaṃ jāgarānubhūtapadārthairekatvam /	jAgrat tvam jAgara anuBUta padArTEH eka tvam /
   svapne hi tātkālikatayādṛṣṭacarāneva tanayādīndṛṣṭacaratayānusandhatte /	svapne hi tAtkAlika tayA adRzwa carAn eva tanaya AdIn dRzwa cara tayA anusanDatte /
   yadvā jāgrattvaṃ nāma gaganādīnāṃ nityatvādikam /	yat vA jAgrat tvam nAma gagana AdInAm nitya tva Adikam /
   ghaṭādīnāṃ mṛdādyupādānakatvaṃ bāhyārthakriyākṣamatvamityādi grāhyam /	Gawa AdInAm mRdA Adi upAdAnaka tvam bAhya arTa kriyA akzama tvam ityAdi grAhyam /
   jāgrattvapratīterbhrāntitvāttadviṣayaṃ śrutyādikamiti bhāvaḥ /	jAgrat tva pratIteH BrAnti tvAt tat vizayam Sruti Adikam iti BAvaH /
   syādetat /	syAt etat /
   jāgrattvasyāpi saṃskāro 'styeveti sopādānatvasambhavātkathaṃ tatpratītiḥ	jAgrat tvasya api saMskAraH asti eva iti sa upAdAna tva samBavAt kaTam tad pratItiH
   bhrāntirityucyate /	BrAntiH iti ucyate /
   anyathār'thapratītirapi bhrāntiḥ syādaviśeṣāditi /	anyaTAr aTa pratItiH api BrAntiH syAt aviSezAt iti /
   maivam /	mA evam /
   nahi vayaṃ kāraṇasāmagrīsambhavamātreṇārthānāṃ satyatāmātiṣṭhāmahe /	na hi vayam kAraNa sAmagrI samBava mAtreNa arTAnAm satya tAm AtizWAmahe /
   kintu bādhābhāveneti vakṣyāmaḥ /	kintu bADA BAvena iti vakzyAmaH /
   sāmagṣabhāvenāsatyatvaṃ bruvāṇaṃ prati tu tadasiddhi(rā)revāveditā /	sAmagza BAvena asatya tvam bruvANam prati tu tad asidDi (rA)reva AveditA /
   asti ca jāgrattā(ttva)pratīterbādhaḥ /	asti ca jAgrat tA(t tva) pratIteH bADaH /
   svāpna evāyaṃ na jāgarānubhūta ityādyudayāt /	svApnaH eva ayam na jAgara anuBUtaH ityAdi udayAt /
   tadidamuktaṃ hiśabdena /	tat idam uktam hi Sabdena /
   jāgrattvrapratītireva bhrāntirityayuktam /	jAgrat tvrapratItiH eva BrAntiH iti ayuktam /
   arthānāmapi keṣāñcidasattvena tatpratīterapi bhrāntitvāt /	arTAnAm api kezAQcid asattvena tad pratIteH api BrAnti tvAt /
   svapne 'pi svaśiracchedādayo 'pi pratīyante /	svapne api sva Sira= Ceda AdayaH api pratIyante /
   naca tadutpattāvupādānamasti /	na ca tad utpattO= upAdAnam asti /
   ananubhūtatvena saṃskārodayāyogāt /	ananuBUta tvena saMskAra udaya ayogAt /
   ananubhūte 'pi saṃskārodayābhyupagame"adṛṣṭe cāśruteḥ';	ananuBUte api saMskAra udaya aByupagame"a dRzwe ca aSruteH a;
   ityādiśrutismṛtivirodhaḥ syāt /	ityAdi Sruti smRti viroDaH syAt /
   kadācidananubhūtārthasmṛtirapyāpadyeta /	kadAcid ananuBUta arTa smRtiH api Apadyeta /
   tato yadyapi sākṣātsvaśiracchedāderbādho nāsti tathāpi	tatas yadi api sAkzAt sva Sira= Ceda AdeH bADaH na asti taTA api
   kāraṇānupapattyāsattvamaṅgīkāryamevetyata āha  adṛṣṭe ceti //	kAraNa anupapattyAsattvam aFgIkAryam eva iti atas Aha adRzwe ca iti //
   adṛṣṭe cāśrute bhāve na bhāva upajāyate /	adRzwe ca aSrute BAve na BAvaH upajAyate /
   adṛṣṭādaśrutād bhāvānna bhāva upajāyate // MAnuv_3,2.9 //	adRzwAt aSrutAt BAvAt na BAvaH upajAyate // Ma anuv_3,2.9 //
   iti śrutipurāṇoktiranāditvāttu yujyate // MAnuv_3,2.10ab //	iti Sruti purANa uktiH anAdi tvAt tu yujyate // Ma anuv_3,2.10aB //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   bhāve padārthe /	BAve padArTe /
   bhāvo vāsanā /	BAvaH vAsanA /
   pañcamī saptamyarthe /	paQcamI saptamI arTe /
   uktirityataḥ parastuśabdo boddhavyaḥ /	uktiH iti atas paraH tu SabdaH bodDavyaH /
   anāditvāt saṃsārasyeti śeṣaḥ /	anAdi tvAt saMsArasya iti SezaH /
   saṃsārasyānāditvātkvacijjanmani svaśiraścchedāderapyanubhavasambhavena	saMsArasya anAdi tvAt kvacid janmani sva SiraH cCeda AdeH api anuBava samBavena
   saṃskāropapatteḥ /	saMskAra upapatteH /
   satyatve 'pi śrutipurāṇoktiryujyata eva, na tu viruddhayate /	satya tve api Sruti purANa uktiH yujyate eva, na tu virudDayate /
   vināpyanubhavena saṃskārodayābhyupagame hi sā viruddhayeteti /	vinA api anuBavena saMskAra udaya aByupagame hi sA virudDayeta iti /
   atrāśrutagrahaṇenātrāpi janmani śravaṇajanitasaṃskāraḥ sambhavatīti	atra aSruta grahaNena atra api janmani SravaNa janita saMskAraH samBavati iti
   sūcyate /	sUcyate /
   yatra tu śravaṇādyapi nāsti tatrānāditvaṃ niveśitam /	yatra tu SravaNa Adi api na asti tatra anAdi tvam niveSitam /
   anena yatpūrvaṃ sarvagrahaṇaṃ kṛtaṃ tadupapattaye	anena yat pUrvam sarva grahaNam kRtam tad upapattaye
   vānādyanubhavaparamparoktā tasya sarvasyopayogaḥ kathito bhavati /	vAnAdi anuBava parampara uktA tasya sarvasya upayogaH kaTitaH Bavati /
   nanu (ca) śaśaviṣāṇādipratītau katham /	nanu (ca) SaSa vizANa Adi pratItO kaTam /
   nahi bhavāntare 'pi tadanubhavaḥ sambhavati /	na hi Bava antare api tad anuBavaH samBavati /
   yathāpūrvamiti sarvakalpānāmekavidhatvaśravaṇāt /	yaTApUrvam iti sarva kalpAnAm ekaviDa tva SravaNAt /
   maivam /	mA evam /
   śaśaviṣāṇādipramābhāve 'pi śabdādinā bhrāntisambhavena saṃskāropapatteḥ /	SaSa vizANa Adi pramA BAve api Sabda AdinA BrAnti samBavena saMskAra upapatteH /
   yena tu śaśaviṣāṇādikaṃ bhrāntyāpi na pratipannaṃ tasya katham /	yena tu SaSa vizANa Adikam BrAntyA api na pratipannam tasya kaTam /
   nahi (savo 'pi) sarvatra bhrāmyatīti niyamo 'sti /	nahi (savaH api) sarvatra BrAmyati iti niyamaH asti /
   nāpi svapne na tatpaśyatīti niyantuṃ śakyate /	na api svapne na tat paSyati iti niyantum Sakyate /
   ucyate /	ucyate /
   kimatra śaśādīnāṃ viṣāṇādīnāṃ copādānāsambhavenāsattvamucyate /	kim atra SaSa AdInAm vizANa AdInAm ca upAdAna AsamBavena asattvam ucyate /
   uta śaśatvādiviṣāṇitvādisāmānādhikaraṇyādeḥ /	uta SaSa tva Adi vizANi tva Adi sAmAna aDikaraNyAdeH /
   ādyaṃ nirākaroti  kadāciditi //	Adyam nirAkaroti kadAcid iti //
   kadācid darśanāyogyaṃ yat tatrāpi vibhāgataḥ // MAnuv_3,2.10cd //	kadAcid darSana ayogyam yat tatra api viBAgataH // MA anuv_3,2.10cd //
   dṛṣṭaṃ ... // MAnuv_3,2.11a //	dRzwam ... // Ma anuv_3,2.11aH //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   yatsvapne dṛśyata iti śeṣaḥ /	yad svapne dRSyate iti SezaH /
   vibhāgataḥ sāmānādhiraṇyena vinā dṛṣṭaṃ jāgare /	viBAgataH sAmAnA aDiraNyena vinA dRzwam jAgare /
   yadyapi śaśatvaviṣāṇitvādīnāṃ sāmānādhikaraṇyaṃ	yadi api SaSa tva vizANi tva AdInAm sAmAnADikaraNyam
   śaśaviṣāṇādisambandhaviśeṣo vā jāgare nānubhūtastathāpi viviktaṃ	SaSa vizANa Adi sambanDa viSezaH vA jAgare na anuBUtaH taTA api viviktam
   śaśatvādikamanubhūtameveti tatsaṃskārasambhave(na) na śaśādīnāmasattvaṃ	SaSa tva Adikam anuBUtam eva iti tad saMskAra samBave(na) na SaSa AdInAm asattvam
   vācyamiti /	vAcyam iti /
   dvitīye sampratipattimuttaramāha  sameti //	dvitIye sampratipattim uttaram Aha sameti //
   ... samānādhikaraṇaṃ dṛśyate ca sa ca bhramaḥ // MAnuv_3,2.11ab //	... samAna aDikaraNam dRSyate ca sa ca BramaH // Ma anuv_3,2.11aB //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   bhāvapradhāno nirdeśaḥ /	BAva praDAnaH nirdeSaH /
   upalakṣaṇaṃ caitat /	upalakzaNam ca etat /
   dṛśyata ityatra prakṛtyarthaṃ sa iti parāmṛśati /	dRSyate iti atra prakRti arTam saH iti parAmRSati /
   yadityanuvartate /	yat iti anuvartate /
   atra svapne na kevalaṃ jāgrattvamiti cārthaḥ /	atra svapne na kevalam jAgrat tvam iti ca arTaH /
   yasyopādānaṃ sambhavati bādhaśca nāsti /	yasya upAdAnam samBavati bADaH ca na asti /
   tadeva hi prāgevaśabdena vyavacchinnamiti bhāvaḥ /	tat eva hi prAk eva Sabdena vyavacCinnam iti BAvaH /
   bhavedetatsarvaṃ yadi svāpnārthānāṃ jāgaropalabdhānāmiva spaṣṭatayā	Bavet etat sarvam yadi svApna arTAnAm jAgara upalabDAnAm iva spazwa tayA
   bāhyārthakriyāsāmarthyalakṣaṇā nāsti /	bAhya arTa kriyA sAmarTya lakzaNA na asti /
   anyathā sā syādityarthaḥ /	anyaTA sA syAt iti arTaH /
   dṛṣṭaṃ samānādhikaraṇaṃ dṛśyate ca sa ca bhramaḥ /	dRzwam samAna aDikaraNam dRSyate ca sa ca BramaH /
   *9,34f.*	*9,34f.*
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   ayamabhisandhiḥ /	ayam aBisanDiH /
   svāpnāstāvadghaṭādayo nāsanto bādhābhāvāt /	svApnAH tAvat Gawa AdayaH nAsantaH bADA BAvAt /
   nāpyanādinityāḥ /	na api anAdi nityAH /
   pūrvottaramanupalambhāt /	pUrva uttaram anupalamBAt /
   na(ca)nirupādānotpattirupapannā /	na(ca) nirupAdAna utpattiH upapannAH /
   tato 'vaśyamupādāne 'nusaraṇīye /	tatas avaSyam upAdAne anusaraNIye /
   na tāvadbāhya(tte bāhya)mṛdādyupādānāḥ /	na tAvat bAhya(tte bAhya) mRd A Adi upAdAnAH /
   bāhyārthakriyāsāmarthyarahitatvāt /	bAhya arTa kriyA sAmarTya rahita tvAt /
   vimato ghaṭo na bāhyamṛdādyupādānako bāhyamṛdādyupādānako	vimataH GawaH na bAhya mRdA Adi upAdAnakaH bAhya mRdA Adi upAdAnakaH 
   bāhyamṛdādyupādānakāryakriyārahitatvāt (paṭavat) iti prayogāt /	bAhya mRdA Adi upAdAna kArya kriyA rahita tvAt (pawavat) iti prayogAt /
   anyathā tatprasaṅgāt /	anyaTA tad prasaFgAt /
   nacopādānāntaramasti /	na ca upAdAna antaram asti /
   tataḥ pariśeṣādvāsanopādānakā eveti /	tatas pariSezAt vAsanA upAdAnakAH eva iti /
   caśabdena bhagavatkartṛkatve tātkālikotpattivināśitve ca pariśeṣam"ya eṣa	caSabdena Bagavat kartRka tve tAtkAlikA utpatti vinASi tve ca pariSezam"yaH eza
   supteṣu jāgarti'"etasmāddhayeva putro jāyate'"na tatra rathāḥ';	suptezu jAgarti a"etasmAt hayA iva putraH jAyate a"na tatra raTAH a;
   ityādiśrutiṃ ca pramāṇaṃ samuccinoti /	ityAdi Srutim ca pramANam samuccinoti /
   tadanena prabandhena sandhye sṛṣṭirāha hi /	tat anena prabanDena sanDye sRzwiH Aha hi /
   nirmātāraṃ caike putrādayaśca /	nirmAtAram ca eke putra AdayaH ca /
   māyāmātraṃ tu kātsnaryenānabhivyaktasvarūpatvāditi trisūtrī vyākhyātā	mAyA mAtram tu kAt snaryena anaBivyakta svarUpa tvAt iti tri sUtrI vyAKyAtA
   bhavati /	Bavati /
   *9,35f.*	*9,35f.*
   anye punaranyathaitāni sūtrāṇi vyācakṣate /	anye punar anyaTA etAni sUtrANi vyAcakzate /
   tathāhi /	taTA hi /
   "na tatra rathā na rathayogā na panthāno bhavantyatha	"na tatra raTAH na raTa yogAH na panTAnaH Bavanti aTa
   rathānrathayogānpathaḥ sṛjate'; ityādi śrūyate /	raTAn raTa yogAn paTaH sRjate a; ityAdi SrUyate /
   tatra saṃśayaḥ /	tatra saMSayaH /
   kiṃ prabodha iva svapne 'pi pāramārthikī sṛṣṭirāhosvinmāyāmayīti /	kim praboDaH iva svapne api pAramArTikI sRzwiH Ahosvit mAyAmayI iti /
   tatra tāvatpratipadyante /	tatra tAvat pratipadyante /
   sandhye sṛṣṭirāha hi /	sanDye sRzwiH Aha hi /
   prabodha (svāpasthāna) samprasāda(yoḥ saṃ) sthānayoḥ sandhau, bhavatīti	praboDaH (svApa sTAna) samprasAda(yoH saM) sTAnayoH sanDO, Bavati iti
   sandhyaṃ svāpnasthānam /	sanDyam svApna sTAnam /
   tatra tathārūpaiva sṛṣṭiḥ /	tatra taTArUpA eva sRzwiH /
   kutaḥ /	kutas /
   yataḥ pramāṇabhūtā śrutirevamāha /	yatas pramANa BUtA SrutiH evam Aha /
   "atha rathānrathayogānpathaḥ sṛjate'; ityādi /	"aTa raTAn raTa yogAn paTaH sRjate a; ityAdi /
   nirmātāraṃ caike putrādayaśca /	nirmAtAram ca eke putra AdayaH ca /
   api caike śākhinaḥ sandhye kāmānāṃ nirmātāramātmānamāmananti /	api ca eke SAKinaH sanDye kAmAnAm nirmAtAram AtmAnam Amananti /
   "ya eṣa supteṣu jāgarti kāmaṃ kāmaṃ puruṣo nirmimāṇaḥ'; iti /	"yaH eza suptezu jAgarti kAmam kAmam puruzaH nirmimANaH a; iti /
   putrādayaśca tatra kāmā abhipreyante kāmyanta iti, na punaricchāviśeṣāḥ /	putra AdayaH ca tatra kAmAH aBipreyante kAmyante iti, na punar icCA viSezAH /
   "śatāyuṣaḥ putrapautrānvṛṇīṣva'; iti prakṛteṣu putrādiṣu"kāmānāṃ tvā	"Sata AyuzaH putra pOtrAn vRNIzva a; iti prakRtezu putrAt izu" kAmAnAm tvA
   kāmabhājaṃ karomi'; iti kāmaśabdasya prayuktatvāt /	kAma BAjam karomi a; iti kAma Sabdasya prayukta tvAt /
   prājñaṃ cainaṃ nirmātāraṃ prakaraṇavākyaśeṣābhyāṃ pratīmaḥ /	prAjQam ca enam nirmAtAram prakaraNa vAkya SezAByAm pratImaH /
   "anyatra dharmādanyatrādharmāt'; ityādeḥ prājñasya hīdaṃ prakaraṇam /	"anyatra DarmAt anyatra aDarmAt a; ityAdeH prAjQasya hi idam prakaraNam /
   vākyaśeṣo 'pi"tadeva śukraṃ tadbrahma'; ityādiḥ /	vAkya SezaH api "tat eva Sukram tat brahma a; ityAdiH /
   prājñakartṛkā ca sṛṣṭi(stathābhūtār)yathārūpā sandhye sṛṣṭiriti /	prAjQa kartRkA ca sRzwi(H taTABUtAr)yaTA rUpA sanDye sRzwiH iti /
   evaṃ prāpte pratyāha  māyāmātraṃ tu kātsnaryenānabhivyaktasvarūpatvāt /	evam prApte pratyAha mAyA mAtram tu kAt snaryena anaBivyakta svarUpa tvAt /
   tuśabdaḥ pakṣaṃ vyāvartayati /	tuSabdaH pakzam vyAvartayati /
   māyetyanādiranirvācyāvidyocyate /	mAyA iti anAdiH anirvAcyA avidyA ucyate /
   māyaiva sandhye sṛṣṭirna paramārthagandho 'pyasti /	mAyA eva sanDye sRzwiH na paramArTa ganDaH api asti /
   kutaḥ /	kutas /
   māyetyanādiranirvācya'vidyocyate /	mAyA iti anAdiH anirvAcya avidyA ucyate /
   māyaiva sandhye sṛṣṭirna paramārthagandho 'pyasti /	mAyA eva sanDye sRzwiH na paramArTa ganDaH api asti /
   kutaḥ /	kutas /
   kātsnaryenānabhivyaktasvarūpatvāt /	kAt snaryena anaBivyakta svarUpa tvAt /
   deśakālanimittasampattirabādhaśca kātsnaryaṃ tenābhivyaktasvarūpatvābhāvāt	deSa kAla nimitta sampattiH abADaH ca kAtsnaryam tena aBivyakta svarUpa tva aBAvAt
   tathāhi /	taTA hi /
   na tāvatsvapne rathādīnāmucito deśaḥ sambhavati /	na tAvat svapne raTa AdInAm ucitaH deSaH samBavati /
   nahi saṃvṛte dehadeśe rathādayo 'vakāśaṃ labheran /	na hi saMvRte deha deSe raTa AdayaH avakASam laBeran /
   naca vācyaṃ"bahiḥ kulāyādamṛtaścaritvā'; iti śruteḥ	na ca vAcyaM"bahis kulAyAt amRtaH caritvA a; iti SruteH
   sthitigatipratyayabhedācca bahirdehātsvapnaṃ paśyatīti /	sTiti gati pratyaya BedAt ca bahis dehAt svapnam paSyati iti /
   suptasya jantoryojanaśatāntaritaṃ deśaṃ kṣaṇamātreṇa paryetuṃ viparyetu ca	suptasya jantoH yojana Sata antaritam deSam kzaNa mAtreNa paryetum viparyetu ca
   tataḥ (sarvataḥ)sāmarthyā(bhāvā)sambhavāt /	tatas (sarvataH) sAmarTyA( BAvA) samBavAt /
   kvacicca pratyāgamanavarjitaḥ svapno bhavati /	kvacid ca pratyAgamana varjitaH svapnaH Bavati /
   kuruṣvahamadya śayānaḥ svapne pāñcālānadhigataśca pratibuddhaśceti /	kuruzu aham adya SayAnaH svapne pAQcAlAn aDigataH ca pratibudDaH ca iti /
   dehāccedapeyātpāñcāleṣu pratibudhyeta /	dehAt ced apeyAt pAQcAlezu pratibuDyeta /
   kuruṣveva tu pratibudhyate /	kuruzu a iva tu pratibuDyate /
   yena cāyaṃ dehena deśāntarāṇi svapne paśyati, na tāni tathābhūtānyeva	yena ca ayam dehena deSa antarANi svapne paSyati, na tAni taTABUtAni eva
   bhavanti /	Bavanti /
   paridhāvaṃścetpaśyejjāgradvadbhūtamarthamākalayet /	pariDAvan= ced paSyet jA agra dvat BUtam arTam Akalayet /
   darśayati ca śrutirantareva svapnaṃ"sve śarīre yathākāmaṃ parivartate';	darSayati ca SrutiH antar eva svapnaM"sve SarIre yaTAkAmam parivartate a;
   iti /	iti /
   ataśca śrutyupapattiviredhādbahiḥ śrutiranupakāritvasāmyādgauṇī vyākhyeyā	atas ca Sruti upapatti vireDAt bahis SrutiH anupakAri tva sAmyAt gONI vyAKyeyA
   sthitigatipratyayabhedaśca bhrānto 'bhyupeyaḥ /	sTiti gati pratyaya BedaH ca BrAntaH aByupeyaH /
   kālavisaṃvādo 'pi svapne bhavati /	kAla visaMvAdaH api svapne Bavati /
   rajanyāṃ supto hi vāsaraṃ bhārate varṣe manyante /	rajanyAm suptaH hi vAsaram BArate varze manyante /
   tathā muhūrtamātramapi varṣam /	taTA muhUrta mAtram api varzam /
   nimittānyapi (ca) svapne na buddhaye karmaṇe voci(coci)tāni vidyante /	nimittAni api (ca) svapne na budDaye karmaNe voci( coci)tAni vidyante /
   bādhyante caite rathādayaḥ svapne dṛṣṭāḥ prabodhe /	bADyante ca ete raTa AdayaH svapne dRzwAH praboDe /
   svapne eva caite sulabhabādhā bhavanti /	svapne eva ca ete sulaBa bADAH Bavanti /
   ādyantayorvyabhicāradarśanāt /	Adi antayoH vyaBicAra darSanAt /
   ratho 'yamiti hi kadācitsvapne nirdhāritaḥ kṣaṇena manuṣyaḥ sampadyate /	raTaH ayam iti hi kadAcid svapne nirDAritaH kzaNena manuzyaH sampadyate /
   manuṣyo 'yamiti nirdhāritaḥ kṣaṇena vṛkṣaḥ /	manuzyaH ayam iti nirDAritaH kzaNena vRkzaH /
   spaṣṭaṃ cābhāvaṃ rathādīnāṃ svapne śrāvayati śāstram /	spazwam ca aBAvam raTa AdInAm svapne SrAvayati SAstram /
   "na tatra rathā na rathayogā na panthāno bhavanti'; ityādi /	"na tatra raTAH na raTa yogAH na panTAnaH Bavanti a; ityAdi /
   tasmānmāyāmātraṃ svapanadarśanam /	tasmAt mAyA mAtram svapana darSanam /
   apara āha kātsnaryenānabhivyaktasvarapūtvād draṣṭubhirnnatvādinā	aparaH Aha kAt snaryena anaBivyakta svara pU tvAt drazwuBiH nna tva AdinA
   nirvaktumaśakyatvāt /	nirvaktum aSakya tvAt /
   tathāhi /	taTA hi /
   svāpnānāṃ rathādīnāṃ draṣṭurbhedo 'bhedo bhedābhedo vā /	svApnAnAm raTa AdInAm drazwuH BedaH aBedaH Beda aBedaH vA /
   na tāvadbhedaḥ /	na tAvat BedaH /
   pāśvarsthānāmapi tadupalambhaprasaṅgāt /	pASvarsTAnAm api tad upalamBa prasaFgAt /
   āntaratvasya cānucitatvāt /	Antara tvasya ca anucita tvAt /
   nāpyabhedaḥ /	na api aBedaH /
   ekasyāvicitrasya vicitrānekātmakatāyā vinā bhrāntimanupapatteḥ /	ekasya avicitrasya vicitra an eka Atmaka tAyA vinA BrAntim anupapatteH /
   bhedapratyayavirodhācca /	Beda pratyaya viroDAt ca /
   naca bhedābhedau /	na ca Beda aBedO /
   vyāghātāt /	vyAGAtAt /
   ato 'nirvācyāvidyālāsa evāyamiti /	atas anirvAcya avidyA lAsaH eva ayam iti /
   sūcakaśca hi śruter ācakṣate ca tadvidaḥ | BBs_3,2.4 |	sUcakaH ca hi SruteH Acakzate ca tad vidaH | BBH _3,2.4 |
   sūcakaśca hi śruterācakṣate ca tadvidaḥ /	sUcakaH ca hi SruteH Acakzate ca tad vidaH /
   māyāmātratvāttarhi na kaścitsvapne paramārthagandha iti netyucyate /	mAyA mAtra tvAt tarhi na kaScid svapne paramArTa ganDaH iti na iti ucyate /
   sūcakaśca hi svapno bhavati bhaviṣyatoḥ sādhvasādhunoḥ /	sUcakaH ca hi svapnaH Bavati BavizyatoH sADu asADunoH /
   kutaḥ /	kutas /
   yadā karmasvityādiśruteḥ /	yadA karmasu iti Adi SruteH /
   ācakṣate ca svapnādhyāyavidaḥ /	Acakzate ca svapna aDyAya vidaH /
   tatra bhavatu sūcyamānasya satyatvam /	tatra Bavatu sUcyamAnasya satya tvam /
   sūcakasya tu vaitathyameveti bhāvaḥ /	sUcakasya tu vEtaTyam eva iti BAvaH /
   yaduktam"āha hi'; iti /	yat uktam "Aha hi a; iti /
   tadevaṃ sati bhāktaṃ vyākhyeyam /	tat evam sati BAktam vyAKyeyam /
   suptau hi svapnadarśananimittasukṛtaduṣkṛtakartṛtvādrathādīnāṃ	suptO hi svapna darSana nimitta sukRta duzkRta kartR tvAt raTa AdInAm
   kartetyucyate /	kartA iti ucyate /
