   Pariccheda 1	Pari=-CedaH 1
   kātarairdṛṣṭipātaiśca trāṇānveṣī caturdiśaṃ /	kAtarEH-dRzwi-pAtEH-ca trANa-anvezI caturdiSam /
   ko me mahābhayādasmāt sādhustrāṇaṃ bhaviṣyati // Bca_2.46 //	kaH me mahA-BayAt-asmAt sADuH-trANam Bavizyati // Bca_2.46 //
   trāṇaśūnyā diśo dṛṣṭvā punaḥ saṃmohamāgataḥ /	trANa-SUnyAH diSaH dRzwvA punar saMmoham-AgataH /
   tadāhaṃ kiṃ kariṣyāmi tasminsthāne mahābhaye // Bca_2.47 //	tadA-aham kim karizyAmi tasmin-sTAne mahA-Baye // Bca_2.47 //
   adyaiva śaraṇaṃ yāmi jagannāthānmahābalān /	adya-eva SaraNam yAmi jagannATAn-mahA-balAn /
   jagadrakṣārthamudyuktān sarvatrāsaharāṃjinān // Bca_2.48 //	jagat-rakzA-arTam-udyuktAn sarva-trAsa-harAMjinAn // Bca_2.48 //
   taiścāpyadhigataṃ dharmaṃ saṃsārabhayanāśanaṃ /	tEH-ca-api-aDigatam Darmam saMsAra-Baya-nASanam /
   śaraṇaṃ yāmi bhāvena bodhisattvagaṇaṃ tathā // Bca_2.49 //	SaraNam yAmi BAvena boDisattva-gaNam taTA // Bca_2.49 //
   samastabhadrāyātmānaṃ dadāmi bhayavihvalaḥ /	samasta-BadrAya-AtmAnam dadAmi Baya-vihvalaH /
   punaśca mañjughoṣāya dadāmyātmānamātmanā // Bca_2.50 //	punar-ca maQjuGozAya dadAmi-AtmAnam-AtmanA // Bca_2.50 //
   taṃ cāvalokitaṃ nāthaṃ kṛpāvyākulacāriṇaṃ /	tam ca-avalokitam nATam kRpA-vyAkula-cAriNam /
   viraumyārtaravaṃ bhītaḥ sa māṃ rakṣatu pāpinam // Bca_2.51 //	virOmyArta-ravam BItaH sa mAm rakzatu pApinam // Bca_2.51 //
   āryamākāśagarbhaṃ ca kṣitigarbhaṃ ca bhāvataḥ /	Aryam-AkASa-garBam ca kziti-garBam ca BAvataH /
   sarvānmahākṛpāṃścāpi trāṇānveṣī viraumyaham // Bca_2.52 //	sarvAn-mahA-kRpAn=-ca-api trANa-anvezI virOmi-aham // Bca_2.52 //
   yaṃ dṛṣṭvaiva ca saṃtrastāḥ palāyante caturdiśaṃ /	yam dRzwvA-eva ca saMtrastAH palAyante caturdiSam /
   yamadūtādayo duṣṭās taṃ namasyāmi vajriṇam // Bca_2.53 //	yama-dUta-AdayaH duzwAH tam namasyAmi vajriNam // Bca_2.53 //
   atītya yuṣmadvacanaṃ sāmprataṃ bhayadarśanāt /	atItya yuzmad-vacanam sAmpratam Baya-darSanAt /
   śaraṇaṃ yāmi vo bhīto bhayaṃ nāśayata drutam // Bca_2.54 //	SaraNam yAmi vaH BItaH Bayam nASayata drutam // Bca_2.54 //
   itvaravyādhibhīto 'pi vaidyavākyaṃ na laṅghayet /	itvara-vyADi-BItaH api vEdya-vAkyam na laFGayet /
   kimu vyādhiśatairgrastaś caturbhiścaturuttaraiḥ // Bca_2.55 //	kimu vyADi-SatEH-grastaH caturBiH-catur-uttarEH // Bca_2.55 //
   ekenāpi yataḥ sarve jambudvīpagatā narāḥ /	ekena-api yatas sarve jambudvIpa-gatAH narAH /
   naśyanti yeṣāṃ bhaiṣajyaṃ sarvadikṣu na labhyate // Bca_2.56 //	naSyanti yezAm BEzajyam sarva-dikzu na laByate // Bca_2.56 //
   tatra sarvajñavaidyasya sarvaśalyāpahāriṇaḥ /	tatra sarvajQa-vEdyasya sarva-Salya-apahAriNaH /
   vākyamullaṅghayāmīti dhiṅmāmatyantamohitam // Bca_2.57 //	vAkyam-ullaFGayAmi-iti Dik-mAm-atyanta-mohitam // Bca_2.57 //
   atyapramattastiṣṭhāmi prapāteṣvitareṣvapi /	atyapramattaH-tizWAmi prapAtezu-itarezu-api /
   kimu yojanasāhastre prapāte dīrghakālike // Bca_2.58 //	kimu yojana-sAhastre prapAte dIrGakAlike // Bca_2.58 //
   adyaiva maraṇaṃ neti na yuktā me sukhāsikā /	adya-eva maraNam na-iti na yuktA me suKAsikA /
   avaśyameti sā velā na bhaviṣyāmyahaṃ yadā // Bca_2.59 //	avaSyam-eti sA velA na BavizyAmi-aham yadA // Bca_2.59 //
   abhayaṃ kena me dattaṃ niḥsariṣyāmi vā kathaṃ /	aBayam kena me dattam niHsarizyAmi vA kaTam /
   avaśyaṃ na bhaviṣyāmi kasmānme susthitaṃ manaḥ // Bca_2.60 //	avaSyam na BavizyAmi kasmAt-me su-sTitam manaH // Bca_2.60 //
   pūrvānubhūtanaṣṭebhyaḥ kiṃ me sāramavasthitaṃ /	pUrva-anuBUta-nazweByaH kim me sAram-avasTitam /
   yeṣu me 'bhiniviṣṭena gurūṇāṃ laṅghitaṃ vacaḥ // Bca_2.61 //	yezu me aBinivizwena gurUNAm laFGitam vacaH // Bca_2.61 //
   jīvalokamimaṃ tyaktvā bandhūnparicitāṃstathā /	jIva-lokam-imam tyaktvA banDUn-paricitAn=-taTA /
   ekākī kvāpi yāsyāmi kiṃ me sarvaiḥ priyāpriyaiḥ // Bca_2.62 //	ekAkI kvApi yAsyAmi kim me sarvEH priya-apriyEH // Bca_2.62 //
   iyameva tu me cintā yuktā rātrindivaṃ sadā /	iyam-eva tu me cintA yuktA rAtrindivam sadA /
   aśubhānniyataṃ duḥkhaṃ niḥsareyaṃ tataḥ katham // Bca_2.63 //	aSuBAt-niyatam duHKam niHsareyam tatas kaTam // Bca_2.63 //
   mayā bālena mūḍhena yatkiṃcitpāpamācitaṃ /	mayA bAlena mUXena yat-kiMcid-pApam-Acitam /
   prakṛtyā yacca sāvadyaṃ prajñaptyāvadyameva ca // Bca_2.64 //	prakRtyA yat-ca sAvadyam prajQaptyA-avadyam-eva ca // Bca_2.64 //
   tatsarvaṃ deśayāmyeṣa nāthānāmagrataḥ sthitaḥ /	tat-sarvam deSayAmi-eza nATAnAm-agratas sTitaH /
   kṛtāñjalirduḥkhabhītaḥ praṇipatya punaḥ punaḥ // Bca_2.65 //	kRtAQjaliH-duHKa-BItaH praNipatya punar punar // Bca_2.65 //
   atyayamatyayatvena pratigṛhṇantu nāyakāḥ /	atyayam-atyaya-tvena pratigRhNantu nAyakAH /
   na bhadrakamidaṃ nāthā na karttavyaṃ punarmayā // Bca_2.66 //	na Badrakam-idam nATAH na karttavyam punar-mayA // Bca_2.66 //
   iti dvitīyaḥ paricchedaḥ ||	iti dvitIyaH paricCedaH ||
   Pariccheda 3	Pari=-CedaH 3
   apāyaduḥkhaviśrāmaṃ sarvasattvaiḥ kṛtaṃśubhaṃ /	apAya-duHKa-viSrAmam sarva-sattvEH kRtaMSuBam /
   anumode pramodena sukhaṃ tiṣṭhantu duḥkhitāḥ // Bca_3.1 //	anumode pramodena suKam tizWantu duHKitAH // Bca_3.1 //
   saṃsāraduḥkhanirmokṣam anumode śarīriṇāṃ /	saMsAra-duHKa-nirmokzam anumode SarIriNAm /
   bodhisattvatvabuddhatvam anumode ca tāyinām // Bca_3.2 //	boDisattva-tva-budDa-tvam anumode ca tAyinAm // Bca_3.2 //
   cittotpādasamudrāṃśca sarvasattvasukhāvahān /	citta-utpAda-samudrAn=-ca sarva-sattva-suKa-AvahAn /
   sarvasattvahitādhānān anumode ca śāsinām // Bca_3.3 //	sarva-sattva-hita-ADAnAn anumode ca SAsinAm // Bca_3.3 //
   sarvāsu dikṣu saṃbuddhān prārthayāmi kṛtāñjaliḥ /	sarvAsu dikzu saMbudDAn prArTayAmi kRtAQjaliH /
   dharmapradīpaṃ kurvantu mohādduḥkhaprapātinām // Bca_3.4 //	Darma-pradIpam kurvantu mohAt-duHKa-prapAtinAm // Bca_3.4 //
   nirvātukāmāṃśca jinān yācayāmi kṛtāñjaliḥ /	nirvAtu-kAmAn=-ca jinAn yAcayAmi kRtAQjaliH /
   kalpānanantāṃstiṣṭhantu mā bhūdandhamidaṃ jagat // Bca_3.5 //	kalpAn-anantAn=-tizWantu mA BUt-anDam-idam jagat // Bca_3.5 //
   evaṃ sarvamidaṃ kṛtvā yanmayāsāditaṃ śubhaṃ /	evam sarvam-idam kRtvA yat-mayA-AsAditam SuBam /
   tena syāṃ sarvasattvānāṃ sarvaduḥkhapraśāntikṛt // Bca_3.6 //	tena syAm sarva-sattvAnAm sarva-duHKa-praSAnti-kRt // Bca_3.6 //
   glānānāmasmi bhaiṣajyaṃ bhaveyaṃ vaidya eva ca /	glAnAnAm-asmi BEzajyam Baveyam vEdyaH eva ca /
   tadupasthāyakaścaiva yāvadrogāpunarbhavaḥ // Bca_3.7 //	tad-upasTAyakaH-ca-eva yAvat-rogA-punarBavaH // Bca_3.7 //
   kṣutpipāsāvyathāṃ hanyām annapānapravarṣaṇaiḥ /	kzuD-pipAsA-vyaTAm hanyAm anna-pAna-pravarzaNEH /
   durbhikṣāntarakalpeṣu bhaveyaṃ pānabhojanam // Bca_3.8 //	durBikza-antara-kalpezu Baveyam pAna-Bojanam // Bca_3.8 //
   daridrāṇāṃ ca sattvānāṃ nidhiḥ syāmahamakṣayaḥ /	daridrANAm ca sattvAnAm niDiH syAm-aham-akzayaH /
   nānopakaraṇākārair upatiṣṭheyamagrataḥ // Bca_3.9 //	nAnA-upakaraNa-AkArEH upatizWeyam-agratas // Bca_3.9 //
   ātmabhāvāṃstathā bhogān sarvatrādhvagataṃ śubhaṃ /	Atma-BAvAn=-taTA BogAn sarvatra-aDva-gatam SuBam /
   nirapekṣastyajāmyeṣa sarvasattvārthasiddhaye // Bca_3.10 //	nirapekzaH-tyajAmi-eza sarva-sattva-arTa-sidDaye // Bca_3.10 //
   sarvatyāgaśca nirvāṇaṃ nirvāṇārthi ca me manaḥ /	sarva-tyAgaH-ca nirvANam nirvANa-arTi ca me manaH /
   tyaktavyaṃ cenmayā sarvaṃ varaṃ sattveṣu dīyatāṃ // Bca_3.11 //	tyaktavyam ced-mayA sarvam varam sattvezu dIyatAm // Bca_3.11 //
   yathāsukhīkṛtaścātmā mayāyaṃ sarvadehināṃ /	yaTA-suKIkRtaH-ca-AtmA mayA-ayam sarva-dehinAm /
   ghnantu nindantu vā nityam ākirantu ca pāṃsubhiḥ // Bca_3.12 //	Gnantu nindantu vA nityam Akirantu ca pAMsuBiH // Bca_3.12 //
   krīḍantu mama kāyena hasantu vilasantu ca /	krIxantu mama kAyena hasantu vilasantu ca /
   dattastebhyo mayā kāyaś cintayā kiṃ mayānayā // Bca_3.13 //	dattaH-teByaH mayA kAyaH cintayA kim mayA-anayA // Bca_3.13 //
   kārayantu ca karmāṇi yāni teṣāṃ sukhāvahaṃ /	kArayantu ca karmANi yAni tezAm suKa-Avaham /
   anarthaḥ kasyacinmā bhūn māmālambya kadācana // Bca_3.14 //	anarTaH kasyacid-mA BUt mAm-Alambya kadAcana // Bca_3.14 //
   yeṣāṃ kruddhāprasannā vā māmālambya matirbhavet /	yezAm krudDa-aprasannA vA mAm-Alambya matiH-Bavet /
   teṣāṃ sa eva hetuḥ syān nityaṃ sarvārthasiddhaye // Bca_3.15 //	tezAm saH eva hetuH syAt nityam sarva-arTa-sidDaye // Bca_3.15 //
   abhyākhyāsyanti māṃ ye ca ye cānye 'pyapakāriṇaḥ /	aByAKyAsyanti mAm ye ca ye ca-anye api-apakAriNaH /
   utprāsakāstathānye 'pi sarve syurbodhibhāginaḥ // Bca_3.16 //	utprAsakAH-taTA-anye api sarve syuH-boDi-BAginaH // Bca_3.16 //
   anāthānāmahaṃ nāthaḥ sārthavāhaśca yāyināṃ /	anATAnAm-aham nATaH sArTavAhaH-ca yAyinAm /
   pārepsūnāṃ ca naubhūtaḥ setuḥ saṅkrama eva ca // Bca_3.17 //	pAra-IpsUnAm ca nOBUtaH setuH saFkramaH eva ca // Bca_3.17 //
   dīpārthināmahaṃ dīpaḥ śayyā śayyārthināmahaṃ /	dIpa-arTinAm-aham dIpaH SayyA SayyA-arTinAm-aham /
   dāsārthināmahaṃ dāso bhaveyaṃ sarvadehināṃ // Bca_3.18 //	dAsa-arTinAm-aham dAsaH Baveyam sarva-dehinAm // Bca_3.18 //
   cintāmaṇirbhadraghaṭaḥ siddhavidyā mahauṣadhiḥ /	cintAmaNiH-Badra-GawaH sidDavidyA mahOzaDiH /
   bhaveyaṃ kalpavṛkṣaśca kāmadhenuśca dehināṃ // Bca_3.19 //	Baveyam kalpavRkzaH-ca kAmaDenuH-ca dehinAm // Bca_3.19 //
   pṛthivyādīni bhūtāni niḥśeṣākāśavāsināṃ /	pRTivI-AdIni BUtAni niHSeza-AkASa-vAsinAm /
   sattvānāmaprameyāṇāṃ yathābhogānyanekadhā // Bca_3.20 //	sattvAnAm-aprameyANAm yaTA-BogAni-anekaDA // Bca_3.20 //
   evamākāśaniṣṭhasya sattvadhātoranekadhā /	evam-AkASa-nizWasya sattva-DAtoH-anekaDA /
   bhaveyamupajīvyo 'haṃ yāvatsarve na nirvṛtāḥ // Bca_3.21 //	Baveyam-upajIvyaH aham yAvat-sarve na nirvRtAH // Bca_3.21 //
   yathā gṛhītaṃ sugatair bodhicittaṃ purātanaiḥ /	yaTA gRhItam sugatEH boDi-cittam purAtanEH /
   te bodhisattvaśikṣāyām ānupūrvyā yathā sthitāḥ // Bca_3.22 //	te boDisattva-SikzAyAm AnupUrvyA yaTA sTitAH // Bca_3.22 //
   tadvadutpādayāmyeṣa bodhicittaṃ jagaddhite /	tadvat-utpAdayAmi-eza boDi-cittam jagat-hite /
   tadvadeva ca tāḥ śikṣāḥ śikṣiṣyāmi yathākramaṃ // Bca_3.23 //	tadvat-eva ca tAH SikzAH SikzizyAmi yaTAkramam // Bca_3.23 //
   evaṃ gṛhītvā matimān bodhicittaṃ prasādataḥ /	evam gRhItvA matimAn boDi-cittam prasAdataH /
   punaḥ pṛṣṭhasya puṣṭyarthaṃ cittamevaṃ praharṣayet // Bca_3.24 //	punar pRzWasya puzwi-arTam cittam-evam praharzayet // Bca_3.24 //
   adya me saphalaṃ janma sulabdho mānuṣo bhavaḥ /	adya me saPalam janma sulabDaH mAnuzaH BavaH /
   adya buddhakule jāto buddhaputro 'smi sāmprataṃ // Bca_3.25 //	adya budDa-kule jAtaH budDa-putraH asmi sAmpratam // Bca_3.25 //
   tathādhunā mayā kāryaṃ svakulocitakāriṇāṃ /	taTA-aDunA mayA kAryam sva-kula-ucita-kAriNAm /
   nirmalasya kulasyāsya kalaṅko na bhavedyathā // Bca_3.26 //	nirmalasya kulasya-asya kalaFkaH na Bavet-yaTA // Bca_3.26 //
   andhaḥ saṅkarakūṭebhyo yathā ratnamavāpnuyāt /	anDaH saFkara-kUweByaH yaTA ratnam-avApnuyAt /
   tathā kathaṃcidapyetad bodhicittaṃ mamoditaṃ // Bca_3.27 //	taTA kaTaMcid-api-etat boDi-cittam mama-uditam // Bca_3.27 //
   jaganmṛtyuvināśāya jātametadrasāyanaṃ /	jagat-mRtyu-vinASAya jAtam-etat-rasAyanam /
   jagaddāridryaśamanaṃ nidhānamidamakṣayaṃ // Bca_3.28 //	jagat-dAridrya-Samanam niDAnam-idam-akzayam // Bca_3.28 //
   jagadvyādhipraśamanaṃ bhaiṣajyamidamuttamaṃ /	jagat-vyADi-praSamanam BEzajyam-idam-uttamam /
   bhavādhvabhramaṇaśrānto jagadviśrāmapādapaḥ // Bca_3.29 //	Bava-aDva-BramaNa-SrAntaH jagat-viSrAma-pAdapaH // Bca_3.29 //
   durgatyuttaraṇe setuḥ sāmānyaḥ sarvayāyināṃ /	durgati-uttaraNe setuH sAmAnyaH sarva-yAyinAm /
   jagatkleśoṣmaśamana uditaścittacandramāḥ // Bca_3.30 //	jagat-kleSa-Uzma-Samane uditaH-citta-candramAH // Bca_3.30 //
   jagadajñānatimira-protsāraṇamahāraviḥ /	jagat-ajQAna-timira--protsAraNa-mahA-raviH /
   saddharmakṣīramathanān navanītaṃ samutthitaṃ // Bca_3.31 //	sadDarma-kzIra-maTanAt navanItam samutTitam // Bca_3.31 //
   sukhabhogabubhukṣitasya vā janasārthasya bhavādhvacāriṇaḥ /	suKa-Boga-buBukzitasya vA jana-sArTasya Bava-aDva-cAriNaH /
   sukhasatramidaṃ hyupasthitaṃ sakalābhyāgatasattvatarpaṇaṃ // Bca_3.32 //	suKa-satram-idam hi-upasTitam sakala-aByAgata-sattva-tarpaNam // Bca_3.32 //
   jagadadya nimantritaṃ mayā sugatatvena sukhena cāntarā /	jagat-adya nimantritam mayA sugata-tvena suKena ca-antarA /
   purataḥ khalu sarvatāyinām abhinandantu surāsurādayaḥ // Bca_3.33 //	puratas Kalu sarva-tAyinAm aBinandantu sura-asura-AdayaH // Bca_3.33 //
   bodhicaryāvatāre bodhicittaparigraho nāma tṛtīyaḥ paricchedaḥ ||	boDi-caryA-avatAre boDicittaparigrahaH nAma tRtIyaH paricCedaH ||
   Pariccheda 4	Pari=-CedaH 4
   evaṃ gṛhītvā sudṛḍhaṃ bodhicittaṃ jinātmajaḥ /	evam gRhItvA su-dRXam boDi-cittam jina-AtmajaH /
   śikṣānatikrame yatnaṃ kuryānnityamatandritaḥ // Bca_4.1 //	SikzAn-atikrame yatnam kuryAt-nityam-atandritaH // Bca_4.1 //
   sahasā yatsamārabdhaṃ samyag yadavicāritaṃ /	sahasA yat-samArabDam samyak yat-avicAritam /
   tatra kuryānnavetyevaṃ pratijñāyāpi yujyate // Bca_4.2 //	tatra kuryAt-nava-iti-evam pratijQAya-api yujyate // Bca_4.2 //
   vicāritaṃ tu yadbuddhair mahāprājñaiśca tatsutaiḥ /	vicAritam tu yat-budDEH mahA-prAjQEH-ca tad-sutEH /
   mayāpi ca yathāśakti tatra kiṃ parilambyate // Bca_4.3 //	mayA-api ca yaTASakti tatra kim parilambyate // Bca_4.3 //
   yadicaivaṃ pratijñāya sādhayeyaṃ na karmaṇā /	yadica-evam pratijQAya sADayeyam na karmaNA /
   etāṃ sarvāṃ visaṃvādya kā gatirme bhaviṣyati // Bca_4.4 //	etAm sarvAm visaMvAdya kA gatiH-me Bavizyati // Bca_4.4 //
   manasā cintayitvāpi yo na dadyātpunarnaraḥ /	manasA cintayitvA-api yaH na dadyAt-punar-naraH /
   sa preto bhavatītyuktam alpamātre 'pi vastuni // Bca_4.5 //	sa pretaH Bavati-iti-uktam alpa-mAtre api vastuni // Bca_4.5 //
   kimutānuttaraṃ saukhyam uccairuddhuṣya bhāvataḥ /	kim-uta-anuttaram sOKyam uccEs-udDuzya BAvataH /
   jagatsarvaṃ visaṃvādya kā gatirme bhaviṣyati // Bca_4.6 //	jagat-sarvam visaMvAdya kA gatiH-me Bavizyati // Bca_4.6 //
   vetti sarvajña evaitām acintyāṃ karmaṇo gatiṃ /	vetti sarvajQaH eva-etAm acintyAm karmaNaH gatim /
   yadbodhicittatyāge 'pi mocayatyeva tānnarān // Bca_4.7 //	yat-boDi-citta-tyAge api mocayati-eva tAn-narAn // Bca_4.7 //
   bodhisattvasya tenaivaṃ sarvāpattirgarīyasī /	boDisattvasya tena-evam sarva-ApattiH-garIyasI /
   yasmādāpadyamāno 'sau sarva sattvārthahānikṛt // Bca_4.8 //	yasmAt-ApadyamAnaH asO sarva sattva-arTa-hAni-kRt // Bca_4.8 //
   yo 'pyanyaḥ kṣaṇamapyasya puṇyavighnaṃ kariṣyati /	yaH api-anyaH kzaNam-api-asya puNya-viGnam karizyati /
   tasya durgatiparyanto nāsti sattvārthadhātinaḥ // Bca_4.9 //	tasya durgati-paryantaH na-asti sattva-arTa-DAtinaH // Bca_4.9 //
   ekasyāpi hi sattvasya hitaṃ hatvā hato bhavet /	ekasya-api hi sattvasya hitam hatvA hataH Bavet /
   aśeṣākāśaparyanta-vāsināṃ kimu dehināṃ // Bca_4.10 //	aSeza-AkASa-paryanta--vAsinAm kimu dehinAm // Bca_4.10 //
   evamāpattibalato bodhicittabalena ca /	evam-Apatti-balataH boDi-citta-balena ca /
   dolāyamānaḥ saṃsāre bhūmiprāptaścirāyate // Bca_4.11 //	dolAyamAnaH saMsAre BUmi-prAptaH-cirAyate // Bca_4.11 //
   tasmādyathā pratijñātaṃ sādhanīyaṃ mayādarāt /	tasmAt-yaTA pratijQAtam sADanIyam mayA-AdarAt /
   nādya cetkriyate yatnas talenāsmi talaṃ gataḥ // Bca_4.12 //	na-adya ced-kriyate yatnaH talena-asmi talam gataH // Bca_4.12 //
   aprameyā gatā buddhāḥ sarvasattvagaveṣakāḥ /	aprameyAH gatAH budDAH sarva-sattva-gavezakAH /
   naiṣāmahaṃ svadoṣeṇa cikitsāgocaraṃ gataḥ // Bca_4.13 //	na-ezAm-aham sva-dozeNa cikitsA-gocaram gataH // Bca_4.13 //
   adyāpi cettathaiva syāṃ yathaivāhaṃ punaḥ punaḥ /	adya-api ced-taTA-eva syAm yaTA-eva-aham punar punar /
   durgativyādhimaraṇa-cchedabhedādyavāpnuyāṃ // Bca_4.14 //	durgati-vyADi-maraNa--=-Ceda-Beda-Adi-avApnuyAm // Bca_4.14 //
   kadā tathāgatotpādaṃ śraddhāṃ mānuṣyameva vā /	kadA taTAgata-utpAdam SradDAm mAnuzyam-eva vA /
   kuśalābhyāsayogyatvam evaṃ lapsye 'ti durlabhaṃ // Bca_4.15 //	kuSala-aByAsa-yogya-tvam evam lapsye ati durlaBam // Bca_4.15 //
   ārogyadivasaṃ cedaṃ sabhaktaṃ nirupadravaṃ /	Arogya-divasam ca-idam sa-Baktam nirupadravam /
   āyuḥ kṣaṇaṃ visaṃvādi kāyo yācitakopamaḥ // Bca_4.16 //	AyuH kzaNam visaMvAdi kAyaH yAcitaka-upamaH // Bca_4.16 //
   nahīdṛśairmaccaritair mānuṣyaṃ labhyate punaḥ /	nahi-IdRSEH-mad-caritEH mAnuzyam laByate punar /
   alabhyamāne mānuṣye pāpameva kutaḥ śubhaṃ // Bca_4.17 //	alaByamAne mAnuzye pApam-eva kutas SuBam // Bca_4.17 //
   yadā kuśalayogyo 'pi kuśalaṃ na karomyahaṃ /	yadA kuSala-yogyaH api kuSalam na karomi-aham /
   apāyaduḥkhaiḥ saṃmūḍhaḥ kiṃ kariṣyāmyahaṃ tadā // Bca_4.18 //	apAya-duHKEH saMmUXaH kim karizyAmi-aham tadA // Bca_4.18 //
   akurvataśca kuśalaṃ pāpaṃ cāpyupacinvataḥ /	akurvataH-ca kuSalam pApam ca-api-upacinvataH /
   hataḥ sugataśabdo 'pi kalpakoṭiśatairapi // Bca_4.19 //	hataH sugata-SabdaH api kalpa-kowi-SatEH-api // Bca_4.19 //
   ata evāha bhagavān mānuṣamatidurlabhaṃ /	atas eva-Aha BagavAn mAnuza-m-ati-durlaBam /
   mahārṇavayugacchidra-kūrmagrīvārpaṇopamaṃ // Bca_4.20 //	mahA-arNava-yuga=-Cidra--kUrma-grIvA-arpaNa-upamam // Bca_4.20 //
   ekakṣaṇātkṛtātpāpād avīcau kalpamāpsyate /	eka-kzaNAt-kRtAt-pApAt avIcO kalpam-Apsyate /
   anādikālopacitāt pāpātkā sugatau kathā // Bca_4.21 //	anAdi-kAla-upacitAt pApAt-kA sugatO kaTA // Bca_4.21 //
   na ca tanmātramevāsau vedayitvā vimucyate /	na ca tanmAtram-eva-asO vedayitvA vimucyate /
   yasyāttadvedayanneva pāpamanyatprasūyate // Bca_4.22 //	yasyAt-tad-vedayan=-eva pApam-anyat-prasUyate // Bca_4.22 //
   nātaḥparā vañcanāsti na ca moho 'styataḥparaḥ /	na-atas-parA vaQcanA-asti na ca mohaH asti-atas-paraH /
   yadīdṛśaṃ kṣaṇaṃ prāpya nābhyastaṃ kuśalaṃ mayā // Bca_4.23 //	yadi-IdRSam kzaNam prApya na-aByastam kuSalam mayA // Bca_4.23 //
   yadi caivaṃ vimṛṣyāmi punaḥ sīdāmi mohitaḥ /	yadi ca-evam vimRzyAmi punar sIdAmi mohitaH /
   śociṣyāmi ciraṃ bhūyo yamadūtaiḥ pracoditaḥ // Bca_4.24 //	SocizyAmi ciram BUyas yama-dUtEH pracoditaH // Bca_4.24 //
   ciraṃ dhakṣyati me kāyaṃ nārakāgniḥ suduḥsahaḥ /	ciram Dakzyati me kAyam nAraka-agniH su-duHsahaH /
   paścāttāpānalaścittaṃ ciraṃ dhakṣyatiniścitaṃ // Bca_4.25 //	paScAttApa-analaH-cittam ciram Dakzyati-niScitam // Bca_4.25 //
   kathaṃcidapi saṃprāpto hitabhūmiṃ sudurlabhāṃ /	kaTaMcid-api saMprAptaH hita-BUmim su-durlaBAm /
   jānannapi ca nīyo 'haṃ tāneva narakānpunaḥ // Bca_4.26 //	jAnan=-api ca nIyaH aham tAn-eva narakAn-punar // Bca_4.26 //
   atra me cetanā nāsti mantrairiva vimohitaḥ /	atra me cetanA na-asti mantrEH-iva vimohitaH /
   na jāne kena muhyāmi ko 'trāntarmama tiṣṭhati // Bca_4.27 //	na jAne kena muhyAmi kaH atra-antar-mama tizWati // Bca_4.27 //
   hastapādādirahitās tṛṣṇādveṣādiśatravaḥ /	hasta-pAda-Adi-rahitAH tRzNA-dveza-Adi-SatravaH /
   na śurā na ca te prājñāḥ kathaṃ dāsīkṛto 'smi taiḥ // Bca_4.28 //	na SurAH na ca te prAjQAH kaTam dAsIkRtaH asmi tEH // Bca_4.28 //
   maccittāvasthitā eva dhnanti māmeva susthitāḥ /	mad-citta-avasTitAH eva Dnanti mAm-eva susTitAH /
   tatrāpyahaṃ na kupyāmi dhigasthānasahiṣṇutāṃ // Bca_4.29 //	tatra-api-aham na kupyAmi Dik-asTAna-sahizNu-tAm // Bca_4.29 //
   sarve devā manuṣyāśca yadi syurmama śatravaḥ /	sarve devAH manuzyAH-ca yadi syuH-mama SatravaH /
   te 'pi nāvīcikaṃ vahniṃ samudānayituṃ kṣamāḥ // Bca_4.30 //	te api na-AvIcikam vahnim samudAnayitum kzamAH // Bca_4.30 //
   merorapi yadāsaṅgān na bhasmāpyupalabhyate /	meroH-api yadA-AsaFgAt na Basma-api-upalaByate /
   kṣaṇātkṣipanti māṃ tatra balinaḥ kleśaśatravaḥ // Bca_4.31 //	kzaNAt-kzipanti mAm tatra balinaH kleSa-SatravaH // Bca_4.31 //
   nahi sarvānyaśatrūṇāṃ dīrghamāyurapīdṛśaṃ /	na-hi sarva-anya-SatrUNAm dIrGam-AyuH-api-IdRSam /
   anādyantaṃ mahādīrghaṃ yanmama kleśavairiṇāṃ // Bca_4.32 //	anAdi-antam mahA-dIrGam yat-mama kleSa-vEriNAm // Bca_4.32 //
   sarve hitāya kalpante ānukūlyena sevitāḥ /	sarve hitAya kalpante AnukUlyena sevitAH /
   sevyamānāstvamī kleśāḥ sutarāṃ duḥkhakārakāḥ // Bca_4.33 //	sevyamAnAH-tu-amI kleSAH sutarAm duHKa-kArakAH // Bca_4.33 //
   itisatatadīrghavairiṣu vyasanaughaprasavaikahetuṣu /	iti-satata-dIrGa-vErizu vyasana-oGa-prasava-eka-hetuzu /
   hṛdaye nivasatsu nirbhayaṃ mama saṃsāraratiḥ kathaṃ bhavet // Bca_4.34 //	hRdaye nivasatsu nirBayam mama saMsAra-ratiH kaTam Bavet // Bca_4.34 //
   bhavacārakapālakā ime narakādiṣvapi vadhyaghātakāḥ /	Bava-cAra-kapAlakAH ime naraka-Adizu-api vaDya-GAtakAH /
   mativeśmani lobhapañjare yadi tiṣṭhati kutaḥ sukhaṃ mama // Bca_4.35 //	mati-veSmani loBa-paQjare yadi tizWati kutas suKam mama // Bca_4.35 //
   tasmānna tāvadahamatra dhuraṃ kṣipāmi yāvanna śatrava ime nihatāḥ samakṣaṃ	tasmAt-na tAvat-aham-atra Duram kzipAmi yAvat-na SatravaH ime nihatAH samakzam
