   BhP_08.01.001/0 śrīrājovāca	BhP_08.01.001/0 SrI-rAjA-uvAca
   BhP_08.03.003/3 yo 'smāt parasmāc ca parastaṃ prapadye svayambhuvam	Bhu-_08.03.003/3 yaH asmAt parasmAt ca paraH-tam prapadye svayamBuvam
   BhP_08.03.004/1 yaḥ svātmanīdaṃ nijamāyayārpitaṃ kvacidvibhātaṃ kva ca tat	Bhu-_08.03.004/1 yaH sva-Atmani-idam nija-mAyayA-arpitam kvacid-viBAtam kva ca tat-
   tirohitam	tirohitam
   BhP_08.03.004/3 aviddhadṛk sākṣy ubhayaṃ tadīkṣate sa ātmamūlo 'vatu māṃ	BhP_08.03.004/3 avidDa-dRS sAkzI uBayam tad-Ikzate saH Atma-mUlaH avatu mAm
   parātparaḥ	parAtparaH
   BhP_08.03.005/1 kālena pañcatvamiteṣu kṛtsnaśo lokeṣu pāleṣu ca	BhP_08.03.005/1 kAlena paQcatva-mitezu kRtsnaSas lokezu pAlezu ca
   sarvahetuṣu	sarva-hetuzu
   BhP_08.03.005/3 tamastadāsīdgahanaṃ gabhīraṃ yastasya pāre 'bhivirājate	Bhu-_08.03.005/3 tamaH-tadA-AsIt-gahanam gaBIram yaH-tasya pAre aBivirAjate
   vibhuḥ	viBuH
   BhP_08.03.006/1 na yasya devā ṛṣayaḥ padaṃ vidur jantuḥ punaḥ ko 'rhati	Bhu-_08.03.006/1 na yasya devAH RzayaH padam viduH jantuH punar kaH arhati
   gantumīritum	gantum-Iritum
   BhP_08.03.006/3 yathā naṭasyākṛtibhirviceṣṭato duratyayānukramaṇaḥ sa	Bhu-_08.03.006/3 yaTA nawasya-AkRtiBiH-vicezwataH duratyaya-anukramaNaH sa
   māvatu	mA-avatu
   BhP_08.03.007/1 didṛkṣavo yasya padaṃ sumaṅgalaṃ vimuktasaṅgā munayaḥ	Bhu-_08.03.007/1 didRkzavaH yasya padam su-maFgalam vimukta-saFgAH munayaH
   susādhavaḥ	su-sADavaH
   BhP_08.03.007/3 caranty alokavratamavraṇaṃ vane bhūtātmabhūtāḥ suhṛdaḥ sa	Bhu-_08.03.007/3 caranti aloka-vratam-avraNam vane BUtAtma-BUtAH suhRdaH sa
   me gatiḥ	me gatiH
   BhP_08.03.008/1 na vidyate yasya ca janma karma vā na nāmarūpe guṇadoṣa	Bhu-_08.03.008/1 na vidyate yasya ca janma karma vA na nAma-rUpe guNa-doza
   eva vā	eva vA
   BhP_08.03.008/3 tathāpi lokāpyayasambhavāya yaḥ svamāyayā tāny	Bhu-_08.03.008/3 taTA-api loka-apyaya-samBavAya yaH sva-mAyayA tAni-
   anukālamṛcchati	anukAlam-RcCati
   BhP_08.03.009/1 tasmai namaḥ pareśāya brahmaṇe 'nantaśaktaye	Bhu-_08.03.009/1 tasmE namaH para-ISAya brahmaNe ananta-Saktaye
   BhP_08.03.009/3 arūpāyorurūpāya nama āścaryakarmaṇe	Bhu-_08.03.009/3 arUpAya-uru-rUpAya namaH AScarya-karmaNe
   BhP_08.03.010/1 nama ātmapradīpāya sākṣiṇe paramātmane	Bhu-_08.03.010/1 namaH Atma-pradIpAya sAkziNe paramAtmane
   BhP_08.03.010/3 namo girāṃ vidūrāya manasaścetasāmapi	Bhu-_08.03.010/3 namaH girAm vidUrAya manasaH-cetasAm-api
   BhP_08.03.011/1 sattvena pratilabhyāya naiṣkarmyeṇa vipaścitā	Bhu-_08.03.011/1 sattvena pratilaByAya nEzkarmyeNa vipaScitA
   BhP_08.03.011/3 namaḥ kaivalyanāthāya nirvāṇasukhasaṃvide	Bhu-_08.03.011/3 namaH kEvalya-nATAya nirvANa-suKa-saMvide
   BhP_08.03.012/1 namaḥ śāntāya ghorāya mūḍhāya guṇadharmiṇe	Bhu-_08.03.012/1 namaH SAntAya GorAya mUXAya guNa-DarmiNe
   BhP_08.03.012/3 nirviśeṣāya sāmyāya namo jñānaghanāya ca	BhP_08.03.012/3 nirviSezAya sAmyAya namaH jQAna-GanAya ca
   BhP_08.03.013/1 kṣetrajñāya namastubhyaṃ sarvādhyakṣāya sākṣiṇe	Bhu-_08.03.013/1 kzetrajQAya namaH-tuByam sarva-aDyakzAya sAkziNe
   BhP_08.03.013/3 puruṣāyātmamūlāya mūlaprakṛtaye namaḥ	Bhu-_08.03.013/3 puruzAya-Atma-mUlAya mUlaprakRtaye namaH
   BhP_08.03.014/1 sarvendriyaguṇadraṣṭre sarvapratyayahetave	Bhu-_08.03.014/1 sarva-indriya-guNa-drazwre sarva-pratyaya-hetave
   BhP_08.03.014/3 asatā cchāyayoktāya sadābhāsāya te namaḥ	Bhu-_08.03.014/3 asatA cCAyayA-uktAya sadABAsAya te namaH
   BhP_08.03.015/1 namo namaste 'khilakāraṇāya niṣkāraṇāyādbhutakāraṇāya	Bhu-_08.03.015/1 namaH namaH-te aKila-kAraNAya nizkAraNAya-adButa-kAraNAya
   BhP_08.03.015/3 sarvāgamāmnāyamahārṇavāya namo 'pavargāya parāyaṇāya	Bhu-_08.03.015/3 sarva-Agama-AmnAya-mahA-arNavAya namaH apavargAya parAyaNAya
   BhP_08.03.016/1 guṇāraṇicchannaciduṣmapāya tatkṣobhavisphūrjitamānasāya	Bhu-_08.03.016/1 guNa-araNi=-Cannacit-uzmapAya tad-kzoBa-visPUrjita-mAnasAya
   BhP_08.03.016/3 naiṣkarmyabhāvena vivarjitāgama svayaṃprakāśāya namas	Bhu-_08.03.016/3 nEzkarmya-BAvena vivarjita-Agama svayaMprakASAya namas
   karomi	karomi
   BhP_08.03.017/1 mādṛk prapannapaśupāśavimokṣaṇāya muktāya bhūrikaruṇāya	Bhu-_08.03.017/1 mAdRS prapanna-paSu-pASa-vimokzaNAya muktAya BUri-karuNAya
   namo 'layāya	namaH alayAya
   BhP_08.03.017/3 svāṃśena sarvatanubhṛnmanasi pratīta pratyagdṛśe bhagavate	Bhu-_08.03.017/3 sva-aMSena sarva-tanuBRt-manasi pratIta pratyak-dRSe Bagavate
   bṛhate namaste	bRhate namaH-te
   BhP_08.03.018/1 ātmātmajāptagṛhavittajaneṣu saktair duṣprāpaṇāya	Bhu-_08.03.018/1 Atma-Atmaja-Apta-gRha-vitta-janezu saktEH duzprApaNAya
   guṇasaṅgavivarjitāya	guNa-saFga-vivarjitAya
   BhP_08.03.018/3 muktātmabhiḥ svahṛdaye paribhāvitāya jñānātmane bhagavate	Bhu-_08.03.018/3 mukta-AtmaBiH sva-hRdaye pariBAvitAya jQAna-Atmane Bagavate
   nama īśvarāya	namaH ISvarAya
   BhP_08.03.019/1 yaṃ dharmakāmārthavimuktikāmā bhajanta iṣṭāṃ	Bhu-_08.03.019/1 yam Darma-kAma-arTa-vimukti-kAmAH Bajante izwAm
   gatimāpnuvanti	gatim-Apnuvanti
   BhP_08.03.019/3 kiṃ cāśiṣo rāty api dehamavyayaṃ karotu me 'dabhradayo	Bhu-_08.03.019/3 kim ca-ASizaH rAti api deham-avyayam karotu me adaBradayaH-
   vimokṣaṇam	vimokzaNam
   BhP_08.03.020/1 ekāntino yasya na kañcanārthaṃ vāñchanti ye vai	Bhu-_08.03.020/1 ekAntinaH yasya na kaQcana-arTam vAQCanti ye vE
   bhagavatprapannāḥ	Bagavat-prapannAH
   BhP_08.03.020/3 atyadbhutaṃ taccaritaṃ sumaṅgalaṃ gāyanta	Bhu-_08.03.020/3 ati-adButam tat-caritam su-maFgalam gAyanta
   ānandasamudramagnāḥ	Ananda-samudra-magnAH
   BhP_08.03.021/1 tamakṣaraṃ brahma paraṃ pareśam	Bhu-_08.03.021/1 tam-akzaram brahma param pareSam
   avyaktamādhyātmikayogagamyam	avyaktam-ADyAtmika-yoga-gamyam
   BhP_08.03.021/3 atīndriyaṃ sūkṣmamivātidūram anantamādyaṃ paripūrṇamīḍe	Bhu-_08.03.021/3 atIndriyam sUkzmam-iva-ati-dUram anantam-Adyam paripUrNa-m-Ixe
   BhP_08.03.022/1 yasya brahmādayo devā vedā lokāścarācarāḥ	Bhu-_08.03.022/1 yasya brahma-AdayaH devAH vedAH lokAH-cara-acarAH
   BhP_08.03.022/3 nāmarūpavibhedena phalgvyā ca kalayā kṛtāḥ	Bhu-_08.03.022/3 nAma-rUpa-viBedena PalgvyA ca kalayA kRtAH
   BhP_08.03.023/1 yathārciṣo 'gneḥ saviturgabhastayo niryānti saṃyānty	Bhu-_08.03.023/1 yaTA-arcizaH agneH savituH-gaBastayaH niryAnti saMyAnti-
   asakṛt svarociṣaḥ	asakRt sva-rocizaH
   BhP_08.03.023/3 tathā yato 'yaṃ guṇasampravāho buddhirmanaḥ khāni	Bhu-_08.03.023/3 taTA yatas ayam guNa-sampravAhaH budDiH-manaH KAni
   śarīrasargāḥ	SarIra-sargAH
   BhP_08.03.024/1 sa vai na devāsuramartyatiryaṅ na strī na ṣaṇḍho na pumān	Bhu-_08.03.024/1 sa vE na deva-asura-martya-tiryak na strI na zaNXaH na pumAn
   na jantuḥ	na jantuH
   BhP_08.03.024/3 nāyaṃ guṇaḥ karma na san na cāsan niṣedhaśeṣo	Bhu-_08.03.024/3 na-ayam guNaH karma na san na ca-Asat nizeDa-SezaH-
   jayatādaśeṣaḥ	jayatAt-aSezaH
   BhP_08.03.025/1 jijīviṣe nāhamihāmuyā kim antarbahiścāvṛtayebhayonyā	Bhu-_08.03.025/1 jijIvize na-aham-iha-amuyA kim antar-bahis-ca-AvRtayA-iBayonyA
   BhP_08.03.025/3 icchāmi kālena na yasya viplavas tasyātmalokāvaraṇasya	Bhu-_08.03.025/3 icCAmi kAlena na yasya viplavaH tasya-Atma-loka-AvaraNasya
   mokṣam	mokzam
   BhP_08.03.026/1 so 'haṃ viśvasṛjaṃ viśvamaviśvaṃ viśvavedasam	Bhu-_08.03.026/1 saH aham viSvasRjam viSvam-aviSvam viSva-vedasam
   BhP_08.03.026/3 viśvātmānamajaṃ brahma praṇato 'smi paraṃ padam	Bhu-_08.03.026/3 viSvAtmAnam-ajam brahma praNataH asmi param padam
   BhP_08.03.027/1 yogarandhitakarmāṇo hṛdi yogavibhāvite	Bhu-_08.03.027/1 yoga-ranDita-karmANaH hRdi yoga-viBAvite
   BhP_08.03.027/3 yogino yaṃ prapaśyanti yogeśaṃ taṃ nato 'smy aham	BhP-_08.03.027/3 yoginaH yam prapaSyanti yogeSam tam nataH asmi aham
   BhP_08.03.028/1 namo namastubhyamasahyavega śaktitrayāyākhiladhīguṇāya	Bhu-_08.03.028/1 namaH namaH-tuByam-asahya-vega Sakti-trayAya-aKila-DI-guNAya
   BhP_08.03.028/3 prapannapālāya durantaśaktaye	Bhu-_08.03.028/3 prapanna-pAlAya duranta-Saktaye
   kadindriyāṇāmanavāpyavartmane	kadindriyANAm-anavApya-vartmane
   BhP_08.03.029/1 nāyaṃ veda svamātmānaṃ yacchaktyāhaṃdhiyā hatam	Bhu-_08.03.029/1 na-ayam veda svam-AtmAnam yat-SaktyA-ahaMDiyA hatam
   BhP_08.03.029/3 taṃ duratyayamāhātmyaṃ bhagavantamito 'smy aham	Bhu-_08.03.029/3 tam duratyaya-mAhAtmyam Bagavantam-itas asmi aham
   BhP_08.03.030/0 śrīśuka uvāca	BhP_08.03.030/0 SrI-SukaH uvAca
   BhP_08.03.030/1 evaṃ gajendramupavarṇitanirviśeṣaṃ	Bhu-_08.03.030/1 evam gaja-indram-upavarNita-nirviSezam
   BhP_08.03.030/2 brahmādayo vividhaliṅgabhidābhimānāḥ	Bhu-_08.03.030/2 brahma-AdayaH viviDa-liFga-BidA-aBimAnAH
   BhP_08.03.030/3 naite yadopasasṛpurnikhilātmakatvāt	Bhu-_08.03.030/3 na-ete yadA-upasasRpuH-niKila-Atmaka-tvAt
   BhP_08.03.030/4 tatrākhilāmaramayo harirāvirāsīt	Bhu-_08.03.030/4 tatra-aKila-amara-mayaH hariH-AvirAsIt-
   BhP_08.03.031/1 taṃ tadvadārtamupalabhya jagannivāsaḥ	Bhu-_08.03.031/1 tam tadvat-Artam-upalaBya jagannivAsaH
   BhP_08.03.031/2 stotraṃ niśamya divijaiḥ saha saṃstuvadbhiḥ	Bhu-_08.03.031/2 stotram niSamya divijEH saha saMstuvadBiH
   BhP_08.03.031/3 chandomayena garuḍena samuhyamānaś	Bhu-_08.03.031/3 CandaH-mayena garuxena samuhyamAnaH-
   BhP_08.03.031/4 cakrāyudho 'bhyagamadāśu yato gajendraḥ	Bhu-_08.03.031/4 cakrAyuDaH aByagamat-ASu yatas gaja-indraH
   BhP_08.03.032/1 so 'ntaḥsarasy urubalena gṛhīta ārto	Bhu-_08.03.032/1 saH antaHsarasi uru-balena gRhItaH ArtaH-
   BhP_08.03.032/2 dṛṣṭvā garutmati hariṃ kha upāttacakram	Bhu-_08.03.032/2 dRzwvA garutmati harim Ke upAtta-cakram
   BhP_08.03.032/3 utkṣipya sāmbujakaraṃ giramāha kṛcchrān	Bhu-_08.03.032/3 utkzipya sa-ambuja-karam giram-Aha kRcCrAn
   BhP_08.03.032/4 nārāyaṇākhilaguro bhagavan namaste	Bhu-_08.03.032/4 nArAyaNa-aKila-guro Bagavat namaH-te
   BhP_08.03.033/1 taṃ vīkṣya pīḍitamajaḥ sahasāvatīrya	Bhu-_08.03.033/1 tam vIkzya pIxitam-ajaH sahasA-avatIrya
   BhP_08.03.033/2 sagrāhamāśu sarasaḥ kṛpayojjahāra	Bhu-_08.03.033/2 sa-grAham-ASu sarasaH kRpayA-ujjahAra
   BhP_08.03.033/3 grāhādvipāṭitamukhādariṇā gajendraṃ	Bhu-_08.03.033/3 grAhAt-vipAwita-muKa-AdariNA gaja-indram
   BhP_08.03.033/4 saṃpaśyatāṃ hariramūmucaducchriyāṇām	Bhu-_08.03.033/4 saMpaSyatAm hariH-amU-mucat-ucCriyANAm
   BhP_08.04.001/0 śrīśuka uvāca	BhP_08.04.001/0 SrI-SukaH uvAca
   BhP_08.04.001/1 tadā devarṣigandharvā brahmeśānapurogamāḥ	Bhu-_08.04.001/1 tadA deva-Rzi-ganDarvAH brahma-ISAna-purogamAH
   BhP_08.04.001/3 mumucuḥ kusumāsāraṃ śaṃsantaḥ karma taddhareḥ	Bhu-_08.04.001/3 mumucuH kusumAsAram SaMsantaH karma tad-hareH
   BhP_08.04.002/1 nedurdundubhayo divyā gandharvā nanṛturjaguḥ	Bhu-_08.04.002/1 neduH-dunduBayaH divyAH ganDarvAH nanRtuH-jaguH
   BhP_08.04.002/3 ṛṣayaścāraṇāḥ siddhāstuṣṭuvuḥ puruṣottamam	Bhu-_08.04.002/3 RzayaH-cAraNAH sidDAH-tuzwuvuH puruzottamam
   BhP_08.04.003/1 yo 'sau grāhaḥ sa vai sadyaḥ paramāścaryarūpadhṛk	Bhu-_08.04.003/1 yaH asO grAhaH sa vE sadyas parama-AScarya-rUpaDRk-
   BhP_08.04.003/3 mukto devalaśāpena hūhūrgandharvasattamaḥ	Bhu-_08.04.003/3 muktaH devala-SApena hUhUH-ganDarva-sattamaH
   BhP_08.04.004/1 praṇamya śirasādhīśamuttamaślokamavyayam	Bhu-_08.04.004/1 praNamya SirasA-aDISam-uttamaSlokam-avyayam
   BhP_08.04.004/3 agāyata yaśodhāma kīrtanyaguṇasatkatham	Bhu-_08.04.004/3 agAyata yaSaH-DAma kIrtanya-guNa-sat-kaTam
   BhP_08.04.005/1 so 'nukampita īśena parikramya praṇamya tam	Bhu-_08.04.005/1 saH anukampitaH ISena parikramya praNamya tam
   BhP_08.04.005/3 lokasya paśyato lokaṃ svamagān muktakilbiṣaḥ	Bhu-_08.04.005/3 lokasya paSyataH lokam sva-m-agAt mukta-kilbizaH
   BhP_08.04.006/1 gajendro bhagavatsparśādvimukto 'jñānabandhanāt	Bhu-_08.04.006/1 gaja-indraH Bagavat-sparSAt-vimuktaH ajQAna-banDanAt-
   BhP_08.04.006/3 prāpto bhagavato rūpaṃ pītavāsāścaturbhujaḥ	Bhu-_08.04.006/3 prAptaH BagavataH rUpam pIta-vAsAH-caturBujaH
   BhP_08.04.007/1 sa vai pūrvamabhūdrājā pāṇḍyo draviḍasattamaḥ	Bhu-_08.04.007/1 sa vE pUrvam-aBUt-rAjA pANxyaH dravixa-sattamaH
   BhP_08.04.007/3 indradyumna iti khyāto viṣṇuvrataparāyaṇaḥ	Bhu-_08.04.007/3 indradyumnaH iti KyAtaH vizNu-vrata-parAyaNaH
   BhP_08.04.008/1 sa ekadārādhanakāla ātmavān gṛhītamaunavrata īśvaraṃ harim	Bhu-_08.04.008/1 saH eka-dA-ArADana-kAle AtmavAn gRhIta-m-Ona-vrataH ISvaram harim
   BhP_08.04.008/3 jaṭādharastāpasa āpluto 'cyutaṃ samarcayāmāsa	Bhu-_08.04.008/3 jawA-DaraH-tApasaH AplutaH acyutam samarcayAmAsa
   kulācalāśramaḥ	kula-acala-ASramaH
   BhP_08.04.009/1 yadṛcchayā tatra mahāyaśā muniḥ samāgamac chiṣyagaṇaiḥ	Bhu-_08.04.009/1 yadRcCayA tatra mahA-yaSA muniH samAgamat Sizya-gaNEH
   pariśritaḥ	pariSritaH
   BhP_08.04.009/3 taṃ vīkṣya tūṣṇīmakṛtārhaṇādikaṃ rahasy upāsīnamṛṣiścukopa	Bhu-_08.04.009/3 tam vIkzya tUzNIm-akRta-arhaNa-Adikam rahasi upAsInam-RziH-cukopa
   ha	ha
   BhP_08.04.010/1 tasmā imaṃ śāpamadādasādhur ayaṃ durātmākṛtabuddhiradya	Bhu-_08.04.010/1 tasmE imam SApa-madAt-asADuH ayam durAtma-akRtabudDiH-adya
   BhP_08.04.010/3 viprāvamantā viśatāṃ tamisraṃ yathā gajaḥ stabdhamatiḥ sa	Bhu-_08.04.010/3 vipra-avamantA viSatAm tamisram yaTA gajaH stabDa-matiH sa
   eva	eva
   BhP_08.04.011/0 śrīśuka uvāca	BhP_08.04.011/0 SrI-SukaH uvAca
   BhP_08.04.011/1 evaṃ śaptvā gato 'gastyo bhagavān nṛpa sānugaḥ	Bhu-_08.04.011/1 evam SaptvA gataH agastyaH BagavAn nRpa sa-anugaH
   BhP_08.04.011/3 indradyumno 'pi rājarṣirdiṣṭaṃ tadupadhārayan	Bhu-_08.04.011/3 indradyumnaH api rAjarziH-dizwam tat-upaDArayan
   BhP_08.04.012/1 āpannaḥ kauñjarīṃ yonimātmasmṛtivināśinīm	Bhu-_08.04.012/1 ApannaH kOQjarIm yonim-Atma-smRti-vinASinIm
   BhP_08.04.012/3 haryarcanānubhāvena yadgajatve 'py anusmṛtiḥ	Bhu-_08.04.012/3 hari-arcana-anuBAvena yat-gaja-tve api anusmRtiH
   BhP_08.04.013/1 evaṃ vimokṣya gajayūthapamabjanābhas	Bhu-_08.04.013/1 evam vimokzya gaja-yUTapam-abjanABas
   BhP_08.04.013/2 tenāpi pārṣadagatiṃ gamitena yuktaḥ	Bhu-_08.04.013/2 tena-api pArzada-gatim gamitena yuktaH
   BhP_08.04.013/3 gandharvasiddhavibudhairupagīyamāna	Bhu-_08.04.013/3 ganDarva-sidDa-vibuDEH-upagIyamAna
   BhP_08.04.013/4 karmādbhutaṃ svabhavanaṃ garuḍāsano 'gāt	BhP_08.04.013/4 karma-adButam sva-Bavanam garuxAsanaH agAt-
   BhP_08.04.014/1 etan mahārāja taverito mayā kṛṣṇānubhāvo gajarājamokṣaṇam	Bhu-_08.04.014/1 etat mahA-rAja tava-IritaH mayA kRzNa-anuBAvaH gaja-rAja-mokzaNam
   BhP_08.04.014/3 svargyaṃ yaśasyaṃ kalikalmaṣāpahaṃ duḥsvapnanāśaṃ	BhP_08.04.014/3 svargyam yaSasyam kali-kalmaza-apaham duHsvapna-nASam
   kuruvarya śṛṇvatām	kuru-varya SRNvatAm
   BhP_08.04.015/1 yathānukīrtayanty etac chreyaskāmā dvijātayaḥ	Bhu-_08.04.015/1 yaTA-anukIrtayanti etat SreyaskAmAH dvijAtayaH
   BhP_08.04.015/3 śucayaḥ prātarutthāya duḥsvapnādyupaśāntaye	Bhu-_08.04.015/3 SucayaH prAtar-utTAya duHsvapna-Adi-upaSAntaye
   BhP_08.04.016/1 idamāha hariḥ prīto gajendraṃ kurusattama	Bhu-_08.04.016/1 idam-Aha hariH prItaH gaja-indram kuru-sattama
   BhP_08.04.016/3 śṛṇvatāṃ sarvabhūtānāṃ sarvabhūtamayo vibhuḥ	Bhu-_08.04.016/3 SRNvatAm sarva-BUtAnAm sarva-BUta-mayaH viBuH
   BhP_08.04.017/0 śrībhagavān uvāca	Bhu-_08.04.017/0 SrI-BagavAn uvAca
   BhP_08.04.017/1 ye māṃ tvāṃ ca saraścedaṃ girikandarakānanam	Bhu-_08.04.017/1 ye mAm tvAm ca saraH-ca-idam giri-kandara-kAnanam
   BhP_08.04.017/3 vetrakīcakaveṇūnāṃ gulmāni surapādapān	Bhu-_08.04.017/3 vetra-kIcaka-veNUnAm gulmAni sura-pAdapAn
   BhP_08.04.018/1 śṛṅgāṇīmāni dhiṣṇyāni brahmaṇo me śivasya ca	BhP_08.04.018/1 SRFgANi-imAni DizNyAni brahmaNaH me Sivasya ca
   BhP_08.04.018/3 kṣīrodaṃ me priyaṃ dhāma śvetadvīpaṃ ca bhāsvaram	Bhu-_08.04.018/3 kzIrodam me priyam DAma SvetadvIpam ca BAsvaram
   BhP_08.04.019/1 śrīvatsaṃ kaustubhaṃ mālāṃ gadāṃ kaumodakīṃ mama	Bhu-_08.04.019/1 SrIvatsam kOstuBam mAlAm gadAm kOmodakIm mama
   BhP_08.04.019/3 sudarśanaṃ pāñcajanyaṃ suparṇaṃ patageśvaram	Bhu-_08.04.019/3 sudarSanam pAQcajanyam suparNam pataga-ISvaram
   BhP_08.04.020/1 śeṣaṃ ca matkalāṃ sūkṣmāṃ śriyaṃ devīṃ madāśrayām	Bhu-_08.04.020/1 Sezam ca mad-kalAm sUkzmAm Sriyam devIm mad-ASrayAm
   BhP_08.04.020/3 brahmāṇaṃ nāradamṛṣiṃ bhavaṃ prahrādameva ca	Bhu-_08.04.020/3 brahmANam nAradam-Rzim Bavam prahrAdam-eva ca
   BhP_08.04.021/1 matsyakūrmavarāhādyairavatāraiḥ kṛtāni me	Bhu-_08.04.021/1 matsya-kUrma-varAha-AdyEH-avatArEH kRtAni me
   BhP_08.04.021/3 karmāṇy anantapuṇyāni sūryaṃ somaṃ hutāśanam	BhP_08.04.021/3 karmANi ananta-puNyAni sUryam somam hutASanam
   BhP_08.04.022/1 praṇavaṃ satyamavyaktaṃ goviprān dharmamavyayam	Bhu-_08.04.022/1 praNavam satyam-avyaktam go-viprAn Darmam-avyayam
   BhP_08.04.022/3 dākṣāyaṇīrdharmapatnīḥ somakaśyapayorapi	Bhu-_08.04.022/3 dAkzAyaNIH-Darma-patnIH soma-kaSyapayoH-api
   BhP_08.04.023/1 gaṅgāṃ sarasvatīṃ nandāṃ kālindīṃ sitavāraṇam	BhP_08.04.023/1 gaFgAm sarasvatIm nandAm kAlindIm sita-vAraNam
   BhP_08.04.023/3 dhruvaṃ brahmaṛṣīn sapta puṇyaślokāṃśca mānavān	Bhu-_08.04.023/3 Druvam brahma-RzIn sapta puNyaSlokAn=-ca mAnavAn
   BhP_08.04.024/1 utthāyāpararātrānte prayatāḥ susamāhitāḥ	Bhu-_08.04.024/1 utTAya-apararAtra-ante prayatAH su-samAhitAH
   BhP_08.04.024/3 smaranti mama rūpāṇi mucyante te 'ṃhaso 'khilāt	Bhu-_08.04.024/3 smaranti mama rUpANi mucyante te aMhasaH aKilAt-
   BhP_08.04.025/1 ye māṃ stuvanty anenāṅga pratibudhya niśātyaye	Bhu-_08.04.025/1 ye mAm stuvanti anena-aFga pratibuDya niSA-atyaye
   BhP_08.04.025/3 teṣāṃ prāṇātyaye cāhaṃ dadāmi vipulāṃ gatim	Bhu-_08.04.025/3 tezAm prANa-atyaye ca-aham dadAmi vipulAm gatim
   BhP_08.04.026/0 śrīśuka uvāca	BhP_08.04.026/0 SrI-SukaH uvAca
   BhP_08.04.026/1 ity ādiśya hṛṣīkeśaḥ prādhmāya jalajottamam	Bhu-_08.04.026/1 iti AdiSya hRzIkeSaH prADmAya jalaja-uttamam
   BhP_08.04.026/3 harṣayan vibudhānīkamāruroha khagādhipam	Bhu-_08.04.026/3 harzayan vibuDa-anIkam-Aruroha KagADipam
   BhP_08.05.001/0 śrīśuka uvāca	BhP_08.05.001/0 SrI-SukaH uvAca
   BhP_08.05.001/1 rājannuditametat te hareḥ karmāghanāśanam	Bhu-_08.05.001/1 rAjan=-uditam-etat te hareH karma-aGa-nASanam
   BhP_08.05.001/3 gajendramokṣaṇaṃ puṇyaṃ raivataṃ tvantaraṃ śṛṇu	Bhu-_08.05.001/3 gaja-indra-mokzaNam puNyam rEvatam tu-antaram SRNu
   BhP_08.05.002/1 pañcamo raivato nāma manustāmasasodaraḥ	Bhu-_08.05.002/1 paQcamaH rEvataH nAma manuH-tAmasasodaraH
   BhP_08.05.002/3 balivindhyādayastasya sutā hārjunapūrvakāḥ	Bhu-_08.05.002/3 bali-vinDya-AdayaH-tasya sutAH ha-arjuna-pUrvakAH
   BhP_08.05.003/1 vibhurindraḥ suragaṇā rājan bhūtarayādayaḥ	Bhu-_08.05.003/1 viBuH-indraH sura-gaNAH rAjan BUta-raya-AdayaH
   BhP_08.05.003/3 hiraṇyaromā vedaśirā ūrdhvabāhvādayo dvijāḥ	Bhu-_08.05.003/3 hiraNyaromAH vedaSirAH UrDva-bAhu-AdayaH dvijAH
   BhP_08.05.004/1 patnī vikuṇṭhā śubhrasya vaikuṇṭhaiḥ surasattamaiḥ	Bha-a_08.05.004/1 patnI vikuNWA SuBrasya vEkuNWEH sura-sattamEH
   BhP_08.05.004/3 tayoḥ svakalayā jajñe vaikuṇṭho bhagavān svayam	Bhu-_08.05.004/3 tayoH sva-kalayA jajQe vEkuNWaH BagavAn svayam
   BhP_08.05.005/1 vaikuṇṭhaḥ kalpito yena loko lokanamaskṛtaḥ	BhP_08.05.005/1 vEkuNWaH kalpitaH yena lokaH loka-namaskRtaH
   BhP_08.05.005/3 ramayā prārthyamānena devyā tatpriyakāmyayā	Bhu-_08.05.005/3 ramayA prArTyamAnena devyA tad-priya-kAmyayA
   BhP_08.05.006/1 tasyānubhāvaḥ kathito guṇāśca paramodayāḥ	Bhu-_08.05.006/1 tasya-anuBAvaH kaTitaH guNAH-ca parama-udayAH
   BhP_08.05.006/3 bhaumān reṇūn sa vimame yo viṣṇorvarṇayedguṇān	Bhu-_08.05.006/3 BOmAn reNUn sa vimame yaH vizNoH-varNayet-guNAn
   BhP_08.05.007/1 ṣaṣṭhaśca cakṣuṣaḥ putraścākṣuṣo nāma vai manuḥ	BhP_08.05.007/1 zazWaH-ca cakzuzaH putraH-cAkzuzaH nAma vE manuH
   BhP_08.05.007/3 pūrupūruṣasudyumna pramukhāścākṣuṣātmajāḥ	Bhu-_08.05.007/3 pUru-pUruza-sudyumna pramuKAH-cAkzuza-AtmajAH
   BhP_08.05.008/1 indro mantradrumastatra devā āpyādayo gaṇāḥ	Bhu-_08.05.008/1 indraH mantradrumaH-tatra devAH Apya-AdayaH gaNAH
   BhP_08.05.008/3 munayastatra vai rājan haviṣmadvīrakādayaḥ	Bhu-_08.05.008/3 munayaH-tatra vE rAjan havizmat-vIraka-AdayaH
   BhP_08.05.009/1 tatrāpi devasambhūtyāṃ vairājasyābhavat sutaḥ	Bhu-_08.05.009/1 tatra-api deva-samBUtyAm vErAjasya-aBavat sutaH
   BhP_08.05.009/3 ajito nāma bhagavān aṃśena jagataḥ patiḥ	Bhu-_08.05.009/3 ajitaH nAma BagavAn aMSena jagataH patiH
   BhP_08.05.010/1 payodhiṃ yena nirmathya surāṇāṃ sādhitā sudhā	Bhu-_08.05.010/1 payoDim yena nirmaTya surANAm sADitA suDA
