   BhP_09.01.001/0 śrīrājovāca	BhP_09.01.001/0 SrI-rAjA-uvAca
   BhP_09.02.033/2 viśālo vaṃśakṛdrājā vaiśālīṃ nirmame purīm	Bhu-_09.02.033/2 viSAlaH vaMSa-kRt-rAjA vESAlIm nirmame purIm
   BhP_09.02.034/1 hemacandraḥ sutastasya dhūmrākṣastasya cātmajaḥ	Bhu-_09.02.034/1 hemacandraH sutaH-tasya DUmrAkzaH-tasya ca-AtmajaH
   BhP_09.02.034/2 tatputrāt saṃyamādāsīt kṛśāśvaḥ sahadevajaḥ	Bhu-_09.02.034/2 tad-putrAt saMyamAt-AsIt kRSASvaH sahadeva-jaH
   BhP_09.02.035/1 kṛśāśvāt somadatto 'bhūdyo 'śvamedhairiḍaspatim	Bhu-_09.02.035/1 kRSASvAt somadattaH aBUt-yaH aSvameDEH-ixaspatim
   BhP_09.02.035/2 iṣṭvā puruṣamāpāgryāṃ gatiṃ yogeśvarāśritām	Bhu-_09.02.035/2 izwvA puruzam-Apa-agryAm gatim yogeSvara-ASritAm
   BhP_09.02.036/1 saumadattistu sumatistatputro janamejayaḥ	BhP_09.02.036/1 sOmadattiH-tu sumatiH-tad-putraH janamejayaH
   BhP_09.02.036/2 ete vaiśālabhūpālāstṛṇabindoryaśodharāḥ	Bhu-_09.02.036/2 ete vESAla-BUpAlAH-tRNa-bindoH-yaSoDarAH
   BhP_09.03.001/0 śrīśuka uvāca	BhP_09.03.001/0 SrI-SukaH uvAca
   BhP_09.03.001/1 śaryātirmānavo rājā brahmiṣṭhaḥ sambabhūva ha	BhP_09.03.001/1 SaryAtiH-mAnavaH rAjA brahmizWaH sambaBUva ha
   BhP_09.03.001/2 yo vā aṅgirasāṃ satre dvitīyamaharūcivān	Bhu-_09.03.001/2 yaH vE aFgirasAm satre dvitIya-m-ahA-r-UcivAn
   BhP_09.03.002/1 sukanyā nāma tasyāsīt kanyā kamalalocanā	BhP_09.03.002/1 sukanyA nAma tasya-AsIt kanyA kamala-locanA
   BhP_09.03.002/2 tayā sārdhaṃ vanagato hyagamac cyavanāśramam	Bhu-_09.03.002/2 tayA sArDam vana-gataH hi-agamat cyavana-ASramam
   BhP_09.03.003/1 sā sakhībhiḥ parivṛtā vicinvantyaṅghripān vane	BhP_09.03.003/1 sA saKIBiH parivRtAH vicinvanti-aFGripAn vane
   BhP_09.03.003/2 valmīkarandhre dadṛśe khadyote iva jyotiṣī	Bhu-_09.03.003/2 valmIka-ranDre dadRSe Kadyote iva jyotizI
   BhP_09.03.004/1 te daivacoditā bālā jyotiṣī kaṇṭakena vai	Bhu-_09.03.004/1 te dEva-coditA bAlA jyotizI kaNwakena vE
   BhP_09.03.004/2 avidhyan mugdhabhāvena susrāvāsṛk tato bahiḥ	Bhu-_09.03.004/2 aviDyat mugDa-BAvena susrAva-asRk tatas bahis-
   BhP_09.03.005/1 śakṛnmūtranirodho 'bhūt sainikānāṃ ca tatkṣaṇāt	Bhu-_09.03.005/1 SakRt-mUtra-niroDaH aBUt sEnikAnAm ca tad-kzaNAt-
   BhP_09.03.005/2 rājarṣistamupālakṣya puruṣān vismito 'bravīt	Bhu-_09.03.005/2 rAjarziH-tam-upAlakzya puruzAn vismitaH abravIt-
   BhP_09.03.006/1 apyabhadraṃ na yuṣmābhirbhārgavasya viceṣṭitam	Bhu-_09.03.006/1 api-aBadram na yuzmABiH-BArgavasya vicezwitam
   BhP_09.03.006/2 vyaktaṃ kenāpi nastasya kṛtamāśramadūṣaṇam	Bhu-_09.03.006/2 vyaktam kena-api naH-tasya kRtam-ASrama-dUzaNam
   BhP_09.03.007/1 sukanyā prāha pitaraṃ bhītā kiñcit kṛtaṃ mayā	BhP_09.03.007/1 sukanyA prAha pitaram BItA kiQcid kRtam mayA
   BhP_09.03.007/2 dve jyotiṣī ajānantyā nirbhinne kaṇṭakena vai	Bhu-_09.03.007/2 dve jyotizI ajAnantyAH nirBinne kaNwakena vE
   BhP_09.03.008/1 duhitustadvacaḥ śrutvā śaryātirjātasādhvasaḥ	Bhu-_09.03.008/1 duhituH-tad-vacaH SrutvA SaryAtiH-jAta-sADvasaH
   BhP_09.03.008/2 muniṃ prasādayāmāsa valmīkāntarhitaṃ śanaiḥ	Bhu-_09.03.008/2 munim prasAdayAmAsa valmIka-antarhitam SanEs-
   BhP_09.03.009/1 tadabhiprāyamājñāya prādādduhitaraṃ muneḥ	Bhu-_09.03.009/1 tad-aBiprAyam-AjQAya prAdAt-duhitaram muneH
   BhP_09.03.009/2 kṛcchrān muktastamāmantrya puraṃ prāyāt samāhitaḥ	Bhu-_09.03.009/2 kRcCrAt muktaH-tam-Amantrya puram prAyAt samAhitaH
   BhP_09.03.010/1 sukanyā cyavanaṃ prāpya patiṃ paramakopanam	BhP_09.03.010/1 sukanyA cyavanam prApya patim parama-kopanam
   BhP_09.03.010/2 prīṇayāmāsa cittajñā apramattānuvṛttibhiḥ	BhP_09.03.010/2 prINayAmAsa citta-jQAH apramatta-anuvRttiBiH
   BhP_09.03.011/1 kasyacit tv atha kālasya nāsatyāv āśramāgatau	Bhu-_09.03.011/1 kasyacid tu aTa kAlasya nAsatyO ASrama-AgatO
   BhP_09.03.011/2 tau pūjayitvā provāca vayo me dattamīśvarau	Bhu-_09.03.011/2 tO pUjayitvA provAca vayaH me dattam-ISvarO
   BhP_09.03.012/1 grahaṃ grahīṣye somasya yajñe vāmapyasomapoḥ	Bhu-_09.03.012/1 graham grahIzye somasya yajQe vAm-api-asomapoH
   BhP_09.03.012/2 kriyatāṃ me vayorūpaṃ pramadānāṃ yadīpsitam	Bhu-_09.03.012/2 kriyatAm me vayaH-rUpam pramadAnAm yat-Ipsitam
   BhP_09.03.013/1 bāḍhamityūcaturvipramabhinandya bhiṣaktamau	Bhu-_09.03.013/1 bAXam-iti-UcatuH-vipram-aBinandya BizaktamO
   BhP_09.03.013/2 nimajjatāṃ bhavān asmin hrade siddhavinirmite	Bhu-_09.03.013/2 nimajjatAm BavAn asmin hrade sidDa-vinirmite
   BhP_09.03.014/1 ityukto jarayā grasta deho dhamanisantataḥ	Bhu-_09.03.014/1 iti-uktaH jarayA grasta dehaH DamanisantataH
   BhP_09.03.014/2 hradaṃ praveśito 'śvibhyāṃ valīpalitavigrahaḥ	Bhu-_09.03.014/2 hradam praveSitaH aSviByAm valI-palita-vigrahaH
   BhP_09.03.015/1 puruṣāstraya uttasthurapīvyā vanitāpriyāḥ	Bhu-_09.03.015/1 puruzAH-trayaH uttasTuH-apIvyAH vanitA-priyAH
   BhP_09.03.015/2 padmasrajaḥ kuṇḍalinastulyarūpāḥ suvāsasaḥ	Bhu-_09.03.015/2 padma-srajaH kuNxalinaH-tulya-rUpAH su-vAsasaH
   BhP_09.03.016/1 tān nirīkṣya varārohā sarūpān sūryavarcasaḥ	Bhu-_09.03.016/1 tAn nirIkzya varArohA sarUpAn sUrya-varcasaH
   BhP_09.03.016/2 ajānatī patiṃ sādhvī aśvinau śaraṇaṃ yayau	Bhu-_09.03.016/2 ajAnatI patim sADvI aSvinO SaraNam yayO
   BhP_09.03.017/1 darśayitvā patiṃ tasyai pātivratyena toṣitau	Bhu-_09.03.017/1 darSayitvA patim tasyE pAtivratyena tozitO
   BhP_09.03.017/2 ṛṣimāmantrya yayaturvimānena triviṣṭapam	Bhu-_09.03.017/2 Rzim-Amantrya yayatuH-vimAnena trivizwapam
   BhP_09.03.018/1 yakṣyamāṇo 'tha śaryātiścyavanasyāśramaṃ gataḥ	Bhu-_09.03.018/1 yakzyamANaH aTa SaryAtiH-cyavanasya-ASramam gataH
   BhP_09.03.018/2 dadarśa duhituḥ pārśve puruṣaṃ sūryavarcasam	Bhu-_09.03.018/2 dadarSa duhituH pArSve puruzam sUrya-varcasam
   BhP_09.03.019/1 rājā duhitaraṃ prāha kṛtapādābhivandanām	Bhu-_09.03.019/1 rAjA duhitaram prAha kRta-pAda-aBivandanAm
   BhP_09.03.019/2 āśiṣaścāprayuñjāno nātiprītimanā iva	Bhu-_09.03.019/2 ASizaH-ca-aprayuQjAnaH na-ati-prIti-manAH iva
   BhP_09.03.020/1 cikīrṣitaṃ te kimidaṃ patistvayā pralambhito lokanamaskṛto	Bhu-_09.03.020/1 cikIrzitam te kim-idam patiH-tvayA pralamBitaH loka-namaskRtaH-
   muniḥ	muniH
   BhP_09.03.020/2 yat tvaṃ jarāgrastamasatyasammataṃ vihāya jāraṃ bhajase	Bhu-_09.03.020/2 yat tvam jarA-grastam-asatya-sammatam vihAya jAram Bajase
   'mumadhvagam	amum-aDva-gam
   BhP_09.03.021/1 kathaṃ matiste 'vagatānyathā satāṃ kulaprasūte kuladūṣaṇaṃ	Bhu-_09.03.021/1 kaTam matiH-te avagatA-anyaTA satAm kula-prasUte kula-dUzaNam
   tv idam	tu idam
   BhP_09.03.021/2 bibharṣi jāraṃ yadapatrapā kulaṃ pituśca bhartuśca	Bhu-_09.03.021/2 biBarzi jAram yat-apatrapA kulam pituH-ca BartuH-ca
   nayasyadhastamaḥ	nayasi-aDas-tamaH
   BhP_09.03.022/1 evaṃ bruvāṇaṃ pitaraṃ smayamānā śucismitā	Bhu-_09.03.022/1 evam bruvANam pitaram smayamAnA Suci-smitA
   BhP_09.03.022/2 uvāca tāta jāmātā tavaiṣa bhṛgunandanaḥ	BhP_09.03.022/2 uvAca tAta jAmAtA tava-eza BRgunandanaH
   BhP_09.03.023/1 śaśaṃsa pitre tat sarvaṃ vayorūpābhilambhanam	Bhu-_09.03.023/1 SaSaMsa pitre tat sarvam vayaH-rUpa-aBilamBanam
   BhP_09.03.023/2 vismitaḥ paramaprītastanayāṃ pariṣasvaje	Bhu-_09.03.023/2 vismitaH parama-prItaH-tanayAm parizasvaje
   BhP_09.03.024/1 somena yājayan vīraṃ grahaṃ somasya cāgrahīt	Bhu-_09.03.024/1 somena yAjayan vIram graham somasya ca-agrahIt-
   BhP_09.03.024/2 asomaporapyaśvinoścyavanaḥ svena tejasā	Bhu-_09.03.024/2 asomapoH-api-aSvinoH-cyavanaH svena tejasA
   BhP_09.03.025/1 hantuṃ tamādade vajraṃ sadyo manyuramarṣitaḥ	Bhu-_09.03.025/1 hantum tam-Adade vajram sadyas manyuH-amarzitaH
   BhP_09.03.025/2 savajraṃ stambhayāmāsa bhujamindrasya bhārgavaḥ	Bhu-_09.03.025/2 sa-vajram stamBayAmAsa Bujam-indrasya BArgavaH
   BhP_09.03.026/1 anvajānaṃstataḥ sarve grahaṃ somasya cāśvinoḥ	Bhu-_09.03.026/1 anvajAnan=-tatas sarve graham somasya ca-aSvinoH
   BhP_09.03.026/2 bhiṣajāv iti yat pūrvaṃ somāhutyā bahiṣkṛtau	Bhu-_09.03.026/2 BizajO iti yat pUrvam somAhutyA bahizkRtO
   BhP_09.03.027/1 uttānabarhirānarto bhūriṣeṇa iti trayaḥ	Bhu-_09.03.027/1 uttAnabarhirAnartaH BUrizeNaH iti trayaH
   BhP_09.03.027/2 śaryāterabhavan putrā ānartādrevato 'bhavat	Bhu-_09.03.027/2 SaryAteH-aBavan putrAH AnartAt-revataH aBavat-
   BhP_09.03.028/1 so 'ntaḥsamudre nagarīṃ vinirmāya kuśasthalīm	Bhu-_09.03.028/1 saH antar-samudre nagarIm vinirmAya kuSasTalIm
   BhP_09.03.028/2 āsthito 'bhuṅkta viṣayān ānartādīn arindama	Bhu-_09.03.028/2 AsTitaH aBuFkta vizayAn Anarta-AdIn arindama
   BhP_09.03.029/1 tasya putraśataṃ jajñe kakudmijyeṣṭhamuttamam	Bhu-_09.03.029/1 tasya putra-Satam jajQe kakudmi-jyezWam-uttamam
   BhP_09.03.029/2 kakudmī revatīṃ kanyāṃ svāmādāya vibhuṃ gataḥ	Bhu-_09.03.029/2 kakudmI revatIm kanyAm svAm-a-AdAya viBum gataH
   BhP_09.03.030/1 putryā varaṃ paripraṣṭuṃ brahmalokamapāvṛtam	Bhu-_09.03.030/1 putryA varam pariprazwum brahma-lokam-apAvRtam
   BhP_09.03.030/2 āvartamāne gāndharve sthito 'labdhakṣaṇaḥ kṣaṇam	Bhu-_09.03.030/2 AvartamAne gAnDarve sTitaH alabDa-kzaNaH kzaNam
   BhP_09.03.031/1 tadanta ādyamānamya svābhiprāyaṃ nyavedayat	Bhu-_09.03.031/1 tad-antaH Adyam-Anamya sva-aBiprAyam nyavedayat-
   BhP_09.03.031/2 tac chrutvā bhagavān brahmā prahasya tamuvāca ha	Bhu-_09.03.031/2 tat SrutvA BagavAn brahmA prahasya tam-uvAca ha
   BhP_09.03.032/1 aho rājan niruddhāste kālena hṛdi ye kṛtāḥ	Bhu-_09.03.032/1 aho rAjan nirudDAH-te kAlena hRdi ye kRtAH
   BhP_09.03.032/2 tat putrapautranapt-ṇāṃ gotrāṇi ca na śṛṇmahe	Bhu-_09.03.032/2 tat putra-pOtra-napt-NAm gotrANi ca na SRNmahe
   BhP_09.03.033/1 kālo 'bhiyātastriṇava caturyugavikalpitaḥ	BhP_09.03.033/1 kAlaH aBiyAtaH-triNava catur-yuga-vikalpitaH
   BhP_09.03.033/2 tadgaccha devadevāṃśo baladevo mahābalaḥ	Bhu-_09.03.033/2 tat-gacCa devadeva-aMSaH baladevaH mahA-balaH
   BhP_09.03.034/1 kanyāratnamidaṃ rājan nararatnāya dehi bhoḥ	Bhu-_09.03.034/1 kanyA-ratnam-idam rAjan nara-ratnAya dehi BoH
   BhP_09.03.034/2 bhuvo bhārāvatārāya bhagavān bhūtabhāvanaḥ	Bhu-_09.03.034/2 BuvaH BAra-avatArAya BagavAn BUtaBAvanaH
   BhP_09.03.035/1 avatīrṇo nijāṃśena puṇyaśravaṇakīrtanaḥ	Bhu-_09.03.035/1 avatIrNaH nija-aMSena puNya-SravaNa-kIrtanaH
   BhP_09.03.035/2 ityādiṣṭo 'bhivandyājaṃ nṛpaḥ svapuramāgataḥ	Bhu-_09.03.035/2 iti-AdizwaH aBivandya-Ajam nRpaH sva-puram-AgataH
   BhP_09.03.035/3 tyaktaṃ puṇyajanatrāsādbhrātṛbhirdikṣv avasthitaiḥ	Bhu-_09.03.035/3 tyaktam puNya-jana-trAsAt-BrAtRBiH-dikzu avasTitEH
   BhP_09.03.036/1 sutāṃ dattvānavadyāṅgīṃ balāya balaśāline	Bhu-_09.03.036/1 sutAm dattvA-anavadya-aFgIm balAya bala-SAline
   BhP_09.03.036/2 badaryākhyaṃ gato rājā taptuṃ nārāyaṇāśramam	Bha-a_09.03.036/2 badaryAKyam gataH rAjA taptum nArAyaNa-ASramam
   BhP_09.04.001/0 śrīśuka uvāca	BhP_09.04.001/0 SrI-SukaH uvAca
   BhP_09.04.001/1 nābhāgo nabhagāpatyaṃ yaṃ tataṃ bhrātaraḥ kavim	Bhu-_09.04.001/1 nABAgaH naBaga-apatyam yam tatam BrAtaraH kavim
   BhP_09.04.001/2 yaviṣṭhaṃ vyabhajan dāyaṃ brahmacāriṇamāgatam	Bhu-_09.04.001/2 yavizWam vyaBajan dAyam brahmacAriNam-Agatam
   BhP_09.04.002/1 bhrātaro 'bhāṅkta kiṃ mahyaṃ bhajāma pitaraṃ tava	BhP_09.04.002/1 BrAtaraH aBAFkta kim mahyam BajAma pitaram tava
   BhP_09.04.002/2 tvāṃ mamāryāstatābhāṅkṣurmā putraka tadādṛthāḥ	Bhu-_09.04.002/2 tvAm mama-AryAH-tatA-BAFkzuH-mA putraka tadAdRTAH
   BhP_09.04.003/1 ime aṅgirasaḥ satramāsate 'dya sumedhasaḥ	Bhu-_09.04.003/1 ime aFgirasaH satram-Asate adya sumeDasaH
   BhP_09.04.003/2 ṣaṣṭhaṃ ṣaṣṭhamupetyāhaḥ kave muhyanti karmaṇi	Bhu-_09.04.003/2 zazWam zazWam-upetya-ahaH kave muhyanti karmaNi
   BhP_09.04.004/1 tāṃstvaṃ śaṃsaya sūkte dve vaiśvadeve mahātmanaḥ	Bhu-_09.04.004/1 tAn=-tvam SaMsaya sUkte dve vESvadeve mahAtmanaH
   BhP_09.04.004/2 te svaryanto dhanaṃ satra pariśeṣitamātmanaḥ	Bhu-_09.04.004/2 te svaryantaH Danam satra pariSezitam-AtmanaH
   BhP_09.04.005/1 dāsyanti te 'tha tān arccha tathā sa kṛtavān yathā	Bhu-_09.04.005/1 dAsyanti te aTa tAn arcCa taTA sa kRtavAn yaTA
   BhP_09.04.005/2 tasmai dattvā yayuḥ svargaṃ te satrapariśeṣaṇam	Bhu-_09.04.005/2 tasmE dattvA yayuH svargam te satra-pariSezaNam
   BhP_09.04.006/1 taṃ kaścit svīkariṣyantaṃ puruṣaḥ kṛṣṇadarśanaḥ	Bhu-_09.04.006/1 tam kaScid svIkarizyantam puruzaH kRzNa-darSanaH
   BhP_09.04.006/2 uvācottarato 'bhyetya mamedaṃ vāstukaṃ vasu	Bhu-_09.04.006/2 uvAca-uttaratas aByetya mama-idam vAstukam vasu
   BhP_09.04.007/1 mamedamṛṣibhirdattamiti tarhi sma mānavaḥ	Bhu-_09.04.007/1 mama-idam-RziBiH-dattam-iti tarhi sma mAnavaH
   BhP_09.04.007/2 syān nau te pitari praśnaḥ pṛṣṭavān pitaraṃ yathā	BhP-_09.04.007/2 syAt nO te pitari praSnaH pRzwavAn pitaram yaTA
   BhP_09.04.008/1 yajñavāstugataṃ sarvamucchiṣṭamṛṣayaḥ kvacit	Bhu-_09.04.008/1 yajQavAstu-gatam sarvam-ucCizwam-RzayaH kvacid-
   BhP_09.04.008/2 cakrurhi bhāgaṃ rudrāya sa devaḥ sarvamarhati	Bhu-_09.04.008/2 cakruH-hi BAgam rudrAya sa devaH sarvam-arhati
   BhP_09.04.009/1 nābhāgastaṃ praṇamyāha taveśa kila vāstukam	Bhu-_09.04.009/1 nABAgaH-tam praNamya-Aha tava-ISa kila vAstukam
   BhP_09.04.009/2 ityāha me pitā brahmañ chirasā tvāṃ prasādaye	Bhu-_09.04.009/2 iti-Aha me pitA brahman CirasA tvAm prasAdaye
   BhP_09.04.010/1 yat te pitāvadaddharmaṃ tvaṃ ca satyaṃ prabhāṣase	Bhu-_09.04.010/1 yat te pitA-avadat-Darmam tvam ca satyam praBAzase
   BhP_09.04.010/2 dadāmi te mantradṛśo jñānaṃ brahma sanātanam	Bhu-_09.04.010/2 dadAmi te mantra-dRSaH jQAnam brahma sanAtanam
   BhP_09.04.011/1 gṛhāṇa draviṇaṃ dattaṃ matsatrapariśeṣitam	Bhu-_09.04.011/1 gRhANa draviNam dattam mad-satra-pariSezitam
   BhP_09.04.011/2 ityuktvāntarhito rudro bhagavān dharmavatsalaḥ	Bhu-_09.04.011/2 iti-uktvA-antarhitaH rudraH BagavAn Darma-vatsalaH
   BhP_09.04.012/1 ya etat saṃsmaret prātaḥ sāyaṃ ca susamāhitaḥ	Bhu-_09.04.012/1 yaH etat saMsmaret prAtar sAyam ca su-samAhitaH
   BhP_09.04.012/2 kavirbhavati mantrajño gatiṃ caiva tathātmanaḥ	Bhu-_09.04.012/2 kaviH-Bavati mantra-jQaH gatim ca-eva taTA-AtmanaH
   BhP_09.04.013/1 nābhāgādambarīṣo 'bhūn mahābhāgavataḥ kṛtī	Bhu-_09.04.013/1 nABAgAt-ambarIzaH aBUt mahA-BAgavataH kRtI
   BhP_09.04.013/2 nāspṛśadbrahmaśāpo 'pi yaṃ na pratihataḥ kvacit	Bhu-_09.04.013/2 na-aspRSat-brahma-SApaH api yam na pratihataH kvacid-
   BhP_09.04.014/0 śrīrājovāca	BhP_09.04.014/0 SrI-rAjA-uvAca
   BhP_09.04.014/1 bhagavan chrotumicchāmi rājarṣestasya dhīmataḥ	BhP_09.04.014/1 Bagavan Srotum-icCAmi rAjarzeH-tasya DImataH
   BhP_09.04.014/2 na prābhūdyatra nirmukto brahmadaṇḍo duratyayaḥ	Bhu-_09.04.014/2 na prABUt-yatra nirmuktaH brahmadaNxaH duratyayaH
   BhP_09.04.015/0 śrīśuka uvāca	BhP_09.04.015/0 SrI-SukaH uvAca
   BhP_09.04.015/1 ambarīṣo mahābhāgaḥ saptadvīpavatīṃ mahīm	Bhu-_09.04.015/1 ambarIzaH mahABAgaH sapta-dvIpavatIm mahIm
   BhP_09.04.015/2 avyayāṃ ca śriyaṃ labdhvā vibhavaṃ cātulaṃ bhuvi	Bhu-_09.04.015/2 avyayAm ca Sriyam labDvA viBavam ca-atulam Buvi
   BhP_09.04.016/1 mene 'tidurlabhaṃ puṃsāṃ sarvaṃ tat svapnasaṃstutam	Bhu-_09.04.016/1 mene ati-durlaBam puMsAm sarvam tat svapna-saMstutam
   BhP_09.04.016/2 vidvān vibhavanirvāṇaṃ tamo viśati yat pumān	Bhu-_09.04.016/2 vidvAn viBava-nirvANam tamaH viSati yat pumAn
   BhP_09.04.017/1 vāsudeve bhagavati tadbhakteṣu ca sādhuṣu	Bhu-_09.04.017/1 vAsudeve Bagavati tad-Baktezu ca sADuzu
   BhP_09.04.017/2 prāpto bhāvaṃ paraṃ viśvaṃ yenedaṃ loṣṭravat smṛtam	Bhu-_09.04.017/2 prAptaH BAvam param viSvam yena-idam lozwra-vat smRtam
   BhP_09.04.018/1 sa vai manaḥ kṛṣṇapadāravindayor vacāṃsi	Bhu-_09.04.018/1 sa vE manaH kRzNa-pada-aravindayoH vacAMsi
   vaikuṇṭhaguṇānuvarṇane	vEkuNWa-guNa-anuvarNane
   BhP_09.04.018/2 karau harermandiramārjanādiṣu śrutiṃ	Bhu-_09.04.018/2 karO hareH-mandira-mArjana-Adizu Srutim
   cakārācyutasatkathodaye	cakAra-acyuta-sat-kaTA-udaye
   BhP_09.04.019/1 mukundaliṅgālayadarśane dṛśau tadbhṛtyagātrasparśe	Bhu-_09.04.019/1 mukunda-liFga-Alaya-darSane dRSO tad-BRtya-gAtra-sparSe
   'ṅgasaṅgamam	aFga-saFgamam
   BhP_09.04.019/2 ghrāṇaṃ ca tatpādasarojasaurabhe śrīmattulasyā rasanāṃ	Bhu-_09.04.019/2 GrANam ca tad-pAda-saroja-sOraBe SrImat-tulasyAH rasanAm
   tadarpite	tad-arpite
   BhP_09.04.020/1 pādau hareḥ kṣetrapadānusarpaṇe śiro	Bhu-_09.04.020/1 pAdO hareH kzetra-pada-anusarpaNe SiraH-
   hṛṣīkeśapadābhivandane	hRzIkeSa-pada-aBivandane
   BhP_09.04.020/2 kāmaṃ ca dāsye na tu kāmakāmyayā yathottamaślokajanāśrayā	Bhu-_09.04.020/2 kAmam ca dAsye na tu kAma-kAmyayA yaTA-uttamaSloka-jana-ASrayA
   ratiḥ	ratiH
   BhP_09.04.021/1 evaṃ sadā karmakalāpamātmanaḥ pare 'dhiyajñe	Bhu-_09.04.021/1 evam sadA karma-kalApam-AtmanaH pare aDiyajQe
   bhagavatyadhokṣaje	Bagavati-aDokzaje
   BhP_09.04.021/2 sarvātmabhāvaṃ vidadhan mahīmimāṃ tanniṣṭhaviprābhihitaḥ	Bhu-_09.04.021/2 sarva-Atma-BAvam vidaDan mahIm-imAm tad-nizWa-vipra-aBihitaH
   śaśāsa ha	SaSAsa ha
   BhP_09.04.022/1 īje 'śvamedhairadhiyajñamīśvaraṃ	Bhu-_09.04.022/1 Ije aSvameDEH-aDiyajQam-ISvaram
   mahāvibhūtyopacitāṅgadakṣiṇaiḥ	mahA-viBUtyA-upacita-aFga-dakziNEH
   BhP_09.04.022/2 tatairvasiṣṭhāsitagautamādibhir dhanvanyabhisrotamasau	Bhu-_09.04.022/2 tatEH-vasizWa-asita-gOtama-AdiBiH DanvanI-aBisrotamasO
   sarasvatīm	sarasvatIm
   BhP_09.04.023/1 yasya kratuṣu gīrvāṇaiḥ sadasyā ṛtvijo janāḥ	Bhu-_09.04.023/1 yasya kratuzu gIrvANEH sadasyAH RtvijaH janAH
   BhP_09.04.023/2 tulyarūpāścānimiṣā vyadṛśyanta suvāsasaḥ	Bhu-_09.04.023/2 tulya-rUpAH-ca-animizAH vyadRSyanta su-vAsasaH
   BhP_09.04.024/1 svargo na prārthito yasya manujairamarapriyaḥ	BhP-_09.04.024/1 svargaH na prArTitaH yasya manujEH-amara-priyaH
   BhP_09.04.024/2 śṛṇvadbhirupagāyadbhiruttamaślokaceṣṭitam	BhP_09.04.024/2 SRNvadBiH-upagAyadBiH-uttamaSloka-cezwitam
   BhP_09.04.025/1 saṃvardhayanti yat kāmāḥ svārājyaparibhāvitāḥ	Bhu-_09.04.025/1 saMvarDayanti yat kAmAH svArAjya-pariBAvitAH
   BhP_09.04.025/2 durlabhā nāpi siddhānāṃ mukundaṃ hṛdi paśyataḥ	Bhu-_09.04.025/2 durlaBA na-api sidDAnAm mukundam hRdi paSyataH
   BhP_09.04.026/1 sa itthaṃ bhaktiyogena tapoyuktena pārthivaḥ	Bhu-_09.04.026/1 saH itTam Bakti-yogena tapaH-yuktena pArTivaH
   BhP_09.04.026/2 svadharmeṇa hariṃ prīṇan sarvān kāmān śanairjahau	Bhu-_09.04.026/2 svaDarmeNa harim prINan sarvAn kAmAn SanEs-jahO
   BhP_09.04.027/1 gṛheṣu dāreṣu suteṣu bandhuṣu	Bhu-_09.04.027/1 gRhezu dArezu sutezu banDuzu
   dvipottamasyandanavājivastuṣu	dvipa-uttama-syandana-vAji-vastuzu
   BhP_09.04.027/2 akṣayyaratnābharaṇāmbarādiṣv anantakośeṣv akarodasanmatim	Bhu-_09.04.027/2 akzayya-ratna-ABaraNa-ambara-Adizu ananta-koSezu akarot-asat-matim
   BhP_09.04.028/1 tasmā adāddhariścakraṃ pratyanīkabhayāvaham	Bhu-_09.04.028/1 tasmE adAt-hariH-cakram pratyanIka-Baya-Avaham
   BhP_09.04.028/2 ekāntabhaktibhāvena prīto bhaktābhirakṣaṇam	Bhu-_09.04.028/2 ekAnta-Bakti-BAvena prItaH Bakta-aBirakzaNam
   BhP_09.04.029/1 ārirādhayiṣuḥ kṛṣṇaṃ mahiṣyā tulyaśīlayā	Bhu-_09.04.029/1 ArirADayizuH kRzNam mahizyA tulya-SIlayA
   BhP_09.04.029/2 yuktaḥ sāṃvatsaraṃ vīro dadhāra dvādaśīvratam	Bhu-_09.04.029/2 yuktaH sAMvatsaram vIraH daDAra dvAdaSIvratam
   BhP_09.04.030/1 vratānte kārtike māsi trirātraṃ samupoṣitaḥ	Bhu-_09.04.030/1 vrata-ante kArtike mAsi tri-rAtram samupozitaH
   BhP_09.04.030/2 snātaḥ kadācit kālindyāṃ hariṃ madhuvane 'rcayat	Bhu-_09.04.030/2 snAtaH kadAcid kAlindyAm harim maDuvane arcayat-
   BhP_09.04.031/1 mahābhiṣekavidhinā sarvopaskarasampadā	Bha-a_09.04.031/1 mahA-aBizeka-viDinA sarva-upaskara-sampadA
   BhP_09.04.031/2 abhiṣicyāmbarākalpairgandhamālyārhaṇādibhiḥ	Bhu-_09.04.031/2 aBizicya-ambara-AkalpEH-ganDa-mAlya-arhaNa-AdiBiH
   BhP_09.04.032/1 tadgatāntarabhāvena pūjayāmāsa keśavam	Bhu-_09.04.032/1 tad-gata-antara-BAvena pUjayAmAsa keSavam
   BhP_09.04.032/2 brāhmaṇāṃśca mahābhāgān siddhārthān api bhaktitaḥ	Bhu-_09.04.032/2 brAhmaNAn=-ca mahABAgAn sidDArTAn api BaktitaH
   BhP_09.04.033/1 gavāṃ rukmaviṣāṇīnāṃ rūpyāṅghrīṇāṃ suvāsasām	Bhu-_09.04.033/1 gavAm rukma-vizANInAm rUpya-aFGrINAm su-vAsasAm
   BhP_09.04.033/2 payaḥśīlavayorūpa vatsopaskarasampadām	Bhu-_09.04.033/2 payaH-SIla-vayaH-rUpa vatsa-upaskara-sampadAm
   BhP_09.04.034/1 prāhiṇot sādhuviprebhyo gṛheṣu nyarbudāni ṣaṭ	BhP_09.04.034/1 prAhiNot sADu-vipreByaH gRhezu nyarbudAni zax-
