   BhP_12.01.001/0 śrī-śuka uvāca	BhP_12.01.001/0 SrI-SukaH uvAca
   BhP_12.07.009/3 vaṃśo vaṃśānucarītaṃ saṃsthā hetur apāśrayaḥ	Bhu-_12.07.009/3 vaMSaH vaMSAnucarItam saMsTAH hetuH apASrayaH
   BhP_12.07.010/1 daśabhir lakṣaṇair yuktaṃ purāṇaṃ tad-vido viduḥ	Bhu-_12.07.010/1 daSaBiH lakzaNEH yuktam purANam tad--vidaH viduH
   BhP_12.07.010/3 kecit pañca-vidhaṃ brahman mahad-alpa-vyavasthayā	Bhu-_12.07.010/3 kecid paQca-viDam brahman mahat--alpa--vyavasTayA
   BhP_12.07.011/1 avyākṛta-guṇa-kṣobhān mahatas tri-vṛto 'hamaḥ	Bhu-_12.07.011/1 avyAkRta-guNa--kzoBAt mahataH tri-vRtaH ahamaH
   BhP_12.07.011/3 bhūta-sūkṣmendriyārthānāṃ sambhavaḥ sarga ucyate	Bhu-_12.07.011/3 BUta--sUkzma-indriya-arTAnAm samBavaH sargaH ucyate
   BhP_12.07.012/1 puruṣānugṛhītānām eteṣāṃ vāsanā-mayaḥ	Bhu-_12.07.012/1 puruza-anugRhItAnAm etezAm vAsanA-mayaH
   BhP_12.07.012/3 visargo 'yaṃ samāhāro bījād bījaṃ carācaram	Bhu-_12.07.012/3 visargaH ayam samAhAraH bIjAt bIjam carAcaram
   BhP_12.07.013/1 vṛttir bhūtāni bhūtānāṃ carāṇām acarāṇi ca	Bhu-_12.07.013/1 vRttiH BUtAni BUtAnAm carANAm acarANi ca
   BhP_12.07.013/3 kṛtā svena nṛṇāṃ tatra kāmāc codanayāpi vā	BhP_12.07.013/3 kRtA svena nRNAm tatra kAmAt codanayA-api vA
   BhP_12.07.014/1 rakṣācyutāvatārehā viśvasyānu yuge yuge	Bhu-_12.07.014/1 rakzA-acyuta-avatAra-IhAH viSvasya-anu yuge yuge
   BhP_12.07.014/3 tiryaṅ-martyarṣi-deveṣu hanyante yais trayī-dviṣaḥ	Bhu-_12.07.014/3 tiryaF-martya-Rzi-devezu hanyante yEH trayI-dvizaH
   BhP_12.07.015/1 manvantaraṃ manur devā manu-putrāḥ sureśvarāḥ	Bhu-_12.07.015/1 manvantaram manuH devAH manu-putrAH sura-ISvarAH
   BhP_12.07.015/3 rṣayo 'ṃśāvatārāś ca hareḥ ṣaḍ-vidham ucyate	Bhu-_12.07.015/3 rzayaH aMSa-avatArAH ca hareH zax-viDam ucyate
   BhP_12.07.016/1 rājñāṃ brahma-prasūtānāṃ vaṃśas trai-kāliko 'nvayaḥ	Bhu-_12.07.016/1 rAjQAm brahma--prasUtAnAm vaMSaH trE-kAlikaH anvayaH
   BhP_12.07.016/3 vaṃśānucaritaṃ teṣām vṛttaṃ vaṃśa-dharās ca ye	Bhu-_12.07.016/3 vaMSAnucaritam tezAm vRttam vaMSa-DarAH ca ye
   BhP_12.07.017/1 naimittikaḥ prākṛtiko nitya ātyantiko layaḥ	Bhu-_12.07.017/1 nEmittikaH prAkRtikaH nityaH AtyantikaH layaH
   BhP_12.07.017/3 saṃstheti kavibhiḥ proktaś caturdhāsya svabhāvataḥ	Bhu-_12.07.017/3 saMsTA-iti kaviBiH proktaH caturDA-asya svaBAvataH
   BhP_12.07.018/1 hetur jīvo 'sya sargāder avidyā-karma-kārakaḥ	Bhu-_12.07.018/1 hetuH jIvaH asya sarga-AdeH avidyA-karma-kArakaH
   BhP_12.07.018/3 yaṃ cānuśāyinaṃ prāhur avyākṛtam utāpare	Bhu-_12.07.018/3 yam ca-anuSAyinam prAhuH avyAkRtam uta-apare
   BhP_12.07.019/1 vyatirekānvayo yasya jāgrat-svapna-suṣuptiṣu	Bhu-_12.07.019/1 vyatireka-anvayaH yasya jAgrat--svapna--suzuptizu
   BhP_12.07.019/3 māyā-mayeṣu tad brahma jīva-vṛttiṣv apāśrayaḥ	Bhu-_12.07.019/3 mAyA-mayezu tat brahma jIva--vRttizu apASrayaH
   BhP_12.07.020/1 padārtheṣu yathā dravyaṃ san-mātraṃ rūpa-nāmasu	Bhu-_12.07.020/1 padArTezu yaTA dravyam san--mAtram rUpa-nAmasu
   BhP_12.07.020/3 bījādi-pañcatāntāsu hy avasthāsu yutāyutam	Bha-a_12.07.020/3 bIja-Adi-paQcata-antAsu hi avasTAsu yuta-ayutam
   BhP_12.07.021/1 virameta yadā cittaṃ hitvā vṛtti-trayaṃ svayam	Bhu-_12.07.021/1 virameta yadA cittam hitvA vRtti-trayam svayam
   BhP_12.07.021/3 yogerla vā tadātmānaṃ vedehāyā nivartate	Bhu-_12.07.021/3 yogeH-la vA tadA-AtmAnam veda-ihAyAH nivartate
   BhP_12.07.022/1 evaṃ lakṣaṇa-lakṣyāṇi purāṇāni purā-vidaḥ	Bhu-_12.07.022/1 evam lakzaNa--lakzyANi purANAni purA-vidaH
   BhP_12.07.022/3 munayo 'ṣṭādaśa prāhuḥ kṣullakāni mahānti ca	Bhu-_12.07.022/3 munayaH azwAdaSa prAhuH kzullakAni mahAnti ca
   BhP_12.07.023/1 brāhmaṃ pādmaṃ vaiṣṇavaṃ ca śaivaṃ laiṅgaṃ sa-gāruḍaṃ	Bhu-_12.07.023/1 brAhmam pAdmam vEzNavam ca SEvam lEFgam sa-gAruxam
   BhP_12.07.023/3 nāradīyaṃ bhāgavatam āgneyaṃ skānda-saṃjñitam	Bhu-_12.07.023/3 nAradIyam BAgavatam Agneyam skAnda--saMjQitam
   BhP_12.07.024/1 bhaviṣyaṃ brahma-vaivartaṃ mārkaṇḍeyaṃ sa-vāmanam	Bhu-_12.07.024/1 Bavizyam brahma-vEvartam mArkaNxeyam sa-vAmanam
   BhP_12.07.024/3 vārāhaṃ mātsyaṃ kaurmaṃ ca brahmāṇḍākhyam iti tri-ṣaṭ	Bhu-_12.07.024/3 vArAham mAtsyam kOrmam ca brahmANxa-AKyam iti tri-zax-
   BhP_12.07.025/1 brahmann idaṃ samākhyātaṃ śākhā-praṇayanaṃ muneḥ	Bhu-_12.07.025/1 brahman idam samAKyAtam SAKA--praNayanam muneH
   BhP_12.07.025/3 śiṣya-śiṣya-praśiṣyāṇāṃ brahma-tejo-vivardhanam	Bhu-_12.07.025/3 Sizya--Sizya--praSizyANAm brahma--tejo--vivarDanam
   BhP_12.08.001/0 śrī-śaunaka uvāca	Bha-a_12.08.001/0 SrI--SOnakaH uvAca
   BhP_12.08.001/1 sūta jīva ciraṃ sādho vada no vadatāṃ vara	Bhu-_12.08.001/1 sUta jIva ciram sADo vada naH vadatAm vara
   BhP_12.08.001/3 tamasy apāre bhramatāṃ nṝṇāṃ tvaṃ pāra-darśanaḥ	Bhu-_12.08.001/3 tamasi apAre BramatAm nLNAm tvam pAra-darSanaH
   BhP_12.08.002/1 āhuś cirāyuṣam ṛṣiṃ mṛkaṇḍu-tanayaṃ janāḥ	Bhu-_12.08.002/1 AhuH cira-Ayuzam Rzim mRkaNxu--tanayam janAH
   BhP_12.08.002/3 yaḥ kalpānte hy urvarito yena grastam idaṃ jagat	Bhu-_12.08.002/3 yaH kalpa-ante hi urvaritaH yena grastam idam jagat-
   BhP_12.08.003/1 sa vā asmat-kulotpannaḥ kalpe 'smin bhārgavarṣabhaḥ	Bhu-_12.08.003/1 sa vA asmat--kula-utpannaH kalpe asmin BArgava-RzaBaH
   BhP_12.08.003/3 naivādhunāpi bhūtānāṃ samplavaḥ ko 'pi jāyate	Bhu-_12.08.003/3 na-eva-aDunA-api BUtAnAm samplavaH kaH api jAyate
   BhP_12.08.004/1 eka evārṇave bhrāmyan dadarśa puruṣaṃ kila	Bhu-_12.08.004/1 ekaH eva-arNave BrAmyan dadarSa puruzam kila
   BhP_12.08.004/3 vaṭa-patra-puṭe tokaṃ śayānaṃ tv ekam adbhutam	Bhu-_12.08.004/3 vawa-patra--puwe tokam SayAnam tu ekam adButam
   BhP_12.08.005/1 eṣa naḥ saṃśayo bhūyān sūta kautūhalaṃ yataḥ	Bhu-_12.08.005/1 eza naH saMSayaH BUyAn sUta kOtUhalam yatas-
   BhP_12.08.005/3 taṃ naś chindhi mahā-yogin purāṇeṣv api sammataḥ	Bhu-_12.08.005/3 tam naH CinDi mahA-yogin purANezu api sammataH
   BhP_12.08.006/0 sūta uvāca	BhP_12.08.006/0 sUtaH uvAca
   BhP_12.08.006/1 praśnas tvayā maharṣe 'yaṃ kṛto loka-bhramāpahaḥ	Bhu-_12.08.006/1 praSnaH tvayA mahA-Rze ayam kRtaH loka-Brama-apahaH
   BhP_12.08.006/3 nārāyaṇa-kathā yatra gītā kali-malāpahā	Bha-a_12.08.006/3 nArAyaNa--kaTA yatra gItA kali-mala-apahA
   BhP_12.08.007/1 prāpta-dvijāti-saṃskāro mārkaṇḍeyaḥ pituḥ kramāt	Bhu-_12.08.007/1 prApta--dvijAti-saMskAraH mArkaNxeyaH pituH kramAt-
   BhP_12.08.007/3 chandāṃsy adhītya dharmeṇa tapaḥ-svādhyāya-saṃyutaḥ	Bhu-_12.08.007/3 CandAMsi aDItya DarmeNa tapaH--svADyAya--saMyutaH
   BhP_12.08.008/1 bṛhad-vrata-dharaḥ śānto jaṭilo valkalāmbaraḥ	Bhu-_12.08.008/1 bRhad-vrata-DaraH SAntaH jawilaH valkala-ambaraH
   BhP_12.08.008/3 bibhrat kamaṇḍaluṃ daṇḍam upavītaṃ sa-mekhalam	Bhu-_12.08.008/3 biBrat kamaNxalum daNxam upavItam sa-meKalam
   BhP_12.08.009/1 kṛṣṇājinaṃ sākṣa-sūtraṃ kuśāṃś ca niyamarddhaye	Bhu-_12.08.009/1 kRzNAjinam sAkza-sUtram kuSAn ca niyama-RdDaye
   BhP_12.08.009/3 agny-arka-guru-viprātmasv arcayan sandhyayor harim	Bhu-_12.08.009/3 agni--arka-guru--vipra-Atmasu arcayan sanDyayoH harim
   BhP_12.08.010/1 sāyaṃ prātaḥ sa gurave bhaikṣyam āhṛtya vāg-yataḥ	Bhu-_12.08.010/1 sAyam prAtar sa gurave BEkzyam AhRtya vAc--yataH
   BhP_12.08.010/3 bubhuje gurv-anujñātaḥ sakṛn no ced upoṣitaḥ	Bhu-_12.08.010/3 buBuje guru--anujQAtaH sakRt no ced upozitaH
   BhP_12.08.011/1 evaṃ tapaḥ-svādhyāya-paro varṣāṇām ayutāyutam	Bhu-_12.08.011/1 evam tapaH--svADyAya--paraH varzANAm ayuta-ayutam
   BhP_12.08.011/3 ārādhayan hṛṣīkeśaṃ jigye mṛtyuṃ su-durjayam	Bhu-_12.08.011/3 ArADayan hRzIkeSam jigye mRtyum su-duH-jayam
   BhP_12.08.012/1 brahmā bhṛgur bhavo dakṣo brahma-putrāś ca ye 'pare	Bhu-_12.08.012/1 brahmA BRguH BavaH dakzaH brahma-putrAH ca ye apare
   BhP_12.08.012/3 nṛ-deva-pitṛ-bhūtāni tenāsann ati-vismitāḥ	Bhu-_12.08.012/3 nR-deva--pitR-BUtAni tena-Asan ati--vismitAH
   BhP_12.08.013/1 itthaṃ bṛhad-vrata-dharas tapaḥ-svādhyāya-saṃyamaiḥ	Bhu-_12.08.013/1 itTam bRhad-vrata-DaraH tapaH--svADyAya--saMyamEH
   BhP_12.08.013/3 dadhyāv adhokṣajaṃ yogī dhvasta-kleśāntarātmanā	Bhu-_12.08.013/3 daDyO aDokzajam yogI Dvasta--kleSa-antarAtmanA
   BhP_12.08.014/1 tasyaivaṃ yuñjataś cittaṃ mahā-yogena yoginaḥ	Bhu-_12.08.014/1 tasya-evam yuQjataH cittam mahA-yogena yoginaH
   BhP_12.08.014/3 vyatīyāya mahān kālo manvantara-ṣaḍ-ātmakaḥ	Bhu-_12.08.014/3 vyatIyAya mahAn kAlaH manvantara--zaz--AtmakaH
   BhP_12.08.015/1 etat purandaro jñātvā saptame 'smin kilāntare	Bhu-_12.08.015/1 etat purandaraH jQAtvA saptame asmin kila-antare
   BhP_12.08.015/3 tapo-viśaṅkito brahmann ārebhe tad-vighātanam	Bhu-_12.08.015/3 tapo--viSaFkitaH brahman AreBe tat--viGAtanam
   BhP_12.08.016/1 gandharvāpsarasaḥ kāmaṃ vasanta-malayānilau	Bhu-_12.08.016/1 ganDarva-apsarasaH kAmam vasanta--malayA-anilO
   BhP_12.08.016/3 munaye preṣayām āsa rajas-toka-madau tathā	Bhu-_12.08.016/3 munaye prezayAm Asa rajas-toka--madO taTA
   BhP_12.08.017/1 te vai tad-āśramaṃ jagmur himādreḥ pārśva uttare	Bhu-_12.08.017/1 te vE tad--ASramam jagmuH himAdreH pArSvaH uttare
   BhP_12.08.017/3 puṣpabhadrā nadī yatra citrākhyā ca śilā vibho	BhP_12.08.017/3 puzpaBadrA nadI yatra citrA-AKyA ca SilA viBo
   BhP_12.08.018/1 tad-āśrama-padaṃ puṇyaṃ puṇya-druma-latāñcitam	Bhu-_12.08.018/1 tad--a-ASrama-padam puNyam puNya-druma--latA-AQcitam
   BhP_12.08.018/3 puṇya-dvija-kulākīṛnaṃ puṇyāmala-jalāśayam	Bhu-_12.08.018/3 puNya-dvija-kulA-kIRnam puNya-amala--jalASayam
   BhP_12.08.019/1 matta-bhramara-saṅgītaṃ matta-kokila-kūjitam	Bhu-_12.08.019/1 matta-Bramara--saFgItam matta-kokila--kUjitam
   BhP_12.08.019/3 matta-barhi-naṭāṭopaṃ matta-dvija-kulākulam	Bhu-_12.08.019/3 matta-barhi-nawa-Awopam matta-dvija--kula-Akulam
   BhP_12.08.020/1 vāyuḥ praviṣṭa ādāya hima-nirjhara-śīkarān	BhP_12.08.020/1 vAyuH pravizwaH AdAya hima--nirJara--SIkarAn
   BhP_12.08.020/3 sumanobhiḥ pariṣvakto vavāv uttambhayan smaram	Bhu-_12.08.020/3 sumanoBiH parizvaktaH vavO uttamBayan smaram
   BhP_12.08.021/1 udyac-candra-niśā-vaktraḥ pravāla-stabakālibhiḥ	Bhu-_12.08.021/1 udyac-candra--niSA-vaktraH pravAla--stabakAliBiH
   BhP_12.08.021/3 gopa-druma-latā-jālais tatrāsīt kusumākaraḥ	Bhu-_12.08.021/3 gopa-druma-la-tA--jAlEH tatra-AsIt kusuma-AkaraH
   BhP_12.08.022/1 anvīyamāno gandharvair gīta-vāditra-yūthakaiḥ	Bhu-_12.08.022/1 anvIyamAnaH ganDarvEH gIta-vAditra--yUTakEH
   BhP_12.08.022/3 adṛśyatātta-cāpeṣuḥ svaḥ-strī-yūtha-patiḥ smaraḥ	Bhu-_12.08.022/3 adRSya-tAt-ta-cApa-izuH svaH-strI--yUTa-patiH smaraH
   BhP_12.08.023/1 hutvāgniṃ samupāsīnaṃ dadṛśuḥ śakra-kiṅkarāḥ	Bhu-_12.08.023/1 hutvA-agnim samupAsInam dadRSuH Sakra-kiFkarAH
   BhP_12.08.023/3 mīlitākṣaṃ durādharṣaṃ mūrtimantam ivānalam	Bhu-_12.08.023/3 mIlita-akzam durADarzam mUrtimantam iva-analam
   BhP_12.08.024/1 nanṛtus tasya purataḥ striyo 'tho gāyakā jaguḥ	Bhu-_12.08.024/1 nanRtuH tasya puratas striyaH aTo gAyakAH jaguH
   BhP_12.08.024/3 mṛdaṅga-vīṇā-paṇavair vādyaṃ cakrur mano-ramam	BhP_12.08.024/3 mRdaFga-vINA--paNavEH vAdyam cakruH mano-ramam
   BhP_12.08.025/1 sandadhe 'straṃ sva-dhanuṣi kāmaḥ pañca-mukhaṃ tadā	Bhu-_12.08.025/1 sandaDe astram sva-Danuzi kAmaH paQca-muKam tadA
   BhP_12.08.025/3 madhur mano rajas-toka indra-bhṛtyā vyakampayan	BhP_12.08.025/3 maDuH manaH rajas-tokaH indra-BRtyAH vyakampayan
   BhP_12.08.026/1 krīḍantyāḥ puñjikasthalyāḥ kandukaiḥ stana-gauravāt	Bhu-_12.08.026/1 krIxantyAH puQjika-sTalyAH kandukEH stana--gOravAt-
   BhP_12.08.026/3 bhṛśam udvigna-madhyāyāḥ keśa-visraṃsita-srajaḥ	BhP_12.08.026/3 BRSam udvigna--maDyAyAH keSa--visraMsita-srajaH
   BhP_12.08.027/1 itas tato bhramad-dṛṣṭeś calantyā anu kandukam	Bhu-_12.08.027/1 itas tatas Bramat--dRzweH calantyAH anu kandukam
   BhP_12.08.027/3 vāyur jahāra tad-vāsaḥ sūkṣmaṃ truṭita-mekhalam	BhP-_12.08.027/3 vAyuH jahAra tad--vAsaH sUkzmam truwita--meKalam
   BhP_12.08.028/1 visasarja tadā bāṇaṃ matvā taṃ sva-jitaṃ smaraḥ	Bhu-_12.08.028/1 visasarja tadA bANam matvA tam sva--jitam smaraH
   BhP_12.08.028/3 sarvaṃ tatrābhavan mogham anīśasya yathodyamaḥ	Bhu-_12.08.028/3 sarvam tatra-aBavat moGam anISasya yaTA-udyamaH
   BhP_12.08.029/1 ta ittham apakurvanto munes tat-tejasā mune	Bhu-_12.08.029/1 te itTam apakurvantaH muneH tat--tejasA mune
   BhP_12.08.029/3 dahyamānā nivavṛtuḥ prabodhyāhim ivārbhakāḥ	Bhu-_12.08.029/3 dahyamAnAH nivavRtuH praboDya-ahim iva-arBakAH
   BhP_12.08.030/1 itīndrānucarair brahman dharṣito 'pi mahā-muniḥ	Bhu-_12.08.030/1 iti-indra-anucarEH brahman DarzitaH api mahA--muniH
   BhP_12.08.030/3 yan nāgād ahamo bhāvaṃ na tac citraṃ mahatsu hi	Bhu-_12.08.030/3 yat nAgAt ahamaH BAvam na tat citram mahatsu hi
   BhP_12.08.031/1 dṛṣṭvā nistejasaṃ kāmaṃ sa-gaṇaṃ bhagavān svarāṭ	Bhu-_12.08.031/1 dRzwvA nistejasam kAmam sa-gaNam BagavAn svarAj-
   BhP_12.08.031/3 śrutvānubhāvaṃ brahmarṣer vismayaṃ samagāt param	Bhu-_12.08.031/3 SrutvA-anuBAvam brahmarzeH vismayam samagAt param
   BhP_12.08.032/1 tasyaivaṃ yuñjataś cittaṃ tapaḥ-svādhyāya-saṃyamaiḥ	Bhu-_12.08.032/1 tasya-evam yuQjataH cittam tapaH--svADyAya--saMyamEH
   BhP_12.08.032/3 anugrahāyāvirāsīn nara-nārāyaṇo hariḥ	Bhu-_12.08.032/3 anugrahAya-AvirAsIt nara--nArAyaNaH hariH
   BhP_12.08.033/1 tau śukla-kṛṣṇau nava-kañja-locanau	Bhu-_12.08.033/1 tO Sukla-kRzNO nava--kaQja--locanO
   BhP_12.08.033/2 catur-bhujau raurava-valkalāmbarau	Bhu-_12.08.033/2 catur-BujO rOrava--valkala-ambarO
   BhP_12.08.033/3 pavitra-pāṇī upavītakaṃ tri-vṛt	Bha-a_12.08.033/3 pavitra-pANI upavItakam tri-vRt-
   BhP_12.08.033/4 kamaṇḍaluṃ daṇḍam ṛjuṃ ca vaiṇavam	Bhu-_12.08.033/4 kamaNxalum daNxam Rjum ca vENavam
   BhP_12.08.034/1 padmākṣa-mālām uta jantu-mārjanaṃ	Bhu-_12.08.034/1 padma-akza-mAlAm uta jantu--mArjanam
   BhP_12.08.034/2 vedaṃ ca sākṣāt tapa eva rūpiṇau	Bhu-_12.08.034/2 vedam ca sAkzAt tapaH eva rUpiNO
   BhP_12.08.034/3 tapat-taḍid-varṇa-piśaṅga-rociṣā	Bhu-_12.08.034/3 tapat--taxit---varNa-piSaFga--rocizA
   BhP_12.08.034/4 prāṃśū dadhānau vibudharṣabhārcitau	Bhu-_12.08.034/4 prAMSU daDAnO vibuDa-RzaBa-arcitO
   BhP_12.08.035/1 te vai bhagavato rūpe nara-nārāyaṇāv ṛṣī	Bhu-_12.08.035/1 te vE BagavataH rUpe nara--nArAyaNO RzI
   BhP_12.08.035/3 dṛṣṭvotthāyādareṇoccair nanāmāṅgena daṇḍa-vat	Bhu-_12.08.035/3 dRzwvA-utTAya-AdareNa-uccEs nanAma-aFgena daNxa-vat-
   BhP_12.08.036/1 sa tat-sandarśanānanda- nirvṛtātmendriyāśayaḥ	Bhu-_12.08.036/1 sa tat-san-darSana-Ananda nirvRta-Atma-indriya-ASayaH
   BhP_12.08.036/3 hṛṣṭa-romāśru-pūrṇākṣo na sehe tāv udīkṣitum	Bhu-_12.08.036/3 hRzwa-roma-aSru--pUrNa-akzaH na sehe tO udIkzitum
   BhP_12.08.037/1 utthāya prāñjaliḥ prahva autsukyād āśliṣann iva	Bhu-_12.08.037/1 utTAya prAQjaliH prahva OtsukyAt ASlizan iva
   BhP_12.08.037/3 namo nama itīśānau babhāśe gadgadākṣaram	Bhu-_12.08.037/3 namaH namaH iti-ISAnO baBASe gadgada-akzaram
   BhP_12.08.038/1 tayor āsanam ādāya pādayor avanijya ca	Bhu-_12.08.038/1 tayoH Asanam AdAya pAdayoH avanijya ca
   BhP_12.08.038/3 arhaṇenānulepena dhūpa-mālyair apūjayat	Bhu-_12.08.038/3 arhaNena-anulepena DUpa--mAlyEH apUjayat-
   BhP_12.08.039/1 sukham āsanam āsīnau prasādābhimukhau munī	Bhu-_12.08.039/1 suKam Asanam AsInO prasAda-aBimuKO munI
   BhP_12.08.039/3 punar ānamya pādābhyāṃ gariṣṭhāv idam abravīt	Bhu-_12.08.039/3 punar Anamya pAdAByAm garizWO idam abravIt-
   BhP_12.08.040/0 śrī-mārkaṇḍeya uvāca	Bhu-_12.08.040/0 SrI--mArkaNxeyaH uvAca
   BhP_12.08.040/1 kiṃ varṇaye tava vibho yad-udīrito 'suḥ	Bhu-_12.08.040/1 kim varNaye tava viBo yat--udIritaH asuH
   BhP_12.08.040/2 saṃspandate tam anu vāṅ-mana-indriyāṇi	Bhu-_12.08.040/2 saMspandate tam anu vAc--mana-indriyANi
   BhP_12.08.040/3 spandanti vai tanu-bhṛtām aja-śarvayoś ca	Bhu-_12.08.040/3 spandanti vE tanu-BRtAm aja--SarvayoH ca
   BhP_12.08.040/4 svasyāpy athāpi bhajatām asi bhāva-bandhuḥ	Bhu-_12.08.040/4 svasya-api aTa-api BajatAm asi BAva-banDuH
   BhP_12.08.041/1 mūrtī ime bhagavato bhagavaṃs tri-lokyāḥ	Bhu-_12.08.041/1 mUrtI ime BagavataH Bagavan tri-lokyAH
   BhP_12.08.041/2 kṣemāya tāpa-viramāya ca mṛtyu-jityai	Bhu-_12.08.041/2 kzemAya tApa--viramAya ca mRtyu--jityE
   BhP_12.08.041/3 nānā bibharṣy avitum anya-tanūr yathedaṃ	Bhu-_12.08.041/3 nAnA biBarzi avitum anya-tanUH yaTA-idam
   BhP_12.08.041/4 sṛṣṭvā punar grasasi sarvam ivorṇanābhiḥ	Bhu-_12.08.041/4 sRzwvA punar grasasi sarvam iva-UrNa-nABiH
   BhP_12.08.042/1 tasyāvituḥ sthira-careśitur aṅghri-mūlaṃ	Bhu-_12.08.042/1 tasya-AvituH sTira-cara-ISituH aFGri--mUlam
   BhP_12.08.042/2 yat-sthaṃ na karma-guṇa-kāla-rajaḥ spṛśanti	Bhu-_12.08.042/2 yat-sTam na karma--guNa--kAla--rajaH spRSanti
   BhP_12.08.042/3 yad vai stuvanti ninamanti yajanty abhīkṣṇaṃ	Bhu-_12.08.042/3 yat vE stuvanti ninamanti yajanti aBIkzNam
   BhP_12.08.042/4 dhyāyanti veda-hṛdayā munayas tad-āptyai	Bhu-_12.08.042/4 DyAyanti veda--hRdayAH munayaH tad--AptyE
   BhP_12.08.043/1 nānyaṃ tavāṅghry-upanayād apavarga-mūrteḥ	Bhu-_12.08.043/1 na-anyam tava-aFGry-upanayAt apavarga-mUrteH
   BhP_12.08.043/2 kṣemaṃ janasya parito-bhiya īśa vidmaḥ	Bhu-_12.08.043/2 kzemam janasya parito-BiyaH ISa vidmaH
   BhP_12.08.043/3 brahmā bibhety alam ato dvi-parārdha-dhiṣṇyaḥ	Bhu-_12.08.043/3 brahmA biBeti alam atas dvi-para-arDa--DizNyaH
   BhP_12.08.043/4 kālasya te kim uta tat-kṛta-bhautikānām	Bhu-_12.08.043/4 kAlasya te kim uta tat--kRta-BOtikAnAm
   BhP_12.08.044/1 tad vai bhajāmy ṛta-dhiyas tava pāda-mūlaṃ	Bhu-_12.08.044/1 tat vE BajAmi Rta-DiyaH tava pAda--mUlam
   BhP_12.08.044/2 hitvedam ātma-cchadi cātma-guroḥ parasya	Bhu-_12.08.044/2 hitvA-idam Atma-=-Cadi ca-Atma-guroH parasya
   BhP_12.08.044/3 dehādy apārtham asad antyam abhijña-mātraṃ	Bhu-_12.08.044/3 deha-Adi apArTam asat antyam aBijQa--mAtram
   BhP_12.08.044/4 vindeta te tarhi sarva-manīṣitārtham	Bhu-_12.08.044/4 vindeta te tarhi sarva--manIzita-arTam
   BhP_12.08.045/1 sattvaṃ rajas tama itīśa tavātma-bandho	Bhu-_12.08.045/1 sattvam rajaH tamaH iti-ISa tava-Atma-banDo
   BhP_12.08.045/2 māyā-mayāḥ sthiti-layodaya-hetavo 'sya	Bhu-_12.08.045/2 mAyA-mayAH sTiti--laya-udaya--hetavaH asya
   BhP_12.08.045/3 līlā dhṛtā yad api sattva-mayī praśāntyai	Bha-a_12.08.045/3 lIlA DRtA yat api sattva--mayI praSAntyE
   BhP_12.08.045/4 nānye nṛṇāṃ vyasana-moha-bhiyaś ca yābhyām	Bhu-_12.08.045/4 na-anye nRNAm vyasana--moha-BiyaH ca yAByAm
   BhP_12.08.046/1 tasmāt taveha bhagavann atha tāvakānāṃ	Bhu-_12.08.046/1 tasmAt tava-iha Bagavan aTa tAvakAnAm
   BhP_12.08.046/2 śuklāṃ tanuṃ sva-dayitāṃ kuśalā bhajanti	Bhu-_12.08.046/2 SuklAm tanum sva--dayitAm kuSalAH Bajanti
   BhP_12.08.046/3 yat sātvatāḥ puruṣa-rūpam uśanti sattvaṃ	Bhu-_12.08.046/3 yat sAtvatAH puruza-rUpam uSanti sattvam
   BhP_12.08.046/4 loko yato 'bhayam utātma-sukhaṃ na cānyat	Bhu-_12.08.046/4 lokaH yatas aBayam uta-Atma--suKam na ca-anyat-
   BhP_12.08.047/1 tasmai namo bhagavate puruṣāya bhūmne	Bhu-_12.08.047/1 tasmE namaH Bagavate puruzAya BUmne
   BhP_12.08.047/2 viśvāya viśva-gurave para-daivatāya	Bhu-_12.08.047/2 viSvAya viSva-gurave para-dEvatAya
   BhP_12.08.047/3 nārāyaṇāya ṛṣaye ca narottamāya	Bhu-_12.08.047/3 nArAyaNAya Rzaye ca nara-uttamAya
   BhP_12.08.047/4 haṃsāya saṃyata-gire nigameśvarāya	Bhu-_12.08.047/4 haMsAya saMyata-gire nigameSvarAya
   BhP_12.08.048/1 yaṃ vai na veda vitathākṣa-pathair bhramad-dhīḥ	Bhu-_12.08.048/1 yam vE na veda vitaTa-akza-paTEH Bramad-DIH
   BhP_12.08.048/2 santaṃ svakeṣv asuṣu hṛdy api dṛk-patheṣu	Bhu-_12.08.048/2 santam svakezu asuzu hRdi api dRk--paTezu
   BhP_12.08.048/3 tan-māyayāvṛta-matiḥ sa u eva sākṣād	Bhu-_12.08.048/3 tan--mAyayA-AvRta-matiH saH u eva sAkzAt-
   BhP_12.08.048/4 ādyas tavākhila-guror upasādya vedam	Bhu-_12.08.048/4 AdyaH tava-aKila--guroH upasAdya vedam
   BhP_12.08.049/1 yad-darśanaṃ nigama ātma-rahaḥ-prakāśaṃ	Bhu-_12.08.049/1 yat--darSanam nigamaH Atma--rahaH--prakASam
   BhP_12.08.049/2 muhyanti yatra kavayo 'ja-parā yatantaḥ	Bhu-_12.08.049/2 muhyanti yatra kavayaH aja--parAH yatantaH
   BhP_12.08.049/3 taṃ sarva-vāda-viṣaya-pratirūpa-śīlaṃ	Bhu-_12.08.049/3 tam sarva--vAda--vizaya--pratirUpa--SIlam
   BhP_12.08.049/4 vande mahā-puruṣam ātma-nigūḍha-bodham	Bhu-_12.08.049/4 vande mahA--puruzam Atma-nigUXa--boDam
